8460b2f0f6587b7808786d8bfba0b0696332cb52a8c4395ca1c71027b1b079fa,c95498f966927db923f42492e415f4057c5bb573544b749a1ef1b6c28a4757ff,3b897f7e8e1034f090ecfe5e01875f4e89b90a94ed85ebcaebee2a91cb8c1502,2010c987b8d7694640a4fe81c26981f1c79769a65eda056ab732e57cbdf602db,e6c44f66f34fc8f3c94f709af4fdb006741935bda2d64f054181af9377f526fa,50f7f0f8fd75d1eeeded08e599e087bfab261eabda4c21b99a2d785a5d7b3fdd,976cf6d3205e20997473c0270898214be33cf13ebc5b2d3f80084a631f825812,d589a8d3dc4ecd9533cbda887db28cb21fba138c8c9a27148a4715c524fd244c,e9945584cff320319dd3448735b1cacb23f13b2142ec45074f4df81fccb8faa4,c099c504e2c1e222fed32475a03cd4557aefca486b8be1ecf95f0b344d8e4f90,e5a5abcf62e37ff7ce21e1f448ba996afef28cbddc13f718b5316d6832bc1577
"113411","3","svd_surprise","0","svd_talk_anger","1","0.2","0.2","1007001","1007001055",""
"vo_svd","21","vo_svd_0124","0","0","","","","1007001","1007001056",""
"113411","11","あ！　ズルいよエリコちゃん！\nお姉ちゃんだってずっとずっと\n永遠に一緒だよ！","8","0","0","0","0","1007001","1007001057","1"
"3","93","","","","","","","1007001","1007001058",""
"113411","3","svd_jump","0","svd_talk_joy1","1","0.2","0.4","1007001","1007001059",""
"1007001057","91","","","","","","","1007001","1007001060",""
"113411","3","svd_idle_joy1","1","","","0.2","","1007001","1007001061",""
"","102","","","","","","","1007001","1007001062",""
"14","32","0","","","","","","1007001","1007001063",""
"15","32","0","","","","","","1007001","1007001064",""
"1","93","","","","","","","1007001","1007001065",""
"113511","12","7","1","","","0","0","1007001","1007001066",""
"113511","3","svd_talk_normal","1","","","0.2","","1007001","1007001067",""
"3","93","","","","","","","1007001","1007001068",""
"113511","3","svd_idle_normal","1","","","0.2","","1007001","1007001069",""
"113411","12","10","1","","","0","0","1007001","1007001070",""
"113411","3","svd_talk_normal","1","","1","0.2","","1007001","1007001071",""
"3","93","","","","","","","1007001","1007001072",""
"113411","3","svd_idle_normal","1","","1","0.2","","1007001","1007001073",""
"113511","12","7","1","","","0","0","1007001","1007001074",""
"113511","3","svd_talk_memory","1","","","0.2","","1007001","1007001075",""
"3","93","","","","","","","1007001","1007001076",""
"113511","3","svd_idle_memory","1","","","0.2","","1007001","1007001077",""
"113411","12","10","1","","","0","0","1007001","1007001078",""
"113411","3","svd_talk_memory","1","","1","0.2","","1007001","1007001079",""
"3","93","","","","","","","1007001","1007001080",""
"113411","3","svd_idle_memory","1","","1","0.2","","1007001","1007001081",""
"1007001066","101","","","","","","","1007001","1007001082",""
"333","6","1","1","1","0","1","0","1007001","1007001083",""
"113511","4","1","","","","","","1007001","1007001084",""
"113511","3","svd_run","1","","","0.2","","1007001","1007001085",""
"113511","2","-750","-300","0.8","0","","","1007001","1007001086",""
"113411","4","0","","","","","","1007001","1007001087",""
"113411","3","svd_run","1","","","0.2","","1007001","1007001088",""
"113411","2","750","-300","0.8","0","","","1007001","1007001089",""
"0.6","93","","","","","","","1007001","1007001090",""
"113511","6","1","1","1","0","0.2","0","1007001","1007001091",""
"113411","6","1","1","1","0","0.2","0","1007001","1007001092",""
"0","91","","","","","","","1007001","1007001093",""
"2","5","113511","100","-650","-300","2.08","0","1007002","1007002001","svd_idle_normal"
"1","5","113411","100","650","-300","2.08","1","1007002","1007002002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007002","1007002003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007002","1007002004",""
"113511","6","1","1","1","0","0","0","1007002","1007002005",""
"113411","6","1","1","1","0","0","0","1007002","1007002006",""
"1","93","","","","","","","1007002","1007002007",""
"333","6","1","1","1","0.4","0.8","0","1007002","1007002008",""
"113511","3","svd_run","1","","","0.2","","1007002","1007002009",""
"113511","2","-250","-300","1.2","0","","","1007002","1007002010",""
"113511","6","1","1","1","1","0.4","0","1007002","1007002011",""
"1.2","93","","","","","","","1007002","1007002012",""
"0","91","","","","","","","1007002","1007002013",""
"113511","3","svd_idle_normal","1","","","0.1","","1007002","1007002014",""
"0.6","93","","","","","","","1007002","1007002015",""
"113511","3","svd_talk_memory","1","","","0.2","","1007002","1007002016",""
"vo_svd","21","vo_svd_0221","0","0","","","","1007002","1007002017",""
"113511","11","あなた様の泳ぐ姿…この目に\nしかと焼き付けさせて\n頂きました。","6","0","0","0","0","1007002","1007002018","1"
"0","91","","","","","","","1007002","1007002019",""
"113511","3","svd_idle_memory","1","","","0.2","","1007002","1007002020",""
"113411","3","svd_run","1","","","0.2","","1007002","1007002021",""
"113411","2","250","-300","1.2","0","","","1007002","1007002022",""
"113411","6","1","1","1","1","0.4","0","1007002","1007002023",""
"1.2","93","","","","","","","1007002","1007002024",""
"113411","3","svd_idle_joy1","1","","","0.1","","1007002","1007002025",""
"0.3","93","","","","","","","1007002","1007002026",""
"113411","3","svd_talk_memory","1","","","0.2","","1007002","1007002027",""
"vo_svd","21","vo_svd_0222","0","0","","","","1007002","1007002028",""
"113411","11","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","6","0","0","0","0","1007002","1007002029","1"
"0","91","","","","","","","1007002","1007002030",""
"113411","3","svd_idle_memory","1","","","0.2","","1007002","1007002031",""
"113511","3","svd_talk_memory","1","","","0.2","","1007002","1007002032",""
"vo_svd","21","vo_svd_0223","0","0","","","","1007002","1007002033",""
"113511","11","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","6","0","0","0","0","1007002","1007002034","1"
"0","91","","","","","","","1007002","1007002035",""
"113511","3","svd_idle_memory","1","","","0.2","","1007002","1007002036",""
"113411","3","svd_talk_worry","1","","","0.2","","1007002","1007002037",""
"vo_svd","21","vo_svd_0224","0","0","","","","1007002","1007002038",""
"113411","11","エリコちゃん…\nそれはさすがにちょっと…","6","0","0","0","0","1007002","1007002039","1"
"0","91","","","","","","","1007002","1007002040",""
"113411","3","svd_idle_worry","1","","","0.2","","1007002","1007002041",""
"113511","3","svd_talk_thinking","1","","","0.2","","1007002","1007002042",""
"vo_svd","21","vo_svd_0225","0","0","","","","1007002","1007002043",""
"113511","11","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","6","0","0","0","0","1007002","1007002044","1"
"0","91","","","","","","","1007002","1007002045",""
"113511","3","svd_idle_thinking","1","","","0.2","","1007002","1007002046",""
"113411","12","4","0","","","0","0","1007002","1007002047",""
"113411","3","svd_surprise","0","","","0.2","","1007002","1007002048",""
"1","93","","","","","","","1007002","1007002049",""
"113411","3","svd_talk_joy2","1","","","0.2","","1007002","1007002050",""
"vo_svd","21","vo_svd_0226","0","0","","","","1007002","1007002051",""
"113411","11","ほしい！\n奇麗な小瓶に集めちゃう！","8","0","0","0","0","1007002","1007002052","1"
"0","91","","","","","","","1007002","1007002053",""
"113411","3","svd_idle_joy1","1","","","0.2","","1007002","1007002054",""
"","102","","","","","","","1007002","1007002055",""
"1","93","","","","","","","1007002","1007002056",""
"113511","12","8","1","","","0","0","1007002","1007002057",""
"113511","3","svd_talk_memory","1","","","0.2","","1007002","1007002058",""
"3","93","","","","","","","1007002","1007002059",""
"113511","3","svd_idle_memory","1","","","0.2","","1007002","1007002060",""
"113411","12","1","1","","","0","0","1007002","1007002061",""
"113411","3","svd_talk_worry","1","","1","0.2","","1007002","1007002062",""
"3","93","","","","","","","1007002","1007002063",""
"113411","3","svd_idle_worry","1","","1","0.2","","1007002","1007002064",""
"113511","12","11","1","","","0","0","1007002","1007002065",""
"113511","3","svd_talk_guts2","0","svd_idle_guts2","1","0.2","0.2","1007002","1007002066",""
"3","93","","","","","","","1007002","1007002067",""
"113511","3","svd_idle_guts2","1","","","0.2","","1007002","1007002068",""
"113411","12","7","1","","","0","0","1007002","1007002069",""
"113411","3","svd_talk_joy1","1","","1","0.2","","1007002","1007002070",""
"3","93","","","","","","","1007002","1007002071",""
"113411","3","svd_idle_joy1","1","","1","0.2","","1007002","1007002072",""
"1007002057","101","","","","","","","1007002","1007002073",""
"333","6","1","1","1","0","1","0","1007002","1007002074",""
"113511","4","1","","","","","","1007002","1007002075",""
"113511","3","svd_run","1","","","0.2","","1007002","1007002076",""
"113511","2","-750","-300","0.8","0","","","1007002","1007002077",""
"113411","4","0","","","","","","1007002","1007002078",""
"113411","3","svd_run","1","","","0.2","","1007002","1007002079",""
"113411","2","750","-300","0.8","0","","","1007002","1007002080",""
"0.6","93","","","","","","","1007002","1007002081",""
"113511","6","1","1","1","0","0.2","0","1007002","1007002082",""
"113411","6","1","1","1","0","0.2","0","1007002","1007002083",""
"0","91","","","","","","","1007002","1007002084",""
"1","5","113511","100","-750","-300","2.08","0","1007003","1007003001","svd_idle_normal"
"2","5","113411","100","650","-300","2.08","1","1007003","1007003002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007003","1007003003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007003","1007003004",""
"113511","7","2","0","0","","","","1007003","1007003005",""
"113511","2","-750","-300","0.5","0","","","1007003","1007003006",""
"113411","6","1","1","1","0","0","0","1007003","1007003007",""
"6","31","16","-140","-40","0.8","0","","1007003","1007003008",""
"16","34","2","0","0","","","","1007003","1007003009",""
"1","93","","","","","","","1007003","1007003010",""
"333","6","1","1","1","0.4","0.8","0","1007003","1007003011",""
"113511","3","svd_idle_see_sad_pre","0","svd_idle_see_sad","1","0.2","0","1007003","1007003012",""
"113511","2","-600","-300","1.1","0","","","1007003","1007003013",""
"1","93","","","","","","","1007003","1007003014",""
"16","32","1","","","","","","1007003","1007003015",""
"0","91","","","","","","","1007003","1007003016",""
"113511","94","240","260","0","80","","","1007003","1007003017",""
"16","32","0","","","","","","1007003","1007003018",""
"113511","12","17","1","","","0","0","1007003","1007003019",""
"113511","3","svd_walk_sad","1","","","0.2","","1007003","1007003020",""
"113511","7","0","2","0","","","","1007003","1007003021",""
"113511","2","-250","-300","2.4","0","","","1007003","1007003022",""
"2.4","93","","","","","","","1007003","1007003023",""
"113511","3","svd_idle_sad","1","","","0.2","","1007003","1007003024",""
"0.5","93","","","","","","","1007003","1007003025",""
"0","91","","","","","","","1007003","1007003026",""
"113511","3","svd_talk_sad","1","","","0.2","","1007003","1007003027",""
"vo_svd","21","vo_svd_0321","0","0","","","","1007003","1007003028",""
"113511","11","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","7","0","0","0","0","1007003","1007003029","1"
"0","91","","","","","","","1007003","1007003030",""
"113511","3","svd_idle_sad","1","","","0.2","","1007003","1007003031",""
"113411","3","svd_walk","1","","","0.2","","1007003","1007003032",""
"113411","2","250","-300","2","0","","","1007003","1007003033",""
"113411","6","1","1","1","1","0.4","0","1007003","1007003034",""
"2","93","","","","","","","1007003","1007003035",""
"113411","3","svd_idle_normal","1","","","0.2","","1007003","1007003036",""
"0.4","93","","","","","","","1007003","1007003037",""
"113411","3","svd_talk_thinking","1","","","0.2","","1007003","1007003038",""
"vo_svd","21","vo_svd_0322","0","0","","","","1007003","1007003039",""
"113411","11","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","6","0","0","0","0","1007003","1007003040","1"
"0","91","","","","","","","1007003","1007003041",""
"113411","3","svd_idle_thinking","1","","","0.2","","1007003","1007003042",""
"113511","3","svd_talk_joy1","1","","","0.2","","1007003","1007003043",""
"vo_svd","21","vo_svd_0323","0","0","","","","1007003","1007003044",""
"113511","11","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","6","0","0","0","0","1007003","1007003045","1"
"0","91","","","","","","","1007003","1007003046",""
"113511","3","svd_talk_sad","1","","","0.2","","1007003","1007003047",""
"vo_svd","21","vo_svd_0324","0","0","","","","1007003","1007003048",""
"113511","11","それでもまたダメだったら\nそのときは…","6","0","0","0","0","1007003","1007003049","1"
"0","91","","","","","","","1007003","1007003050",""
"113511","3","svd_idle_sad","1","","","0.2","","1007003","1007003051",""
"113411","3","svd_talk_sad","1","","","0.2","","1007003","1007003052",""
"vo_svd","21","vo_svd_0325","0","0","","","","1007003","1007003053",""
"113411","11","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","6","0","0","0","0","1007003","1007003054","1"
"5","93","","","","","","","1007003","1007003055",""
"113411","3","svd_talk_wish2","1","","","0.2","","1007003","1007003056",""
"1007003054","91","","","","","","","1007003","1007003057",""
"113411","3","svd_idle_wish2","1","","","0.2","","1007003","1007003058",""
"","102","","","","","","","1007003","1007003059",""
"1","93","","","","","","","1007003","1007003060",""
"113511","12","12","1","","","0","0","1007003","1007003061",""
"113511","3","svd_cmn_think","0","svd_idle_normal","1","0.2","0.2","1007003","1007003062",""
"3","93","","","","","","","1007003","1007003063",""
"113511","3","svd_idle_normal","1","","","0.2","","1007003","1007003064",""
"113411","12","10","1","","","0","0","1007003","1007003065",""
"113411","3","svd_talk_normal","1","","1","0.2","","1007003","1007003066",""
"3","93","","","","","","","1007003","1007003067",""
"113411","3","svd_idle_normal","1","","1","0.2","","1007003","1007003068",""
"113511","12","1","1","","","0","0","1007003","1007003069",""
"113511","3","svd_talk_sad","1","","","0.2","","1007003","1007003070",""
"3","93","","","","","","","1007003","1007003071",""
"113511","3","svd_idle_sad","1","","","0.2","","1007003","1007003072",""
"113411","12","7","1","","","0","0","1007003","1007003073",""
"113411","3","svd_talk_wish","1","","1","0.2","","1007003","1007003074",""
"3","93","","","","","","","1007003","1007003075",""
"113411","3","svd_idle_wish","1","","1","0.2","","1007003","1007003076",""
"1007003061","101","","","","","","","1007003","1007003077",""
"333","6","1","1","1","0","1","0","1007003","1007003078",""
"113511","4","1","","","","","","1007003","1007003079",""
"113511","3","svd_run","1","","","0.2","","1007003","1007003080",""
"113511","2","-750","-300","0.8","0","","","1007003","1007003081",""
"113411","4","0","","","","","","1007003","1007003082",""
"113411","3","svd_run","1","","","0.2","","1007003","1007003083",""
"113411","2","750","-300","0.8","0","","","1007003","1007003084",""
"0.6","93","","","","","","","1007003","1007003085",""
"113511","6","1","1","1","0","0.2","0","1007003","1007003086",""
"113411","6","1","1","1","0","0.2","0","1007003","1007003087",""
"0","91","","","","","","","1007003","1007003088",""
"1","5","113511","100","-250","-560","2.08","0","1007004","1007004001","svd_idle_normal"
"2","5","113411","100","250","-560","2.08","1","1007004","1007004002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007004","1007004003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007004","1007004004",""
"113511","6","1","1","1","0","0","0","1007004","1007004005",""
"113411","6","1","1","1","0","0","0","1007004","1007004006",""
"1","93","","","","","","","1007004","1007004007",""
"333","6","1","1","1","0.4","0.8","0","1007004","1007004008",""
"113511","3","svd_jump1","0","svd_idle_normal","1","0.2","0.2","1007004","1007004009",""
"113411","3","svd_jump1","0","svd_idle_normal","1","0.2","0.2","1007004","1007004010",""
"0.3","93","","","","","","","1007004","1007004011",""
"113511","2","-250","-300","0.75","0","","","1007004","1007004012",""
"113411","2","250","-300","0.75","0","","","1007004","1007004013",""
"113511","6","1","1","1","1","0.4","0","1007004","1007004014",""
"113411","6","1","1","1","1","0.4","0","1007004","1007004015",""
"1.2","93","","","","","","","1007004","1007004016",""
"0","91","","","","","","","1007004","1007004017",""
"113411","3","svd_idle_normal","1","","","0.2","","1007004","1007004018",""
"113511","3","svd_talk_joy1","1","","","0.2","","1007004","1007004019",""
"vo_svd","21","vo_svd_0421","0","0","","","","1007004","1007004020",""
"113511","11","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","6","0","0","0","0","1007004","1007004021","1"
"0","91","","","","","","","1007004","1007004022",""
"113511","3","svd_idle_joy1","1","","","0.2","","1007004","1007004023",""
"113411","3","svd_talk_thinking","1","","","0.2","","1007004","1007004024",""
"vo_svd","21","vo_svd_0422","0","0","","","","1007004","1007004025",""
"113411","11","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","6","0","0","0","0","1007004","1007004026","1"
"0","91","","","","","","","1007004","1007004027",""
"113411","3","svd_idle_thinking","1","","","0.2","","1007004","1007004028",""
"113511","3","svd_talk_normal","1","","","0.2","","1007004","1007004029",""
"vo_svd","21","vo_svd_0423","0","0","","","","1007004","1007004030",""
"113511","11","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","7","0","0","0","0","1007004","1007004031","1"
"0","91","","","","","","","1007004","1007004032",""
"113511","3","svd_idle_joy1","1","","","0.2","","1007004","1007004033",""
"113411","3","svd_surprise","0","svd_talk_joy1","1","0.2","0.2","1007004","1007004034",""
"vo_svd","21","vo_svd_0424","0","0","","","","1007004","1007004035",""
"113411","11","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","6","0","0","0","0","1007004","1007004036","1"
"0","91","","","","","","","1007004","1007004037",""
"113411","3","svd_idle_joy1","1","","","0.2","","1007004","1007004038",""
"","102","","","","","","","1007004","1007004039",""
"1","93","","","","","","","1007004","1007004040",""
"113511","12","7","1","","","0","0","1007004","1007004041",""
"113511","3","svd_talk_normal","1","","","0.2","","1007004","1007004042",""
"3","93","","","","","","","1007004","1007004043",""
"113511","3","svd_idle_normal","1","","","0.2","","1007004","1007004044",""
"113411","12","6","1","","","0","0","1007004","1007004045",""
"113411","3","svd_talk_joy1","1","","1","0.2","","1007004","1007004046",""
"3","93","","","","","","","1007004","1007004047",""
"113411","3","svd_idle_joy1","1","","1","0.2","","1007004","1007004048",""
"113511","12","10","1","","","0","0","1007004","1007004049",""
"113511","3","svd_talk_joy2","1","","","0.2","","1007004","1007004050",""
"3","93","","","","","","","1007004","1007004051",""
"113511","3","svd_idle_joy2","1","","","0.2","","1007004","1007004052",""
"113411","12","10","1","","","0","0","1007004","1007004053",""
"113411","3","svd_cmn_smile3","0","svd_idle_joy1","1","0.2","0.2","1007004","1007004054",""
"3","93","","","","","","","1007004","1007004055",""
"113411","3","svd_idle_joy1","1","","1","0.2","","1007004","1007004056",""
"1007004041","101","","","","","","","1007004","1007004057",""
"333","6","1","1","1","0","1","0","1007004","1007004058",""
"113511","4","1","","","","","","1007004","1007004059",""
"113511","3","svd_run","1","","","0.2","","1007004","1007004060",""
"113511","2","-750","-300","0.8","0","","","1007004","1007004061",""
"113411","4","0","","","","","","1007004","1007004062",""
"113411","3","svd_run","1","","","0.2","","1007004","1007004063",""
"113411","2","750","-300","0.8","0","","","1007004","1007004064",""
"0.6","93","","","","","","","1007004","1007004065",""
"113511","6","1","1","1","0","0.2","0","1007004","1007004066",""
"113411","6","1","1","1","0","0.2","0","1007004","1007004067",""
"0","91","","","","","","","1007004","1007004068",""
"1","5","113511","110","-700","-300","2.08","0","1007005","1007005001","svd_idle_normal"
"2","5","113411","100","-550","-300","2.08","0","1007005","1007005002","svd_idle_normal"
"3","5","333","0","0","0","1","0","1007005","1007005003","svd_white_loop"
"333","6","1","1","1","0","0","0","1007005","1007005004",""
"3","31","13","-630","60","1.3","0","","1007005","1007005005",""
"113511","6","1","1","1","0","0","0","1007005","1007005006",""
"113411","6","1","1","1","0","0","0","1007005","1007005007",""
"1","93","","","","","","","1007005","1007005008",""
"333","6","1","1","1","0.4","0.8","0","1007005","1007005009",""
"113511","3","svd_walk_glad","1","","","0.2","","1007005","1007005010",""
"113511","2","-250","-300","2","0","","","1007005","1007005011",""
"113411","3","svd_walk_glad2","1","","","0.2","","1007005","1007005012",""
"113411","2","-50","-300","2.2","0","","","1007005","1007005013",""
"113511","6","1","1","1","1","0.4","0","1007005","1007005014",""
"113411","6","1","1","1","1","0.4","0","1007005","1007005015",""
"13","32","1","","","","","","1007005","1007005016",""
"13","33","-180","60","2","0","","","1007005","1007005017",""
"2","93","","","","","","","1007005","1007005018",""
"13","32","0","","","","","","1007005","1007005019",""
"113511","3","svd_idle_normal","1","","","0.2","","1007005","1007005020",""
"0.2","93","","","","","","","1007005","1007005021",""
"113411","4","1","","","","","","1007005","1007005022",""
"113411","3","svd_idle_normal","1","","","0.2","","1007005","1007005023",""
"0.5","93","","","","","","","1007005","1007005024",""
"113511","12","10","0.5","","","0","0","1007005","1007005025",""
"113411","12","10","0.5","","","0","0","1007005","1007005026",""
"113511","3","svd_wink","0","svd_idle_normal","1","0.2","0.2","1007005","1007005027",""
"113411","3","svd_wink","0","svd_idle_normal","1","0.2","0.2","1007005","1007005028",""
"1.5","93","","","","","","","1007005","1007005029",""
"113411","4","0","","","","","","1007005","1007005030",""
"113411","3","svd_walk","1","","","0.2","","1007005","1007005031",""
"113411","2","250","-300","1","0","","","1007005","1007005032",""
"1","93","","","","","","","1007005","1007005033",""
"113411","3","svd_idle_normal","0","svd_idle_normal","1","0.4","0","1007005","1007005034",""
"0","93","","","","","","","1007005","1007005035",""
"113411","4","1","","","","","","1007005","1007005036",""
"0.6","93","","","","","","","1007005","1007005037",""
"113511","3","svd_talk_joy1","1","","","0.2","","1007005","1007005038",""
"vo_svd","21","vo_svd_0521","0","0","","","","1007005","1007005039",""
"113511","11","静かな島で弟くんと暮らす…\nここは本当に天国だね。","5","0","0","0","0","1007005","1007005040","1"
"0","91","","","","","","","1007005","1007005041",""
"113511","3","svd_idle_memory","1","","","0.2","","1007005","1007005042",""
"113411","3","svd_talk_memory","1","","","0.2","","1007005","1007005043",""
"vo_svd","21","vo_svd_0522","0","0","","","","1007005","1007005044",""
"113411","11","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","6","0","0","0","0","1007005","1007005045","1"
"0","91","","","","","","","1007005","1007005046",""
"113411","3","svd_idle_memory","1","","","0.2","","1007005","1007005047",""
"113511","3","svd_talk_memory","1","","","0.2","","1007005","1007005048",""
"vo_svd","21","vo_svd_0523","0","0","","","","1007005","1007005049",""
"113511","11","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","6","0","0","0","0","1007005","1007005050","1"
"0","91","","","","","","","1007005","1007005051",""
"113511","3","svd_idle_memory","1","","","0.2","","1007005","1007005052",""
"113411","3","svd_talk_memory","1","","","0.2","","1007005","1007005053",""
"vo_svd","21","vo_svd_0524","0","0","","","","1007005","1007005054",""
"113411","11","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","4","0","0","0","0","1007005","1007005055","1"
"0","91","","","","","","","1007005","1007005056",""
"113411","3","svd_idle_memory","1","","","0.2","","1007005","1007005057",""
"113511","3","svd_talk_joy2","1","","","0.2","","1007005","1007005058",""
"vo_svd","21","vo_svd_0525","0","0","","","","1007005","1007005059",""
"113511","11","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","8","0","0","0","0","1007005","1007005060","1"
"4","93","","","","","","","1007005","1007005061",""
"113511","3","svd_talk_guts","0","svd_idle_guts","1","0.2","0.2","1007005","1007005062",""
"1007005060","91","","","","","","","1007005","1007005063",""
"113511","3","svd_idle_guts","1","","","0.2","","1007005","1007005064",""
"113411","3","svd_talk_guts2","0","svd_idle_guts2","1","0.2","0.2","1007005","1007005065",""
"vo_svd","21","vo_svd_0526","0","0","","","","1007005","1007005066",""
"113411","11","もちろんですわ！","6","0","0","0","0","1007005","1007005067","1"
"0","91","","","","","","","1007005","1007005068",""
"","102","","","","","","","1007005","1007005069",""
"1","93","","","","","","","1007005","1007005070",""
"113511","12","9","1","","","0","0","1007005","1007005071",""
"113511","3","svd_talk_memory","1","","","0.2","","1007005","1007005072",""
"3","93","","","","","","","1007005","1007005073",""
