6f1ad0beb2aa9434327f1291faa528e1629bdb3f52effbbc31534508e0e10a1b,a9a307a151b1e75d3115ebdcddde43fa69749f341e8a673c813399d4815ac2fc,75a248fb8d4e13db845f432318fed353275f69ea373d0b18cd90cab548120f80,4bf07342da246ebe98a176f66bbf52e48da732bff43e3956d76f4ec18c95f7b4,db90e33b660c3e2c1d841f3894c00da86e047333d7515343d8c6a4ff17635855,14e9c632f676231d311c780405688493aa6cc67c39669d60e7ff80c2caa3388d
"スキルカットイン3","","100102","vo_btl_100102_cutin_003","vo_btl_100102","10010212"
"ユニオンバースト1","","100102","vo_btl_100102_skill_000_001","vo_btl_100102","10010213"
"ユニオンバースト2","","100102","vo_btl_100102_skill_000_002","vo_btl_100102","10010214"
"ユニオンバースト3","","100102","vo_btl_100102_skill_000_003","vo_btl_100102","10010215"
"バトルスタート","","100102","vo_btl_100102_wavestart","vo_btl_100102","10010216"
"次のwaveへ","","100102","vo_btl_100102_nextwave","vo_btl_100102","10010217"
"最終waveへ","","100102","vo_btl_100102_lastwave","vo_btl_100102","10010218"
"バトルへのローディング","","100102","vo_cmn_100102_battlestart_001","vo_cmn_100102","10010219"
"バトル結果1","","100102","vo_cmn_100102_battleresult_001","vo_cmn_100102","10010220"
"バトル結果2","","100102","vo_cmn_100102_battleresult_002","vo_cmn_100102","10010221"
"マイページ1","","100102","vo_cmn_100102_mypage_001","vo_cmn_100102","10010222"
"マイページ2","","100102","vo_cmn_100102_mypage_002","vo_cmn_100102","10010223"
"マイページ3","","100102","vo_cmn_100102_mypage_003","vo_cmn_100102","10010224"
"マイページ4","","100102","vo_cmn_100102_mypage_004","vo_cmn_100102","10010225"
"マイページ5","","100102","vo_cmn_100102_mypage_005","vo_cmn_100102","10010226"
"ガチャ登場セリフ","","100102","vo_cmn_100102_gacha_001","vo_cmn_100102","10010227"
"自己紹介","","100102","vo_cmn_100102_profile_001","vo_cmn_100102","10010228"
"ギルドハウス1","","100102","vo_room_100102_auto_001","vo_room_100102","10010229"
"ギルドハウス2","","100102","vo_room_100102_auto_002","vo_room_100102","10010230"
"ギルドハウス3","","100102","vo_room_100102_auto_003","vo_room_100102","10010231"
"ギルドハウス4","","100102","vo_room_100102_auto_004","vo_room_100102","10010232"
"ギルドハウス5","","100102","vo_room_100102_auto_005","vo_room_100102","10010233"
"ギルドハウスタップ1","","100102","vo_room_100102_tap_001","vo_room_100102","10010234"
"ギルドハウスタップ2","","100102","vo_room_100102_tap_002","vo_room_100102","10010235"
"ギルドハウスタップ3","","100102","vo_room_100102_tap_003","vo_room_100102","10010236"
"ギルドハウスタップ4","","100102","vo_room_100102_tap_004","vo_room_100102","10010237"
"勝利1","","100201","vo_btl_100201_win_001","vo_btl_100201","10020101"
"勝利2","","100201","vo_btl_100201_win_002","vo_btl_100201","10020102"
"勝利3","","100201","vo_btl_100201_win_003","vo_btl_100201","10020103"
"敗北1","","100201","vo_btl_100201_lose_001","vo_btl_100201","10020104"
"敗北2","","100201","vo_btl_100201_lose_002","vo_btl_100201","10020105"
"敗北3","","100201","vo_btl_100201_lose_003","vo_btl_100201","10020106"
"気絶1","","100201","vo_btl_100201_retire_001","vo_btl_100201","10020107"
"気絶2","","100201","vo_btl_100201_retire_002","vo_btl_100201","10020108"
"気絶3","","100201","vo_btl_100201_retire_003","vo_btl_100201","10020109"
"スキルカットイン1","","100201","vo_btl_100201_cutin_001","vo_btl_100201","10020110"
"スキルカットイン2","","100201","vo_btl_100201_cutin_002","vo_btl_100201","10020111"
"スキルカットイン3","","100201","vo_btl_100201_cutin_003","vo_btl_100201","10020112"
"ユニオンバースト1","","100201","vo_btl_100201_skill_000_001","vo_btl_100201","10020113"
"ユニオンバースト2","","100201","vo_btl_100201_skill_000_002","vo_btl_100201","10020114"
"ユニオンバースト3","","100201","vo_btl_100201_skill_000_003","vo_btl_100201","10020115"
"バトルスタート","","100201","vo_btl_100201_wavestart","vo_btl_100201","10020116"
"次のwaveへ","","100201","vo_btl_100201_nextwave","vo_btl_100201","10020117"
"最終waveへ","","100201","vo_btl_100201_lastwave","vo_btl_100201","10020118"
"バトルへのローディング","","100201","vo_cmn_100201_battlestart_001","vo_cmn_100201","10020119"
"バトル結果1","","100201","vo_cmn_100201_battleresult_001","vo_cmn_100201","10020120"
"バトル結果2","","100201","vo_cmn_100201_battleresult_002","vo_cmn_100201","10020121"
"マイページ1","","100201","vo_cmn_100201_mypage_001","vo_cmn_100201","10020122"
"マイページ2","","100201","vo_cmn_100201_mypage_002","vo_cmn_100201","10020123"
"マイページ3","","100201","vo_cmn_100201_mypage_003","vo_cmn_100201","10020124"
"マイページ4","","100201","vo_cmn_100201_mypage_004","vo_cmn_100201","10020125"
"マイページ5","","100201","vo_cmn_100201_mypage_005","vo_cmn_100201","10020126"
"ガチャ登場セリフ","","100201","vo_cmn_100201_gacha_001","vo_cmn_100201","10020127"
"自己紹介","","100201","vo_cmn_100201_profile_001","vo_cmn_100201","10020128"
"ギルドハウス1","","100201","vo_room_100201_auto_001","vo_room_100201","10020129"
"ギルドハウス2","","100201","vo_room_100201_auto_002","vo_room_100201","10020130"
"ギルドハウス3","","100201","vo_room_100201_auto_003","vo_room_100201","10020131"
"ギルドハウス4","","100201","vo_room_100201_auto_004","vo_room_100201","10020132"
"ギルドハウス5","","100201","vo_room_100201_auto_005","vo_room_100201","10020133"
"ギルドハウスタップ1","","100201","vo_room_100201_tap_001","vo_room_100201","10020134"
"ギルドハウスタップ2","","100201","vo_room_100201_tap_002","vo_room_100201","10020135"
"ギルドハウスタップ3","","100201","vo_room_100201_tap_003","vo_room_100201","10020136"
"ギルドハウスタップ4","","100201","vo_room_100201_tap_004","vo_room_100201","10020137"
"勝利1","","100202","vo_btl_100202_win_001","vo_btl_100202","10020201"
"勝利2","","100202","vo_btl_100202_win_002","vo_btl_100202","10020202"
"勝利3","","100202","vo_btl_100202_win_003","vo_btl_100202","10020203"
"敗北1","","100202","vo_btl_100202_lose_001","vo_btl_100202","10020204"
"敗北2","","100202","vo_btl_100202_lose_002","vo_btl_100202","10020205"
"敗北3","","100202","vo_btl_100202_lose_003","vo_btl_100202","10020206"
"気絶1","","100202","vo_btl_100202_retire_001","vo_btl_100202","10020207"
"気絶2","","100202","vo_btl_100202_retire_002","vo_btl_100202","10020208"
"気絶3","","100202","vo_btl_100202_retire_003","vo_btl_100202","10020209"
"スキルカットイン1","","100202","vo_btl_100202_cutin_001","vo_btl_100202","10020210"
"スキルカットイン2","","100202","vo_btl_100202_cutin_002","vo_btl_100202","10020211"
"スキルカットイン3","","100202","vo_btl_100202_cutin_003","vo_btl_100202","10020212"
"ユニオンバースト1","","100202","vo_btl_100202_skill_000_001","vo_btl_100202","10020213"
"ユニオンバースト2","","100202","vo_btl_100202_skill_000_002","vo_btl_100202","10020214"
"ユニオンバースト3","","100202","vo_btl_100202_skill_000_003","vo_btl_100202","10020215"
"バトルスタート","","100202","vo_btl_100202_wavestart","vo_btl_100202","10020216"
"次のwaveへ","","100202","vo_btl_100202_nextwave","vo_btl_100202","10020217"
"最終waveへ","","100202","vo_btl_100202_lastwave","vo_btl_100202","10020218"
"バトルへのローディング","","100202","vo_cmn_100202_battlestart_001","vo_cmn_100202","10020219"
"バトル結果1","","100202","vo_cmn_100202_battleresult_001","vo_cmn_100202","10020220"
"バトル結果2","","100202","vo_cmn_100202_battleresult_002","vo_cmn_100202","10020221"
"マイページ1","","100202","vo_cmn_100202_mypage_001","vo_cmn_100202","10020222"
"マイページ2","","100202","vo_cmn_100202_mypage_002","vo_cmn_100202","10020223"
"マイページ3","","100202","vo_cmn_100202_mypage_003","vo_cmn_100202","10020224"
"マイページ4","","100202","vo_cmn_100202_mypage_004","vo_cmn_100202","10020225"
"マイページ5","","100202","vo_cmn_100202_mypage_005","vo_cmn_100202","10020226"
"ガチャ登場セリフ","","100202","vo_cmn_100202_gacha_001","vo_cmn_100202","10020227"
"自己紹介","","100202","vo_cmn_100202_profile_001","vo_cmn_100202","10020228"
"ギルドハウス1","","100202","vo_room_100202_auto_001","vo_room_100202","10020229"
"ギルドハウス2","","100202","vo_room_100202_auto_002","vo_room_100202","10020230"
"ギルドハウス3","","100202","vo_room_100202_auto_003","vo_room_100202","10020231"
"ギルドハウス4","","100202","vo_room_100202_auto_004","vo_room_100202","10020232"
"ギルドハウス5","","100202","vo_room_100202_auto_005","vo_room_100202","10020233"
"ギルドハウスタップ1","","100202","vo_room_100202_tap_001","vo_room_100202","10020234"
"ギルドハウスタップ2","","100202","vo_room_100202_tap_002","vo_room_100202","10020235"
"ギルドハウスタップ3","","100202","vo_room_100202_tap_003","vo_room_100202","10020236"
"ギルドハウスタップ4","","100202","vo_room_100202_tap_004","vo_room_100202","10020237"
"勝利1","","100301","vo_btl_100301_win_001","vo_btl_100301","10030101"
"勝利2","","100301","vo_btl_100301_win_002","vo_btl_100301","10030102"
"勝利3","","100301","vo_btl_100301_win_003","vo_btl_100301","10030103"
"敗北1","","100301","vo_btl_100301_lose_001","vo_btl_100301","10030104"
"敗北2","","100301","vo_btl_100301_lose_002","vo_btl_100301","10030105"
"敗北3","","100301","vo_btl_100301_lose_003","vo_btl_100301","10030106"
"気絶1","","100301","vo_btl_100301_retire_001","vo_btl_100301","10030107"
"気絶2","","100301","vo_btl_100301_retire_002","vo_btl_100301","10030108"
"気絶3","","100301","vo_btl_100301_retire_003","vo_btl_100301","10030109"
"スキルカットイン1","","100301","vo_btl_100301_cutin_001","vo_btl_100301","10030110"
"スキルカットイン2","","100301","vo_btl_100301_cutin_002","vo_btl_100301","10030111"
"スキルカットイン3","","100301","vo_btl_100301_cutin_003","vo_btl_100301","10030112"
"ユニオンバースト1","","100301","vo_btl_100301_skill_000_001","vo_btl_100301","10030113"
"ユニオンバースト2","","100301","vo_btl_100301_skill_000_002","vo_btl_100301","10030114"
"ユニオンバースト3","","100301","vo_btl_100301_skill_000_003","vo_btl_100301","10030115"
"バトルスタート","","100301","vo_btl_100301_wavestart","vo_btl_100301","10030116"
"次のwaveへ","","100301","vo_btl_100301_nextwave","vo_btl_100301","10030117"
"最終waveへ","","100301","vo_btl_100301_lastwave","vo_btl_100301","10030118"
"バトルへのローディング","","100301","vo_cmn_100301_battlestart_001","vo_cmn_100301","10030119"
"バトル結果1","","100301","vo_cmn_100301_battleresult_001","vo_cmn_100301","10030120"
"バトル結果2","","100301","vo_cmn_100301_battleresult_002","vo_cmn_100301","10030121"
"マイページ1","","100301","vo_cmn_100301_mypage_001","vo_cmn_100301","10030122"
"マイページ2","","100301","vo_cmn_100301_mypage_002","vo_cmn_100301","10030123"
"マイページ3","","100301","vo_cmn_100301_mypage_003","vo_cmn_100301","10030124"
"マイページ4","","100301","vo_cmn_100301_mypage_004","vo_cmn_100301","10030125"
"マイページ5","","100301","vo_cmn_100301_mypage_005","vo_cmn_100301","10030126"
"ガチャ登場セリフ","","100301","vo_cmn_100301_gacha_001","vo_cmn_100301","10030127"
"自己紹介","","100301","vo_cmn_100301_profile_001","vo_cmn_100301","10030128"
"ギルドハウス1","","100301","vo_room_100301_auto_001","vo_room_100301","10030129"
"ギルドハウス2","","100301","vo_room_100301_auto_002","vo_room_100301","10030130"
"ギルドハウス3","","100301","vo_room_100301_auto_003","vo_room_100301","10030131"
"ギルドハウス4","","100301","vo_room_100301_auto_004","vo_room_100301","10030132"
"ギルドハウス5","","100301","vo_room_100301_auto_005","vo_room_100301","10030133"
"ギルドハウスタップ1","","100301","vo_room_100301_tap_001","vo_room_100301","10030134"
"ギルドハウスタップ2","","100301","vo_room_100301_tap_002","vo_room_100301","10030135"
"ギルドハウスタップ3","","100301","vo_room_100301_tap_003","vo_room_100301","10030136"
"ギルドハウスタップ4","","100301","vo_room_100301_tap_004","vo_room_100301","10030137"
"勝利1","","100302","vo_btl_100302_win_001","vo_btl_100302","10030201"
"勝利2","","100302","vo_btl_100302_win_002","vo_btl_100302","10030202"
"勝利3","","100302","vo_btl_100302_win_003","vo_btl_100302","10030203"
"敗北1","","100302","vo_btl_100302_lose_001","vo_btl_100302","10030204"
"敗北2","","100302","vo_btl_100302_lose_002","vo_btl_100302","10030205"
"敗北3","","100302","vo_btl_100302_lose_003","vo_btl_100302","10030206"
"気絶1","","100302","vo_btl_100302_retire_001","vo_btl_100302","10030207"
"気絶2","","100302","vo_btl_100302_retire_002","vo_btl_100302","10030208"
"気絶3","","100302","vo_btl_100302_retire_003","vo_btl_100302","10030209"
"スキルカットイン1","","100302","vo_btl_100302_cutin_001","vo_btl_100302","10030210"
"スキルカットイン2","","100302","vo_btl_100302_cutin_002","vo_btl_100302","10030211"
"スキルカットイン3","","100302","vo_btl_100302_cutin_003","vo_btl_100302","10030212"
"ユニオンバースト1","","100302","vo_btl_100302_skill_000_001","vo_btl_100302","10030213"
"ユニオンバースト2","","100302","vo_btl_100302_skill_000_002","vo_btl_100302","10030214"
"ユニオンバースト3","","100302","vo_btl_100302_skill_000_003","vo_btl_100302","10030215"
"バトルスタート","","100302","vo_btl_100302_wavestart","vo_btl_100302","10030216"
"次のwaveへ","","100302","vo_btl_100302_nextwave","vo_btl_100302","10030217"
"最終waveへ","","100302","vo_btl_100302_lastwave","vo_btl_100302","10030218"
"バトルへのローディング","","100302","vo_cmn_100302_battlestart_001","vo_cmn_100302","10030219"
"バトル結果1","","100302","vo_cmn_100302_battleresult_001","vo_cmn_100302","10030220"
"バトル結果2","","100302","vo_cmn_100302_battleresult_002","vo_cmn_100302","10030221"
"マイページ1","","100302","vo_cmn_100302_mypage_001","vo_cmn_100302","10030222"
"マイページ2","","100302","vo_cmn_100302_mypage_002","vo_cmn_100302","10030223"
"マイページ3","","100302","vo_cmn_100302_mypage_003","vo_cmn_100302","10030224"
"マイページ4","","100302","vo_cmn_100302_mypage_004","vo_cmn_100302","10030225"
"マイページ5","","100302","vo_cmn_100302_mypage_005","vo_cmn_100302","10030226"
"ガチャ登場セリフ","","100302","vo_cmn_100302_gacha_001","vo_cmn_100302","10030227"
"自己紹介","","100302","vo_cmn_100302_profile_001","vo_cmn_100302","10030228"
"ギルドハウス1","","100302","vo_room_100302_auto_001","vo_room_100302","10030229"
"ギルドハウス2","","100302","vo_room_100302_auto_002","vo_room_100302","10030230"
"ギルドハウス3","","100302","vo_room_100302_auto_003","vo_room_100302","10030231"
"ギルドハウス4","","100302","vo_room_100302_auto_004","vo_room_100302","10030232"
"ギルドハウス5","","100302","vo_room_100302_auto_005","vo_room_100302","10030233"
"ギルドハウスタップ1","","100302","vo_room_100302_tap_001","vo_room_100302","10030234"
"ギルドハウスタップ2","","100302","vo_room_100302_tap_002","vo_room_100302","10030235"
"ギルドハウスタップ3","","100302","vo_room_100302_tap_003","vo_room_100302","10030236"
"ギルドハウスタップ4","","100302","vo_room_100302_tap_004","vo_room_100302","10030237"
"勝利1","","100401","vo_btl_100401_win_001","vo_btl_100401","10040101"
"勝利2","","100401","vo_btl_100401_win_002","vo_btl_100401","10040102"
"勝利3","","100401","vo_btl_100401_win_003","vo_btl_100401","10040103"
"敗北1","","100401","vo_btl_100401_lose_001","vo_btl_100401","10040104"
"敗北2","","100401","vo_btl_100401_lose_002","vo_btl_100401","10040105"
"敗北3","","100401","vo_btl_100401_lose_003","vo_btl_100401","10040106"
"気絶1","","100401","vo_btl_100401_retire_001","vo_btl_100401","10040107"
"気絶2","","100401","vo_btl_100401_retire_002","vo_btl_100401","10040108"
"気絶3","","100401","vo_btl_100401_retire_003","vo_btl_100401","10040109"
"スキルカットイン1","","100401","vo_btl_100401_cutin_001","vo_btl_100401","10040110"
"スキルカットイン2","","100401","vo_btl_100401_cutin_002","vo_btl_100401","10040111"
"スキルカットイン3","","100401","vo_btl_100401_cutin_003","vo_btl_100401","10040112"
"ユニオンバースト1","","100401","vo_btl_100401_skill_000_001","vo_btl_100401","10040113"
"ユニオンバースト2","","100401","vo_btl_100401_skill_000_002","vo_btl_100401","10040114"
"ユニオンバースト3","","100401","vo_btl_100401_skill_000_003","vo_btl_100401","10040115"
"バトルスタート","","100401","vo_btl_100401_wavestart","vo_btl_100401","10040116"
"次のwaveへ","","100401","vo_btl_100401_nextwave","vo_btl_100401","10040117"
"最終waveへ","","100401","vo_btl_100401_lastwave","vo_btl_100401","10040118"
"バトルへのローディング","","100401","vo_cmn_100401_battlestart_001","vo_cmn_100401","10040119"
"バトル結果1","","100401","vo_cmn_100401_battleresult_001","vo_cmn_100401","10040120"
"バトル結果2","","100401","vo_cmn_100401_battleresult_002","vo_cmn_100401","10040121"
"マイページ1","","100401","vo_cmn_100401_mypage_001","vo_cmn_100401","10040122"
"マイページ2","","100401","vo_cmn_100401_mypage_002","vo_cmn_100401","10040123"
"マイページ3","","100401","vo_cmn_100401_mypage_003","vo_cmn_100401","10040124"
"マイページ4","","100401","vo_cmn_100401_mypage_004","vo_cmn_100401","10040125"
"マイページ5","","100401","vo_cmn_100401_mypage_005","vo_cmn_100401","10040126"
"ガチャ登場セリフ","","100401","vo_cmn_100401_gacha_001","vo_cmn_100401","10040127"
"自己紹介","","100401","vo_cmn_100401_profile_001","vo_cmn_100401","10040128"
"ギルドハウス1","","100401","vo_room_100401_auto_001","vo_room_100401","10040129"
"ギルドハウス2","","100401","vo_room_100401_auto_002","vo_room_100401","10040130"
"ギルドハウス3","","100401","vo_room_100401_auto_003","vo_room_100401","10040131"
"ギルドハウス4","","100401","vo_room_100401_auto_004","vo_room_100401","10040132"
"ギルドハウス5","","100401","vo_room_100401_auto_005","vo_room_100401","10040133"
"ギルドハウスタップ1","","100401","vo_room_100401_tap_001","vo_room_100401","10040134"
"ギルドハウスタップ2","","100401","vo_room_100401_tap_002","vo_room_100401","10040135"
"ギルドハウスタップ3","","100401","vo_room_100401_tap_003","vo_room_100401","10040136"
"ギルドハウスタップ4","","100401","vo_room_100401_tap_004","vo_room_100401","10040137"
"勝利1","","100402","vo_btl_100402_win_001","vo_btl_100402","10040201"
"勝利2","","100402","vo_btl_100402_win_002","vo_btl_100402","10040202"
"勝利3","","100402","vo_btl_100402_win_003","vo_btl_100402","10040203"
"敗北1","","100402","vo_btl_100402_lose_001","vo_btl_100402","10040204"
"敗北2","","100402","vo_btl_100402_lose_002","vo_btl_100402","10040205"
"敗北3","","100402","vo_btl_100402_lose_003","vo_btl_100402","10040206"
"気絶1","","100402","vo_btl_100402_retire_001","vo_btl_100402","10040207"
"気絶2","","100402","vo_btl_100402_retire_002","vo_btl_100402","10040208"
"気絶3","","100402","vo_btl_100402_retire_003","vo_btl_100402","10040209"
"スキルカットイン1","","100402","vo_btl_100402_cutin_001","vo_btl_100402","10040210"
"スキルカットイン2","","100402","vo_btl_100402_cutin_002","vo_btl_100402","10040211"
"スキルカットイン3","","100402","vo_btl_100402_cutin_003","vo_btl_100402","10040212"
"ユニオンバースト1","","100402","vo_btl_100402_skill_000_001","vo_btl_100402","10040213"
"ユニオンバースト2","","100402","vo_btl_100402_skill_000_002","vo_btl_100402","10040214"
"ユニオンバースト3","","100402","vo_btl_100402_skill_000_003","vo_btl_100402","10040215"
"バトルスタート","","100402","vo_btl_100402_wavestart","vo_btl_100402","10040216"
"次のwaveへ","","100402","vo_btl_100402_nextwave","vo_btl_100402","10040217"
"最終waveへ","","100402","vo_btl_100402_lastwave","vo_btl_100402","10040218"
"バトルへのローディング","","100402","vo_cmn_100402_battlestart_001","vo_cmn_100402","10040219"
"バトル結果1","","100402","vo_cmn_100402_battleresult_001","vo_cmn_100402","10040220"
"バトル結果2","","100402","vo_cmn_100402_battleresult_002","vo_cmn_100402","10040221"
"マイページ1","","100402","vo_cmn_100402_mypage_001","vo_cmn_100402","10040222"
"マイページ2","","100402","vo_cmn_100402_mypage_002","vo_cmn_100402","10040223"
"マイページ3","","100402","vo_cmn_100402_mypage_003","vo_cmn_100402","10040224"
"マイページ4","","100402","vo_cmn_100402_mypage_004","vo_cmn_100402","10040225"
"マイページ5","","100402","vo_cmn_100402_mypage_005","vo_cmn_100402","10040226"
"ガチャ登場セリフ","","100402","vo_cmn_100402_gacha_001","vo_cmn_100402","10040227"
"自己紹介","","100402","vo_cmn_100402_profile_001","vo_cmn_100402","10040228"
"ギルドハウス1","","100402","vo_room_100402_auto_001","vo_room_100402","10040229"
"ギルドハウス2","","100402","vo_room_100402_auto_002","vo_room_100402","10040230"
"ギルドハウス3","","100402","vo_room_100402_auto_003","vo_room_100402","10040231"
"ギルドハウス4","","100402","vo_room_100402_auto_004","vo_room_100402","10040232"
"ギルドハウス5","","100402","vo_room_100402_auto_005","vo_room_100402","10040233"
"ギルドハウスタップ1","","100402","vo_room_100402_tap_001","vo_room_100402","10040234"
"ギルドハウスタップ2","","100402","vo_room_100402_tap_002","vo_room_100402","10040235"
"ギルドハウスタップ3","","100402","vo_room_100402_tap_003","vo_room_100402","10040236"
"ギルドハウスタップ4","","100402","vo_room_100402_tap_004","vo_room_100402","10040237"
"勝利1","","100601","vo_btl_100601_win_001","vo_btl_100601","10060101"
"勝利2","","100601","vo_btl_100601_win_002","vo_btl_100601","10060102"
"勝利3","","100601","vo_btl_100601_win_003","vo_btl_100601","10060103"
"敗北1","","100601","vo_btl_100601_lose_001","vo_btl_100601","10060104"
"敗北2","","100601","vo_btl_100601_lose_002","vo_btl_100601","10060105"
"敗北3","","100601","vo_btl_100601_lose_003","vo_btl_100601","10060106"
"気絶1","","100601","vo_btl_100601_retire_001","vo_btl_100601","10060107"
"気絶2","","100601","vo_btl_100601_retire_002","vo_btl_100601","10060108"
"気絶3","","100601","vo_btl_100601_retire_003","vo_btl_100601","10060109"
"スキルカットイン1","","100601","vo_btl_100601_cutin_001","vo_btl_100601","10060110"
"スキルカットイン2","","100601","vo_btl_100601_cutin_002","vo_btl_100601","10060111"
"スキルカットイン3","","100601","vo_btl_100601_cutin_003","vo_btl_100601","10060112"
"ユニオンバースト1","","100601","vo_btl_100601_skill_000_001","vo_btl_100601","10060113"
"ユニオンバースト2","","100601","vo_btl_100601_skill_000_002","vo_btl_100601","10060114"
"ユニオンバースト3","","100601","vo_btl_100601_skill_000_003","vo_btl_100601","10060115"
"バトルスタート","","100601","vo_btl_100601_wavestart","vo_btl_100601","10060116"
"次のwaveへ","","100601","vo_btl_100601_nextwave","vo_btl_100601","10060117"
"最終waveへ","","100601","vo_btl_100601_lastwave","vo_btl_100601","10060118"
"バトルへのローディング","","100601","vo_cmn_100601_battlestart_001","vo_cmn_100601","10060119"
"バトル結果1","","100601","vo_cmn_100601_battleresult_001","vo_cmn_100601","10060120"
"バトル結果2","","100601","vo_cmn_100601_battleresult_002","vo_cmn_100601","10060121"
"マイページ1","","100601","vo_cmn_100601_mypage_001","vo_cmn_100601","10060122"
"マイページ2","","100601","vo_cmn_100601_mypage_002","vo_cmn_100601","10060123"
"マイページ3","","100601","vo_cmn_100601_mypage_003","vo_cmn_100601","10060124"
"マイページ4","","100601","vo_cmn_100601_mypage_004","vo_cmn_100601","10060125"
"マイページ5","","100601","vo_cmn_100601_mypage_005","vo_cmn_100601","10060126"
"ガチャ登場セリフ","","100601","vo_cmn_100601_gacha_001","vo_cmn_100601","10060127"
"自己紹介","","100601","vo_cmn_100601_profile_001","vo_cmn_100601","10060128"
"ギルドハウス1","","100601","vo_room_100601_auto_001","vo_room_100601","10060129"
"ギルドハウス2","","100601","vo_room_100601_auto_002","vo_room_100601","10060130"
