ebd25209e6fec2a2dc9bd4e8829d026c6eb79d0dfc7a6402772ebb1beade6658,87c0c1ad9f051ef763e5dcdd8b04549eb7c4fd3817a9fb4c46df72f1c2cc51c5,bcbb295e23a6e8c52d96dd2013ec8bbb58ba8c7613fa22ad9a6bbf557b50283c,689492134cd2ae6593258901d681fded22c0e166963aaa789990b1c6d5cd7a28,51e4e807bcc99edde9234b890d59aa0af480a824d38f53c2229b2164aea955a9,5e174789da46f4eef918cf75518af985c2b5c72b9104f20d5d37011f1ee19c39,866c266e7aca8676c98710df78a20ea6b627d97203852ca28d31037d2c0ab97b,af5f8447acfe64d4e63bf83de34c62bc44b92058f1abdaf942adae771134f976,9578b7e4cf8ff756a18b0a26ff513025652d852ac7132c7d16de7ec5205fee04,6c74dd03606e35b2469202f0d9c291db001e93c35ddab2b35c8c6a2017a24e4e
"2021/02/15 15:00:00","1004","2015009","2","1002","1003","2","2021/02/28 11:59:59","1003","10013"
"2021/02/28 12:00:00","0","0","1","1001","0","1","2021/08/15 14:59:59","0","10014"
"2021/02/28 12:00:00","0","2015009","2","1002","0","2","2021/08/15 14:59:59","0","10015"
"2021/08/15 15:00:00","1005","0","1","1001","0","1","2021/08/31 11:59:59","0","10016"
"2021/08/15 15:00:00","1005","2015009","2","1002","0","2","2021/08/31 11:59:59","0","10017"
"2021/08/31 12:00:00","0","0","1","1001","0","1","2030/02/15 14:59:59","0","10018"
"2021/08/31 12:00:00","0","2015009","2","1002","0","2","2030/02/15 14:59:59","0","10019"
"2022/02/15 15:00:00","1006","0","1","1001","1004","1","2022/02/28 11:59:59","1004","10020"
"2022/02/15 15:00:00","1006","2015009","2","1002","1004","2","2022/02/28 11:59:59","1004","10021"
"2022/02/28 12:00:00","0","0","1","1001","0","1","2022/08/15 14:59:59","0","10022"
"2022/02/28 12:00:00","0","2015009","2","1002","0","2","2022/08/15 14:59:59","0","10023"
"2022/08/15 15:00:00","1007","0","1","1001","0","1","2022/08/31 11:59:59","0","10024"
"2022/08/15 15:00:00","1007","2015009","2","1002","0","2","2022/08/31 11:59:59","0","10025"
"2022/08/31 12:00:00","0","0","1","1001","0","1","2023/02/15 14:59:59","0","10026"
"2022/08/31 12:00:00","0","2015009","2","1002","0","2","2023/02/15 14:59:59","0","10027"
"2023/02/15 15:00:00","1008","0","1","1001","1005","1","2023/02/28 11:59:59","1005","10028"
"2023/02/15 15:00:00","1008","2015009","2","1002","1005","2","2023/02/28 11:59:59","1005","10029"
"2023/02/28 12:00:00","0","0","1","1001","0","1","2023/08/15 14:59:59","0","10030"
"2023/02/28 12:00:00","0","2015009","2","1002","0","2","2023/08/15 14:59:59","0","10031"
"2023/03/15 12:00:00","0","2201005","3","1003","0","2","2023/08/15 14:59:59","0","10032"
"2023/08/15 15:00:00","1009","0","1","1001","0","1","2023/08/31 11:59:59","0","10033"
"2023/08/15 15:00:00","1009","2015009","2","1002","0","2","2023/08/31 11:59:59","0","10034"
"2023/08/31 12:00:00","0","0","1","1001","0","1","2024/02/14 23:59:59","0","10035"
"2023/08/31 12:00:00","0","2015009","2","1002","0","2","2024/02/14 23:59:59","0","10036"
"2023/08/15 15:00:00","1009","2201005","3","1003","0","2","2023/08/31 11:59:59","0","10037"
"2023/08/31 12:00:00","0","2201005","3","1003","0","3","2024/02/14 23:59:59","0","10038"
"2024/02/15","1010","0","1","1001","1006","1","2024/02/29 11:59:59","1006","10039"
"2024/02/15","1010","2015009","2","1002","1006","2","2024/02/29 11:59:59","1006","10040"
"2024/02/29 12:00:00","0","0","1","1001","0","1","2024/08/15 14:59:59","0","10041"
"2024/02/29 12:00:00","0","2015009","2","1002","0","2","2024/08/15 14:59:59","0","10042"
"2024/02/15","1010","2201005","3","1003","1006","3","2024/02/29 11:59:59","1006","10043"
"2024/02/29 12:00:00","0","2201005","3","1003","0","3","2024/08/15 14:59:59","0","10044"
"2024/08/15 15:00:00","1011","0","1","1001","0","1","2024/08/16 11:59:59","0","10045"
"2024/08/15 15:00:00","1011","2015009","2","1002","0","2","2024/08/16 11:59:59","0","10046"
"2024/08/15 15:00:00","1011","2201005","3","1003","0","3","2024/08/16 11:59:59","0","10047"
"2024/08/16 12:00:00","1011","0","1","1004","0","1","2024/08/21 11:59:59","0","10048"
"2024/08/16 12:00:00","1011","2015009","2","1004","0","2","2024/08/21 11:59:59","0","10049"
"2024/08/16 12:00:00","1011","2201005","3","1004","0","3","2024/08/21 11:59:59","0","10050"
"2024/08/21 12:00:00","1011","0","1","1001","0","1","2024/08/31 11:59:59","0","10051"
"2024/08/21 12:00:00","1011","2015009","2","1002","0","2","2024/08/31 11:59:59","0","10052"
"2024/08/31 12:00:00","0","0","1","1001","0","1","2025/02/14 23:59:59","0","10053"
"2024/08/31 12:00:00","0","2015009","2","1002","0","2","2025/02/14 23:59:59","0","10054"
"2024/08/21 12:00:00","1011","2201005","3","1003","0","3","2024/08/31 11:59:59","0","10055"
"2024/08/31 12:00:00","0","2201005","3","1003","0","3","2025/02/14 23:59:59","0","10056"
"2025/01/31 12:00:00","0","0","1","1005","0","1","2025/02/15 14:59:59","0","10057"
"2025/01/31 12:00:00","0","2015009","2","1005","0","2","2025/02/15 14:59:59","0","10058"
"2025/01/31 12:00:00","0","2201005","3","1005","0","3","2025/02/15 14:59:59","0","10059"
"2025/02/15 15:00:00","1012","0","1","1005","1007","1","2025/02/23 4:59:59","1007","10060"
"2025/02/15 15:00:00","1012","2015009","2","1005","1007","2","2025/02/23 4:59:59","1007","10061"
"2025/02/15 15:00:00","1012","2201005","3","1005","1007","3","2025/02/23 4:59:59","1007","10062"
"2025/02/23 5:00:00","1012","0","1","1001","1007","1","2025/02/28 11:59:59","1007","10063"
"2025/02/23 5:00:00","1012","2015009","2","1002","1007","2","2025/02/28 11:59:59","1007","10064"
"2025/02/23 5:00:00","1012","2201005","3","1003","1007","3","2025/02/28 11:59:59","1007","10065"
"2025/02/28 12:00:00","0","0","1","1001","0","1","2025/08/15 14:59:59","0","10066"
"2025/02/28 12:00:00","0","2015009","2","1002","0","2","2025/08/15 14:59:59","0","10067"
"2025/02/28 12:00:00","0","2201005","3","1003","0","3","2025/08/15 14:59:59","0","10068"
