4b1fd5c1a4e041d370dd9e07a2ff6ac7b6989cee836483c28819cca230ee3a17,296a18d16612fbbbe09c5cb28e7ce9878805404022ecadae81de94b711fe84a8,3338317589bca67fd83d64f5e65d852c2a78a9f486347e6967ef2e1fbb8da3d1,07d382b95740e764ae11bd1ce584fd749b287849bd8f2b5f649bc137a105466b,4c87407ea8d4fb8f451bbe188f457bfe517a2ac9bbf9e1153746bb7005980bcb,78595e17a85450709bfe77cf19ff104625e3f9476e45aa90bfb07bb0eee352d1,6320a37c8d7f8d74d0f1e1ea3637b103f555089053b8ea8c50c386f99c896de4,6565684bd845faa24b455d9160b3d262867329f5ef5991e28c500a8505534226,46ba944b5e24e98df637579e8b6b9d97dfe212c81aff928869add10f4c7d9adb,3ce299e0872f34966268807585c479b350100013b7c2d4cf98fb78845c2e6ae4,d9eb762d1158c0938135b2e982a6bb0079678bb8dbde405ef2342a7a2700ab90,450917026b1ae534e2f894c53abda57e55be4444dfdafcc020728271a629730d,c6fc3418668e728899e797bc18571d07342f186c0f48615bf9101678e8f7ef5e,997aac44d64ac35fd74ce278876e0cf1f863974514a0b6ed025b21b29f031476,3c1b4d940f8c0289642ae9286c8df59924a264509aace4cc63c5a3674a85b74e,2a693c70219b3d16f17d7d470368d6e502df744c9319562efbdcfe16d9b5608f,4ae3316ff0d464c535daf002be4808ec5f6d64e80e4fd7b6a97e17516f466b7b,ddb90b1f679e2ebad2f360ef6b7844bc2e88d6633818294ac16a89cca95f9fd4,dde2364df2e34ff76b2d71e85e374c149be291e4517e75c1d283ab602b5e4dec,ee2f3fbd6d28e599e9f99200a35a5539d369c295337121c08170eb3688784d1b,7fc852e58bcf11b6f715201573cfeaee589a0da643f493385229083445b24c5b
"100251101","魔法攻撃力アップ+{0}","90","0","0","15","4","15","0","1","0","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","0","0","0"
"100251102","","90","0","0","0","5","30","0","1","0","1","0","1","0","0","自分の魔法防御力を{0}アップ","0","0","0","0"
"100300101","物理ダメージ+{0}","1","0","0","4.8","1","60","3","60","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100300201","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100300301","","28","0","100300303","0","677","0","7","0","0","1","1","0","100300302","1","","0","0","0","2"
"100300302","","18","0","100300305","1.8","1","0","3","0.5","4320","1","1","0","0","1","","0","0","0","1"
"100300303","","18","0","100300306","1.8","1","0","3","1","4320","1","1","0","0","1","","0","0","0","1"
"100300304","","28","0","100300306","0","677","0","7","0","0","1","1","0","100300305","1","","0","0","0","2"
"100300305","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100300306","","1","0","0","3.2","1","40","3","40","-1","1","1","0","0","1","","0","0","0","1"
"100301101","物理ダメージ+{0}","1","0","0","9.6","1","120","3","120","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100301102","","35","0","0","18","0","77","7","1","0","1","1","1","0","1","一定時間風の刃を纏う","0","0","0","2"
"100301201","","28","0","100301203","1","677","2","7","1","0","1","1","0","100301202","1","","0","0","0","2"
"100301202","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100301203","","1","0","0","3.2","1","40","3","40","-1","1","1","0","0","1","","0","0","0","1"
"100301204","物理防御力ダウン+{0}","10","1","1","0.6","21","0.6","3","1","-1","1","1","12","0","1","敵単体の物理防御力を{0}ダウン","0","0","0","1"
"100301205","","10","1","1","1.2","21","1.2","3","1","-1","1","1","24","0","1","","0","0","0","1"
"100301301","","28","0","100301303","0","677","0","7","0","0","1","1","0","100301302","1","","0","0","0","2"
"100301302","物理ダメージ+{0}","1","0","0","3.2","1","40","3","40","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100301303","","1","0","0","6.4","1","80","3","80","-1","1","1","0","0","1","","0","0","0","1"
"100301304","","28","0","100301306","0","677","0","7","0","0","1","1","0","100301305","1","","0","0","0","2"
"100301305","物理ダメージ+{0}","1","0","0","3.2","1","40","3","40","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100301306","","1","0","0","6.4","1","80","3","80","-1","1","1","0","0","1","","0","0","0","1"
"100301307","","28","0","100301309","0","677","0","7","0","0","1","1","0","100301308","1","","0","0","0","2"
"100301308","","100","0","0","12","1","0","7","1","-1","1","1","0","0","1","自分の受ける行動不能を１回まで無効化する","0","0","0","2"
"100301309","","100","0","0","24","1","0","7","2","-1","1","1","0","0","1","","0","0","0","2"
"100301310","","22","0","10030102","0","1","0","7","-1","-1","1","1","0","0","1","","0","0","0","2"
"100350101","物理攻撃力アップ+{0}","90","0","0","15","2","15","0","1","0","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","0","0","0"
"100351101","物理攻撃力アップ+{0}","90","0","0","15","2","15","0","1","0","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","0","0","0"
"100351102","","90","0","0","0","1","1125","0","1","0","1","0","1","0","0","自分の最大ＨＰを{0}アップさせる","0","0","0","0"
"100400101","","7","0","0","0","1","0","3","0","2160","1","2","0","0","1","","1","0","0","1"
"100400102","物理ダメージ+{0}","1","0","0","1.62","1","20.4","1","20.4","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100400201","物理ダメージ+{0}","1","0","0","0.6","1","8","3","8","2160","1","3","0","0","1","敵単体に{0}の物理ダメージ","1","0","0","1"
"100400202","暗闇の確定成功Ｌｖ+{0}","12","0","0","100","70","0","3","8","2160","1","3","0","0","1","敵単体を暗闇状態にする","1","0","0","1"
"100400301","物理ダメージ+{0}","1","0","0","0.8","1","10","14","10","2160","1","2","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100400302","物理攻撃力ダウン+{0}","10","1","1","20","11","20","1","1","2160","1","2","180","0","1","敵単体の物理攻撃力を{0}ダウン","0","0","0","1"
"100400303","","10","1","1","0","111","25","1","1","2160","1","2","180","0","1","敵単体の物理クリダメを{0}％ダウン","0","0","0","1"
"100400304","物理攻撃力アップ+{0}","10","1","1","20","10","20","7","1","0","1","1","180","0","1","自分の物理攻撃力を{0}アップ","0","0","0","2"
"100400305","","28","0","100400306","0","1800","0","3","1","2160","1","1","0","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","0","0","0","1"
"100400306","魔法攻撃力ダウン+{0}","10","1","1","20","31","20","1","1","2160","1","2","180","0","1","敵単体の魔法攻撃力を{0}ダウン","0","0","0","1"
"100400307","","10","1","1","0","121","25","1","1","2160","1","2","180","0","1","敵単体の魔法クリダメを{0}％ダウン","0","0","0","1"
"100401101","物理ダメージ+{0}","1","0","0","2.4","1","30","3","30","2160","1","3","0","0","99","敵全体に{0}の物理ダメージ","0","0","0","1"
"100401102","物理攻撃力ダウン+{0}","10","0","1","30","11","30","3","1","2160","1","3","18","0","99","敵全体の物理攻撃力を{0}ダウン","0","0","0","1"
"100401103","物理クリティカルダウン+{0}","10","0","0","0","61","600","3","1","2160","1","3","18","0","99","敵全体の物理クリティカルを{0}ダウン","0","0","0","1"
"100401104","","10","0","0","0","111","25","3","2","2160","1","3","18","0","99","敵全体の物理クリダメを{0}％ダウン","0","0","0","1"
"100401105","","28","0","100401106","0","1800","0","3","1","2160","1","1","0","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","0","0","0","1"
"100401106","物理ダメージ+{0}","1","0","0","2.4","1","30","3","30","2160","1","3","0","0","99","敵全体に{0}の物理ダメージ","0","0","0","1"
"100401107","物理防御力ダウン+{0}","10","0","1","0.7","21","0.7","3","1","2160","1","3","18","0","99","敵全体の物理防御力を{0}ダウン","0","0","0","1"
"100401201","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","2160","1","3","0","0","1","敵単体に{0}の物理ダメージ","1","0","0","1"
"100401202","暗闇の確定成功Ｌｖ+{0}","12","0","0","100","80","0","3","10","2160","1","3","0","0","1","敵単体を暗闇状態にする","1","0","0","1"
"100401203","","7","0","0","0","1","0","3","0","2160","1","3","0","0","1","","1","0","0","1"
"100401204","物理攻撃力ダウン+{0}","10","0","1","20","11","20","1","1","200","1","2","12","0","99","範囲内の敵の物理攻撃力を{0}ダウン","0","0","0","1"
"100402201","","7","0","0","0","1","0","3","0","2160","1","2","0","0","1","","1","0","0","1"
"100402202","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100402203","暗闇の確定成功Ｌｖ+{0}","12","0","0","100","80","0","3","10","300","1","2","0","0","99","範囲内の敵を暗闇状態にする","0","0","0","1"
"100402204","物理攻撃力ダウン+{0}","10","0","1","20","11","20","3","1","300","1","2","12","0","99","範囲内の敵の物理攻撃力を{0}ダウン","0","0","0","1"
"100402205","","16","0","0","0","2","0","3","75","300","1","2","0","0","99","範囲内の敵のＴＰを{0}失わせる","0","0","0","1"
"100402206","","28","0","100402207","0","1800","0","3","1","2160","1","1","0","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","0","0","0","1"
"100402207","物理ダメージ+{0}","1","0","0","1.6","1","20","3","20","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100402208","物理防御力ダウン+{0}","10","0","1","0.3","21","0.3","3","1","300","1","2","12","0","99","範囲内の敵の物理防御力を{0}ダウン","0","0","0","1"
"100450101","物理防御力アップ+{0}","90","0","0","2","3","2","0","1","0","1","0","1","0","0","自分の物理防御力を{0}アップ","0","0","0","0"
"100451101","物理防御力アップ+{0}","90","0","0","2","3","2","0","1","0","1","0","1","0","0","自分の物理防御力を{0}アップ","0","0","0","0"
"100451102","","90","0","0","0","2","225","0","1","0","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","0","0","0"
"100500101","","2","0","0","0","3","0","3","100","2160","1","1","0","0","1","","2","0","0","1"
"100500102","","7","0","0","0","1","0","3","100","2160","1","1","0","0","1","","2","0","0","1"
"100500103","物理ダメージ+{0}","1","0","0","2.4","1","30","3","30","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100500201","物理ダメージ+{0}","1","0","0","0.27","1","3.4","3","3.4","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100500202","スタンの確定成功Ｌｖ+{0}","8","0","0","2","7","0","3","0","300","1","2","0","0","99","範囲内の敵を一定時間行動不能にする","0","0","0","1"
"100500301","物理ダメージ+{0}","1","0","0","0.8","1","10","3","10","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100501101","","2","0","0","0","3","0","3","100","2160","1","1","0","0","1","","2","0","0","1"
"100501102","","7","0","0","0","1","0","3","100","2160","1","1","0","0","1","","2","0","0","1"
"100501103","物理ダメージ+{0}","1","0","0","2.4","1","30","3","30","450","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100501104","","26","0","3","0","100501103","0.00005","7","1","0","1","1","0","0","1","","0","0","0","2"
"100501105","","26","0","1","0","100501106","1","7","1","0","1","1","0","0","1","","0","0","0","2"
"100501106","無効ダメージ量+{0}","6","0","0","18","5","45","7","45","0","1","1","0","0","1","{0}ダメージ分の物理魔法無効バリアを展開する","0","0","0","2"
"100501201","物理ダメージ+{0}","1","0","0","0.54","1","3.4","3","3.4","300","1","2","0","0","99","範囲内の敵に{0}の物理ダメージ","0","0","0","1"
"100501202","スタンの確定成功Ｌｖ+{0}","8","0","0","2","7","0","3","0","300","1","2","0","0","99","範囲内の敵を一定時間行動不能にする","0","0","0","1"
"100501203","物理防御力アップ+{0}","10","0","1","2.24","20","2.24","7","1","0","1","1","12","0","1","自分の物理防御力を{0}アップ","0","0","0","2"
"100501204","魔法防御力アップ+{0}","10","0","1","2.24","40","2.24","7","1","0","1","1","12","0","1","自分の魔法防御力を{0}アップ","0","0","0","2"
"100550101","物理攻撃力アップ+{0}","90","0","0","15","2","15","0","1","0","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","0","0","0"
"100551101","物理攻撃力アップ+{0}","90","0","0","15","2","15","0","1","0","1","0","1","0","0","自分の物理攻撃力を{0}アップ","0","0","0","0"
"100551102","","90","0","0","0","3","30","0","1","0","1","0","1","0","0","自分の物理防御力を{0}アップ","0","0","0","0"
"100600101","魔法攻撃力アップ+{0}","10","0","1","8.5","30","8.5","3","1","2160","1","3","18","0","99","味方全体の魔法攻撃力を{0}アップ","0","0","0","2"
"100600102","","10","0","1","0","90","1","3","1","2160","1","3","18","0","99","味方全体のＨＰ吸収を{0}アップ","0","0","0","2"
"100600103","","26","0","2","9.5","100600101","9.5","34","13","2160","1","3","8.5","0","1","","0","0","8.5","2"
"100600104","","26","0","2","0","100600102","1.12","34","13","2160","1","3","1","0","1","","0","0","0","2"
"100600105","","28","0","100600103","0","1211","1","7","0","0","1","1","0","0","1","","0","0","0","2"
"100600201","魔法ダメージ+{0}","1","0","0","1.6","2","20","3","20","-1","1","1","0","0","1","敵単体に{0}の魔法ダメージ","0","0","0","1"
"100600301","","7","0","0","0","1","0","3","0","2160","1","3","0","0","1","","0","0","0","1"
"100600302","魔法防御力ダウン+{0}","10","1","1","1","41","1","3","1","300","1","2","18","0","99","範囲内の敵の魔法防御力を{0}ダウン","0","0","0","1"
"100600303","","10","1","1","0","141","8","3","1","300","1","2","18","0","99","範囲内の敵の被クリダメを{0}％アップ","0","0","0","1"
"100601101","魔法攻撃力アップ+{0}","10","0","1","45","30","45","3","1","2160","1","3","18","0","99","味方全体の魔法攻撃力を{0}アップ","0","0","0","2"
"100601102","","10","0","1","0","70","150","3","1","2160","1","3","18","0","99","味方全体の魔法クリティカルを{0}アップ","0","0","0","2"
"100601103","","10","0","1","0","90","2","3","1","2160","1","3","18","0","99","味方全体のＨＰ吸収を{0}アップ","0","0","0","2"
"100601104","吸収ダメージ量+{0}","6","0","0","18","3","24","3","24","2160","1","3","0","0","99","{0}ダメージ分の物理吸収バリアを展開する","0","0","0","2"
"100601105","吸収ダメージ量+{0}","6","0","0","18","4","24","3","24","2160","1","3","0","0","99","{0}ダメージ分の魔法吸収バリアを展開する","0","0","0","2"
"100601106","魔法防御力ダウン+{0}","10","0","1","0.55","41","0.55","3","1","2160","1","3","18","0","99","敵全体の魔法防御力を{0}ダウン","0","0","0","1"
"100601107","","26","0","2","50","100601101","50","34","13","2160","1","3","45","0","1","","0","0","45","2"
"100601108","","26","0","2","0","100601102","167","34","13","2160","1","3","150","0","1","","0","0","0","2"
"100601109","","26","0","2","0","100601103","2.5","34","13","2160","1","3","2","0","1","","0","0","0","2"
"100601110","","26","0","1","27","100601104","27","34","13","2160","1","3","24","0","1","","0","0","24","2"
"100601111","","26","0","1","27","100601105","27","34","13","2160","1","3","24","0","1","","0","0","24","2"
"100601112","","26","0","2","0.62","100601106","0.62","34","13","2160","1","3","0.55","0","1","","0","0","0.55","2"
"100601113","","28","0","100601107","0","1211","1","7","0","0","1","1","0","0","1","","0","0","0","2"
"100601201","魔法ダメージ+{0}","1","0","0","2","2","25","3","25","-1","1","1","0","0","1","敵単体に{0}の魔法ダメージ","0","0","0","1"
"100601202","魔法防御力ダウン+{0}","10","1","1","0.2","41","0.2","3","1","-1","1","1","12","0","1","敵単体の魔法防御力を{0}ダウン","0","0","0","1"
"100602201","","7","0","0","0","1","0","3","0","2160","1","3","0","0","1","","0","0","0","1"
"100602202","魔法ダメージ+{0}","1","0","0","2","2","25","3","25","300","1","2","0","0","99","範囲内の敵に{0}の魔法ダメージ","0","0","0","1"
"100602203","魔法防御力ダウン+{0}","10","1","1","0.2","41","0.2","3","1","-1","1","1","12","0","1","範囲内の敵の魔法防御力を{0}ダウン","0","0","0","1"
"100602204","","45","0","0","0","1","0","7","1","0","1","1","0","0","1","","0","0","0","2"
"100602205","呪いの1秒当たりのダメージ量+{0}","9","0","0","180","3","8","3","8","300","1","2","0","0","99","{0}ダメージを与える呪い状態にする","0","0","0","1"
"100610101","魔法ダメージ+{0}","1","0","0","2","2","25","3","25","-1","1","1","0","0","1","敵単体に{0}の魔法ダメージ","0","0","0","1"
"100610201","魔法ダメージ+{0}","1","0","0","1.25","2","15","3","15","550","1","1","0","0","99","敵単体に{0}の魔法ダメージ","0","0","0","1"
"100650101","魔法攻撃力アップ+{0}","90","0","0","15","4","15","0","1","0","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","0","0","0"
"100651101","魔法攻撃力アップ+{0}","90","0","0","15","4","240","0","1","0","1","0","1","0","0","自分の魔法攻撃力を{0}アップ","0","0","0","0"
"100700101","物理ダメージ+{0}","1","0","0","3.6","1","45","3","45","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100700102","ＨＰ回復量+{0}","4","0","0","12","1","12","7","1","0","1","3","1","0","1","自分のＨＰを{0}回復","0","0","0","2"
"100700201","","21","0","0","0","1","0","7","6","0","1","1","0","0","1","一定時間無敵状態になる","0","0","0","2"
"100700202","物理防御力アップ+{0}","10","1","1","0.2","20","0.2","7","1","0","1","2","12","0","1","自分の物理防御力を{0}アップ","0","0","0","2"
"100700301","ＨＰ回復量+{0}","4","0","0","7.5","1","7.5","7","1","0","1","1","1","0","1","自分のＨＰを{0}回復","0","0","0","2"
"100701101","物理ダメージ+{0}","1","0","0","5.2","1","65","3","65","-1","1","1","0","0","1","敵単体に{0}の物理ダメージ","0","0","0","1"
"100701102","物理防御力ダウン+{0}","10","1","1","1","21","1","3","1","-1","1","1","18","0","1","敵単体の物理防御力を{0}ダウン","0","0","0","1"
"100701103","ＨＰ回復量+{0}","4","0","0","12","1","12","7","1","0","1","3","1","0","1","自分のＨＰを{0}回復","0","0","0","2"
"100701104","","10","1","1","0","50","30.1","7","1","0","1","2","180","0","1","自分の回避を{0}アップ","0","0","0","2"
"100701201","","21","0","0","0","1","0","7","6","0","1","1","0","0","1","一定時間無敵状態になる","0","0","0","2"
"100701202","","10","1","1","0","50","30.1","7","1","0","1","2","12","0","1","自分の回避を{0}アップ","0","0","0","2"
"100701203","物理防御力アップ+{0}","10","1","1","1.4","20","1.4","7","1","0","1","2","12","0","1","自分の物理防御力を{0}アップ","0","0","0","2"
"100702201","","21","0","0","0","1","0","7","6","0","1","1","0","0","1","一定時間無敵状態になる","0","0","0","2"
"100702202","","10","1","1","0","50","30.1","7","1","0","1","2","12","0","1","自分の回避を{0}アップ","0","0","0","2"
"100702203","物理防御力アップ+{0}","10","1","1","1.4","20","1.4","7","1","0","1","2","12","0","1","自分の物理防御力を{0}アップ","0","0","0","2"
"100702204","","28","0","100702206","0","501","2","3","1","-1","1","1","0","100702205","1","","0","0","0","1"
"100702205","呪いの1秒当たりのダメージ量+{0}","9","0","0","180","3","8","3","8","2160","1","3","0","0","1","敵が呪い状態でない場合、{0}ダメージを与える呪い状態にする","0","0","0","1"
"100702206","","28","0","0","0","504","2","3","1","-1","1","1","0","100702207","1","","0","0","0","1"
"100702207","呪詛の初期ダメージ量+{0}","9","0","0","180","5","3.36","3","3.36","2160","1","3","0","0","1","敵が呪い状態であり呪詛状態でない場合、毎秒ダメージが初期値{0}の150％ずつアップするダメージを与える呪詛状態にする","0","0","150","1"
