3b612fad53f962bbb4e46dcb47b0b7f45454fc4207b01ac605484ab104c404bf,f2bc8ef4c55594b1027f9210d1daa5109d02483ccdcc21a3c65699123a18b16f,acced31af1d0dc96c1f7b7ed4e2f3743f646de7d036e399d9c9fe31b02a16858,9371f9b1e6a4252ab219fefe925bfcd84c337f601090ed494122c5c67c834023,dfc1f5d04c1ca29981b7b8ff48d4a82bf1e9a96f6b161f753e1dbe8393caad37,b14e5af477710095763c75147d5376deecc8ff259f2042f22fb4020b178f7736,76baa57d1af68be7ebc442663addb5c85532e579509435208d5e77c9e1ba56a0,75ef5633a7c94ad7b17f452688294994f21ee3da43db4f8691bd6f94ec79b2b3,9d887b7262d70128693c5d91b2f3fa0283a2bf154b4bd214c31c4bd82a381825,51e7a944e0d36fc875ff38c0d5bcf3ba42dabf1731bbc46270986ae52ea95600,0ce701d8e614d64d012edbf45f9bd97c32182252fd9726f70729dffa344da2b9,18fe93b0064e5d69668ebcbf69880478f7013f11700ca0d62840d5cc3ae6e36c,56bd5159b14a6ad3a1e00242eb82fab32aca0a419791512ea4c3972da822bebe,af2155d61a1fa52cca9d5d9438399e942c62054865cfac31914fa14498c795dd
"133102","2","2024/12/15 15:00:00","2025/03/22 14:59:59","7","1","0","0","じめじめした商品は\nございませんので\n安心してお買い求め下さい","-470","ヴァイオレット","1","10029","2002"
"136902","1","2025/03/15 15:00:00","2025/06/23 14:59:59","8","1","5.53","0","いらっしゃいましぇでしゅ\n何をお求めでしゅか？\nたこ焼きもありましゅよ！","-470","ルルィ","2","10030","2002"
"136902","2","2025/03/15 15:00:00","2025/06/23 14:59:59","8","7","6.05","0","そのコイン…ピカピカで、\n集めたくなっちゃいましゅ\nタコ釣られされちゃう～…","-470","ルルィ","9","10031","2002"
"137001","1","2025/03/15 15:00:00","2025/06/23 14:59:59","8","1","0","0","姫のご友人ならば\n礼儀を尽くすのが爺の務め\nさ、望みの物を言いたまえ","-470","デュラン","2","10032","2002"
"137001","2","2025/03/15 15:00:00","2025/06/23 14:59:59","8","1","0","0","キャラバンコインではなく\n首で支払って貰えんかのぅ\n…冗談であるぞ？","-470","デュラン","2","10033","2002"
"135902","1","2025/06/16 15:00:00","2025/09/23 14:59:59","9","2","0","0","おう\n好きなもん持ってきな","-470","サツキ","2","10034","2002"
"135902","2","2025/06/16 15:00:00","2025/09/23 14:59:59","9","6","4.935","0","宵越しの銭を持つような\n野暮いマネぁしくさんな\nツキが落ちてもしらねぇぜ","-470","サツキ","1","10035","2002"
"135802","1","2025/06/16 15:00:00","2025/09/23 14:59:59","9","5","7.441","0","ら、ら、らっしゃっせ…\nなんかほしいもん、ある？\nか、かき氷とか、ど…？","-470","ユキノ","2","10036","2002"
"135802","2","2025/06/16 15:00:00","2025/09/23 14:59:59","9","7","0","0","そ、そんな見ねぇで…\nあては、売りもんじゃ\nねぇよ…？","-470","ユキノ","7","10037","2002"
"130901","1","2025/09/16 15:00:00","2025/12/22 14:59:59","10","2","2.295","0","クルルをお求めですかっ？\nそれならお礼に、こちらの\n宝石もどうぞですよ～♪","-470","クルル","2","10038","2002"
"130901","2","2025/09/16 15:00:00","2025/12/22 14:59:59","10","6","6.281","0","はっ！　ヒーローさんから\nお代なんて頂けないです！\nどうぞどうぞ…え、ダメ？","-470","クルル","1","10039","2002"
"137701","1","2025/09/16 15:00:00","2025/12/22 14:59:59","10","1","5.549","0","よぅ！　今日の俺さまは\n門番じゃなく、店番だぜ\nメモピ～スフィア～てな！","-470","ヴォルガーノ","2","10040","2002"
"137701","2","2025/09/16 15:00:00","2025/12/22 14:59:59","10","6","2.64","0","…リマさんのブロマイド？\n買い取るに決まってらぁ！\nなんでも持ってけ泥棒っ！","-470","ヴォルガーノ","3","10041","2002"
"132801","1","2025/12/15 15:00:00","2026/03/23 11:59:59","11","4","7.642","0","こ、この格好は…ヴルムが\n集客効果があると言って…\n…本当でしょうか？","-470","ライラエル","7","10042","2002"
"132802","2","2025/12/15 15:00:00","2026/03/23 11:59:59","11","1","0","0","この我に店番させるとは…\n全て買わねば許さぬぞ\n我が国庫に貢献するが良い","-470","ライラエル","1","10043","2002"
"134502","1","2025/12/15 15:00:00","2026/03/23 11:59:59","11","1","0","0","アナライズっ！\n本日のオススメ商品は～…\nこちらですっ♪","-470","クローチェ","1","10044","2002"
"134501","2","2025/12/15 15:00:00","2026/03/23 11:59:59","11","1","3.72","0","ギガンティックローチェ、\nおひとついかがですかっ？\n格納庫用意して下さいねっ","-470","クローチェ","2","10045","2002"
"138201","1","2026/03/16 12:00:00","2026/06/22 11:59:59","12","1","4.991","0","番頭も、飯事の如き営み\nなれば。愛らしき稚児らで\n千客万来といきませぬか喃","-470","ネフィ＝ネラ","2","10046","2002"
"138201","2","2026/03/16 12:00:00","2026/06/22 11:59:59","12","4","3.877","0","国を営むに金子は必須也…\nどうか御恵みくだしゃんせ\n誠心を以て報恩致しまする","-470","ネフィ＝ネラ","1","10047","2002"
"136001","1","2026/03/16 12:00:00","2026/06/22 11:59:59","12","6","1.71","0","あぅっ…！　天井が低くて\n頭をぶつけてしまって…\nわたしが、大きいだけ…？","-470","アラクネ","4","10048","2002"
"136001","2","2026/03/16 12:00:00","2026/06/22 11:59:59","12","2","5.32","0","いらっしゃいませ騎士さま\nくつろいでいって下さいね\nもし叶うなら…永遠に…","-470","アラクネ","5","10049","2002"
"135401","1","2026/06/15 12:00:00","2026/09/22 11:59:59","13","4","3.727","0","水着で、店番とか──\n本当、意味がわかりません\n海の家でもないのに…","-470","アネモネ","9","10050","2002"
"135401","2","2026/06/15 12:00:00","2026/09/22 11:59:59","13","9","7.213","0","──リアみたいに、\nもっと愛想良い接客を…\nいえ──なんでもないです","-470","アネモネ","7","10051","2002"
"135301","1","2026/06/15 12:00:00","2026/09/22 11:59:59","13","2","1.874","0","いらっしゃいませー♪\n奉仕活動兼、将来のために\nたくさん働いちゃいます♪","-470","クリア","1","10052","2002"
"135301","2","2026/06/15 12:00:00","2026/09/22 11:59:59","13","2","0","0","アルバイトが終わったら\n海に遊びに行きましょう！\nモネちゃんも一緒に♪","-470","クリア","2","10053","2002"
