412527c436e8a924e3d2cdd721eafdfd5cfc4341994a2a9897a16bf929f9cc1b,5fc040bdca0c7b4360f1744c5c0a68b775ccf684ec530321545492e1e298b27e,fec514204321fcf6a0bd0aac79a6a06208fe967618d1763646632ffb9f25c4d7,4b6025a1871bea94168795a1b8511c8153e3f81ba4d81611adf06dd0cc8d7df9,a436c8342055006caf2009fe281ce015b5a173c5df459f19e9b4d8cf93f39599,29bd7b25f5251477b2f4edea9d1597ec42c893a031ba71b38bc054a26beead72,f7ff8d72061406bc45525d47ed5e7b1d526ce3727a51866ce906a7a6e3d3ea67,266995a8302530fd7f3eb2f4602c50724f01add7ab9eb9d4b0ca82501cf7c74c,b705c761bd2680df85a08f4844c9be42774297ee1d9225b0a4280babe12435bf,9d84000a52a799d75a9bc0c7846154733b35144c01c67aa5c46bf9e140e5479e,963bfe322ef3b8d5e17aa400039440ad5244dd7ee018358361fdf463234fa328,2b226c30127d56c0f6b09209a3f52b3975205d9aa294fefc720624bfeec56726
"3","3005","1002","31002113","31002113","2022/12/16 12:00:00","11","7005","1","ゴウシンに1度のバトルで2200万ダメージ与えよう","22000000","2022/12/23 11:59:59"
"3","3006","1003","31003101","31003101","2022/12/16 12:00:00","10","7004","5000000","アルマ＆オラムに累積500万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3006","1003","31003102","31003102","2022/12/16 12:00:00","10","7004","7500000","アルマ＆オラムに累積750万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3006","1003","31003103","31003103","2022/12/16 12:00:00","10","7004","10000000","アルマ＆オラムに累積1000万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3006","1003","31003104","31003104","2022/12/16 12:00:00","10","7004","100000000","アルマ＆オラムに累積1億ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3006","1003","31003111","31003111","2022/12/16 12:00:00","11","7005","1","アルマ＆オラムに1度のバトルで250万ダメージ与えよう","2500000","2022/12/23 11:59:59"
"3","3006","1003","31003112","31003112","2022/12/16 12:00:00","11","7005","1","アルマ＆オラムに1度のバトルで500万ダメージ与えよう","5000000","2022/12/23 11:59:59"
"3","3006","1003","31003113","31003113","2022/12/16 12:00:00","11","7005","1","アルマ＆オラムに1度のバトルで2000万ダメージ与えよう","20000000","2022/12/23 11:59:59"
"3","3007","1003","31003201","31003201","2022/12/16 12:00:00","20","7004","5000000","なかよしX＆名もなき芸術に累積500万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3007","1003","31003202","31003202","2022/12/16 12:00:00","20","7004","7500000","なかよしX＆名もなき芸術に累積750万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3007","1003","31003203","31003203","2022/12/16 12:00:00","20","7004","10000000","なかよしX＆名もなき芸術に累積1000万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3007","1003","31003204","31003204","2022/12/16 12:00:00","20","7004","120000000","なかよしX＆名もなき芸術に累積1億2000万ダメージ与えよう","0","2022/12/23 11:59:59"
"3","3007","1003","31003211","31003211","2022/12/16 12:00:00","21","7005","1","なかよしX＆名もなき芸術に1度のバトルで250万ダメージ与えよう","2500000","2022/12/23 11:59:59"
"3","3007","1003","31003212","31003212","2022/12/16 12:00:00","21","7005","1","なかよしX＆名もなき芸術に1度のバトルで500万ダメージ与えよう","5000000","2022/12/23 11:59:59"
"3","3007","1003","31003213","31003213","2022/12/16 12:00:00","21","7005","1","なかよしX＆名もなき芸術に1度のバトルで2400万ダメージ与えよう","24000000","2022/12/23 11:59:59"
"4","0","1000","41000101","41000101","2026/08/16 12:00:00","10","7003","1","1回ボスに挑戦しよう","0","2026/08/25 11:59:59"
"4","0","1000","41000102","41000102","2026/08/16 12:00:00","10","7003","5","5回ボスに挑戦しよう","0","2026/08/25 11:59:59"
"4","0","1000","41000103","41000103","2026/08/16 12:00:00","10","7003","10","10回ボスに挑戦しよう","0","2026/08/25 11:59:59"
"4","0","1000","41000104","41000104","2026/08/16 12:00:00","10","7003","20","20回ボスに挑戦しよう","0","2026/08/25 11:59:59"
"4","0","1000","41000105","41000105","2026/08/16 12:00:00","10","7003","30","30回ボスに挑戦しよう","0","2026/08/25 11:59:59"
"4","4001","1001","41001101","41001101","2026/08/16 12:00:00","10","7004","50000000","リーザに累計5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4001","1001","41001102","41001102","2026/08/16 12:00:00","10","7004","100000000","リーザに累計1億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4001","1001","41001103","41001103","2026/08/16 12:00:00","10","7004","200000000","リーザに累計2億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4001","1001","41001111","41001111","2026/08/16 12:00:00","11","7005","1","リーザに1度のバトルで1億ダメージ与えよう","100000000","2026/08/25 11:59:59"
"4","4001","1001","41001112","41001112","2026/08/16 12:00:00","11","7005","1","リーザに1度のバトルで2億ダメージ与えよう","200000000","2026/08/25 11:59:59"
"4","4002","1001","41001201","41001201","2026/08/16 12:00:00","20","7004","50000000","アルシャトに累計5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4002","1001","41001202","41001202","2026/08/16 12:00:00","20","7004","100000000","アルシャトに累計1億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4002","1001","41001203","41001203","2026/08/16 12:00:00","20","7004","200000000","アルシャトに累計2億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4002","1001","41001211","41001211","2026/08/16 12:00:00","21","7005","1","アルシャトに1度のバトルで1億ダメージ与えよう","100000000","2026/08/25 11:59:59"
"4","4002","1001","41001212","41001212","2026/08/16 12:00:00","21","7005","1","アルシャトに1度のバトルで2億ダメージ与えよう","200000000","2026/08/25 11:59:59"
"4","4003","1001","41001301","41001301","2026/08/16 12:00:00","30","7004","75000000","フレイヤに累計7500万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4003","1001","41001302","41001302","2026/08/16 12:00:00","30","7004","150000000","フレイヤに累計1億5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4003","1001","41001303","41001303","2026/08/16 12:00:00","30","7004","300000000","フレイヤに累計3億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4003","1001","41001311","41001311","2026/08/16 12:00:00","31","7005","1","フレイヤに1度のバトルで1億5000万ダメージ与えよう","150000000","2026/08/25 11:59:59"
"4","4003","1001","41001312","41001312","2026/08/16 12:00:00","31","7005","1","フレイヤに1度のバトルで3億ダメージ与えよう","300000000","2026/08/25 11:59:59"
"4","4004","1001","41001401","41001401","2026/08/16 12:00:00","40","7004","62500000","ミロクに累計6250万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4004","1001","41001402","41001402","2026/08/16 12:00:00","40","7004","125000000","ミロクに累計1億2500万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4004","1001","41001403","41001403","2026/08/16 12:00:00","40","7004","250000000","ミロクに累計2億5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4004","1001","41001411","41001411","2026/08/16 12:00:00","41","7005","1","ミロクに1度のバトルで1億2500万ダメージ与えよう","125000000","2026/08/25 11:59:59"
"4","4004","1001","41001412","41001412","2026/08/16 12:00:00","41","7005","1","ミロクに1度のバトルで2億5000万ダメージ与えよう","250000000","2026/08/25 11:59:59"
"4","4005","1001","41001501","41001501","2026/08/16 12:00:00","50","7004","62500000","覇瞳皇帝に累計6250万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4005","1001","41001502","41001502","2026/08/16 12:00:00","50","7004","125000000","覇瞳皇帝に累計1億2500万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4005","1001","41001503","41001503","2026/08/16 12:00:00","50","7004","250000000","覇瞳皇帝に累計2億5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4005","1001","41001511","41001511","2026/08/16 12:00:00","51","7005","1","覇瞳皇帝に1度のバトルで1億2500万ダメージ与えよう","125000000","2026/08/25 11:59:59"
"4","4005","1001","41001512","41001512","2026/08/16 12:00:00","51","7005","1","覇瞳皇帝に1度のバトルで2億5000万ダメージ与えよう","250000000","2026/08/25 11:59:59"
"4","4006","1002","41002101","41002101","2026/08/16 12:00:00","10","7004","125000000","幻境竜后＆ソルドラゴンに累計1億2500万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4006","1002","41002102","41002102","2026/08/16 12:00:00","10","7004","250000000","幻境竜后＆ソルドラゴンに累計2億5000万ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4006","1002","41002103","41002103","2026/08/16 12:00:00","10","7004","500000000","幻境竜后＆ソルドラゴンに累計5億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4006","1002","41002104","41002104","2026/08/16 12:00:00","10","7004","2000000000","幻境竜后＆ソルドラゴンに累計20億ダメージ与えよう","0","2026/08/25 11:59:59"
"4","4006","1002","41002111","41002111","2026/08/16 12:00:00","11","7005","1","幻境竜后＆ソルドラゴンに1度のバトルで1億2500万ダメージ与えよう","125000000","2026/08/25 11:59:59"
"4","4006","1002","41002112","41002112","2026/08/16 12:00:00","11","7005","1","幻境竜后＆ソルドラゴンに1度のバトルで2億5000万ダメージ与えよう","250000000","2026/08/25 11:59:59"
"4","4006","1002","41002113","41002113","2026/08/16 12:00:00","11","7005","1","幻境竜后＆ソルドラゴンに1度のバトルで5億ダメージ与えよう","500000000","2026/08/25 11:59:59"
