589cc24caefcc7db21f246cfcfa3b4bf4b9a05e8c2c583eff8529eca0bd9937f,21dea88f28c74020a7229e520468e5df98d850c4f3edc06936d598130959bf0a,99e4cb60a32ec7f1ff41c77ed49c074a82c25b6830ea4699a778a9cea62b438e,73701fec1673e694482a15531a58078b15166ef78d63b3ef6efa1b11708b4cf2,96cfbd979b4d7ee276009407722a5a33bf2cf7ceafe59f95ae5b8b7c24305ed2,7dfa2503094987380dcd99e7e3c3bd707e65fc74863098609badfcb038d8c36e,53b9852683933cc9f74b9a1f30b48328c5a951f75b19c0fb618a2d4798e5f108,fb60d8eff47cee0a8907f1df0fa2ac4c20ac74f39161289f4be9a84f6a9a4485,f151a53fd1c6fda5d21d11c88b76dfd8fe87443bb30b4ddbb90eb6d2b134e487,d98107c9f6f8c400c0e3e54e7d1aa4a25679685b2f1a1b30138467a650b91262,86d7daa2cfe40859ca1ab29699a784ce7b9cce1196c77c34b3a73fda45e0a74d,bdd48a96f06562d4e3da6dbd36586b33734553a3e2ae8ef953093630c55238b4,014a0c4ea74ad7ab812247f87573860142a2ed3671467f41916309d346d46daa,9591be28ace88873666e12b4386f4d61be84181c3f2458e04a0b1526dbdbf232,56f8dcd29e043c5a4e084d6cf661a0108312e32197648ff80aed6e4efde8cd4f,51e8cc8f26315b197f66dc1d47e01e4067a66cc70d05d4ad3232aa4c70c3efc8,51529dffe16a3ab554c1bdd7832cbf74073852124fccb2b351a03587aae395d6,e23f2971189f2f5522519817bbfd765c76f98dfb3aef0a9794e6ce402520bd55,566a0d311e1919afb42a022d489cf521b1484bfaffb21dc20812590fd670bd0b
"4","12","2","750000","2","0","300","94002","8","20","140001","1","1","0","32003","91002","0","25001","2"
"4","2","1","5","4","750000","700","90005","2","25","140000","1","2","94002","32003","90008","12","140001","2"
"4","12","2","750000","2","0","500","94002","8","30","140001","1","1","0","32003","91002","0","25001","3"
"4","2","1","5","4","1000000","1000","90005","2","35","140000","1","2","94002","32003","90008","12","140001","3"
"4","12","2","1000000","2","0","1000","94002","2","40","140001","1","1","0","32003","90008","0","25001","4"
"4","2","1","5","4","2000000","1250","90005","2","45","140000","1","2","94002","32003","90008","12","140001","4"
"4","12","2","2000000","2","0","1500","94002","2","50","140001","1","1","0","32003","90008","0","25001","4"
"4","2","1","10","4","500000","500","90005","2","5","140000","1","2","94002","32004","90008","12","140001","1"
"2","2","1","1","4","500000","200","25001","8","10","21951","1","2","94002","32004","91002","12","140001","1"
"4","2","1","5","4","750000","700","90005","2","15","140000","1","2","94002","32004","90008","12","140001","2"
"4","12","2","750000","2","0","300","94002","8","20","140001","1","1","0","32004","91002","0","25001","2"
"4","2","1","5","4","750000","700","90005","2","25","140000","1","2","94002","32004","90008","12","140001","2"
"4","12","2","750000","2","0","500","94002","8","30","140001","1","1","0","32004","91002","0","25001","3"
"4","2","1","5","4","1000000","1000","90005","2","35","140000","1","2","94002","32004","90008","12","140001","3"
"4","12","2","1000000","2","0","1000","94002","2","40","140001","1","1","0","32004","90008","0","25001","4"
"4","2","1","5","4","2000000","1250","90005","2","45","140000","1","2","94002","32004","90008","12","140001","4"
"4","12","2","2000000","2","0","1500","94002","2","50","140001","1","1","0","32004","90008","0","25001","4"
"4","2","1","10","4","500000","500","90005","2","5","140000","1","2","94002","32005","90008","12","140001","1"
"2","2","1","1","4","500000","200","25001","8","10","21951","1","2","94002","32005","91002","12","140001","1"
"4","2","1","5","4","750000","700","90005","2","15","140000","1","2","94002","32005","90008","12","140001","2"
"4","12","2","750000","2","0","300","94002","8","20","140001","1","1","0","32005","91002","0","25001","2"
"4","2","1","5","4","750000","700","90005","2","25","140000","1","2","94002","32005","90008","12","140001","2"
"4","12","2","750000","2","0","500","94002","8","30","140001","1","1","0","32005","91002","0","25001","3"
"4","2","1","5","4","1000000","1000","90005","2","35","140000","1","2","94002","32005","90008","12","140001","3"
"4","12","2","1000000","2","0","1000","94002","2","40","140001","1","1","0","32005","90008","0","25001","4"
"4","2","1","5","4","2000000","1250","90005","2","45","140000","1","2","94002","32005","90008","12","140001","4"
"4","12","2","2000000","2","0","1500","94002","2","50","140001","1","1","0","32005","90008","0","25001","4"
"4","2","1","10","4","500000","500","90005","2","5","140000","1","2","94002","32006","90008","12","140001","1"
"2","2","1","1","4","500000","200","25001","8","10","21951","1","2","94002","32006","91002","12","140001","1"
"4","2","1","5","4","750000","700","90005","2","15","140000","1","2","94002","32006","90008","12","140001","2"
"4","12","2","750000","2","0","300","94002","8","20","140001","1","1","0","32006","91002","0","25001","2"
"4","2","1","5","4","750000","700","90005","2","25","140000","1","2","94002","32006","90008","12","140001","2"
"4","12","2","750000","2","0","500","94002","8","30","140001","1","1","0","32006","91002","0","25001","3"
"4","2","1","5","4","1000000","1000","90005","2","35","140000","1","2","94002","32006","90008","12","140001","3"
"4","12","2","1000000","2","0","1000","94002","2","40","140001","1","1","0","32006","90008","0","25001","4"
"4","2","1","5","4","2000000","1250","90005","2","45","140000","1","2","94002","32006","90008","12","140001","4"
"4","12","2","2000000","2","0","1500","94002","2","50","140001","1","1","0","32006","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32007","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32007","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32007","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32007","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32007","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32007","91002","12","140001","3"
"4","12","15","1000000","2","0","3500","94002","2","35","140001","1","5","0","32007","90008","0","90005","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32007","90008","0","25001","4"
"4","12","15","2000000","2","0","4500","94002","2","45","140001","1","5","0","32007","90008","0","90005","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32007","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32008","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32008","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32008","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32008","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32008","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32008","91002","12","140001","3"
"4","12","15","1000000","2","0","3500","94002","2","35","140001","1","5","0","32008","90008","0","90005","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32008","90008","0","25001","4"
"4","12","15","2000000","2","0","4500","94002","2","45","140001","1","5","0","32008","90008","0","90005","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32008","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32009","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32009","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32009","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32009","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32009","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32009","91002","12","140001","3"
"4","12","15","1000000","2","0","3500","94002","2","35","140001","1","5","0","32009","90008","0","90005","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32009","90008","0","25001","4"
"4","12","15","2000000","2","0","4500","94002","2","45","140001","1","5","0","32009","90008","0","90005","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32009","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32010","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32010","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32010","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32010","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32010","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32010","91002","12","140001","3"
"2","2","3500","5","4","1000000","1","90005","18","35","90008","1","15","94002","32010","4101401","12","140001","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32010","90008","0","25001","4"
"2","2","4500","5","4","2000000","1","90005","18","45","90008","1","15","94002","32010","4109401","12","140001","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32010","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32011","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32011","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32011","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32011","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32011","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32011","91002","12","140001","3"
"2","2","3500","5","4","1000000","1","90005","18","35","90008","1","15","94002","32011","4301401","12","140001","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32011","90008","0","25001","4"
"2","2","4500","5","4","2000000","1","90005","18","45","90008","1","15","94002","32011","4303401","12","140001","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32011","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32012","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32012","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32012","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32012","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32012","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32012","91002","12","140001","3"
"2","2","3500","5","4","1000000","1","90005","18","35","90008","1","15","94002","32012","4201401","12","140001","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32012","90008","0","25001","4"
"2","2","4500","5","4","2000000","1","90005","18","45","90008","1","15","94002","32012","4204401","12","140001","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32012","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32013","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32013","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32013","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32013","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32013","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32013","91002","12","140001","3"
"2","2","3500","5","4","1000000","1","90005","18","35","90008","1","15","94002","32013","4110401","12","140001","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32013","90008","0","25001","4"
"2","2","4500","5","4","2000000","1","90005","18","45","90008","1","15","94002","32013","4102401","12","140001","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32013","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32014","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32014","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32014","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32014","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32014","90008","0","90005","2"
"2","2","3000","1","4","750000","250","25001","8","30","90008","1","5","94002","32014","91002","12","140001","3"
"2","2","3500","5","4","1000000","1","90005","18","35","90008","1","15","94002","32014","4203401","12","140001","3"
"4","12","5","1000000","2","0","4000","94002","2","40","140001","1","1","0","32014","90008","0","25001","4"
"2","2","4500","5","4","2000000","1","90005","18","45","90008","1","15","94002","32014","4202401","12","140001","4"
"4","12","5","2000000","2","0","5000","94002","2","50","140001","1","1","0","32014","90008","0","25001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32015","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32015","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32015","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32015","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32015","90008","0","90005","2"
"2","2","3000","1","4","750000","1","25001","18","30","90008","1","5","94002","32015","4107401","12","140001","3"
"2","2","3500","5","4","1000000","250","90005","8","35","90008","1","15","94002","32015","91002","12","140001","3"
"2","2","4000","1","4","1000000","1","25001","18","40","90008","1","5","94002","32015","4105401","12","140001","4"
"4","12","15","2000000","2","0","4500","94002","2","45","140001","1","5","0","32015","90008","0","90005","4"
"2","2","5000","1","4","2000000","1","25001","18","50","90008","1","5","94002","32015","4106401","12","140001","4"
"4","12","15","500000","2","0","500","94002","2","5","140001","1","10","0","32016","90008","0","90005","1"
"2","2","1","1","4","500000","100","25001","8","10","21951","1","5","94002","32016","91002","12","140001","1"
"4","12","15","750000","2","0","1000","94002","2","15","140001","1","5","0","32016","90008","0","90005","2"
"4","12","5","750000","2","0","150","94002","8","20","140001","1","1","0","32016","91002","0","25001","2"
"4","12","15","750000","2","0","1500","94002","2","25","140001","1","5","0","32016","90008","0","90005","2"
"2","2","3000","1","4","750000","1","25001","18","30","90008","1","5","94002","32016","4305401","12","140001","3"
"2","2","3500","5","4","1000000","250","90005","8","35","90008","1","15","94002","32016","91002","12","140001","3"
"2","2","4000","1","4","1000000","1","25001","18","40","90008","1","5","94002","32016","4302401","12","140001","4"
"4","12","15","2000000","2","0","4500","94002","2","45","140001","1","5","0","32016","90008","0","90005","4"
"2","2","5000","1","4","2000000","1","25001","18","50","90008","1","5","94002","32016","4304401","12","140001","4"
