861dedb4c33a869f91a98cf2077adff3f9a336e8f957187184b0e44963fb4a6b,71a2d553cffad7116fceb77ac6a88bc8d521b9f6a061bab812a328e24d76f150,8726931c321f0b706c89f7d6e495ed9fcbed8c6f60e2713a4b3c4853c545c6ff,c6cab9960efd8945a3efa617501f9ae5ec344107ad5572d6f56c6cf41529f867,9298197bc7d0416766d40379313a2783cda662279039d1396284a4de87d4a81d,69cf7ba5e85e3cc79a109c89aab454f2500af67ad249b7495702aa86177772c3,765ae1c63919646fad38a24e7a99f44ef4939e3861ee22eafe0698317d2b31e0,7547bce296e9cb0240fee1e688270075b50518831969fe785fc54d0582aa642a,ec7d2a905aecf168c0d691d4b9bbde0e0723b72f4ecaad93d2d4140d461fa9f4,ee5380a4bb4da6ebb7506864e534128c1ce5e60bfa719af7b50ea31304d99b01,b9f4482a580406d75d6dcb22216cd9314b7b601ee2696691a50d8dc4a1ae3970
"0","201002","201","101","1","1","120731","nop_idle_normal_joy","1.2","60","1"
"-5","201003","201","102","0","1","120831","nop_idle_arm_crossed","1.2","-130","1"
"-5","201004","201","103","1","1","111931","nop_idle_normal","1.2","130","1"
"-20","201005","201","104","0","1","120931","nop_idle_thinking","1.2","-200","1"
"-20","201006","201","105","1","1","112031","nop_idle_normal","1.2","200","1"
"0","202001","202","100","0","1","108731","nop_idle_joy1","1.2","-60","1"
"0","202002","202","101","1","1","108831","nop_idle_joy_normal","1.2","60","1"
"-5","202003","202","102","0","1","108931","nop_idle_normal","1.2","-130","1"
"0","203001","203","100","0","1","102011","nop_idle_joy1","1.2","-60","1"
"-5","203002","203","101","0","1","100411","nop_idle_normal","1.2","-130","1"
"-5","203003","203","102","1","1","103631","nop_idle_wish","1.2","60","1"
"0","204001","204","100","0","1","101231","nop_idle_normal","1.2","-60","1"
"0","204002","204","101","1","1","104011","nop_idle_normal","1.2","60","1"
"-5","204003","204","102","0","1","101511","nop_idle_normal","1.2","-130","1"
"0","205001","205","100","0","1","103111","nop_idle_normal","1.2","-80","1"
"0","205002","205","101","1","1","102211","nop_idle_sad","1.2","60","1"
"-5","205003","205","104","0","1","100711","nop_05_miyako_idle_normal","1.2","-150","1"
"-5","205004","205","103","1","1","100611","nop_idle_joy1","1.2","130","1"
"0","205005","205","102","1","5","2051","nop_skull_idle","1.2","-20","1"
"-5","206001","206","102","0","1","104731","nop_idle_arm_crossed","1.2","-130","1"
"-5","206002","206","103","1","1","107131","nop_idle_arm_crossed","1.2","130","1"
"0","206003","206","100","0","1","103731","nop_idle_normal","1.2","-60","1"
"0","206004","206","101","1","1","100511","nop_idle_joy1","1.2","60","1"
"0","207001","207","100","0","1","102831","nop_idle_normal","1.2","-60","1"
"0","207002","207","101","1","1","102111","nop_idle_normal","1.2","60","1"
"-5","207003","207","102","0","1","102511","nop_idle_normal","1.2","-130","1"
"-5","207004","207","103","1","1","102311","nop_idle_normal","1.2","130","1"
"0","208001","208","100","0","1","101011","nop_idle_joy_normal","1.2","-60","1"
"0","208002","208","101","1","1","104331","nop_idle_arm_crossed","1.2","60","1"
"-5","208003","208","102","0","1","101711","nop_idle_joy1","1.2","-130","1"
"-5","208004","208","103","1","1","101431","nop_idle_normal","1.2","130","1"
"0","209001","209","100","0","1","103311","nop_idle_joy1","1.2","-60","1"
"-5","209002","209","102","0","1","105211","nop_idle_joy_normal","1.2","-130","1"
"0","209003","209","101","1","1","102611","nop_idle_sad2","1.2","60","1"
"-5","209004","209","103","1","1","103811","nop_idle_normal","1.2","130","1"
"0","210001","210","100","0","1","103231","nop_idle_joy1","1.2","-60","1"
"-5","210002","210","103","1","1","103411","nop_10_yukari_02","1.2","130","1"
"-5","210003","210","104","1","5","11","nop_10_yukari_02","1.2","130","1"
"0","210004","210","101","1","1","104811","nop_idle_doya","1.2","60","1"
"-5","210005","210","102","0","1","104611","nop_idle_joy_normal","1.2","-130","1"
"0","211001","211","100","0","1","100911","nop_11_anna_idle_arm_crossed","1.2","-60","1"
"0","211002","211","101","1","1","101311","nop_idle_joy_normal","1.2","60","1"
"-5","211003","211","102","0","1","102711","nop_11_eriko_idle_wish","1.2","-130","1"
"-5","211004","211","103","1","1","105111","nop_idle_normal","1.2","130","1"
"0","212001","212","100","1","1","101831","nop_idle_joy1","1.2","60","1"
"0","212002","212","101","0","1","101611","nop_idle_joy_normal","1.2","-60","1"
"-5","212003","212","102","0","1","105011","nop_idle_joy_normal","1.2","-130","1"
"0","213001","213","100","1","1","105331","nop_idle_normal_joy","1.2","60","1"
"0","213002","213","101","0","1","104511","nop_13_kuka_idle_memory2","1.2","-60","1"
"-5","213003","213","102","0","1","103031","nop_idle_joy1","1.2","-130","1"
"-20","213004","213","103","0","1","100811","nop_idle_thinking","1.2","-200","1"
"-20","213005","213","104","1","1","105511","nop_idle_sad","1.2","130","1"
"0","214001","214","100","1","1","106831","nop_idle_normal","1.2","60","1"
"0","214002","214","101","0","1","101131","nop_idle_normal","1.2","-60","1"
"-5","214003","214","103","0","1","104931","nop_idle_normal","1.2","-130","1"
"0","215001","215","100","1","1","102931","nop_idle_joy1","1.2","60","1"
"0","215002","215","101","0","1","104211","nop_idle_wish","1.2","-60","1"
"-5","215003","215","102","0","1","105411","nop_idle_normal","1.2","-130","1"
"0","216001","216","100","1","1","106731","nop_idle_normal","1.2","60","1"
"0","216002","216","101","0","1","106631","nop_idle_joy1","1.2","-60","1"
"-5","216003","216","103","0","1","106531","nop_16_kaya_idle_normal2","1.2","-130","1"
"0","216004","216","101","1","5","2","nop_rago_idle","1.2","140","1"
"0","217001","217","100","1","1","111031","nop_idle_normal","1.2","60","1"
"0","217002","217","101","0","1","110931","nop_idle_joy2","1.2","-60","1"
"-5","217003","217","103","0","1","110831","nop_17_chloe_idle_normal2","1.2","-130","1"
"0","217004","217","102","0","5","1","NoItem_idle","1.2","-60","1"
"0","218001","218","100","1","1","114711","nop_18_muimi_idle_joy_normal","1.2","-40","1"
"0","218002","218","101","0","1","118511","nop_18_karin_idle_normal","1.2","40","1"
"-5","218003","218","102","0","1","115031","nop_idle_normal","1.2","-130","1"
"-5","218004","218","103","1","1","118031","nop_idle_joy1","1.2","130","1"
"","301001","301","1","","3","nop_talk_joy1","","0.2","","111831"
"0","301002","301","8","0","11","次は何を食べましょうか。\nキャルちゃんは何がいいです？","0.5","0","0","111831"
"","301003","301","","","91","","","","","301002"
"","301004","301","1","","3","nop_idle_joy_normal","","0.2","","111831"
"1","301005","301","0","0.3","3","nop_18_neneka_humu","","0.2","nop_idle_doya","112031"
"0","301006","301","8","0","11","そうねー\n普段は食べられない珍しい物とかどう？","0.5","0","0","112031"
"","301007","301","","","91","","","","","301006"
"1","301008","301","0","0","3","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","120831"
"0","301009","301","8","0","11","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0.5","0","0","120831"
"","301010","301","","","91","","","","","301009"
"","301011","301","1","","3","nop_idle_arm_crossed","","0.2","","120831"
"1","301012","301","0","0","3","nop_11_anna_huhuStand_in","","0.2","nop_11_anna_huhuStand_loop","120931"
"0","301013","301","8","0","11","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0.5","0","0","120931"
"","301014","301","","","93","0","","","","1"
"1","301015","301","0","0","3","nop_11_anna_ahahaStand_in","","0.2","nop_11_anna_ahahaStand_loop","120931"
"","301016","301","","","91","","","","","301013"
"1","301017","301","1","","3","nop_11_anna_ahahaStand_loop","","0.2","","120931"
"1","301018","301","0","0","3","nop_01_coccoro_an_in","","0.2","nop_01_coccoro_an_loop","111931"
"0","301019","301","8","0","11","シェフィさま。こちらをどうぞ。\nはい、あーん。","0.5","0","0","111931"
"","301020","301","","","93","0","","","","0.2"
"","301021","301","","","4","0","","","","120731"
"","301022","301","","","93","0","","","","0.8"
"1","301023","301","0","0.2","3","nop_surprise","","0.2","nop_idle_shy","120731"
"","301024","301","","","91","","","","","301019"
"","301025","301","1","","3","nop_talk_shy","","0.2","","120731"
"0","301026","301","8","0","11","コ、コッコロさん……\n恥ずかしいわ……","0.5","0","0","120731"
"","301027","301","","","91","","","","","301026"
"","301028","301","1","","3","nop_idle_shy","","0.2","","120731"
"","301029","301","","","93","0","","","","0.5"
"1","301030","301","0","0","3","nop_01_coccoro_an_out","","0.2","nop_idle_normal","111931"
"","301031","301","","","93","0","","","","1"
"","301032","301","","","4","1","","","","120731"
"","301033","301","1","","3","nop_idle_joy1","","0.2","","120731"
"0","302001","302","8","0","11","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0.5","0","0","108831"
"","302002","302","1","","3","nop_talk_joy3_blink","","0.2","","108831"
"","302003","302","","","93","1","","","","2.75"
"","302004","302","1","","3","nop_talk_joy1_normal","","0.2","","108831"
"","302005","302","","","91","","","","","302001"
"1","302006","302","1","","3","nop_idle_joy_normal","","0.2","","108831"
"0","302007","302","8","0","11","今年もいい年にしないとね。","0.5","0","0","108931"
"","302008","302","1","","3","nop_talk_joy1_normal","","0.2","","108931"
"","302009","302","","","91","","","","","302007"
"","302010","302","1","","3","nop_idle_normal","","0.2","","108931"
"0","302011","302","8","0","11","みんながいればきっと大丈夫だよ！","0.5","0","0","108731"
"","302012","302","1","","3","nop_talk_joy2","","0.2","","108731"
"","302013","302","","","91","","","","","302011"
"1","302014","302","1","","3","nop_idle_joy1","","0.2","","108731"
"","302015","302","","","91","","","","","0"
"0","303001","303","8","0","11","わあ！　おっきい会場だね！\nお料理もたくさん！","0.5","0","0","102011"
"","303002","303","1","","3","nop_talk_joy2","","0.2","","102011"
"","303003","303","","","91","","","","","303001"
"1","303004","303","1","","3","nop_idle_joy1","","0.2","","102011"
"0","303005","303","8","0","11","えっへっへ、これは\nイタズラしがいがあるねー","0.5","0","0","100411"
"","303006","303","1","","3","nop_talk_joy2","","0.2","","100411"
"","303007","303","","","91","","","","","303005"
"1","303008","303","1","","3","nop_idle_normal","","0.2","","100411"
"0","303009","303","8","0","11","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0.5","0","0","103631"
"","303010","303","1","","3","nop_talk_wish","","0.2","","103631"
"","303011","303","","","91","","","","","303009"
"","303012","303","1","","3","nop_idle_wish","","0.2","","103631"
"0","304001","304","8","0","11","立派な新年会ね。\nみんな笑顔で素敵だわ。","0.5","0","0","101511"
"","304002","304","1","","3","nop_talk_normal","","0.2","","101511"
"","304003","304","","","93","0","","","","1.5"
"","304004","304","1","","3","nop_talk_joy3","","0.2","","101511"
"","304005","304","","","91","","","","","304001"
"","304006","304","1","","3","nop_idle_joy1","","0.2","","101511"
"0","304007","304","8","0","11","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0.5","0","0","101231"
"","304008","304","1","","3","nop_idle_surprise_kira","","0.2","","101231"
"","304009","304","","","93","0","","","","1.5"
"","304010","304","1","","3","nop_talk_joy2","","0.2","","101231"
"","304011","304","","","91","","","","","304007"
"","304012","304","1","","3","nop_idle_joy_normal","","0.2","","101231"
"0","304013","304","8","0","11","はわわ……キラキラした人が\nいっぱいいます～！","0.5","0","0","104011"
"","304014","304","1","","3","nop_idle_surprise2","","0.2","","104011"
"","304015","304","","","91","","","","","304013"
"1","304016","304","1","","3","nop_idle_normal","","0.2","","104011"
"","304017","304","1","","3","nop_idle_normal","","0.2","","101511"
"","304018","304","1","","3","nop_idle_normal","","0.2","","101231"
"0","305001","305","8","0","11","プリンプリン……プリンはどこなの？\nプリンをよこすのー！","0.5","0","0","100711"
"","305002","305","1","","3","nop_05_miyako_talk_anger","","0.2","","100711"
"","305003","305","","","91","","","","","305001"
"1","305004","305","1","","3","nop_05_miyako_idle_anger","","0.2","","100711"
"0","305005","305","8","0","11","お父さん。きれいな女性が多いからって\n他の人に迷惑かけないでね。","0.5","0","0","103111"
"","305006","305","1","","3","nop_talk_worry","","0.2","","103111"
"","305007","305","","","91","","","","","305005"
"1","305008","305","1","","3","nop_idle_worry","","0.2","","103111"
"0","305009","305","8","0","11","わあ、すごい量のおせち料理♪\nアカリ、お腹いっぱいになっちゃう～","0.5","0","0","100611"
"","305010","305","1","","3","nop_talk_surprise_kira","","0.2","","100611"
"","305011","305","","","93","0","","","","2"
"","305012","305","1","","3","nop_talk_memory","","0.2","","100611"
"","305013","305","","","91","","","","","305009"
"","305014","305","1","","3","nop_idle_memory2","","0.2","","100611"
"0","305015","305","8","0","11","アイツの作った料理って、どれだろ……\nべ、別に食べたいから探してるって\nわけじゃないからね？","0.5","0","0","102211"
"","305016","305","1","","3","nop_talk_sad","","0.2","","102211"
"","305017","305","","","93","0","","","","2.8"
"","305018","305","1","","3","nop_talk_anger2","","0.2","","102211"
"","305019","305","","","91","","","","","305015"
"1","305020","305","1","","3","nop_idle_anger2","","0.2","","102211"
"0","306001","306","8","0","11","はーっはっはっは！\nこういう華やかな場所こそ\nクリスティーナさんに相応しいな。","0.5","0","0","107131"
"1","306002","306","0","0","3","nop_06_cris_ahaha_in","","0.2","nop_06_cris_ahaha_loop","107131"
"","306003","306","","","93","0","","","","1.5"
"1","306004","306","0","0.2","3","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","107131"
"","306005","306","","","91","","","","","306001"
"1","306006","306","1","","3","nop_idle_arm_crossed","","0.2","","107131"
"0","306007","306","8","0","11","美味しそうな料理がいっぱいッス！\nトモねーちゃん、\n次はあれを食べるッスよ！","0.5","0","0","100511"
"","306008","306","1","","3","nop_talk_surprise_kira","","0.2","","100511"
"","306009","306","","","93","0","","","","4.5"
"","306010","306","1","","3","nop_talk_joy2","","0.2","","100511"
"","306011","306","","","91","","","","","306007"
"","306012","306","1","","3","nop_idle_normal","","0.2","","100511"
"0","306013","306","8","0","11","マツリちゃん、少し落ち着こう？\n料理は逃げないからね。","0.5","0","0","103731"
"","306014","306","1","","3","nop_talk_worry","","0.2","","103731"
"","306015","306","","","91","","","","","306013"
"1","306016","306","1","","3","nop_idle_worry","","0.2","","103731"
"0","306017","306","8","0","11","みんな楽しんでいるようだね。\nやっぱり平和が何よりだよ。","0.5","0","0","104731"
"","306018","306","1","","3","nop_talk_arm_crossed_loop","","0.2","","104731"
"","306019","306","","","91","","","","","306017"
"1","306020","306","1","","3","nop_idle_arm_crossed","","0.2","","104731"
"0","307001","307","8","0","11","すごい人数ね。\n会場は広いから、みんな\n迷子にならないようにね？","0.5","0","0","102831"
"","307002","307","1","","3","nop_talk_surprise1","","0.2","","102831"
"","307003","307","","","93","0","","","","1.2"
"","307004","307","1","","3","nop_talk_joy1_normal","","0.2","","102831"
"","307005","307","","","91","","","","","307001"
"1","307006","307","1","","3","nop_idle_normal","","0.2","","102831"
"0","307007","307","8","0","11","はーい、ママ・サレン！\nみんないい子にしてるよ。","0.5","0","0","102111"
"","307008","307","1","","3","nop_talk_joy3_dere","","0.2","","102111"
"","307009","307","","","93","0","","","","1.7"
"","307010","307","1","","3","nop_talk_wish","","0.2","","102111"
"","307011","307","","","91","","","","","307007"
"0","307012","307","8","0","11","お嬢様！\nわ、私も一緒ですから\n大丈夫です！","0.5","0","0","102511"
"1","307013","307","0","0","3","nop_talk_guts3_NoBlink","","0.2","nop_talk_guts3_loop","102511"
"","307014","307","","","91","","","","","307012"
"0","307015","307","8","0","11","そう言いながら、\nスズメが一番迷子に\nなりそうなんだけど……","0.5","0","0","102311"
"","307016","307","1","","3","nop_talk_worry","","0.2","","102311"
"","307017","307","","","91","","","","","307015"
"","307018","307","1","","3","nop_idle_normal","","0.2","","102311"
"1","307019","307","1","","3","nop_idle_normal","","0.2","","102111"
"1","307020","307","1","","3","nop_idle_normal","","0.2","","102511"
"0","308001","308","8","0","11","立派な新年会ですなあ。\n美味しそうなお料理ばかりで\n目移りしそうやわ～","0.5","0","0","101011"
"","308002","308","1","","3","nop_talk_joy3_blink2","","0.2","","101011"
"","308003","308","1","","93","1","","","","1.5"
"","308004","308","1","","3","nop_talk_joy1","","0.2","","101011"
"","308005","308","","","91","","","","","308001"
"1","308006","308","1","","3","nop_idle_joy_normal","","0.2","","101011"
"0","308007","308","8","0","11","お、あの料理、\nうちの店でも出せないかな？\nもうちょっと食べてみるか……","0.5","0","0","104331"
"1","308008","308","0","0.2","3","nop_talk_arm_crossed2","","0.2","nop_talk_arm_crossed_loop2","104331"
"","308009","308","1","","93","1","","","","3"
"","308010","308","1","","3","nop_talk_thinking","","0.2","","104331"
"","308011","308","","","91","","","","","308007"
"1","308012","308","1","","3","nop_idle_thinking","","0.2","","104331"
"0","308013","308","8","0","11","賑やかで楽しい雰囲気の新年会だね～\nなんだか踊りたくなってきたさ～","0.5","0","0","101711"
"","308014","308","1","","3","nop_talk_joy1_wink","","0.2","","101711"
"","308015","308","1","","93","1","","","","2.5"
"","308016","308","1","","3","nop_talk_joy2","","0.2","","101711"
"","308017","308","","","91","","","","","308013"
"1","308018","308","1","","3","nop_idle_joy1","","0.2","","101711"
"0","308019","308","8","0","11","事件の匂い……はしないようだね。\nふうむ、少しだけ残念だよ。","0.5","0","0","101431"
"","308020","308","1","","3","nop_talk_joy3_blink2","","0.2","","101431"
"","308021","308","1","","93","1","","","","3"
"1","308022","308","0","0.2","3","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","101431"
"","308023","308","","","91","","","","","308019"
"","308024","308","1","","3","nop_idle_arm_crossed","","0.2","","101431"
"","308025","308","1","","91","","","","","0"
"0","309001","309","8","0","11","新春初笑いのネタをつくってきたべ！\n誰か聞いていかねえか？","0.5","0","0","103311"
"1","309002","309","0","0.2","3","nop_talk_guts2","","0.2","nop_talk_guts2_loop","103311"
"","309003","309","","","93","1","","","","2.5"
"","309004","309","1","","3","nop_talk_joy2","","0.2","","103311"
"","309005","309","","","91","","","","","309001"
"1","309006","309","1","","3","nop_idle_joy1","","0.2","","103311"
"0","309007","309","8","0","11","舞踏会が開けそうな会場ね。\n素敵だわ。","0.5","0","0","105211"
"","309008","309","1","","3","nop_talk_joy1_normal","","0.2","","105211"
"","309009","309","","","93","1","","","","2"
"","309010","309","1","","3","nop_talk_memory","","0.2","","105211"
"","309011","309","","","91","","","","","309007"
"1","309012","309","1","","3","nop_idle_memory","","0.2","","105211"
"0","309013","309","8","0","11","人が多くて疲れたよ～\nリマ～、おんぶしてよ～","0.5","0","0","102611"
"","309014","309","1","","3","nop_talk_sad2","","0.2","","102611"
"","309015","309","","","93","1","","","","1.5"
"","309016","309","1","","3","nop_talk_worry","","0.2","","102611"
"","309017","309","","","91","","","","","309013"
"1","309018","309","1","","3","nop_idle_worry","","0.2","","102611"
"0","309019","309","8","0","11","あのお料理美味しそう……\nお姉ちゃんにも教えてあげなくちゃ。","0.5","0","0","103811"
"","309020","309","1","","3","nop_talk_joy3_blink","","0.2","","103811"
"","309021","309","","","91","","","","","309019"
"","309022","309","1","","3","nop_idle_normal_joy","","0.2","","103811"
"","309023","309","","","91","","","","","0"
"0","310001","310","8","0","11","こうして大勢のみなさまと過ごすお正月\n賑やかで最高ですわね！","0.5","0","0","103231"
"","310002","310","1","","3","nop_talk_joy1","","0.2","","103231"
"","310003","310","","","91","","","","","310001"
"1","310004","310","1","","3","nop_idle_joy1","","0.2","","103231"
"0","310005","310","8","0","11","珍しいおせち料理がいっぱいにゃ。\nたいやきの新メニューのヒントに\nなるかにゃ？","0.5","0","0","104611"
"","310006","310","1","","3","nop_talk_joy2","","0.2","","104611"
"","310007","310","","","93","1","","","","2.5"
"","310008","310","1","","3","nop_talk_thinking","","0.2","","104611"
"","310009","310","","","91","","","","","310005"
"","310010","310","1","","3","nop_idle_thinking","","0.2","","104611"
"0","310011","310","8","0","11","みんな～、あけおめ～！\nなんちゃって。ヒック。","0.5","0","0","103411"
"","310012","310","1","","3","nop_10_yukari_04","","0.2","","103411"
"","310013","310","1","","3","nop_10_yukari_04","","0.2","","11"
"","310014","310","","","93","1","","","","2.5"
"1","310015","310","0","0.5","3","nop_10_yukari_06","","0.2","nop_10_yukari_02","103411"
"1","310016","310","0","0.5","3","nop_10_yukari_06","","0.2","nop_10_yukari_02","11"
"","310017","310","","","91","","","","","310011"
"0","310018","310","8","0","11","え？　ユカリさん？\nもう酔っぱらっちゃってる……","0.5","0","0","104811"
"","310019","310","1","","3","nop_talk_surprise1","","0.2","","104811"
"","310020","310","","","4","0","","","","104811"
"","310021","310","","","93","1","","","","1"
"","310022","310","1","","3","nop_talk_worry","","0.2","","104811"
"","310023","310","","","91","","","","","310018"
"1","310024","310","1","","3","nop_idle_worry","","0.2","","104811"
"","310025","310","","","91","","","","","0"
"","311001","311","1","","3","nop_talk_wish","","0.2","","102711"
"0","311002","311","8","0","11","この広い会場のどこかに\nあのおかたの存在を感じますわ……","0.5","0","0","102711"
"","311003","311","","","91","","","","","311002"
"","311004","311","1","","3","nop_idle_wish","","0.2","","102711"
"1","311005","311","0","0","3","nop_11_anna_huhuStand_in","","0.2","nop_11_anna_huhuStand_loop","100911"
"0","311006","311","8","0","11","疼く……疼くぞ！\n我が魔眼が新たなる年を祝えと……！","0.5","0","0","100911"
"","311007","311","","","91","","","","","311006"
"","311008","311","1","","3","nop_11_anna_huhuStand_loop","","0.2","","100911"
"","311009","311","1","","3","nop_talk_joy2","","0.2","","101311"
"0","311010","311","8","0","11","アンナたそアンナたそ！\nおせち料理、美味しそうですぞ！\nさあ、おあがりよ！！","0.5","0","0","101311"
"","311011","311","","","91","","","","","311010"
