c3024e72cf49de396a61f4a4336751fc854dea77d8d2e29c6b6788773c44e884,61ad3ca96f01a4a0932c25f574b4f6e04f3b39e76429b54ea33d75fe8d8f13fb,807850de83f1bc4e18be830c4a7c185278e09f0eff83f57381b22e8f8ce416c6,436aa13d6b82ef5fb19a9d5c9dbe1e39039d967b4cd467aacfe63a58b465fcd6,c0c667867a789a8ee623addf0be2e32a6b676fce9e9521749926a32b8fb2b8cb,644a46d77a6ddba9a28161d8a3c19fbaab05c3a27bd55fdbfa25b3bfa0795e94
"26740","187","1","600","12","250"
"26990","188","1","600","12","250"
"27240","189","1","600","12","250"
"27490","190","1","600","12","250"
"27740","191","1","600","13","250"
"27990","192","1","600","13","250"
"28240","193","1","600","13","250"
"28490","194","1","600","13","250"
"28740","195","1","600","13","250"
"28990","196","1","600","13","250"
"29240","197","1","600","13","250"
"29490","198","1","600","13","250"
"29740","199","1","600","13","250"
"29990","200","1","600","13","250"
"30240","201","1","600","14","250"
"30490","202","1","600","14","250"
"30740","203","1","600","14","250"
"30990","204","1","600","14","250"
"31240","205","1","600","14","250"
"31490","206","1","600","14","250"
"31740","207","1","600","14","250"
"31990","208","1","600","14","250"
"32240","209","1","600","14","250"
"32490","210","1","600","14","250"
"32740","211","1","680","15","250"
"32990","212","1","680","15","250"
"33240","213","1","680","15","250"
"33490","214","1","680","15","250"
"33740","215","1","680","15","250"
"33990","216","1","680","15","250"
"34240","217","1","680","15","250"
"34490","218","1","680","15","250"
"34740","219","1","680","15","250"
"34990","220","1","680","15","250"
"35240","221","1","680","16","250"
"35490","222","1","680","16","250"
"35740","223","1","680","16","250"
"35990","224","1","680","16","250"
"36240","225","1","680","16","250"
"36490","226","1","680","16","250"
"36740","227","1","680","16","250"
"36990","228","1","680","16","250"
"37240","229","1","680","16","250"
"37490","230","1","680","16","250"
"37740","231","1","680","17","250"
"37990","232","1","680","17","250"
"38240","233","1","680","17","250"
"38490","234","1","680","17","250"
"38740","235","1","680","17","250"
"38990","236","1","680","17","250"
"39240","237","1","680","17","250"
"39490","238","1","680","17","250"
"39740","239","1","680","17","250"
"39990","240","1","680","17","250"
"40240","241","1","680","18","250"
"40490","242","1","680","18","250"
"40740","243","1","680","18","250"
"40990","244","1","680","18","250"
"41240","245","1","680","18","250"
"41490","246","1","680","18","250"
"41740","247","1","680","18","250"
"41990","248","1","680","18","250"
"42240","249","1","680","18","250"
"42490","250","1","680","18","250"
"42740","251","1","680","19","250"
"42990","252","1","680","19","250"
"43240","253","1","680","19","250"
"43490","254","1","680","19","250"
"43740","255","1","680","19","250"
"43990","256","1","680","19","250"
"44240","257","1","680","19","250"
"44490","258","1","680","19","250"
"44740","259","1","680","19","250"
"44990","260","1","680","19","250"
"45240","261","1","680","20","250"
"45490","262","1","680","20","250"
"45740","263","1","680","20","250"
"45990","264","1","680","20","250"
"46240","265","1","680","20","250"
"46490","266","1","680","20","250"
"46740","267","1","680","20","250"
"46990","268","1","680","20","250"
"47240","269","1","680","20","250"
"47490","270","1","680","20","250"
"47740","271","1","680","21","250"
"47990","272","1","680","21","250"
"48240","273","1","680","21","250"
"48490","274","1","680","21","250"
"48740","275","1","680","21","250"
"48990","276","1","680","21","250"
"49240","277","1","680","21","250"
"49490","278","1","680","21","250"
"49740","279","1","680","21","250"
"49990","280","1","680","21","250"
"50240","281","1","680","22","250"
"50490","282","1","680","22","250"
"50740","283","1","680","22","250"
"50990","284","1","680","22","250"
"51240","285","1","680","22","250"
"51490","286","1","680","22","250"
"51740","287","1","680","22","250"
"51990","288","1","680","22","250"
"52240","289","1","680","22","250"
"52490","290","1","680","22","250"
"52740","291","1","680","23","250"
"52990","292","1","680","23","250"
"53240","293","1","680","23","250"
"53490","294","1","680","23","250"
"53740","295","1","680","23","250"
"53990","296","1","680","23","250"
"54240","297","1","680","23","250"
"54490","298","1","680","23","250"
"54740","299","1","680","23","250"
"54990","300","1","680","23","250"
"55240","301","1","680","24","250"
"55490","302","1","680","24","250"
"55740","303","1","680","24","250"
"55990","304","1","680","24","250"
"56240","305","1","680","24","250"
"56490","306","1","680","24","250"
"56740","307","1","680","24","250"
"56990","308","1","680","24","250"
"57240","309","1","680","24","250"
"57490","310","1","680","24","250"
"57740","311","1","680","25","250"
"57990","312","1","680","25","250"
"58240","313","1","680","25","250"
"58490","314","1","680","25","250"
"58740","315","1","680","25","250"
"58990","316","1","680","25","250"
"59240","317","1","680","25","250"
"59490","318","1","680","25","250"
"59740","319","1","680","25","250"
"59990","320","1","680","25","250"
"50","0","2","200000","1","50"
"60","1","2","500000","1","10"
"75","2","2","500000","1","15"
"95","3","2","500000","1","20"
"120","4","2","500000","1","25"
"150","5","2","500000","1","30"
