fb9e519f2fd0c175b118a45b22f011636063da768417cf1cd8bad615bb7daaad,68796eed464d5d9d770e899a8359101d91f856bf71f027f714a7e2f940d3947b,ca622f26e8f84f2ecfdecb1abba431dcf248ad983e800b02455a35e2a6af23b4,f2a8f50ef9ae5d3ace6bb32b129044dec07b4586952719c9bb03ac74d717a135,fc7fe464389e5be45d7bc6893fa52ade7e6c8d07140072e539af1172772b6239,a69b1c88c4c6f8c7567f749bd9ee16f25e3662a6087634a911bab7ca650d1006,732c15a26951a8b4a77c3495e4c312d1ca10c4f7857ffbe3bb2bf8819a0d63a6,d956c33e8e787cf64de106771fe40ee15f1c3f1921b4a6f2255d7dabe971b94c,c4ab70abbd0dc5c3dcfe10929ede8b536790ba9aa3de546638911947a16ec912,680d2b89485030473d7117698816f419314927d19886723b0307a6253865b0de,a06a67f13b208c55efaa7542850e8d37bcb46ef40e2139c870be1b4f9c044837
"91002","283001074","40","74","2","25013","8","25021","10","2","212"
"91002","283001075","41","75","2","25013","8","25021","10","2","216"
"91002","283001076","41","76","2","25013","8","25021","10","2","220"
"91002","283001077","42","77","2","25013","8","25021","10","2","224"
"91002","283001078","42","78","2","25013","8","25021","10","2","228"
"91002","283001079","43","79","2","25013","8","25021","10","2","232"
"91002","283001080","43","80","2","25013","8","25021","30","2","236"
"91002","283001081","44","81","2","25013","8","25021","10","2","240"
"91002","283001082","44","82","2","25013","8","25021","10","2","244"
"91002","283001083","45","83","2","25013","8","25021","10","2","248"
"91002","283001084","45","84","2","25013","8","25021","10","2","252"
"91002","283001085","46","85","2","25013","8","25021","10","2","256"
"91002","283001086","46","86","2","25013","8","25021","10","2","260"
"91002","283001087","47","87","2","25013","8","25021","10","2","264"
"91002","283001088","47","88","2","25013","8","25021","10","2","268"
"91002","283001089","48","89","2","25013","8","25021","10","2","272"
"91002","283001090","48","90","2","25013","8","25021","30","2","276"
"91002","283001091","49","91","2","25013","8","25021","10","2","280"
"91002","283001092","49","92","2","25013","8","25021","10","2","284"
"91002","283001093","50","93","2","25013","8","25021","10","2","288"
"91002","283001094","50","94","2","25013","8","25021","10","2","292"
"91002","283001095","51","95","2","25013","8","25021","10","2","296"
"91002","283001096","51","96","2","25013","8","25021","10","2","300"
"91002","283001097","52","97","2","25013","8","25021","10","2","304"
"91002","283001098","52","98","2","25013","8","25021","10","2","308"
"91002","283001099","53","99","2","25013","8","25021","10","2","312"
"91002","283001100","53","100","2","25013","8","25021","30","2","316"
