76fcb877f7e4cbd068a3bdc8ed28942098fcff2745f4bb52b30df2cc38fd1bcd,292404a1ed74dd8013af6de2b467312cdfa7bdbc44b8d634f27865fe04f540c7,5ac215acf241079207f37956512461b66c790e846c3ad3cd48e760febcc0729d,6c2716378f20780916fd606e537b02a0284f1a8acb0b03cca1f0af63610a4b4a,d05ee88139f43f93582e65c3486fc4f78253a59d4d336d9ef98315b4a847d32d,41d993325b43a1e4fe1425a3bd49ca240190f762b95488c95276f3c799ff5429,c5fc5c3f2a1c08d9f6f149089f6fef27ed2d4fb355834c2659397c3ade82870b,6fbf1ad5be00e6bc34b60ead04b5dd26e955f2dbbb1049b1c7db8cee3c1b0247,c04d30e4d33b46f49a4d257ce9a8bf02a292a23b94f4a2f3593658c6cab853b9,077c123b2803da935088f07ef987c213a328315d62bfe7124fcaef7a17a94274,382f1dbab741bb36893703917206bf7e493740446e188d7e8d4cfa3efb2cd017
"0.2","bow_riri","1","3","1","","idle_look_shy_riri","13","0","13093","0.2"
"","vo_asb_1535","","21","vo_asb","","0","13","0","13094",""
"0","お願いいたします……！","1","11","1","0","1","13","10","13095","0"
"","","","91","0","","0","13","0","13096",""
"","","","101","13098","","","13","","13097",""
"0","1","0","6","1","","1","13","1","13098","0.3"
"0","1","0","6","2","","1","13","1","13099","0.3"
"0","1","0","6","3","","1","13","1","13100","0.3"
"0","1","0","6","0","","1","13","1","13101","0.3"
"","-130","1","2","1","","0.3","13","-230","13102",""
"","-290","1","2","2","","0.3","13","-255","13103",""
"","120","1","2","3","","0.3","13","-245","13104",""
"","-100","1","2","0","","0.3","13","0","13105",""
"","0","","22","0","","","13","","13106",""
"","1","","35","100","","","13","","13107",""
"","-100","1","33","100","","0.3","13","0","13108",""
"","0","","93","0.4","","","13","","13109",""
"","0","","32","100","","","13","","13110",""
"0","1","-250","5","3","surprise_idle_normal2_precia","30","22","52","22001","2.2"
"0","1","0","6","1","","1","22","1","22002","0"
"0","0","0","5","0","black","50","22","29","22003","1"
"0","1","0","6","0","","1","22","1","22004","0"
"","","","91","0","","","22","","22005",""
"0","1","1","6","1","","1","22","1","22006","0.2"
"0","1","1","6","0","","1","22","1","22007","0.2"
"","-20","2","2","1","","0.3","22","-250","22008",""
"","0","2","2","0","","0.3","22","0","22009",""
"","0","","93","0.6","","","22","","22010",""
"","vo_asb_0221","","21","vo_asb","","0","22","0","22011",""
"0","ざぶとん。\nくっきー。\nいっぱいたべた。","1","11","1","0","1","22","10","22012","0"
"","","","91","0","","0","22","0","22013",""
"","talk_surprise_precia","","3","1","","","22","1","22014","0.3"
"","vo_asb_0222","","21","vo_asb","","0","22","0","22015",""
"0","スズメ。\nいろいろつくってる。\nらしい。","1","11","1","0","1","22","10","22016","0"
"","","","91","0","","0","22","0","22017",""
"","think_idle_precia","","3","1","","","22","1","22018","0.3"
"","vo_asb_0223","","21","vo_asb","","0","22","0","22019",""
"0","ざぶとん、ほっとけーき。\nとか？","1","11","1","0","1","22","10","22020","0"
"","","","91","0","","0","22","0","22021",""
"","think_idle_dere_precia","","3","1","","","22","1","22022","0.3"
"","vo_asb_0224","","21","vo_asb","","0","22","0","22023",""
"0","ざぶとん、まふぃん。\nとか？","1","11","1","0","1","22","10","22024","0"
"","","","91","0","","0","22","0","22025",""
"","think_idle_angerR","","3","1","","","22","1","22026","0.3"
"","vo_asb_0225","","21","vo_asb","","0","22","0","22027",""
"0","ざぶとん、にくまん……\nとか……（ごくり）","1","11","1","0","1","22","10","22028","0"
"","","","91","0","","0","22","0","22029",""
"0","thinkToSpeak_precia","1","3","1","","speak1_light_precia","22","0","22030","0.1"
"","vo_asb_0226","","21","vo_asb","","0","22","0","22031",""
"0","スズメ。\nすかうとする。\n【あるたーめいでん】に。","1","11","1","0","1","22","10","22032","0"
"","","","91","0","","0","22","0","22033",""
"","","","101","22035","","","22","","22034",""
"0","1","0","6","1","","1","22","1","22035","0.3"
"0","1","0","6","0","","1","22","1","22036","0.3"
"","-120","1","2","1","","0.3","22","-250","22037",""
"","-100","1","2","0","","0.3","22","0","22038",""
"","0","","22","0","","","22","","22039",""
"","0","","93","0.4","","","22","","22040",""
"0","1","-230","5","1","riri_idle_look","20","32","52","32001","2.2"
"0","2","-255","5","2","clear_book_read","-140","32","58","32002","2.2"
"1","3","-245","5","3","joy_idle_precia","270","32","55","32003","2.2"
"0","1","0","6","1","","1","32","1","32004","0"
"0","1","0","6","2","","1","32","1","32005","0"
"0","1","0","6","3","","1","32","1","32006","0"
"0","0","0","5","0","black","50","32","29","32007","1"
"0","1","0","6","0","","1","32","1","32008","0"
"","","","91","0","","","32","","32009",""
"0","1","1","6","1","","1","32","1","32010","0.2"
"0","1","1","6","2","","1","32","1","32011","0.2"
"0","1","1","6","3","","1","32","1","32012","0.2"
"0","1","1","6","0","","1","32","1","32013","0.2"
"","-30","2","2","1","","0.3","32","-230","32014",""
"","-190","2","2","2","","0.3","32","-255","32015",""
"","220","2","2","3","","0.3","32","-245","32016",""
"","0","2","2","0","","0.3","32","0","32017",""
"","0","","93","0.6","","","32","","32018",""
"","clear_book_talk","","3","2","","","32","1","32019","0.2"
"","vo_asb_0321","","21","vo_asb","","0","32","0","32020",""
"0","この牛さんの絵、\n上手すぎませんか！？","1","11","2","0","1","32","10","32021","0"
"","","","91","0","","0","32","0","32022",""
"","clear_book_idle","","3","2","","","32","1","32023","0.4"
"","riri_talk_look","","3","1","","","32","1","32024","0.2"
"","vo_asb_0322","","21","vo_asb","","0","32","0","32025",""
"0","プレシアさん作です。\n彼女は天才タイプなので。","1","11","1","0","1","32","10","32026","0"
"","","","91","0","","0","32","0","32027",""
"","riri_idle_look","","3","1","","","32","1","32028","0.2"
"0","clear_bookToTalk2","1","3","2","","clear_talk2_noShy","32","0","32029","0.1"
"","vo_asb_0323","","21","vo_asb","","0","32","0","32030",""
"0","そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","1","11","2","0","1","32","10","32031","0"
"","","","91","0","","0","32","0","32032",""
"0","talk2ToIdle_talkjoy2","1","3","2","","idle_talkjoy2","32","0","32033","0.1"
"","sad_talk_joy2R","","3","1","","","32","1","32034","0.2"
"","vo_asb_0324","","21","vo_asb","","0","32","0","32035",""
"0","はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","1","11","1","0","1","32","10","32036","0"
"","","","91","0","","0","32","0","32037",""
"","sad_idle_normal_riri","","3","1","","","32","1","32038","0.2"
"","idle","","3","2","","","32","1","32039","0.2"
"","talk_precia","","3","3","","","32","1","32040","0.3"
"","vo_asb_0325","","21","vo_asb","","0","32","0","32041",""
"0","みたい？","1","11","3","0","1","32","10","32042","0"
"","","","91","0","","0","32","0","32043",""
"","joy_idle_precia","","3","3","","","32","1","32044","0.3"
"","guts2_talk_riri","","3","1","","","32","1","32045","0.2"
"","clear_hope_talk","","3","2","","","32","1","32046","0.2"
"","vo_asb_0326","","21","vo_asb","","0","32","0","32047",""
"0","ぜひっ。","1","11","1","0","1","32","10","32048","0"
"","","","91","0","","0","32","0","32049",""
"","guts2_idle_riri","","3","1","","","32","1","32050","0.2"
"","clear_hope_idle","","3","2","","","32","1","32051","0.2"
"0","cool_in","1","3","3","","cool_idle","32","0","32052","0.2"
"","vo_asb_0327","","21","vo_asb","","0","32","0","32053",""
"0","びしっ。","1","11","3","0","1","32","10","32054","0"
"","","","91","0","","0","32","0","32055",""
"0.1","cool_idle_doya_in","1","3","3","","cool_idle_doya","32","0","32056","0.2"
"","guts2_idle_joy_riri","","3","1","","","32","1","32057","0.2"
"","clear_hope_joy","","3","2","","","32","1","32058","0.2"
"","vo_asb_0328","","21","vo_asb","","0","32","0","32059",""
"-22","わぁ～♪","1","11","1","0","1","32","10","32060","-85"
"","","","91","0","","0","32","0","32061",""
"","","","101","32063","","","32","","32062",""
"0","1","0","6","1","","1","32","1","32063","0.3"
"0","1","0","6","2","","1","32","1","32064","0.3"
"0","1","0","6","3","","1","32","1","32065","0.3"
"0","1","0","6","0","","1","32","1","32066","0.3"
"","-130","1","2","1","","0.3","32","-230","32067",""
"","-290","1","2","2","","0.3","32","-255","32068",""
"","120","1","2","3","","0.3","32","-245","32069",""
"","-100","1","2","0","","0.3","32","0","32070",""
"","0","","22","0","","","32","","32071",""
"","0","","93","0.4","","","32","","32072",""
"0","1","-250","5","2","clear_wish_talk_joy_noShy","30","42","52","42001","2.2"
"0","1","0","6","1","","1","42","1","42002","0"
"0","0","0","5","0","black","50","42","29","42003","1"
"0","1","0","6","0","","1","42","1","42004","0"
"","","","91","0","","","42","","42005",""
"0","1","1","6","1","","1","42","1","42006","0.2"
"0","1","1","6","0","","1","42","1","42007","0.2"
"","-20","2","2","1","","0.3","42","-250","42008",""
"","0","2","2","0","","0.3","42","0","42009",""
"","0","","93","0.6","","","42","","42010",""
"","vo_asb_0421","","21","vo_asb","","0","42","0","42011",""
"0","リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","1","11","1","0","1","42","10","42012","0"
"","","","91","0","","0","42","0","42013",""
"","clear_talk_normal","","3","1","","","42","1","42014","0.1"
"","vo_asb_0422","","21","vo_asb","","0","42","0","42015",""
"0","ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","1","11","1","0","1","42","10","42016","0"
"","","","91","0","","0","42","0","42017",""
"0","clear_kohon_in","1","3","1","","clear_kohon_loop","42","0","42018","0.2"
"","vo_asb_0423","","21","vo_asb","","0","42","0","42019",""
"0","…………\n……こほん。","1","11","1","0","1","42","10","42020","0"
"","","","91","0","","0","42","0","42021",""
"0","clear_imitation_in","1","3","1","","clear_speak2_talk","42","0","42022","0.2"
"","vo_asb_0424","","21","vo_asb","","0","42","0","42023",""
"0","に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","1","11","1","0","1","42","10","42024","0"
"","","","91","0","","0","42","0","42025",""
"0","clear_surprise_in_red","1","3","1","","clear_surprise_talk_red","42","0","42026","0.3"
"","vo_asb_0425","","21","vo_asb","","0","42","0","42027",""
"0","……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","1","11","1","0","1","42","10","42028","0"
"","","","91","0","","0","42","0","42029",""
"","clear_wish_talk_pain_red","","3","1","","","42","1","42030","0.2"
"","vo_asb_0426","","21","vo_asb","","0","42","0","42031",""
"0","色んな意味で、まだまだです……っ！","1","11","1","0","1","42","10","42032","0"
"","","","91","0","","0","42","0","42033",""
"","","","101","42035","","","42","","42034",""
"0","1","0","6","1","","1","42","1","42035","0.3"
"0","1","0","6","0","","1","42","1","42036","0.3"
"","-120","1","2","1","","0.3","42","-250","42037",""
"","-100","1","2","0","","0.3","42","0","42038",""
"","0","","22","0","","","42","","42039",""
"","0","","93","0.4","","","42","","42040",""
"0","1","-243","5","1","dance_riri","70","52","55","52001","2.2"
"1","2","-245","5","2","dance_clear","320","52","52","52002","2.2"
"0","3","-255","5","3","dance_precia","-90","52","58","52003","2.2"
"0","1","0","6","1","","1","52","1","52004","0"
"0","1","0","6","2","","1","52","1","52005","0"
"0","1","0","6","3","","1","52","1","52006","0"
"0","0","0","5","0","black","50","52","29","52007","1"
"0","1","0","6","0","","1","52","1","52008","0"
"","","","91","0","","","52","","52009",""
"","dance_riri","","3","1","","","52","0","52010","0.1"
"0","dance_clear","1","3","2","","idle","52","0","52011","0.1"
"0","dance_precia","1","3","3","","idle_precia","52","0","52012","0.1"
"0","1","1","6","1","","1","52","1","52013","0.2"
"0","1","1","6","2","","1","52","1","52014","0.2"
"0","1","1","6","3","","1","52","1","52015","0.2"
"0","1","1","6","0","","1","52","1","52016","0.2"
"","-30","2","2","1","","0.3","52","-243","52017",""
"","220","2","2","2","","0.3","52","-245","52018",""
"","-190","2","2","3","","0.3","52","-255","52019",""
"","0","2","2","0","","0.3","52","0","52020",""
"","0","","93","0.6","","","52","","52021",""
"","vo_asb_0521","","21","vo_asb","","0","52","0","52022",""
"0","くいっく、くいっく、すろー。","0","11","3","0.15","0","52","26","52023","0"
"","","","91","0","","0","52","0","52024",""
"","vo_asb_0522","","21","vo_asb","","0","52","0","52025",""
"0","ターンエン、ターンエン、\nクイッククイックスロー！","0","11","1","0.75","0","52","10","52026","0"
"","","","91","52010","","","52","","52027",""
"","idle","","3","1","","","52","1","52028","0.1"
"","0","","93","0.2","","","52","","52029",""
"0.2","smile_riri","1","3","1","","talk_joy","52","0","52030","0.1"
"","vo_asb_0523","","21","vo_asb","","0","52","0","52031",""
"0","……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","1","11","1","0","1","52","10","52032","0"
"","","","91","0","","","52","","52033",""
"","riri_idle","","3","1","","","52","1","52034","0.2"
"","clear_talk2_noShy","","3","2","","","52","1","52035","0.2"
"","vo_asb_0524","","21","vo_asb","","0","52","0","52036",""
"0","はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","1","11","2","0","1","52","10","52037","0"
"","","","91","0","","0","52","0","52038",""
"0","talk2ToIdle","1","3","2","","idle","52","0","52039","0.2"
"","riri_talk","","3","1","","","52","1","52040","0.2"
"","vo_asb_0525","","21","vo_asb","","0","52","0","52041",""
"0","他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","1","11","1","0","1","52","10","52042","0"
"","","","91","0","","0","52","0","52043",""
"","riri_idle_look","","3","1","","","52","1","52044","0.2"
"","idle_talkjoy2","","3","2","","","52","1","52045","0.2"
"","talk_precia","","3","3","","","52","1","52046","0.3"
"","vo_asb_0526","","21","vo_asb","","0","52","0","52047",""
"0","はんようせい。\nありすぎ。","1","11","3","0","1","52","10","52048","0"
"","","","91","0","","0","52","0","52049",""
"","","","101","52051","","","52","","52050",""
"0","1","0","6","1","","1","52","1","52051","0.3"
"0","1","0","6","2","","1","52","1","52052","0.3"
"0","1","0","6","3","","1","52","1","52053","0.3"
"0","1","0","6","0","","1","52","1","52054","0.3"
"","-130","1","2","1","","0.3","52","-230","52055",""
"","120","1","2","2","","0.3","52","-245","52056",""
"","-290","1","2","3","","0.3","52","-255","52057",""
"","-100","1","2","0","","0.3","52","0","52058",""
"","0","","22","0","","","52","","52059",""
"","0","","93","0.4","","","52","","52060",""
"0","1","-250","5","1","talk_joy","30","62","52","62001","2.2"
"0","1","0","6","1","","1","62","1","62002","0"
"0","0","0","5","0","black","50","62","29","62003","1"
"0","1","0","6","0","","1","62","1","62004","0"
"","","","91","0","","","62","","62005",""
"0","1","1","6","1","","1","62","1","62006","0.2"
"0","1","1","6","0","","1","62","1","62007","0.2"
"","-20","2","2","1","","0.3","62","-250","62008",""
"","0","2","2","0","","0.3","62","0","62009",""
"","0","","93","0.6","","","62","","62010",""
"","vo_asb_0621","","21","vo_asb","","0","62","0","62011",""
"0","ライブ後、【カルミナ】の皆様が\n来てくださったのです。","1","11","1","0","1","62","10","62012","0"
"","","","91","0","","0","62","0","62013",""
"","wish_talk_joyR_riri","","3","1","","","62","1","62014","0.2"
"","vo_asb_0622","","21","vo_asb","","0","62","0","62015",""
"0","「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","1","11","1","0","1","62","10","62016","0"
"","","","91","0","","0","62","0","62017",""
"","memoly_talk_joy","","3","1","","","62","1","62018","0.3"
"","vo_asb_0623","","21","vo_asb","","0","62","0","62019",""
"0","お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","1","11","1","0","1","62","10","62020","0"
"","","","91","0","","0","62","0","62021",""
"","sad_talk2_dere","","3","1","","","62","1","62022","0.2"
"","vo_asb_0624","","21","vo_asb","","0","62","0","62023",""
"0","実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","1","11","1","0","1","62","10","62024","0"
"","","","91","0","","0","62","0","62025",""
"","wish_talk_nervous_riri","","3","1","","","62","1","62026","0.3"
"","vo_asb_0625","","21","vo_asb","","0","62","0","62027",""
"0","リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","1","11","1","0","1","62","10","62028","0"
"","","","91","0","","0","62","0","62029",""
"","","","101","62031","","","62","","62030",""
"0","1","0","6","1","","1","62","1","62031","0.3"
"0","1","0","6","0","","1","62","1","62032","0.3"
"","-120","1","2","1","","0.3","62","-250","62033",""
"","-100","1","2","0","","0.3","62","0","62034",""
"","0","","22","0","","","62","","62035",""
"","0","","93","0.4","","","62","","62036",""
"0","1","-250","5","2","idle","30","72","52","72001","2.2"
"0","1","0","6","1","","1","72","1","72002","0"
"0","0","0","5","0","black","50","72","29","72003","1"
"0","1","0","6","0","","1","72","1","72004","0"
"","","","91","0","","","72","","72005",""
"0","1","1","6","1","","1","72","1","72006","0.2"
"0","1","1","6","0","","1","72","1","72007","0.2"
"","-20","2","2","1","","0.3","72","-250","72008",""
"","0","2","2","0","","0.3","72","0","72009",""
"","0","","93","0.6","","","72","","72010",""
"","clear_talk_normal","","3","1","","","72","1","72011","0.2"
"","vo_asb_0721","","21","vo_asb","","0","72","0","72012",""
"0","アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","1","11","1","0","1","72","10","72013","0"
"","","","91","0","","0","72","0","72014",""
"","clear_kohon_talk_surprise","","3","1","","","72","1","72015","0.2"
"","vo_asb_0722","","21","vo_asb","","0","72","0","72016",""
"0","直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","1","11","1","0","1","72","10","72017","0"
"","","","91","0","","0","72","0","72018",""
"","clear_talk2_noShy","","3","1","","","72","1","72019","0.2"
"","vo_asb_0723","","21","vo_asb","","0","72","0","72020",""
"0","だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","1","11","1","0","1","72","10","72021","0"
"","","","91","0","","0","72","0","72022",""
"0","talk2ToWish","1","3","1","","clear_wish_talk_joy","72","0","72023","0.2"
"","vo_asb_0724","","21","vo_asb","","0","72","0","72024",""
"0","そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","1","11","1","0","1","72","10","72025","0"
"","","","91","0","","0","72","0","72026",""
"","clear_talk2_nervous","","3","1","","","72","1","72027","0.2"
"","vo_asb_0725","","21","vo_asb","","0","72","0","72028",""
"0","……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","1","11","1","0","1","72","10","72029","0"
"","","","91","0","","0","72","0","72030",""
