257cbc6bba6433c1e05830e9723d6d4d7c450a495c37d428a1e0020541548c15,34238fa357ccd7b8eade7f9d16b44acdcdb70fe216536999cf731ad45667d087,86a0d8468e9900117227607bbf1a43488faf4b40e3ed16be24993381575a31ab,cf3428404e090d4a2134cf8f9a2dd70ea91aa1f89ad3d33e8083b124ff21326d,44975990b7778691436d27aa4e144db5d46672cce8c5c08bac6a51371c0aa41f,d018c7ef5a4e70b1ad00626932f620f0ae0f4ccf0a04c9ba663bc5c2e2232d47,3c19c76f7398da606a918cf6e98e4d3d1cc6dd902a428ebe2553f621c3b802ed,e8c26372a7aa2dcd0fa5eb004e07e52a2244063cef33a6a19bd96b3b5d86b501,0db7f5949a6900b890851e7a3cf642cd9aa98cba6f1dd50b0139439865f71b34
"30","91002","-1","8","2030/12/31 23:59:59","21001004","2018/01/01 5:00:00","39","1"
"1","22003","-1","2","2030/12/31 23:59:59","21001004","2018/01/01 5:00:00","40","1"
"90","91002","-1","8","2030/12/31 23:59:59","21001005","2018/01/01 5:00:00","42","1"
"2","22003","-1","2","2030/12/31 23:59:59","21001005","2018/01/01 5:00:00","43","1"
"60","91002","-1","8","2030/12/31 23:59:59","21002001","2018/01/01 5:00:00","45","1"
"4000","94002","-1","12","2030/12/31 23:59:59","21002001","2018/01/01 5:00:00","46","1"
"60","91002","-1","8","2030/12/31 23:59:59","21002002","2018/01/01 5:00:00","48","1"
"4","22001","-1","2","2030/12/31 23:59:59","21002002","2018/01/01 5:00:00","49","1"
"60","91002","-1","8","2030/12/31 23:59:59","21002003","2018/01/01 5:00:00","51","1"
"2","22002","-1","2","2030/12/31 23:59:59","21002003","2018/01/01 5:00:00","52","1"
"60","91002","-1","8","2030/12/31 23:59:59","21002004","2018/01/01 5:00:00","54","1"
"2","22003","-1","2","2030/12/31 23:59:59","21002004","2018/01/01 5:00:00","55","1"
"50","91002","-1","8","2030/12/31 23:59:59","21003001","2018/01/01 5:00:00","57","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002001","2018/01/01 5:00:00","58","1"
"1000","90007","-1","2","2030/12/31 23:59:59","28002001","2018/01/01 5:00:00","59","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002002","2018/01/01 5:00:00","60","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002002","2018/01/01 5:00:00","61","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002003","2018/01/01 5:00:00","62","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002003","2018/01/01 5:00:00","63","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002004","2018/01/01 5:00:00","64","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002004","2018/01/01 5:00:00","65","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002005","2018/01/01 5:00:00","66","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002005","2018/01/01 5:00:00","67","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002006","2018/01/01 5:00:00","68","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002006","2018/01/01 5:00:00","69","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002007","2018/01/01 5:00:00","70","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002007","2018/01/01 5:00:00","71","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002008","2018/01/01 5:00:00","72","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002008","2018/01/01 5:00:00","73","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002009","2018/01/01 5:00:00","74","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002009","2018/01/01 5:00:00","75","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002010","2018/01/01 5:00:00","76","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002010","2018/01/01 5:00:00","77","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002011","2018/01/01 5:00:00","78","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002011","2018/01/01 5:00:00","79","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002012","2018/01/01 5:00:00","80","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002012","2018/01/01 5:00:00","81","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002013","2018/01/01 5:00:00","82","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002013","2018/01/01 5:00:00","83","1"
"100","91002","-1","8","2030/12/31 23:59:59","28002014","2018/01/01 5:00:00","84","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002014","2018/01/01 5:00:00","85","1"
"30","91002","-1","8","2030/12/31 23:59:59","26001001","2018/01/01 5:00:00","86","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003001","2018/01/01 5:00:00","87","1"
"50","91002","-1","8","2030/12/31 23:59:59","26008001","2018/01/01 5:00:00","88","1"
"50","91002","-1","8","2030/12/31 23:59:59","24002001","2018/01/01 5:00:00","89","1"
"50","91002","-1","8","2030/12/31 23:59:59","24004001","2018/01/01 5:00:00","90","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005001","2018/01/01 5:00:00","91","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005002","2018/01/01 5:00:00","92","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005003","2018/01/01 5:00:00","93","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005004","2018/01/01 5:00:00","94","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005005","2018/01/01 5:00:00","95","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005006","2018/01/01 5:00:00","96","1"
"100","91002","-1","8","2030/12/31 23:59:59","21005007","2018/01/01 5:00:00","97","1"
"30","91002","-1","8","2030/12/31 23:59:59","21005018","2018/01/01 5:00:00","98","1"
"30","91002","-1","8","2030/12/31 23:59:59","21005028","2018/01/01 5:00:00","99","1"
"40","91002","-1","8","2030/12/31 23:59:59","21005038","2018/01/01 5:00:00","100","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002001","2018/01/01 5:00:00","101","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002002","2018/01/01 5:00:00","102","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002003","2018/01/01 5:00:00","103","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002004","2018/01/01 5:00:00","104","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002005","2018/01/01 5:00:00","105","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002006","2018/01/01 5:00:00","106","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002007","2018/01/01 5:00:00","107","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002008","2018/01/01 5:00:00","108","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002009","2018/01/01 5:00:00","109","1"
"50","91002","-1","8","2030/12/31 23:59:59","26002010","2018/01/01 5:00:00","110","1"
"100","91002","-1","8","2030/12/31 23:59:59","26005001","2018/01/01 5:00:00","111","1"
"100","91002","-1","8","2030/12/31 23:59:59","26005002","2018/01/01 5:00:00","112","1"
"50","91002","-1","8","2030/12/31 23:59:59","21007001","2018/01/01 5:00:00","113","1"
"1000","91002","-1","8","2030/12/31 23:59:59","28006001","2018/01/01 5:00:00","115","1"
"20","0","-1","5","2030/12/31 23:59:59","28005001","2018/01/01 5:00:00","116","1"
"10","20001","-1","2","2030/12/31 23:59:59","28005001","2018/01/01 5:00:00","117","1"
"1500","94002","-1","12","2030/12/31 23:59:59","15005001","2018/01/01 5:00:00","118","1"
"200","93001","-1","6","2030/12/31 23:59:59","18001003","2018/01/01 5:00:00","119","1"
"200","93001","-1","6","2030/12/31 23:59:59","18001004","2018/01/01 5:00:00","120","1"
"20","0","-1","5","2020/11/16 4:59:59","11101001","2018/01/01 5:00:00","121","1"
"2","20003","-1","2","2020/11/16 4:59:59","11101001","2018/01/01 5:00:00","122","1"
"50","91002","-1","8","2030/12/31 23:59:59","21102001","2018/01/01 5:00:00","123","1"
"100","91002","-1","8","2030/12/31 23:59:59","21103001","2018/01/01 5:00:00","124","1"
"30","0","-1","5","2020/11/16 4:59:59","11001002","2018/01/01 5:00:00","128","1"
"30000","94002","-1","12","2020/11/16 4:59:59","11001002","2018/01/01 5:00:00","129","1"
"6","23001","-1","2","2020/11/16 4:59:59","11001002","2018/01/01 5:00:00","130","1"
"100","93001","-1","6","2030/12/31 23:59:59","28007001","2018/01/01 5:00:00","131","1"
"100","93001","-1","6","2030/12/31 23:59:59","28007002","2018/01/01 5:00:00","132","1"
"100","93001","-1","6","2030/12/31 23:59:59","28007003","2018/01/01 5:00:00","133","1"
"30","91002","-1","8","2030/12/31 23:59:59","26013001","2018/01/01 5:00:00","134","1"
"50","91002","-1","8","2030/12/31 23:59:59","26014001","2018/01/01 5:00:00","135","1"
"80","91002","-1","8","2030/12/31 23:59:59","21011001","2018/01/01 5:00:00","136","1"
"2","22003","-1","2","2030/12/31 23:59:59","21011001","2018/01/01 5:00:00","137","1"
"50","91002","-1","8","2030/12/31 23:59:59","26015001","2018/01/01 5:00:00","138","1"
"10","91002","-1","8","2030/12/31 23:59:59","26015002","2018/01/01 5:00:00","139","1"
"100","91002","-1","8","2030/12/31 23:59:59","21102002","2018/01/01 5:00:00","140","1"
"400","91002","-1","8","2030/12/31 23:59:59","28002015","2018/01/01 5:00:00","141","1"
"500000","94002","-1","12","2030/12/31 23:59:59","28002015","2018/01/01 5:00:00","142","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002015","2018/01/01 5:00:00","143","1"
"400","91002","-1","8","2030/12/31 23:59:59","28002016","2018/01/01 5:00:00","144","1"
"500000","94002","-1","12","2030/12/31 23:59:59","28002016","2018/01/01 5:00:00","145","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002016","2018/01/01 5:00:00","146","1"
"400","91002","-1","8","2030/12/31 23:59:59","28002017","2018/01/01 5:00:00","147","1"
"3000000","94002","-1","12","2030/12/31 23:59:59","28002017","2018/01/01 5:00:00","148","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002017","2018/01/01 5:00:00","149","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002018","2018/01/01 5:00:00","150","1"
"3000000","94002","-1","12","2030/12/31 23:59:59","28002018","2018/01/01 5:00:00","151","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002018","2018/01/01 5:00:00","152","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002019","2018/01/01 5:00:00","153","1"
"3000000","94002","-1","12","2030/12/31 23:59:59","28002019","2018/01/01 5:00:00","154","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002019","2018/01/01 5:00:00","155","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002020","2018/01/01 5:00:00","156","1"
"5000000","94002","-1","12","2030/12/31 23:59:59","28002020","2018/01/01 5:00:00","157","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002020","2018/01/01 5:00:00","158","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002021","2018/01/01 5:00:00","159","1"
"5000000","94002","-1","12","2030/12/31 23:59:59","28002021","2018/01/01 5:00:00","160","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002021","2018/01/01 5:00:00","161","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002022","2018/01/01 5:00:00","162","1"
"5000000","94002","-1","12","2030/12/31 23:59:59","28002022","2018/01/01 5:00:00","163","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002022","2018/01/01 5:00:00","164","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002023","2018/01/01 5:00:00","165","1"
"5000000","94002","-1","12","2030/12/31 23:59:59","28002023","2018/01/01 5:00:00","166","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002023","2018/01/01 5:00:00","167","1"
"600","91002","-1","8","2030/12/31 23:59:59","28002024","2018/01/01 5:00:00","168","1"
"5000000","94002","-1","12","2030/12/31 23:59:59","28002024","2018/01/01 5:00:00","169","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002024","2018/01/01 5:00:00","170","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002025","2018/01/01 5:00:00","171","1"
"7500000","94002","-1","12","2030/12/31 23:59:59","28002025","2018/01/01 5:00:00","172","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002025","2018/01/01 5:00:00","173","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002026","2018/01/01 5:00:00","174","1"
"7500000","94002","-1","12","2030/12/31 23:59:59","28002026","2018/01/01 5:00:00","175","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002026","2018/01/01 5:00:00","176","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002027","2018/01/01 5:00:00","177","1"
"7500000","94002","-1","12","2030/12/31 23:59:59","28002027","2018/01/01 5:00:00","178","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002027","2018/01/01 5:00:00","179","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002028","2018/01/01 5:00:00","180","1"
"10000000","94002","-1","12","2030/12/31 23:59:59","28002028","2018/01/01 5:00:00","181","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002028","2018/01/01 5:00:00","182","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002029","2018/01/01 5:00:00","183","1"
"10000000","94002","-1","12","2030/12/31 23:59:59","28002029","2018/01/01 5:00:00","184","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002029","2018/01/01 5:00:00","185","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002030","2018/01/01 5:00:00","186","1"
"10000000","94002","-1","12","2030/12/31 23:59:59","28002030","2018/01/01 5:00:00","187","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002030","2018/01/01 5:00:00","188","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002031","2018/01/01 5:00:00","189","1"
"10000000","94002","-1","12","2030/12/31 23:59:59","28002031","2018/01/01 5:00:00","190","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002031","2018/01/01 5:00:00","191","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002032","2018/01/01 5:00:00","192","1"
"10000000","94002","-1","12","2030/12/31 23:59:59","28002032","2018/01/01 5:00:00","193","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002032","2018/01/01 5:00:00","194","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002033","2018/01/01 5:00:00","195","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002033","2018/01/01 5:00:00","196","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002033","2018/01/01 5:00:00","197","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002034","2018/01/01 5:00:00","198","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002034","2018/01/01 5:00:00","199","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002034","2018/01/01 5:00:00","200","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002035","2018/01/01 5:00:00","201","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002035","2018/01/01 5:00:00","202","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002035","2018/01/01 5:00:00","203","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002036","2018/01/01 5:00:00","204","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002036","2018/01/01 5:00:00","205","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002036","2018/01/01 5:00:00","206","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002037","2018/01/01 5:00:00","207","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002037","2018/01/01 5:00:00","208","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002037","2018/01/01 5:00:00","209","1"
"1100","91002","-1","8","2030/12/31 23:59:59","28002038","2018/01/01 5:00:00","210","1"
"15000000","94002","-1","12","2030/12/31 23:59:59","28002038","2018/01/01 5:00:00","211","1"
"1500","90007","-1","2","2030/12/31 23:59:59","28002038","2018/01/01 5:00:00","212","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003002","2018/01/01 5:00:00","213","1"
"10000","94002","-1","12","2030/12/31 23:59:59","26003002","2018/01/01 5:00:00","214","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003003","2018/01/01 5:00:00","215","1"
"10000","94002","-1","12","2030/12/31 23:59:59","26003003","2018/01/01 5:00:00","216","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003004","2018/01/01 5:00:00","217","1"
"10000","94002","-1","12","2030/12/31 23:59:59","26003004","2018/01/01 5:00:00","218","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003005","2018/01/01 5:00:00","219","1"
"50000","94002","-1","12","2030/12/31 23:59:59","26003005","2018/01/01 5:00:00","220","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003006","2018/01/01 5:00:00","221","1"
"50000","94002","-1","12","2030/12/31 23:59:59","26003006","2018/01/01 5:00:00","222","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003007","2018/01/01 5:00:00","223","1"
"100000","94002","-1","12","2030/12/31 23:59:59","26003007","2018/01/01 5:00:00","224","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003008","2018/01/01 5:00:00","225","1"
"100000","94002","-1","12","2030/12/31 23:59:59","26003008","2018/01/01 5:00:00","226","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003009","2018/01/01 5:00:00","227","1"
"100000","94002","-1","12","2030/12/31 23:59:59","26003009","2018/01/01 5:00:00","228","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003010","2018/01/01 5:00:00","229","1"
"100000","94002","-1","12","2030/12/31 23:59:59","26003010","2018/01/01 5:00:00","230","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003011","2018/01/01 5:00:00","231","1"
"200000","94002","-1","12","2030/12/31 23:59:59","26003011","2018/01/01 5:00:00","232","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003012","2018/01/01 5:00:00","233","1"
"200000","94002","-1","12","2030/12/31 23:59:59","26003012","2018/01/01 5:00:00","234","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003013","2018/01/01 5:00:00","235","1"
"200000","94002","-1","12","2030/12/31 23:59:59","26003013","2018/01/01 5:00:00","236","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003014","2018/01/01 5:00:00","237","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003014","2018/01/01 5:00:00","238","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003015","2018/01/01 5:00:00","239","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003015","2018/01/01 5:00:00","240","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003016","2018/01/01 5:00:00","241","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003016","2018/01/01 5:00:00","242","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003017","2018/01/01 5:00:00","243","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003017","2018/01/01 5:00:00","244","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003018","2018/01/01 5:00:00","245","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003018","2018/01/01 5:00:00","246","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003019","2018/01/01 5:00:00","247","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003019","2018/01/01 5:00:00","248","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003020","2018/01/01 5:00:00","249","1"
"500000","94002","-1","12","2030/12/31 23:59:59","26003020","2018/01/01 5:00:00","250","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003021","2018/01/01 5:00:00","251","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003021","2018/01/01 5:00:00","252","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003022","2018/01/01 5:00:00","253","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003022","2018/01/01 5:00:00","254","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003023","2018/01/01 5:00:00","255","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003023","2018/01/01 5:00:00","256","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003024","2018/01/01 5:00:00","257","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003024","2018/01/01 5:00:00","258","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003025","2018/01/01 5:00:00","259","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003025","2018/01/01 5:00:00","260","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003026","2018/01/01 5:00:00","261","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003026","2018/01/01 5:00:00","262","1"
"50","91002","-1","8","2030/12/31 23:59:59","26003027","2018/01/01 5:00:00","263","1"
"750000","94002","-1","12","2030/12/31 23:59:59","26003027","2018/01/01 5:00:00","264","1"
"350","91002","-1","8","2030/12/31 23:59:59","26002011","2018/01/01 5:00:00","265","1"
"350","91002","-1","8","2030/12/31 23:59:59","26002012","2018/01/01 5:00:00","266","1"
"350","91002","-1","8","2030/12/31 23:59:59","26002013","2018/01/01 5:00:00","267","1"
"350","91002","-1","8","2030/12/31 23:59:59","26002014","2018/01/01 5:00:00","268","1"
"550","91002","-1","8","2030/12/31 23:59:59","26002015","2018/01/01 5:00:00","269","1"
"550","91002","-1","8","2030/12/31 23:59:59","26002016","2018/01/01 5:00:00","270","1"
"550","91002","-1","8","2030/12/31 23:59:59","26002017","2018/01/01 5:00:00","271","1"
"550","91002","-1","8","2030/12/31 23:59:59","26002018","2018/01/01 5:00:00","272","1"
"550","91002","-1","8","2030/12/31 23:59:59","26002019","2018/01/01 5:00:00","273","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002020","2018/01/01 5:00:00","274","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002021","2018/01/01 5:00:00","275","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002022","2018/01/01 5:00:00","276","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002023","2018/01/01 5:00:00","277","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002024","2018/01/01 5:00:00","278","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002025","2018/01/01 5:00:00","279","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002026","2018/01/01 5:00:00","280","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002027","2018/01/01 5:00:00","281","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002028","2018/01/01 5:00:00","282","1"
"800","91002","-1","8","2030/12/31 23:59:59","26002029","2018/01/01 5:00:00","283","1"
"1000","91002","-1","8","2030/12/31 23:59:59","26002030","2018/01/01 5:00:00","284","1"
"1000","91002","-1","8","2030/12/31 23:59:59","26002031","2018/01/01 5:00:00","285","1"
"100","0","-1","5","2030/12/31 23:59:59","28012001","2018/01/01 5:00:00","286","1"
"100000","94002","-1","12","2030/12/31 23:59:59","28012001","2018/01/01 5:00:00","287","1"
"100","0","-1","5","2030/12/31 23:59:59","27004001","2018/01/01 5:00:00","288","1"
"100000","94002","-1","12","2030/12/31 23:59:59","27004001","2018/01/01 5:00:00","289","1"
"100","0","-1","5","2030/12/31 23:59:59","27004002","2018/01/01 5:00:00","290","1"
"100000","94002","-1","12","2030/12/31 23:59:59","27004002","2018/01/01 5:00:00","291","1"
"10","91002","-1","8","2030/12/31 23:59:59","11402001","2018/01/01 5:00:00","292","1"
"60","0","199","5","2030/12/31 23:59:59","15004001","2022/12/16 5:00:00","293","1"
"100","90007","199","2","2030/12/31 23:59:59","15004001","2022/12/16 5:00:00","294","1"
"30","0","-1","5","2030/12/31 23:59:59","15004001","2022/12/16 5:00:00","295","200"
"100","90007","-1","2","2030/12/31 23:59:59","15004001","2022/12/16 5:00:00","296","200"
"100","91002","-1","8","2030/12/31 23:59:59","21005039","2018/01/01 5:00:00","297","1"
