c3ebe1c02d1c51605c3c21652a0612a4ec2391cad8f56415b307dcc262da2d85,4befebbae95b7000ef4cee55fcc3844c96729b7e1176e2a3c34be548e94fdce2,dd683421c4a9517ad2336a06fd21a41311748fb4d59bb98eb79ea54418f76e3d,96b8c8ba33800f51bf25d8853b603a93894ce930178528af7cd796f87af3d5bb,8c74326daba4b1aa35c06ef91e3692151f7419e228ae09c81d7c480e36c6ec93,70103d86a8cac972c95243269edb47cdc8d03e6a72bca06cc428071bd37aee03
"107","91002","56011078","8","0","50"
"108","10201079","56011079","15","1001","1"
"109","10201080","56011080","15","1002","1"
"110","10201081","56011081","15","1003","1"
"111","91002","56011081","8","0","50"
"112","10201082","56011082","15","1001","1"
"113","10201083","56011083","15","1002","1"
"114","10201084","56011084","15","1003","1"
"115","91002","56011084","8","0","50"
"116","10201085","56011085","15","1001","1"
"117","10201086","56011086","15","1002","1"
"118","10201087","56011087","15","1003","1"
"119","91002","56011087","8","0","50"
"120","10201088","56011088","15","1001","1"
"121","10201089","56011089","15","1002","1"
"122","10201090","56011090","15","1003","1"
"123","91002","56011090","8","0","50"
"124","10201091","56011091","15","1001","1"
"125","10201092","56011092","15","1002","1"
"126","10201093","56011093","15","1003","1"
"127","91002","56011093","8","0","50"
"128","10201094","56011094","15","1001","1"
"129","10201095","56011095","15","1002","1"
"130","10201096","56011096","15","1003","1"
"131","91002","56011096","8","0","50"
"132","10201097","56011097","15","1001","1"
"133","10201098","56011098","15","1002","1"
"134","10201099","56011099","15","1003","1"
"135","91002","56011099","8","0","50"
"136","10201100","56011100","15","1001","1"
"137","10201101","56011101","15","1002","1"
"138","10201102","56011102","15","1003","1"
"139","91002","56011102","8","0","50"
"140","10201103","56011103","15","1001","1"
"141","10201104","56011104","15","1002","1"
"142","10201105","56011105","15","1003","1"
"143","91002","56011105","8","0","50"
"144","10201106","56011106","15","1001","1"
"145","10201107","56011107","15","1002","1"
"146","10201108","56011108","15","1003","1"
"147","91002","56011108","8","0","50"
"148","10201109","56011109","15","1001","1"
"149","10201110","56011110","15","1002","1"
"150","10201111","56011111","15","1003","1"
"151","91002","56011111","8","0","50"
"152","10201112","56011112","15","1001","1"
"153","10201113","56011113","15","1002","1"
"154","10201114","56011114","15","1003","1"
"155","91002","56011114","8","0","50"
"156","10201115","56011115","15","1001","1"
"157","10201116","56011116","15","1002","1"
"158","10201117","56011117","15","1003","1"
"159","91002","56011117","8","0","50"
"160","10201118","56011118","15","1001","1"
"161","10201119","56011119","15","1002","1"
"162","10201120","56011120","15","1003","1"
"163","91002","56011120","8","0","50"
"164","10201121","56011121","15","1001","1"
"165","10201122","56011122","15","1002","1"
"166","10201123","56011123","15","1003","1"
"167","91002","56011123","8","0","50"
"168","10201124","56011124","15","1001","1"
"169","10201125","56011125","15","1002","1"
"170","10201126","56011126","15","1003","1"
"171","91002","56011126","8","0","50"
"172","10201127","56011127","15","1001","1"
"173","10201128","56011128","15","1002","1"
"174","10201129","56011129","15","1003","1"
"175","91002","56011129","8","0","50"
"176","10201130","56011130","15","1001","1"
"177","10201131","56011131","15","1002","1"
"178","10201132","56011132","15","1003","1"
"179","91002","56011132","8","0","50"
"180","10201133","56011133","15","1001","1"
"181","10201134","56011134","15","1002","1"
"182","10201135","56011135","15","1003","1"
"183","91002","56011135","8","0","50"
"184","10201136","56011136","15","1001","1"
"185","10201137","56011137","15","1002","1"
"186","10201138","56011138","15","1003","1"
"187","91002","56011138","8","0","50"
"188","10201139","56011139","15","1001","1"
"189","10201140","56011140","15","1002","1"
"190","10201141","56011141","15","1003","1"
"191","91002","56011141","8","0","50"
"192","10201142","56011142","15","1001","1"
"193","10201143","56011143","15","1002","1"
"194","10201144","56011144","15","1003","1"
"195","91002","56011144","8","0","50"
"196","10201145","56011145","15","1001","1"
"197","10201146","56011146","15","1002","1"
"198","10201147","56011147","15","1003","1"
"199","91002","56011147","8","0","50"
"200","10201148","56011148","15","1001","1"
"201","10201149","56011149","15","1002","1"
"202","10201150","56011150","15","1003","1"
"203","91002","56011150","8","0","50"
"204","10201151","56011151","15","1001","1"
"205","10201152","56011152","15","1002","1"
"206","10201153","56011153","15","1003","1"
"207","91002","56011153","8","0","50"
"208","10201154","56011154","15","1001","1"
"209","10201155","56011155","15","1002","1"
"210","10201156","56011156","15","1003","1"
"211","91002","56011156","8","0","50"
"212","10201157","56011157","15","1001","1"
"213","10201158","56011158","15","1002","1"
"214","10201159","56011159","15","1003","1"
"215","91002","56011159","8","0","50"
"216","10201160","56011160","15","1001","1"
"217","10201161","56011161","15","1002","1"
"218","10201162","56011162","15","1003","1"
"219","91002","56011162","8","0","50"
"220","10201163","56011163","15","1001","1"
"221","10201164","56011164","15","1002","1"
"222","10201165","56011165","15","1003","1"
"223","91002","56011165","8","0","50"
"224","10201166","56011166","15","1001","1"
"225","10201167","56011167","15","1002","1"
"226","10201168","56011168","15","1003","1"
"227","91002","56011168","8","0","50"
"228","10201169","56011169","15","1001","1"
"229","10201170","56011170","15","1002","1"
"230","10201171","56011171","15","1003","1"
"231","91002","56011171","8","0","50"
"232","10201172","56011172","15","1001","1"
"233","10201173","56011173","15","1002","1"
"234","10201174","56011174","15","1003","1"
"235","91002","56011174","8","0","50"
"236","10201175","56011175","15","1001","1"
"237","10201176","56011176","15","1002","1"
"238","10201177","56011177","15","1003","1"
"239","91002","56011177","8","0","50"
"240","10201178","56011178","15","1001","1"
"241","10201179","56011179","15","1002","1"
"242","10201180","56011180","15","1003","1"
"243","91002","56011180","8","0","50"
"244","10201181","56011181","15","1001","1"
"245","10201182","56011182","15","1002","1"
"246","10201183","56011183","15","1003","1"
"247","91002","56011183","8","0","50"
"248","10201184","56011184","15","1001","1"
"249","10201185","56011185","15","1002","1"
"250","10201186","56011186","15","1003","1"
"251","91002","56011186","8","0","50"
"252","10201187","56011187","15","1001","1"
"253","10201188","56011188","15","1002","1"
"254","10201189","56011189","15","1003","1"
"255","91002","56011189","8","0","50"
"256","10201190","56011190","15","1001","1"
"257","10201191","56011191","15","1002","1"
"258","10201192","56011192","15","1003","1"
"259","91002","56011192","8","0","50"
"260","10201193","56011193","15","1001","1"
"261","10201194","56011194","15","1002","1"
"262","10201195","56011195","15","1003","1"
"263","91002","56011195","8","0","50"
"264","10201196","56011196","15","1001","1"
"265","10201197","56011197","15","1002","1"
"266","10201198","56011198","15","1003","1"
"267","91002","56011198","8","0","50"
"268","10201199","56011199","15","1001","1"
"269","10201200","56011200","15","1002","1"
"270","10201201","56011201","15","1003","1"
"271","91002","56011201","8","0","50"
"272","10201202","56011202","15","1001","1"
"273","10201203","56011203","15","1002","1"
"274","10201204","56011204","15","1003","1"
"275","91002","56011204","8","0","50"
"276","10201205","56011205","15","1001","1"
"277","10201206","56011206","15","1002","1"
"278","10201207","56011207","15","1003","1"
"279","91002","56011207","8","0","50"
"280","10201208","56011208","15","1001","1"
"281","10201209","56011209","15","1002","1"
"282","10201210","56011210","15","1003","1"
"283","91002","56011210","8","0","50"
"284","10201211","56011211","15","1001","1"
"285","10201212","56011212","15","1002","1"
"286","10201213","56011213","15","1003","1"
"287","91002","56011213","8","0","50"
"288","10201214","56011214","15","1001","1"
"289","10201215","56011215","15","1002","1"
"290","10201216","56011216","15","1003","1"
"291","91002","56011216","8","0","50"
"292","10201217","56011217","15","1001","1"
"293","10201218","56011218","15","1002","1"
"294","10201219","56011219","15","1003","1"
"295","91002","56011219","8","0","50"
"296","10201220","56011220","15","1001","1"
"297","10201221","56011221","15","1002","1"
"298","10201222","56011222","15","1003","1"
"299","91002","56011222","8","0","50"
"300","10201223","56011223","15","1001","1"
"301","10201224","56011224","15","1002","1"
"302","10201225","56011225","15","1003","1"
"303","91002","56011225","8","0","50"
"304","10201226","56011226","15","1001","1"
"305","10201227","56011227","15","1002","1"
"306","10201228","56011228","15","1003","1"
"307","91002","56011228","8","0","50"
"308","10201229","56011229","15","1001","1"
"309","10201230","56011230","15","1002","1"
"310","10201231","56011231","15","1003","1"
"311","91002","56011231","8","0","50"
"312","10201232","56011232","15","1001","1"
"313","10201233","56011233","15","1002","1"
"314","10201234","56011234","15","1003","1"
"315","91002","56011234","8","0","50"
"316","10202001","56012001","15","1003","1"
"317","10202002","56012002","15","1003","1"
"318","10202003","56012003","15","1003","1"
"319","10202004","56012004","15","1003","1"
"320","10202005","56012005","15","1003","1"
"321","10202006","56012006","15","1003","1"
"322","10202007","56012007","15","1003","1"
"323","10202008","56012008","15","1003","1"
"324","10202009","56012009","15","1003","1"
"325","10202010","56012010","15","1003","1"
"326","10202011","56012011","15","1003","1"
"327","10202012","56012012","15","1003","1"
"328","10202013","56012013","15","1003","1"
"329","10202014","56012014","15","1003","1"
"330","10202015","56012015","15","1003","1"
"447","10501001","54002001","15","1001","1"
"448","91002","54002001","8","0","50"
"449","10501002","54002002","15","1002","1"
"450","91002","54002002","8","0","50"
"451","10501003","54002003","15","1003","1"
"452","91002","54002003","8","0","50"
"453","10502001","54004001","15","1001","1"
"454","91002","54004001","8","0","50"
"455","10502002","54004002","15","1002","1"
"456","91002","54004002","8","0","50"
"457","10502003","54004003","15","1003","1"
"458","91002","54004003","8","0","50"
"459","10601001","55006001","15","1001","1"
"460","91002","55006001","8","0","10"
"461","10601002","55006002","15","1002","1"
"462","91002","55006002","8","0","30"
"463","10601003","55006003","15","1003","1"
"464","91002","55006003","8","0","50"
"465","10201235","56011235","15","1001","1"
"466","10201236","56011236","15","1002","1"
"467","10201237","56011237","15","1003","1"
"468","91002","56011237","8","0","50"
"469","10201238","56011238","15","1001","1"
"470","10201239","56011239","15","1002","1"
"471","10201240","56011240","15","1003","1"
"472","91002","56011240","8","0","50"
"473","10201241","56011241","15","1001","1"
"474","10201242","56011242","15","1002","1"
"475","10201243","56011243","15","1003","1"
"476","91002","56011243","8","0","50"
"477","10201244","56011244","15","1001","1"
"478","10201245","56011245","15","1002","1"
"479","10201246","56011246","15","1003","1"
"480","91002","56011246","8","0","50"
"481","10201247","56011247","15","1001","1"
"482","10201248","56011248","15","1002","1"
"483","10201249","56011249","15","1003","1"
"484","91002","56011249","8","0","50"
"485","10201250","56011250","15","1001","1"
"486","10201251","56011251","15","1002","1"
"487","10201252","56011252","15","1003","1"
"488","91002","56011252","8","0","50"
"489","10201253","56011253","15","1001","1"
"490","10201254","56011254","15","1002","1"
"491","10201255","56011255","15","1003","1"
"492","91002","56011255","8","0","50"
"493","10201256","56011256","15","1001","1"
"494","10201257","56011257","15","1002","1"
"495","10201258","56011258","15","1003","1"
"496","91002","56011258","8","0","50"
"497","10201259","56011259","15","1001","1"
"498","10201260","56011260","15","1002","1"
"499","10201261","56011261","15","1003","1"
"500","91002","56011261","8","0","50"
"501","10201262","56011262","15","1001","1"
"502","10201263","56011263","15","1002","1"
"503","10201264","56011264","15","1003","1"
"504","91002","56011264","8","0","50"
"505","10201265","56011265","15","1001","1"
"506","10201266","56011266","15","1002","1"
"507","10201267","56011267","15","1003","1"
"508","91002","56011267","8","0","50"
"509","10201268","56011268","15","1001","1"
"510","10201269","56011269","15","1002","1"
"511","10201270","56011270","15","1003","1"
"512","91002","56011270","8","0","50"
"513","10201271","56011271","15","1003","1"
"514","91002","56011271","8","0","100"
"515","10201272","56011272","15","1003","1"
"516","91002","56011272","8","0","100"
"517","10201273","56011273","15","1003","1"
"518","91002","56011273","8","0","100"
"519","10201274","56011274","15","1001","1"
"520","10201275","56011275","15","1002","1"
"521","10201276","56011276","15","1003","1"
"522","91002","56011276","8","0","50"
"523","10201277","56011277","15","1001","1"
"524","10201278","56011278","15","1002","1"
"525","10201279","56011279","15","1003","1"
"526","91002","56011279","8","0","50"
"527","10201280","56011280","15","1001","1"
"528","10201281","56011281","15","1002","1"
"529","10201282","56011282","15","1003","1"
"530","91002","56011282","8","0","50"
"531","10201283","56011283","15","1001","1"
"532","10201284","56011284","15","1002","1"
"533","10201285","56011285","15","1003","1"
"534","91002","56011285","8","0","50"
"535","10201286","56011286","15","1003","1"
"536","91002","56011286","8","0","100"
"537","11101001","56014001","15","1001","1"
"538","91002","56014001","8","0","10"
"539","11101002","56014002","15","1002","1"
"540","91002","56014002","8","0","20"
"541","11101003","56014003","15","1003","1"
"542","91002","56014003","8","0","50"
"543","11201001","56015001","15","1001","1"
"544","91002","56015001","8","0","50"
"545","11201002","56015002","15","1002","1"
"546","91002","56015002","8","0","50"
"547","11201003","56015003","15","1003","1"
"548","91002","56015003","8","0","50"
"549","10201287","56011287","15","1001","1"
"550","10201288","56011288","15","1002","1"
"551","10201289","56011289","15","1003","1"
"552","91002","56011289","8","0","50"
"553","10201290","56011290","15","1001","1"
"554","10201291","56011291","15","1002","1"
"555","10201292","56011292","15","1003","1"
"556","91002","56011292","8","0","50"
"557","10201293","56011293","15","1003","1"
"558","91002","56011293","8","0","100"
"559","10201294","56011294","15","1001","1"
"560","10201295","56011295","15","1002","1"
"561","10201296","56011296","15","1003","1"
"562","91002","56011296","8","0","50"
"563","10201297","56011297","15","1001","1"
"564","10201298","56011298","15","1002","1"
"565","10201299","56011299","15","1003","1"
"566","91002","56011299","8","0","50"
"567","10201300","56011300","15","1001","1"
"568","10201301","56011301","15","1002","1"
"569","10201302","56011302","15","1003","1"
"570","91002","56011302","8","0","50"
"571","10201303","56011303","15","1003","1"
"572","91002","56011303","8","0","100"
"573","10201304","56011304","15","1001","1"
"574","10201305","56011305","15","1002","1"
"575","10201306","56011306","15","1003","1"
"576","91002","56011306","8","0","50"
"577","10301015","58008015","15","1003","1"
"578","91002","58008015","8","0","50"
"579","10201307","56011307","15","1001","1"
"580","10201308","56011308","15","1002","1"
"581","10201309","56011309","15","1003","1"
"582","91002","56011309","8","0","50"
"583","10201310","56011310","15","1001","1"
"584","10201311","56011311","15","1002","1"
"585","10201312","56011312","15","1003","1"
"586","91002","56011312","8","0","50"
"587","10201313","56011313","15","1003","1"
"588","91002","56011313","8","0","100"
"589","10201314","56011314","15","1001","1"
"590","10201315","56011315","15","1002","1"
"591","10201316","56011316","15","1003","1"
"592","91002","56011316","8","0","50"
"593","10201317","56011317","15","1001","1"
"594","10201318","56011318","15","1002","1"
"595","10201319","56011319","15","1003","1"
"596","91002","56011319","8","0","50"
"597","10201320","56011320","15","1001","1"
"598","10201321","56011321","15","1002","1"
"599","10201322","56011322","15","1003","1"
"600","91002","56011322","8","0","50"
"601","10201323","56011323","15","1003","1"
"602","91002","56011323","8","0","100"
"603","10201324","56011324","15","1001","1"
"604","10201325","56011325","15","1002","1"
"605","10201326","56011326","15","1003","1"
"606","91002","56011326","8","0","50"
"607","10201327","56011327","15","1001","1"
"608","10201328","56011328","15","1002","1"
"609","10201329","56011329","15","1003","1"
"610","91002","56011329","8","0","50"
"611","10201330","56011330","15","1001","1"
"612","10201331","56011331","15","1002","1"
"613","10201332","56011332","15","1003","1"
"614","91002","56011332","8","0","50"
"615","10201333","56011333","15","1003","1"
"616","91002","56011333","8","0","100"
"617","10201334","56011334","15","1003","1"
"618","91002","56011334","8","0","100"
"619","10201335","56011335","15","1003","1"
"620","91002","56011335","8","0","100"
"621","10202100","56012100","15","1003","1"
"622","10201336","56011336","15","1001","1"
"623","10201337","56011337","15","1002","1"
"624","10201338","56011338","15","1003","1"
"625","91002","56011338","8","0","50"
"626","10201339","56011339","15","1001","1"
"627","10201340","56011340","15","1002","1"
"628","10201341","56011341","15","1003","1"
"629","91002","56011341","8","0","50"
"630","10202016","56012016","15","1003","1"
"631","10201342","56011342","15","1003","1"
"632","91002","56011342","8","0","100"
"633","10201343","56011343","15","1001","1"
"634","10201344","56011344","15","1002","1"
"635","10201345","56011345","15","1003","1"
"636","91002","56011345","8","0","50"
"637","10201346","56011346","15","1001","1"
"638","10201347","56011347","15","1002","1"
"639","10201348","56011348","15","1003","1"
"640","91002","56011348","8","0","50"
"641","10201349","56011349","15","1003","1"
"642","91002","56011349","8","0","100"
"643","10603001","55008001","15","1001","1"
"644","91002","55008001","8","0","50"
"645","10603002","55008002","15","1001","1"
"646","91002","55008002","8","0","50"
"647","10603003","55008003","15","1002","1"
"648","91002","55008003","8","0","50"
"649","10603004","55008004","15","1002","1"
"650","91002","55008004","8","0","50"
"651","10603005","55008005","15","1003","1"
"652","91002","55008005","8","0","50"
"653","10603006","55008006","15","1003","1"
"654","91002","55008006","8","0","50"
"655","10201350","56011350","15","1001","1"
"656","10201351","56011351","15","1002","1"
"657","10201352","56011352","15","1003","1"
"658","91002","56011352","8","0","50"
"659","10201353","56011353","15","1001","1"
"660","10201354","56011354","15","1002","1"
"661","10201355","56011355","15","1003","1"
"662","91002","56011355","8","0","50"
"663","10201356","56011356","15","1001","1"
"664","10201357","56011357","15","1002","1"
"665","10201358","56011358","15","1003","1"
"666","91002","56011358","8","0","50"
"667","10201359","56011359","15","1003","1"
"668","91002","56011359","8","0","100"
"669","10201360","56011360","15","1001","1"
"670","10201361","56011361","15","1002","1"
"671","10201362","56011362","15","1003","1"
"672","91002","56011362","8","0","50"
"673","10201363","56011363","15","1001","1"
"674","10201364","56011364","15","1002","1"
"675","10201365","56011365","15","1003","1"
"676","91002","56011365","8","0","50"
"677","10202017","56012017","15","1003","1"
"678","10201366","56011366","15","1001","1"
"679","10201367","56011367","15","1002","1"
"680","10201368","56011368","15","1003","1"
"681","91002","56011368","8","0","50"
"682","10201369","56011369","15","1001","1"
"683","10201370","56011370","15","1002","1"
"684","10201371","56011371","15","1003","1"
"685","91002","56011371","8","0","50"
"686","10201372","56011372","15","1003","1"
"687","91002","56011372","8","0","100"
"688","10201373","56011373","15","1001","1"
"689","10201374","56011374","15","1002","1"
"690","10201375","56011375","15","1003","1"
"691","91002","56011375","8","0","50"
"692","10201376","56011376","15","1001","1"
"693","10201377","56011377","15","1002","1"
"694","10201378","56011378","15","1003","1"
"695","91002","56011378","8","0","50"
"696","10201379","56011379","15","1001","1"
"697","10201380","56011380","15","1002","1"
"698","10201381","56011381","15","1003","1"
"699","91002","56011381","8","0","50"
"700","10201382","56011382","15","1001","1"
"701","10201383","56011383","15","1002","1"
"702","10201384","56011384","15","1003","1"
"703","91002","56011384","8","0","50"
"704","10201385","56011385","15","1003","1"
"705","91002","56011385","8","0","100"
"706","10201386","56011386","15","1001","1"
"707","10201387","56011387","15","1002","1"
"708","10201388","56011388","15","1003","1"
"709","91002","56011388","8","0","50"
"710","10201389","56011389","15","1001","1"
"711","10201390","56011390","15","1002","1"
"712","10201391","56011391","15","1003","1"
"713","91002","56011391","8","0","50"
"714","10201392","56011392","15","1001","1"
"715","10201393","56011393","15","1002","1"
"716","10201394","56011394","15","1003","1"
"717","91002","56011394","8","0","50"
"718","10201395","56011395","15","1003","1"
"719","91002","56011395","8","0","100"
"720","10201396","56011396","15","1003","1"
"721","91002","56011396","8","0","100"
"722","10201397","56011397","15","1001","1"
"723","10201398","56011398","15","1002","1"
"724","10201399","56011399","15","1003","1"
"725","91002","56011399","8","0","50"
"726","10201400","56011400","15","1001","1"
"727","10201401","56011401","15","1002","1"
"728","10201402","56011402","15","1003","1"
"729","91002","56011402","8","0","50"
"730","10201403","56011403","15","1001","1"
"731","10201404","56011404","15","1002","1"
"732","10201405","56011405","15","1003","1"
"733","91002","56011405","8","0","50"
"734","10201406","56011406","15","1003","1"
"735","91002","56011406","8","0","100"
"736","10201407","56011407","15","1001","1"
"737","10201408","56011408","15","1002","1"
"738","10201409","56011409","15","1003","1"
"739","91002","56011409","8","0","50"
"740","10201410","56011410","15","1001","1"
"741","10201411","56011411","15","1002","1"
"742","10201412","56011412","15","1003","1"
"743","91002","56011412","8","0","50"
"744","10201413","56011413","15","1003","1"
"745","91002","56011413","8","0","100"
"746","10201414","56011414","15","1001","1"
"747","10201415","56011415","15","1002","1"
"748","10201416","56011416","15","1003","1"
"749","91002","56011416","8","0","50"
"750","10201417","56011417","15","1001","1"
"751","10201418","56011418","15","1002","1"
"752","10201419","56011419","15","1003","1"
"753","91002","56011419","8","0","50"
"754","10201420","56011420","15","1001","1"
"755","10201421","56011421","15","1002","1"
"756","10201422","56011422","15","1003","1"
"757","91002","56011422","8","0","50"
"758","10201423","56011423","15","1003","1"
"759","91002","56011423","8","0","100"
"760","10201424","56011424","15","1001","1"
"761","10201425","56011425","15","1002","1"
"762","10201426","56011426","15","1003","1"
"763","91002","56011426","8","0","50"
"764","10201427","56011427","15","1001","1"
"765","10201428","56011428","15","1002","1"
"766","10201429","56011429","15","1003","1"
"767","91002","56011429","8","0","50"
"768","10201430","56011430","15","1001","1"
"769","10201431","56011431","15","1002","1"
"770","10201432","56011432","15","1003","1"
"771","91002","56011432","8","0","50"
"772","10201433","56011433","15","1001","1"
"773","10201434","56011434","15","1002","1"
"774","10201435","56011435","15","1003","1"
"775","91002","56011435","8","0","50"
"776","10201436","56011436","15","1003","1"
"777","91002","56011436","8","0","100"
"778","10201437","56011437","15","1001","1"
"779","10201438","56011438","15","1002","1"
"780","10201439","56011439","15","1003","1"
"781","91002","56011439","8","0","50"
"782","10201440","56011440","15","1001","1"
"783","10201441","56011441","15","1002","1"
"784","10201442","56011442","15","1003","1"
"785","91002","56011442","8","0","50"
"786","10201443","56011443","15","1001","1"
"787","10201444","56011444","15","1002","1"
"788","10201445","56011445","15","1003","1"
"789","91002","56011445","8","0","50"
"790","10201446","56011446","15","1003","1"
"791","91002","56011446","8","0","100"
"792","10201447","56011447","15","1001","1"
"793","10201448","56011448","15","1002","1"
"794","10201449","56011449","15","1003","1"
"795","91002","56011449","8","0","50"
"796","10201450","56011450","15","1001","1"
"797","10201451","56011451","15","1002","1"
"798","10201452","56011452","15","1003","1"
"799","91002","56011452","8","0","50"
"800","10201453","56011453","15","1001","1"
"801","10201454","56011454","15","1002","1"
"802","10201455","56011455","15","1003","1"
"803","91002","56011455","8","0","50"
"804","10201456","56011456","15","1001","1"
"805","10201457","56011457","15","1002","1"
"806","10201458","56011458","15","1003","1"
"807","91002","56011458","8","0","50"
"808","10201459","56011459","15","1001","1"
"809","10201460","56011460","15","1002","1"
"810","10201461","56011461","15","1003","1"
"811","91002","56011461","8","0","50"
"812","10201462","56011462","15","1003","1"
"813","91002","56011462","8","0","100"
"814","10201463","56011463","15","1003","1"
"815","91002","56011463","8","0","100"
"816","10201464","56011464","15","1003","1"
"817","91002","56011464","8","0","100"
"818","10201465","56011465","15","1001","1"
"819","10201466","56011466","15","1002","1"
"820","10201467","56011467","15","1003","1"
"821","91002","56011467","8","0","50"
"822","10201468","56011468","15","1001","1"
"823","10201469","56011469","15","1002","1"
"824","10201470","56011470","15","1003","1"
"825","91002","56011470","8","0","50"
"826","10201471","56011471","15","1003","1"
"827","91002","56011471","8","0","100"
"828","10201472","56011472","15","1001","1"
"829","10201473","56011473","15","1002","1"
"830","10201474","56011474","15","1003","1"
"831","91002","56011474","8","0","50"
"832","10201475","56011475","15","1001","1"
"833","10201476","56011476","15","1002","1"
"834","10201477","56011477","15","1003","1"
"835","91002","56011477","8","0","50"
"836","10201484","56011484","15","1003","1"
"837","91002","56011484","8","0","100"
"838","10201485","56011485","15","1001","1"
"839","10201486","56011486","15","1002","1"
"840","10201487","56011487","15","1003","1"
"841","91002","56011487","8","0","50"
"842","10201488","56011488","15","1001","1"
"843","10201489","56011489","15","1002","1"
"844","10201490","56011490","15","1003","1"
"845","91002","56011490","8","0","50"
"846","10201491","56011491","15","1001","1"
"847","10201492","56011492","15","1002","1"
