e844089cd9906b9b501b24d8ec1a2e41b51d381c1796b6a9aa73f10ce6788051,7c8fb9c5ce7b20076951423188b40532681b73b65e2ab0aacc466fc93265b610,4ccffeff217cb6059cef25d6cd0d60e7fe5fd3eb9c355454029aed2ffd548eca,eaa9e898794e30698a0dbb12f0b87c978f95901d0e2f4b7105f36b4110573379,40b0cca799eec3936aea0caa8221211298507a014eb3c28767fbd494f8a9835d,11e8a4200b8601279c4bb155de9bcc401593759f912c3a209a984fab502faee4
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201551","107001","2025/01/31 12:00:00","10201034"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201551","106801","2025/01/31 12:00:00","10201035"
"バトル開始後味方全体のＴＰ大回復","3014","10201551","106801","2025/01/31 12:00:00","10201036"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201551","111501","2025/01/31 12:00:00","10201037"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201551","111501","2025/01/31 12:00:00","10201038"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201551","123801","2025/01/31 12:00:00","10201039"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201551","123801","2025/01/31 12:00:00","10201040"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10201551","133901","2025/02/10 12:00:00","10201041"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201551","133901","2025/02/10 12:00:00","10201042"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10201551","115001","2025/01/31 12:00:00","10201043"
"バトル開始後味方全体の行動不能\n2回無効","3013","10201551","115001","2025/01/31 12:00:00","10201044"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10201551","126601","2025/01/31 12:00:00","10201045"
"バトル開始後味方全体のＴＰ大回復","3014","10201551","126601","2025/01/31 12:00:00","10201046"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10201551","133801","2025/02/20 12:00:00","10201047"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10201551","133801","2025/02/20 12:00:00","10201048"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10201551","121201","2025/01/31 12:00:00","10201049"
"バトル開始後味方全体のＴＰ大回復","3014","10201551","121201","2025/01/31 12:00:00","10201050"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10201551","133701","2025/01/31 12:00:00","10201051"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10201551","133701","2025/01/31 12:00:00","10201052"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10202501","104201","2025/02/28 12:00:00","10202001"
"バトル開始後味方全体のＴＰ大回復","3014","10202501","104201","2025/02/28 12:00:00","10202002"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10202501","118101","2025/02/28 12:00:00","10202003"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10202501","118101","2025/02/28 12:00:00","10202004"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10202501","108401","2025/02/28 12:00:00","10202005"
"バトル開始後味方全体のＴＰ大回復","3014","10202501","108401","2025/02/28 12:00:00","10202006"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10202501","117301","2025/02/28 12:00:00","10202007"
"バトル開始後味方全体の行動不能\n2回無効","3013","10202501","117301","2025/02/28 12:00:00","10202008"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10202501","134401","2025/03/15 12:00:00","10202009"
"バトル開始後味方全体のＴＰ大回復","3014","10202501","134401","2025/03/15 12:00:00","10202010"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10202501","126901","2025/02/28 12:00:00","10202011"
"バトル開始後味方全体のＴＰ大回復","3014","10202501","126901","2025/02/28 12:00:00","10202012"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10202501","134301","2025/03/03 19:00:00","10202013"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10202501","134301","2025/03/03 19:00:00","10202014"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10202501","105901","2025/02/28 12:00:00","10202015"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10202501","105901","2025/02/28 12:00:00","10202016"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10202501","106401","2025/02/28 12:00:00","10202017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10202501","106401","2025/02/28 12:00:00","10202018"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10202501","105401","2025/02/28 12:00:00","10202019"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10202501","105401","2025/02/28 12:00:00","10202020"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10203501","104001","2025/03/31 12:00:00","10203001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10203501","104001","2025/03/31 12:00:00","10203002"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10203501","126401","2025/03/31 12:00:00","10203003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10203501","126401","2025/03/31 12:00:00","10203004"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10203501","110701","2025/03/31 12:00:00","10203005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10203501","110701","2025/03/31 12:00:00","10203006"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10203501","116701","2025/03/31 12:00:00","10203007"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10203501","116701","2025/03/31 12:00:00","10203008"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10203501","122101","2025/03/31 12:00:00","10203009"
"バトル開始後味方全体のＴＰ大回復","3014","10203501","122101","2025/03/31 12:00:00","10203010"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10203501","134601","2025/03/31 12:00:00","10203011"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10203501","134601","2025/03/31 12:00:00","10203012"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10203501","134501","2025/04/08 12:00:00","10203013"
"バトル開始後味方全体のＴＰ大回復","3014","10203501","134501","2025/04/08 12:00:00","10203014"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10203501","127801","2025/03/31 12:00:00","10203015"
"バトル開始後味方全体のＴＰ大回復","3014","10203501","127801","2025/03/31 12:00:00","10203016"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10203501","126501","2025/03/31 12:00:00","10203017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10203501","126501","2025/03/31 12:00:00","10203018"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10203501","134701","2025/04/15 15:00:00","10203019"
"バトル開始後味方全体のＴＰ大回復","3014","10203501","134701","2025/04/15 15:00:00","10203020"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10204501","132501","2025/05/15 15:00:00","10204001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10204501","132501","2025/05/15 15:00:00","10204002"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10204501","132301","2025/05/03 19:00:00","10204003"
"バトル開始後味方全体のＴＰ大回復","3014","10204501","132301","2025/05/03 19:00:00","10204004"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10204501","100901","2025/04/30 12:00:00","10204005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10204501","100901","2025/04/30 12:00:00","10204006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10204501","102701","2025/04/30 12:00:00","10204007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10204501","102701","2025/04/30 12:00:00","10204008"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10204501","101301","2025/04/30 12:00:00","10204009"
"バトル開始後味方全体のＴＰ大回復","3014","10204501","101301","2025/04/30 12:00:00","10204010"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10204501","105101","2025/04/30 12:00:00","10204011"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10204501","105101","2025/04/30 12:00:00","10204012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10204501","105601","2025/04/30 12:00:00","10204013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10204501","105601","2025/04/30 12:00:00","10204014"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10205501","134901","2025/06/10 12:00:00","10205001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10205501","134901","2025/06/10 12:00:00","10205002"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10205501","105401","2025/05/31 12:00:00","10205003"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10205501","105401","2025/05/31 12:00:00","10205004"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10205501","113901","2025/05/31 12:00:00","10205005"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10205501","113901","2025/05/31 12:00:00","10205006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10205501","117401","2025/05/31 12:00:00","10205007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10205501","117401","2025/05/31 12:00:00","10205008"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10205501","134801","2025/05/31 12:00:00","10205009"
"バトル開始後味方全体のＴＰ大回復","3014","10205501","134801","2025/05/31 12:00:00","10205010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10205501","106501","2025/05/31 12:00:00","10205011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10205501","106501","2025/05/31 12:00:00","10205012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10205501","104501","2025/05/31 12:00:00","10205013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10205501","104501","2025/05/31 12:00:00","10205014"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10205501","129701","2025/05/31 12:00:00","10205015"
"バトル開始後味方全体の行動不能\n2回無効","3013","10205501","129701","2025/05/31 12:00:00","10205016"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10206501","129001","2025/06/30 12:00:00","10206001"
"バトル開始後味方全体の行動不能\n2回無効","3013","10206501","129001","2025/06/30 12:00:00","10206002"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10206501","106401","2025/06/30 12:00:00","10206003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10206501","106401","2025/06/30 12:00:00","10206004"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10206501","126101","2025/06/30 12:00:00","10206005"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10206501","126101","2025/06/30 12:00:00","10206006"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10206501","135001","2025/06/30 12:00:00","10206007"
"バトル開始後味方全体のＴＰ大回復","3014","10206501","135001","2025/06/30 12:00:00","10206008"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10206501","120701","2025/06/30 12:00:00","10206009"
"バトル開始後味方全体のＴＰ大回復","3014","10206501","120701","2025/06/30 12:00:00","10206010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10206501","181201","2025/06/30 12:00:00","10206011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10206501","181201","2025/06/30 12:00:00","10206012"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10206501","135101","2025/07/10 12:00:00","10206013"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10206501","135101","2025/07/10 12:00:00","10206014"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10207501","129601","2025/07/31 12:00:00","10207001"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10207501","129601","2025/07/31 12:00:00","10207002"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10207501","126001","2025/07/31 12:00:00","10207003"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10207501","126001","2025/07/31 12:00:00","10207004"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10207501","135401","2025/08/10 12:00:00","10207005"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10207501","135401","2025/08/10 12:00:00","10207006"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10207501","135301","2025/07/31 12:00:00","10207007"
"バトル開始後味方全体のＴＰ大回復","3014","10207501","135301","2025/07/31 12:00:00","10207008"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10207501","106001","2025/07/31 12:00:00","10207009"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10207501","106001","2025/07/31 12:00:00","10207010"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10207501","103001","2025/07/31 12:00:00","10207011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10207501","103001","2025/07/31 12:00:00","10207012"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10207501","129701","2025/07/31 12:00:00","10207013"
"バトル開始後味方全体の行動不能\n2回無効","3013","10207501","129701","2025/07/31 12:00:00","10207014"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10207501","125801","2025/07/31 12:00:00","10207015"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10207501","125801","2025/07/31 12:00:00","10207016"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10207501","107801","2025/07/31 12:00:00","10207017"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10207501","107801","2025/07/31 12:00:00","10207018"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10207501","137101","2025/08/15 15:00:00","10207019"
"バトル開始後味方全体のＴＰ大回復","3014","10207501","137101","2025/08/15 15:00:00","10207020"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10207501","131601","2025/07/31 12:00:00","10207021"
"バトル開始後味方全体のＴＰ大回復","3014","10207501","131601","2025/07/31 12:00:00","10207022"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","135501","2025/08/31 12:00:00","10208001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","135501","2025/08/31 12:00:00","10208002"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","135601","2025/09/08 12:00:00","10208003"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","135601","2025/09/08 12:00:00","10208004"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","100101","2025/08/31 12:00:00","10208005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","100101","2025/08/31 12:00:00","10208006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","100301","2025/08/31 12:00:00","10208007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","100301","2025/08/31 12:00:00","10208008"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10208501","108701","2025/08/31 12:00:00","10208009"
"バトル開始後味方全体のＴＰ大回復","3014","10208501","108701","2025/08/31 12:00:00","10208010"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10208501","180101","2025/08/31 12:00:00","10208011"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10208501","180101","2025/08/31 12:00:00","10208012"
"バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","3005","10208501","122401","2025/08/31 12:00:00","10208013"
"バトル開始後味方全体の行動不能\n2回無効","3013","10208501","122401","2025/08/31 12:00:00","10208014"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10208501","128701","2025/08/31 12:00:00","10208015"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10208501","128701","2025/08/31 12:00:00","10208016"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10208501","135701","2025/09/16 15:00:00","10208017"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10208501","135701","2025/09/16 15:00:00","10208018"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10208501","108901","2025/08/31 12:00:00","10208019"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10208501","108901","2025/08/31 12:00:00","10208020"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10208501","114001","2025/08/31 12:00:00","10208021"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10208501","114001","2025/08/31 12:00:00","10208022"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","180301","2025/08/31 12:00:00","10208023"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","180301","2025/08/31 12:00:00","10208024"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10208501","122501","2025/08/31 12:00:00","10208025"
"バトル開始後味方全体のＴＰ大回復","3014","10208501","122501","2025/08/31 12:00:00","10208026"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10208501","128801","2025/08/31 12:00:00","10208027"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10208501","128801","2025/08/31 12:00:00","10208028"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10209501","135901","2025/10/10 12:00:00","10209001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10209501","135901","2025/10/10 12:00:00","10209002"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10209501","135801","2025/09/30 12:00:00","10209003"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10209501","135801","2025/09/30 12:00:00","10209004"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10209501","133101","2025/09/30 12:00:00","10209005"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10209501","133101","2025/09/30 12:00:00","10209006"
"バトル開始後90秒間物理攻撃力極大\nアップ","3001","10209501","133001","2025/09/30 12:00:00","10209007"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10209501","133001","2025/09/30 12:00:00","10209008"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10209501","100701","2025/09/30 12:00:00","10209009"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10209501","100701","2025/09/30 12:00:00","10209010"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10209501","108201","2025/09/30 12:00:00","10209011"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10209501","108201","2025/09/30 12:00:00","10209012"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10209501","119901","2025/09/30 12:00:00","10209013"
"バトル開始後味方全体のＴＰ大回復","3014","10209501","119901","2025/09/30 12:00:00","10209014"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10210501","136001","2025/10/31 12:00:00","10210001"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10210501","136001","2025/10/31 12:00:00","10210002"
"バトル開始後90秒間敵全体の物理防\n御力特大ダウン","3011","10210501","101401","2025/10/31 12:00:00","10210003"
"バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","3011","10210501","101401","2025/10/31 12:00:00","10210004"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10210501","136201","2025/11/14 12:00:00","10210005"
"バトル開始後味方全体のＴＰ大回復","3014","10210501","136201","2025/11/14 12:00:00","10210006"
"バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","3011","10210501","112201","2025/10/31 12:00:00","10210007"
"バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","3011","10210501","112201","2025/10/31 12:00:00","10210008"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10210501","115701","2025/10/31 12:00:00","10210009"
"バトル開始後味方全体のＴＰ大回復","3014","10210501","115701","2025/10/31 12:00:00","10210010"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10210501","128501","2025/10/31 12:00:00","10210011"
"バトル開始後味方全体のＴＰ大回復","3014","10210501","128501","2025/10/31 12:00:00","10210012"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10210501","137401","2025/11/03 12:00:00","10210013"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10210501","137401","2025/11/03 12:00:00","10210014"
"バトル開始後90秒間味方全体の物理\n防御力特大アップ","3002","10210501","134901","2025/10/31 12:00:00","10210015"
"バトル開始後90秒間味方全体の魔法\n防御力特大アップ","3004","10210501","134901","2025/10/31 12:00:00","10210016"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10210501","129701","2025/10/31 12:00:00","10210017"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10210501","129701","2025/10/31 12:00:00","10210018"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10210501","134701","2025/10/31 12:00:00","10210019"
"バトル開始後味方全体のＴＰ大回復","3014","10210501","134701","2025/10/31 12:00:00","10210020"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10210501","134801","2025/10/31 12:00:00","10210021"
"バトル開始後味方全体のＴＰ大回復","3014","10210501","134801","2025/10/31 12:00:00","10210022"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10211501","118201","2025/11/30 12:00:00","10211001"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","118201","2025/11/30 12:00:00","10211002"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10211501","100201","2025/11/30 12:00:00","10211003"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10211501","100201","2025/11/30 12:00:00","10211004"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10211501","131201","2025/11/30 12:00:00","10211005"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","131201","2025/11/30 12:00:00","10211006"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10211501","136301","2025/12/15 15:00:00","10211007"
"バトル開始後味方全体のＴＰ大回復","3014","10211501","136301","2025/12/15 15:00:00","10211008"
"バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","3010","10211501","108801","2025/11/30 12:00:00","10211009"
"バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","3010","10211501","108801","2025/11/30 12:00:00","10211010"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10211501","180201","2025/11/30 12:00:00","10211011"
"バトル開始後90秒間ＴＰ上昇特大アッ\nプ","3010","10211501","180201","2025/11/30 12:00:00","10211012"
"バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","3001","10211501","115601","2025/11/30 12:00:00","10211013"
"バトル開始後味方全体のＴＰ大回復","3014","10211501","115601","2025/11/30 12:00:00","10211014"
"バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","3003","10211501","122601","2025/11/30 12:00:00","10211015"
"バトル開始後味方全体のＴＰ大回復","3014","10211501","122601","2025/11/30 12:00:00","10211016"
"バトル開始後90秒間魔法攻撃力極大\nアップ","3003","10211501","128901","2025/11/30 12:00:00","10211017"
