e992fad141c883a1b7046ff4571c2aa0ef689941f9fcc95e30714b80201e3d2b,beee8508236359446a06561dfb2d0571e782f2ea40b13f61d11d4c0ce16cbbdf,b54fafae7a1f8be00854bdcc833939b50ac6225f418f7471677ba3ae69533ed0,8a367485f58a1f56042d884392d5118608c13d96c3afdfa580c739ddd1096be7,39f2aa31cf3e69f219aabcae1bac955ab07598cc7863699d6f7ca678cd18af8c,d8a17d3e12c93dbb3b94ee7322a73a40c2ed1227f36472181d4a35fb0effa42b,903b6f0ae6bb53528366f86c21fc1cb7c2e816e803b55992133c9a35ea077896,036c23f9403b0e0dd6c16a847bc9d7c74dfdd1ba842dfd0093250a3186a2225c,01d620509a78ab27791309c81752f7d8ce275547be95f1743fd0f6fc369fd63a,f7338fc15c6fc551b9fd1298154ae55062e8de7995f4622aa0877af60264f5c9,49c3e3ac71993a96865c1b5dfc2a7dbcf0065a010aaf560e2b12e527e3925e30,3ae664020516c71e443253b885773f7a277b4d5af998638b462e09e098a4183c,d6735a804ef2a9f78077b0aefebf74b1de15965816b0a5e8f822fd3cea468718,e15d218b1222ce40200bd85609b0b262c097dbba2a65623a50e5a82fb1339f21
"bgm_M128","bgm_M128","0","0","0","0","20006","0","1","王都ランドソル","201","0","0","20006201"
"bgm_M135","bgm_M135","0","1","0","0","20007","0","1","ランドソル郊外","201","0","0","20007101"
"bgm_M29","bgm_M29","1","2","80","0","20007","0","1","霊界","201","202","208","20007102"
"bgm_M135","bgm_M135","1","3","0","1","20007","0","1","ランドソル中央部","201","202","209","20007103"
"bgm_M135","bgm_M135","0","1","0","31","20007","0","1","ランドソル郊外","201","0","0","20007201"
"bgm_M162","bgm_M162","0","0","0","0","20008","35","1","ランドソル近郊","201","0","0","20008101"
"bgm_M162","bgm_M162","0","0","0","0","20008","0","1","ランドソル近郊","201","0","0","20008201"
"bgm_M171","bgm_M171","0","1","0","11","20009","110","1","サレンディア救護院","201","0","0","20009101"
"bgm_M171","bgm_M171","0","1","0","0","20009","0","1","王都ランドソル","201","0","0","20009201"
"bgm_M182","bgm_M182","0","1","180","0","20010","1","1","神殿への参道","201","0","0","20010101"
"bgm_M182","bgm_M182","0","1","0","0","20010","0","1","神殿への参道","201","0","0","20010201"
"bgm_M189","bgm_M189","0","1","0","0","20011","0","1","王都ランドソル","201","0","0","20011101"
"bgm_M189","bgm_M189","0","2","0","0","20011","110","1","キッチンスタジアム","201","0","0","20011102"
"bgm_M189","bgm_M189","0","1","0","0","20011","0","1","キッチンスタジアム","201","0","0","20011201"
"bgm_M206","bgm_M206","0","1","0","0","20012","115","1","王都ランドソル","201","0","0","20012101"
"bgm_M206","bgm_M206","0","1","0","0","20012","0","1","王都ランドソル","201","0","0","20012201"
"bgm_M215","bgm_M215","0","1","0","0","20013","100","1","ガストロス山","201","0","0","20013101"
"bgm_M215","bgm_M215","1","2","0","11","20013","0","1","光の裂け目","201","202","208","20013102"
"bgm_M215","bgm_M215","0","1","0","0","20013","0","1","光の裂け目","201","0","0","20013201"
"bgm_M223","bgm_M223","0","1","0","0","20014","120","1","オーエド町","201","0","0","20014101"
"bgm_M223","bgm_M223","0","1","0","0","20014","0","1","オーエド町","201","0","0","20014201"
"bgm_M237","bgm_M237","0","1","0","12","20015","98","1","サンレインビーチ","201","0","0","20015101"
"bgm_M237","bgm_M237","0","0","0","0","20015","0","1","サンレインビーチ","201","0","0","20015201"
"bgm_M245_02","bgm_M245","0","0","0","0","20016","150","1","マホマホ王国避暑地？","201","0","0","20016101"
"bgm_M245_02","bgm_M245","0","0","0","0","20016","0","1","マホマホ王国避暑地？","201","0","0","20016201"
"bgm_M254","bgm_M254","0","1","0","0","20017","70","1","聖テレサ女学院","201","0","0","20017101"
"bgm_M254","bgm_M254","0","0","0","0","20017","0","1","聖テレサ女学院","201","0","0","20017201"
"bgm_M265_Top","bgm_M265","0","1","0","0","20018","0","1","テラーハウス周辺","201","0","0","20018101"
"bgm_M265_Top","bgm_M265","1","2","0","0","20018","0","1","ゴーストグレイヴ","201","202","0","20018102"
"bgm_M265_Top","bgm_M265","0","1","0","0","20018","0","1","ゴーストグレイヴ","201","0","0","20018201"
"bgm_M273","bgm_M273","0","0","0","0","20019","90","1","エルピス島 開拓キャンプ一帯","201","0","0","20019101"
"bgm_M273","bgm_M273","0","0","0","0","20019","0","1","エルピス島 開拓キャンプ一帯","201","0","0","20019201"
"bgm_M281","bgm_M281","0","1","0","0","20020","0","1","王都ランドソル 郊外","201","0","0","20020101"
"bgm_M281","bgm_M281","0","2","0","11","20020","0","1","王都ランドソル 中央広場","201","0","0","20020102"
"bgm_M281","bgm_M281","0","1","0","0","20020","0","1","王都ランドソル 中央広場","201","0","0","20020201"
"bgm_M294","bgm_M294","0","1","0","0","20021","30","1","ギルドレース　１区→２区","201","0","0","20021101"
"bgm_M294","bgm_M294","0","2","0","0","20021","30","1","ギルドレース　３区→４区","201","0","0","20021102"
"bgm_M294","bgm_M294","0","1","0","0","20021","0","1","ギルドレース　３区→４区","201","0","0","20021201"
"bgm_M316","bgm_M316","0","1","0","0","20022","87","1","王都ランドソル","201","0","0","20022101"
"bgm_M316","bgm_M316","0","1","0","0","20022","0","1","王都ランドソル","201","0","0","20022201"
"bgm_M343","bgm_M343","0","1","0","0","20023","45","1","聖テレサ女学院","201","0","0","20023101"
"bgm_M343","bgm_M343","0","0","0","0","20023","0","1","聖テレサ女学院","201","0","0","20023201"
"bgm_M351","bgm_M351","0","1","0","0","20024","0","1","エリザベスパーク","201","0","0","20024101"
"bgm_M351","bgm_M351","0","2","0","0","20024","0","1","王都ランドソル","201","0","0","20024102"
"bgm_M351","bgm_M351","0","3","0","0","20024","0","1","エリザベスパーク","201","0","0","20024103"
"bgm_M351","bgm_M351","0","1","0","0","20024","0","1","エリザベスパーク","201","0","0","20024201"
"bgm_M375","bgm_M375","0","0","0","0","20025","200","1","不思議の国","201","0","0","20025101"
"bgm_M375","bgm_M375","0","0","0","0","20025","100","1","不思議の国","201","0","0","20025201"
"bgm_M380A","bgm_M380A","0","1","0","0","20026","90","1","ウィッシュビーチ周辺","201","0","0","20026101"
"bgm_M380B_02","bgm_M380B","0","2","0","0","20026","0","1","星降る天の川","201","0","0","20026102"
"bgm_M380B_02","bgm_M380B","0","0","0","0","20026","0","1","星降る天の川","201","0","0","20026201"
"bgm_M393","bgm_M393","0","0","0","0","20027","115","1","ビーチボールパーク","201","0","0","20027101"
"bgm_M393","bgm_M393","0","0","0","0","20027","0","1","ビーチボールパーク","201","0","0","20027201"
"bgm_M403","bgm_M403","0","1","0","0","20028","80","1","王都ランドソル","201","0","0","20028101"
"bgm_M403","bgm_M403","0","1","0","0","20028","0","1","王都ランドソル","201","0","0","20028201"
"bgm_M413","bgm_M413","0","0","0","0","20029","128","1","ハロウィンパーク","201","0","0","20029101"
"bgm_M413","bgm_M413","0","0","0","0","20029","0","1","ハロウィンパーク","201","0","0","20029201"
"bgm_M421","bgm_M421","0","1","0","0","20030","80","1","王都ランドソル","201","0","0","20030101"
"bgm_M421","bgm_M421","0","1","0","0","20030","0","1","王都ランドソル","201","0","0","20030201"
"bgm_M426","bgm_M426","0","1","0","0","20031","60","1","デビュタント・シャングリ・ラ会場","201","0","0","20031101"
"bgm_M426","bgm_M426","0","1","0","0","20031","0","1","デビュタント・シャングリ・ラ会場","201","0","0","20031201"
"bgm_M435","bgm_M435","0","1","0","0","20032","100","1","港町・オーマ","201","0","0","20032101"
"bgm_M435","bgm_M435","0","1","0","0","20032","0","1","港町・オーマ","201","0","0","20032201"
"bgm_M442A","bgm_M442A","0","1","0","0","20033","70","1","ランドソル近郊","201","0","0","20033101"
"bgm_M442A","bgm_M442A","0","0","0","0","20033","0","1","ランドソル近郊","201","0","0","20033201"
"bgm_M442B","bgm_M442B","0","0","0","0","20034","25","1","エルフの里　清らかな森","201","0","0","20034101"
"bgm_M442B","bgm_M442B","0","0","0","0","20034","0","1","エルフの里　清らかな森","201","0","0","20034201"
"bgm_M451","bgm_M451","0","1","0","0","20035","0","1","ランドソル近郊","201","0","0","20035101"
"bgm_M451","bgm_M451","0","2","0","0","20035","0","1","辺境の地","201","0","0","20035102"
"bgm_M451","bgm_M451","0","0","0","0","20035","0","1","辺境の地","201","0","0","20035201"
"bgm_M457","bgm_M457","0","1","0","0","20036","91","1","聖テレサ女学院 聖学祭会場","201","0","0","20036101"
"bgm_M457","bgm_M457","0","0","0","0","20036","0","1","聖テレサ女学院 聖学祭会場","201","0","0","20036201"
"bgm_M467","bgm_M467","0","1","0","0","20037","90","1","異時間軸のランドソル","201","0","0","20037101"
"bgm_M467","bgm_M467","0","2","0","0","20037","0","1","タイムトンネル","201","0","0","20037102"
"bgm_M467","bgm_M467","0","0","0","0","20037","0","1","タイムトンネル","201","0","0","20037201"
"bgm_M478_Lofi","bgm_M478","0","1","40","0","20038","0","1","おもちゃ工場","201","0","0","20038101"
"bgm_M478_Lofi","bgm_M478","0","2","0","0","20038","0","1","王都ランドソル","201","0","0","20038102"
"bgm_M478_Lofi","bgm_M478","0","0","0","0","20038","0","1","王都ランドソル","201","0","0","20038201"
"bgm_M486","bgm_M486","0","1","0","0","20039","0","1","王都ランドソル","201","0","0","20039101"
"bgm_M486","bgm_M486","0","2","0","0","20039","58","1","とある無人島","201","0","0","20039102"
"bgm_M486","bgm_M486","0","3","0","0","20039","0","1","王都ランドソル","201","0","0","20039103"
"bgm_M486","bgm_M486","0","0","0","0","20039","0","1","王都ランドソル","201","0","0","20039201"
"bgm_M496","bgm_M496","0","1","0","0","20040","100","1","カルミナサマーライブ会場","201","0","0","20040101"
"bgm_M496","bgm_M496","0","0","0","0","20040","0","1","カルミナサマーライブ会場","201","0","0","20040201"
"bgm_M508","bgm_M508","0","1","0","0","20041","0","1","王都ランドソル","201","0","0","20041101"
"bgm_M508","bgm_M508","0","2","0","0","20041","45","1","オーエド町","201","0","0","20041102"
"bgm_M508","bgm_M508","0","0","0","0","20041","0","1","オーエド町","201","0","0","20041201"
"bgm_M520","bgm_M520","0","1","0","0","20042","128","1","王都ランドソル","201","0","0","20042101"
"bgm_M520","bgm_M520","0","2","0","0","20042","0","1","王都ランドソル","201","0","0","20042102"
"bgm_M520","bgm_M520","0","1","0","31","20042","0","1","王都ランドソル","201","0","0","20042201"
"bgm_M527","bgm_M527","0","1","0","0","20043","40","1","王都ランドソル","201","0","0","20043101"
"bgm_M527","bgm_M527","0","2","0","0","20043","0","1","ランドソル近郊","201","0","0","20043102"
"bgm_M527","bgm_M527","0","0","0","0","20043","0","1","ランドソル近郊","201","0","0","20043201"
"bgm_M536","bgm_M536","0","1","0","0","20044","70","1","スイーツコンテスト会場","201","0","0","20044101"
"bgm_M536","bgm_M536","0","0","0","0","20044","0","1","スイーツコンテスト会場","201","0","0","20044201"
"bgm_M543","bgm_M543","0","1","0","0","20045","0","1","ランドソル近郊","201","0","0","20045101"
"bgm_M543","bgm_M543","0","2","0","0","20045","0","1","港町・オーマ","201","0","0","20045102"
"bgm_M543","bgm_M543","0","3","0","0","20045","0","1","タパスビーチ周辺","201","0","0","20045103"
"bgm_M543","bgm_M543","0","4","0","0","20045","0","1","ガストロス山","201","0","0","20045104"
"bgm_M543","bgm_M543","0","0","0","0","20045","0","1","ガストロス山","201","0","0","20045201"
"bgm_M552_03","bgm_M552","0","1","0","0","20046","0","1","王都ランドソル","201","0","0","20046101"
"bgm_M552_03","bgm_M552","0","2","0","0","20046","0","1","ランドソル近郊","201","0","0","20046102"
"bgm_M552_03","bgm_M552","0","3","0","0","20046","0","1","イリス樹海","201","0","0","20046103"
"bgm_M552_03","bgm_M552","0","4","0","0","20046","0","1","フローラ湖畔","201","0","0","20046104"
"bgm_M552_03","bgm_M552","0","0","0","0","20046","0","1","フローラ湖畔","201","0","0","20046201"
"bgm_M553","bgm_M553","0","1","0","0","20047","40","1","王都ランドソル","201","0","0","20047101"
"bgm_M553","bgm_M553","0","2","0","0","20047","0","1","世界と世界の狭間","201","0","0","20047102"
"bgm_M553","bgm_M553","0","0","0","0","20047","0","1","世界と世界の狭間","201","0","0","20047201"
"bgm_M565","bgm_M565","0","1","0","0","20048","0","1","サレンディア救護院内","201","0","0","20048101"
"bgm_M565","bgm_M565","0","2","0","0","20048","0","1","エリザベスパーク　牧場温泉","201","0","0","20048102"
"bgm_M565","bgm_M565","0","0","0","0","20048","0","1","エリザベスパーク　牧場温泉","201","0","0","20048201"
"bgm_M574","bgm_M574","0","1","0","0","20049","0","1","ランドソル郊外","201","0","0","20049101"
"bgm_M574","bgm_M574","0","2","0","0","20049","0","1","カジノホール","201","0","0","20049102"
"bgm_M574","bgm_M574","0","0","0","0","20049","0","1","カジノホール","201","0","0","20049201"
"bgm_M582","bgm_M582","0","1","0","0","20050","0","1","呪われた海賊島","201","0","0","20050101"
"bgm_M582","bgm_M582","0","0","0","0","20050","0","1","呪われた海賊島","201","0","0","20050201"
"bgm_M595","bgm_M595","0","1","0","0","20051","128","1","キャンピングフィールド","201","0","0","20051101"
"bgm_M595","bgm_M595","0","0","0","0","20051","0","1","キャンピングフィールド","201","0","0","20051201"
"bgm_M601","bgm_M601","0","1","0","0","20052","0","1","王都ランドソル","201","0","0","20052101"
"bgm_M601","bgm_M601","0","2","0","0","20052","80","1","サマーゲームリゾート","201","0","0","20052102"
"bgm_M601","bgm_M601","0","0","0","0","20052","0","1","サマーゲームリゾート","201","0","0","20052201"
"bgm_M608","bgm_M608","0","1","0","0","20053","0","1","ちいさな出会いの海岸","201","0","0","20053101"
"bgm_M608","bgm_M608","0","2","0","0","20053","0","1","リトルリリカル秘密基地近辺","201","0","0","20053102"
"bgm_M608","bgm_M608","0","3","0","0","20053","0","1","ちいさな出会いの海岸","201","0","0","20053103"
"bgm_M608","bgm_M608","0","0","0","0","20053","0","1","ちいさな出会いの海岸","201","0","0","20053201"
