ac4d4140a3096d25f4f5e497d41676ea62a7115f3e46f57f689bf3712ba386d3,bda4623067f63f571e538de551611425b92f7ed9b0214f4eab7eca9df307eeb8,9e360947c71b807df5f0f34f62c279db775589ffbd62af57f20226cd8625517d,24deba139c4ec6862ff7eb127b5cc2c423bc98263c8dddaa510d80699fcfd36c,4f09dfbd44bf58944440ad3aab9cd9aaacf3c191bd163c4025908dea1e03e430,63cbb01112fd1e0bccff71542dbbe9f3f125dafb98aa5409a372a6382911fe2b
"189","1","10201140","15","56011140","1002"
"190","1","10201141","15","56011141","1003"
"191","50","91002","8","56011141","0"
"192","1","10201142","15","56011142","1001"
"193","1","10201143","15","56011143","1002"
"194","1","10201144","15","56011144","1003"
"195","50","91002","8","56011144","0"
"196","1","10201145","15","56011145","1001"
"197","1","10201146","15","56011146","1002"
"198","1","10201147","15","56011147","1003"
"199","50","91002","8","56011147","0"
"200","1","10201148","15","56011148","1001"
"201","1","10201149","15","56011149","1002"
"202","1","10201150","15","56011150","1003"
"203","50","91002","8","56011150","0"
"204","1","10201151","15","56011151","1001"
"205","1","10201152","15","56011152","1002"
"206","1","10201153","15","56011153","1003"
"207","50","91002","8","56011153","0"
"208","1","10201154","15","56011154","1001"
"209","1","10201155","15","56011155","1002"
"210","1","10201156","15","56011156","1003"
"211","50","91002","8","56011156","0"
"212","1","10201157","15","56011157","1001"
"213","1","10201158","15","56011158","1002"
"214","1","10201159","15","56011159","1003"
"215","50","91002","8","56011159","0"
"216","1","10201160","15","56011160","1001"
"217","1","10201161","15","56011161","1002"
"218","1","10201162","15","56011162","1003"
"219","50","91002","8","56011162","0"
"220","1","10201163","15","56011163","1001"
"221","1","10201164","15","56011164","1002"
"222","1","10201165","15","56011165","1003"
"223","50","91002","8","56011165","0"
"224","1","10201166","15","56011166","1001"
"225","1","10201167","15","56011167","1002"
"226","1","10201168","15","56011168","1003"
"227","50","91002","8","56011168","0"
"228","1","10201169","15","56011169","1001"
"229","1","10201170","15","56011170","1002"
"230","1","10201171","15","56011171","1003"
"231","50","91002","8","56011171","0"
"232","1","10201172","15","56011172","1001"
"233","1","10201173","15","56011173","1002"
"234","1","10201174","15","56011174","1003"
"235","50","91002","8","56011174","0"
"236","1","10201175","15","56011175","1001"
"237","1","10201176","15","56011176","1002"
"238","1","10201177","15","56011177","1003"
"239","50","91002","8","56011177","0"
"240","1","10201178","15","56011178","1001"
"241","1","10201179","15","56011179","1002"
"242","1","10201180","15","56011180","1003"
"243","50","91002","8","56011180","0"
"244","1","10201181","15","56011181","1001"
"245","1","10201182","15","56011182","1002"
"246","1","10201183","15","56011183","1003"
"247","50","91002","8","56011183","0"
"248","1","10201184","15","56011184","1001"
"249","1","10201185","15","56011185","1002"
"250","1","10201186","15","56011186","1003"
"251","50","91002","8","56011186","0"
"252","1","10201187","15","56011187","1001"
"253","1","10201188","15","56011188","1002"
"254","1","10201189","15","56011189","1003"
"255","50","91002","8","56011189","0"
"256","1","10201190","15","56011190","1001"
"257","1","10201191","15","56011191","1002"
"258","1","10201192","15","56011192","1003"
"259","50","91002","8","56011192","0"
"260","1","10201193","15","56011193","1001"
"261","1","10201194","15","56011194","1002"
"262","1","10201195","15","56011195","1003"
"263","50","91002","8","56011195","0"
"264","1","10201196","15","56011196","1001"
"265","1","10201197","15","56011197","1002"
"266","1","10201198","15","56011198","1003"
"267","50","91002","8","56011198","0"
"268","1","10201199","15","56011199","1001"
"269","1","10201200","15","56011200","1002"
"270","1","10201201","15","56011201","1003"
"271","50","91002","8","56011201","0"
"272","1","10201202","15","56011202","1001"
"273","1","10201203","15","56011203","1002"
"274","1","10201204","15","56011204","1003"
"275","50","91002","8","56011204","0"
"276","1","10201205","15","56011205","1001"
"277","1","10201206","15","56011206","1002"
"278","1","10201207","15","56011207","1003"
"279","50","91002","8","56011207","0"
"280","1","10201208","15","56011208","1001"
"281","1","10201209","15","56011209","1002"
"282","1","10201210","15","56011210","1003"
"283","50","91002","8","56011210","0"
"284","1","10201211","15","56011211","1001"
"285","1","10201212","15","56011212","1002"
"286","1","10201213","15","56011213","1003"
"287","50","91002","8","56011213","0"
"288","1","10201214","15","56011214","1001"
"289","1","10201215","15","56011215","1002"
"290","1","10201216","15","56011216","1003"
"291","50","91002","8","56011216","0"
"292","1","10201217","15","56011217","1001"
"293","1","10201218","15","56011218","1002"
"294","1","10201219","15","56011219","1003"
"295","50","91002","8","56011219","0"
"296","1","10201220","15","56011220","1001"
"297","1","10201221","15","56011221","1002"
"298","1","10201222","15","56011222","1003"
"299","50","91002","8","56011222","0"
"300","1","10201223","15","56011223","1001"
"301","1","10201224","15","56011224","1002"
"302","1","10201225","15","56011225","1003"
"303","50","91002","8","56011225","0"
"304","1","10201226","15","56011226","1001"
"305","1","10201227","15","56011227","1002"
"306","1","10201228","15","56011228","1003"
"307","50","91002","8","56011228","0"
"308","1","10201229","15","56011229","1001"
"309","1","10201230","15","56011230","1002"
"310","1","10201231","15","56011231","1003"
"311","50","91002","8","56011231","0"
"312","1","10201232","15","56011232","1001"
"313","1","10201233","15","56011233","1002"
"314","1","10201234","15","56011234","1003"
"315","50","91002","8","56011234","0"
"316","1","10202001","15","56012001","1003"
"317","1","10202002","15","56012002","1003"
"318","1","10202003","15","56012003","1003"
"319","1","10202004","15","56012004","1003"
"320","1","10202005","15","56012005","1003"
"321","1","10202006","15","56012006","1003"
"322","1","10202007","15","56012007","1003"
"323","1","10202008","15","56012008","1003"
"324","1","10202009","15","56012009","1003"
"325","1","10202010","15","56012010","1003"
"326","1","10202011","15","56012011","1003"
"327","1","10202012","15","56012012","1003"
"328","1","10202013","15","56012013","1003"
"329","1","10202014","15","56012014","1003"
"330","1","10202015","15","56012015","1003"
"447","1","10501001","15","54002001","1001"
"448","50","91002","8","54002001","0"
"449","1","10501002","15","54002002","1002"
"450","50","91002","8","54002002","0"
"451","1","10501003","15","54002003","1003"
"452","50","91002","8","54002003","0"
"453","1","10502001","15","54004001","1001"
"454","50","91002","8","54004001","0"
"455","1","10502002","15","54004002","1002"
"456","50","91002","8","54004002","0"
"457","1","10502003","15","54004003","1003"
"458","50","91002","8","54004003","0"
"459","1","10601001","15","55006001","1001"
"460","10","91002","8","55006001","0"
"461","1","10601002","15","55006002","1002"
"462","30","91002","8","55006002","0"
"463","1","10601003","15","55006003","1003"
"464","50","91002","8","55006003","0"
"465","1","10201235","15","56011235","1001"
"466","1","10201236","15","56011236","1002"
"467","1","10201237","15","56011237","1003"
"468","50","91002","8","56011237","0"
"469","1","10201238","15","56011238","1001"
"470","1","10201239","15","56011239","1002"
"471","1","10201240","15","56011240","1003"
"472","50","91002","8","56011240","0"
"473","1","10201241","15","56011241","1001"
"474","1","10201242","15","56011242","1002"
"475","1","10201243","15","56011243","1003"
"476","50","91002","8","56011243","0"
"477","1","10201244","15","56011244","1001"
"478","1","10201245","15","56011245","1002"
"479","1","10201246","15","56011246","1003"
"480","50","91002","8","56011246","0"
"481","1","10201247","15","56011247","1001"
"482","1","10201248","15","56011248","1002"
"483","1","10201249","15","56011249","1003"
"484","50","91002","8","56011249","0"
"485","1","10201250","15","56011250","1001"
"486","1","10201251","15","56011251","1002"
"487","1","10201252","15","56011252","1003"
"488","50","91002","8","56011252","0"
"489","1","10201253","15","56011253","1001"
"490","1","10201254","15","56011254","1002"
"491","1","10201255","15","56011255","1003"
"492","50","91002","8","56011255","0"
"493","1","10201256","15","56011256","1001"
"494","1","10201257","15","56011257","1002"
"495","1","10201258","15","56011258","1003"
"496","50","91002","8","56011258","0"
"497","1","10201259","15","56011259","1001"
"498","1","10201260","15","56011260","1002"
"499","1","10201261","15","56011261","1003"
"500","50","91002","8","56011261","0"
"501","1","10201262","15","56011262","1001"
"502","1","10201263","15","56011263","1002"
"503","1","10201264","15","56011264","1003"
"504","50","91002","8","56011264","0"
"505","1","10201265","15","56011265","1001"
"506","1","10201266","15","56011266","1002"
"507","1","10201267","15","56011267","1003"
"508","50","91002","8","56011267","0"
"509","1","10201268","15","56011268","1001"
"510","1","10201269","15","56011269","1002"
"511","1","10201270","15","56011270","1003"
"512","50","91002","8","56011270","0"
"513","1","10201271","15","56011271","1003"
"514","100","91002","8","56011271","0"
"515","1","10201272","15","56011272","1003"
"516","100","91002","8","56011272","0"
"517","1","10201273","15","56011273","1003"
"518","100","91002","8","56011273","0"
"519","1","10201274","15","56011274","1001"
"520","1","10201275","15","56011275","1002"
"521","1","10201276","15","56011276","1003"
"522","50","91002","8","56011276","0"
"523","1","10201277","15","56011277","1001"
"524","1","10201278","15","56011278","1002"
"525","1","10201279","15","56011279","1003"
"526","50","91002","8","56011279","0"
"527","1","10201280","15","56011280","1001"
"528","1","10201281","15","56011281","1002"
"529","1","10201282","15","56011282","1003"
"530","50","91002","8","56011282","0"
"531","1","10201283","15","56011283","1001"
"532","1","10201284","15","56011284","1002"
"533","1","10201285","15","56011285","1003"
"534","50","91002","8","56011285","0"
"535","1","10201286","15","56011286","1003"
"536","100","91002","8","56011286","0"
"537","1","11101001","15","56014001","1001"
"538","10","91002","8","56014001","0"
"539","1","11101002","15","56014002","1002"
"540","20","91002","8","56014002","0"
"541","1","11101003","15","56014003","1003"
"542","50","91002","8","56014003","0"
"543","1","11201001","15","56015001","1001"
"544","50","91002","8","56015001","0"
"545","1","11201002","15","56015002","1002"
"546","50","91002","8","56015002","0"
"547","1","11201003","15","56015003","1003"
"548","50","91002","8","56015003","0"
"549","1","10201287","15","56011287","1001"
"550","1","10201288","15","56011288","1002"
"551","1","10201289","15","56011289","1003"
"552","50","91002","8","56011289","0"
"553","1","10201290","15","56011290","1001"
"554","1","10201291","15","56011291","1002"
"555","1","10201292","15","56011292","1003"
"556","50","91002","8","56011292","0"
"557","1","10201293","15","56011293","1003"
"558","100","91002","8","56011293","0"
"559","1","10201294","15","56011294","1001"
"560","1","10201295","15","56011295","1002"
"561","1","10201296","15","56011296","1003"
"562","50","91002","8","56011296","0"
"563","1","10201297","15","56011297","1001"
"564","1","10201298","15","56011298","1002"
"565","1","10201299","15","56011299","1003"
"566","50","91002","8","56011299","0"
"567","1","10201300","15","56011300","1001"
"568","1","10201301","15","56011301","1002"
"569","1","10201302","15","56011302","1003"
"570","50","91002","8","56011302","0"
"571","1","10201303","15","56011303","1003"
"572","100","91002","8","56011303","0"
"573","1","10201304","15","56011304","1001"
"574","1","10201305","15","56011305","1002"
"575","1","10201306","15","56011306","1003"
"576","50","91002","8","56011306","0"
"577","1","10301015","15","58008015","1003"
"578","50","91002","8","58008015","0"
"579","1","10201307","15","56011307","1001"
"580","1","10201308","15","56011308","1002"
"581","1","10201309","15","56011309","1003"
"582","50","91002","8","56011309","0"
"583","1","10201310","15","56011310","1001"
"584","1","10201311","15","56011311","1002"
"585","1","10201312","15","56011312","1003"
"586","50","91002","8","56011312","0"
"587","1","10201313","15","56011313","1003"
"588","100","91002","8","56011313","0"
"589","1","10201314","15","56011314","1001"
"590","1","10201315","15","56011315","1002"
"591","1","10201316","15","56011316","1003"
"592","50","91002","8","56011316","0"
"593","1","10201317","15","56011317","1001"
"594","1","10201318","15","56011318","1002"
"595","1","10201319","15","56011319","1003"
"596","50","91002","8","56011319","0"
"597","1","10201320","15","56011320","1001"
"598","1","10201321","15","56011321","1002"
"599","1","10201322","15","56011322","1003"
"600","50","91002","8","56011322","0"
"601","1","10201323","15","56011323","1003"
"602","100","91002","8","56011323","0"
"603","1","10201324","15","56011324","1001"
"604","1","10201325","15","56011325","1002"
"605","1","10201326","15","56011326","1003"
"606","50","91002","8","56011326","0"
"607","1","10201327","15","56011327","1001"
"608","1","10201328","15","56011328","1002"
"609","1","10201329","15","56011329","1003"
"610","50","91002","8","56011329","0"
"611","1","10201330","15","56011330","1001"
"612","1","10201331","15","56011331","1002"
"613","1","10201332","15","56011332","1003"
"614","50","91002","8","56011332","0"
"615","1","10201333","15","56011333","1003"
"616","100","91002","8","56011333","0"
"617","1","10201334","15","56011334","1003"
"618","100","91002","8","56011334","0"
"619","1","10201335","15","56011335","1003"
"620","100","91002","8","56011335","0"
"621","1","10202100","15","56012100","1003"
"622","1","10201336","15","56011336","1001"
"623","1","10201337","15","56011337","1002"
"624","1","10201338","15","56011338","1003"
"625","50","91002","8","56011338","0"
"626","1","10201339","15","56011339","1001"
"627","1","10201340","15","56011340","1002"
"628","1","10201341","15","56011341","1003"
"629","50","91002","8","56011341","0"
"630","1","10202016","15","56012016","1003"
"631","1","10201342","15","56011342","1003"
"632","100","91002","8","56011342","0"
"633","1","10201343","15","56011343","1001"
"634","1","10201344","15","56011344","1002"
"635","1","10201345","15","56011345","1003"
"636","50","91002","8","56011345","0"
"637","1","10201346","15","56011346","1001"
"638","1","10201347","15","56011347","1002"
"639","1","10201348","15","56011348","1003"
"640","50","91002","8","56011348","0"
"641","1","10201349","15","56011349","1003"
"642","100","91002","8","56011349","0"
"643","1","10603001","15","55008001","1001"
"644","50","91002","8","55008001","0"
"645","1","10603002","15","55008002","1001"
"646","50","91002","8","55008002","0"
"647","1","10603003","15","55008003","1002"
"648","50","91002","8","55008003","0"
"649","1","10603004","15","55008004","1002"
"650","50","91002","8","55008004","0"
"651","1","10603005","15","55008005","1003"
"652","50","91002","8","55008005","0"
"653","1","10603006","15","55008006","1003"
"654","50","91002","8","55008006","0"
"655","1","10201350","15","56011350","1001"
"656","1","10201351","15","56011351","1002"
"657","1","10201352","15","56011352","1003"
"658","50","91002","8","56011352","0"
"659","1","10201353","15","56011353","1001"
"660","1","10201354","15","56011354","1002"
"661","1","10201355","15","56011355","1003"
"662","50","91002","8","56011355","0"
"663","1","10201356","15","56011356","1001"
"664","1","10201357","15","56011357","1002"
"665","1","10201358","15","56011358","1003"
"666","50","91002","8","56011358","0"
"667","1","10201359","15","56011359","1003"
"668","100","91002","8","56011359","0"
"669","1","10201360","15","56011360","1001"
"670","1","10201361","15","56011361","1002"
"671","1","10201362","15","56011362","1003"
"672","50","91002","8","56011362","0"
"673","1","10201363","15","56011363","1001"
"674","1","10201364","15","56011364","1002"
"675","1","10201365","15","56011365","1003"
"676","50","91002","8","56011365","0"
"677","1","10202017","15","56012017","1003"
"678","1","10201366","15","56011366","1001"
"679","1","10201367","15","56011367","1002"
"680","1","10201368","15","56011368","1003"
"681","50","91002","8","56011368","0"
"682","1","10201369","15","56011369","1001"
"683","1","10201370","15","56011370","1002"
"684","1","10201371","15","56011371","1003"
"685","50","91002","8","56011371","0"
"686","1","10201372","15","56011372","1003"
"687","100","91002","8","56011372","0"
"688","1","10201373","15","56011373","1001"
"689","1","10201374","15","56011374","1002"
"690","1","10201375","15","56011375","1003"
"691","50","91002","8","56011375","0"
"692","1","10201376","15","56011376","1001"
"693","1","10201377","15","56011377","1002"
"694","1","10201378","15","56011378","1003"
"695","50","91002","8","56011378","0"
"696","1","10201379","15","56011379","1001"
"697","1","10201380","15","56011380","1002"
"698","1","10201381","15","56011381","1003"
"699","50","91002","8","56011381","0"
"700","1","10201382","15","56011382","1001"
"701","1","10201383","15","56011383","1002"
"702","1","10201384","15","56011384","1003"
"703","50","91002","8","56011384","0"
"704","1","10201385","15","56011385","1003"
"705","100","91002","8","56011385","0"
"706","1","10201386","15","56011386","1001"
"707","1","10201387","15","56011387","1002"
"708","1","10201388","15","56011388","1003"
"709","50","91002","8","56011388","0"
"710","1","10201389","15","56011389","1001"
"711","1","10201390","15","56011390","1002"
"712","1","10201391","15","56011391","1003"
"713","50","91002","8","56011391","0"
"714","1","10201392","15","56011392","1001"
"715","1","10201393","15","56011393","1002"
"716","1","10201394","15","56011394","1003"
"717","50","91002","8","56011394","0"
"718","1","10201395","15","56011395","1003"
"719","100","91002","8","56011395","0"
"720","1","10201396","15","56011396","1003"
"721","100","91002","8","56011396","0"
"722","1","10201397","15","56011397","1001"
"723","1","10201398","15","56011398","1002"
"724","1","10201399","15","56011399","1003"
"725","50","91002","8","56011399","0"
"726","1","10201400","15","56011400","1001"
"727","1","10201401","15","56011401","1002"
"728","1","10201402","15","56011402","1003"
"729","50","91002","8","56011402","0"
"730","1","10201403","15","56011403","1001"
"731","1","10201404","15","56011404","1002"
"732","1","10201405","15","56011405","1003"
"733","50","91002","8","56011405","0"
"734","1","10201406","15","56011406","1003"
"735","100","91002","8","56011406","0"
"736","1","10201407","15","56011407","1001"
"737","1","10201408","15","56011408","1002"
"738","1","10201409","15","56011409","1003"
"739","50","91002","8","56011409","0"
"740","1","10201410","15","56011410","1001"
"741","1","10201411","15","56011411","1002"
"742","1","10201412","15","56011412","1003"
"743","50","91002","8","56011412","0"
"744","1","10201413","15","56011413","1003"
"745","100","91002","8","56011413","0"
"746","1","10201414","15","56011414","1001"
"747","1","10201415","15","56011415","1002"
"748","1","10201416","15","56011416","1003"
"749","50","91002","8","56011416","0"
"750","1","10201417","15","56011417","1001"
"751","1","10201418","15","56011418","1002"
"752","1","10201419","15","56011419","1003"
"753","50","91002","8","56011419","0"
"754","1","10201420","15","56011420","1001"
"755","1","10201421","15","56011421","1002"
"756","1","10201422","15","56011422","1003"
"757","50","91002","8","56011422","0"
"758","1","10201423","15","56011423","1003"
"759","100","91002","8","56011423","0"
"760","1","10201424","15","56011424","1001"
"761","1","10201425","15","56011425","1002"
"762","1","10201426","15","56011426","1003"
"763","50","91002","8","56011426","0"
"764","1","10201427","15","56011427","1001"
"765","1","10201428","15","56011428","1002"
"766","1","10201429","15","56011429","1003"
"767","50","91002","8","56011429","0"
"768","1","10201430","15","56011430","1001"
"769","1","10201431","15","56011431","1002"
"770","1","10201432","15","56011432","1003"
"771","50","91002","8","56011432","0"
"772","1","10201433","15","56011433","1001"
"773","1","10201434","15","56011434","1002"
"774","1","10201435","15","56011435","1003"
"775","50","91002","8","56011435","0"
"776","1","10201436","15","56011436","1003"
"777","100","91002","8","56011436","0"
"778","1","10201437","15","56011437","1001"
"779","1","10201438","15","56011438","1002"
"780","1","10201439","15","56011439","1003"
"781","50","91002","8","56011439","0"
"782","1","10201440","15","56011440","1001"
"783","1","10201441","15","56011441","1002"
"784","1","10201442","15","56011442","1003"
"785","50","91002","8","56011442","0"
"786","1","10201443","15","56011443","1001"
"787","1","10201444","15","56011444","1002"
"788","1","10201445","15","56011445","1003"
"789","50","91002","8","56011445","0"
"790","1","10201446","15","56011446","1003"
"791","100","91002","8","56011446","0"
"792","1","10201447","15","56011447","1001"
"793","1","10201448","15","56011448","1002"
"794","1","10201449","15","56011449","1003"
"795","50","91002","8","56011449","0"
"796","1","10201450","15","56011450","1001"
"797","1","10201451","15","56011451","1002"
"798","1","10201452","15","56011452","1003"
"799","50","91002","8","56011452","0"
"800","1","10201453","15","56011453","1001"
"801","1","10201454","15","56011454","1002"
"802","1","10201455","15","56011455","1003"
"803","50","91002","8","56011455","0"
"804","1","10201456","15","56011456","1001"
"805","1","10201457","15","56011457","1002"
"806","1","10201458","15","56011458","1003"
"807","50","91002","8","56011458","0"
"808","1","10201459","15","56011459","1001"
"809","1","10201460","15","56011460","1002"
"810","1","10201461","15","56011461","1003"
"811","50","91002","8","56011461","0"
"812","1","10201462","15","56011462","1003"
"813","100","91002","8","56011462","0"
"814","1","10201463","15","56011463","1003"
"815","100","91002","8","56011463","0"
"816","1","10201464","15","56011464","1003"
"817","100","91002","8","56011464","0"
"818","1","10201465","15","56011465","1001"
"819","1","10201466","15","56011466","1002"
"820","1","10201467","15","56011467","1003"
"821","50","91002","8","56011467","0"
"822","1","10201468","15","56011468","1001"
"823","1","10201469","15","56011469","1002"
"824","1","10201470","15","56011470","1003"
"825","50","91002","8","56011470","0"
"826","1","10201471","15","56011471","1003"
"827","100","91002","8","56011471","0"
"828","1","10201472","15","56011472","1001"
"829","1","10201473","15","56011473","1002"
"830","1","10201474","15","56011474","1003"
"831","50","91002","8","56011474","0"
"832","1","10201475","15","56011475","1001"
"833","1","10201476","15","56011476","1002"
"834","1","10201477","15","56011477","1003"
"835","50","91002","8","56011477","0"
"836","1","10201484","15","56011484","1003"
"837","100","91002","8","56011484","0"
"838","1","10201485","15","56011485","1001"
"839","1","10201486","15","56011486","1002"
"840","1","10201487","15","56011487","1003"
"841","50","91002","8","56011487","0"
"842","1","10201488","15","56011488","1001"
"843","1","10201489","15","56011489","1002"
"844","1","10201490","15","56011490","1003"
"845","50","91002","8","56011490","0"
"846","1","10201491","15","56011491","1001"
"847","1","10201492","15","56011492","1002"
