cb1f3e0f00cd81af01a345ec8974cc383c475f0db0e2a4ba9db0a8a53b8953c4,b213739314a0155073f4ad81106d2a9da5ccfd8a73a2fd147ff2d63aa82b9283,9444c4ad3885db9d5e244502dad6ac671194eb467d30d88587797b0c1c37796a,53aa6a52e86ba972f819ebfd178e3319086944bb1560795a590683ff7ea85102,ea011939238884cf13c6e0ad39ced18e2ce86016c6558c7e9a3a1e2671490087,b9627fbbfeab8120313bf681bc5bac94987e32840202233027c0dea62d5ff525,d770dfb122443268c8dbf505f3fa5ead22681ad54f3f3fe60c047272849e5103
"1.4","81005001","1.4","0","311600","-28","1007701"
"1.4","81005002","1.4","0","311600","-28","1007702"
"1.25","81007801","1.25","0","314400","-33","1007801"
"1.25","81007802","1.25","0","314400","-33","1007802"
"1","81000605","1","0","312100","0","1007901"
"1","81003301","1","0","312100","0","1007902"
"1","81003006","1","0","314500","-20","1008001"
"1","81008002","1","0","314500","-20","1008002"
"1","81003005","1","0","312200","0","1008101"
"1","81003006","1","0","312200","0","1008102"
"1.6","81003205","1.6","0","314600","-25","1008201"
"1.6","81003206","1.6","0","314600","-25","1008202"
"1","81005601","1","0","312300","0","1008301"
"1","81005602","1","0","312302","0","1008302"
"1","100111","1","0","314700","0","1008401"
"1","100431","1","0","314700","0","1008402"
"0.9","81008501","0.9","0","314800","0","1008501"
"0.9","81008504","0.9","0","314800","0","1008502"
"1.75","100021","1.75","0","312600","0","1008601"
"1.75","100531","1.75","0","312600","0","1008602"
"1","101821","1","0","312700","0","1008701"
"1","101841","1","0","312700","0","1008702"
"0.8","81008801","0.8","0","315100","-20","1008801"
"0.8","81008802","0.8","0","315100","-20","1008802"
"0.65","81006101","0.65","0","312800","-27","1008901"
"0.65","81006102","0.65","0","312800","-27","1008902"
"0.85","102994","0.85","0","315400","-25","1009001"
"0.85","102997","0.85","0","315400","-25","1009002"
"1","81006401","1","0","313200","-30","1009101"
"1","81006402","1","0","313200","-30","1009102"
"0.95","103021","0.95","0","316000","-20","1009201"
"0.95","103011","0.95","0","316000","-20","1009202"
"0.7","81006601","0.7","0","313100","-25","1009301"
"0.7","81006602","0.7","0","313100","-25","1009302"
"1.5","102091","1.5","0","316200","-20","1009401"
"1.5","102111","1.5","0","316200","-20","1009402"
"1.25","81006801","1.25","0","313300","-26","1009501"
"1.25","81006802","1.25","0","313300","-26","1009502"
"0.77","102591","0.77","0","316300","-27","1009601"
"0.77","102601","0.77","0","316300","-27","1009602"
"1.25","81007001","1.25","0","314001","-30","1009701"
"1.25","81007002","1.25","0","314002","-30","1009702"
"0.8","81000405","0.8","0","316400","-27","1009801"
"0.8","81000406","0.8","0","316400","-27","1009802"
"0.77","81007201","0.77","0","314100","-27","1009901"
"0.77","81007202","0.77","0","314100","-27","1009902"
"0.95","81010001","0.95","0","316500","-20","1010001"
"0.95","81010002","0.95","0","316500","-20","1010002"
"1.33","81007401","1.33","0","314200","-33","1010101"
"1.33","81007402","1.33","0","314200","-33","1010102"
"0.8","81010201","0.8","0","316700","-27","1010201"
"0.8","81010202","0.8","0","316700","-27","1010202"
"1.7","81007601","1.7","0","314300","-20","1010301"
"1.7","81007602","1.7","0","314300","-20","1010302"
"1","100091","1","0","318000","-20","1010401"
"1","100381","1","0","318000","-20","1010402"
"1.25","81007801","1.25","0","314400","-33","1010501"
"1.25","81007802","1.25","0","314400","-33","1010502"
"1","101361","1","0","318200","-27","1010601"
"1","102961","1","0","318200","-27","1010602"
"1","81003006","1","0","314500","-20","1010701"
"1","81008002","1","0","314500","-20","1010702"
"1.1","81001505","1.1","0","318100","-17","1010801"
"1.1","81010802","1.1","0","318100","-17","1010802"
"1.6","81003205","1.6","0","314600","-25","1010901"
"1.6","81003206","1.6","0","314600","-25","1010902"
"0.7","101581","0.7","0","318500","-25","1011001"
"0.7","103141","0.7","0","318500","-25","1011002"
"0.92","103151","0.92","0","318600","-28","1011101"
"0.92","103161","0.92","0","318600","-28","1011102"
"1","100111","1","0","314700","0","1011201"
"1","100431","1","0","314700","0","1011202"
"0.9","81008501","0.9","0","314800","0","1011301"
"0.9","81008504","0.9","0","314800","0","1011302"
"1.1","81011401","1.1","0","318300","-27","1011401"
"1.1","81011402","1.1","0","318300","-27","1011402"
"0.8","81008801","0.8","0","315100","-20","1011501"
"0.8","81008802","0.8","0","315100","-20","1011502"
"1.18","102091","1.18","0","318800","0","1011601"
"1.18","102111","1.18","0","318800","0","1011602"
"0.85","102994","0.85","0","315400","-25","1011701"
"0.85","102997","0.85","0","315400","-25","1011702"
"1.1","81011801","1.1","0","319100","-25","1011801"
"1.1","81011802","1.1","0","319100","-25","1011802"
"0.95","103021","0.95","0","316000","-20","1011901"
"0.95","103011","0.95","0","316000","-20","1011902"
"1.1","81012001","1.1","0","318900","-17","1012001"
"1.1","81012002","1.1","0","318900","-17","1012002"
"1.5","102091","1.5","0","316200","-20","1012101"
"1.5","102111","1.5","0","316200","-20","1012102"
"1.4","81012207","1.4","0","319000","0","1012201"
"1.4","81012208","1.4","0","319000","0","1012202"
"0.77","102591","0.77","0","316300","-27","1012301"
"0.77","102601","0.77","0","316300","-27","1012302"
"0.77","103051","0.77","0","319300","-55","1012401"
"0.77","102601","0.77","0","319300","-55","1012402"
"0.8","81000405","0.8","0","316400","-27","1012501"
"0.8","81000406","0.8","0","316400","-27","1012502"
"1.18","81012601","1.18","0","319500","-30","1012601"
"1.18","81012602","1.18","0","319500","-30","1012602"
"0.95","81010001","0.95","0","316500","-20","1012701"
"0.95","81010002","0.95","0","316500","-20","1012702"
"1.5","101111","1.5","0","320000","0","1012801"
"1.5","101131","1.5","0","320000","0","1012802"
"0.8","81010201","0.8","0","316700","-27","1012901"
"0.8","81010202","0.8","0","316700","-27","1012902"
"1","81011401","1","0","313702","0","1013001"
"1","81013002","1","0","313702","0","1013002"
"1","100091","1","0","318000","-20","1013101"
"1","100381","1","0","318000","-20","1013102"
"0.7","100941","0.7","0","320200","-50","1013201"
"0.7","100961","0.7","0","320200","-50","1013202"
"0.7","100961","0.7","0","320200","-50","1013203"
"1","101361","1","0","318200","-27","1013301"
"1","102961","1","0","318200","-27","1013302"
"1","102961","1","0","318200","-27","1013303"
"1","81013401","1","-20","320300","-50","1013401"
"1","81013402","1","-20","320300","-50","1013402"
"1","81013402","1","-20","320300","-50","1013403"
"1.1","81001505","1.1","0","318100","-17","1013501"
"1.1","81010802","1.1","0","318100","-17","1013502"
"1.1","81010802","1.1","0","318100","-17","1013503"
"1","81013601","1","0","320400","0","1013601"
"1","81013602","1","0","320400","0","1013602"
"1","81013602","1","0","320400","0","1013603"
"0.65","81013701","0.65","0","320500","10","1013701"
"0.65","81013702","0.65","0","320500","10","1013702"
"0.65","81013702","0.65","0","320500","10","1013703"
"0.7","101581","0.7","0","318500","-25","1013801"
"0.7","103141","0.7","0","318500","-25","1013802"
"0.7","103141","0.7","0","318500","-25","1013803"
"0.9","103151","0.9","0","318600","0","1013901"
"0.9","103161","0.9","0","318600","0","1013902"
"0.9","103161","0.9","0","318600","0","1013903"
"1.2","101951","1.2","0","320700","-20","1014001"
"1.2","101951","1.2","0","320700","-20","1014002"
"1.2","101951","1.2","0","320700","-20","1014003"
"1.1","81011401","1.1","0","318300","-27","1014101"
"1.1","81011402","1.1","0","318300","-27","1014102"
"1.1","81011402","1.1","0","318300","-27","1014103"
"1","100371","1","0","320900","-10","1014201"
"1","100381","1","0","320900","-10","1014202"
"1","100381","1","0","320900","-10","1014203"
"1.18","102091","1.18","0","318800","0","1014301"
"1.18","102111","1.18","0","318800","0","1014302"
"1.18","102111","1.18","0","318800","0","1014303"
"0.75","100021","0.75","0","321100","-10","1014401"
"0.75","100691","0.75","0","321100","-10","1014402"
"0.75","100691","0.75","0","321100","-10","1014403"
"1.1","81011801","1.1","0","319100","-25","1014501"
"1.1","81011802","1.1","0","319100","-25","1014502"
"1.1","81011802","1.1","0","319100","-25","1014503"
"0.85","81014601","0.85","0","321200","-25","1014601"
"0.85","81014602","0.85","0","321200","-25","1014602"
"0.85","81014602","0.85","0","321200","-25","1014603"
"1.1","81012001","1.1","0","318900","-17","1014701"
"1.1","81012002","1.1","0","318900","-17","1014702"
"1.1","81012002","1.1","0","318900","-17","1014703"
"1.1","81014801","1.1","0","321300","-30","1014801"
"1.1","81014802","1.1","0","321300","-30","1014802"
"1.1","81014802","1.1","0","321300","-30","1014803"
"1.4","81012207","1.4","0","319000","0","1014901"
"1.4","81012208","1.4","0","319000","0","1014902"
"1.4","81012208","1.4","0","319000","0","1014903"
"0.91","81015001","0.91","0","321400","-10","1015001"
"0.91","81015001","0.91","0","321400","-10","1015002"
"0.91","81015001","0.91","0","321400","-10","1015003"
"0.77","103051","0.77","0","319300","-55","1015101"
"0.77","102601","0.77","0","319300","-55","1015102"
"0.77","102601","0.77","0","319300","-55","1015103"
"0.61","81015201","0.61","-20","321700","0","1015201"
"0.61","81015202","0.61","-20","321700","0","1015202"
"0.61","81015202","0.61","-20","321700","0","1015203"
"1","81001705","1","0","307400","0","1015301"
"1","81001706","1","0","307400","0","1015302"
"1","81001706","1","0","307400","0","1015303"
"1","100051","1","0","321800","-10","1015401"
"1","100931","1","0","321800","-10","1015402"
"1","100931","1","0","321800","-10","1015403"
"1.18","103311","1.18","0","319500","-30","1015501"
"1.18","103321","1.18","0","319500","-30","1015502"
"1.18","103321","1.18","0","319500","-30","1015503"
"0.73","81015601","0.73","0","322100","13","1015601"
"0.73","81015602","0.73","0","322100","13","1015602"
"0.73","81015602","0.73","0","322100","13","1015603"
"1.5","101111","1.5","0","320000","0","1015701"
"1.5","101131","1.5","0","320000","0","1015702"
"1.5","101131","1.5","0","320000","0","1015703"
"1.5","81003006","1.5","0","322200","-10","1015801"
"1.5","81008002","1.5","0","322200","-10","1015802"
"1.5","81008002","1.5","0","322200","-10","1015803"
"1","81011401","1","0","313702","0","1015901"
"1","81013002","1","0","313702","0","1015902"
"1","81013002","1","0","313702","0","1015903"
"1.33","81001205","1.33","-20","322400","-55","1016001"
"1.33","81001206","1.33","-20","322400","-55","1016002"
"1.33","81001206","1.33","-20","322400","-55","1016003"
"0.7","100941","0.7","0","320200","-50","1016101"
"0.7","100961","0.7","0","320200","-50","1016102"
"0.7","100961","0.7","0","320200","-50","1016103"
"1","81013401","1","-20","320300","-50","1016301"
"1","81013402","1","-20","320300","-50","1016302"
"1","81013402","1","-20","320300","-50","1016303"
"1","81013601","1","0","320400","0","1016401"
"1","81013602","1","0","320400","0","1016402"
"1","81013602","1","0","320400","0","1016403"
"0.65","81013701","0.65","0","320500","10","1016501"
"0.65","81013702","0.65","0","320500","10","1016502"
"0.65","81013702","0.65","0","320500","10","1016503"
"1.2","101951","1.2","0","320700","-20","1016601"
"1.2","101951","1.2","0","320700","-20","1016602"
"1.2","101951","1.2","0","320700","-20","1016603"
"1","100371","1","0","320900","-10","1016701"
"1","100381","1","0","320900","-10","1016702"
"1","100381","1","0","320900","-10","1016703"
"0.75","100021","0.75","0","321100","-10","1016801"
"0.75","100691","0.75","0","321100","-10","1016802"
"0.75","100691","0.75","0","321100","-10","1016803"
"0.85","81014601","0.85","0","321200","-25","1016901"
"0.85","81014602","0.85","0","321200","-25","1016902"
"0.85","81014602","0.85","0","321200","-25","1016903"
"1.1","81014801","1.1","0","321300","-30","1017001"
"1.1","81014802","1.1","0","321300","-30","1017002"
"1.1","81014802","1.1","0","321300","-30","1017003"
"0.91","81015001","0.91","0","321400","-10","1017101"
"0.91","81015001","0.91","0","321400","-10","1017102"
"0.91","81015001","0.91","0","321400","-10","1017103"
"0.61","81015201","0.61","-20","321700","0","1017201"
"0.61","81015202","0.61","-20","321700","0","1017202"
"0.61","81015202","0.61","-20","321700","0","1017203"
"1","100051","1","0","321800","-10","1017301"
"1","100931","1","0","321800","-10","1017302"
"1","100931","1","0","321800","-10","1017303"
"2.5","100021","2.5","0","310500","0","1017401"
"2.5","100531","2.5","0","310500","0","1017402"
"2.5","100531","2.5","0","310500","0","1017403"
"0.4","81003601","0.4","0","310600","0","1017501"
"0.4","81003602","0.4","0","310600","0","1017502"
"0.4","81003602","0.4","0","310600","0","1017503"
"0.73","81015601","0.73","0","322100","13","1017601"
"0.73","81015602","0.73","0","322100","13","1017602"
"0.73","81015602","0.73","0","322100","13","1017603"
"1.5","81003006","1.5","0","322200","-10","1017701"
"1.5","81008002","1.5","0","322200","-10","1017702"
"1.5","81008002","1.5","0","322200","-10","1017703"
"1.33","81001205","1.33","-20","322400","-55","1017801"
"1.33","81001206","1.33","-20","322400","-55","1017802"
"1.33","81001206","1.33","-20","322400","-55","1017803"
