d82cdd5ce1d65f72d1d5ca9b62062334d6b94cc2d89fcad7efd13005ce2bed38,40ea3095e5c3d42322310b34730e817d0c77b110e6e9aeed6ee8ec19eb029cd6,cc8ba7b1b5cd558ea39e3aa370cd318136933cfeca95830c307bf680296746b5,de88723baaebb584740580547a79168d9d5f5bab7b055bf5d50486a68ba739f1,ec250a013cbcdf46a92ae6361f70f47c1261f5b5cf23fe5590718bb5c98925c0,9d8e1f8774849fb135db72c6f2c15be1f40b46cf245f5ae64092fa1630a5e30f,e8bdd9fc42b8170e2a02f4606d6e7502bbac4554db1282c29fb4854c69bec4be,cf4c69269189671f2a0f4c3ef333dab51a7eda8c1c80b45780064a86108e74bb,eb8cb98ea93c0746a912af3a6debc0744337cc8604afa878b6e30f3f704dd4df,d5e261483fc154abd01866cbdc64acf70fab66088c3837f822b703a7c8ad5a70,b3c9cd15b404c3f42c56977a82d4b7efabbbb149ca3356dca360011fb3c711ec,1390beb26cb22f14c7bb1d301536a4a921b363d7cd9c34fd6f661df8915b5085,a3c5e94f37caa924496f7c832b295509718f6db6086546bfae7d058a6afb516e,cad22f538897f0020c4dca1a648155d2073473660a0200c4a3c4795cbb6c980e,ee431d020d3afe07afb90cb3424484d46cfe35b6791611fe44b5ef016418bda8,6ffc3bb9daac061c438323810517a4702f8b1e769cda7b78f045a6e258332a9a
"1002010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1002011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1002012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1002013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1002014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1002015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1002016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1002017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1002018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1003001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1003002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1003003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1003004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1003005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1003006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1003007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1003008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1003009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1003010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1003011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1003012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1003013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1003014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1003015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1003016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1003017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1003018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1004001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1004002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1004003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1004004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1004005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1004006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1004007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1004008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1004009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1004010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1004011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1004012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1004013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1004014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1004015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1004016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1004017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1004018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1005001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1005002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1005003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1005004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1005005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1005006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1005007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1005008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1005009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1005010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1005011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1005012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1005013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1005014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1005015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1005016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1005017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1005018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1006001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1006002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1006003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1006004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1006005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1006006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1006007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1006008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1006009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1006010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1006011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1006012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1006013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1006014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1006015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1006016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1006017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1006018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1007001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1007002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1007003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1007004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1007005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1007006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1007007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1007008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1007009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1007010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1007011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1007012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1007013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1007014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1007015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1007016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1007017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1007018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1008001","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1008002","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1008003","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1008004","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1008005","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1008006","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1008007","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1008008","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1008009","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1008010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","400","500000"
"1008011","8","2","12","91002","200","90008","50","25011","2","2","25021","10","94002","400","500000"
"1008012","8","2","12","91002","200","90008","50","25012","2","2","25021","10","94002","400","500000"
"1008013","8","2","12","91002","200","90008","50","25013","2","2","25021","10","94002","400","500000"
"1008014","8","2","12","91002","200","90008","50","25014","2","2","25021","10","94002","400","500000"
"1008015","8","2","12","91002","200","90008","50","25015","2","2","25021","10","94002","400","500000"
"1008016","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1008017","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1008018","8","0","12","91002","200","90008","50","0","2","2","25021","10","94002","0","500000"
"1009001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1009002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1009003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1009004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1009005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1009006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1009007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1009008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1009009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1009010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1009011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1009012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1009013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1009014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1009015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1009016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1009017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1009018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1010001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1010002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1010003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1010004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1010005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1010006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1010007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1010008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1010009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1010010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1010011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1010012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1010013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1010014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1010015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1010016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1010017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1010018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1011001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1011002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1011003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1011004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1011005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1011006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1011007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1011008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1011009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1011010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1011011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1011012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1011013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1011014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1011015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1011016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1011017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1011018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1012001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1012002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1012003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1012004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1012005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1012006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1012007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1012008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1012009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1012010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1012011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1012012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1012013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1012014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1012015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1012016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1012017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1012018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1013001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1013002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1013003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1013004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1013005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1013006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1013007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1013008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1013009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1013010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1013011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1013012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1013013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1013014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1013015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1013016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1013017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1013018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1014001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1014002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1014003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1014004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1014005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1014006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1014007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1014008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1014009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1014010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1014011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1014012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1014013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1014014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1014015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1014016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1014017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1014018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1015001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1015002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1015003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1015004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1015005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1015006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1015007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1015008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1015009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1015010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1015011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1015012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1015013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1015014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1015015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1015016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1015017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1015018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1016001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1016002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1016003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1016004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1016005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1016006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1016007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1016008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1016009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1016010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
"1016011","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1016012","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1016013","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1016014","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1016015","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1016016","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1016017","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1016018","8","0","12","91002","200","90008","125","0","2","2","25021","10","94002","0","500000"
"1017001","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1017002","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1017003","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1017004","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1017005","8","2","12","91002","200","90008","125","25015","2","2","25021","10","94002","1000","500000"
"1017006","8","2","12","91002","200","90008","125","25011","2","2","25021","10","94002","1000","500000"
"1017007","8","2","12","91002","200","90008","125","25012","2","2","25021","10","94002","1000","500000"
"1017008","8","2","12","91002","200","90008","125","25013","2","2","25021","10","94002","1000","500000"
"1017009","8","2","12","91002","200","90008","125","25014","2","2","25021","10","94002","1000","500000"
"1017010","8","2","12","91002","200","90008","10","25015","2","2","25001","10","94002","1000","500000"
