e67d420e7f21993413d754c0efdde87450c874405ffbb51f76338633fd7e697b,626c4e27355cb5c68412754ca921468de9c12d5a49cdf9f25dd86699edfa5997,25f3d3d348bf6106d288e60a9a51e0ef162df20ecb004ae1b1501918af59bd7b,2efc55078c939b17c7fda73a2e2f31bad69cbcca979442a419b5063c54a04d3c,b634d0b6ce10aa915c19ffeb3a490068e7b674e9f5f7c9e0b13ec8ff72d40865,f0de4c31f484d1f7ba32c7fd50acd4ab955f50d71523649937a8820135bb3976,7c5517e608f584e540d8f6b081ffd016911044eb440f47c349a0cd47cc192000,165eeacbab89105e09a3b75e3d18f11f09795694e131e81db0dec1d55156a14f,9629aace3ccd43aaab3839b77d9ea6985d8a02354c6782f5b329739f6d6772e3,ee7c64db6718b0a7899870f998a982f33ac9895df9b4e0f997d252aa1996eb0f,dc666bfc0acf6b227c3f340771739a7f29b8ceed5f2fcc7d31cb0d0534034445,c1e965eb687a443c4cd384ccef28bd023926832f0dabc04a327d2ae18a34b5ef,68a6b8b4a07a9e84bfb3b38f1fdd14363f68eeeac1a91834cae51e4f927c6ed0,7ff473ab8b7967d06bb454d7c796d2668205763e5e9809e14d3a02eda3149f9a,804d77e90e98aea63e77c9b9fbd7d7f9cfd20a0f9d7de151c21fc74bc2dcf5e8,530e3b418ea62db74c80cf719b9a1bd6c3d3c795a317bc1df309bc5eb4644e10,a0e9ba3a4e56c09d9d21b606b57fdca3498665572edea3fdc36dbafa1b21ef2b,47385000ad8f4479cf4b39b69504fd6b9dbf2730ec7599cc49db6331188638f7,58b2f91825f60788de8e560401c26d50f25958e007855b442760d2234f06cd8f,12c8a101bbbc5b76d88863a5a7800e0bf49b8a1749094b33d83c47dd80627c7a
"11","60","0","0","1002205","0","10","0","0","20003","2","0","0","3100101","30","0","2","2","0","90006"
"1","61","0","0","1002206","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","62","0","0","1002206","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","63","0","0","1002206","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","64","0","0","1002206","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","65","0","0","1002207","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","66","0","0","1002207","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","67","0","0","1002207","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","68","0","0","1002207","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","69","0","0","1002208","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","70","0","0","1002208","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","71","0","0","1002208","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","72","0","0","1002208","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","73","0","0","1002209","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","74","0","0","1002209","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","75","0","0","1002209","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","76","0","0","1002209","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","77","0","0","1002210","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","78","0","0","1002210","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","79","0","0","1002210","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","80","0","0","1002210","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","81","0","0","1003201","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","82","0","0","1003201","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","83","0","0","1003201","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","84","0","0","1003201","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","85","0","0","1003202","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","86","0","0","1003202","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","87","0","0","1003202","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","88","0","0","1003202","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","89","0","0","1003203","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","90","0","0","1003203","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","91","0","0","1003203","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","92","0","0","1003203","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","93","0","0","1003204","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","94","0","0","1003204","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","95","0","0","1003204","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","96","0","0","1003204","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","97","0","0","1003205","0","40","0","0","20003","10","0","0","3100104","1","0","2","2","0","90006"
"2","98","0","0","1003205","0","30","0","0","20003","8","0","0","3100103","3","0","2","2","0","90006"
"4","99","0","0","1003205","0","20","0","0","20003","6","0","0","3100102","10","0","2","2","0","90006"
"11","100","0","0","1003205","0","10","0","0","20003","2","0","0","3100101","30","0","2","2","0","90006"
"1","101","0","0","1003206","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","102","0","0","1003206","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","103","0","0","1003206","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","104","0","0","1003206","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","105","0","0","1003207","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","106","0","0","1003207","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","107","0","0","1003207","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","108","0","0","1003207","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","109","0","0","1003208","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","110","0","0","1003208","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","111","0","0","1003208","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","112","0","0","1003208","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","113","0","0","1003209","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","114","0","0","1003209","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","115","0","0","1003209","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","116","0","0","1003209","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","117","0","0","1003210","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","118","0","0","1003210","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","119","0","0","1003210","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","120","0","0","1003210","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","121","0","0","1004201","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","122","0","0","1004201","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","123","0","0","1004201","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","124","0","0","1004201","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","125","0","0","1004202","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","126","0","0","1004202","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","127","0","0","1004202","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","128","0","0","1004202","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","129","0","0","1004203","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","130","0","0","1004203","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","131","0","0","1004203","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","132","0","0","1004203","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","133","0","0","1004204","0","20","0","0","20003","5","0","0","3100104","1","0","2","2","0","90006"
"2","134","0","0","1004204","0","15","0","0","20003","4","0","0","3100103","3","0","2","2","0","90006"
"4","135","0","0","1004204","0","10","0","0","20003","3","0","0","3100102","10","0","2","2","0","90006"
"11","136","0","0","1004204","0","5","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","137","0","0","1004205","0","40","0","0","20003","10","0","0","3100104","1","0","2","2","0","90006"
"2","138","0","0","1004205","0","30","0","0","20003","8","0","0","3100103","3","0","2","2","0","90006"
"4","139","0","0","1004205","0","20","0","0","20003","6","0","0","3100102","10","0","2","2","0","90006"
"11","140","0","0","1004205","0","10","0","0","20003","2","0","0","3100101","30","0","2","2","0","90006"
"1","141","0","0","1004206","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","142","0","0","1004206","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","143","0","0","1004206","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","144","0","0","1004206","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","145","0","0","1004207","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","146","0","0","1004207","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","147","0","0","1004207","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","148","0","0","1004207","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","149","0","0","1004208","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","150","0","0","1004208","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","151","0","0","1004208","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","152","0","0","1004208","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","153","0","0","1004209","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","154","0","0","1004209","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","155","0","0","1004209","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","156","0","0","1004209","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
"1","157","0","0","1004210","0","10","0","0","20003","4","0","0","3100104","1","0","2","2","0","90006"
"2","158","0","0","1004210","0","8","0","0","20003","3","0","0","3100103","3","0","2","2","0","90006"
"4","159","0","0","1004210","0","6","0","0","20003","2","0","0","3100102","10","0","2","2","0","90006"
"11","160","0","0","1004210","0","4","0","0","20003","1","0","0","3100101","30","0","2","2","0","90006"
