112fdf77278b88f2cb02e582c60e11bc99cdc844d12c67bbfd72eb81f3066b71,b058ebfcd3a9cdd875101ff009d1a8acb8ba12ca3a420b7d667895dbb9e93284,c0b579e5d452b20cd8e8b206096828a30ed871f07ef9c213760efb2effcad293,d40ffa57e23a6d062171626008fcfe049920ea65a117fab9b28974b279844eca,076c27f8434cf9bfc5b20f2bf15481cdaa8194b62ebe2b059f354318997fda19,082fe93f7cf0f2ae266669ee52c954a5c4211acd730cd6d2cf43e471482b073a,0a801767c3259333ccb209c7714cf64773f6acda6a70602357219f106531a941,10116d378ac183ee518beb01da30bb8da7846c9b919b639943b26dd807f23675,2b15b254332842094f2ddd9409a0a94f4732bc427d9def80b12d432a213cdb7e,12dc7f8a0ac861b09763780a2ade3919e14f79bcfc6291f5fee4e1b814fab17b,43be309bbcb84d2381b32c3260d5379b7a2a384d35a426182269d8eb6a1d4334,df94efc3a1097e62f4be529e0608ef9af5eefc8af210bd30eaddd153fdf64e26
"0","4","0","16","1009804","1","0","0","0","100980416","2.85","0"
"0","2","0","17","1009804","0","0","vo_lsv_0404","vo_lsv","100980417","0","0"
"0","1","327","18","1009804","0","7","0","0","100980418","0","1.51"
"0","4","0","19","1009804","1","0","0","0","100980419","1.61","0"
"0","1","300","20","1009804","0","8","0","0","100980420","0","1.29"
"0","4","0","21","1009804","1","0","0","0","100980421","1.949","0"
"0","1","300","22","1009804","0","9","0","0","100980422","0","1.925"
"0","4","0","1","1009805","1","0","0","0","100980501","0.8","0"
"0","2","0","2","1009805","0","0","vo_lsv_0501","vo_lsv","100980502","0","0"
"0","1","300","3","1009805","0","1","0","0","100980503","0","2.115"
"0","4","0","4","1009805","1","0","0","0","100980504","3.115","0"
"0","2","0","5","1009805","0","0","vo_lsv_0502","vo_lsv","100980505","0","0"
"0","1","310","6","1009805","0","2","0","0","100980506","0","1.743"
"0","4","0","7","1009805","1","0","0","0","100980507","2.743","0"
"0","2","0","8","1009805","0","0","vo_lsv_0503","vo_lsv","100980508","0","0"
"0","1","300","9","1009805","0","3","0","0","100980509","0","1.86"
"0","4","0","10","1009805","1","0","0","0","100980510","2.26","0"
"0","1","300","11","1009805","0","4","0","0","100980511","0","1.667"
"0","4","0","12","1009805","1","0","0","0","100980512","2.324","0"
"0","1","310","13","1009805","0","5","0","0","100980513","0","2.168"
"0","4","0","14","1009805","1","0","0","0","100980514","3.168","0"
"0","2","0","15","1009805","0","0","vo_lsv_0504","vo_lsv","100980515","0","0"
"0","1","300","16","1009805","0","6","0","0","100980516","0","1.752"
"0","4","0","17","1009805","1","0","0","0","100980517","2.276","0"
"0","1","300","18","1009805","0","7","0","0","100980518","0","1.43"
"0","4","0","19","1009805","1","0","0","0","100980519","1.43","0"
"0","1","125","20","1009805","0","8","0","0","100980520","0","0.749"
"0","4","0","21","1009805","1","0","0","0","100980521","1.749","0"
"0","2","0","22","1009805","0","0","vo_lsv_0505","vo_lsv","100980522","0","0"
"125","1","300","23","1009805","0","8","0","0","100980523","0","0.65"
"0","4","0","24","1009805","1","0","0","0","100980524","0.65","0"
"0","1","300","25","1009805","0","9","0","0","100980525","0","1.753"
"0","4","0","26","1009805","1","0","0","0","100980526","1.753","0"
"0","1","160","27","1009805","0","10","0","0","100980527","0","0.929"
"0","4","0","28","1009805","1","0","0","0","100980528","1.929","0"
"0","2","0","29","1009805","0","0","vo_lsv_0506","vo_lsv","100980529","0","0"
"160","1","300","30","1009805","0","10","0","0","100980530","0","0.536"
"0","4","0","31","1009805","1","0","0","0","100980531","0.536","0"
"0","1","327","32","1009805","0","11","0","0","100980532","0","1.438"
"0","4","0","33","1009805","1","0","0","0","100980533","1.438","0"
"0","1","300","34","1009805","0","12","0","0","100980534","0","2.426"
"0","4","0","1","1009806","1","0","0","0","100980601","0.8","0"
"0","2","0","2","1009806","0","0","vo_lsv_0601","vo_lsv","100980602","0","0"
"0","1","330","3","1009806","0","1","0","0","100980603","0","2.5"
"0","4","0","4","1009806","1","0","0","0","100980604","2.5","0"
"0","1","270","5","1009806","0","2","0","0","100980605","0","1.5"
"0","4","0","6","1009806","1","0","0","0","100980606","2.5","0"
"0","2","0","7","1009806","0","0","vo_lsv_0602","vo_lsv","100980607","0","0"
"0","1","325","8","1009806","0","3","0","0","100980608","0","1.9"
"0","4","0","9","1009806","1","0","0","0","100980609","1.9","0"
"0","1","300","10","1009806","0","4","0","0","100980610","0","1.744"
"0","4","0","11","1009806","1","0","0","0","100980611","2.329","0"
"0","1","300","12","1009806","0","5","0","0","100980612","0","1.049"
"0","4","0","13","1009806","1","0","0","0","100980613","1.049","0"
"0","1","210","14","1009806","0","6","0","0","100980614","0","1.093"
"0","4","0","15","1009806","1","0","0","0","100980615","2.093","0"
"0","2","0","16","1009806","0","0","vo_lsv_0603","vo_lsv","100980616","0","0"
"0","1","300","17","1009806","0","7","0","0","100980617","0","1.9"
"0","4","0","18","1009806","1","0","0","0","100980618","1.9","0"
"0","1","300","19","1009806","0","8","0","0","100980619","0","2.4"
"0","4","0","20","1009806","1","0","0","0","100980620","2.4","0"
"0","1","300","21","1009806","0","9","0","0","100980621","0","1.65"
"0","4","0","22","1009806","1","0","0","0","100980622","2.65","0"
"0","2","0","23","1009806","0","0","vo_lsv_0604","vo_lsv","100980623","0","0"
"0","1","300","24","1009806","0","10","0","0","100980624","0","1.763"
"0","4","0","25","1009806","1","0","0","0","100980625","1.763","0"
"0","1","205","26","1009806","0","11","0","0","100980626","0","1.308"
"0","4","0","27","1009806","1","0","0","0","100980627","2.308","0"
"0","2","0","28","1009806","0","0","vo_lsv_0605","vo_lsv","100980628","0","0"
"205","1","320","29","1009806","0","11","0","0","100980629","0","1"
"0","4","0","30","1009806","1","0","0","0","100980630","1","0"
"0","1","270","31","1009806","0","12","0","0","100980631","0","1.853"
"0","4","0","1","1009807","1","0","0","0","100980701","0.8","0"
"0","2","0","2","1009807","0","0","vo_lsv_0701","vo_lsv","100980702","0","0"
"0","1","300","3","1009807","0","1","0","0","100980703","0","1.355"
"0","4","0","4","1009807","1","0","0","0","100980704","1.355","0"
"0","1","300","5","1009807","0","2","0","0","100980705","0","1.126"
"0","4","0","6","1009807","1","0","0","0","100980706","1.126","0"
"0","1","300","7","1009807","0","3","0","0","100980707","0","1.641"
"0","4","0","8","1009807","1","0","0","0","100980708","2","0"
"0","2","0","9","1009807","0","0","vo_lsv_0702","vo_lsv","100980709","0","0"
"0","1","300","10","1009807","0","4","0","0","100980710","0","1.325"
"0","4","0","11","1009807","1","0","0","0","100980711","1.325","0"
"0","1","327","12","1009807","0","5","0","0","100980712","0","1.891"
"0","4","0","13","1009807","1","0","0","0","100980713","2.437","0"
"0","1","327","14","1009807","0","6","0","0","100980714","0","1.93"
"0","4","0","15","1009807","1","0","0","0","100980715","2.93","0"
"0","2","0","16","1009807","0","0","vo_lsv_0703","vo_lsv","100980716","0","0"
"0","1","300","17","1009807","0","7","0","0","100980717","0","1.84"
"0","4","0","18","1009807","1","0","0","0","100980718","2.361","0"
"0","1","300","19","1009807","0","8","0","0","100980719","0","1.38"
"0","4","0","20","1009807","1","0","0","0","100980720","1.38","0"
"0","1","300","21","1009807","0","9","0","0","100980721","0","1.399"
"0","4","0","22","1009807","1","0","0","0","100980722","2.399","0"
"0","2","0","23","1009807","0","0","vo_lsv_0704","vo_lsv","100980723","0","0"
"0","1","300","24","1009807","0","10","0","0","100980724","0","2.268"
"0","4","0","25","1009807","1","0","0","0","100980725","2.268","0"
"0","1","300","26","1009807","0","11","0","0","100980726","0","1.299"
"0","4","0","1","1009808","1","0","0","0","100980801","0.8","0"
"0","2","0","2","1009808","0","0","vo_lsv_0801","vo_lsv","100980802","0","0"
"0","1","300","3","1009808","0","1","0","0","100980803","0","1.4"
"0","4","0","4","1009808","1","0","0","0","100980804","1.4","0"
"0","1","300","5","1009808","0","2","0","0","100980805","0","1"
"0","4","0","6","1009808","1","0","0","0","100980806","2","0"
"0","2","0","7","1009808","0","0","vo_lsv_0802","vo_lsv","100980807","0","0"
"0","1","300","8","1009808","0","3","0","0","100980808","0","1.6"
"0","4","0","9","1009808","1","0","0","0","100980809","1.8","0"
"0","1","300","10","1009808","0","4","0","0","100980810","0","1"
"0","4","0","11","1009808","1","0","0","0","100980811","1","0"
"0","1","300","12","1009808","0","5","0","0","100980812","0","1.5"
"0","4","0","13","1009808","1","0","0","0","100980813","2.5","0"
"0","2","0","14","1009808","0","0","vo_lsv_0803","vo_lsv","100980814","0","0"
"0","1","320","15","1009808","0","6","0","0","100980815","0","1.9"
"0","4","0","16","1009808","1","0","0","0","100980816","2.5","0"
"0","1","240","17","1009808","0","7","0","0","100980817","0","1.3"
"0","4","0","18","1009808","1","0","0","0","100980818","2.3","0"
"0","2","0","19","1009808","0","0","vo_lsv_0804","vo_lsv","100980819","0","0"
"0","1","300","20","1009808","0","8","0","0","100980820","0","1.3"
"0","4","0","21","1009808","1","0","0","0","100980821","1.3","0"
"0","1","300","22","1009808","0","9","0","0","100980822","0","1.5"
"0","4","0","23","1009808","1","0","0","0","100980823","2.5","0"
"0","2","0","24","1009808","0","0","vo_lsv_0805","vo_lsv","100980824","0","0"
"0","1","300","25","1009808","0","10","0","0","100980825","0","1.4"
"0","4","0","26","1009808","1","0","0","0","100980826","2.6","0"
"0","2","0","27","1009808","0","0","vo_lsv_0806","vo_lsv","100980827","0","0"
"15","1","327","28","1009808","0","11","0","0","100980828","0","1.363"
"0","4","0","1","1009809","1","0","0","0","100980901","0.8","0"
"0","2","0","2","1009809","0","0","vo_lsv_0901","vo_lsv","100980902","0","0"
"0","1","300","3","1009809","0","1","0","0","100980903","0","2.1"
"0","4","0","4","1009809","1","0","0","0","100980904","2.9","0"
"0","2","0","5","1009809","0","0","vo_lsv_0902","vo_lsv","100980905","0","0"
"0","1","327","6","1009809","0","2","0","0","100980906","0","2.46"
"0","4","0","7","1009809","1","0","0","0","100980907","2.64","0"
"0","1","327","8","1009809","0","3","0","0","100980908","0","1.845"
"0","4","0","9","1009809","1","0","0","0","100980909","1.85","0"
"0","1","300","10","1009809","0","4","0","0","100980910","0","1.735"
"0","4","0","11","1009809","1","0","0","0","100980911","2","0"
"0","2","0","12","1009809","0","0","vo_lsv_0903","vo_lsv","100980912","0","0"
"0","1","327","13","1009809","0","5","0","0","100980913","0","2.484"
"0","4","0","14","1009809","1","0","0","0","100980914","2.663","0"
"0","1","327","15","1009809","0","6","0","0","100980915","0","1.546"
"0","4","0","16","1009809","1","0","0","0","100980916","1.55","0"
"0","1","327","17","1009809","0","7","0","0","100980917","0","1.205"
"0","4","0","18","1009809","1","0","0","0","100980918","1.5","0"
"0","2","0","19","1009809","0","0","vo_lsv_0904","vo_lsv","100980919","0","0"
"0","1","327","20","1009809","0","8","0","0","100980920","0","2.079"
"0","4","0","21","1009809","1","0","0","0","100980921","2.4","0"
"0","1","327","22","1009809","0","9","0","0","100980922","0","2.05"
"0","4","0","23","1009809","1","0","0","0","100980923","2.35","0"
"0","1","327","24","1009809","0","10","0","0","100980924","0","2.55"
"0","4","0","1","1009810","1","0","0","0","100981001","0.8","0"
"0","2","0","2","1009810","0","0","vo_lsv_1001","vo_lsv","100981002","0","0"
"0","1","300","3","1009810","0","1","0","0","100981003","0","1.707"
"0","4","0","4","1009810","1","0","0","0","100981004","1.717","0"
"0","1","90","5","1009810","0","2","0","0","100981005","0","0.75"
"0","4","0","6","1009810","1","0","0","0","100981006","1.15","0"
"92","1","327","7","1009810","0","2","0","0","100981007","0","1.46"
"0","4","0","8","1009810","1","0","0","0","100981008","1.66","0"
"0","1","327","9","1009810","0","3","0","0","100981009","0","2.03"
"0","4","0","10","1009810","1","0","0","0","100981010","2.23","0"
"0","1","327","11","1009810","0","4","0","0","100981011","0","1.732"
"0","4","0","12","1009810","1","0","0","0","100981012","2.5","0"
"0","2","0","13","1009810","0","0","vo_lsv_1002","vo_lsv","100981013","0","0"
"0","1","300","14","1009810","0","5","0","0","100981014","0","1.9"
"0","4","0","15","1009810","1","0","0","0","100981015","1.949","0"
"0","1","327","16","1009810","0","6","0","0","100981016","0","2.05"
"0","4","0","17","1009810","1","0","0","0","100981017","2.08","0"
"0","1","130","18","1009810","0","7","0","0","100981018","0","0.8"
"0","4","0","19","1009810","1","0","0","0","100981019","2","0"
"0","2","0","20","1009810","0","0","vo_lsv_1003","vo_lsv","100981020","0","0"
"135","1","300","21","1009810","0","7","0","0","100981021","0","1.575"
"0","4","0","22","1009810","1","0","0","0","100981022","1.6","0"
"0","1","190","23","1009810","0","8","0","0","100981023","0","1.243"
"0","4","0","24","1009810","1","0","0","0","100981024","3","0"
"0","2","0","25","1009810","0","0","vo_lsv_1004","vo_lsv","100981025","0","0"
"0","1","196","26","1009810","0","9","0","0","100981026","0","1.867"
"0","4","0","27","1009810","1","0","0","0","100981027","2.067","0"
"198","1","327","28","1009810","0","9","0","0","100981028","0","0.956"
"0","4","0","29","1009810","1","0","0","0","100981029","1","0"
"0","1","260","30","1009810","0","10","0","0","100981030","0","1.851"
"0","4","0","31","1009810","1","0","0","0","100981031","1.88","0"
"0","1","160","32","1009810","0","11","0","0","100981032","0","1.172"
"0","4","0","33","1009810","1","0","0","0","100981033","2.5","0"
"0","2","0","34","1009810","0","0","vo_lsv_1005","vo_lsv","100981034","0","0"
"0","1","88","35","1009810","0","12","0","0","100981035","0","0.95"
"0","4","0","36","1009810","1","0","0","0","100981036","1.1","0"
"90","1","230","37","1009810","0","12","0","0","100981037","0","1.392"
"0","4","0","1","1009811","1","0","0","0","100981101","0.8","0"
"0","2","0","2","1009811","0","0","vo_lsv_1101","vo_lsv","100981102","0","0"
"0","1","300","3","1009811","0","1","0","0","100981103","0","1.813"
"0","4","0","4","1009811","1","0","0","0","100981104","2","0"
"0","1","280","5","1009811","0","2","0","0","100981105","0","1.065"
"0","4","0","6","1009811","1","0","0","0","100981106","1.095","0"
"0","1","327","7","1009811","0","3","0","0","100981107","0","2.176"
"0","4","0","8","1009811","1","0","0","0","100981108","3.1","0"
"0","2","0","9","1009811","0","0","vo_lsv_1102","vo_lsv","100981109","0","0"
"0","1","280","10","1009811","0","4","0","0","100981110","0","1.283"
"0","4","0","11","1009811","1","0","0","0","100981111","1.31","0"
"0","1","327","12","1009811","0","5","0","0","100981112","0","2.351"
"0","4","0","13","1009811","1","0","0","0","100981113","2.381","0"
"0","1","327","14","1009811","0","6","0","0","100981114","0","2.037"
"0","4","0","15","1009811","1","0","0","0","100981115","3","0"
"0","2","0","16","1009811","0","0","vo_lsv_1103","vo_lsv","100981116","0","0"
"0","1","327","17","1009811","0","7","0","0","100981117","0","2.637"
"0","4","0","18","1009811","1","0","0","0","100981118","3.23","0"
"0","1","327","19","1009811","0","8","0","0","100981119","0","1.789"
"0","4","0","20","1009811","1","0","0","0","100981120","1.81","0"
"0","1","80","21","1009811","0","9","0","0","100981121","0","0.763"
"0","4","0","22","1009811","1","0","0","0","100981122","0.893","0"
"82","1","327","23","1009811","0","9","0","0","100981123","0","1.079"
"0","4","0","24","1009811","1","0","0","0","100981124","1.1","0"
"0","1","195","25","1009811","0","10","0","0","100981125","0","1.424"
"0","4","0","26","1009811","1","0","0","0","100981126","2.5","0"
"0","2","0","27","1009811","0","0","vo_lsv_1104","vo_lsv","100981127","0","0"
"197","1","350","28","1009811","0","10","0","0","100981128","0","0.7"
"0","4","0","29","1009811","1","0","0","0","100981129","0.75","0"
"0","1","300","30","1009811","0","11","0","0","100981130","0","2.45"
"0","4","0","31","1009811","1","0","0","0","100981131","2.55","0"
"0","1","220","32","1009811","0","12","0","0","100981132","0","1.6"
"0","4","0","1","1009812","1","0","0","0","100981201","0.8","0"
"0","2","0","2","1009812","0","0","vo_lsv_1201","vo_lsv","100981202","0","0"
"0","1","300","3","1009812","0","1","0","0","100981203","0","2.379"
"0","4","0","4","1009812","1","0","0","0","100981204","3.5","0"
"0","2","0","5","1009812","0","0","vo_lsv_1202","vo_lsv","100981205","0","0"
"0","1","327","6","1009812","0","2","0","0","100981206","0","1.623"
"0","4","0","7","1009812","1","0","0","0","100981207","1.63","0"
"15","1","327","8","1009812","0","3","0","0","100981208","0","2.644"
"0","4","0","9","1009812","1","0","0","0","100981209","3.5","0"
"0","2","0","10","1009812","0","0","vo_lsv_1203","vo_lsv","100981210","0","0"
"0","1","300","11","1009812","0","4","0","0","100981211","0","1.502"
"0","4","0","12","1009812","1","0","0","0","100981212","1.51","0"
"15","1","327","13","1009812","0","5","0","0","100981213","0","2.171"
"0","4","0","14","1009812","1","0","0","0","100981214","2.2","0"
"0","1","180","15","1009812","0","6","0","0","100981215","0","1.319"
"0","4","0","16","1009812","1","0","0","0","100981216","1.8","0"
"0","2","0","17","1009812","0","0","vo_lsv_1204","vo_lsv","100981217","0","0"
"182","1","300","18","1009812","0","6","0","0","100981218","0","1.03"
"0","4","0","19","1009812","1","0","0","0","100981219","2","0"
"0","2","0","20","1009812","0","0","vo_lsv_1205","vo_lsv","100981220","0","0"
"0","1","300","21","1009812","0","7","0","0","100981221","0","1.96"
"0","4","0","22","1009812","1","0","0","0","100981222","2","0"
"15","1","327","23","1009812","0","8","0","0","100981223","0","2.137"
"0","4","0","24","1009812","1","0","0","0","100981224","3.5","0"
"0","2","0","25","1009812","0","0","vo_lsv_1206","vo_lsv","100981225","0","0"
"0","1","300","26","1009812","0","9","0","0","100981226","0","1.602"
"0","4","0","27","1009812","1","0","0","0","100981227","1.7","0"
"15","1","327","28","1009812","0","10","0","0","100981228","0","2.476"
"0","4","0","29","1009812","1","0","0","0","100981229","3.5","0"
"0","2","0","30","1009812","0","0","vo_lsv_1207","vo_lsv","100981230","0","0"
"0","1","300","31","1009812","0","11","0","0","100981231","0","1.155"
"0","4","0","32","1009812","1","0","0","0","100981232","1.18","0"
"15","1","200","33","1009812","0","12","0","0","100981233","0","1.28"
"0","4","0","1","1009813","1","0","0","0","100981301","0.8","0"
"0","2","0","2","1009813","0","0","vo_lsv_1301","vo_lsv","100981302","0","0"
"0","1","300","3","1009813","0","1","0","0","100981303","0","2.09"
"0","4","0","4","1009813","1","0","0","0","100981304","2.12","0"
"15","1","340","5","1009813","0","2","0","0","100981305","0","2.649"
"0","4","0","6","1009813","1","0","0","0","100981306","3.6","0"
"0","2","0","7","1009813","0","0","vo_lsv_1302","vo_lsv","100981307","0","0"
"0","1","300","8","1009813","0","3","0","0","100981308","0","2.138"
"0","4","0","9","1009813","1","0","0","0","100981309","2.17","0"
"0","1","327","10","1009813","0","4","0","0","100981310","0","2.111"
"0","4","0","11","1009813","1","0","0","0","100981311","2.45","0"
"0","1","327","12","1009813","0","5","0","0","100981312","0","2"
"0","4","0","13","1009813","1","0","0","0","100981313","2.3","0"
"0","1","290","14","1009813","0","6","0","0","100981314","0","1.354"
"0","4","0","15","1009813","1","0","0","0","100981315","3","0"
"0","2","0","16","1009813","0","0","vo_lsv_1303","vo_lsv","100981316","0","0"
"0","1","300","17","1009813","0","7","0","0","100981317","0","1.539"
"0","4","0","18","1009813","1","0","0","0","100981318","1.569","0"
"0","1","90","19","1009813","0","8","0","0","100981319","0","0.732"
"0","4","0","20","1009813","1","0","0","0","100981320","1.08","0"
"92","1","300","21","1009813","0","8","0","0","100981321","0","1.207"
"0","4","0","22","1009813","1","0","0","0","100981322","1.407","0"
"0","1","327","23","1009813","0","9","0","0","100981323","0","1.798"
"0","4","0","24","1009813","1","0","0","0","100981324","2.7","0"
"0","2","0","25","1009813","0","0","vo_lsv_1304","vo_lsv","100981325","0","0"
"0","1","300","26","1009813","0","10","0","0","100981326","0","1.633"
"0","4","0","1","1009814","1","0","0","0","100981401","0.8","0"
