a0d45f907772fc75ab916f2e33d014666c72bbda4848522efdf80f2ff3050cc1,d8f339dcb12aa0d8f276cb20050263b0b6a69b748bf4ab073c6218e64678e582,f1ec85060eba902ffd65d5b3044116716ba6652deb9b88d1035497e99e86c8e4,bc09ac39b1b96391cefc063c2e67dc2a11195966f8a3ad4b51bc098b6fbcf789,3543d2653b9d7476aa3e36c2b6fa3c6aa20adacaf13c6517f4e5681e130d933c,71f79fcfb8cc7f3b6adaabb06fa366be0d0232be34082095a4ed77376f31ec66,c65ecfc908f3d88007779680039b3e39ee8cf89bd003a40335943be5e8225c07,b6d29c707b606aec193890686fe7a0a8d61b8eb257cc54a7537b43ee17e82f7e,3c11ba9cfbb19dcb8fb292579c0c3c0113c0e5f9ba2bfc6e451ce05810b14525,a735216e83ff852d99f00d111ad79b804b11c6bc0396696d1f22336ba696e988,02d11001bde16ad79f6c43e6128d35e020fa7c4a902a0b28e11f8d154a03b2f4,e393b56d0e6f9fa2982e846f10caad0c9ab03de40cb4871a92fadc8069f96502,1449c90ca59521d013e4a4f6e895b0bb96bc92cce9c1bf74c26e0426e32e5542,1be5d8e934cdd3a00ddfe4f95225e858a4e87e2918413a62567542833fc6e931,3d5bdbf98de603e7f0a2eb14d6678071ec377400780f52fdab6c23d608712589
"102405006","610146009","0","61014601","0","0","0","0","0","0","0","16","0","1","610146506"
"102406001","610148004","0","61014801","0","0","0","0","0","0","0","16","0","1","610148404"
"102406002","610148005","0","61014801","0","0","0","0","0","0","0","16","0","1","610148405"
"102406003","610148006","0","61014801","0","0","0","0","0","0","0","16","0","1","610148406"
"102406004","610148007","0","61014801","0","0","0","0","0","0","0","16","0","1","610148504"
"102406005","610148008","0","61014801","0","0","0","0","0","0","0","16","0","1","610148505"
"102406006","610148009","0","61014801","0","0","0","0","0","0","0","16","0","1","610148506"
"102407001","610150004","0","61015001","0","0","0","0","0","0","0","16","0","4","610150404"
"102407002","610150005","0","61015001","0","0","0","0","0","0","0","16","0","4","610150405"
"102407003","610150006","0","61015001","0","0","0","0","0","0","0","16","0","4","610150406"
"102407004","610150007","0","61015001","0","0","0","0","0","0","0","16","0","4","610150504"
"102407005","610150008","0","61015001","0","0","0","0","0","0","0","16","0","4","610150505"
"102407006","610150009","0","61015001","0","0","0","0","0","0","0","16","0","4","610150506"
"102408001","610152004","0","61015201","0","0","0","0","0","0","0","16","0","4","610152404"
"102408002","610152005","0","61015201","0","0","0","0","0","0","0","16","0","4","610152405"
"102408003","610152006","0","61015201","0","0","0","0","0","0","0","16","0","4","610152406"
"102408004","610152007","0","61015201","0","0","0","0","0","0","0","16","0","4","610152504"
"102408005","610152008","0","61015201","0","0","0","0","0","0","0","16","0","4","610152505"
"102408006","610152009","0","61015201","0","0","0","0","0","0","0","16","0","4","610152506"
"102409001","610154004","0","61015401","0","0","0","0","0","0","0","16","0","4","610154404"
"102409002","610154005","0","61015401","0","0","0","0","0","0","0","16","0","4","610154405"
"102409003","610154006","0","61015401","0","0","0","0","0","0","0","16","0","4","610154406"
"102409004","610154007","0","61015401","0","0","0","0","0","0","0","16","0","4","610154504"
"102409005","610154008","0","61015401","0","0","0","0","0","0","0","16","0","4","610154505"
"102409006","610154009","0","61015401","0","0","0","0","0","0","0","16","0","4","610154506"
"102410001","610156004","0","61015501","0","0","0","0","0","0","0","16","0","4","610156404"
"102410002","610156005","0","61015501","0","0","0","0","0","0","0","16","0","4","610156405"
"102410003","610156006","0","61015501","0","0","0","0","0","0","0","16","0","4","610156406"
"102410004","610156007","0","61015501","0","0","0","0","0","0","0","16","0","4","610156504"
"102410005","610156008","0","61015501","0","0","0","0","0","0","0","16","0","4","610156505"
"102410006","610156009","0","61015501","0","0","0","0","0","0","0","16","0","4","610156506"
"102411001","610158004","0","61015801","0","0","0","0","0","0","0","16","0","4","610158404"
"102411002","610158005","0","61015801","0","0","0","0","0","0","0","16","0","4","610158405"
"102411003","610158006","0","61015801","0","0","0","0","0","0","0","16","0","4","610158406"
"102411004","610158007","0","61015801","0","0","0","0","0","0","0","16","0","4","610158504"
"102411005","610158008","0","61015801","0","0","0","0","0","0","0","16","0","4","610158505"
"102411006","610158009","0","61015801","0","0","0","0","0","0","0","16","0","4","610158506"
"102412001","610160004","0","61016001","0","0","0","0","0","0","0","16","0","4","610160404"
"102412002","610160005","0","61016001","0","0","0","0","0","0","0","16","0","4","610160405"
"102412003","610160006","0","61016001","0","0","0","0","0","0","0","16","0","4","610160406"
"102412004","610160007","0","61016001","0","0","0","0","0","0","0","16","0","4","610160504"
"102412005","610160008","0","61016001","0","0","0","0","0","0","0","16","0","4","610160505"
"102412006","610160009","0","61016001","0","0","0","0","0","0","0","16","0","4","610160506"
"102501001","610201101","0","61016201","0","0","0","0","0","0","0","57","0","4","610201102"
"102501002","610201102","0","61016201","0","0","0","0","0","0","0","58","0","4","610201204"
"102501003","610201103","0","61016201","0","0","0","0","0","0","0","58","0","4","610201205"
"102501004","610201104","0","61016201","0","0","0","0","0","0","0","58","0","4","610201206"
"102501005","610201105","0","61016201","0","0","0","0","0","0","0","58","0","4","610201304"
"102501006","610201106","0","61016201","0","0","0","0","0","0","0","58","0","4","610201305"
"102501007","610201107","0","61016201","0","0","0","0","0","0","0","58","0","4","610201306"
"102501011","610201151","0","61016201","0","0","0","0","0","0","0","57","0","4","610201152"
"102501012","610201152","0","61016201","0","0","0","0","0","0","0","58","0","4","610201254"
"102501013","610201153","0","61016201","0","0","0","0","0","0","0","58","0","4","610201255"
"102501014","610201154","0","61016201","0","0","0","0","0","0","0","58","0","4","610201256"
"102501015","610201155","0","61016201","0","0","0","0","0","0","0","58","0","4","610201354"
"102501016","610201156","0","61016201","0","0","0","0","0","0","0","58","0","4","610201355"
"102501017","610201157","0","61016201","0","0","0","0","0","0","0","58","0","4","610201356"
"102502001","610202101","0","61016401","0","0","0","0","0","0","0","57","0","4","610202102"
"102502002","610202102","0","61016401","0","0","0","0","0","0","0","58","0","4","610202204"
"102502003","610202103","0","61016401","0","0","0","0","0","0","0","58","0","4","610202205"
"102502004","610202104","0","61016401","0","0","0","0","0","0","0","58","0","4","610202206"
"102502005","610202105","0","61016401","0","0","0","0","0","0","0","58","0","4","610202304"
"102502006","610202106","0","61016401","0","0","0","0","0","0","0","58","0","4","610202305"
"102502007","610202107","0","61016401","0","0","0","0","0","0","0","58","0","4","610202306"
"102503001","610203101","0","61016601","0","0","0","0","0","0","0","57","0","4","610203102"
"102503002","610203102","0","61016601","0","0","0","0","0","0","0","58","0","4","610203204"
"102503003","610203103","0","61016601","0","0","0","0","0","0","0","58","0","4","610203205"
"102503004","610203104","0","61016601","0","0","0","0","0","0","0","58","0","4","610203206"
"102503005","610203105","0","61016601","0","0","0","0","0","0","0","58","0","4","610203304"
"102503006","610203106","0","61016601","0","0","0","0","0","0","0","58","0","4","610203305"
"102503007","610203107","0","61016601","0","0","0","0","0","0","0","58","0","4","610203306"
"102504001","610204101","0","61016801","0","0","0","0","0","0","0","57","0","4","610204102"
"102504002","610204102","0","61016801","0","0","0","0","0","0","0","58","0","4","610204204"
"102504003","610204103","0","61016801","0","0","0","0","0","0","0","58","0","4","610204205"
"102504004","610204104","0","61016801","0","0","0","0","0","0","0","58","0","4","610204206"
"102504005","610204105","0","61016801","0","0","0","0","0","0","0","58","0","4","610204304"
"102504006","610204106","0","61016801","0","0","0","0","0","0","0","58","0","4","610204305"
"102504007","610204107","0","61016801","0","0","0","0","0","0","0","58","0","4","610204306"
"102505001","610205101","0","61017001","0","0","0","0","0","0","0","57","0","4","610205102"
"102505002","610205102","0","61017001","0","0","0","0","0","0","0","58","0","4","610205204"
"102505003","610205103","0","61017001","0","0","0","0","0","0","0","58","0","1","610205205"
"102505004","610205104","0","61017001","0","0","0","0","0","0","0","58","0","4","610205206"
"102505005","610205105","0","61017001","0","0","0","0","0","0","0","58","0","4","610205304"
"102505006","610205106","0","61017001","0","0","0","0","0","0","0","58","0","1","610205305"
"102505007","610205107","0","61017001","0","0","0","0","0","0","0","58","0","4","610205306"
"102506001","610206101","0","61017201","0","0","0","0","0","0","0","57","0","4","610206102"
"102506002","610206102","0","61017201","0","0","0","0","0","0","0","58","0","4","610206204"
"102506003","610206103","0","61017201","0","0","0","0","0","0","0","58","0","4","610206205"
"102506004","610206104","0","61017201","0","0","0","0","0","0","0","58","0","4","610206206"
"102506005","610206105","0","61017201","0","0","0","0","0","0","0","58","0","4","610206304"
"102506006","610206106","0","61017201","0","0","0","0","0","0","0","58","0","4","610206305"
"102506007","610206107","0","61017201","0","0","0","0","0","0","0","58","0","4","610206306"
"102507001","610207101","0","61017401","0","0","0","0","0","0","0","57","0","4","610207102"
"102507002","610207102","0","61017401","0","0","0","0","0","0","0","58","0","4","610207204"
"102507003","610207103","0","61017401","0","0","0","0","0","0","0","58","0","4","610207205"
"102507004","610207104","0","61017401","0","0","0","0","0","0","0","58","0","4","610207206"
"102507005","610207105","0","61017401","0","0","0","0","0","0","0","58","0","4","610207304"
"102507006","610207106","0","61017401","0","0","0","0","0","0","0","58","0","4","610207305"
"102507007","610207107","0","61017401","0","0","0","0","0","0","0","58","0","4","610207306"
"102508001","610208101","0","61017601","0","0","0","0","0","0","0","57","0","1","610208102"
"102508002","610208102","0","61017601","0","0","0","0","0","0","0","58","0","4","610208204"
"102508003","610208103","0","61017601","0","0","0","0","0","0","0","58","0","4","610208205"
"102508004","610208104","0","61017601","0","0","0","0","0","0","0","58","0","1","610208206"
"102508005","610208105","0","61017601","0","0","0","0","0","0","0","58","0","4","610208304"
"102508006","610208106","0","61017601","0","0","0","0","0","0","0","58","0","4","610208305"
"102508007","610208107","0","61017601","0","0","0","0","0","0","0","58","0","1","610208306"
"102691001","120690033","0","0","0","0","0","0","0","0","0","0","0","1","102690311"
"102701001","120700033","0","0","0","0","0","0","0","0","0","0","0","1","102700311"
"102711001","120710033","0","0","0","0","0","0","0","0","0","0","0","1","102710311"
"102721001","120720033","0","0","0","0","0","0","0","0","0","0","0","1","102720311"
"102731001","120730033","0","0","0","0","0","0","0","0","0","0","0","1","102730311"
"102741001","120740033","0","0","0","0","0","0","0","0","0","0","0","1","102740311"
"102761001","120760033","0","0","0","0","0","0","0","0","0","0","0","1","102760311"
"401705101","401705101","0","0","0","0","0","0","0","0","0","9","0","1","401705112"
"401705102","401705102","0","0","0","0","0","0","0","0","0","9","0","1","401705113"
"401705105","401705105","0","0","0","0","0","0","0","0","0","9","0","1","401705114"
"401705106","401705106","0","0","0","0","0","0","0","0","0","9","0","1","401705115"
"401705107","401705107","0","0","0","0","0","0","0","0","0","9","0","1","401705116"
"401705201","401705201","0","0","0","0","0","0","0","0","0","9","0","1","401705212"
"401705202","401705202","0","0","0","0","0","0","0","0","0","9","0","1","401705213"
"401705205","401705205","0","0","0","0","0","0","0","0","0","9","0","1","401705214"
"401705206","401705206","0","0","0","0","0","0","0","0","0","9","0","1","401705215"
"401705207","401705207","0","0","0","0","0","0","0","0","0","9","0","1","401705216"
"401705301","401705301","0","0","0","0","0","0","0","0","0","9","0","1","401705312"
"401705302","401705302","0","0","0","0","0","0","0","0","0","9","0","1","401705313"
"401705305","401705305","0","0","0","0","0","0","0","0","0","9","0","1","401705314"
"401705306","401705306","0","0","0","0","0","0","0","0","0","9","0","1","401705315"
"401705307","401705307","0","0","0","0","0","0","0","0","0","9","0","1","401705316"
"401705401","401705401","0","0","0","0","0","0","0","0","0","9","0","1","401705412"
"401705402","401705402","0","0","0","0","0","0","0","0","0","9","0","1","401705413"
"401705405","401705405","0","0","0","0","0","0","0","0","0","9","0","1","401705414"
"401705406","401705406","0","0","0","0","0","0","0","0","0","9","0","1","401705415"
"401705407","401705407","0","0","0","0","0","0","0","0","0","9","0","1","401705416"
"401705501","401705501","0","0","0","0","0","0","0","0","0","9","0","1","401705512"
"401705502","401705502","0","0","0","0","0","0","0","0","0","9","0","1","401705513"
"401705505","401705505","0","0","0","0","0","0","0","0","0","9","0","1","401705514"
"401705506","401705506","0","0","0","0","0","0","0","0","0","9","0","1","401705515"
"401705507","401705507","0","0","0","0","0","0","0","0","0","9","0","1","401705516"
"401705601","401705601","0","0","0","0","0","0","0","0","0","9","0","1","401705612"
"401705602","401705602","0","0","0","0","0","0","0","0","0","9","0","1","401705613"
"401705605","401705605","0","0","0","0","0","0","0","0","0","9","0","1","401705614"
"401705606","401705606","0","0","0","0","0","0","0","0","0","9","0","1","401705615"
"401705607","401705607","0","0","0","0","0","0","0","0","0","9","0","1","401705616"
"401705701","401705701","0","0","0","0","0","0","0","0","0","9","0","1","401705712"
"401705702","401705702","0","0","0","0","0","0","0","0","0","9","0","1","401705713"
"401705705","401705705","0","0","0","0","0","0","0","0","0","9","0","1","401705714"
"401705706","401705706","0","0","0","0","0","0","0","0","0","9","0","1","401705715"
"401705707","401705707","0","0","0","0","0","0","0","0","0","9","0","1","401705716"
"401706101","401706101","0","0","0","0","0","0","0","0","0","9","0","1","401706109"
"401706102","401706102","0","0","0","0","0","0","0","0","0","9","0","1","401706110"
"401706103","401706103","0","0","0","0","0","0","0","0","0","9","0","1","401706111"
"401706104","401706104","0","0","0","0","0","0","0","0","0","9","0","1","401706112"
"401706108","401706108","0","0","0","0","0","0","0","0","0","9","0","1","401706113"
"401706201","401706201","0","0","0","0","0","0","0","0","0","9","0","1","401706209"
"401706202","401706202","0","0","0","0","0","0","0","0","0","9","0","1","401706210"
"401706203","401706203","0","0","0","0","0","0","0","0","0","9","0","1","401706211"
"401706204","401706204","0","0","0","0","0","0","0","0","0","9","0","1","401706212"
"401706208","401706208","0","0","0","0","0","0","0","0","0","9","0","1","401706213"
"401706301","401706301","0","0","0","0","0","0","0","0","0","9","0","1","401706309"
"401706302","401706302","0","0","0","0","0","0","0","0","0","9","0","1","401706310"
"401706303","401706303","0","0","0","0","0","0","0","0","0","9","0","1","401706311"
"401706304","401706304","0","0","0","0","0","0","0","0","0","9","0","1","401706312"
"401706308","401706308","0","0","0","0","0","0","0","0","0","9","0","1","401706313"
"401706401","401706401","0","0","0","0","0","0","0","0","0","9","0","1","401706409"
"401706402","401706402","0","0","0","0","0","0","0","0","0","9","0","1","401706410"
"401706403","401706403","0","0","0","0","0","0","0","0","0","9","0","1","401706411"
"401706404","401706404","0","0","0","0","0","0","0","0","0","9","0","1","401706412"
"401706408","401706408","0","0","0","0","0","0","0","0","0","9","0","1","401706413"
"401706501","401706501","0","0","0","0","0","0","0","0","0","9","0","1","401706509"
"401706502","401706502","0","0","0","0","0","0","0","0","0","9","0","1","401706510"
"401706503","401706503","0","0","0","0","0","0","0","0","0","9","0","1","401706511"
"401706504","401706504","0","0","0","0","0","0","0","0","0","9","0","1","401706512"
"401706508","401706508","0","0","0","0","0","0","0","0","0","9","0","1","401706513"
"401706601","401706601","0","0","0","0","0","0","0","0","0","9","0","1","401706609"
"401706602","401706602","0","0","0","0","0","0","0","0","0","9","0","1","401706610"
"401706603","401706603","0","0","0","0","0","0","0","0","0","9","0","1","401706611"
"401706604","401706604","0","0","0","0","0","0","0","0","0","9","0","1","401706612"
"401706608","401706608","0","0","0","0","0","0","0","0","0","9","0","1","401706613"
"401706701","401706701","0","0","0","0","0","0","0","0","0","9","0","1","401706709"
"401706702","401706702","0","0","0","0","0","0","0","0","0","9","0","1","401706710"
"401706703","401706703","0","0","0","0","0","0","0","0","0","9","0","1","401706711"
"401706704","401706704","0","0","0","0","0","0","0","0","0","9","0","1","401706712"
"401706708","401706708","0","0","0","0","0","0","0","0","0","9","0","1","401706713"
"401707101","401707101","0","0","0","0","0","0","0","0","0","9","0","4","401707109"
"401707102","401707102","0","0","0","0","0","0","0","0","0","9","0","4","401707110"
"401707103","401707103","0","0","0","0","0","0","0","0","0","9","0","4","401707111"
"401707104","401707104","0","0","0","0","0","0","0","0","0","9","0","4","401707112"
"401707105","401707105","0","0","0","0","0","0","0","0","0","9","0","4","401707113"
"401707201","401707201","0","0","0","0","0","0","0","0","0","9","0","4","401707209"
"401707202","401707202","0","0","0","0","0","0","0","0","0","9","0","4","401707210"
"401707203","401707203","0","0","0","0","0","0","0","0","0","9","0","4","401707211"
"401707204","401707204","0","0","0","0","0","0","0","0","0","9","0","4","401707212"
"401707205","401707205","0","0","0","0","0","0","0","0","0","9","0","4","401707213"
"401707301","401707301","0","0","0","0","0","0","0","0","0","9","0","4","401707309"
"401707302","401707302","0","0","0","0","0","0","0","0","0","9","0","4","401707310"
"401707303","401707303","0","0","0","0","0","0","0","0","0","9","0","4","401707311"
"401707304","401707304","0","0","0","0","0","0","0","0","0","9","0","4","401707312"
"401707305","401707305","0","0","0","0","0","0","0","0","0","9","0","4","401707313"
"401707401","401707401","0","0","0","0","0","0","0","0","0","9","0","4","401707409"
"401707402","401707402","0","0","0","0","0","0","0","0","0","9","0","4","401707410"
"401707403","401707403","0","0","0","0","0","0","0","0","0","9","0","4","401707411"
"401707404","401707404","0","0","0","0","0","0","0","0","0","9","0","4","401707412"
"401707405","401707405","0","0","0","0","0","0","0","0","0","9","0","4","401707413"
"401707501","401707501","0","0","0","0","0","0","0","0","0","9","0","4","401707509"
"401707502","401707502","0","0","0","0","0","0","0","0","0","9","0","4","401707510"
"401707503","401707503","0","0","0","0","0","0","0","0","0","9","0","4","401707511"
"401707504","401707504","0","0","0","0","0","0","0","0","0","9","0","4","401707512"
"401707505","401707505","0","0","0","0","0","0","0","0","0","9","0","4","401707513"
"401707601","401707601","0","0","0","0","0","0","0","0","0","9","0","4","401707609"
"401707602","401707602","0","0","0","0","0","0","0","0","0","9","0","4","401707610"
"401707603","401707603","0","0","0","0","0","0","0","0","0","9","0","4","401707611"
"401707604","401707604","0","0","0","0","0","0","0","0","0","9","0","4","401707612"
"401707605","401707605","0","0","0","0","0","0","0","0","0","9","0","4","401707613"
"401707701","401707701","0","0","0","0","0","0","0","0","0","9","0","4","401707709"
"401707702","401707702","0","0","0","0","0","0","0","0","0","9","0","4","401707710"
"401707703","401707703","0","0","0","0","0","0","0","0","0","9","0","4","401707711"
"401707704","401707704","0","0","0","0","0","0","0","0","0","9","0","4","401707712"
"401707705","401707705","0","0","0","0","0","0","0","0","0","9","0","4","401707713"
"401708101","401708101","0","0","0","0","0","0","0","0","0","9","0","4","401708109"
"401708102","401708102","0","0","0","0","0","0","0","0","0","9","0","4","401708110"
"401708106","401708106","0","0","0","0","0","0","0","0","0","9","0","4","401708111"
"401708107","401708107","0","0","0","0","0","0","0","0","0","9","0","4","401708112"
"401708108","401708108","0","0","0","0","0","0","0","0","0","9","0","4","401708113"
"401708201","401708201","0","0","0","0","0","0","0","0","0","9","0","4","401708209"
"401708202","401708202","0","0","0","0","0","0","0","0","0","9","0","4","401708210"
"401708206","401708206","0","0","0","0","0","0","0","0","0","9","0","4","401708211"
"401708207","401708207","0","0","0","0","0","0","0","0","0","9","0","4","401708212"
"401708208","401708208","0","0","0","0","0","0","0","0","0","9","0","4","401708213"
"401708301","401708301","0","0","0","0","0","0","0","0","0","9","0","4","401708309"
"401708302","401708302","0","0","0","0","0","0","0","0","0","9","0","4","401708310"
"401708306","401708306","0","0","0","0","0","0","0","0","0","9","0","4","401708311"
"401708307","401708307","0","0","0","0","0","0","0","0","0","9","0","4","401708312"
"401708308","401708308","0","0","0","0","0","0","0","0","0","9","0","4","401708313"
"401708401","401708401","0","0","0","0","0","0","0","0","0","9","0","4","401708411"
"401708402","401708402","0","0","0","0","0","0","0","0","0","9","0","4","401708412"
"401708406","401708406","0","0","0","0","0","0","0","0","0","9","0","4","401708413"
"401708407","401708407","0","0","0","0","0","0","0","0","0","9","0","4","401708414"
"401708408","401708408","0","0","0","0","0","0","0","0","0","9","0","4","401708415"
"401708501","401708501","0","0","0","0","0","0","0","0","0","9","0","4","401708509"
"401708502","401708502","0","0","0","0","0","0","0","0","0","9","0","4","401708510"
"401708506","401708506","0","0","0","0","0","0","0","0","0","9","0","4","401708511"
"401708507","401708507","0","0","0","0","0","0","0","0","0","9","0","4","401708512"
"401708508","401708508","0","0","0","0","0","0","0","0","0","9","0","4","401708513"
"401708601","401708601","0","0","0","0","0","0","0","0","0","9","0","4","401708609"
"401708602","401708602","0","0","0","0","0","0","0","0","0","9","0","4","401708610"
"401708606","401708606","0","0","0","0","0","0","0","0","0","9","0","4","401708611"
"401708607","401708607","0","0","0","0","0","0","0","0","0","9","0","4","401708612"
"401708608","401708608","0","0","0","0","0","0","0","0","0","9","0","4","401708613"
"401708701","401708701","0","0","0","0","0","0","0","0","0","9","0","4","401708709"
"401708702","401708702","0","0","0","0","0","0","0","0","0","9","0","4","401708710"
"401708706","401708706","0","0","0","0","0","0","0","0","0","9","0","4","401708711"
"401708707","401708707","0","0","0","0","0","0","0","0","0","9","0","4","401708712"
"401708708","401708708","0","0","0","0","0","0","0","0","0","9","0","4","401708713"
"401709101","401709101","0","0","0","0","0","0","0","0","0","9","0","4","401709109"
"401709102","401709102","0","0","0","0","0","0","0","0","0","9","0","4","401709110"
"401709103","401709103","0","0","0","0","0","0","0","0","0","9","0","4","401709111"
"401709104","401709104","0","0","0","0","0","0","0","0","0","9","0","4","401709112"
"401709105","401709105","0","0","0","0","0","0","0","0","0","9","0","4","401709113"
"401709201","401709201","0","0","0","0","0","0","0","0","0","9","0","4","401709209"
"401709202","401709202","0","0","0","0","0","0","0","0","0","9","0","4","401709210"
"401709203","401709203","0","0","0","0","0","0","0","0","0","9","0","4","401709211"
"401709204","401709204","0","0","0","0","0","0","0","0","0","9","0","4","401709212"
"401709205","401709205","0","0","0","0","0","0","0","0","0","9","0","4","401709213"
"401709301","401709301","0","0","0","0","0","0","0","0","0","9","0","4","401709309"
"401709302","401709302","0","0","0","0","0","0","0","0","0","9","0","4","401709310"
"401709303","401709303","0","0","0","0","0","0","0","0","0","9","0","4","401709311"
"401709304","401709304","0","0","0","0","0","0","0","0","0","9","0","4","401709312"
"401709305","401709305","0","0","0","0","0","0","0","0","0","9","0","4","401709313"
"401709401","401709401","0","0","0","0","0","0","0","0","0","9","0","4","401709409"
"401709402","401709402","0","0","0","0","0","0","0","0","0","9","0","4","401709410"
"401709403","401709403","0","0","0","0","0","0","0","0","0","9","0","4","401709411"
"401709404","401709404","0","0","0","0","0","0","0","0","0","9","0","4","401709412"
"401709405","401709405","0","0","0","0","0","0","0","0","0","9","0","4","401709413"
"401709501","401709501","0","0","0","0","0","0","0","0","0","9","0","4","401709509"
"401709502","401709502","0","0","0","0","0","0","0","0","0","9","0","4","401709510"
"401709503","401709503","0","0","0","0","0","0","0","0","0","9","0","4","401709511"
"401709504","401709504","0","0","0","0","0","0","0","0","0","9","0","4","401709512"
"401709505","401709505","0","0","0","0","0","0","0","0","0","9","0","4","401709513"
"401709601","401709601","0","0","0","0","0","0","0","0","0","9","0","4","401709609"
"401709602","401709602","0","0","0","0","0","0","0","0","0","9","0","4","401709610"
"401709603","401709603","0","0","0","0","0","0","0","0","0","9","0","4","401709611"
"401709604","401709604","0","0","0","0","0","0","0","0","0","9","0","4","401709612"
