6dc6ef531450dcd3d61c1543979e99901174d51284498e6a13af7bb0b8a37313,e4383af6985356e8e4835ba365515d157efe5e0070c1b7647237d18157ae0392,8c770acca6a3cdb193775bcf7b82d5980675d3695f0e4b319ffd521e77426935,2bd80d7f815dc79bbcfebf0a31a62aa8de706c7b152d3b06a6dd1ea32a7bde0d,98dea087deca53c0964787bc61855e804b13c41f3b727776bacd6d18160c31d5,cc9c2974fff288591f26703a906f38b79ab099acf7cba14de782b4daf26e3312,061d2fcaa5aee60aa57bcaa782d5ba9da0613b8d4e05672861274ec87416f717,1d6074855de5d0e65f02f5d91e26b02e53905f971ced0e37779f255d1c7ccbbe
"4211","0","0","2","88","0","0","1"
"4221","0","0","2","176","0","0","1"
"4231","0","0","2","264","0","0","1"
"4241","0","0","2","352","0","0","1"
"4251","0","0","2","440","0","0","1"
"4311","0","0","3","38","0","0","4"
"4321","0","0","3","76","0","0","4"
"4331","0","0","3","114","0","0","4"
"4341","0","0","3","152","0","0","4"
"4351","0","0","3","190","0","0","4"
"4411","0","0","1","58","0","0","5"
"4421","0","0","1","116","0","0","5"
"4431","0","0","1","174","0","0","5"
"4441","0","0","1","232","0","0","5"
"4451","0","0","1","290","0","0","5"
"4511","0","0","2","88","0","0","2"
"4521","0","0","2","176","0","0","2"
"4531","0","0","2","264","0","0","2"
"4541","0","0","2","352","0","0","2"
"4551","0","0","2","440","0","0","2"
"4611","0","0","2","86","0","0","3"
"4621","0","0","2","172","0","0","3"
"4631","0","0","2","258","0","0","3"
"4641","0","0","2","344","0","0","3"
"4651","0","0","2","430","0","0","3"
"4711","0","0","7","10","0","0","4"
"4721","0","0","7","20","0","0","4"
"4731","0","0","7","30","0","0","4"
"4741","0","0","7","40","0","0","4"
"4751","0","0","7","50","0","0","4"
"4811","0","0","3","38","0","0","1"
"4821","0","0","3","76","0","0","1"
"4831","0","0","3","114","0","0","1"
"4841","0","0","3","152","0","0","1"
"4851","0","0","3","190","0","0","1"
"4911","0","0","5","38","0","0","2"
"4921","0","0","5","76","0","0","2"
"4931","0","0","5","114","0","0","2"
"4941","0","0","5","152","0","0","2"
"4951","0","0","5","190","0","0","2"
"5011","0","0","2","86","0","0","5"
"5021","0","0","2","172","0","0","5"
"5031","0","0","2","258","0","0","5"
"5041","0","0","2","344","0","0","5"
"5051","0","0","2","430","0","0","5"
"5111","0","0","4","88","0","0","1"
"5121","0","0","4","176","0","0","1"
"5131","0","0","4","264","0","0","1"
"5141","0","0","4","352","0","0","1"
"5151","0","0","4","440","0","0","1"
"5211","0","0","3","36","0","0","3"
"5221","0","0","3","72","0","0","3"
"5231","0","0","3","108","0","0","3"
"5241","0","0","3","144","0","0","3"
"5251","0","0","3","180","0","0","3"
"5311","0","0","7","15","0","0","4"
"5321","0","0","7","30","0","0","4"
"5331","0","0","7","45","0","0","4"
"5341","0","0","7","60","0","0","4"
"5351","0","0","7","75","0","0","4"
"5411","3","5","101","1","4","2","1"
"5421","3","5","101","2","4","2","1"
"5431","3","5","101","3","4","2","1"
"5511","0","0","4","90","0","0","1"
"5521","0","0","4","180","0","0","1"
"5531","0","0","4","270","0","0","1"
"5541","0","0","4","360","0","0","1"
"5551","0","0","4","450","0","0","1"
"5611","0","0","100","1","0","0","2"
"5621","0","0","100","2","0","0","2"
"5711","0","0","6","10","0","0","5"
"5721","0","0","6","20","0","0","5"
"5731","0","0","6","30","0","0","5"
"5741","0","0","6","40","0","0","5"
"5751","0","0","6","50","0","0","5"
"5811","0","0","2","90","0","0","2"
"5821","0","0","2","180","0","0","2"
"5831","0","0","2","270","0","0","2"
"5841","0","0","2","360","0","0","2"
"5851","0","0","2","450","0","0","2"
"5911","0","0","1","48","0","0","3"
"5921","0","0","1","96","0","0","3"
"5931","0","0","1","144","0","0","3"
"5941","0","0","1","192","0","0","3"
"5951","0","0","1","240","0","0","3"
"6011","0","0","101","1","0","0","5"
"6021","0","0","101","2","0","0","5"
"6111","0","0","2","90","0","0","1"
"6121","0","0","2","180","0","0","1"
"6131","0","0","2","270","0","0","1"
"6141","0","0","2","360","0","0","1"
"6151","0","0","2","450","0","0","1"
"6211","0","0","3","38","0","0","2"
"6221","0","0","3","76","0","0","2"
"6231","0","0","3","114","0","0","2"
"6241","0","0","3","152","0","0","2"
"6251","0","0","3","190","0","0","2"
"6311","0","0","2","88","0","0","3"
"6321","0","0","2","176","0","0","3"
"6331","0","0","2","264","0","0","3"
"6341","0","0","2","352","0","0","3"
"6351","0","0","2","440","0","0","3"
"6411","0","0","2","88","0","0","4"
"6421","0","0","2","176","0","0","4"
"6431","0","0","2","264","0","0","4"
"6441","0","0","2","352","0","0","4"
"6451","0","0","2","440","0","0","4"
"6511","0","0","7","10","0","0","1"
"6521","0","0","7","20","0","0","1"
"6531","0","0","7","30","0","0","1"
"6541","0","0","7","40","0","0","1"
"6551","0","0","7","50","0","0","1"
"6611","0","0","100","1","0","0","4"
"6711","0","0","5","36","0","0","5"
"6721","0","0","5","72","0","0","5"
"6731","0","0","5","108","0","0","5"
"6741","0","0","5","144","0","0","5"
"6751","0","0","5","180","0","0","5"
"6811","0","0","5","36","0","0","1"
"6821","0","0","5","72","0","0","1"
"6831","0","0","5","108","0","0","1"
"6841","0","0","5","144","0","0","1"
"6851","0","0","5","180","0","0","1"
"6911","0","0","4","86","0","0","2"
"6921","0","0","4","172","0","0","2"
"6931","0","0","4","258","0","0","2"
"6941","0","0","4","344","0","0","2"
"6951","0","0","4","430","0","0","2"
"7011","0","0","6","10","0","0","4"
"7021","0","0","6","20","0","0","4"
"7031","0","0","6","30","0","0","4"
"7041","0","0","6","40","0","0","4"
"7051","0","0","6","50","0","0","4"
"7111","0","0","6","10","0","0","1"
"7121","0","0","6","20","0","0","1"
"7131","0","0","6","30","0","0","1"
"7141","0","0","6","40","0","0","1"
"7151","0","0","6","50","0","0","1"
"7211","0","0","101","1","0","0","3"
"7311","0","0","3","38","0","0","3"
"7321","0","0","3","76","0","0","3"
"7331","0","0","3","114","0","0","3"
"7341","0","0","3","152","0","0","3"
"7351","0","0","3","190","0","0","3"
"7411","0","0","1","56","0","0","4"
"7421","0","0","1","112","0","0","4"
"7431","0","0","1","168","0","0","4"
"7441","0","0","1","224","0","0","4"
"7451","0","0","1","280","0","0","4"
"7511","0","0","5","40","0","0","2"
"7521","0","0","5","80","0","0","2"
"7531","0","0","5","120","0","0","2"
"7541","0","0","5","160","0","0","2"
"7551","0","0","5","200","0","0","2"
"7611","0","0","4","90","0","0","4"
"7621","0","0","4","180","0","0","4"
"7631","0","0","4","270","0","0","4"
"7641","0","0","4","360","0","0","4"
"7651","0","0","4","450","0","0","4"
"7711","0","0","100","1","0","0","5"
"7811","0","0","101","1","0","0","1"
"7821","0","0","101","2","0","0","1"
"7911","0","0","3","40","0","0","4"
"7921","0","0","3","80","0","0","4"
"7931","0","0","3","120","0","0","4"
"7941","0","0","3","160","0","0","4"
"7951","0","0","3","200","0","0","4"
"8011","0","0","7","10","0","0","3"
"8021","0","0","7","20","0","0","3"
"8031","0","0","7","30","0","0","3"
"8041","0","0","7","40","0","0","3"
"8051","0","0","7","50","0","0","3"
"8111","0","0","3","38","0","0","5"
"8121","0","0","3","76","0","0","5"
"8131","0","0","3","114","0","0","5"
"8141","0","0","3","152","0","0","5"
"8151","0","0","3","190","0","0","5"
"8211","3","5","6","15","4","2","1"
"8221","3","5","6","30","4","2","1"
"8231","3","5","6","45","4","2","1"
"8241","3","5","6","60","4","2","1"
"8251","3","5","6","75","4","2","1"
"8311","0","0","6","10","0","0","2"
"8321","0","0","6","20","0","0","2"
"8331","0","0","6","30","0","0","2"
"8341","0","0","6","40","0","0","2"
"8351","0","0","6","50","0","0","2"
"8411","0","0","1","58","0","0","4"
"8421","0","0","1","116","0","0","4"
"8431","0","0","1","174","0","0","4"
"8441","0","0","1","232","0","0","4"
"8451","0","0","1","290","0","0","4"
"8511","0","0","2","92","0","0","1"
"8521","0","0","2","184","0","0","1"
"8531","0","0","2","276","0","0","1"
"8541","0","0","2","368","0","0","1"
"8551","0","0","2","460","0","0","1"
"8611","0","0","5","40","0","0","3"
"8621","0","0","5","80","0","0","3"
"8631","0","0","5","120","0","0","3"
"8641","0","0","5","160","0","0","3"
"8651","0","0","5","200","0","0","3"
"8711","0","0","1","46","0","0","1"
"8721","0","0","1","92","0","0","1"
"8731","0","0","1","138","0","0","1"
"8741","0","0","1","184","0","0","1"
"8751","0","0","1","230","0","0","1"
"8811","0","0","7","15","0","0","2"
"8821","0","0","7","30","0","0","2"
"8831","0","0","7","45","0","0","2"
"8841","0","0","7","60","0","0","2"
"8851","0","0","7","75","0","0","2"
"8911","0","0","4","90","0","0","5"
"8921","0","0","4","180","0","0","5"
"8931","0","0","4","270","0","0","5"
"8941","0","0","4","360","0","0","5"
"8951","0","0","4","450","0","0","5"
"9011","0","0","4","88","0","0","2"
"9021","0","0","4","176","0","0","2"
"9031","0","0","4","264","0","0","2"
"9041","0","0","4","352","0","0","2"
"9051","0","0","4","440","0","0","2"
"9111","0","0","5","42","0","0","3"
"9121","0","0","5","84","0","0","3"
"9131","0","0","5","126","0","0","3"
"9141","0","0","5","168","0","0","3"
"9151","0","0","5","210","0","0","3"
"9211","0","0","6","15","0","0","4"
"9221","0","0","6","30","0","0","4"
"9231","0","0","6","45","0","0","4"
"9241","0","0","6","60","0","0","4"
"9251","0","0","6","75","0","0","4"
"9311","0","0","3","40","0","0","5"
"9321","0","0","3","80","0","0","5"
"9331","0","0","3","120","0","0","5"
"9341","0","0","3","160","0","0","5"
"9351","0","0","3","200","0","0","5"
"9411","0","0","5","38","0","0","1"
"9421","0","0","5","76","0","0","1"
"9431","0","0","5","114","0","0","1"
"9441","0","0","5","152","0","0","1"
"9451","0","0","5","190","0","0","1"
"9511","0","0","3","40","0","0","3"
"9521","0","0","3","80","0","0","3"
"9531","0","0","3","120","0","0","3"
"9541","0","0","3","160","0","0","3"
"9551","0","0","3","200","0","0","3"
"9611","0","0","4","92","0","0","4"
"9621","0","0","4","184","0","0","4"
"9631","0","0","4","276","0","0","4"
"9641","0","0","4","368","0","0","4"
"9651","0","0","4","460","0","0","4"
"9711","0","0","7","15","0","0","5"
"9721","0","0","7","30","0","0","5"
"9731","0","0","7","45","0","0","5"
"9741","0","0","7","60","0","0","5"
"9751","0","0","7","75","0","0","5"
"9811","0","0","3","40","0","0","2"
"9821","0","0","3","80","0","0","2"
"9831","0","0","3","120","0","0","2"
"9841","0","0","3","160","0","0","2"
"9851","0","0","3","200","0","0","2"
"9911","0","0","2","90","0","0","3"
"9921","0","0","2","180","0","0","3"
"9931","0","0","2","270","0","0","3"
"9941","0","0","2","360","0","0","3"
"9951","0","0","2","450","0","0","3"
"10011","0","0","2","90","0","0","4"
"10021","0","0","2","180","0","0","4"
"10031","0","0","2","270","0","0","4"
"10041","0","0","2","360","0","0","4"
"10051","0","0","2","450","0","0","4"
"10111","0","0","5","40","0","0","1"
"10121","0","0","5","80","0","0","1"
"10131","0","0","5","120","0","0","1"
"10141","0","0","5","160","0","0","1"
"10151","0","0","5","200","0","0","1"
"10211","0","0","1","46","0","0","2"
"10221","0","0","1","92","0","0","2"
"10231","0","0","1","138","0","0","2"
"10241","0","0","1","184","0","0","2"
"10251","0","0","1","230","0","0","2"
"10311","0","0","3","42","0","0","5"
"10321","0","0","3","84","0","0","5"
"10331","0","0","3","126","0","0","5"
"10341","0","0","3","168","0","0","5"
"10351","0","0","3","210","0","0","5"
"10411","0","0","6","10","0","0","3"
"10421","0","0","6","20","0","0","3"
"10431","0","0","6","30","0","0","3"
"10441","0","0","6","40","0","0","3"
"10451","0","0","6","50","0","0","3"
"10511","0","0","5","38","0","0","5"
"10521","0","0","5","76","0","0","5"
"10531","0","0","5","114","0","0","5"
"10541","0","0","5","152","0","0","5"
"10551","0","0","5","190","0","0","5"
"10611","0","0","7","15","0","0","1"
"10621","0","0","7","30","0","0","1"
"10631","0","0","7","45","0","0","1"
"10641","0","0","7","60","0","0","1"
"10651","0","0","7","75","0","0","1"
"10711","0","0","5","42","0","0","2"
"10721","0","0","5","84","0","0","2"
"10731","0","0","5","126","0","0","2"
"10741","0","0","5","168","0","0","2"
"10751","0","0","5","210","0","0","2"
"10811","0","0","4","88","0","0","3"
"10821","0","0","4","176","0","0","3"
"10831","0","0","4","264","0","0","3"
"10841","0","0","4","352","0","0","3"
"10851","0","0","4","440","0","0","3"
"10911","0","0","2","88","0","0","5"
"10921","0","0","2","176","0","0","5"
"10931","0","0","2","264","0","0","5"
"10941","0","0","2","352","0","0","5"
"10951","0","0","2","440","0","0","5"
"11011","3","5","7","15","4","2","1"
"11021","3","5","7","30","4","2","1"
"11031","3","5","7","45","4","2","1"
"11041","3","5","7","60","4","2","1"
"11051","3","5","7","75","4","2","1"
"11111","0","0","6","15","0","0","2"
"11121","0","0","6","30","0","0","2"
"11131","0","0","6","45","0","0","2"
"11141","0","0","6","60","0","0","2"
"11151","0","0","6","75","0","0","2"
"11211","0","0","2","92","0","0","4"
"11221","0","0","2","184","0","0","4"
"11231","0","0","2","276","0","0","4"
"11241","0","0","2","368","0","0","4"
"11251","0","0","2","460","0","0","4"
"11311","0","0","4","92","0","0","5"
"11321","0","0","4","184","0","0","5"
"11331","0","0","4","276","0","0","5"
"11341","0","0","4","368","0","0","5"
"11351","0","0","4","460","0","0","5"
"11411","0","0","2","92","0","0","2"
"11421","0","0","2","184","0","0","2"
"11431","0","0","2","276","0","0","2"
"11441","0","0","2","368","0","0","2"
"11451","0","0","2","460","0","0","2"
"11511","0","0","4","90","0","0","3"
"11521","0","0","4","180","0","0","3"
"11531","0","0","4","270","0","0","3"
"11541","0","0","4","360","0","0","3"
"11551","0","0","4","450","0","0","3"
"11611","0","0","7","20","0","0","4"
"11621","0","0","7","40","0","0","4"
"11631","0","0","7","60","0","0","4"
"11641","0","0","7","80","0","0","4"
"11651","0","0","7","100","0","0","4"
"11711","0","0","1","48","0","0","2"
"11721","0","0","1","96","0","0","2"
"11731","0","0","1","144","0","0","2"
"11741","0","0","1","192","0","0","2"
"11751","0","0","1","240","0","0","2"
"11811","0","0","6","15","0","0","3"
"11821","0","0","6","30","0","0","3"
"11831","0","0","6","45","0","0","3"
"11841","0","0","6","60","0","0","3"
"11851","0","0","6","75","0","0","3"
"11911","0","0","3","44","0","0","5"
"11921","0","0","3","88","0","0","5"
"11931","0","0","3","132","0","0","5"
"11941","0","0","3","176","0","0","5"
"11951","0","0","3","220","0","0","5"
"12011","0","0","5","42","0","0","1"
"12021","0","0","5","84","0","0","1"
"12031","0","0","5","126","0","0","1"
"12041","0","0","5","168","0","0","1"
"12051","0","0","5","210","0","0","1"
"12111","0","0","2","92","0","0","3"
"12121","0","0","2","184","0","0","3"
"12131","0","0","2","276","0","0","3"
"12141","0","0","2","368","0","0","3"
"12151","0","0","2","460","0","0","3"
"12211","0","0","100","1","0","0","4"
"12221","0","0","100","2","0","0","4"
"12311","0","0","6","15","0","0","1"
"12321","0","0","6","30","0","0","1"
"12331","0","0","6","45","0","0","1"
"12341","0","0","6","60","0","0","1"
"12351","0","0","6","75","0","0","1"
"12411","0","0","4","90","0","0","2"
"12421","0","0","4","180","0","0","2"
"12431","0","0","4","270","0","0","2"
"12441","0","0","4","360","0","0","2"
"12451","0","0","4","450","0","0","2"
"12511","0","0","7","15","0","0","3"
"12521","0","0","7","30","0","0","3"
"12531","0","0","7","45","0","0","3"
"12541","0","0","7","60","0","0","3"
"12551","0","0","7","75","0","0","3"
"12611","0","0","101","1","0","0","5"
"12621","0","0","101","2","0","0","5"
"12631","0","0","101","3","0","0","5"
"12711","0","0","3","42","0","0","3"
"12721","0","0","3","84","0","0","3"
"12731","0","0","3","126","0","0","3"
"12741","0","0","3","168","0","0","3"
"12751","0","0","3","210","0","0","3"
"12811","0","0","5","38","0","0","4"
"12821","0","0","5","76","0","0","4"
"12831","0","0","5","114","0","0","4"
"12841","0","0","5","152","0","0","4"
"12851","0","0","5","190","0","0","4"
"12911","0","0","1","48","0","0","1"
"12921","0","0","1","96","0","0","1"
"12931","0","0","1","144","0","0","1"
"12941","0","0","1","192","0","0","1"
"12951","0","0","1","240","0","0","1"
"13011","0","0","5","44","0","0","2"
"13021","0","0","5","88","0","0","2"
"13031","0","0","5","132","0","0","2"
"13041","0","0","5","176","0","0","2"
"13051","0","0","5","220","0","0","2"
"13111","0","0","6","20","0","0","4"
"13121","0","0","6","40","0","0","4"
"13131","0","0","6","60","0","0","4"
"13141","0","0","6","80","0","0","4"
"13151","0","0","6","100","0","0","4"
"13211","0","0","2","90","0","0","5"
"13221","0","0","2","180","0","0","5"
"13231","0","0","2","270","0","0","5"
"13241","0","0","2","360","0","0","5"
"13251","0","0","2","450","0","0","5"
"13311","0","0","101","1","0","0","1"
"13321","0","0","101","2","0","0","1"
"13331","0","0","101","3","0","0","1"
"13411","0","0","101","1","0","0","4"
"13511","0","0","1","62","0","0","5"
"13521","0","0","1","124","0","0","5"
"13531","0","0","1","186","0","0","5"
"13541","0","0","1","248","0","0","5"
"13551","0","0","1","310","0","0","5"
"13611","0","0","4","92","0","0","1"
"13621","0","0","4","184","0","0","1"
"13631","0","0","4","276","0","0","1"
"13641","0","0","4","368","0","0","1"
"13651","0","0","4","460","0","0","1"
"13711","0","0","5","40","0","0","5"
"13721","0","0","5","80","0","0","5"
"13731","0","0","5","120","0","0","5"
"13741","0","0","5","160","0","0","5"
"13751","0","0","5","200","0","0","5"
"13811","3","5","5","42","4","2","1"
"13821","3","5","5","84","4","2","1"
"13831","3","5","5","126","4","2","1"
"13841","3","5","5","168","4","2","1"
"13851","3","5","5","210","4","2","1"
"13911","0","0","6","20","0","0","3"
"13921","0","0","6","40","0","0","3"
"13931","0","0","6","60","0","0","3"
"13941","0","0","6","80","0","0","3"
"13951","0","0","6","100","0","0","3"
"14011","0","0","5","40","0","0","4"
"14021","0","0","5","80","0","0","4"
"14031","0","0","5","120","0","0","4"
"14041","0","0","5","160","0","0","4"
"14051","0","0","5","200","0","0","4"
"14111","0","0","3","40","0","0","1"
"14121","0","0","3","80","0","0","1"
"14131","0","0","3","120","0","0","1"
"14141","0","0","3","160","0","0","1"
"14151","0","0","3","200","0","0","1"
"14211","0","0","2","94","0","0","2"
"14221","0","0","2","188","0","0","2"
"14231","0","0","2","282","0","0","2"
"14241","0","0","2","376","0","0","2"
"14251","0","0","2","470","0","0","2"
"14311","0","0","1","62","0","0","4"
"14321","0","0","1","124","0","0","4"
"14331","0","0","1","186","0","0","4"
"14341","0","0","1","248","0","0","4"
"14351","0","0","1","310","0","0","4"
"14411","0","0","2","92","0","0","5"
"14421","0","0","2","184","0","0","5"
"14431","0","0","2","276","0","0","5"
"14441","0","0","2","368","0","0","5"
"14451","0","0","2","460","0","0","5"
"14511","0","0","7","20","0","0","1"
"14521","0","0","7","40","0","0","1"
"14531","0","0","7","60","0","0","1"
"14541","0","0","7","80","0","0","1"
"14551","0","0","7","100","0","0","1"
"14611","0","0","5","46","0","0","2"
"14621","0","0","5","92","0","0","2"
"14631","0","0","5","138","0","0","2"
"14641","0","0","5","184","0","0","2"
"14651","0","0","5","230","0","0","2"
"14711","0","0","101","1","0","0","3"
"14721","0","0","101","2","0","0","3"
"14811","0","0","101","1","0","0","4"
"14821","0","0","101","2","0","0","4"
"14911","0","0","1","50","0","0","3"
"14921","0","0","1","100","0","0","3"
"14931","0","0","1","150","0","0","3"
"14941","0","0","1","200","0","0","3"
"14951","0","0","1","250","0","0","3"
"15011","0","0","5","42","0","0","5"
"15021","0","0","5","84","0","0","5"
"15031","0","0","5","126","0","0","5"
"15041","0","0","5","168","0","0","5"
"15051","0","0","5","210","0","0","5"
"15111","0","0","5","44","0","0","1"
"15121","0","0","5","88","0","0","1"
"15131","0","0","5","132","0","0","1"
"15141","0","0","5","176","0","0","1"
"15151","0","0","5","220","0","0","1"
"15211","0","0","100","1","0","0","1"
"15311","0","0","101","1","0","0","2"
"15321","0","0","101","2","0","0","2"
"15411","0","0","2","94","0","0","3"
"15421","0","0","2","188","0","0","3"
"15431","0","0","2","282","0","0","3"
"15441","0","0","2","376","0","0","3"
"15451","0","0","2","470","0","0","3"
"15511","0","0","5","42","0","0","4"
"15521","0","0","5","84","0","0","4"
