0b8d399873f753f0d4e1c97d8125c9ff15be9b4110247377b050f9289077d086,92565f6652462691227002b6f4d9d79fb23b566fd536f1752446b87c08ecb246,d1dfcbe465b98382f22f3f879982abea6cb8f7fbb5db1f73c70b9f7b4381cc26,2dbc05ef0e1c16000e84df1145affef3c16289326139a3d4bea9a4ecb79b19b4,42df9254cdd3fe5cac1b2fdb756f1a4670b09ebb3f41b94163329914b9170f5e
"480784","30","233","999","175"
"485209","30","234","999","176"
"489634","30","235","999","177"
"494059","30","236","999","178"
"498484","30","237","999","179"
"502909","30","238","999","180"
"507334","30","239","999","181"
"511759","30","240","999","182"
"516184","30","241","999","183"
"520609","30","242","999","184"
"525034","30","243","999","185"
"529459","30","244","999","186"
"533884","30","245","999","187"
"538309","30","246","999","188"
"542734","30","247","999","189"
"547159","30","248","999","190"
"551584","30","249","999","191"
"556009","30","250","999","192"
"560434","30","251","999","193"
"564859","30","252","999","194"
"569284","30","253","999","195"
"573709","30","254","999","196"
"578134","30","255","999","197"
"582559","30","256","999","198"
"586984","30","257","999","199"
"591409","30","258","999","200"
"595834","30","259","999","201"
"600259","30","260","999","202"
"604684","30","261","999","203"
"609109","30","262","999","204"
"613534","30","263","999","205"
"617959","30","264","999","206"
"622384","30","265","999","207"
"626809","30","266","999","208"
"631234","30","267","999","209"
"635659","30","268","999","210"
"640084","30","269","999","211"
"644509","30","270","999","212"
"648934","30","271","999","213"
"653359","30","272","999","214"
"657784","30","273","999","215"
"662209","30","274","999","216"
"666634","30","275","999","217"
"671059","30","276","999","218"
"675484","30","277","999","219"
"679909","30","278","999","220"
"684334","30","279","999","221"
"688759","30","280","999","222"
"693184","30","281","999","223"
"697609","30","282","999","224"
"702034","30","283","999","225"
"706459","30","284","999","226"
"710884","30","285","999","227"
"715309","30","286","999","228"
"719734","30","287","999","229"
"724159","30","288","999","230"
"728584","30","289","999","231"
"733009","30","290","999","232"
"737434","30","291","999","233"
"741859","30","292","999","234"
"746284","30","293","999","235"
"750709","30","294","999","236"
"755134","30","295","999","237"
"759559","30","296","999","238"
"763984","30","297","999","239"
"768409","30","298","999","240"
"772834","30","299","999","241"
"777259","30","300","999","242"
"781684","30","301","999","243"
"786109","30","302","999","244"
"790534","30","303","999","245"
"794959","30","304","999","246"
"799384","30","305","999","247"
"803809","30","306","999","248"
"808234","30","307","999","249"
"812659","30","308","999","250"
"817084","30","309","999","251"
"821509","30","310","999","252"
"825934","30","311","999","253"
"830359","30","312","999","254"
"834784","30","313","999","255"
"839209","30","314","999","256"
"843634","30","315","999","257"
"848059","30","316","999","258"
"852484","30","317","999","259"
"856909","30","318","999","260"
"861334","30","319","999","261"
"865759","30","320","999","262"
"870184","30","321","999","263"
"874609","30","322","999","264"
"879034","30","323","999","265"
"883459","30","324","999","266"
"887884","30","325","999","267"
"892309","30","326","999","268"
"896734","30","327","999","269"
"901159","30","328","999","270"
"905584","30","329","999","271"
"910009","30","330","999","272"
"914434","30","331","999","273"
"918859","30","332","999","274"
"923284","30","333","999","275"
"927709","30","334","999","276"
"932134","30","335","999","277"
"936559","30","336","999","278"
"940984","30","337","999","279"
"945409","30","338","999","280"
"949834","30","339","999","281"
"954259","30","340","999","282"
"958684","30","341","999","283"
"963109","30","342","999","284"
"967534","30","343","999","285"
"971959","30","344","999","286"
"976384","30","345","999","287"
"980809","30","346","999","288"
"985234","30","347","999","289"
"989659","30","348","999","290"
"994084","30","349","999","291"
"998509","30","350","999","292"
"1002934","30","351","999","293"
"1007359","30","352","999","294"
"1011784","30","353","999","295"
"1016209","30","354","999","296"
"1020634","30","355","999","297"
"1025059","30","356","999","298"
"1029484","30","357","999","299"
"1033909","30","358","999","300"
"1038334","30","359","999","301"
"1042759","30","360","999","302"
"1047184","30","361","999","303"
"1051609","30","362","999","304"
"1056034","30","363","999","305"
"1060459","30","364","999","306"
"1064884","30","365","999","307"
"1069309","30","366","999","308"
"1073734","30","367","999","309"
"1078159","30","368","999","310"
"1082584","30","369","999","311"
"1087009","30","370","999","312"
"1091434","30","371","999","313"
"1095859","30","372","999","314"
"1100284","30","373","999","315"
"1104709","30","374","999","316"
"1109134","30","375","999","317"
"1113559","30","376","999","318"
"1117984","30","377","999","319"
"1122409","30","378","999","320"
"1126834","30","379","999","321"
"1131259","30","380","999","322"
"1135684","30","381","999","323"
"1140109","30","382","999","324"
"1144534","30","383","999","325"
"1148959","30","384","999","326"
"1153384","30","385","999","327"
"1157809","30","386","999","328"
"1162234","30","387","999","329"
"1166659","30","388","999","330"
"1171084","30","389","999","331"
"1175509","30","390","999","332"
"1179934","30","391","999","333"
"1184359","30","392","999","334"
"1188784","30","393","999","335"
"1193209","30","394","999","336"
"1197634","30","395","999","337"
"1202059","30","396","999","338"
"1206484","30","397","999","339"
"1210909","30","398","999","340"
"1215334","30","399","999","341"
"1219759","30","400","999","342"
"1224184","30","401","999","343"
"1228609","30","402","999","344"
"1233034","30","403","999","345"
"1237459","30","404","999","346"
"1241884","30","405","999","347"
"1246309","30","406","999","348"
"1250734","30","407","999","349"
"1255159","30","408","999","350"
"1259584","30","409","999","351"
"1264009","30","410","999","352"
"1268434","30","411","999","353"
"1272859","30","412","999","354"
"1277284","30","413","999","355"
"1281709","30","414","999","356"
"1286134","30","415","999","357"
"1290559","30","416","999","358"
"1294984","30","417","999","359"
"1299409","30","418","999","360"
"1303834","30","419","999","361"
"1308259","30","420","999","362"
"1312684","30","421","999","363"
"1317109","30","422","999","364"
"1321534","30","423","999","365"
"1325959","30","424","999","366"
"1330384","30","425","999","367"
"1334809","30","426","999","368"
"1339234","30","427","999","369"
"1343659","30","428","999","370"
"1348084","30","429","999","371"
"1352509","30","430","999","372"
"1356934","30","431","999","373"
"1361359","30","432","999","374"
"1365784","30","433","999","375"
"1370209","30","434","999","376"
"1374634","30","435","999","377"
"1379059","30","436","999","378"
"1383484","30","437","999","379"
"1387909","30","438","999","380"
"1392334","30","439","999","381"
"1396759","30","440","999","382"
"1401184","30","441","999","383"
"1405609","30","442","999","384"
"1410034","30","443","999","385"
"1414459","30","444","999","386"
"1418884","30","445","999","387"
"1423309","30","446","999","388"
"1427734","30","447","999","389"
