b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"lsv_talk_joy1","","","","1009801","3","1","","122911","0.2","1009801022"
"vo_lsv_0121","","","","1009801","21","0","0","vo_lsv","","1009801023"
"『みゅ～ちゃん　すくすく日記』♪\nはじまりはじまり～","0","0","1","1009801","11","10","1","122911","0","1009801024"
"","","","","1009801","91","","","0","","1009801025"
"lsv_idle_normal_joyR","","","","1009801","3","1","","122911","0.2","1009801026"
"lsv_talk_normal","","","","1009801","3","1","","122711","0.2","1009801027"
"vo_lsv_0122","","","","1009801","21","0","0","vo_lsv","","1009801028"
"この日記をみんなで書いて、\nみゅ～ちゃんとの思い出を\n作っていこうね。","0","0","1","1009801","11","10","1","122711","0","1009801029"
"","","","","1009801","91","","","0","","1009801030"
"lsv_idle_normal","","","","1009801","3","1","","122711","0.2","1009801031"
"lsv_idle_normal","","","","1009801","3","1","","122911","0.2","1009801032"
"lsv_talk_cool","","0.2","1","1009801","3","0","lsv_talk_cool_loop","122811","0","1009801033"
"vo_lsv_0123","","","","1009801","21","0","0","vo_lsv","","1009801034"
"それにしても…キョウカは\n日記もまじめだねー\n先生に見せるみたい！","0","0","1","1009801","11","10","1","122811","0","1009801035"
"","","","","1009801","91","","","0","","1009801036"
"lsv_talk_bitter","","","","1009801","3","1","","122811","0.2","1009801037"
"vo_lsv_0124","","","","1009801","21","0","0","vo_lsv","","1009801038"
"ミソギたちしか読まないんだし\nもっとふざけちゃっても\nいいのに～♪","0","0","1","1009801","11","10","1","122811","0","1009801039"
"","","","","1009801","91","","","0","","1009801040"
"lsv_idle_joy","","","","1009801","3","1","","122811","0.2","1009801041"
"lsv_talk_anger2","","","","1009801","3","1","","122711","0.2","1009801042"
"vo_lsv_0125","","","","1009801","21","0","0","vo_lsv","","1009801043"
"ふ、ふざけて書くなんて…！\n私にはできないよっ。","0","0","1","1009801","11","10","1","122711","0","1009801044"
"","","","","1009801","91","","","0","","1009801045"
"lsv_idle_anger2","","","","1009801","3","1","","122711","0.2","1009801046"
"lsv_talk_normal","","","","1009801","3","1","","122911","0.2","1009801047"
"vo_lsv_0126","","","","1009801","21","0","0","vo_lsv","","1009801048"
"大丈夫だよ～\nミミは、キョウカちゃんの\n日記もいいなって思うもん♪","0","0","1","1009801","11","10","1","122911","0","1009801049"
"","","","","1009801","91","","","0","","1009801050"
"lsv_idle_normal_joyR","","","","1009801","3","1","","122911","0.2","1009801051"
"lsv_talk_guts2_anger","","0.2","1","1009801","3","0","lsv_talk_guts2_anger_loop","122711","0","1009801052"
"vo_lsv_0127","","","","1009801","21","0","0","vo_lsv","","1009801053"
"と、とにかくっ！　この日記は\nみゅ～ちゃんのことを知って\nいくためにも書くんだよ？","0","0","1","1009801","11","10","1","122711","0","1009801054"
"","","","","1009801","91","","","0","","1009801055"
"lsv_talk_normal_worry","","","","1009801","3","1","","122711","0.2","1009801056"
"vo_lsv_0128","","","","1009801","21","0","0","vo_lsv","","1009801057"
"どんな生き物かわからないと\n育てるのも大変だし…\nそのこと、忘れないようにね？","0","0","1","1009801","11","10","1","122711","0","1009801058"
"","","","","1009801","91","","","0","","1009801059"
"lsv_idle_normal","","","","1009801","3","1","","122711","0.2","1009801060"
"lsv_hello","","0.2","1","1009801","3","0","lsv_idle_normal","122811","0","1009801061"
"lsv_hello","","0.2","1","1009801","3","0","lsv_idle_normal_joyR","122911","0","1009801062"
"vo_lsv_0129","","","","1009801","21","0","0","vo_lsv","","1009801063"
"はーい！","0","0","1","1009801","11","10","1","122811","0","1009801064"
"はーい！","0","0","1","1009801","11","10","1","122911","0","1009801065"
"","","","","1009801","91","","","0","","1009801066"
"lsv_idle_normal","","","","1009801","3","1","","122711","0.2","1009801067"
"lsv_talk_surprise","","","","1009801","3","1","","122911","0.2","1009801068"
"vo_lsv_0130","","","","1009801","21","0","0","vo_lsv","","1009801069"
"みゅ～ちゃんはふしぎだよね～\nはじめて会ったときは\nびっくりしちゃった！","0","0","1","1009801","11","10","1","122911","0","1009801070"
"","","","","1009801","91","","","0","","1009801071"
"lsv_idle_normal_suprise1","","","","1009801","3","1","","122911","0.2","1009801072"
"lsv_talk_cool","","0.2","1","1009801","3","0","lsv_talk_cool_loop","122811","0","1009801073"
"vo_lsv_0131","","","","1009801","21","0","0","vo_lsv","","1009801074"
"タマゴも石みたいだったしね！\nねっ、にいちゃんは、\nどんな生き物だと思う？","0","0","1","1009801","11","10","1","122811","0","1009801075"
"","","","","1009801","91","","","0","","1009801076"
"lsv_choice","","0.2","1","1009801","3","0","lsv_look_idle_normal","122711","0","1009801077"
"lsv_choice","","0.2","1","1009801","3","0","lsv_look_idle_normal","122811","0","1009801078"
"lsv_choice","","0.2","1","1009801","3","0","lsv_look_idle_normal","122911","0","1009801079"
"0","","","","1009801","93","","","0.1","","1009801080"
"-452","","0.2","2","1009801","2","-235","0.33","122711","","1009801081"
"420","","0.2","2","1009801","2","-220","0.33","122811","","1009801082"
"545","","0.2","2","1009801","2","-250","0.33","122911","","1009801083"
"0","","","","1009801","22","1","","0","0.2","1009801084"
"1009801088","","","","1009801","103","0","","怪獣の赤ちゃん。","","1009801085"
"1009801102","","","","1009801","103","0","","おっきなナメクジ。","","1009801086"
"1009801115","","","","1009801","103","0","","毒のある生き物。","","1009801087"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122711","0","1009801088"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122811","0","1009801089"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122911","0","1009801090"
"0","","","","1009801","93","","","0.1","","1009801091"
"-200","","0.2","2","1009801","2","-235","0.33","122711","","1009801092"
"100","","0.2","2","1009801","2","-220","0.33","122811","","1009801093"
"270","","0.2","2","1009801","2","-250","0.33","122911","","1009801094"
"0","","","","1009801","93","","","0.7","","1009801095"
"lsv_talk_wish_joy","","","","1009801","3","1","","122911","0.2","1009801096"
"vo_lsv_0132","","","","1009801","21","0","0","vo_lsv","","1009801097"
"怪獣さんっ？\nきっと、おっきくなるね～♪\nお城よりもおっきくなるかな？","0","0","1","1009801","11","10","1","122911","0","1009801098"
"","","","","1009801","91","","","0","","1009801099"
"lsv_idle_normal","","","","1009801","3","1","","122911","0.2","1009801100"
"","","","","1009801","101","","","1009801129","","1009801101"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122711","0","1009801102"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122811","0","1009801103"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122911","0","1009801104"
"0","","","","1009801","93","","","0.1","","1009801105"
"-200","","0.2","2","1009801","2","-235","0.33","122711","","1009801106"
"100","","0.2","2","1009801","2","-220","0.33","122811","","1009801107"
"270","","0.2","2","1009801","2","-250","0.33","122911","","1009801108"
"0","","","","1009801","93","","","0.7","","1009801109"
"lsv_talk_bitter_sad","","","","1009801","3","1","","122811","0.2","1009801110"
"vo_lsv_0133","","","","1009801","21","0","0","vo_lsv","","1009801111"
"えー、ナメクジ～？\nあんまりかっこよくないけど…\n塩は近づけないようにしとく？","0","0","1","1009801","11","10","1","122811","0","1009801112"
"","","","","1009801","91","","","0","","1009801113"
"","","","","1009801","101","","","1009801129","","1009801114"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122711","0","1009801115"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122811","0","1009801116"
"lsv_choice","","0.2","1","1009801","3","0","lsv_idle_normal","122911","0","1009801117"
"0","","","","1009801","93","","","0.1","","1009801118"
"-200","","0.2","2","1009801","2","-235","0.33","122711","","1009801119"
"100","","0.2","2","1009801","2","-220","0.33","122811","","1009801120"
"270","","0.2","2","1009801","2","-250","0.33","122911","","1009801121"
"0","","","","1009801","93","","","0.7","","1009801122"
"lsv_talk_normal_worry","","","","1009801","3","1","","122711","0.2","1009801123"
"vo_lsv_0134","","","","1009801","21","0","0","vo_lsv","","1009801124"
"みんなでナデナデしたから\nそれはありえませんよ。\nなにより…かわいいですし。","0","0","1","1009801","11","10","1","122711","0","1009801125"
"","","","","1009801","91","","","0","","1009801126"
"lsv_idle_normal","","","","1009801","3","1","","122711","0.2","1009801127"
"","","","","1009801","101","","","1009801129","","1009801128"
"","","","","1009801","91","","","0","","1009801129"
"lsv_talk_arm_crossed_joy","","0.2","1","1009801","3","0","lsv_talk_arm_crossed_loop_joy","122811","0","1009801130"
"vo_lsv_0135","","","","1009801","21","0","0","vo_lsv","","1009801131"
"まあ、なんにしてもさ？\n育ててみればわかるよ！\nということで、がんばろー！","0","0","1","1009801","11","10","1","122811","0","1009801132"
"","","","","1009801","91","","","0","","1009801133"
"lsv_handsup_joy","","0.2","1","1009801","3","0","lsv_idle_normal_joy","122811","0","1009801134"
"lsv_handsup_joy","","0.2","1","1009801","3","0","lsv_idle_normal_joy","122911","0","1009801135"
"lsv_handsup_joy2","","0.2","1","1009801","3","0","lsv_idle_normal_joy","122711","0","1009801136"
"vo_lsv_0136","","","","1009801","21","0","0","vo_lsv","","1009801137"
"おー！","0","0","1","1009801","11","10","1","122811","0","1009801138"
"おー！","0","0","1","1009801","11","10","1","122911","0","1009801139"
"おー！","0","0","1","1009801","11","10","1","122711","0","1009801140"
"","","","","1009801","91","","","0","","1009801141"
"0.2","","","","1009801","22","","","0","","1009801142"
"","","","","1009801","93","","","0.2","","1009801143"
"","","","","1009801","102","","","","","1009801144"
"7","0","0","0","1009801","12","1","0","122911","0","1009801145"
"lsv_talk_joy3","","","","1009801","3","1","","122911","0.2","1009801146"
"0","","","","1009801","93","","","3","","1009801147"
"lsv_idle_normal_joyR","","","","1009801","3","1","","122911","0.2","1009801148"
"6","0","0","0","1009801","12","1","0","122811","0","1009801149"
"lsv_talk_guts1","","0.2","1","1009801","3","0","lsv_talk_guts1_loop","122811","0","1009801150"
"0","","","","1009801","93","","","3","","1009801151"
"lsv_idle_joy","","","","1009801","3","1","","122811","0.2","1009801152"
"10","0","0","0","1009801","12","1","0","122711","0","1009801153"
"lsv_talk_joy1_normal","","","","1009801","3","1","","122711","0.2","1009801154"
"0","","","","1009801","93","","","3","","1009801155"
"lsv_idle_normal_joy","","","","1009801","3","1","","122711","0.2","1009801156"
"","","","","1009801","101","","","1009801145","","1009801157"
"1","","0","0","1009801","6","1","1","333","1","1009801158"
"1","","","","1009801","4","","","122711","","1009801159"
"lsv_run","","","","1009801","3","1","","122711","0.2","1009801160"
"-750","","","0","1009801","2","-235","0.8","122711","","1009801161"
"0","","","","1009801","4","","","122811","","1009801162"
"lsv_run","","","","1009801","3","1","","122811","0.2","1009801163"
"750","","","0","1009801","2","-220","0.8","122811","","1009801164"
"0","","","","1009801","4","","","122911","","1009801165"
"lsv_run","","","","1009801","3","1","","122911","0.2","1009801166"
"850","","","0","1009801","2","-250","0.8","122911","","1009801167"
"","","","","1009801","93","","","0.6","","1009801168"
"1","","0","0","1009801","6","1","1","122711","0.2","1009801169"
"1","","0","0","1009801","6","1","1","122811","0.2","1009801170"
"1","","0","0","1009801","6","1","1","122911","0.2","1009801171"
"","","","","1009801","91","","","0","","1009801172"
"122911","lsv_idle_normal","0","-235","1009802","1","102","-650","1","1.95","1009802001"
"122811","lsv_idle_normal","1","-220","1009802","1","100","650","1","1.95","1009802002"
"122711","lsv_idle_normal","1","-250","1009802","1","101","750","1","1.95","1009802003"
"333","lsv_white_loop","0","0","1009802","5","0","0","1","1","1009802004"
"1","","0","0","1009802","6","1","1","333","0","1009802005"
"1","","0","0","1009802","6","1","1","122911","0","1009802006"
"1","","0","0","1009802","6","1","1","122811","0","1009802007"
"1","","0","0","1009802","6","1","1","122711","0","1009802008"
"0","","","","1009802","93","","","1","","1009802009"
"1","","0","0.4","1009802","6","1","1","333","0.8","1009802010"
"lsv_walk","","","","1009802","3","1","","122911","0.2","1009802011"
"-200","","","0","1009802","2","-235","2","122911","","1009802012"
"1","","0","1","1009802","6","1","1","122911","0.4","1009802013"
"lsv_walk","","","","1009802","3","1","","122811","0.2","1009802014"
"100","","","0","1009802","2","-220","2","122811","","1009802015"
"1","","0","1","1009802","6","1","1","122811","0.4","1009802016"
"lsv_walk","","","","1009802","3","1","","122711","0.2","1009802017"
"270","","","0","1009802","2","-250","2","122711","","1009802018"
"1","","0","1","1009802","6","1","1","122711","0.4","1009802019"
"0","","","","1009802","93","","","2","","1009802020"
"lsv_idle_normal","","","","1009802","3","1","","122911","0.2","1009802021"
"lsv_idle_normal","","","","1009802","3","1","","122811","0.2","1009802022"
"lsv_idle_normal","","","","1009802","3","1","","122711","0.2","1009802023"
"0","","","","1009802","93","","","0.6","","1009802024"
"lsv_talk_sad_dead","","","","1009802","3","1","","122811","0.2","1009802025"
"vo_lsv_0221","","","","1009802","21","0","0","vo_lsv","","1009802026"
"もう一回海に行ってみたけど\nみゅ～ちゃんの家族は\n見つからなかったねー","0","0","1","1009802","11","10","1","122811","0","1009802027"
"","","","","1009802","91","","","0","","1009802028"
"lsv_idle_sad_talk1","","","","1009802","3","1","","122811","0.2","1009802029"
"lsv_talk_thinking_sadR","","","","1009802","3","1","","122711","0.2","1009802030"
"vo_lsv_0222","","","","1009802","21","0","0","vo_lsv","","1009802031"
"うん。それどころか、\nわからないことが\nますます増えちゃったね。","0","0","1","1009802","11","10","1","122711","0","1009802032"
"","","","","1009802","91","","","0","","1009802033"
"lsv_idle_normal_suprise1","","","","1009802","3","1","","122711","0.2","1009802034"
"lsv_idle_normal","","","","1009802","3","1","","122811","0.2","1009802035"
"lsv_talk_normal","","","","1009802","3","1","","122911","0.2","1009802036"
"vo_lsv_0223","","","","1009802","21","0","0","vo_lsv","","1009802037"
"でも、みゅ～ちゃんの\nごはんのことはわかったよ～\nミミたちと同じのでいいって♪","0","0","1","1009802","11","10","1","122911","0","1009802038"
"","","","","1009802","91","","","0","","1009802039"
"lsv_idle_normal_joyR","","","","1009802","3","1","","122911","0.2","1009802040"
"lsv_talk_normal","","","","1009802","3","1","","122711","0.2","1009802041"
"vo_lsv_0224","","","","1009802","21","0","0","vo_lsv","","1009802042"
"あ、確かにそうだね。\nそのことがわかったのは\nよかったと思う。","0","0","1","1009802","11","10","1","122711","0","1009802043"
"","","","","1009802","91","","","0","","1009802044"
"lsv_idle_normal","","","","1009802","3","1","","122711","0.2","1009802045"
"lsv_talk_surprise","","","","1009802","3","1","","122911","0.2","1009802046"
"vo_lsv_0225","","","","1009802","21","0","0","vo_lsv","","1009802047"
"みゅ～ちゃんは、どんな\nごはんが好きになるのかな～？\nおにいちゃんならわかる？","0","0","1","1009802","11","10","1","122911","0","1009802048"
"","","","","1009802","91","","","0","","1009802049"
"lsv_idle_surprise_talkjoy","","","","1009802","3","1","","122911","0.2","1009802050"
"lsv_choice","","0.2","1","1009802","3","0","lsv_look_idle_normal","122911","0","1009802051"
"lsv_choice","","0.2","1","1009802","3","0","lsv_look_idle_normal","122811","0","1009802052"
"lsv_choice","","0.2","1","1009802","3","0","lsv_look_idle_normal","122711","0","1009802053"
"0","","","","1009802","93","","","0.1","","1009802054"
"-452","","0.2","2","1009802","2","-235","0.33","122911","","1009802055"
"420","","0.2","2","1009802","2","-220","0.33","122811","","1009802056"
"545","","0.2","2","1009802","2","-250","0.33","122711","","1009802057"
"0","","","","1009802","22","1","","0","0.2","1009802058"
"1009802062","","","","1009802","103","0","","ケーキ。","","1009802059"
"1009802086","","","","1009802","103","0","","リンゴ。","","1009802060"
"1009802109","","","","1009802","103","0","","パン。","","1009802061"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122911","0","1009802062"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122811","0","1009802063"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122711","0","1009802064"
"0","","","","1009802","93","","","0.1","","1009802065"
"-200","","0.2","2","1009802","2","-235","0.33","122911","","1009802066"
"100","","0.2","2","1009802","2","-220","0.33","122811","","1009802067"
"270","","0.2","2","1009802","2","-250","0.33","122711","","1009802068"
"0","","","","1009802","93","","","0.7","","1009802069"
"lsv_talk_joy3","","","","1009802","3","1","","122911","0.2","1009802070"
"vo_lsv_0226","","","","1009802","21","0","0","vo_lsv","","1009802071"
"ケーキ、おいしいもんね～\nミミもだ～い好きっ♪","0","0","1","1009802","11","10","1","122911","0","1009802072"
"","","","","1009802","91","","","0","","1009802073"
"lsv_idle_normal_joy","","","","1009802","3","1","","122911","0.2","1009802074"
"lsv_talk_wish_joy","","","","1009802","3","1","","122811","0.2","1009802075"
"vo_lsv_0227","","","","1009802","21","0","0","vo_lsv","","1009802076"
"ケーキ…それなら\nどのケーキが好きなのかも\n調べたほうがいいね、絶対！","0","0","1","1009802","11","10","1","122811","0","1009802077"
"","","","","1009802","91","","","0","","1009802078"
"lsv_idle_wish_joy","","","","1009802","3","1","","122811","0.2","1009802079"
"lsv_talk_doya_shy","","0.2","1","1009802","3","0","lsv_talk_doya_shy_loop","122711","0","1009802080"
"vo_lsv_0228","","","","1009802","21","0","0","vo_lsv","","1009802081"
"そう言って、いろんなケーキを\n食べたいだけなんじゃ…\nでも、私も賛成っ♪","0","0","1","1009802","11","10","1","122711","0","1009802082"
"","","","","1009802","91","","","0","","1009802083"
"lsv_idle_doya","","","","1009802","3","1","","122711","0.2","1009802084"
"","","","","1009802","101","","","1009802133","","1009802085"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122911","0","1009802086"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122811","0","1009802087"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122711","0","1009802088"
"0","","","","1009802","93","","","0.1","","1009802089"
"-200","","0.2","2","1009802","2","-235","0.33","122911","","1009802090"
"100","","0.2","2","1009802","2","-220","0.33","122811","","1009802091"
"270","","0.2","2","1009802","2","-250","0.33","122711","","1009802092"
"0","","","","1009802","93","","","0.7","","1009802093"
"lsv_talk_thinking_joyR","","","","1009802","3","1","","122711","0.2","1009802094"
"vo_lsv_0229","","","","1009802","21","0","0","vo_lsv","","1009802095"
"リンゴ…くだものですか。\n健康的でいいと思います。","0","0","1","1009802","11","10","1","122711","0","1009802096"
"","","","","1009802","91","","","0","","1009802097"
"lsv_idle_normal_joy","","","","1009802","3","1","","122711","0.2","1009802098"
"lsv_talk_guts2_joy","","0.2","1","1009802","3","0","lsv_talk_guts2_joy_loop","122911","0","1009802099"
"vo_lsv_0230","","","","1009802","21","0","0","vo_lsv","","1009802100"
"ミミ、ウサギさんの形に\n切ったリンゴ好き～♪","0","0","1","1009802","11","10","1","122911","0","1009802101"
"","","","","1009802","91","","","0","","1009802102"
"lsv_idle_normal_joyR","","","","1009802","3","1","","122911","0.2","1009802103"
"lsv_talk_guts2","","0.2","1","1009802","3","0","lsv_talk_guts2_loop","122811","0","1009802104"
"vo_lsv_0231","","","","1009802","21","0","0","vo_lsv","","1009802105"
"ミソギたちも切ってあげよっ！\nむずかしそうだけど、\nきっとなんとかなるって！","0","0","1","1009802","11","10","1","122811","0","1009802106"
"","","","","1009802","91","","","0","","1009802107"
"","","","","1009802","101","","","1009802133","","1009802108"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122911","0","1009802109"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122811","0","1009802110"
"lsv_choice","","0.2","1","1009802","3","0","lsv_idle_normal","122711","0","1009802111"
"0","","","","1009802","93","","","0.1","","1009802112"
"-200","","0.2","2","1009802","2","-235","0.33","122911","","1009802113"
"100","","0.2","2","1009802","2","-220","0.33","122811","","1009802114"
"270","","0.2","2","1009802","2","-250","0.33","122711","","1009802115"
"0","","","","1009802","93","","","0.7","","1009802116"
"lsv_talk_normal_worry","","","","1009802","3","1","","122811","0.2","1009802117"
"vo_lsv_0232","","","","1009802","21","0","0","vo_lsv","","1009802118"
"パンかぁ…なんか普通だなー\nミソギたちも毎日食べてるし","0","0","1","1009802","11","10","1","122811","0","1009802119"
"","","","","1009802","91","","","0","","1009802120"
"lsv_idle_normal_suprise1","","","","1009802","3","1","","122811","0.2","1009802121"
"lsv_talk_normal","","","","1009802","3","1","","122711","0.2","1009802122"
"vo_lsv_0233","","","","1009802","21","0","0","vo_lsv","","1009802123"
"でも、嫌いだったら毎日は\n食べられないよ。\nそれに、アレンジもできるし。","0","0","1","1009802","11","10","1","122711","0","1009802124"
"","","","","1009802","91","","","0","","1009802125"
"lsv_idle_normal","","","","1009802","3","1","","122711","0.2","1009802126"
"lsv_talk_wish_joy","","","","1009802","3","1","","122911","0.2","1009802127"
"vo_lsv_0234","","","","1009802","21","0","0","vo_lsv","","1009802128"
"サンドイッチなら、\nミミたちにも作れるかも！\n作ってみよ～♪","0","0","1","1009802","11","10","1","122911","0","1009802129"
"","","","","1009802","91","","","0","","1009802130"
"lsv_idle_wish_joyR","","","","1009802","3","1","","122911","0.2","1009802131"
"","","","","1009802","101","","","1009802133","","1009802132"
"","","","","1009802","91","","","0","","1009802133"
"","","","","1009802","102","","","","","1009802134"
"0.2","","","","1009802","22","","","0","","1009802135"
"","","","","1009802","93","","","0.2","","1009802136"
"11","0","0","0","1009802","12","1","0","122811","0","1009802137"
"lsv_surprise3_kira","","0.2","1","1009802","3","0","lsv_surprise3_kira_loop","122811","0.2","1009802138"
"0","","","","1009802","93","","","3","","1009802139"
"lsv_idle_normal_joy","","","","1009802","3","1","","122811","0.2","1009802140"
"10","0","0","0","1009802","12","1","0","122711","0","1009802141"
"lsv_talk_joy3_dere","","","","1009802","3","1","","122711","0.2","1009802142"
"0","","","","1009802","93","","","3","","1009802143"
"lsv_idle_normal_joy","","","","1009802","3","1","","122711","0.2","1009802144"
"7","0","0","0","1009802","12","1","0","122911","0","1009802145"
"lsv_talk_memory","","","","1009802","3","1","","122911","0.2","1009802146"
"0","","","","1009802","93","","","3","","1009802147"
"lsv_idle_normal_joyR","","","","1009802","3","1","","122911","0.2","1009802148"
"","","","","1009802","101","","","1009802137","","1009802149"
"1","","0","0","1009802","6","1","1","333","1","1009802150"
"1","","","","1009802","4","","","122911","","1009802151"
"lsv_run","","","","1009802","3","1","","122911","0.2","1009802152"
"-750","","","0","1009802","2","-235","0.8","122911","","1009802153"
"0","","","","1009802","4","","","122811","","1009802154"
"lsv_run","","","","1009802","3","1","","122811","0.2","1009802155"
"750","","","0","1009802","2","-220","0.8","122811","","1009802156"
"0","","","","1009802","4","","","122711","","1009802157"
"lsv_run","","","","1009802","3","1","","122711","0.2","1009802158"
"850","","","0","1009802","2","-250","0.8","122711","","1009802159"
"","","","","1009802","93","","","0.6","","1009802160"
"1","","0","0","1009802","6","1","1","122911","0.2","1009802161"
"1","","0","0","1009802","6","1","1","122811","0.2","1009802162"
"1","","0","0","1009802","6","1","1","122711","0.2","1009802163"
"","","","","1009802","91","","","0","","1009802164"
"100411","lsv_idle_normal","0","-220","1009803","1","101","-700","1","1.95","1009803001"
"103611","lsv_idle_normal","0","-235","1009803","1","100","-550","1","1.95","1009803002"
"102011","lsv_idle_normal","0","-250","1009803","1","102","-800","1","1.95","1009803003"
"333","lsv_white_loop","0","0","1009803","5","0","0","1","1","1009803004"
"1","","0","0","1009803","6","1","1","333","0","1009803005"
"13","","","1.3","1009803","31","-630","110","3","0","1009803006"
"1","","0","0","1009803","6","1","1","100411","0","1009803007"
"1","","0","0","1009803","6","1","1","103611","0","1009803008"
"1","","0","0","1009803","6","1","1","102011","0","1009803009"
"0","","","","1009803","93","","","1","","1009803010"
"1","","0","0.4","1009803","6","1","1","333","0.8","1009803011"
"lsv_walk_glad","","","","1009803","3","1","","100411","0.2","1009803012"
"-100","","","0","1009803","2","-220","2","100411","","1009803013"
"1","","0","1","1009803","6","1","1","100411","0.4","1009803014"
"lsv_walk_glad2","","","","1009803","3","1","","103611","0.2","1009803015"
"100","","","0","1009803","2","-235","2.2","103611","","1009803016"
"1","","0","1","1009803","6","1","1","103611","0.4","1009803017"
"lsv_walk_glad","","","","1009803","3","1","","102011","0.2","1009803018"
"-270","","","0","1009803","2","-250","2","102011","","1009803019"
"1","","0","1","1009803","6","1","1","102011","0.4","1009803020"
"1","","","","1009803","32","","","13","","1009803021"
"-180","","","0","1009803","33","110","2","13","","1009803022"
"","","","","1009803","93","","","2","","1009803023"
"0","","","","1009803","32","","","13","","1009803024"
"lsv_idle_normal","","","","1009803","3","1","","100411","0.2","1009803025"
"lsv_idle_normal","","","","1009803","3","1","","102011","0.2","1009803026"
"","","","","1009803","93","","","0.2","","1009803027"
"1","","","","1009803","4","","","103611","","1009803028"
"lsv_idle_normal","","","","1009803","3","1","","103611","0.2","1009803029"
