285eafef4f29218fb4bfca8894ca39a686993c07e2633bc80c199fcc505123da,1337723e5663f9a1c0f0456304af1795d2640c5b07e63d24dc67ade67b7f98d6,a2e4b8ffc07844e2658c6b49bfa9be10357101236e696fd7a59e4e25a187854c,76f2a56fced2a6371550489d0bdea5819270f56ec43196fbfb01d3f362801cfa,2b574e467a91a4339ade17887fe2ab7be481410345dfb8864447a6f01fd96ea2,eafd980458d250eab8fc050118f8a42d8f83288254b3630630a68e3f73d15d01,d217204ef7d1993345c2c37cc84b80eab9be4a2c9de6a2e1d9493093a114c032,8c914677a876fdc68ea98dedbec8913124c7d305274f69bc3a1c2e02ab0a1c38,1277bff7973a29496fc7e0adc1d2e7d3a2085d322b8a33aa3b3fe239909387d4,45e1349c1e1696601837d6bf9b0d42e7e96643278128dc33ab18ef39b86b0d35,f7c890fdf781791dfe889608f0c7709b6dc6978ce8b94fba0dcaf50774bad60f,89fba91e823b76a5fd4a2d87858c64f35151957d357fd15365bbf4562a51ec1e
"10140339","301","0","浮き輪+バタ足（ピンク）","0","10140","10","0","0","1","2","129511"
"10140351","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","107511"
"10140352","352","0","ビート板+バタ足（青）","0","10140","15","0","0","1","2","107611"
"10140356","352","0","ビート板+バタ足（青）","0","10140","20","0","0","1","2","108011"
"10140357","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","110011"
"10140359","352","0","ビート板+バタ足（青）","0","10140","3","0","0","1","1","110311"
"10140360","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","110411"
"10140361","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","110511"
"10140363","352","0","ビート板+バタ足（青）","0","10140","5","0","0","1","1","113111"
"10140364","352","0","ビート板+バタ足（青）","0","10140","5","0","0","1","1","113211"
"10140365","352","0","ビート板+バタ足（青）","0","10140","5","0","0","1","1","113311"
"10140366","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","113411"
"10140367","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","113511"
"10140368","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","113611"
"10140369","352","0","ビート板+バタ足（青）","0","10140","5","0","0","1","1","115711"
"10140370","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","117011"
"10140371","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","117111"
"10140372","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","117211"
"10140373","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","117311"
"10140374","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","117411"
"10140375","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","122411"
"10140376","352","0","ビート板+バタ足（青）","0","10140","5","0","0","1","1","122511"
"10140377","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","122611"
"10140378","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","1","122711"
"10140379","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","1","122811"
"10140380","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","1","122911"
"10140382","351","0","ビート板+バタ足（ピンク）","0","10140","5","0","0","1","1","126711"
"10140383","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","126811"
"10140385","351","0","ビート板+バタ足（ピンク）","0","10140","5","0","0","1","1","127011"
"10140388","352","0","ビート板+バタ足（青）","0","10140","10","0","0","1","2","129411"
"10140389","351","0","ビート板+バタ足（ピンク）","0","10140","10","0","0","1","2","129511"
"10140401","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","107511"
"10140402","402","0","漂う（子供）","0","10140","15","0","0","1","2","107611"
"10140403","401","0","漂う（ノーマル）","0","10140","10","0","0","1","1","107711"
"10140406","401","0","漂う（ノーマル）","0","10140","20","0","0","1","2","108011"
"10140407","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","110011"
"10140408","401","0","漂う（ノーマル）","0","10140","10","0","0","1","1","110111"
"10140409","401","0","漂う（ノーマル）","0","10140","3","0","0","1","1","110311"
"10140410","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","110411"
"10140411","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","110511"
"10140412","401","0","漂う（ノーマル）","0","10140","50","0","0","1","2","110611"
"10140413","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","113111"
"10140414","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","113211"
"10140415","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","113311"
"10140416","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","113411"
"10140417","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","113511"
"10140418","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","113611"
"10140419","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","115711"
"10140420","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","117011"
"10140421","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","117111"
"10140422","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","117211"
"10140423","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","117311"
"10140424","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","117411"
"10140425","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","122411"
"10140426","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","122511"
"10140427","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","122611"
"10140428","402","0","漂う（子供）","0","10140","10","0","0","1","1","122711"
"10140429","402","0","漂う（子供）","0","10140","10","0","0","1","1","122811"
"10140430","402","0","漂う（子供）","0","10140","10","0","0","1","1","122911"
"10140431","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","126611"
"10140432","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","126711"
"10140433","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","126811"
"10140434","401","0","漂う（ノーマル）","0","10140","30","0","0","1","2","126911"
"10140435","401","0","漂う（ノーマル）","0","10140","5","0","0","1","1","127011"
"10140436","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","127111"
"10140437","402","0","漂う（子供）","0","10140","30","0","0","1","2","129311"
"10140438","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","129411"
"10140439","401","0","漂う（ノーマル）","0","10140","10","0","0","1","2","129511"
"10140451","451","0","クロール","0","10140","10","0","0","1","2","107511"
"10140456","451","0","クロール","0","10140","20","0","0","1","2","108011"
"10140457","451","0","クロール","0","10140","10","0","0","1","2","110011"
"10140459","451","0","クロール","0","10140","3","0","0","1","1","110311"
"10140460","451","0","クロール","0","10140","10","0","0","1","2","110411"
"10140461","451","0","クロール","0","10140","10","0","0","1","2","110511"
"10140463","451","0","クロール","0","10140","5","0","0","1","1","113111"
"10140464","451","0","クロール","0","10140","5","0","0","1","1","113211"
"10140466","451","0","クロール","0","10140","10","0","0","1","2","113411"
"10140467","451","0","クロール","0","10140","10","0","0","1","2","113511"
"10140469","451","0","クロール","0","10140","5","0","0","1","1","115711"
"10140470","451","0","クロール","0","10140","10","0","0","1","2","117011"
"10140471","451","0","クロール","0","10140","10","0","0","1","2","117111"
"10140472","451","0","クロール","0","10140","10","0","0","1","2","117211"
"10140473","451","0","クロール","0","10140","10","0","0","1","2","117311"
"10140474","451","0","クロール","0","10140","10","0","0","1","2","117411"
"10140475","451","0","クロール","0","10140","10","0","0","1","2","122411"
"10140476","451","0","クロール","0","10140","5","0","0","1","1","122511"
"10140477","451","0","クロール","0","10140","10","0","0","1","2","122611"
"10140482","451","0","クロール","0","10140","5","0","0","1","1","126711"
"10140483","451","0","クロール","0","10140","10","0","0","1","2","126811"
"10140485","451","0","クロール","0","10140","5","0","0","1","1","127011"
"10140488","451","0","クロール","0","10140","10","0","0","1","2","129411"
"10140501","501","0","サーフィン","0","10140","10","0","0","1","2","107511"
"10140505","501","0","サーフィン","0","10140","20","0","0","1","2","107911"
"10140506","501","0","サーフィン","0","10140","20","0","0","1","2","108011"
"10140507","501","0","サーフィン","0","10140","10","0","0","1","2","110011"
"10140509","501","0","サーフィン","0","10140","3","0","0","1","1","110311"
"10140510","501","0","サーフィン","0","10140","10","0","0","1","2","110411"
"10140511","501","0","サーフィン","0","10140","10","0","0","1","2","110511"
"10140513","501","0","サーフィン","0","10140","5","0","0","1","1","113111"
"10140514","501","0","サーフィン","0","10140","5","0","0","1","1","113211"
"10140515","501","0","サーフィン","0","10140","5","0","0","1","1","113311"
"10140516","501","0","サーフィン","0","10140","10","0","0","1","2","113411"
"10140519","501","0","サーフィン","0","10140","5","0","0","1","1","115711"
"10140521","501","0","サーフィン","0","10140","10","0","0","1","2","117111"
"10140522","501","0","サーフィン","0","10140","10","0","0","1","2","117211"
"10140524","501","0","サーフィン","0","10140","10","0","0","1","2","117411"
"10140525","501","0","サーフィン","0","10140","10","0","0","1","2","122411"
"10140526","501","0","サーフィン","0","10140","5","0","0","1","1","122511"
"10140529","501","0","サーフィン","0","10140","10","0","0","1","1","122811"
"10140532","501","0","サーフィン","0","10140","5","0","0","1","1","126711"
"10140533","501","0","サーフィン","0","10140","10","0","0","1","2","126811"
"10140535","501","0","サーフィン","0","10140","5","0","0","1","1","127011"
"10140538","501","0","サーフィン","0","10140","10","0","0","1","2","129411"
"10140539","501","0","サーフィン","0","10140","10","0","0","1","2","129511"
"10140851","851","107611","ぺコリーヌ / コッコロ / キャル","107811","10140","10","0","0","1","2","107511"
"10140852","852","122611","ヒヨリ / ユイ / レイ","122511","10140","10","0","0","1","2","122411"
"10140853","853","117411","チカ / ノゾミ / ツムギ","117311","10140","10","0","0","1","2","117211"
"10140854","854","122711","ミソギ / ミミ / キョウカ","122811","10140","10","0","0","1","1","122911"
"10140855","855","0","ハツネ / ミサト","113511","10140","20","0","0","1","1","113411"
"10140856","856","0","サレン / スズメ","107711","10140","20","0","0","1","1","110311"
"10140857","857","110611","マコト / カスミ / マホ / カオリ","115711","10140","10","110511","0","1","2","110411"
"10140858","858","126711","ミフユ / アキノ / タマキ / ユカリ","107911","10140","10","108011","0","1","2","126811"
"10140859","859","113311","エリコ / アンナ / ナナカ / ルカ","113211","10140","10","113111","0","1","1","117011"
"10140860","860","0","イオ / スズナ","110011","10140","20","0","0","1","1","110111"
"10140861","861","129511","チエル / ユニ / クロエ","129411","10140","10","0","0","1","2","129311"
"10140862","862","126811","ネネカ / アキノ / ユカリ","126711","10140","20","0","0","1","1","126611"
"10140863","863","126911","シノブ / クウカ / ランファ","127011","10140","20","0","0","1","2","127111"
"10140864","864","0","キャル / スズナ","110011","10140","20","0","0","1","2","107811"
"10140865","865","0","サレン / ルカ","113111","10140","20","0","0","1","1","110311"
"10140866","866","0","ハツネ / カスミ","115711","10140","20","0","0","1","1","113411"
"10140867","867","0","アンナ / シノブ","127111","10140","20","0","0","1","2","113211"
"10140868","868","0","エリコ / シズル","117111","10140","20","0","0","1","2","117011"
"10140869","869","0","スズナ / カオリ","110511","10140","20","0","0","1","2","110011"
"10140870","870","117111","イオ / クウカ / シズル","127011","10140","20","0","0","1","2","110111"
"10140871","871","0","レイ / ツムギ","117411","10140","20","0","0","1","2","122511"
"10140872","872","0","サレン / アキノ","126711","10140","20","0","0","1","1","110311"
"10140873","873","0","マコト / カスミ","115711","10140","20","0","0","1","2","110411"
"10140874","874","0","ユイ / マコト","110411","10140","20","0","0","1","2","122611"
"10140875","875","0","クロエ / ミフユ","108011","10140","20","0","0","1","2","129411"
"10140876","876","0","ユニ / シズル","117111","10140","20","0","0","1","2","129311"
"10140877","877","117411","チエル / ノゾミ / ツムギ / チカ","117211","10140","20","117311","0","1","2","129511"
"10140878","878","0","チエル / マホ","110611","10140","20","0","0","1","2","129511"
"10140879","879","0","コッコロ / ユイ","122611","10140","20","0","0","1","2","107611"
"10140880","880","0","ユニ / サレン","110311","10140","20","0","0","1","2","129311"
"10140881","881","0","ユニ / ミサト","113511","10140","20","0","0","1","2","129311"
"10140882","882","0","タマキ / ミフユ","108011","10140","20","0","0","1","2","107911"
"10140883","883","115711","マコト / カオリ / カスミ / ヒヨリ","110511","10140","20","122411","0","1","2","110411"
"10140884","884","0","ネネカ / ペコリーヌ","107511","10140","20","0","0","1","2","126611"
"10140885","885","0","スズメ / コッコロ","107611","10140","20","0","0","1","2","107711"
"10140886","886","0","ルカ / レイ","122511","10140","20","0","0","1","1","113111"
"10140887","887","0","スズメ / キョウカ","122711","10140","20","0","0","1","1","107711"
"10140889","889","0","プールサイドを走るミソギ","0","10140","10","0","0","1","1","122811"
"10140890","890","0","プールサイドを走るタマキ","0","10140","10","0","0","1","2","107911"
"10140891","891","0","バタ足で逆走するヒヨリ","0","10140","10","0","0","1","2","122411"
"10140892","892","0","ボートの上で怖がるタマキ","0","10140","10","0","0","1","2","107911"
"10140893","893","0","ボートの上で怖がるキャル","0","10140","10","0","0","1","2","107811"
"10140894","894","0","クラゲと一緒に流れるクウカ","0","10140","5","0","0","1","1","127011"
"10140895","895","0","浮き輪で流れるキャル","0","10140","10","0","0","1","2","107811"
"10140896","896","0","浮き輪で流れるネネカ","0","10140","10","0","0","1","2","126611"
"10140901","901","0","麦しゅわ飲んでも飲まれるな","0","10140","10","0","1","2","1","126811"
"10140902","902","0","流れる大妃","0","10140","10","0","1","2","2","126611"
"10140903","903","0","彼女が伝説に着替えたら","113311","10140","10","0","1","2","2","113211"
"10140904","904","122711","同年代だ、いいね？","122811","10140","10","129311","1","2","1","122911"
"10140905","905","107611","流れるオーラ","117011","10140","30","0","1","2","1","117111"
"10140906","906","0","セッション・イン・ザ・プール","117311","10140","30","0","1","2","1","126911"
"10140907","907","113111","水も滴る下心","427111","10140","10","0","1","2","2","127111"
"10140908","908","0","うかぶぺんぽこりん","107811","10140","10","0","1","2","1","126911"
"10140909","909","113411","彼女のドレスコード","113511","10140","30","0","1","2","1","113611"
"10140910","910","110411","商魂、水泡に帰す","110511","10140","10","0","1","2","1","107911"
"10140911","911","122711","楽しいリトルリリカル一家","122811","10140","10","129311","1","2","1","122911"
"10140912","912","122711","おわかりいただけただろうか","126911","10140","10","0","1","2","1","127111"
"10140913","913","0","水切りドM","0","10140","5","0","1","2","2","127011"
"10140914","914","110411","出発！　リゾートクルーズ","110511","10140","20","0","1","2","1","110611"
"10140915","915","0","プールサイド・メイド","110311","10140","10","0","1","2","2","107711"
"10140916","916","117411","釣り好きのサガ","113311","10140","5","117011","1","2","2","113111"
"10140917","917","0","アキノ・ザ・ループ","110311","10140","5","0","1","2","2","126711"
"10140918","918","0","先生だって頑張る子！","113511","10140","20","0","1","2","2","110111"
"10140919","919","117411","キラキラ☆インフルエンサー","110011","10140","30","0","1","2","1","117211"
"10140920","920","0","名探偵カスミのメルクリゾート事件簿①","0","10140","2","0","1","2","2","115711"
"10140921","921","0","名探偵カスミのメルクリゾート事件簿②","0","10140","2","0","1","2","2","115711"
"10140922","922","0","名探偵カスミのメルクリゾート事件簿③","0","10140","2","0","1","2","2","115711"
"10140923","923","0","名探偵カスミのメルクリゾート事件簿④","0","10140","2","0","1","2","2","115711"
"10140941","941","107611","エンジョイリゾート！　美食殿♪","107811","10140","30","0","2","2","1","107511"
"10140942","942","0","あれからの冒険譚","127111","10140","10","0","2","2","2","113211"
"10140943","943","0","魚心わかれば釣心？","122511","10140","10","0","2","2","2","117411"
"10140944","944","108011","STOP！　無許可営業","126811","10140","10","0","2","2","1","107911"
"10140945","945","117011","恋愛トークはご用心？","110411","10140","30","0","2","2","1","122611"
"10140946","946","107911","十猫十色","107811","10140","30","0","2","2","1","122411"
"10140947","947","129311","ほの明るい水の底から","129411","10140","30","0","2","2","1","129511"
"10140951","951","0","ウキキーのおもちゃ","0","10140","5","0","0","1","2","0"
"10140952","952","0","エルダークラウドのおもちゃ","0","10140","5","0","0","1","1","0"
"10140953","953","0","カカオーラのおもちゃ","0","10140","5","0","0","1","2","0"
