2fdf07718ecd7806896a4c38b2bb15db1fa3871538589229c351211b194f4fb1,afaa03d26507242c7ef1e30ec530a1447c97c73a26880c911bb446a521ff951f,ff24a91c2b99636d7ddfbd1ac52ed5b2582b72982f1645dd498785347863d992,8eb95bb679e68ecf8dde776290ee989d97a6efb6b3f8790ea2c3d5e40fc124a5,e24b7bb4e9777f94c6f1f0196068beef266e432e2d18b70ee7c2a395219abe88,4b13bc570f79306d2b99f583a29a66100746bf3317694818a7d469f61225c584
"20061201","2006102","2006101","20061115","0","20061"
"0","2006103","2006102","0","2006101","20061"
"0","0","2006103","0","2006102","20061"
"20062201","2006202","2006201","20062115","0","20062"
"0","2006203","2006202","0","2006201","20062"
"0","0","2006203","0","2006202","20062"
"20063201","2006302","2006301","20063115","0","20063"
"0","2006303","2006302","0","2006301","20063"
"0","0","2006303","0","2006302","20063"
"20064201","2006402","2006401","20064115","0","20064"
"0","2006403","2006402","0","2006401","20064"
"0","0","2006403","0","2006402","20064"
"20065201","2006502","2006501","20065115","0","20065"
"0","2006503","2006502","0","2006501","20065"
"0","0","2006503","0","2006502","20065"
"20066201","2006602","2006601","20066115","0","20066"
"0","2006603","2006602","0","2006601","20066"
"0","0","2006603","0","2006602","20066"
"20067201","2006702","2006701","20067110","0","20067"
"0","2006703","2006702","0","2006701","20067"
"0","0","2006703","0","2006702","20067"
"20068201","2006802","2006801","20068110","0","20068"
"0","2006803","2006802","0","2006801","20068"
"0","0","2006803","0","2006802","20068"
"20069201","2006902","2006901","20069115","0","20069"
"0","2006903","2006902","0","2006901","20069"
"0","0","2006903","0","2006902","20069"
"20070201","2007002","2007001","20070115","0","20070"
"0","2007003","2007002","0","2007001","20070"
"0","0","2007003","0","2007002","20070"
"20071201","2007102","2007101","20071115","0","20071"
"0","2007103","2007102","0","2007101","20071"
"0","0","2007103","0","2007102","20071"
"20072201","2007202","2007201","20072110","0","20072"
"0","2007203","2007202","0","2007201","20072"
"0","0","2007203","0","2007202","20072"
"20073201","2007302","2007301","20073110","0","20073"
"0","2007303","2007302","0","2007301","20073"
"0","0","2007303","0","2007302","20073"
"20074201","2007402","2007401","20074110","0","20074"
"0","2007403","2007402","0","2007401","20074"
"0","0","2007403","0","2007402","20074"
"20075201","2007502","2007501","20075110","0","20075"
"0","2007503","2007502","0","2007501","20075"
"0","0","2007503","0","2007502","20075"
"20076201","2007602","2007601","20076110","0","20076"
"0","2007603","2007602","0","2007601","20076"
"0","0","2007603","0","2007602","20076"
"20077201","2007702","2007701","20077110","0","20077"
"0","2007703","2007702","0","2007701","20077"
"0","0","2007703","0","2007702","20077"
"20078201","2007802","2007801","20078110","0","20078"
"0","2007803","2007802","0","2007801","20078"
"0","0","2007803","0","2007802","20078"
"20079201","2007902","2007901","20079110","0","20079"
"0","2007903","2007902","0","2007901","20079"
"0","0","2007903","0","2007902","20079"
