601c31706992839f78455d0b37dcd4574467a102bed1ad803d6b3ddead228f4b,db3c666602bd6b6cc5b8236bd81c2f15d3a14de6d9bb533d677e94e2159498cd,834aab46f5dc45eaf3e67b978129834521205a7630074398bcbd8635bdf96cc1,e820b2ffb246dddc3bec5dfc808a7a6e2b034fd391d948796c5fa932b990830f,2820f74c2f6078f7cf4a9fd5a90f749465de7506b68efdfc5f6e86a93ac8b34b
"500001004","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","75000010","boss_magic_def_lower_limit"
"500001005","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","75000010","9"
"500001006","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","75000010","boss_tp_down_cut"
"500001101","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","75000011","18"
"500001102","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","75000011","17"
"500001103","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","75000011","boss_def_lower_limit"
"500001104","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","75000011","boss_magic_def_lower_limit"
"500001105","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","75000011","9"
"500001106","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","75000011","boss_tp_down_cut"
"500001201","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","75000012","18"
"500001202","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","75000012","17"
"500001203","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","75000012","boss_def_lower_limit"
"500001204","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","75000012","boss_magic_def_lower_limit"
"500001205","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","75000012","9"
"500001206","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","75000012","boss_tp_down_cut"
"601000101","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010001","18"
"601000102","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010001","17"
"601000103","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010001","boss_def_lower_limit"
"601000104","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010001","boss_magic_def_lower_limit"
"601000105","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010001","9"
"601000106","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010001","boss_tp_down_cut"
"601000201","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010002","18"
"601000202","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010002","17"
"601000203","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010002","boss_def_lower_limit"
"601000204","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010002","boss_magic_def_lower_limit"
"601000205","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010002","9"
"601000206","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010002","boss_tp_down_cut"
"601000301","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010003","18"
"601000302","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010003","17"
"601000303","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010003","boss_def_lower_limit"
"601000304","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010003","boss_magic_def_lower_limit"
"601000305","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010003","9"
"601000306","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010003","boss_tp_down_cut"
"601000401","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010004","18"
"601000402","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010004","17"
"601000403","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010004","boss_def_lower_limit"
"601000404","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010004","boss_magic_def_lower_limit"
"601000405","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010004","9"
"601000406","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010004","boss_tp_down_cut"
"601000501","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010005","18"
"601000502","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010005","17"
"601000503","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010005","boss_def_lower_limit"
"601000504","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010005","boss_magic_def_lower_limit"
"601000505","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010005","9"
"601000506","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010005","boss_tp_down_cut"
"601000601","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76010006","33"
"601000602","危険領域","バトル中、「バトル中継続物理攻撃力アップ」、「バトル中継続魔法攻撃力アップ」効果が発動する。","76010006","25"
"601000603","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010006","18"
"601000604","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010006","17"
"601000605","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010006","boss_def_lower_limit"
"601000606","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010006","boss_magic_def_lower_limit"
"601000607","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010006","9"
"601000608","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010006","boss_tp_down_cut"
"601000609","バトル中継続物理攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの物理攻撃力を中アップさせる。","76010006","boss_atk_up"
"601000610","バトル中継続魔法攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの魔法攻撃力を中アップさせる。","76010006","34"
"601000701","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76010007","33"
"601000702","危険領域","バトル中、「バトル中継続物理攻撃力アップ」、「バトル中継続魔法攻撃力アップ」効果が発動する。","76010007","25"
"601000703","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010007","18"
"601000704","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010007","17"
"601000705","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010007","boss_def_lower_limit"
"601000706","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010007","boss_magic_def_lower_limit"
"601000707","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010007","9"
"601000708","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010007","boss_tp_down_cut"
"601000709","バトル中継続物理攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの物理攻撃力を中アップさせる。","76010007","boss_atk_up"
"601000710","バトル中継続魔法攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの魔法攻撃力を中アップさせる。","76010007","34"
"601000801","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76010008","33"
"601000802","危険領域","バトル中、「バトル中継続物理攻撃力アップ」、「バトル中継続魔法攻撃力アップ」効果が発動する。","76010008","25"
"601000803","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010008","18"
"601000804","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010008","17"
"601000805","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010008","boss_def_lower_limit"
"601000806","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010008","boss_magic_def_lower_limit"
"601000807","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010008","9"
"601000808","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010008","boss_tp_down_cut"
"601000809","バトル中継続物理攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの物理攻撃力を中アップさせる。","76010008","boss_atk_up"
"601000810","バトル中継続魔法攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの魔法攻撃力を中アップさせる。","76010008","34"
"601000901","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76010009","33"
"601000902","危険領域","バトル中、「バトル中継続物理攻撃力アップ」、「バトル中継続魔法攻撃力アップ」効果が発動する。","76010009","25"
"601000903","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010009","18"
"601000904","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010009","17"
"601000905","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010009","boss_def_lower_limit"
"601000906","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010009","boss_magic_def_lower_limit"
"601000907","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010009","9"
"601000908","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010009","boss_tp_down_cut"
"601000909","バトル中継続物理攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの物理攻撃力を中アップさせる。","76010009","boss_atk_up"
"601000910","バトル中継続魔法攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの魔法攻撃力を中アップさせる。","76010009","34"
"601001001","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76010010","33"
"601001002","危険領域","バトル中、「バトル中継続物理攻撃力アップ」、「バトル中継続魔法攻撃力アップ」効果が発動する。","76010010","25"
"601001003","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76010010","18"
"601001004","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76010010","17"
"601001005","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76010010","boss_def_lower_limit"
"601001006","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76010010","boss_magic_def_lower_limit"
"601001007","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76010010","9"
"601001008","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","76010010","boss_tp_down_cut"
"601001009","バトル中継続物理攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの物理攻撃力を中アップさせる。","76010010","boss_atk_up"
"601001010","バトル中継続魔法攻撃力アップ","バトル開始後一定時間ごとに、すべてのモンスターの魔法攻撃力を中アップさせる。","76010010","34"
"602000101","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76020001","18"
"602000102","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76020001","17"
"602000103","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76020001","boss_def_lower_limit"
"602000104","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76020001","boss_magic_def_lower_limit"
"602000105","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76020001","9"
"602000106","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","76020001","boss_tp_down_cut"
"602000201","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76020002","18"
"602000202","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76020002","17"
"602000203","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76020002","boss_def_lower_limit"
"602000204","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76020002","boss_magic_def_lower_limit"
"602000205","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76020002","9"
"602000206","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","76020002","boss_tp_down_cut"
"602000301","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76020003","18"
"602000302","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76020003","17"
"602000303","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76020003","boss_def_lower_limit"
"602000304","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76020003","boss_magic_def_lower_limit"
"602000305","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76020003","9"
"602000306","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","76020003","boss_tp_down_cut"
"602000401","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76020004","18"
"602000402","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76020004","17"
"602000403","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76020004","boss_def_lower_limit"
"602000404","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76020004","boss_magic_def_lower_limit"
"602000405","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76020004","9"
"602000406","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","76020004","boss_tp_down_cut"
"602000501","ダメージ減衰","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","76020005","18"
"602000502","ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","76020005","17"
"602000503","物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","76020005","boss_def_lower_limit"
"602000504","魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","76020005","boss_magic_def_lower_limit"
"602000505","ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","76020005","9"
"602000506","ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","76020005","boss_tp_down_cut"
"602000601","全属性ボーナス特大アップ","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","76020006","33"
"602000602","危険領域","バトル中、「バトル中継続物理攻撃力アップ」効果が発動する。","76020006","25"
