07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b
"2","4.3","1","14","30010199"
"1","6.3","1","12","30010200"
"2","6.3","1","10.3","30010201"
"1","-2.8","1","12.1","30010202"
"3","-1.7","1","9.1","30010203"
"1","-3","1","9","30010204"
"3","-4.7","1","9","30010205"
"2","-1.7","1","15.9","30010206"
"2","-3.2","1","16.8","30010207"
"2","-4.5","1","15.8","30010208"
"3","-2.8","1","13.1","30010209"
"1","-8.8","1","10.2","30010210"
"2","-7.5","1","10.1","30010211"
"1","-5.9","1","10","30010212"
"3","-8.7","1","15.1","30010213"
"3","-7.6","1","16.2","30010214"
"3","-6.3","1","15.3","30010215"
"1","-10.4","1","15.9","30010216"
"3","-11.6","1","16.9","30010217"
"1","-13","1","15.9","30010218"
"2","-11.6","1","11.1","30010219"
"3","-10.1","1","11.1","30010220"
"3","-14.3","1","13.9","30010221"
"1","-15.5","1","15","30010222"
"3","-17.3","1","14.3","30010223"
"1","-18.4","1","15","30010224"
"1","-17.8","1","11.1","30010225"
"3","-18.9","1","11.1","30010226"
"1","-21.6","1","11","30010227"
"2","-21.6","1","9.7","30010228"
"1","-21.6","1","8.5","30010229"
"1","-21.6","1","7","30010230"
"3","-21.7","1","5.5","30010231"
"1","-21.7","1","4","30010232"
"3","-20.4","1","2.2","30010233"
"2","-19.3","1","6","30010234"
"2","-18.2","1","5.3","30010235"
"2","-16.8","1","6","30010236"
"1","-11.8","1","2.2","30010237"
"1","-9.5","1","7","30010238"
"3","-9","1","5.9","30010239"
"1","-9.5","1","4.9","30010240"
"3","-10.3","1","2.1","30010241"
"1","-8.5","1","2.1","30010242"
"1","-18.7","1","0.6","30010243"
"3","-13.4","1","5.2","30010244"
"3","-12.6","1","4","30010245"
"991004","6","1","-16.6","30010246"
"991002","5.5","1","-15.1","30010247"
"991002","-2.5","1","12.3","30010251"
"991001","-2.5","1","11.7","30010252"
"991002","-7.5","1","12.2","30010253"
"991001","-7.5","1","11.8","30010254"
"991001","-13.2","1","11.4","30010255"
"991003","-13.7","1","12.7","30010256"
"991001","-21.5","1","6.5","30010257"
"991002","-12.6","1","6.8","30010259"
"991001","-12.6","1","5.2","30010260"
"991002","-11.5","1","-1.5","30010261"
"991001","-11.5","1","-2.5","30010262"
"991004","-20.2","1","6.4","30010263"
"991002","-16.6","1","-1.8","30010264"
"991001","-16.6","1","-2.2","30010265"
"2","8.5","1","-9.3","30010267"
"1","-18.6","1","-12","30010268"
"991002","-17.6","1","-10.1","30010269"
"991001","-17.7","1","-11.7","30010270"
"991003","-12.6","1","-14.3","30010271"
"991004","-11.2","1","-14.3","30010272"
"3","-15.4","1","-13.9","30010274"
"3","-14.1","1","-13.8","30010275"
"991003","-8.1","1","-12.2","30010276"
"991004","-7.7","1","-12.2","30010277"
"1","-8.6","1","-15.3","30010278"
"1","-11.9","1","-19.9","30010279"
"3","-10.7","1","-19.9","30010280"
"1","-9.2","1","-19.9","30010281"
"3","-8","1","-19.9","30010282"
"1","-13.4","1","-18.6","30010283"
"1","-13.6","1","-16.2","30010284"
"3","-13.7","1","-14.9","30010285"
"3","-9.6","1","-12.9","30010286"
"2","-9.6","1","-11.7","30010287"
"2","-9.6","1","-10.4","30010288"
"1","-8.8","1","-7","30010289"
"2","-3.6","1","-1","30010290"
"2","-5","1","-1","30010291"
"991002","2.5","1","1.8","30010292"
"991003","2.5","1","0.5","30010293"
"2","-22.7","2","10.5","30020001"
"2","-23","2","9","30020004"
"2","-23","2","6","30020005"
"2","-22.7","2","7.5","30020006"
"991001","-19.1","2","6.3","30020008"
"991002","-19.1","2","7.8","30020009"
"2","-21.5","2","5.5","30020010"
"1","-22.7","2","13.5","30020011"
"3","-23.5","2","15","30020012"
"990001","-22.5","2","17.1","30020013"
"1","-22.7","2","16.3","30020014"
"3","-22.7","2","18.4","30020015"
"1","-23.5","2","19.7","30020016"
"3","-22.7","2","21.3","30020017"
"2","-20","2","10.5","30020018"
"1","-19.8","2","12.5","30020019"
"1","-19.8","2","15","30020020"
"1","-15","2","15","30020024"
"1","-17.8","2","18.6","30020027"
"1","-19.8","2","17.5","30020029"
"1","-17","2","15","30020030"
"3","-16.4","2","16","30020031"
"2","-20.3","2","4","30020032"
"2","-18.9","2","3.5","30020033"
"2","-17.5","2","4","30020034"
"2","-15.7","2","9","30020035"
"2","-23.8","2","-2","30020043"
"2","-23.8","2","-4","30020044"
"1","-23","2","-5","30020045"
"2","-19","2","-4","30020047"
"2","-17","2","-4","30020048"
"1","-15.7","2","-1.3","30020050"
"2","-13.4","2","-1.7","30020051"
"2","-13.5","2","-3.5","30020052"
"2","-13.1","2","-7","30020053"
"2","-13.6","2","-9.2","30020054"
"2","-14.9","2","-9","30020055"
"1","-21.1","2","-7","30020056"
"1","-22.7","2","-8.8","30020062"
"1","-22.7","2","-12","30020063"
"3","-21.1","2","-5","30020065"
"3","-23","2","-7","30020066"
"3","-23.2","2","-10.5","30020067"
"2","-16","2","-10","30020068"
"2","-15.3","2","-12","30020069"
"2","-18.1","2","-13.5","30020070"
"2","-16.4","2","-13.5","30020071"
"3","-22.7","2","-14.5","30020072"
"3","-22.7","2","-17.1","30020073"
"991004","-19","2","-8.2","30020074"
"990001","-22.5","2","-16","30020076"
"1","-22.7","2","-19.5","30020077"
"1","-22.7","2","-21.5","30020078"
"3","-22","2","-23.5","30020079"
"3","-20.2","2","-23.5","30020080"
"1","-18.8","2","-25","30020083"
"3","-17.6","2","-25","30020084"
"3","-16","2","-25","30020085"
"1","-14","2","-25","30020086"
"2","-16.1","2","-19.7","30020087"
"2","-14.8","2","-19.3","30020088"
"3","-12.7","2","-24.5","30020089"
"1","-11.5","2","-23.5","30020090"
"3","-13.1","2","-19.4","30020091"
"1","-11.5","2","-20","30020092"
"3","-9.6","2","-25","30020093"
"1","-8","2","-25","30020094"
"3","-6.2","2","-25","30020095"
"2","-9.4","2","-18.5","30020096"
"2","-8.5","2","-17","30020097"
"2","-7.4","2","-18.5","30020098"
"2","-6.8","2","-17","30020099"
"1","-4","2","-23.7","30020100"
"1","-2","2","-21.6","30020101"
"1","-2","2","-19.5","30020102"
"1","-2","2","-17.7","30020103"
"3","-3.4","2","-16.1","30020104"
"3","-4","2","-15","30020105"
"3","-10.8","2","-16.2","30020106"
"3","-11.3","2","-15","30020107"
"3","-10.8","2","-13.7","30020108"
"1","-6","2","-10.5","30020109"
"1","-5","2","-9.3","30020110"
"3","-5.1","2","-11.9","30020111"
"3","-6","2","-8.3","30020112"
"3","-10.4","2","-12","30020113"
"1","-11.8","2","-10.8","30020114"
"1","-11.8","2","-9","30020115"
"3","-10","2","-7","30020116"
"2","-8","2","3.9","30020119"
"2","-8.8","2","-4.9","30020121"
"2","-7.7","2","-4","30020122"
"2","-8.9","2","-3","30020123"
"3","-2.6","2","-14.2","30020125"
"1","-1","2","-14.2","30020126"
"3","0.2","2","-13.1","30020127"
"1","1.1","2","-11.8","30020128"
"1","1.2","2","-7.4","30020131"
"3","2.2","2","-10.5","30020132"
"3","2.2","2","-8.5","30020133"
"1","1.1","2","-9.5","30020134"
"3","0","2","-6","30020135"
"1","1.3","2","-4.5","30020136"
"1","-1","2","2.8","30020141"
"2","-10.2","2","0.4","30020142"
"1","-2.8","2","6.2","30020143"
"1","-2.7","2","8","30020145"
"1","-4.3","2","6.9","30020146"
"3","0.9","2","3.8","30020147"
"3","0.9","2","6.2","30020148"
"3","0.5","2","8","30020149"
"3","0.5","2","10.4","30020150"
"3","-9.5","2","8","30020151"
"3","-8","2","8.7","30020152"
"1","-4.1","2","3","30020153"
"2","-12","2","2.3","30020154"
"2","-12.5","2","3.8","30020155"
"2","-12","2","5.5","30020156"
"1","-1.1","2","11.9","30020157"
"1","-2.5","2","13","30020158"
"1","-3.7","2","13","30020159"
"3","-3.5","2","15","30020160"
"3","-1.9","2","15","30020161"
"2","-9","2","15","30020162"
"2","-7.6","2","16","30020163"
"2","-9.1","2","17","30020164"
"2","-7.6","2","18.1","30020165"
"2","-9.1","2","18.7","30020166"
"1","-1.1","2","16.5","30020167"
"1","0","2","18.2","30020168"
"1","-0.8","2","19.5","30020169"
"3","1","2","21","30020170"
"3","1","2","23","30020171"
"3","-10","2","10","30020172"
"3","-10.8","2","11.5","30020173"
"3","-10","2","13","30020174"
"1","-11.3","2","17.4","30020176"
"3","-12","2","16","30020177"
"1","-11.3","2","14.4","30020178"
"2","-13.9","2","10.1","30020179"
"2","-13.2","2","8.5","30020180"
"991003","-9.2","2","-10.2","30020189"
"991004","-8.7","2","-10.2","30020190"
"991003","-9.4","2","2.8","30020193"
"991004","-8.3","2","2.8","30020194"
"991001","-5.7","2","9.9","30020197"
"991002","-5.7","2","10.3","30020198"
"990001","-6.5","2","16","30020199"
"991001","-16.6","2","11.8","30020204"
"991002","-16.6","2","12.2","30020205"
"991003","-20.6","2","-8.2","30020209"
"990001","-4.5","2","-11","30020213"
"991003","-2.11","2","-3.2","30020214"
"991004","-1.7","2","-3.2","30020215"
"3","1.9","2","-3","30020216"
"1","1.2","2","-1.2","30020217"
"3","0.9","2","1.3","30020218"
"2","-6.1","2","-4.5","30020219"
"2","-4.7","2","-3.7","30020220"
"991001","-15.2","2","-22.2","30020221"
"991002","-15.2","2","-21.8","30020222"
"991001","-18.6","2","-0.2","30020223"
"991002","-18.6","2","0.2","30020224"
"991001","-8.6","2","21.5","30020225"
"991002","-8.6","2","22.5","30020226"
"991003","-16.6","2","21.4","30020227"
"991002","-15.3","2","22.6","30020228"
"991003","-4.1","2","20.7","30020229"
"991002","-3.6","2","21","30020230"
"991003","-8","2","-15.7","30020231"
"991002","-7.3","2","-14.3","30020232"
"991001","-10.6","2","-22.7","30020233"
"991002","-10.6","2","-21.3","30020234"
"11","-23.6","3","7","30030001"
"12","-20.7","3","16","30030003"
"13","-21.8","3","6.4","30030005"
"13","-21.8","3","8.4","30030006"
"11","-21","3","4","30030007"
"11","-15.7","3","1.6","30030008"
"11","-16.7","3","3.5","30030009"
"13","-21.9","3","1.5","30030010"
"13","-23.7","3","2.7","30030011"
"13","-23.7","3","-3","30030012"
"12","-22.8","3","-5.9","30030018"
"11","-21.6","3","-10.5","30030019"
"13","-19.7","3","-11.5","30030020"
"13","-19.7","3","-13.5","30030021"
"13","-19.7","3","-9.5","30030022"
"12","-23.8","3","-16.1","30030023"
"11","-23.8","3","-18.7","30030024"
"11","-21.8","3","-21","30030025"
"12","-16.1","3","-19.4","30030027"
"13","-3.8","3","-11.1","30030036"
"13","-3.7","3","-14.9","30030037"
"12","-11.7","3","-10.4","30030043"
"12","-13.6","3","-10.4","30030044"
"12","-4.8","3","-15.1","30030045"
"13","-8.4","3","-8.9","30030046"
"13","-4.7","3","-8.9","30030048"
"11","1.3","3","-10.1","30030054"
"13","-3.2","3","-5.1","30030058"
"12","-6.3","3","4.1","30030062"
"11","-4","3","13","30030064"
"11","-2.6","3","11.9","30030065"
"13","-6.4","3","15.3","30030067"
"13","-9.7","3","16.4","30030068"
"13","-5.7","3","18.8","30030069"
"11","-23.8","3","16","30030073"
"13","-19.5","3","17.9","30030076"
"13","-17.8","3","17.9","30030077"
"990002","-10.8","3","21.4","30030079"
"990001","-23.7","3","5","30030080"
"990001","-9.4","3","-14.1","30030081"
"990001","-9.6","3","6.9","30030082"
"11","-13","3","1.8","30030083"
"13","-12.7","3","8.5","30030085"
"13","-16.7","3","8.5","30030086"
"12","-13.8","3","11.5","30030087"
"12","-13.7","3","9.8","30030088"
"13","-3.7","3","-0.5","30030089"
"13","-3.7","3","0.6","30030090"
"12","-7.3","3","-6.5","30030091"
"12","-6.1","3","-5.4","30030092"
"13","-6.2","3","-6.5","30030093"
"13","-7.5","3","-5.5","30030094"
"13","-5.8","3","-11.1","30030095"
"11","-7.2","3","-11.1","30030097"
"12","-11.4","3","-20","30030098"
"12","-9.2","3","-20.1","30030099"
"13","-9.7","3","-17.5","30030100"
"13","-9.7","3","-15.5","30030101"
"13","-21.5","3","-17.5","30030102"
"13","-20.1","3","-16.1","30030103"
"12","-20.1","3","-17.5","30030104"
"13","-21.9","3","-2.1","30030106"
"11","-18.6","3","15.8","30030107"
"11","-22.2","3","18.8","30030108"
"12","-15.8","3","22.2","30030109"
"12","-15.8","3","20.1","30030110"
"12","-15.8","3","17.9","30030111"
"12","-1.8","3","16.8","30030115"
"11","-10.6","3","1","30030116"
"11","-10.6","3","2.5","30030117"
"13","0.1","3","9","30030118"
"13","0.1","3","7.5","30030119"
"11","-0.6","3","4.8","30030120"
"12","-1.8","3","19.4","30030121"
"12","-1.8","3","21.7","30030122"
"13","-1.7","3","20.5","30030123"
"13","-1.7","3","18.1","30030124"
"11","1.2","3","15.7","30030125"
"13","0.3","3","18.5","30030126"
"13","0.3","3","20.1","30030127"
"13","0.3","3","21.5","30030128"
"13","-11.5","3","20","30030130"
"11","-10.1","3","-4","30030132"
"12","-22.8","3","-8","30030135"
"11","-15.8","3","-13.2","30030137"
"11","-15.7","3","-11.2","30030138"
"12","-12","3","-4","30030139"
"13","-16.7","3","10.4","30030140"
"11","-21.6","3","-12.6","30030141"
"11","-16.4","3","-22","30030144"
"11","-18.7","3","-22","30030145"
"13","-1.9","3","-5.1","30030146"
"13","-0.4","3","-5.1","30030147"
"11","-0.8","3","-7","30030148"
"11","-2.4","3","-7","30030149"
"11","1.3","3","13.6","30030150"
"11","-1.7","3","8.5","30030151"
"11","-2.6","3","10","30030152"
"12","-6.2","3","13","30030153"
"13","-9","3","13.1","30030154"
"13","-7.6","3","13.1","30030155"
"12","-5.8","3","17.5","30030156"
"12","-5.8","3","20.1","30030157"
"11","-5.6","3","21.5","30030158"
"11","-5.6","3","23","30030159"
"12","-12.8","3","20","30030160"
"12","-18.8","3","5.5","30030161"
"11","-18.7","3","7.5","30030162"
"12","-18.8","3","9.5","30030163"
"11","-18.6","3","11.5","30030164"
"13","-18.7","3","12.5","30030165"
"13","-18.7","3","14.1","30030166"
"12","-21.3","3","-16.1","30030167"
"13","-14.8","3","-6","30030168"
"12","-14.8","3","-4.5","30030169"
"13","-14.8","3","-3","30030170"
"12","-14.8","3","-1.5","30030171"
"11","-16.6","3","-17.5","30030172"
"11","-16.6","3","-14.9","30030174"
"11","-6.9","3","-18.5","30030175"
"11","-6.9","3","-16.5","30030176"
"12","-6.6","3","-9.1","30030177"
"13","-6.1","3","-14.9","30030178"
"13","-20.6","3","-21.8","30030179"
"13","-14.9","3","-21.9","30030180"
"11","-23.6","3","10","30030181"
"13","-15.7","3","19","30030182"
"13","-15.7","3","21.1","30030183"
"11","-11.8","3","23.8","30030184"
"11","-13.7","3","23.8","30030185"
"990001","-4.6","4","-8","30040001"
"990002","2.9","4","-6.6","30040002"
"990001","-21.6","4","11","30040003"
"990001","-21.6","4","-4","30040004"
"991001","-21.7","4","-9.8","30040005"
"991001","-16","4","-12.2","30040006"
"991002","-16","4","-11.8","30040007"
"991003","-12.6","4","-15.2","30040008"
"991004","-11.1","4","-15.2","30040009"
"991003","-8.7","4","-14.8","30040010"
"991004","-7.1","4","-14.8","30040011"
"991001","-1","4","-17.2","30040012"
"991002","-1","4","-16.8","30040013"
"991004","6","4","-17.8","30040015"
"991002","5.3","4","-16.2","30040016"
"991003","3.4","4","-0.8","30040019"
"991002","3.9","4","0.8","30040020"
"991001","-2.7","4","10.8","30040021"
"991002","-2.7","4","11.2","30040022"
"991001","-6.1","4","10.3","30040023"
"991002","-6.1","4","11.8","30040024"
"991001","-13.1","4","10.2","30040025"
"991003","-13.7","4","11.8","30040026"
"991001","-21.7","4","5.1","30040027"
"991004","-20","4","6.9","30040028"
"991001","-11","4","4.8","30040029"
"991002","-11","4","5.2","30040030"
"991001","-11.7","4","-3.2","30040031"
"991002","-11.7","4","-2.8","30040032"
"991001","-15.1","4","-3.8","30040033"
"991002","-15.1","4","-2.1","30040034"
"11","-22","4","-11.2","30040035"
"11","-17.9","4","-10.1","30040037"
"11","-19","4","-7.4","30040038"
"12","-15.4","4","-15.6","30040040"
"12","-15.4","4","-8.4","30040041"
"11","-11.9","4","-10","30040042"
"13","-10.8","4","-13.6","30040043"
"11","-13.8","4","-16.9","30040044"
"11","-13.6","4","-19.2","30040045"
"11","-12.9","4","-19.7","30040046"
"11","-11","4","-21.3","30040047"
"12","-9.1","4","-21.3","30040048"
"11","-9","4","-18","30040049"
"13","-6.5","4","-18.7","30040050"
"11","-8.8","4","-16.4","30040051"
"13","-7.9","4","-12.4","30040052"
"11","-9.8","4","-11.5","30040053"
"11","-9.3","4","-9.5","30040054"
"11","-9.1","4","-6.2","30040055"
"12","-9","4","-7.4","30040056"
"11","-7.7","4","-4.6","30040057"
"13","-6.5","4","-7.3","30040058"
"11","-4.9","4","-9.1","30040061"
"11","-5.3","4","-16.5","30040062"
"12","-5","4","-10.5","30040063"
"12","-5","4","-12.5","30040064"
"12","-5","4","-14.5","30040065"
"11","-3.9","4","-18.3","30040066"
"11","-3","4","-19.4","30040067"
"13","-2.9","4","-18.2","30040068"
"11","0.4","4","-18.4","30040069"
"11","1.9","4","-15.3","30040070"
"12","1.9","4","-17","30040071"
"11","-0.5","4","-21.4","30040072"
"11","1.2","4","-21.2","30040073"
"11","2.9","4","-21.5","30040074"
"11","4.8","4","-19.6","30040075"
"13","4.4","4","-15.6","30040076"
"13","-2.7","4","-13","30040077"
"11","7.2","4","-18.3","30040078"
"11","8.9","4","-16.9","30040079"
"12","8.1","4","-12.1","30040080"
"11","9","4","-14.7","30040081"
"11","6.6","4","-8.1","30040082"
"11","4.2","4","-8.3","30040083"
"11","1.7","4","-7.6","30040084"
"13","-0.6","4","-7.6","30040085"
"12","2.1","4","-3.9","30040088"
"11","5","4","-4","30040089"
"11","8","4","-6.8","30040090"
"11","8.6","4","-4.5","30040091"
"11","8.1","4","-3.6","30040092"
"11","8","4","-0.7","30040093"
"12","4.9","4","-1.3","30040094"
"11","1.9","4","-1.6","30040095"
"13","0.1","4","-0.3","30040096"
"11","0.1","4","0.8","30040097"
"11","1","4","7.1","30040099"
"13","0.9","4","4.4","30040100"
"11","0.9","4","5.8","30040101"
"11","5.1","4","2.2","30040102"
"11","0.8","4","8.7","30040106"
"11","5.4","4","12.8","30040108"
"12","6","4","10.5","30040109"
"11","2.9","4","13.4","30040110"
"11","0.8","4","13","30040111"
"13","-3.8","4","11.1","30040112"
"11","-2.4","4","7.6","30040113"
"11","-5.8","4","8.1","30040114"
"12","-4.5","4","7.5","30040115"
"12","-5.8","4","14.2","30040116"
"13","-2.9","4","14.5","30040117"
"11","-8.6","4","8.8","30040118"
"13","-10.6","4","9.5","30040119"
"13","-9.4","4","13.7","30040120"
"11","-10","4","15","30040121"
"11","-12.1","4","15.5","30040122"
"11","-14.7","4","13.1","30040123"
"13","-16.5","4","12.8","30040124"
"13","-17.8","4","13.4","30040125"
"11","-14.3","4","8.5","30040126"
"11","-16.4","4","8.1","30040127"
"11","-19","4","9","30040128"
"11","-12.1","4","9","30040129"
"11","-22.1","4","9.7","30040130"
"11","-22","4","13","30040131"
"13","-19.9","4","12.7","30040132"
"12","-22.1","4","7.3","30040133"
"11","-22.3","4","3.7","30040134"
"11","-22","4","2.4","30040135"
"11","-19.9","4","0.5","30040136"
"13","-19.4","4","3.4","30040137"
"13","-18.4","4","4.7","30040138"
"13","-17.5","4","3.8","30040139"
"11","-18","4","0","30040140"
"11","-15","4","1","30040141"
"11","-13.8","4","2.3","30040142"
"12","-13.1","4","3.4","30040143"
"13","-13","4","1","30040144"
"13","-10.9","4","0.4","30040145"
"12","-9.7","4","5","30040146"
"13","-9.3","4","3.3","30040147"
"11","-9.3","4","0.4","30040148"
"11","-6","4","2","30040149"
"11","-5.2","4","3.4","30040150"
"13","-4.5","4","1.3","30040151"
"11","-3","4","-1","30040154"
"11","-11.3","4","-6.5","30040155"
"12","-13.8","4","-6.5","30040156"
"12","-17.1","4","-5.6","30040157"
"11","-18.6","4","-5.5","30040158"
"11","-22.4","4","-2.3","30040159"
"12","-22.2","4","-6.8","30040160"
"11","-22.5","4","-5","30040161"
"13","-20.2","4","-1.5","30040162"
"11","-18.8","4","-15.5","30040163"
"11","-21","4","-15","30040164"
"13","-20","4","-16","30040165"
"11","5.8","4","4","30040166"
"11","6","4","9","30040167"
"13","6.4","4","7","30040168"
"13","6.2","4","5.2","30040169"
"11","-1","4","1.5","30040170"
"13","-2.3","4","4.4","30040171"
"11","-3.9","4","2.8","30040172"
"990001","-22.5","5","17.1","30050013"
"991004","-19","5","-8.2","30050074"
"990001","-22.5","5","-16","30050076"
"991003","-9.4","5","2.8","30050193"
"991004","-8.3","5","2.8","30050194"
"991001","-16.6","5","11.8","30050204"
"991002","-16.6","5","12.2","30050205"
"991003","-20.6","5","-8.2","30050209"
"990001","-4.5","5","-11","30050213"
"991003","1.7","5","-6.4","30050214"
"991004","2.2","5","-6.4","30050215"
"991001","-15.2","5","-22.2","30050221"
"991002","-15.2","5","-21.8","30050222"
"991001","-18.6","5","-0.2","30050223"
"991002","-18.6","5","0.2","30050224"
"991001","-10.6","5","-22.7","30050233"
"991002","-10.6","5","-21.3","30050234"
"990001","-2.7","5","12","30050235"
"991006","-16.7","5","-4.2","30050236"
"991006","-16.7","5","-5.7","30050237"
"13","24.3","5","-25.5","30050238"
"11","24.5","5","-25.2","30050239"
"13","-22.8","5","8.2","30050240"
"11","-22.7","5","7.1","30050241"
"11","-22.7","5","5","30050242"
"13","-21.5","5","4.8","30050243"
"13","-22.8","5","6","30050244"
"12","24.4","5","-25.4","30050245"
"12","-19.2","5","4.5","30050246"
"13","-17","5","9","30050247"
"13","-16","5","9","30050248"
"13","-18","5","9","30050249"
"11","-15.6","5","2.9","30050250"
"11","-17.8","5","3","30050251"
"12","-14.1","5","7.5","30050252"
"12","-11.9","5","7.5","30050253"
"13","-11.7","5","5.4","30050254"
"13","-11.7","5","3.5","30050255"
"11","-10.9","5","1.5","30050256"
"11","-10.9","5","-0.5","30050257"
"12","-14.4","5","3.5","30050258"
"12","-14.3","5","1.5","30050259"
"12","-21.3","5","1.6","30050260"
"11","-22.8","5","1.6","30050261"
"12","-24","5","-0.5","30050262"
"12","-24","5","-2.7","30050263"
"13","-16","5","-4","30050264"
"13","-16","5","-5","30050265"
"13","-16","5","-6","30050266"
"13","-18","5","-4","30050267"
"13","-18","5","-5","30050268"
"13","-18","5","-6","30050269"
"11","-21","5","-7","30050270"
"12","-19.8","5","-5.5","30050271"
"12","-17.1","5","-9.3","30050272"
"12","-16.3","5","-10.6","30050273"
"12","-17.2","5","-12.2","30050274"
"11","-22","5","-10","30050275"
"11","-22","5","-12","30050276"
"12","-16.8","5","-14.4","30050277"
"11","-15.9","5","-16.6","30050278"
"11","-16","5","-19.5","30050279"
"12","-16","5","-18.1","30050280"
"12","-14","5","-19","30050281"
"12","-13","5","-17","30050282"
"12","-14.7","5","-16.6","30050283"
"11","-13.5","5","-24.1","30050284"
"11","-15.7","5","-24","30050285"
"11","-20.4","5","-23.5","30050286"
"11","-17.8","5","-23.5","30050287"
"12","-22","5","-20","30050288"
"12","-22","5","-22","30050289"
"13","-19.3","5","-23.2","30050290"
"13","-13","5","-23","30050291"
"12","-11.8","5","-23","30050292"
"13","-11","5","-23","30050293"
"11","-12.4","5","-20.1","30050294"
"11","-11","5","-20","30050295"
"11","-9.5","5","-19.3","30050296"
"12","-8.4","5","-19.3","30050297"
"11","-6.8","5","-19.1","30050299"
"13","-6.5","5","-20.4","30050300"
"12","-4.2","5","-19.2","30050301"
"12","-4.1","5","-20.6","30050302"
"12","-5.9","5","-23.4","30050303"
"11","-4.1","5","-23.4","30050304"
"11","-1.4","5","-23.4","30050305"
