0af40cc8f54b24beb122ca6250cad5d31efff71f5c7218e393edab093d855977,de4cd414869604c2458cb5618d045acc3b31c29cc1b69255ec8b3bb018e1bec4,35df50771d8824b9117f28172d27f3adde869f906ac3ef45757966b5cc2b9e88,65a93139bd029dd4a87dd241b76236edd0d3d363d8e164b700bd167e15a3344e,3ad392f0a54ce9290ced5d3d31cfcf0542f62e127dbe7e96354f110eff6d03df,cbe4310213ef1dfebae2c9214ea41e06e1830fc0d2409caeca23776a5a401a39
"3","2","5084002","510306","104","10112"
"3","2","5084003","500039","105","10112"
"3","2","5085002","500368","106","10113"
"3","2","5085003","510203","107","10113"
"3","2","5085004","500272","108","10113"
"3","2","5085005","501501","109","10113"
"2","1","1011001","0","110","10110101"
"1","1","20037112","0","111","20037101"
"3","2","5066005","501291","112","20037"
"3","2","5088005","501810","113","10115"
"3","2","5114000","500016","114","10114"
"3","2","5114003","501952","115","10114"
"3","2","5068001","501341","116","20038"
"3","2","5090002","501541","117","10117"
"3","2","5070004","501353","121","20039"
"3","2","5070005","500016","122","20039"
"3","2","5116004","500837","123","10116"
"3","2","5092001","501031","124","10119"
"3","2","5092004","501551","125","10119"
"3","2","5118002","500133","126","10118"
"3","2","5118003","500810","127","10118"
"3","2","5118007","500133","128","10118"
"3","2","5072004","501364","129","20040"
"3","2","5072006","501365","130","20040"
"3","2","5124003","501614","132","10124"
"3","2","5074001","501383","133","20041"
"3","2","5094001","501593","135","10121"
"3","2","5122000","502003","136","10122"
"3","2","5122002","502015","137","10122"
"3","2","5096002","501613","138","10123"
"3","2","5076005","505036","139","20042"
"3","2","5078004","501451","140","20043"
"3","2","5098000","501031","141","10125"
"3","2","5100003","500837","143","10127"
"3","2","5080005","501463","144","20044"
"3","2","5128001","502063","145","10128"
"3","2","5102002","501873","146","10129"
"1","1","20045105","0","147","20045101"
"1","1","20045108","0","148","20045102"
"1","1","20045111","0","149","20045103"
"3","2","5082002","501160","150","20045"
"3","2","5082004","501031","151","20045"
"3","2","5082005","501483","152","20045"
"3","2","5084001","500368","153","20046"
"3","2","5084002","510306","154","20046"
"3","2","5084003","500039","155","20046"
"3","2","5085002","500368","156","20047"
"3","2","5085003","510203","157","20047"
"3","2","5085004","500272","158","20047"
"3","2","5085005","501501","159","20047"
"3","2","5130001","500016","160","10130"
"3","2","5130007","500133","161","10130"
"3","2","5104003","500133","162","10131"
"3","2","5136002","500143","163","10136"
"3","2","5136004","500175","164","10136"
"3","2","5137002","501622","165","10137"
"3","2","5137005","500133","166","10137"
"3","2","5088005","501810","167","20048"
"3","2","5134007","500554","168","10134"
"3","2","5108002","501911","169","10135"
"3","2","5110005","501931","170","10138"
"3","2","5111005","500013","171","10139"
"3","2","5090002","501541","172","20049"
"2","1","1013801","0","173","10138101"
"3","2","5114000","500016","174","10141"
"3","2","5114003","501952","175","10141"
"3","2","5140002","502224","180","10140"
"3","2","5092001","501031","181","20050"
"3","2","5092004","501551","182","20050"
"3","2","5142001","501683","183","10142"
"3","2","5116004","500837","184","10143"
"3","2","5118002","500133","185","10145"
"3","2","5118003","500810","186","10145"
"3","2","5118007","500133","187","10145"
"3","2","5094001","501593","188","20051"
"3","2","5096002","501613","189","20052"
"3","2","5146001","502283","1014601","10146"
"3","2","5122000","502003","1014901","10149"
"3","2","5122002","502015","1014902","10149"
"3","2","5124003","501614","1015101","10151"
"3","2","5154007","502373","1015401","10154"
"3","2","5156001","502074","1015601","10156"
"3","2","5156002","502394","1015602","10156"
"3","2","5128001","502063","1015701","10157"
"3","2","5158003","500880","1015801","10158"
"3","2","5130001","500016","1015901","10159"
"3","2","5130007","500133","1015902","10159"
"3","2","5134007","500554","1016301","10163"
"3","2","5136002","500143","1016401","10164"
"3","2","5136004","500175","1016402","10164"
"3","2","5137002","501622","1016501","10165"
"3","2","5137005","500133","1016502","10165"
"3","2","5140002","502224","1016601","10166"
"3","2","5142001","501683","1016701","10167"
"3","2","5146001","502283","1016901","10169"
"3","2","5154007","502373","1017301","10173"
"3","2","5156001","502074","1017601","10176"
"3","2","5156002","502394","1017602","10176"
"3","2","5158003","500880","1017701","10177"
"3","2","5098000","501031","2005301","20053"
"3","2","5100003","500837","2005401","20054"
"3","2","5102002","501873","2005501","20055"
"3","2","5104003","500133","2005601","20056"
"3","2","5108002","501911","2005801","20058"
"3","2","5110005","501931","2005901","20059"
"3","2","5111005","500013","2006001","20060"
"3","2","5114000","500016","2006101","20061"
"3","2","5114003","501952","2006102","20061"
"3","2","5116004","500837","2006201","20062"
"3","2","5118002","500133","2006301","20063"
"3","2","5118003","500810","2006302","20063"
"3","2","5118007","500133","2006303","20063"
"3","2","5122000","502003","2006501","20065"
"3","2","5122002","502015","2006502","20065"
"3","2","5124003","501614","2006601","20066"
"3","2","5136002","500143","2006701","20067"
"3","2","5136004","500175","2006702","20067"
"3","2","5137002","501622","2006801","20068"
"3","2","5137005","500133","2006802","20068"
"3","2","5128001","502063","2007001","20070"
"3","2","5130001","500016","2007101","20071"
"3","2","5130007","500133","2007102","20071"
"3","2","5134007","500554","2007301","20073"
"3","2","5140002","502224","2007401","20074"
"3","2","5142001","501683","2007501","20075"
