576841684e298aae133771a25b101e0a94cd25b7bc1c2da1ce7dc3cd07b142b2,7d0493514b7da027e2f379f8fb3b7120afbee470a693cec98cff72aa75b897af,39db02c7a2a69d41d9723341a62b77e86fa655ba4201e55a1c24c0b7d93fce76,8f3aeed1ea4b6601c0dd92d1d678f4e65484e14bc6edbd43d67ee2d1f6ff0003,c97a31130459bec9d4b9c8637ec76caa2616beb141e43bc03318d6a4c3969166,805f3f8078007ca4fceaaedf6be113081b87ca943739f94cb3cae1f7785bd45c,4d15bc4ce9c67d95316806679e45fd963ec83a5534e47125274068f52019c791,9886e2e61b99f525783f748b78be7f100e488e6cc3fd8bb5118e478e060da2f6,0896d8333c31b8d72ce917a3e91ed9727a5d065f7e246e8cbee379af27f0da74,850740e1c19fb627fc965baf62280fcb611bd6a97417779e86e84b0d9d7a74b0,db488eb31b1ca1cd39f047aec9fa6c7864cd92e5ce110788d63a947925175e32,a62ad60f24ab0ba38a409d1d13251dc7d3231ca1542293044fc961d9e1fd2490,a25a7a0d95188a8c824e204c42f464626d3668ef76145411dfcc972fafe955c7,b9c820eadf5f8c157e69769c9dd53a671bd8aa281763dcacb35d7b8a76f6d786,262c303c9c030b6f0553538536bc816aff81da8ae6f457e55e414cbba04c78f0,3edec9a60ddbdc1f07181e4070a3aa259c3d506ce8bb53263bc6af54d4d25990,0947a9bb0ea5a59dd8dbfe9274efa0ac93341ef60cb12035c68949c969c0387f,608a922a04470c41c60cbbc13026d9c194fb775e2dee8e80c508aa18aac25b5f,4e8650ddf149c00c8240bf48e410f0b7babec0d6a0a5911edbfe5797000fffef,fdc8152f36162747c4c57c9c3be595d289c7265afa18ba30883c20824de93f21,74c36bfc8684229a936c8f855bf0e1238a9401002f0626c3313e21ab8aad9ed8
"1017","NONE","2500","1200","NONE","0","0","WaterMelon","NONE","1600","AccelBoardA","NONE","AccelBoardA","BeachTrap","3300","NONE","0","0","400","EnemyB","0"
"1018","EnemyB_NoColl","1900","900","NONE","0","0","Balloon","NONE","1100","EnemyB_NoColl","NONE","BeachTrap","SummerEnemyA_NoColl","2400","NONE","2900","0","600","BeachTrap","0"
"1019","BeachTrap","2500","1200","NONE","0","0","BeachTrap","NONE","2000","SummerEnemyA","NONE","BeachTrap","AccelBoardA","3000","NONE","3800","0","500","BeachTrap","0"
"1020","SummerEnemyD","2300","900","SummerEnemyD","0","0","BeachTrap","NONE","1900","BeachTrap","NONE","AccelBoardA","BeachTrap","2700","NONE","3100","0","400","BeachJumpBoard","3700"
"1021","NONE","2400","700","NONE","0","0","SummerEnemyA_NoColl","NONE","1550","BeachTrap_NoCall","NONE","EnemyB","AccelBoardA","3400","NONE","0","0","400","Balloon","0"
"1022","NONE","2500","1200","NONE","0","0","BeachTrap","NONE","1800","AccelBoardA","NONE","SummerEnemyB","SpeedTerritoryA","3400","NONE","0","0","800","BeachTrap","0"
"1023","BeachTrap","2000","1000","NONE","0","0","SummerJumpOverEnemyC","NONE","1500","WaterMelon","NONE","SummerEnemyC","BeachTrap","3000","NONE","3500","0","500","BeachTrap","0"
"1024","BeachTrap","1800","600","SummerJumpOverEnemyC","0","0","SummerEnemyA_NoColl","NONE","1300","SpeedTerritoryA_NoColl","NONE","SummerEnemyB","EnemyB_NoColl","2300","NONE","3200","0","400","Balloon","3700"
"1025","NONE","2700","1300","NONE","0","0","AccelBoardA","NONE","2000","AccelBoardA","NONE","EnemyB","AccelBoardA","3400","NONE","0","0","900","AccelBoardA","0"
"1026","NONE","2500","800","NONE","0","0","WaterMelon","NONE","1500","BeachJumpBoard","NONE","EnemyB","NONE","0","NONE","0","0","400","AccelBoardA","0"
"1027","BeachJumpBoard","1700","630","NONE","0","0","Balloon","NONE","700","EnemyB_NoColl","NONE","SpeedTerritoryA","SummerEnemyA_NoColl","2600","NONE","3100","0","400","BeachTrap","0"
"1028","NONE","2700","1400","NONE","0","0","SummerEnemyD","NONE","2300","BeachTrap","NONE","SpeedTerritoryA","AccelBoardA","3200","NONE","0","0","600","AccelBoardA","0"
"1029","NONE","2500","1000","NONE","0","0","SpeedTerritoryA","NONE","1700","WarpGateA","NONE","SummerEnemyC","NONE","0","NONE","0","0","500","BeachTrap","0"
"1030","SpeedTerritoryA","2500","1500","NONE","0","0","AccelBoardA","NONE","2000","BeachTrap","NONE","WaterMelon","BeachTrap","2800","NONE","3500","0","500","AccelBoardA","0"
"1031","AccelBoardA","2900","1200","NONE","0","0","SpeedTerritoryA_NoColl","NONE","2200","BeachTrap","NONE","Balloon","SummerEnemyD","3200","NONE","3500","0","350","SpeedTerritoryA_NoColl","0"
"1032","NONE","0","1500","NONE","0","0","SummerEnemyA","NONE","3000","NONE","NONE","AccelBoardA","NONE","0","NONE","0","0","700","SummerEnemyA","0"
"1033","NONE","3100","1400","NONE","0","0","SummerEnemyA","NONE","2200","SpeedTerritoryA","NONE","BeachTrap","NONE","0","NONE","0","0","700","AccelBoardA","0"
"1034","SpeedTerritoryB","2500","1000","NONE","0","0","SummerJumpOverEnemyC","NONE","2000","SummerJumpOverEnemyD","NONE","BeachTrap","SummerJumpOverEnemyA","3000","NONE","3500","0","500","BeachJumpOverTrap","0"
"1035","BeachTrap_NoCall","1500","800","EnemyB_NoColl","0","0","BeachTrap","NONE","1200","Balloon","NONE","BeachJumpOverTrap","EnemyB_NoColl","2300","NONE","2700","0","400","SummerEnemyC","3100"
"1036","NONE","0","1200","NONE","0","0","BeachTrap","NONE","2700","NONE","NONE","AccelBoardA","NONE","0","NONE","0","0","500","SpeedTerritoryA","0"
"1037","NONE","3000","1000","NONE","0","0","BeachTrap","NONE","2000","AccelBoardA","NONE","SummerEnemyD","NONE","0","NONE","0","0","500","AccelBoardA","0"
"1038","AccelBoardA","2700","1000","NONE","0","0","AccelBoardA","NONE","2200","EnemyB","NONE","SpeedTerritoryB","AccelBoardA","3000","NONE","3500","0","500","WaterMelon","0"
"1039","NONE","2400","1700","NONE","0","0","WarpGateA","NONE","2500","NONE","NONE","SpeedTerritoryA","NONE","3100","NONE","0","0","800","BeachTrap","0"
"1040","NONE","1800","1000","NONE","0","0","SummerJumpOverEnemyA","NONE","1400","SummerJumpOverEnemyA","NONE","EnemyB","WarpGateA","2500","NONE","0","0","500","SummerEnemyC","0"
"1041","NONE","2800","1500","NONE","0","0","AccelBoardA","NONE","2000","SummerEnemyC","NONE","BeachTrap","AccelBoardA","3300","NONE","0","0","1000","BeachTrap","0"
"1042","AccelBoardA","1800","900","NONE","0","0","AccelBoardA","NONE","1300","WaterMelon","NONE","BeachTrap","SummerJumpOverEnemyA","2700","NONE","3300","0","500","BeachTrap","0"
"1043","NONE","2200","1100","NONE","0","0","AccelBoardA","NONE","1500","SummerEnemyC","NONE","AccelBoardA","BeachTrap","2700","NONE","0","0","500","SummerEnemyB","0"
"1044","NONE","3300","1400","NONE","0","0","BeachJumpBoard","NONE","2300","SpeedTerritoryB","NONE","AccelBoardA","NONE","0","NONE","0","0","500","SummerEnemyB","0"
"1045","NONE","2700","1900","NONE","0","0","AccelBoardA","NONE","2300","AccelBoardA","NONE","EnemyB","NONE","0","NONE","0","0","1280","AccelBoardA","0"
"1046","NONE","2000","900","NONE","0","0","AccelBoardA","NONE","1300","EnemyB","NONE","AccelBoardA","BeachJumpBoard","2500","NONE","0","0","400","AccelBoardA","0"
"1047","NONE","0","1500","NONE","0","0","WarpGateA","NONE","2400","NONE","NONE","SpeedTerritoryB","NONE","0","NONE","0","0","700","AccelBoardA","0"
"1048","NONE","3100","1600","NONE","0","0","BeachTrap","NONE","2500","BeachTrap","NONE","SummerEnemyD","NONE","0","NONE","0","0","550","AccelBoardA","0"
"1049","BeachTrap","2500","1000","NONE","0","0","AccelBoardA","NONE","2000","BeachJumpOverTrap","NONE","SpeedTerritoryB","BeachTrap","3000","NONE","3500","0","500","WaterMelon","0"
"1050","BeachJumpOverTrap","2400","1200","NONE","0","0","BeachJumpOverTrap","NONE","1800","BeachJumpOverTrap","NONE","BeachJumpOverTrap","BeachJumpOverTrap","3000","NONE","3600","0","600","BeachJumpOverTrap","0"
"1051","NONE","3000","1300","NONE","0","0","BeachJumpBoard","NONE","2200","BeachJumpBoard","NONE","BeachJumpBoard","NONE","0","NONE","0","0","500","BeachJumpBoard","0"
"1052","NONE","3500","1200","NONE","0","0","BeachJumpBoard","NONE","2100","SpeedTerritoryA","NONE","BeachJumpBoard","NONE","0","NONE","0","0","300","BeachJumpBoard","0"
"1053","BeachTrap","2400","1200","NONE","0","0","BeachJumpOverTrap","NONE","1800","BeachTrap","NONE","BeachJumpOverTrap","BeachTrap","3000","NONE","3600","0","600","BeachJumpOverTrap","0"
"1054","NONE","0","0","NONE","0","0","NONE","NONE","0","NONE","NONE","BeachJumpBoard","NONE","0","NONE","0","0","500","NONE","0"
"1055","NONE","3500","1200","NONE","0","0","BeachJumpBoard","NONE","2100","EnemyB","NONE","BeachJumpBoard","NONE","0","NONE","0","0","300","BeachJumpBoard","0"
"1056","BeachTrap","2400","1200","NONE","0","0","BeachJumpOverTrap","NONE","1800","BeachJumpOverTrap","NONE","BeachJumpOverTrap","BeachJumpOverTrap","3000","NONE","3600","0","600","BeachJumpOverTrap","0"
"1057","NONE","0","1500","NONE","0","0","BeachJumpBoard","NONE","2500","NONE","NONE","BeachJumpBoard","NONE","0","NONE","0","0","500","BeachJumpBoard","0"
"1058","NONE","3500","1200","NONE","0","0","BeachJumpBoard","NONE","2100","SummerEnemyC","NONE","BeachJumpBoard","NONE","0","NONE","0","0","300","BeachJumpBoard","0"
"1059","BeachTrap","2400","1200","NONE","0","0","BeachJumpOverTrap","NONE","1800","BeachJumpOverTrap","NONE","BeachJumpOverTrap","BeachTrap","3000","NONE","3600","0","600","BeachJumpOverTrap","0"
"1060","NONE","0","2500","NONE","0","0","NONE","NONE","0","NONE","NONE","BeachJumpBoard","NONE","0","NONE","0","0","1300","BeachJumpBoard","0"
"1061","NONE","3500","1200","NONE","0","0","BeachJumpBoard","NONE","2100","SummerJumpOverEnemyB","NONE","BeachJumpBoard","NONE","0","NONE","0","0","300","BeachJumpBoard","0"
"1062","NONE","2600","1200","NONE","0","0","AccelBoardA","NONE","1800","BeachJumpOverTrap","NONE","SummerEnemyD","BeachJumpOverTrap","3300","NONE","0","0","500","BeachTrap","0"
"1063","NONE","0","2300","NONE","0","0","AccelBoardA","NONE","3300","NONE","NONE","BeachJumpBoard","NONE","0","NONE","0","0","700","SpeedTerritoryB","0"
"1064","SummerEnemyG","2000","1200","ShellFlyingItem","0","0","ShellFlyingItem","NONE","1600","EnemyB","NONE","SpeedTerritoryB","ShellFlyingItem","2400","NONE","2800","0","600","ShaveIce","3200"
"1065","SummerEnemyA","1600","800","ShellFlyingItem","0","3200","ShaveIce","NONE","1200","EnemyB","SummerEnemyG","SummerEnemyD","ShellFlyingItem","2000","SummerEnemyG","2400","3600","400","BeachTrap","2800"
"1066","SummerEnemyC","2000","800","SummerEnemyG","0","3600","SummerEnemyG","NONE","1600","ShaveIce","NONE","BeachJumpBoard","EnemyB","2400","SummerEnemyG","2800","0","400","SummerEnemyA_NoColl","3200"
"1067","EnemyB","2400","1100","SummerEnemyA","0","0","AccelBoardA","NONE","1800","SpeedTerritoryA","NONE","AccelBoardA","ShaveIce","2800","NONE","3200","0","400","AccelBoardA","3600"
"1068","NONE","2700","1300","NONE","0","0","WaterMelon","NONE","2000","ShaveIce","NONE","WaterMelon","NONE","0","NONE","0","0","300","WaterMelon","0"
"1069","NONE","3200","1200","NONE","0","0","WaterMelon","NONE","2200","WaterMelon","NONE","WaterMelon","NONE","0","NONE","0","0","300","WaterMelon","0"
"1070","NONE","2550","1150","NONE","0","0","WaterMelon","NONE","1850","ShaveIce","NONE","WaterMelon","NONE","0","NONE","0","0","300","WaterMelon","0"
"1071","NONE","2400","1000","NONE","0","0","WaterMelon","NONE","1700","ShaveIce","NONE","WaterMelon","NONE","0","NONE","0","0","300","WaterMelon","0"
"1072","NONE","1600","800","NONE","0","0","SummerEnemyA","NONE","1200","WaterMelon","NONE","BeachTrap","NONE","0","NONE","0","0","400","SpeedTerritoryB","0"
"1073","NONE","1600","800","NONE","0","0","SummerEnemyB","NONE","1200","Balloon","NONE","BeachTrap","NONE","0","NONE","0","0","400","SpeedTerritoryB","0"
"1074","NONE","1600","800","NONE","0","0","SummerEnemyC","NONE","1200","BeachJumpBoard","NONE","BeachTrap","NONE","0","NONE","0","0","400","SpeedTerritoryB","0"
"1075","NONE","1600","800","NONE","0","0","SummerEnemyD","NONE","1200","ShaveIce","NONE","BeachTrap","NONE","0","NONE","0","0","400","SpeedTerritoryB","0"
"1076","ShellFlyingItem","1800","800","SummerEnemyG","0","0","EnemyB","NONE","1200","ShaveIce","NONE","SummerEnemyD","EnemyB","2400","NONE","3000","0","400","SummerJumpOverEnemyC","3600"
"1077","EnemyB","2000","800","SummerEnemyG","0","0","SpeedTerritoryA","NONE","1600","ShaveIce","NONE","SpeedTerritoryA","SummerEnemyC","2600","NONE","3200","0","400","WaterMelon","3600"
"1078","SummerEnemyG","2000","800","NONE","0","0","SummerEnemyB","NONE","1600","SummerEnemyG","NONE","Surf","BeachJumpOverTrap","2800","NONE","3600","0","400","ShellFlyingItem","3600"
"1079","ShellFlyingItem","1600","800","SummerEnemyB","0","0","BeachTrap","NONE","1200","Surf","NONE","BeachTrap","ShellFlyingItem","2000","NONE","2400","0","400","BeachJumpOverTrap","2800"
"1080","Surf","1300","700","SummerEnemyB","0","2800","BeachTrap_NoCall","NONE","1000","SummerEnemyB","SummerEnemyB","BeachJumpBoard","SummerEnemyC","1600","ShellFlyingItem","2000","3200","400","SummerEnemyA_NoColl","2400"
"1081","BeachTrap","1600","800","BeachJumpOverTrap","0","0","ShellFlyingItem","NONE","1200","SummerEnemyB","NONE","SummerEnemyA","SummerEnemyB","2000","NONE","2800","0","400","Surf","3600"
"1082","SummerEnemyB","2000","800","BeachJumpOverTrap","0","0","BeachTrap","NONE","1600","SurfB","NONE","SurfB","SummerEnemyB","2400","NONE","3200","0","400","ShellFlyingItem","3600"
"1083","SummerEnemyC","1800","800","ShellFlyingItem","0","3400","ShellFlyingItem","NONE","1100","SummerEnemyB","NONE","SpeedTerritoryA","Surf","2000","SummerEnemyG","2600","0","400","SurfB","3000"
"1084","SummerEnemyG","1800","800","SummerEnemyC","0","0","ShellFlyingItem","NONE","1500","SummerEnemyC","NONE","Surf","SurfB","2500","NONE","2800","0","300","EnemyB","3600"
"1085","SummerEnemyG","1800","800","SummerEnemyC","0","0","BeachJumpOverTrap","NONE","1500","SummerEnemyC","NONE","SurfB","SurfB","2500","NONE","2800","0","300","EnemyB","3600"
"1086","SummerEnemyG","1800","800","BeachJumpOverTrap","0","0","ShellFlyingItem","NONE","1500","SummerEnemyC","NONE","Surf","SurfB","2500","NONE","2800","0","300","EnemyB","3600"
"1087","SummerEnemyG","1800","800","BeachTrap","0","0","ShellFlyingItem","NONE","1500","SummerEnemyC","NONE","Surf","SurfB","2500","NONE","2800","0","300","EnemyB","3600"
"1088","NONE","0","0","NONE","0","0","NONE","NONE","0","NONE","NONE","Carpet500","NONE","0","NONE","0","0","400","NONE","0"
"1089","BeachJumpOverTrap","2100","1000","SummerJumpOverEnemyA","0","0","BeachTrap","NONE","1500","BeachJumpOverTrap","NONE","SummerEnemyA","AccelBoardA","2600","NONE","3000","0","500","SummerEnemyB","3500"
"1090","SummerEnemyC","1900","900","BeachTrap","0","0","SummerJumpOverEnemyA","NONE","1500","AccelBoardA","NONE","BeachTrap","SummerEnemyB","2300","NONE","2800","0","400","SpeedTerritoryA","3300"
"1091","NONE","2700","1500","NONE","0","0","SummerEnemyA","NONE","2200","SummerEnemyB","NONE","WaterMelon","SummerEnemyA","3200","NONE","0","0","500","BeachTrap","0"
"1092","BeachTrap","2200","1100","NONE","0","0","BeachTrap","NONE","1700","SummerJumpOverEnemyA","NONE","BeachJumpOverTrap","SpeedTerritoryA","2600","NONE","3300","0","600","SummerEnemyA","0"
"1093","SummerEnemyC","2600","900","NONE","0","0","ShellFlyingItem","NONE","1500","ShaveIce","NONE","Surf","SummerEnemyG","3000","NONE","3400","0","500","EnemyB","0"
"1094","SummerEnemyC","2000","800","NONE","0","0","ShaveIce","NONE","1300","EnemyB","NONE","SummerEnemyC","SummerEnemyG","2700","NONE","3400","0","400","BeachJumpOverTrap","0"
"1095","ShellFlyingItem","2300","1000","NONE","0","0","SpeedTerritoryA","NONE","1900","ShaveIce","NONE","BeachTrap","SummerEnemyC","2800","NONE","3300","0","500","WaterMelon","0"
"1096","SummerEnemyC","2500","900","NONE","0","0","SummerEnemyB","NONE","1800","ShaveIce","NONE","SummerJumpOverEnemyA","ShellFlyingItem","3000","NONE","3500","0","400","BeachJumpBoard","0"
"1097","SummerEnemyB","1900","800","SummerEnemyA","0","0","AccelBoardA","NONE","1400","SummerEnemyC","NONE","SummerEnemyA","AccelBoardA","2200","NONE","3000","0","400","SpeedTerritoryA","3400"
"1098","SummerEnemyB","1900","900","BeachTrap","0","0","SummerEnemyB","NONE","1500","BeachTrap","NONE","BeachTrap","SummerEnemyC","2400","NONE","3000","0","500","AccelBoardA","3300"
"1099","SummerEnemyB","1900","800","NONE","0","0","SummerEnemyC","NONE","1400","AccelBoardA","NONE","SummerEnemyB","SummerEnemyA","2500","NONE","3000","0","400","BeachTrap","0"
"1100","BeachTrap","1900","900","SummerEnemyB","0","0","AccelBoardA","NONE","1300","SpeedTerritoryA","NONE","SummerEnemyA","SummerEnemyD","2300","NONE","3000","0","500","BeachTrap","3400"
"1101","BeachTrap","2100","1000","NONE","0","0","SpeedTerritoryA","NONE","1600","SummerEnemyB","NONE","SummerEnemyA","SummerEnemyB","2700","NONE","3300","0","600","BeachTrap","0"
"1102","BeachTrap","1900","900","SummerEnemyA","0","3400","AccelBoardA","NONE","1500","SummerEnemyB","NONE","BeachTrap","SummerEnemyC","2300","SummerEnemyB","2700","0","500","SummerEnemyA","3000"
"1103","SpeedTerritoryA","1900","1100","SummerEnemyC","0","0","BeachTrap","NONE","1500","SpeedTerritoryA","NONE","SummerEnemyB","SummerEnemyB","2800","NONE","3300","0","600","SummerEnemyC","3600"
"1104","SummerEnemyA","1800","1000","SpeedTerritoryA","0","3300","BeachTrap","NONE","1400","SummerEnemyA","NONE","BeachTrap","AccelBoardA","2200","SummerEnemyC","2600","0","600","SummerEnemyD","2900"
"1105","SummerJumpOverEnemyC","1900","1000","SummerEnemyD","0","3500","SummerEnemyC","NONE","1500","SummerEnemyA","NONE","SummerJumpOverEnemyA","SummerEnemyD","2400","SummerEnemyA","2800","0","500","SummerJumpOverEnemyD","3100"
"1106","SummerEnemyD","2000","900","SummerEnemyC","0","0","SummerJumpOverEnemyB","NONE","1500","SummerEnemyD","NONE","SummerJumpOverEnemyC","SummerJumpOverEnemyB","2500","NONE","3100","0","500","SummerEnemyA","3500"
"1107","SummerJumpOverEnemyB","2300","1200","NONE","0","0","SummerJumpOverEnemyC","NONE","1800","SummerJumpOverEnemyA","NONE","SummerEnemyA","SummerEnemyA","2800","NONE","3400","0","600","SummerJumpOverEnemyC","0"
"1108","SummerEnemyB","2400","1000","NONE","0","0","SummerJumpOverEnemyA","NONE","1700","SummerJumpOverEnemyC","NONE","SummerJumpOverEnemyB","SummerEnemyA","2900","NONE","3500","0","500","SummerEnemyD","0"
"8001","NONE","2000","1000","NONE","0","0","SummerEnemyB","NONE","1300","SummerEnemyG","NONE","SurfC","SummerEnemyG","3000","NONE","0","0","700","ShellFlyingItem","0"
"8002","NONE","2000","1000","NONE","0","0","EnemyB","NONE","1300","SummerEnemyA","NONE","SurfC","SummerEnemyG","3000","NONE","0","0","700","SummerEnemyA","0"
"8003","SpeedTerritoryA","1900","1300","SpeedTerritoryB","0","3100","SummerJumpOverEnemyA","NONE","1600","BeachTrap","NONE","SurfB","BeachJumpOverTrap","2200","AccelBoardA","2500","0","300","SummerEnemyA","2800"
"8004","WaterMelon","1800","1300","NONE","0","0","SummerEnemyA_NoColl","NONE","1600","SpeedTerritoryA_NoColl","NONE","SurfB","WarpGateA","2200","NONE","3200","0","300","BeachJumpBoard","0"
"8005","NONE","2400","1300","NONE","0","0","SummerEnemyA_NoColl","NONE","2000","SpeedTerritoryA_NoColl","NONE","SurfB","NONE","0","NONE","0","0","300","Balloon","0"
"8006","SpeedTerritoryA","900","300","SpeedTerritoryB","0","2100","SummerJumpOverEnemyA","NONE","600","BeachTrap","SurfB","NONE","BeachJumpOverTrap","1200","AccelBoardA","1500","3000","0","SummerEnemyA","1800"
"8007","WaterMelon","800","300","SurfB","0","0","SummerEnemyA_NoColl","NONE","600","SpeedTerritoryA_NoColl","NONE","NONE","WarpGateA","1200","NONE","2200","0","0","BeachJumpBoard","3000"
"8008","NONE","1300","300","NONE","0","0","SummerEnemyA_NoColl","NONE","1000","SpeedTerritoryA_NoColl","NONE","NONE","SurfB","3000","NONE","0","0","0","Balloon","0"
"8009","NONE","1300","300","NONE","0","0","NONE","NONE","1000","NONE","NONE","NONE","NONE","3000","NONE","0","0","0","NONE","0"
"9990","NONE","3100","1000","NONE","0","0","WarpGateA","NONE","2000","BeachJumpBoard","NONE","AccelBoardA","NONE","0","NONE","0","0","500","AccelBoardA","0"
"9991","NONE","2000","800","NONE","0","0","BeachTrap","NONE","1300","SummerJumpOverEnemyB","NONE","AccelBoardA","EnemyB","2500","NONE","3000","0","500","BeachTrap","0"
"9992","BeachTrap","2100","1100","NONE","0","0","SummerJumpOverEnemyB","NONE","1400","EnemyB","NONE","AccelBoardA","AccelBoardA","2800","NONE","3300","0","500","SummerEnemyC","0"
"9993","SummerEnemyA","2500","1200","SummerEnemyA","0","0","SummerEnemyA","NONE","2000","AccelBoardA","NONE","AccelBoardA","SummerEnemyB","3000","NONE","3300","0","500","SummerJumpOverEnemyA","3600"
"9994","AccelBoardA","2000","1000","NONE","0","0","AccelBoardA","NONE","1500","AccelBoardA","NONE","WaterMelon","AccelBoardA","2500","NONE","3000","0","300","AccelBoardA","0"
"9995","SummerJumpOverEnemyA","1700","900","NONE","0","0","BeachJumpOverTrap","NONE","1400","SpeedTerritoryA","NONE","SummerJumpOverEnemyA","BeachJumpOverTrap","2600","NONE","3000","0","500","EnemyB","0"
"9996","NONE","2700","700","NONE","0","0","AccelBoardA","NONE","1900","AccelBoardA","NONE","SummerJumpOverEnemyB","NONE","0","NONE","0","0","400","WarpGateA","0"
"9997","NONE","2700","700","NONE","0","0","SummerEnemyA","NONE","1900","ShellFlyingItem","NONE","ShaveIce","ShellFlyingItem","3600","NONE","0","0","400","ShellFlyingItem","0"
