c1ea739bc01be5ab446da25ac10a37a18e3497cb0a503b4f79ed8b0b9bd61959,0ca75d6ec93109e2cd2004a5f51a3dadeaf682f14bb04f4966c8b966436fceab,727d9b301ac15fbba42c2ca32293c5b2d2c93fded4c3200f06f6d46d0b832429,fe912d449a983ee537ae7cad1600e79447f47d358e9013bc26f090294089bdd5,e7c3680de9f476112930a9743351e7db5e5559728a823ffc25c2bd5debc0fe25,5e3ebc668b552ee49f3c9945537fb7fad4f895986c77ab073d9dc05315babdbd
"2025/01/31 12:00:00","107101","3001","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","10201031"
"2025/01/31 12:00:00","107101","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201032"
"2025/01/31 12:00:00","107001","3003","10201551","バトル開始後90秒間魔法攻撃力極大\nアップ","10201033"
"2025/01/31 12:00:00","107001","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201034"
"2025/01/31 12:00:00","106801","3001","10201551","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201035"
"2025/01/31 12:00:00","106801","3014","10201551","バトル開始後味方全体のＴＰ大回復","10201036"
"2025/01/31 12:00:00","111501","3001","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","10201037"
"2025/01/31 12:00:00","111501","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201038"
"2025/01/31 12:00:00","123801","3001","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","10201039"
"2025/01/31 12:00:00","123801","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201040"
"2025/02/10 12:00:00","133901","3001","10201551","バトル開始後90秒間物理攻撃力極大\nアップ","10201041"
"2025/02/10 12:00:00","133901","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201042"
"2025/01/31 12:00:00","115001","3005","10201551","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10201043"
"2025/01/31 12:00:00","115001","3013","10201551","バトル開始後味方全体の行動不能\n2回無効","10201044"
"2025/01/31 12:00:00","126601","3003","10201551","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10201045"
"2025/01/31 12:00:00","126601","3014","10201551","バトル開始後味方全体のＴＰ大回復","10201046"
"2025/02/20 12:00:00","133801","3010","10201551","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10201047"
"2025/02/20 12:00:00","133801","3010","10201551","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10201048"
"2025/01/31 12:00:00","121201","3001","10201551","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10201049"
"2025/01/31 12:00:00","121201","3014","10201551","バトル開始後味方全体のＴＰ大回復","10201050"
"2025/01/31 12:00:00","133701","3003","10201551","バトル開始後90秒間魔法攻撃力極大\nアップ","10201051"
"2025/01/31 12:00:00","133701","3010","10201551","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10201052"
"2025/02/28 12:00:00","104201","3001","10202501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202001"
"2025/02/28 12:00:00","104201","3014","10202501","バトル開始後味方全体のＴＰ大回復","10202002"
"2025/02/28 12:00:00","118101","3011","10202501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10202003"
"2025/02/28 12:00:00","118101","3011","10202501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10202004"
"2025/02/28 12:00:00","108401","3001","10202501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10202005"
"2025/02/28 12:00:00","108401","3014","10202501","バトル開始後味方全体のＴＰ大回復","10202006"
"2025/02/28 12:00:00","117301","3005","10202501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10202007"
"2025/02/28 12:00:00","117301","3013","10202501","バトル開始後味方全体の行動不能\n2回無効","10202008"
"2025/03/15 12:00:00","134401","3003","10202501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202009"
"2025/03/15 12:00:00","134401","3014","10202501","バトル開始後味方全体のＴＰ大回復","10202010"
"2025/02/28 12:00:00","126901","3003","10202501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10202011"
"2025/02/28 12:00:00","126901","3014","10202501","バトル開始後味方全体のＴＰ大回復","10202012"
"2025/03/03 19:00:00","134301","3003","10202501","バトル開始後90秒間魔法攻撃力極大\nアップ","10202013"
"2025/03/03 19:00:00","134301","3010","10202501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202014"
"2025/02/28 12:00:00","105901","3010","10202501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10202015"
"2025/02/28 12:00:00","105901","3010","10202501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10202016"
"2025/02/28 12:00:00","106401","3001","10202501","バトル開始後90秒間物理攻撃力極大\nアップ","10202017"
"2025/02/28 12:00:00","106401","3010","10202501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10202018"
"2025/02/28 12:00:00","105401","3002","10202501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10202019"
"2025/02/28 12:00:00","105401","3004","10202501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10202020"
"2025/03/31 12:00:00","104001","3001","10203501","バトル開始後90秒間物理攻撃力極大\nアップ","10203001"
"2025/03/31 12:00:00","104001","3010","10203501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203002"
"2025/03/31 12:00:00","126401","3001","10203501","バトル開始後90秒間物理攻撃力極大\nアップ","10203003"
"2025/03/31 12:00:00","126401","3010","10203501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203004"
"2025/03/31 12:00:00","110701","3001","10203501","バトル開始後90秒間物理攻撃力極大\nアップ","10203005"
"2025/03/31 12:00:00","110701","3010","10203501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203006"
"2025/03/31 12:00:00","116701","3011","10203501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203007"
"2025/03/31 12:00:00","116701","3011","10203501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203008"
"2025/03/31 12:00:00","122101","3001","10203501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203009"
"2025/03/31 12:00:00","122101","3014","10203501","バトル開始後味方全体のＴＰ大回復","10203010"
"2025/03/31 12:00:00","134601","3011","10203501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10203011"
"2025/03/31 12:00:00","134601","3011","10203501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10203012"
"2025/04/08 12:00:00","134501","3003","10203501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203013"
"2025/04/08 12:00:00","134501","3014","10203501","バトル開始後味方全体のＴＰ大回復","10203014"
"2025/03/31 12:00:00","127801","3003","10203501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10203015"
"2025/03/31 12:00:00","127801","3014","10203501","バトル開始後味方全体のＴＰ大回復","10203016"
"2025/03/31 12:00:00","126501","3003","10203501","バトル開始後90秒間魔法攻撃力極大\nアップ","10203017"
"2025/03/31 12:00:00","126501","3010","10203501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10203018"
"2025/04/15 15:00:00","134701","3001","10203501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10203019"
"2025/04/15 15:00:00","134701","3014","10203501","バトル開始後味方全体のＴＰ大回復","10203020"
"2025/05/15 15:00:00","132501","3011","10204501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204001"
"2025/05/15 15:00:00","132501","3011","10204501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204002"
"2025/05/03 19:00:00","132301","3003","10204501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204003"
"2025/05/03 19:00:00","132301","3014","10204501","バトル開始後味方全体のＴＰ大回復","10204004"
"2025/04/30 12:00:00","100901","3003","10204501","バトル開始後90秒間魔法攻撃力極大\nアップ","10204005"
"2025/04/30 12:00:00","100901","3010","10204501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204006"
"2025/04/30 12:00:00","102701","3001","10204501","バトル開始後90秒間物理攻撃力極大\nアップ","10204007"
"2025/04/30 12:00:00","102701","3010","10204501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10204008"
"2025/04/30 12:00:00","101301","3003","10204501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10204009"
"2025/04/30 12:00:00","101301","3014","10204501","バトル開始後味方全体のＴＰ大回復","10204010"
"2025/04/30 12:00:00","105101","3011","10204501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10204011"
"2025/04/30 12:00:00","105101","3011","10204501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10204012"
"2025/04/30 12:00:00","105601","3002","10204501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10204013"
"2025/04/30 12:00:00","105601","3004","10204501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10204014"
"2025/06/10 12:00:00","134901","3011","10205501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205001"
"2025/06/10 12:00:00","134901","3011","10205501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205002"
"2025/05/31 12:00:00","105401","3011","10205501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10205003"
"2025/05/31 12:00:00","105401","3011","10205501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10205004"
"2025/05/31 12:00:00","113901","3002","10205501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205005"
"2025/05/31 12:00:00","113901","3004","10205501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205006"
"2025/05/31 12:00:00","117401","3001","10205501","バトル開始後90秒間物理攻撃力極大\nアップ","10205007"
"2025/05/31 12:00:00","117401","3010","10205501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205008"
"2025/05/31 12:00:00","134801","3001","10205501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10205009"
"2025/05/31 12:00:00","134801","3014","10205501","バトル開始後味方全体のＴＰ大回復","10205010"
"2025/05/31 12:00:00","106501","3001","10205501","バトル開始後90秒間物理攻撃力極大\nアップ","10205011"
"2025/05/31 12:00:00","106501","3010","10205501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10205012"
"2025/05/31 12:00:00","104501","3002","10205501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10205013"
"2025/05/31 12:00:00","104501","3004","10205501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10205014"
"2025/05/31 12:00:00","129701","3005","10205501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10205015"
"2025/05/31 12:00:00","129701","3013","10205501","バトル開始後味方全体の行動不能\n2回無効","10205016"
"2025/06/30 12:00:00","129001","3005","10206501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10206001"
"2025/06/30 12:00:00","129001","3013","10206501","バトル開始後味方全体の行動不能\n2回無効","10206002"
"2025/06/30 12:00:00","106401","3001","10206501","バトル開始後90秒間物理攻撃力極大\nアップ","10206003"
"2025/06/30 12:00:00","106401","3010","10206501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206004"
"2025/06/30 12:00:00","126101","3011","10206501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10206005"
"2025/06/30 12:00:00","126101","3011","10206501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10206006"
"2025/06/30 12:00:00","135001","3003","10206501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10206007"
"2025/06/30 12:00:00","135001","3014","10206501","バトル開始後味方全体のＴＰ大回復","10206008"
"2025/06/30 12:00:00","120701","3001","10206501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10206009"
"2025/06/30 12:00:00","120701","3014","10206501","バトル開始後味方全体のＴＰ大回復","10206010"
"2025/06/30 12:00:00","181201","3001","10206501","バトル開始後90秒間物理攻撃力極大\nアップ","10206011"
"2025/06/30 12:00:00","181201","3010","10206501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10206012"
"2025/07/10 12:00:00","135101","3002","10206501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10206013"
"2025/07/10 12:00:00","135101","3004","10206501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10206014"
"2025/07/31 12:00:00","129601","3011","10207501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10207001"
"2025/07/31 12:00:00","129601","3011","10207501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10207002"
"2025/07/31 12:00:00","126001","3002","10207501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10207003"
"2025/07/31 12:00:00","126001","3004","10207501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10207004"
"2025/08/10 12:00:00","135401","3011","10207501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207005"
"2025/08/10 12:00:00","135401","3011","10207501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207006"
"2025/07/31 12:00:00","135301","3001","10207501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207007"
"2025/07/31 12:00:00","135301","3014","10207501","バトル開始後味方全体のＴＰ大回復","10207008"
"2025/07/31 12:00:00","106001","3011","10207501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10207009"
"2025/07/31 12:00:00","106001","3011","10207501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10207010"
"2025/07/31 12:00:00","103001","3001","10207501","バトル開始後90秒間物理攻撃力極大\nアップ","10207011"
"2025/07/31 12:00:00","103001","3010","10207501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207012"
"2025/07/31 12:00:00","129701","3005","10207501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10207013"
"2025/07/31 12:00:00","129701","3013","10207501","バトル開始後味方全体の行動不能\n2回無効","10207014"
"2025/07/31 12:00:00","125801","3001","10207501","バトル開始後90秒間物理攻撃力極大\nアップ","10207015"
"2025/07/31 12:00:00","125801","3010","10207501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207016"
"2025/07/31 12:00:00","107801","3003","10207501","バトル開始後90秒間魔法攻撃力極大\nアップ","10207017"
"2025/07/31 12:00:00","107801","3010","10207501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10207018"
"2025/08/15 15:00:00","137101","3003","10207501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10207019"
"2025/08/15 15:00:00","137101","3014","10207501","バトル開始後味方全体のＴＰ大回復","10207020"
"2025/07/31 12:00:00","131601","3001","10207501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10207021"
"2025/07/31 12:00:00","131601","3014","10207501","バトル開始後味方全体のＴＰ大回復","10207022"
"2025/08/31 12:00:00","135501","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208001"
"2025/08/31 12:00:00","135501","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208002"
"2025/09/08 12:00:00","135601","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208003"
"2025/09/08 12:00:00","135601","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208004"
"2025/08/31 12:00:00","100101","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208005"
"2025/08/31 12:00:00","100101","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208006"
"2025/08/31 12:00:00","100301","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208007"
"2025/08/31 12:00:00","100301","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208008"
"2025/08/31 12:00:00","108701","3001","10208501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208009"
"2025/08/31 12:00:00","108701","3014","10208501","バトル開始後味方全体のＴＰ大回復","10208010"
"2025/08/31 12:00:00","180101","3011","10208501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208011"
"2025/08/31 12:00:00","180101","3011","10208501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208012"
"2025/08/31 12:00:00","122401","3005","10208501","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","10208013"
"2025/08/31 12:00:00","122401","3013","10208501","バトル開始後味方全体の行動不能\n2回無効","10208014"
"2025/08/31 12:00:00","128701","3011","10208501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10208015"
"2025/08/31 12:00:00","128701","3011","10208501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10208016"
"2025/09/16 15:00:00","135701","3010","10208501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10208017"
"2025/09/16 15:00:00","135701","3010","10208501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10208018"
"2025/08/31 12:00:00","108901","3002","10208501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10208019"
"2025/08/31 12:00:00","108901","3004","10208501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10208020"
"2025/08/31 12:00:00","114001","3011","10208501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10208021"
"2025/08/31 12:00:00","114001","3011","10208501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10208022"
"2025/08/31 12:00:00","180301","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208023"
"2025/08/31 12:00:00","180301","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208024"
"2025/08/31 12:00:00","122501","3001","10208501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10208025"
"2025/08/31 12:00:00","122501","3014","10208501","バトル開始後味方全体のＴＰ大回復","10208026"
"2025/08/31 12:00:00","128801","3001","10208501","バトル開始後90秒間物理攻撃力極大\nアップ","10208027"
"2025/08/31 12:00:00","128801","3010","10208501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10208028"
"2025/10/10 12:00:00","135901","3001","10209501","バトル開始後90秒間物理攻撃力極大\nアップ","10209001"
"2025/10/10 12:00:00","135901","3010","10209501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209002"
"2025/09/30 12:00:00","135801","3011","10209501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10209003"
"2025/09/30 12:00:00","135801","3011","10209501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10209004"
"2025/09/30 12:00:00","133101","3011","10209501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209005"
"2025/09/30 12:00:00","133101","3011","10209501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209006"
"2025/09/30 12:00:00","133001","3001","10209501","バトル開始後90秒間物理攻撃力極大\nアップ","10209007"
"2025/09/30 12:00:00","133001","3010","10209501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10209008"
"2025/09/30 12:00:00","100701","3002","10209501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10209009"
"2025/09/30 12:00:00","100701","3004","10209501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10209010"
"2025/09/30 12:00:00","108201","3011","10209501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10209011"
"2025/09/30 12:00:00","108201","3011","10209501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10209012"
"2025/09/30 12:00:00","119901","3001","10209501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10209013"
"2025/09/30 12:00:00","119901","3014","10209501","バトル開始後味方全体のＴＰ大回復","10209014"
"2025/10/31 12:00:00","136001","3011","10210501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210001"
"2025/10/31 12:00:00","136001","3011","10210501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210002"
"2025/10/31 12:00:00","101401","3011","10210501","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","10210003"
"2025/10/31 12:00:00","101401","3011","10210501","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","10210004"
"2025/11/14 12:00:00","136201","3001","10210501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210005"
"2025/11/14 12:00:00","136201","3014","10210501","バトル開始後味方全体のＴＰ大回復","10210006"
"2025/10/31 12:00:00","112201","3011","10210501","バトル開始後90秒間敵全体の物理攻\n撃力中ダウン","10210007"
"2025/10/31 12:00:00","112201","3011","10210501","バトル開始後90秒間敵全体の魔法攻\n撃力中ダウン","10210008"
"2025/10/31 12:00:00","115701","3003","10210501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210009"
"2025/10/31 12:00:00","115701","3014","10210501","バトル開始後味方全体のＴＰ大回復","10210010"
"2025/10/31 12:00:00","128501","3003","10210501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10210011"
"2025/10/31 12:00:00","128501","3014","10210501","バトル開始後味方全体のＴＰ大回復","10210012"
"2025/11/03 12:00:00","137401","3003","10210501","バトル開始後90秒間魔法攻撃力極大\nアップ","10210013"
"2025/11/03 12:00:00","137401","3010","10210501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10210014"
"2025/10/31 12:00:00","134901","3002","10210501","バトル開始後90秒間味方全体の物理\n防御力特大アップ","10210015"
"2025/10/31 12:00:00","134901","3004","10210501","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","10210016"
"2025/10/31 12:00:00","129701","3010","10210501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10210017"
"2025/10/31 12:00:00","129701","3010","10210501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10210018"
"2025/10/31 12:00:00","134701","3001","10210501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210019"
"2025/10/31 12:00:00","134701","3014","10210501","バトル開始後味方全体のＴＰ大回復","10210020"
"2025/10/31 12:00:00","134801","3001","10210501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10210021"
"2025/10/31 12:00:00","134801","3014","10210501","バトル開始後味方全体のＴＰ大回復","10210022"
"2025/11/30 12:00:00","118201","3003","10211501","バトル開始後90秒間魔法攻撃力極大\nアップ","10211001"
"2025/11/30 12:00:00","118201","3010","10211501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211002"
"2025/11/30 12:00:00","100201","3010","10211501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211003"
"2025/11/30 12:00:00","100201","3010","10211501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211004"
"2025/11/30 12:00:00","131201","3003","10211501","バトル開始後90秒間魔法攻撃力極大\nアップ","10211005"
"2025/11/30 12:00:00","131201","3010","10211501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211006"
"2025/11/30 12:00:00","108801","3010","10211501","バトル開始後90秒間味方全体のＴＰ\n上昇中アップ","10211009"
"2025/11/30 12:00:00","108801","3010","10211501","バトル開始後90秒間味方全体の行動\n速度大アップ（重複可能）","10211010"
"2025/11/30 12:00:00","180201","3003","10211501","バトル開始後90秒間魔法攻撃力極大\nアップ","10211011"
"2025/11/30 12:00:00","180201","3010","10211501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211012"
"2025/11/30 12:00:00","115601","3001","10211501","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","10211013"
"2025/11/30 12:00:00","115601","3014","10211501","バトル開始後味方全体のＴＰ大回復","10211014"
"2025/11/30 12:00:00","122601","3003","10211501","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","10211015"
"2025/11/30 12:00:00","122601","3014","10211501","バトル開始後味方全体のＴＰ大回復","10211016"
"2025/11/30 12:00:00","128901","3003","10211501","バトル開始後90秒間魔法攻撃力極大\nアップ","10211017"
"2025/11/30 12:00:00","128901","3010","10211501","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","10211018"
