242efe5d6868e517d5280e2c60295fa17be35ec5defa1263524d4bf68aa9096a,4ca754c4bdfbf0b814a0f67d831b477adf9f507411bbc00a2d075e95dd256f93,2edc65ab73a4bb6da6721e7698ec8165afede95cd0e520511502d77fcf810041,e7889b08172bcd1e0f98bbbb47402dac3e31eb0c668a071c32f213d12ae31807,24c28c67f8285cdefe6ca6ca8e9f257c09c94729bab455c8920b71f48fd7aa05,58430630a9b6c0bb7da2e18326dd0543cf4e94e29962a32b1a08ba69fac5549b,5eed272b7a39437832102945b45463fabf44335f6c9fc6f0524eaf35e1b0fd68,b8da1c19c7331c65d29c1bee387468de36d0be39d45b96d265ee6adb512faf35,1f178995801d74307f67dab2bc0a0a736fe543c9c4fcbd33eaa52b75afc09cee,fb3082a49171478492f5c36a77c35b98c0748aba736d48d15070aa4f498b1a60,6e532cc3bfbb5adc6aa600fc6f3dbf8fd2f44d636592e655129199c7fcc25239,ea0ed47817a831e9bf344f5b4be42db8679fd599807b0eaf70d008a71f845896,9850f79ec1e3201b5b41451d568a05abf02e9e667051ab5014d351255b2bd0e1,4a3c283433adc7ab7024885e4ebe62ab092c8ba8a0ffa43a230bbca148a18062,191284f43ba188c42083fd14234d1cb9f923a6d381d815131dc9ec45109743c1,456db485fc64ec8622da954ba33d0e1224a1b07beeaaf70e3a28acd194378cf7,aa749294e6bda8b4f0de1cdf3f4e097e480bf55e377da9349f64a92b9a806838,3d93ee8d4b36c7b9f6c3f9d550f496594cbf7d8ffb50ada4c42ee4fe3ae99e4f,775644ec07cb714f7c1258e2aa42b273480d0200c74e27c69d3214d934bf7728,55db0d87b90167c6001f3b6b4ca3714e5f5aef2e34611244c96b1e428dbc907a,8745c7f9705e38cd47e59e6b3be9039d57ec97d36d26cac57c1f011362850d12,bbcd2cdbc998e4575b42c9cca64acd244de47f1f845bcaaae424534a801b587a,a82045b292a54b23a274898ab28bfddb7d32b21f4da2e856a8b37ef1cf4ae874,52e3aa3ccbbb2b85f002e97d28a947a60ea27b6294e3a6e680f5a90aefb34d6f,ccdac1fc4d2e2de54013e52cf88a66623dfa03138ebc3c9f8ec6ccc8a03094f8,b21ab5c366e14e98e23d29f9b249cb5d9348c908e3cc36b78dfe525e450ca50b
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000310103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000320101","0","0","0","100","0","0","0","1","1000320101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000320102","0","0","0","100","0","0","0","1","1000320102"
"2","2","0","0","6","0","0","60022","0","2","60022","34","60022","0","0","0","0","0","0","5","33","33","0","0","4","1000320103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000320104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000320105"
"2","2","0","0","4","0","0","60032","0","2","60032","34","60032","0","0","0","0","0","0","3","33","33","0","0","2","1000410101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000410102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000410103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000420101","0","0","0","100","0","0","0","1","1000420101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000420102","0","0","0","100","0","0","0","1","1000420102"
"2","2","0","0","6","0","0","60032","0","2","60032","34","60032","0","0","0","0","0","0","5","33","33","0","0","4","1000420103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000420104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000420105"
"2","0","0","0","0","0","0","0","0","0","0","0","31076","0","0","0","0","0","0","0","100","0","0","0","1","1000430101"
"2","2","0","0","8","0","0","60032","0","2","60032","34","60032","0","0","0","0","0","0","5","33","33","0","0","2","1000430102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000430103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000430104"
"2","2","0","0","4","0","0","60042","0","2","60042","34","60042","0","0","0","0","0","0","3","33","33","0","0","2","1000510101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000510102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000510103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000520101","0","0","0","100","0","0","0","1","1000520101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000520102","0","0","0","100","0","0","0","1","1000520102"
"2","2","0","0","6","0","0","60042","0","2","60042","34","60042","0","0","0","0","0","0","5","33","33","0","0","4","1000520103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000520104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000520105"
"2","0","0","0","0","0","0","0","0","0","0","0","31080","0","0","0","0","0","0","0","100","0","0","0","1","1000530101"
"2","2","0","0","8","0","0","60042","0","2","60042","34","60042","0","0","0","0","0","0","5","33","33","0","0","2","1000530102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000530103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000530104"
"2","2","0","0","4","0","0","60052","0","2","60052","34","60052","0","0","0","0","0","0","3","33","33","0","0","2","1000610101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000610102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000610103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000620101","0","0","0","100","0","0","0","1","1000620101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000620102","0","0","0","100","0","0","0","1","1000620102"
"2","2","0","0","6","0","0","60052","0","2","60052","34","60052","0","0","0","0","0","0","5","33","33","0","0","4","1000620103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000620104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000620105"
"2","0","0","0","0","0","0","0","0","0","0","0","31047","0","0","0","0","0","0","0","100","0","0","0","1","1000630101"
"2","2","0","0","8","0","0","60052","0","2","60052","34","60052","0","0","0","0","0","0","5","33","33","0","0","2","1000630102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000630103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000630104"
"2","2","0","0","4","0","0","60062","0","2","60062","34","60062","0","0","0","0","0","0","3","33","33","0","0","2","1000710101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000710102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000710103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000720101","0","0","0","100","0","0","0","1","1000720101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000720102","0","0","0","100","0","0","0","1","1000720102"
"2","2","0","0","6","0","0","60062","0","2","60062","34","60062","0","0","0","0","0","0","5","33","33","0","0","4","1000720103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000720104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000720105"
"2","0","0","0","0","0","0","0","0","0","0","0","31082","0","0","0","0","0","0","0","100","0","0","0","1","1000730101"
"2","2","0","0","8","0","0","60062","0","2","60062","34","60062","0","0","0","0","0","0","5","33","33","0","0","2","1000730102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000730103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000730104"
"2","2","0","0","4","0","0","60072","0","2","60072","34","60072","0","0","0","0","0","0","3","33","33","0","0","2","1000810101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000810102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000810103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000820101","0","0","0","100","0","0","0","1","1000820101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000820102","0","0","0","100","0","0","0","1","1000820102"
"2","2","0","0","6","0","0","60072","0","2","60072","34","60072","0","0","0","0","0","0","5","33","33","0","0","4","1000820103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000820104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000820105"
"2","0","0","0","0","0","0","0","0","0","0","0","31009","0","0","0","0","0","0","0","100","0","0","0","1","1000830101"
"2","2","0","0","8","0","0","60072","0","2","60072","34","60072","0","0","0","0","0","0","5","33","33","0","0","2","1000830102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000830103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000830104"
"2","2","0","0","4","0","0","60082","0","2","60082","34","60082","0","0","0","0","0","0","3","33","33","0","0","2","1000910101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1000910102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1000910103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000920101","0","0","0","100","0","0","0","1","1000920101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000920102","0","0","0","100","0","0","0","1","1000920102"
"2","2","0","0","6","0","0","60082","0","2","60082","34","60082","0","0","0","0","0","0","5","33","33","0","0","4","1000920103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1000920104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1000920105"
"2","0","0","0","0","0","0","0","0","0","0","0","31085","0","0","0","0","0","0","0","100","0","0","0","1","1000930101"
"2","2","0","0","8","0","0","60082","0","2","60082","34","60082","0","0","0","0","0","0","5","33","33","0","0","2","1000930102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1000930103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1000930104"
"2","2","0","0","4","0","0","60092","0","2","60092","34","60092","0","0","0","0","0","0","3","33","33","0","0","2","1001010101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1001010102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1001010103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001020101","0","0","0","100","0","0","0","1","1001020101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001020102","0","0","0","100","0","0","0","1","1001020102"
"2","2","0","0","6","0","0","60092","0","2","60092","34","60092","0","0","0","0","0","0","5","33","33","0","0","4","1001020103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1001020104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1001020105"
"2","0","0","0","0","0","0","0","0","0","0","0","31089","0","0","0","0","0","0","0","100","0","0","0","1","1001030101"
"2","2","0","0","8","0","0","60092","0","2","60092","34","60092","0","0","0","0","0","0","5","33","33","0","0","2","1001030102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1001030103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1001030104"
"2","0","0","0","0","0","0","0","0","0","0","0","31089","0","0","0","0","0","0","0","100","0","0","0","4","1001040101"
"2","0","0","0","0","0","0","0","0","0","0","0","60092","0","0","0","0","0","0","0","100","0","0","0","491","1001040102"
"4","0","0","0","0","0","0","0","0","0","0","0","115011","0","0","0","0","0","0","0","100","0","0","0","3","1001040103"
"4","0","0","0","0","0","0","0","0","0","0","0","115221","0","0","0","0","0","0","0","100","0","0","0","3","1001040104"
"4","0","0","0","0","0","0","0","0","0","0","0","115251","0","0","0","0","0","0","0","100","0","0","0","3","1001040105"
"4","0","0","0","0","0","0","0","0","0","0","0","114014","0","0","0","0","0","0","0","100","0","0","0","3","1001040106"
"4","0","0","0","0","0","0","0","0","0","0","0","124224","0","0","0","0","0","0","0","100","0","0","0","3","1001040107"
"4","0","0","0","0","0","0","0","0","0","0","0","114043","0","0","0","0","0","0","0","100","0","0","0","3","1001040108"
"2","0","0","0","0","0","0","0","0","0","0","0","23001","0","0","0","0","0","0","0","100","0","0","0","108","1001040109"
"12","0","0","0","0","0","0","0","0","0","0","0","94002","0","0","0","0","0","0","0","100","0","0","0","163500","1001040110"
"2","2","0","0","4","0","0","60102","0","2","60102","34","60102","0","0","0","0","0","0","3","33","33","0","0","2","1001110101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1001110102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1001110103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001120101","0","0","0","100","0","0","0","1","1001120101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001120102","0","0","0","100","0","0","0","1","1001120102"
"2","2","0","0","6","0","0","60102","0","2","60102","34","60102","0","0","0","0","0","0","5","33","33","0","0","4","1001120103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1001120104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1001120105"
"2","0","0","0","0","0","0","0","0","0","0","0","31090","0","0","0","0","0","0","0","100","0","0","0","1","1001130101"
"2","2","0","0","8","0","0","60102","0","2","60102","34","60102","0","0","0","0","0","0","5","33","33","0","0","2","1001130102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1001130103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1001130104"
"2","0","0","0","0","0","0","0","0","0","0","0","31090","0","0","0","0","0","0","0","100","0","0","0","4","1001140101"
"2","0","0","0","0","0","0","0","0","0","0","0","60102","0","0","0","0","0","0","0","100","0","0","0","491","1001140102"
"4","0","0","0","0","0","0","0","0","0","0","0","115011","0","0","0","0","0","0","0","100","0","0","0","3","1001140103"
"4","0","0","0","0","0","0","0","0","0","0","0","115221","0","0","0","0","0","0","0","100","0","0","0","3","1001140104"
"4","0","0","0","0","0","0","0","0","0","0","0","115251","0","0","0","0","0","0","0","100","0","0","0","3","1001140105"
"4","0","0","0","0","0","0","0","0","0","0","0","114014","0","0","0","0","0","0","0","100","0","0","0","3","1001140106"
"4","0","0","0","0","0","0","0","0","0","0","0","124224","0","0","0","0","0","0","0","100","0","0","0","3","1001140107"
"4","0","0","0","0","0","0","0","0","0","0","0","114043","0","0","0","0","0","0","0","100","0","0","0","3","1001140108"
"2","0","0","0","0","0","0","0","0","0","0","0","23001","0","0","0","0","0","0","0","100","0","0","0","108","1001140109"
"12","0","0","0","0","0","0","0","0","0","0","0","94002","0","0","0","0","0","0","0","100","0","0","0","163500","1001140110"
"2","2","0","0","4","0","0","60112","0","2","60112","34","60112","0","0","0","0","0","0","3","33","33","0","0","2","1001210101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1001210102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1001210103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001220101","0","0","0","100","0","0","0","1","1001220101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001220102","0","0","0","100","0","0","0","1","1001220102"
"2","2","0","0","6","0","0","60112","0","2","60112","34","60112","0","0","0","0","0","0","5","33","33","0","0","4","1001220103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1001220104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1001220105"
"2","0","0","0","0","0","0","0","0","0","0","0","31043","0","0","0","0","0","0","0","100","0","0","0","1","1001230101"
"2","2","0","0","8","0","0","60112","0","2","60112","34","60112","0","0","0","0","0","0","5","33","33","0","0","2","1001230102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1001230103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1001230104"
"2","0","0","0","0","0","0","0","0","0","0","0","31043","0","0","0","0","0","0","0","100","0","0","0","3","1001240101"
"2","0","0","0","0","0","0","0","0","0","0","0","60112","0","0","0","0","0","0","0","100","0","0","0","675","1001240102"
"4","0","0","0","0","0","0","0","0","0","0","0","125101","0","0","0","0","0","0","0","100","0","0","0","3","1001240103"
"4","0","0","0","0","0","0","0","0","0","0","0","125191","0","0","0","0","0","0","0","100","0","0","0","3","1001240104"
"4","0","0","0","0","0","0","0","0","0","0","0","115161","0","0","0","0","0","0","0","100","0","0","0","3","1001240105"
"4","0","0","0","0","0","0","0","0","0","0","0","114014","0","0","0","0","0","0","0","100","0","0","0","3","1001240106"
"4","0","0","0","0","0","0","0","0","0","0","0","124104","0","0","0","0","0","0","0","100","0","0","0","3","1001240107"
"4","0","0","0","0","0","0","0","0","0","0","0","114133","0","0","0","0","0","0","0","100","0","0","0","3","1001240108"
"2","0","0","0","0","0","0","0","0","0","0","0","23001","0","0","0","0","0","0","0","100","0","0","0","108","1001240109"
"12","0","0","0","0","0","0","0","0","0","0","0","94002","0","0","0","0","0","0","0","100","0","0","0","200000","1001240110"
"2","2","0","0","4","0","0","60122","0","2","60122","34","60122","0","0","0","0","0","0","3","33","33","0","0","2","1001310101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1001310102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1001310103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001320101","0","0","0","100","0","0","0","1","1001320101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001320102","0","0","0","100","0","0","0","1","1001320102"
"2","2","0","0","6","0","0","60122","0","2","60122","34","60122","0","0","0","0","0","0","5","33","33","0","0","4","1001320103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1001320104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1001320105"
"2","0","0","0","0","0","0","0","0","0","0","0","31093","0","0","0","0","0","0","0","100","0","0","0","1","1001330101"
"2","2","0","0","8","0","0","60122","0","2","60122","34","60122","0","0","0","0","0","0","5","33","33","0","0","2","1001330102"
"12","12","0","0","33000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","31500","33","33","0","0","30000","1001330103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_5-8","0","0","0","100","0","0","0","3","1001330104"
"2","0","0","0","0","0","0","0","0","0","0","0","31093","0","0","0","0","0","0","0","100","0","0","0","3","1001340101"
"2","0","0","0","0","0","0","0","0","0","0","0","60122","0","0","0","0","0","0","0","100","0","0","0","675","1001340102"
"4","0","0","0","0","0","0","0","0","0","0","0","115011","0","0","0","0","0","0","0","100","0","0","0","3","1001340103"
"4","0","0","0","0","0","0","0","0","0","0","0","115221","0","0","0","0","0","0","0","100","0","0","0","3","1001340104"
"4","0","0","0","0","0","0","0","0","0","0","0","115251","0","0","0","0","0","0","0","100","0","0","0","3","1001340105"
"4","0","0","0","0","0","0","0","0","0","0","0","114014","0","0","0","0","0","0","0","100","0","0","0","3","1001340106"
"4","0","0","0","0","0","0","0","0","0","0","0","124224","0","0","0","0","0","0","0","100","0","0","0","3","1001340107"
"4","0","0","0","0","0","0","0","0","0","0","0","114043","0","0","0","0","0","0","0","100","0","0","0","3","1001340108"
"2","0","0","0","0","0","0","0","0","0","0","0","23001","0","0","0","0","0","0","0","100","0","0","0","108","1001340109"
"12","0","0","0","0","0","0","0","0","0","0","0","94002","0","0","0","0","0","0","0","100","0","0","0","200000","1001340110"
"2","2","0","0","4","0","0","60132","0","2","60132","34","60132","0","0","0","0","0","0","3","33","33","0","0","2","1001410101"
"12","12","0","0","5000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","4000","33","33","0","0","3000","1001410102"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_3-6","0","0","0","100","0","0","0","1","1001410103"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001420101","0","0","0","100","0","0","0","1","1001420101"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1001420102","0","0","0","100","0","0","0","1","1001420102"
"2","2","0","0","6","0","0","60132","0","2","60132","34","60132","0","0","0","0","0","0","5","33","33","0","0","4","1001420103"
"12","12","0","0","11000","0","0","94002","0","12","94002","34","94002","0","0","0","0","0","0","10500","33","33","0","0","10000","1001420104"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","eq_rank_4-7","0","0","0","100","0","0","0","1","1001420105"
