fc05171b6e95f69274e13ea794b214cf7bbc11b87c71897637e1280af5207c4a,3cd4140a69a2688b1a9ae6655b8026700c9077533c54669021fef5955bacbd89,9910fed6f51612b708cfc3a5925fa57f243a97349778472ac4622442dcac3a07,f0c456f2b2dbec2a61ef55f79f91b07f5020cb7814f45a0fc80068c405d40720,ce55ac2e10df5fc906d672a68632ab0396cdf11925f342ff2cd5790ba130a63a,5ebc948756d4c8f989ca1ddcff18b32bb7076ca5ca8e1ec7dcaf048dd7a2d8fb,8ba0755549313a7364f58eb32e5141d2d429a28c1f2ae0085d6a095c4f3f53b6,a2138c750531720a8a7b0c9c433dbf49b2791a5c6e49b82c78d4e08038f1d94c,b7232275e1c0c31f2003cb93ce2bddd635f588e542e1a7f5263c607025fc89b5,8653fe94a3e2e9d25b3bcfea22c615c7ecdbb66f16558b5977e3f047d4254081,b4fddd4a472a8ae2c2af27384f3ba5d62cf5e026f90b0948274146395df847f5,e812bde0ebc85b444077f6ccb5d4b264295336bdaa3e67ac1a65539e5b2e1fe9,7eb7f2b3bc1e534bf60a80184b5f9f02d0cff0c6018b692b108f80f4dd056af6,240dffdcf292c1598c65b865d00a574f9d93944d09e490361fd777dcd4cdf335,3c2d8bbc259200dc49c1d43df3bcbdf6553037fd4d9170cc60c484f32bbff645,6299e0a709c845df6a32cdcb79bfd76ffbdc9627c1e2512b8323db20a34418b6,652cf43d0197c41ba05d2bfa0392a5e843958ea4332ff6c0e7efc6f5140b184c,b4f6ac41865ecf972bd81ff0dd08054e92e8d021a5d80b4561e509233ffc60e9,74328b5912325dead03f9af70f7411f3a870d50f9e754d6eb82d07bc82713091,ad49ac7ae17e6f95d495f47b6d6fcd484613d43b667d95bc99eeb51479a7eb7d,2a1e2a047a1f6b3c84f5147dfe627fbe6d4b31a6b27b9974dc3360174cf61696,7fc9f78c03be230c7026faa3a03bfdb880ad6e8180b1825b92eca751cd0cda60
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101161","0","10040101","-120","0.8","1004"
"0","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-260","1","101161","0","10040102","-120","1.2","1004"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.9","-20","1","101161","-30","10040103","55","1.4","1004"
"0","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","180","1","101161","-30","10040104","-30","1.3","1004"
"200","5","bgm_M55","5","250","101162","1","-30","1","-30","-40","0","1","0.9","470","0.9","101162","-50","10040105","-60","1.2","1004"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101171","0","10050101","-120","0.8","1005"
"0","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-260","1","101171","0","10050102","-120","1.2","1005"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.9","-20","1","101171","-30","10050103","45","1.4","1005"
"0","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.7","190","1","101171","0","10050104","-70","1","1005"
"200","5","bgm_M55","5","240","101162","1","-30","1","0","-40","0","1","1","445","1","101172","-30","10050105","-25","1.3","1005"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10060101","-120","0.8","1006"
"0","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-260","1","101191","0","10060102","-100","1.2","1006"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1","101191","0","10060103","65","1.1","1006"
"0","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.8","190","1","101191","0","10060104","-110","1.2","1006"
"270","5","bgm_M55","5","280","101162","1","-30","1","-45","0","-10","1","0.9","485","1","101192","-50","10060105","-70","1.15","1006"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101201","0","10070101","-120","0.8","1007"
"120","2","bgm_M64","2","240","101161","1","-30","1","0","0","10","1","0.9","-260","1","101201","0","10070102","-120","1.2","1007"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1","101201","0","10070103","65","1.1","1007"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","190","1","101201","0","10070104","-110","1.2","1007"
"270","5","bgm_M55","5","250","101162","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10070105","-30","1.45","1007"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101291","0","10080101","-120","0.8","1008"
"120","2","bgm_M64","2","240","101161","1","-30","1","0","0","10","1","0.9","-260","1","101291","0","10080102","-120","1.2","1008"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-40","1","101291","0","10080103","65","1.1","1008"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","150","1.3","101291","0","10080104","-110","1.3","1008"
"45","5","bgm_M55","5","230","101162","1","-30","1","30","-20","30","1","1.1","490","1.3","101292","15","10080105","-15","1.45","1008"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-480","0.7","101301","0","10090101","-120","0.8","1009"
"120","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-260","1","101301","0","10090102","-120","1.2","1009"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","1.55","-50","2.2","101301","0","10090103","100","2.3","1009"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","1","180","1.3","101301","15","10090104","-100","1.3","1009"
"200","5","bgm_M55","5","270","101162","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10090105","-55","1.2","1009"
"170","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.575","-450","0.9","101441","-25","10100101","-130","1","1010"
"120","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-250","1","101441","0","10100102","-120","1.2","1010"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1","101441","0","10100103","50","1.1","1010"
"0","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","180","1","101441","-30","10100104","-100","1.3","1010"
"200","5","bgm_M55","5","270","101162","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10100105","-70","1.2","1010"
"170","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.575","-450","0.9","101451","-25","10110101","-130","1","1011"
"120","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.75","-250","1","101451","0","10110102","-120","1.2","1011"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.9","-20","1","101451","-30","10110103","50","1.4","1011"
"100","4","bgm_M64","4","220","101451","1","-30","1","0","0","0","1","0.65","200","0.8","101451","20","10110104","-100","0.9","1011"
"200","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1","1.25","510","1.4","101452","-35","10110105","-70","1.55","1011"
"170","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.575","-450","0.9","101561","-25","10120101","-130","1","1012"
"120","2","bgm_M64","2","240","101451","1","-30","1","0","0","0","1","0.9","-240","1","101561","0","10120102","-120","1.2","1012"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-5","5","1","0.6","-30","0.8","101561","0","10120103","60","0.9","1012"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.9","180","1.2","101561","-30","10120104","-100","1.5","1012"
"400","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1","1.25","460","1.35","101562","-60","10120105","-70","1.55","1012"
"250","1","bgm_M64","1","210","101001","1","-30","1","-30","0","10","1","0.6","-480","0.7","101001","0","10130101","-120","0.8","1013"
"0","2","bgm_M64","2","200","101001","1","-30","1","0","0","10","1","0.75","-260","1","101001","0","10130102","-120","1.2","1013"
"100","3","bgm_M64","3","200","101001","1","-30","1","-10","-13","0","1","0.7","-40","1","101001","0","10130103","0","1.1","1013"
"0","4","bgm_M64","4","200","101001","1","-30","1","0","0","0","1","0.7","240","1","101001","0","10130104","-50","1.2","1013"
"200","5","bgm_M55","5","250","101011","1","-30","1","0","0","0","1","1.2","480","1","101011","0","10130105","-40","1.3","1013"
"170","1","bgm_M64","1","210","101041","1","-30","1","-30","0","10","1","0.575","-450","0.9","101041","-25","10140101","-130","1","1014"
"120","2","bgm_M64","2","200","101041","1","-30","1","0","0","10","1","0.75","-250","1","101041","0","10140102","-120","1.2","1014"
"100","3","bgm_M64","3","200","101041","1","-30","1","-10","-15","0","1","1.55","-50","2.2","101041","0","10140103","100","2.3","1014"
"0","4","bgm_M64","4","200","101041","1","-30","1","0","0","0","1","0.7","190","1","101041","0","10140104","-70","1","1014"
"200","5","bgm_M55","5","250","101042","1","-30","1","0","0","0","1","1.4","440","1.6","101042","0","10140105","0","1.8","1014"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-470","0.7","101041","0","10150101","-125","0.8","1015"
"120","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-210","1","101041","0","10150102","-95","1.2","1015"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.9","50","1","101041","-30","10150103","-120","1.4","1015"
"150","4","bgm_M64","4","200","101162","1","-30","1","0","0","0","1","0.7","195","1","101041","43","10150104","35","1","1015"
"150","5","bgm_M55","5","210","101161","1","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10150105","-55","1.8","1015"
"250","1","bgm_M64","1","210","101451","1","-30","1","0","0","10","1","0.6","-480","0.85","101161","0","10160101","-120","0.8","1016"
"0","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.75","-260","1.1","101161","0","10160102","-100","1.2","1016"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.8","-10","1","101161","0","10160103","65","1.1","1016"
"0","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","190","0.85","101161","0","10160104","-110","1","1016"
"270","5","bgm_M55","5","280","101452","1","-30","1","-45","0","-10","1","0.9","485","1","101162","-50","10160105","-70","1.15","1016"
"200","1","bgm_M64","1","210","101171","1","-30","1","-30","0","10","1","0.6","-480","0.7","101171","0","10170101","-120","0.8","1017"
"200","2","bgm_M64","2","240","101171","1","-30","1","0","0","10","1","0.6","-260","0.7","101171","0","10170102","-120","1","1017"
"200","3","bgm_M64","3","200","101171","1","-30","1","-10","-15","0","1","0.9","-10","1","101171","-30","10170103","65","1.4","1017"
"200","4","bgm_M64","4","200","101171","1","-30","1","0","0","0","1","0.9","190","1","101171","-30","10170104","-110","1.3","1017"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10170105","-30","1.45","1017"
"100","1","bgm_M64","1","210","101171","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10180101","-120","0.8","1018"
"100","2","bgm_M64","2","200","101171","1","-30","1","0","0","10","1","0.8","-260","1","101191","0","10180102","-100","1.2","1018"
"100","3","bgm_M64","3","200","101171","1","-30","1","-10","-5","5","1","0.6","-10","0.8","101191","0","10180103","65","0.9","1018"
"100","4","bgm_M64","4","200","101171","1","-30","1","0","-30","0","1","0.9","190","1","101191","0","10180104","-110","1.2","1018"
"100","5","bgm_M55","5","280","101172","1","-30","1","-45","0","-10","1","1.1","485","1","101192","-50","10180105","-70","1.3","1018"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.6","-480","0.85","101201","0","10190101","-120","0.8","1019"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","10","1","0.75","-260","1.1","101201","0","10190102","-120","1.2","1019"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1","101201","0","10190103","65","1.1","1019"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.7","190","1","101201","43","10190104","-110","1","1019"
"100","5","bgm_M55","5","250","101162","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10190105","-30","1.45","1019"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.6","-480","0.85","101291","0","10200101","-120","0.8","1020"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","10","1","0.75","-260","1.1","101291","0","10200102","-120","1.2","1020"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-40","1","101291","0","10200103","65","1.1","1020"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.8","150","1","101291","-30","10200104","-110","1.5","1020"
"100","5","bgm_M55","5","230","101162","1","-30","1","30","-20","30","1","1.1","490","1","101292","15","10200105","-15","1.45","1020"
"100","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.58","-480","0.7","101301","0","10210101","-120","0.8","1021"
"100","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.9","-260","1","101301","0","10210102","-120","1.2","1021"
"200","3","bgm_M64","3","200","101161","1","-30","1","-10","0","-10","1","0.93","-50","1","101301","-30","10210103","100","1.4","1021"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","180","1.3","101301","15","10210104","-100","1.3","1021"
"100","5","bgm_M55","5","270","101162","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10210105","-55","1.2","1021"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.575","-450","0.85","101441","0","10220101","-130","0.8","1022"
"100","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-250","1.1","101441","0","10220102","-120","1.2","1022"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1.1","101441","0","10220103","50","1.2","1022"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","180","1.3","101441","15","10220104","-100","1.3","1022"
"100","5","bgm_M55","5","230","101162","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10220105","-70","1.2","1022"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101451","0","10230101","-130","0.8","1023"
"100","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.9","-250","1","101451","0","10230102","-120","1.2","1023"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.9","-20","1","101451","-30","10230103","50","1.4","1023"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","200","0.85","101451","0","10230104","-100","1","1023"
"100","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1","1.25","510","1.4","101452","-35","10230105","-70","1.55","1023"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101561","0","10240101","-130","0.8","1024"
"100","2","bgm_M64","2","240","101451","1","-30","1","0","0","0","1","0.75","-240","1.1","101561","0","10240102","-120","1.2","1024"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-5","5","1","0.65","-30","1","101561","0","10240103","60","1.1","1024"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.7","180","1","101561","0","10240104","-100","1.2","1024"
"400","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1","1.25","460","1.35","101562","-60","10240105","-70","1.55","1024"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-480","0.7","101001","0","10250101","-120","0.8","1025"
"100","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.75","-260","1.1","101001","0","10250102","-120","1.2","1025"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-13","0","1","0.6","-40","0.8","101001","0","10250103","0","0.9","1025"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","240","1","101001","-30","10250104","-50","1.5","1025"
"100","5","bgm_M55","5","250","101452","1","-30","1","0","0","0","1","1.2","480","1","101011","0","10250105","-40","1.3","1025"
"170","1","bgm_M64","1","210","101021","1","-30","1","-30","0","10","1","0.575","-450","0.9","101021","-25","10260101","-130","1","1026"
"120","2","bgm_M64","2","200","101021","1","-30","1","0","0","10","1","0.75","-250","1","101021","0","10260102","-120","1.2","1026"
"100","3","bgm_M64","3","200","101021","1","-30","1","-10","-15","0","1","1.55","-50","2.2","101021","0","10260103","100","2.3","1026"
"150","4","bgm_M64","4","200","101021","1","-30","1","0","0","0","1","0.7","190","1","101021","43","10260104","-70","1","1026"
"200","5","bgm_M55","5","220","101031","1","-30","1","0","0","0","1","1.4","440","1.6","101031","0","10260105","0","1.8","1026"
"250","1","bgm_M64","1","210","101161","1","-30","1","-30","0","10","1","0.6","-470","0.7","101041","0","10270101","-125","0.8","1027"
"120","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-210","1","101041","0","10270102","-95","1.2","1027"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","10","1","0.75","50","1","101041","-10","10270103","-120","1.2","1027"
"100","4","bgm_M64","4","200","101162","1","-30","1","0","0","0","1","0.7","195","1","101041","20","10270104","35","1.1","1027"
"150","5","bgm_M55","5","210","101161","1.3","-30","1","0","0","0","1","1.1","450","1.35","101042","-50","10270105","-55","1.8","1027"
"250","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.6","-480","0.85","101161","0","10280101","-120","0.8","1028"
"0","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-260","1.1","101161","0","10280102","-100","1.2","1028"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-5","5","1","0.65","-10","1","101161","0","10280103","65","1.1","1028"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","190","1.3","101161","0","10280104","-110","1.35","1028"
"270","5","bgm_M55","5","280","101162","1.3","-30","1","-45","-40","-10","1","0.9","485","1","101162","-50","10280105","-70","1.15","1028"
"200","1","bgm_M64","1","210","101171","1","-30","1","-30","0","10","1","0.6","-480","0.7","101171","0","10290101","-120","0.8","1029"
"200","2","bgm_M64","2","240","101171","1","-30","1","0","0","10","1","0.6","-260","0.7","101171","0","10290102","-120","1","1029"
"200","3","bgm_M64","3","200","101171","1","-30","1","-10","-15","0","1","0.9","-10","1","101171","-30","10290103","65","1.4","1029"
"200","4","bgm_M64","4","200","101171","1","-30","1","0","0","0","1","0.9","190","1","101171","-30","10290104","-110","1.3","1029"
"200","5","bgm_M55","5","250","101172","1","-30","1","0","-20","10","1","1","475","1","101172","-50","10290105","-30","1.45","1029"
"100","1","bgm_M64","1","210","101171","1","-30","1","-30","0","10","1","0.6","-480","0.7","101191","0","10300101","-120","0.8","1030"
"100","2","bgm_M64","2","200","101171","1","-30","1","0","0","10","1","0.8","-260","1","101191","0","10300102","-100","1.2","1030"
"100","3","bgm_M64","3","200","101171","1","-30","1","-10","-5","5","1","0.6","-10","0.8","101191","0","10300103","65","0.9","1030"
"100","4","bgm_M64","4","200","101171","1","-30","1","0","0","0","1","0.9","190","1","101191","0","10300104","-110","1.2","1030"
"200","5","bgm_M55","5","280","101172","1","-30","1","-45","0","-10","1.2","1.1","485","1","101192","-50","10300105","-70","1.3","1030"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.6","-480","0.85","101201","0","10310101","-120","0.8","1031"
"100","2","bgm_M64","2","240","101161","1","-30","1","0","0","10","1","0.75","-260","1.1","101201","0","10310102","-120","1.2","1031"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1","101201","0","10310103","65","1.1","1031"
"100","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.7","190","1","101201","43","10310104","-110","1","1031"
"100","5","bgm_M55","5","250","101162","1","-30","1","-45","-20","10","1","1","475","1","101202","-50","10310105","-30","1.45","1031"
"100","1","bgm_M64","1","210","101291","1","-30","1","0","0","10","1","0.6","-480","0.85","101291","0","10320101","-120","0.8","1032"
"100","2","bgm_M64","2","240","101291","1","-30","1","0","0","10","1","0.75","-260","1.1","101291","0","10320102","-120","1.2","1032"
"100","3","bgm_M64","3","200","101291","1","-30","1","-10","-15","0","1","0.9","-40","1","101291","0","10320103","65","1.3","1032"
"100","4","bgm_M64","4","200","101291","1","-30","1","0","0","0","1","0.8","150","1","101291","-30","10320104","-110","1.3","1032"
"100","5","bgm_M55","5","230","101292","1","-30","1","30","-20","30","1","1.1","490","1","101292","15","10320105","-15","1.45","1032"
"100","1","bgm_M64","1","210","101301","1","-30","1","-30","0","10","1","0.58","-480","0.7","101301","0","10330101","-120","0.8","1033"
"100","2","bgm_M64","2","200","101301","1","-30","1","0","0","10","1","0.9","-260","1","101301","0","10330102","-120","1.2","1033"
"200","3","bgm_M64","3","200","101301","1","-30","1","-10","0","-10","1","0.93","-50","1","101301","-30","10330103","100","1.4","1033"
"100","4","bgm_M64","4","200","101301","1","-30","1","0","0","0","1","0.9","100","1","101301","15","10330104","-100","1.3","1033"
"100","5","bgm_M55","5","270","101302","1","-30","1","-30","-20","10","1","1","470","1.1","101302","-15","10330105","-55","1.2","1033"
"100","1","bgm_M64","1","210","101161","1","-30","1","0","0","10","1","0.575","-450","0.85","101441","0","10340101","-130","0.8","1034"
"200","2","bgm_M64","2","200","101161","1","-30","1","0","0","10","1","0.75","-250","0.7","101441","0","10340102","-120","1","1034"
"100","3","bgm_M64","3","200","101161","1","-30","1","-10","-15","0","1","0.8","-10","1.1","101441","0","10340103","50","1.2","1034"
"150","4","bgm_M64","4","200","101161","1","-30","1","0","0","0","1","0.9","180","1","101441","43","10340104","-100","1","1034"
"100","5","bgm_M55","5","230","101162","1","-30","1","-30","-20","10","1","0.95","470","1.1","101442","-35","10340105","-70","1.2","1034"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101451","0","10350101","-130","0.8","1035"
"100","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.9","-250","1","101451","0","10350102","-120","1.2","1035"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-15","0","1","0.9","-20","1","101451","-30","10350103","50","1.4","1035"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","200","0.85","101451","0","10350104","-100","1","1035"
"100","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.2","1.25","510","1.4","101452","-35","10350105","-70","1.55","1035"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-450","0.7","101561","0","10360101","-130","0.8","1036"
"100","2","bgm_M64","2","240","101451","1","-30","1","0","0","0","1","0.75","-240","1.1","101561","0","10360102","-120","1.2","1036"
"100","3","bgm_M64","3","200","101451","1","-30","1","-10","-5","5","1","0.65","-30","1","101561","0","10360103","60","1.1","1036"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","1.1","180","1","101561","0","10360104","-100","1.2","1036"
"400","5","bgm_M55","5","290","101452","1","-30","1","-50","0","0","1.4","1.25","460","1.35","101562","-60","10360105","-70","1.55","1036"
"100","1","bgm_M64","1","210","101451","1","-30","1","-30","0","10","1","0.58","-480","0.7","101001","0","10370101","-120","0.8","1037"
"100","2","bgm_M64","2","200","101451","1","-30","1","0","0","10","1","0.75","-260","1.1","101001","0","10370102","-120","1.2","1037"
"150","3","bgm_M64","3","200","101451","1","-30","1","-60","-13","0","1.4","0.6","-40","0.55","101001","-50","10370103","0","0.9","1037"
"100","4","bgm_M64","4","200","101451","1","-30","1","0","0","0","1","0.8","240","1","101001","-30","10370104","-50","1.3","1037"
"100","5","bgm_M55","5","250","101452","1","-30","1","0","0","0","1.2","1.2","480","1","101011","0","10370105","-40","1.3","1037"
"170","1","bgm_M64","1","210","101021","1","-30","1","-30","0","10","1","0.575","-450","0.9","101021","-25","10380101","-110","1","1038"
"120","2","bgm_M64","2","200","101021","1","-30","1","0","0","10","1","0.75","-250","1","101021","0","10380102","-120","1.2","1038"
