c65b2afac326807a04ca46e1bd4bc29854faa20b31ff37c991121c6837a08187,1a7438cc01d9c5a7e38c0c12a79669034da2cb4e9e405359ba674fd6185a5be0,90148182ba4a2c119dad1c7cd7d1f02b9e1f9ae154ea08a22a5159f0c7196752,65838c27b9b85997a4057416e2c120fdeb2bb3f7d1935ad94aebc26c9bd03972,3eb6af4b0e10c0a0e60b9ae8021e224a44a8dea7924973761fe8aec31cb60c4a,196728550cf4305aec1e63bf79da22f7879368fb1ba727965aa9fbcb9327c489,5eff6920c9181360ef08b36a18b138bf2357c324fc1b74407139e559b613da11,4df024f75348e8427ff6b67e3727b2a7100bf96bf289020808dfc8966e7397ea,75307146e950e71f6db20d2eeb11cfdfbde4b1d178bf65860aa7f1417d7adca5
"1","56","3","1","2","0","2","2","血湧き肉躍る"
"1","57","3","1","2","0","2","0","メガ"
"1","58","3","1","2","0","2","1","ナチュラルボーン"
"1","59","3","1","2","0","2","0","大海原の"
"1","60","3","1","2","0","2","1","アドレナリン全開の"
"1","61","3","1","2","0","2","0","オーマ産の"
"1","62","3","1","2","0","2","0","手練れの"
"1","63","3","1","2","0","2","0","歴戦の"
"1","64","3","1","2","0","2","0","水を得た"
"1","65","3","1","2","0","2","0","ド級の"
"1","66","3","0","2","1","2","2","ただ者ではない"
"1","67","3","0","2","1","2","0","勇猛なる"
"1","68","3","0","2","1","2","0","ひた走る"
"1","69","3","0","2","1","2","2","目にも留まらぬ"
"1","70","3","0","2","1","2","0","荒波の"
"1","71","3","0","2","1","2","0","レイジオブ"
"1","72","3","0","2","1","2","2","負けず嫌いの"
"1","73","3","0","2","1","2","0","伸び盛りの"
"1","74","3","0","2","1","2","0","型破りの"
"1","75","3","0","2","1","2","0","暴れる"
"1","76","3","0","2","1","2","0","荒れくるう"
"1","77","3","0","2","0","2","0","うわさの"
"1","78","3","0","2","0","2","2","ビーチサイドの"
"1","79","3","0","2","0","2","2","元気はつらつ"
"1","80","3","0","2","0","2","2","常夏を駆ける"
"1","81","3","0","2","0","2","0","マッスル"
"1","82","3","0","2","0","2","0","金波銀波の"
"1","83","3","0","2","0","2","2","生まれながらの"
"1","84","3","0","2","0","2","0","お騒がせの"
"1","85","3","0","2","0","2","0","未知数の"
"1","86","3","0","2","0","2","0","激ヤバ"
"1","87","3","0","2","0","2","0","負けるな"
"1","88","3","1","2","1","3","2","ライトスピード"
"1","89","3","1","2","1","3","1","プロフェッショナル"
"1","90","3","1","2","1","3","0","トップオブ"
"1","91","3","1","2","1","3","2","ゴールドメダル"
"1","92","3","1","2","1","3","2","アルティメット"
"1","93","3","1","2","1","3","0","ザ・ベスト"
"1","94","3","1","2","1","3","2","パーフェクト"
"1","95","3","1","2","1","3","1","100年に1人の"
"1","96","3","1","2","1","3","2","レジェンダリー"
"1","97","3","1","2","1","3","0","超一流の"
"1","98","3","1","2","1","3","0","世界の"
"1","99","3","1","2","1","3","0","選ばれし"
"1","100","3","1","2","0","3","2","アスレチック"
"1","101","3","1","2","0","3","0","偉大なる"
"1","102","3","1","2","0","3","1","スーパーソニック"
"1","103","3","1","2","0","3","0","ウルトラ"
"1","104","3","1","2","0","3","0","MVPの"
"1","105","3","1","2","0","3","0","ジェネラル"
"1","106","3","1","2","0","3","2","オールラウンド"
"1","107","3","1","2","0","3","2","シルバーメダル"
"1","108","3","1","2","0","3","0","聖なる"
"1","109","3","1","2","0","3","2","エクセレント"
"1","110","3","1","2","0","3","0","一流の"
"1","111","3","1","2","0","3","0","マーベラス"
"1","112","3","0","2","1","3","0","スーパー"
"1","113","3","0","2","1","3","0","フライング"
"1","114","3","0","2","1","3","0","グレート"
"1","115","3","0","2","1","3","1","アンストッパブル"
"1","116","3","0","2","1","3","0","カリスマ"
"1","117","3","0","2","1","3","0","万能"
"1","118","3","0","2","1","3","0","新世代の"
"1","119","3","0","2","1","3","0","栄えある"
"1","120","3","0","2","1","3","0","異彩を放つ"
"1","121","3","0","2","1","3","0","いぶし銀の"
"1","122","3","0","2","1","3","0","天下の"
"1","123","3","0","2","0","3","0","レッツゴー"
"1","124","3","0","2","0","3","0","グッド"
"1","125","3","0","2","0","3","1","ホップ・ステップ・"
"1","126","3","0","2","0","3","2","伸びしろのある"
"1","127","3","0","2","0","3","2","ブロンズメダル"
"1","128","3","0","2","0","3","0","期待の"
"1","129","3","0","2","0","3","2","ジャンピング"
"1","130","3","0","2","0","3","0","新時代の"
"1","131","3","0","2","0","3","2","知る人ぞ知る"
