object_id,season_id,object_type,position_x,position_y
"30010188","1","1","9.5","1.3"
"30010189","1","2","5.4","4.9"
"30010190","1","1","6.4","5.8"
"30010191","1","2","7.5","4.9"
"30010192","1","2","8.6","5.8"
"30010193","1","1","3.8","5.7"
"30010194","1","3","11.1","0.4"
"30010195","1","2","14","0.2"
"30010196","1","3","15","1.4"
"30010197","1","2","14.1","2.4"
"30010198","1","1","15.1","3.5"
"30010199","1","2","14","4.3"
"30010200","1","1","12","6.3"
"30010201","1","2","10.3","6.3"
"30010202","1","1","12.1","-2.8"
"30010203","1","3","9.1","-1.7"
"30010204","1","1","9","-3"
"30010205","1","3","9","-4.7"
"30010206","1","2","15.9","-1.7"
"30010207","1","2","16.8","-3.2"
"30010208","1","2","15.8","-4.5"
"30010209","1","3","13.1","-2.8"
"30010210","1","1","10.2","-8.8"
"30010211","1","2","10.1","-7.5"
"30010212","1","1","10","-5.9"
"30010213","1","3","15.1","-8.7"
"30010214","1","3","16.2","-7.6"
"30010215","1","3","15.3","-6.3"
"30010216","1","1","15.9","-10.4"
"30010217","1","3","16.9","-11.6"
"30010218","1","1","15.9","-13"
"30010219","1","2","11.1","-11.6"
"30010220","1","3","11.1","-10.1"
"30010221","1","3","13.9","-14.3"
"30010222","1","1","15","-15.5"
"30010223","1","3","14.3","-17.3"
"30010224","1","1","15","-18.4"
"30010225","1","1","11.1","-17.8"
"30010226","1","3","11.1","-18.9"
"30010227","1","1","11","-21.6"
"30010228","1","2","9.7","-21.6"
"30010229","1","1","8.5","-21.6"
"30010230","1","1","7","-21.6"
"30010231","1","3","5.5","-21.7"
"30010232","1","1","4","-21.7"
"30010233","1","3","2.2","-20.4"
"30010234","1","2","6","-19.3"
"30010235","1","2","5.3","-18.2"
"30010236","1","2","6","-16.8"
"30010237","1","1","2.2","-11.8"
"30010238","1","1","7","-9.5"
"30010239","1","3","5.9","-9"
"30010240","1","1","4.9","-9.5"
"30010241","1","3","2.1","-10.3"
"30010242","1","1","2.1","-8.5"
"30010243","1","1","0.6","-18.7"
"30010244","1","3","5.2","-13.4"
"30010245","1","3","4","-12.6"
"30010246","1","991004","-16.6","6"
"30010247","1","991002","-15.1","5.5"
"30010251","1","991002","12.3","-2.5"
"30010252","1","991001","11.7","-2.5"
"30010253","1","991002","12.2","-7.5"
"30010254","1","991001","11.8","-7.5"
"30010255","1","991001","11.4","-13.2"
"30010256","1","991003","12.7","-13.7"
"30010257","1","991001","6.5","-21.5"
"30010259","1","991002","6.8","-12.6"
"30010260","1","991001","5.2","-12.6"
"30010261","1","991002","-1.5","-11.5"
"30010262","1","991001","-2.5","-11.5"
"30010263","1","991004","6.4","-20.2"
"30010264","1","991002","-1.8","-16.6"
"30010265","1","991001","-2.2","-16.6"
"30010267","1","2","-9.3","8.5"
"30010268","1","1","-12","-18.6"
"30010269","1","991002","-10.1","-17.6"
"30010270","1","991001","-11.7","-17.7"
"30010271","1","991003","-14.3","-12.6"
"30010272","1","991004","-14.3","-11.2"
"30010274","1","3","-13.9","-15.4"
"30010275","1","3","-13.8","-14.1"
"30010276","1","991003","-12.2","-8.1"
"30010277","1","991004","-12.2","-7.7"
"30010278","1","1","-15.3","-8.6"
"30010279","1","1","-19.9","-11.9"
"30010280","1","3","-19.9","-10.7"
"30010281","1","1","-19.9","-9.2"
"30010282","1","3","-19.9","-8"
"30010283","1","1","-18.6","-13.4"
"30010284","1","1","-16.2","-13.6"
"30010285","1","3","-14.9","-13.7"
"30010286","1","3","-12.9","-9.6"
"30010287","1","2","-11.7","-9.6"
"30010288","1","2","-10.4","-9.6"
"30010289","1","1","-7","-8.8"
"30010290","1","2","-1","-3.6"
"30010291","1","2","-1","-5"
"30010292","1","991002","1.8","2.5"
"30010293","1","991003","0.5","2.5"
