766a34d88cb5deaa577f199ceabb825aaf75f6ea88f7a98f159135f0ba5949fe,318190a00a6cd6d6e96bd92f18ba5b4bad15562c515d078de0a9341eda01f682,5c87b23c15823afb8add09e0f5ac350432da389c0f0c7a937e5154a567b9a1e7,24f2ce5d9d51a68810081080d96632b07c3c6eb89c1c7608f1882b78ad96c680,a17ef5b833c150a978f329dc725a609744e4d81c717d788d5466a6cf51a5f84f,c47a015fadc1798a4ab89b7c1f3d6503555f3c077536f21860b5d88d86158e79,a76c137682b61e0f75463c7ac48e5f444a6e10925c44f0cd650a5599beb6bdd8,fda9c055b2c87464c460c2107e97f8db392ca6f2ad547cee69f8f1357b31af9c,2e2ae8ad191790a2a3b9fb90661daafa925e7902b5245d0de88011778b6169d1,29351ea1ef7b2087e59e2931bf85f2bd0df9bdab62054f28e51e760e7a829054,494a0191eb7405f6957b871ff9fbaf6cbecba3ac4ebc5daecba64b1e63122018,188a85825f720c9609300e6645b7ff72573d92f012bfa1720331dfb55ca52550,eb197908a1986786f4eb30d911f4a940021d172c82a6267d0868a27e0c01132a,810dd93d97a878cae97b61f8c951c3f1a582d488ab927a2987de7ec978eed564,7f8ff282c4e14a1c4c32925953360a7453e8f95a759389fefed363dd3e49c2df
"2500000","0","10013","0","601","スペシャルバトルのボスのHPを500000まで減らそう","0","6011","81013006","2019/03/31 12:00:00","81013006","0","9013","2019/04/14 14:59:59","113"
"3000000","0","10013","0","601","スペシャルバトルのボスを討滅しよう","0","6011","81013007","2019/03/31 12:00:00","81013007","0","9013","2019/04/14 14:59:59","115"
"3","0","10015","0","601","モニカ、アユミ、ユキのシャドウを倒そう","0","6011","81015001","2019/04/30 12:00:00","81015001","0","9001","2019/05/16 14:59:59","103"
"300000","0","10015","0","601","スペシャルバトルのボスのHPを1200000まで減らそう","0","6011","81015002","2019/04/30 12:00:00","81015002","0","9013","2019/05/16 14:59:59","104"
"500000","0","10015","0","601","スペシャルバトルのボスのHPを1000000まで減らそう","0","6011","81015003","2019/04/30 12:00:00","81015003","0","9013","2019/05/16 14:59:59","105"
"750000","0","10015","0","601","スペシャルバトルのモード2をクリアしよう","0","6011","81015004","2019/04/30 12:00:00","81015004","0","9013","2019/05/16 14:59:59","106"
"1100000","0","10015","0","601","スペシャルバトルのボスのHPを400000まで減らそう","0","6011","81015005","2019/04/30 12:00:00","81015005","0","9013","2019/05/16 14:59:59","111"
"1300000","0","10015","0","601","スペシャルバトルのボスのHPを200000まで減らそう","0","6011","81015006","2019/04/30 12:00:00","81015006","0","9013","2019/05/16 14:59:59","113"
"1500000","0","10015","0","601","スペシャルバトルのボスを討滅しよう","0","6011","81015007","2019/04/30 12:00:00","81015007","0","9013","2019/05/16 14:59:59","115"
"2","0","10017","0","601","レムとラムのシャドウを倒そう","0","6011","81017001","2019/05/31 12:00:00","81017001","0","9001","2019/06/18 14:59:59","103"
"300000","0","10017","0","601","スペシャルバトルのボスのHPを2850000まで減らそう","0","6011","81017002","2019/05/31 12:00:00","81017002","0","9013","2019/06/18 14:59:59","104"
"900000","0","10017","0","601","スペシャルバトルのボスのHPを2250000まで減らそう","0","6011","81017003","2019/05/31 12:00:00","81017003","0","9013","2019/06/18 14:59:59","105"
"1500000","0","10017","0","601","スペシャルバトルのボスのHPを1650000まで減らそう","0","6011","81017004","2019/05/31 12:00:00","81017004","0","9013","2019/06/18 14:59:59","106"
"2000000","0","10017","0","601","スペシャルバトルのボスのHPを1150000まで減らそう","0","6011","81017005","2019/05/31 12:00:00","81017005","0","9013","2019/06/18 14:59:59","111"
"2500000","0","10017","0","601","スペシャルバトルのボスのHPを650000まで減らそう","0","6011","81017006","2019/05/31 12:00:00","81017006","0","9013","2019/06/18 14:59:59","113"
"3000000","0","10017","0","601","スペシャルバトルのボスのHPを150000まで減らそう","0","6011","81017007","2019/05/31 12:00:00","81017007","0","9013","2019/06/18 14:59:59","115"
"1","0","10017","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81017008","2019/05/31 12:00:00","81017008","0","9015","2019/06/18 14:59:59","118"
"200","0","10019","0","601","雨神様のバリアを破ろう","0","6011","81019001","2019/06/30 12:00:00","81019001","4","9014","2019/07/18 14:59:59","103"
"900000","0","10019","0","601","スペシャルバトルのボスのHPを3600000まで減らそう","0","6011","81019002","2019/06/30 12:00:00","81019002","1","9013","2019/07/18 14:59:59","104"
"1500000","0","10019","0","601","スペシャルバトルのボスのHPを3000000まで減らそう","0","6011","81019003","2019/06/30 12:00:00","81019003","1","9013","2019/07/18 14:59:59","105"
"2250000","0","10019","0","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81019004","2019/06/30 12:00:00","81019004","1","9013","2019/07/18 14:59:59","106"
"3300000","0","10019","0","601","スペシャルバトルのボスのHPを1200000まで減らそう","0","6011","81019005","2019/06/30 12:00:00","81019005","1","9013","2019/07/18 14:59:59","111"
"3900000","0","10019","0","601","スペシャルバトルのボスのHPを600000まで減らそう","0","6011","81019006","2019/06/30 12:00:00","81019006","1","9013","2019/07/18 14:59:59","113"
"4500000","0","10019","0","601","スペシャルバトルのボスを討伐しよう","0","6011","81019007","2019/06/30 12:00:00","81019007","1","9013","2019/07/18 14:59:59","115"
"1","0","10019","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","0","6011","81019008","2019/06/30 12:00:00","81019008","0","9015","2019/07/18 14:59:59","118"
"600000","0","10021","0","601","スペシャルバトルのボスのHPを2550000まで減らそう","0","6011","81021001","2019/07/31 12:00:00","81021001","1","9013","2019/08/17 14:59:59","103"
"1260000","0","10021","0","601","スペシャルバトルのモード1をクリアしよう","0","6011","81021002","2019/07/31 12:00:00","81021002","1","9013","2019/08/17 14:59:59","104"
"15","0","10021","0","601","マジムンの分身体を15体倒そう","0","6011","81021003","2019/07/31 12:00:00","81021003","0","9014","2019/08/17 14:59:59","105"
"30","0","10021","0","601","スペシャルバトルのモード2をクリアしよう","0","6011","81021004","2019/07/31 12:00:00","81021004","0","9014","2019/08/17 14:59:59","106"
"1700000","0","10021","0","601","スペシャルバトルのボスのHPを1450000まで減らそう","0","6011","81021005","2019/07/31 12:00:00","81021005","1","9013","2019/08/17 14:59:59","111"
"2300000","0","10021","0","601","スペシャルバトルのボスのHPを850000まで減らそう","0","6011","81021006","2019/07/31 12:00:00","81021006","1","9013","2019/08/17 14:59:59","113"
"3150000","0","10021","0","601","スペシャルバトルのボスを討伐しよう","0","6011","81021007","2019/07/31 12:00:00","81021007","1","9013","2019/08/17 14:59:59","115"
"1","0","10021","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","0","6011","81021008","2019/07/31 12:00:00","81021008","0","9015","2019/08/17 14:59:59","118"
"450000","0","10023","0","601","スペシャルバトルのボスのHPを3150000まで減らそう","0","6011","81023001","2019/08/31 12:00:00","81023001","1","9013","2019/09/18 14:59:59","103"
"900000","0","10023","0","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81023002","2019/08/31 12:00:00","81023002","1","9013","2019/09/18 14:59:59","104"
"1500000","0","10023","0","601","スペシャルバトルのボスのHPを2100000まで減らそう","0","6011","81023003","2019/08/31 12:00:00","81023003","1","9013","2019/09/18 14:59:59","105"
"2100000","0","10023","0","601","スペシャルバトルのボスのHPを1500000まで減らそう","0","6011","81023004","2019/08/31 12:00:00","81023004","1","9013","2019/09/18 14:59:59","106"
"2700000","0","10023","0","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81023005","2019/08/31 12:00:00","81023005","1","9013","2019/09/18 14:59:59","111"
"3150000","0","10023","0","601","スペシャルバトルのボスのHPを450000まで減らそう","0","6011","81023006","2019/08/31 12:00:00","81023006","1","9013","2019/09/18 14:59:59","113"
"3600000","0","10023","0","601","スペシャルバトルのボスを討伐しよう","0","6011","81023007","2019/08/31 12:00:00","81023007","1","9013","2019/09/18 14:59:59","115"
"1","0","10023","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81023008","2019/08/31 12:00:00","81023008","0","9015","2019/09/18 14:59:59","118"
"3","0","10025","0","601","ミソギとミミとキョウカのシャドウを倒そう","0","6011","81025001","2019/09/30 12:00:00","81025001","0","9001","2019/10/18 14:59:59","103"
"600000","0","10025","0","601","スペシャルバトルのボスのHPを3150000まで減らそう","0","6011","81025002","2019/09/30 12:00:00","81025002","1","9013","2019/10/18 14:59:59","104"
"1200000","0","10025","0","601","スペシャルバトルのボスのHPを2550000まで減らそう","0","6011","81025003","2019/09/30 12:00:00","81025003","1","9013","2019/10/18 14:59:59","105"
"1","0","10025","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81025004","2019/09/30 12:00:00","81025004","0","9016","2019/10/18 14:59:59","106"
"2475000","0","10025","0","601","スペシャルバトルのボスのHPを1275000まで減らそう","0","6011","81025005","2019/09/30 12:00:00","81025005","1","9013","2019/10/18 14:59:59","111"
"3075000","0","10025","0","601","スペシャルバトルのボスのHPを675000まで減らそう","0","6011","81025006","2019/09/30 12:00:00","81025006","1","9013","2019/10/18 14:59:59","113"
"1","0","10025","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81025007","2019/09/30 12:00:00","81025007","0","9016","2019/10/18 14:59:59","115"
"1","0","10025","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81025008","2019/09/30 12:00:00","81025008","0","9015","2019/10/18 14:59:59","118"
"500000","0","10027","0","601","スペシャルバトルのボスのHPを3250000まで減らそう","0","6011","81027001","2019/10/31 12:00:00","81027001","1","9013","2019/11/18 14:59:59","103"
"1000000","0","10027","0","601","スペシャルバトルのボスのHPを2750000まで減らそう","0","6011","81027002","2019/10/31 12:00:00","81027002","1","9013","2019/11/18 14:59:59","104"
"1500000","0","10027","0","601","スペシャルバトルのボスのHPを2250000まで減らそう","0","6011","81027003","2019/10/31 12:00:00","81027003","1","9013","2019/11/18 14:59:59","105"
"1","0","10027","2","601","MODE2のお供のモンスターを全て倒そう","0","6011","81027004","2019/10/31 12:00:00","81027004","0","9016","2019/11/18 14:59:59","106"
"2300000","0","10027","0","601","スペシャルバトルのボスのHPを1450000まで減らそう","0","6011","81027005","2019/10/31 12:00:00","81027005","1","9013","2019/11/18 14:59:59","111"
"3100000","0","10027","0","601","スペシャルバトルのボスのHPを650000まで減らそう","0","6011","81027006","2019/10/31 12:00:00","81027006","1","9013","2019/11/18 14:59:59","113"
"1","0","10027","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81027007","2019/10/31 12:00:00","81027007","0","9016","2019/11/18 14:59:59","115"
"1","0","10027","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81027008","2019/10/31 12:00:00","81027008","0","9015","2019/11/18 14:59:59","118"
"3","0","10029","0","601","クリスティーナとノゾミとイリヤのシャドウを倒そう","0","6011","81029001","2019/11/30 12:00:00","81029001","0","9001","2019/12/18 14:59:59","103"
"700000","0","10029","0","601","スペシャルバトルのボスのHPを4300000まで減らそう","0","6011","81029002","2019/11/30 12:00:00","81029002","1","9013","2019/12/18 14:59:59","104"
"1350000","0","10029","0","601","スペシャルバトルのボスのHPを3650000まで減らそう","0","6011","81029003","2019/11/30 12:00:00","81029003","1","9013","2019/12/18 14:59:59","105"
"1","0","10029","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81029004","2019/11/30 12:00:00","81029004","0","9016","2019/12/18 14:59:59","106"
"3000000","0","10029","0","601","スペシャルバトルのボスのHPを2000000まで減らそう","0","6011","81029005","2019/11/30 12:00:00","81029005","1","9013","2019/12/18 14:59:59","111"
"4000000","0","10029","0","601","スペシャルバトルのボスのHPを1000000まで減らそう","0","6011","81029006","2019/11/30 12:00:00","81029006","1","9013","2019/12/18 14:59:59","113"
"1","0","10029","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81029007","2019/11/30 12:00:00","81029007","0","9016","2019/12/18 14:59:59","115"
"1","0","10029","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81029008","2019/11/30 12:00:00","81029008","0","9015","2019/12/18 14:59:59","118"
"4","0","10031","0","601","チーム美食殿のシャドウを倒そう","0","6011","81031001","2019/12/31 12:00:00","81031001","0","9001","2020/01/18 14:59:59","103"
"600000","0","10031","0","601","スペシャルバトルのボスのHPを3150000まで減らそう","0","6011","81031002","2019/12/31 12:00:00","81031002","1","9013","2020/01/18 14:59:59","104"
"1200000","0","10031","0","601","スペシャルバトルのボスのHPを2550000まで減らそう","0","6011","81031003","2019/12/31 12:00:00","81031003","1","9013","2020/01/18 14:59:59","105"
"1","0","10031","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81031004","2019/12/31 12:00:00","81031004","0","9016","2020/01/18 14:59:59","106"
"2475000","0","10031","0","601","スペシャルバトルのボスのHPを1275000まで減らそう","0","6011","81031005","2019/12/31 12:00:00","81031005","1","9013","2020/01/18 14:59:59","111"
"3075000","0","10031","0","601","スペシャルバトルのボスのHPを675000まで減らそう","0","6011","81031006","2019/12/31 12:00:00","81031006","1","9013","2020/01/18 14:59:59","113"
"1","0","10031","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81031007","2019/12/31 12:00:00","81031007","0","9016","2020/01/18 14:59:59","115"
"1","0","10031","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81031008","2019/12/31 12:00:00","81031008","0","9015","2020/01/18 14:59:59","118"
"1000000","0","10033","0","601","スペシャルバトルのボスのHPを4000000まで減らそう","0","6011","81033001","2020/01/31 12:00:00","81033001","1","9013","2020/02/17 14:59:59","104"
"2000000","0","10033","0","601","スペシャルバトルのボスのHPを3000000まで減らそう","0","6011","81033002","2020/01/31 12:00:00","81033002","1","9013","2020/02/17 14:59:59","105"
"1","0","10033","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81033003","2020/01/31 12:00:00","81033003","0","9016","2020/02/17 14:59:59","106"
"2","0","10033","0","601","カスミとシオリのシャドウを倒そう","0","6011","81033004","2020/01/31 12:00:00","81033004","0","9001","2020/02/17 14:59:59","103"
"3000000","0","10033","0","601","スペシャルバトルのボスのHPを2000000まで減らそう","0","6011","81033005","2020/01/31 12:00:00","81033005","1","9013","2020/02/17 14:59:59","111"
"4000000","0","10033","0","601","スペシャルバトルのボスのHPを1000000まで減らそう","0","6011","81033006","2020/01/31 12:00:00","81033006","1","9013","2020/02/17 14:59:59","113"
"1","0","10033","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81033007","2020/01/31 12:00:00","81033007","0","9016","2020/02/17 14:59:59","115"
"1","0","10033","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81033008","2020/01/31 12:00:00","81033008","0","9015","2020/02/17 14:59:59","118"
"500000","0","10034","0","601","スペシャルバトルのボスのHPを5000000まで減らそう","0","6011","81034001","2020/02/15 12:00:00","81034001","1","9013","2020/02/24 14:59:59","10034103"
"1500000","0","10034","0","601","スペシャルバトルのボスのHPを4000000まで減らそう","0","6011","81034002","2020/02/15 12:00:00","81034002","1","9013","2020/02/24 14:59:59","10034104"
"1","0","10034","1","601","スペシャルバトルのMODE1をクリアしよう","0","6011","81034003","2020/02/15 12:00:00","81034003","0","9016","2020/02/24 14:59:59","10034105"
"3500000","0","10034","0","601","スペシャルバトルのボスのHPを2000000まで減らそう","0","6011","81034004","2020/02/15 12:00:00","81034004","1","9013","2020/02/24 14:59:59","10034106"
"1","0","10034","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81034005","2020/02/15 12:00:00","81034005","0","9016","2020/02/24 14:59:59","10034111"
"4600000","0","10034","0","601","スペシャルバトルのボスのHPを900000まで減らそう","0","6011","81034006","2020/02/15 12:00:00","81034006","1","9013","2020/02/24 14:59:59","10034113"
"1","0","10034","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81034007","2020/02/15 12:00:00","81034007","0","9016","2020/02/24 14:59:59","10034115"
"1","0","10034","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81034008","2020/02/15 12:00:00","81034008","0","9015","2020/02/24 14:59:59","10034118"
"3","0","10035","0","601","ニュージェネレーションズのシャドウを倒そう","0","6011","81035001","2020/02/29 12:00:00","81035001","0","9001","2020/03/25 14:59:59","10035103"
"1","0","10035","2","601","MODE2のお供のモンスターを全て倒そう","0","6011","81035002","2020/02/29 12:00:00","81035002","0","9016","2020/03/25 14:59:59","10035104"
"440000","0","10035","0","601","ラウドラパーンのHPを1760000まで減らそう","0","6011","81035003","2020/02/29 12:00:00","81035003","1","9013","2020/03/25 14:59:59","10035105"
"880000","0","10035","0","601","ラウドラパーンのHPを1320000まで減らそう","0","6011","81035004","2020/02/29 12:00:00","81035004","1","9013","2020/03/25 14:59:59","10035106"
"1320000","0","10035","0","601","ラウドラパーンのHPを880000まで減らそう","0","6011","81035005","2020/02/29 12:00:00","81035005","1","9013","2020/03/25 14:59:59","10035111"
"1760000","0","10035","0","601","ラウドラパーンのHPを440000まで減らそう","0","6011","81035006","2020/02/29 12:00:00","81035006","1","9013","2020/03/25 14:59:59","10035113"
"1","0","10035","3","601","ラウドラパーンを討伐しよう","0","6011","81035007","2020/02/29 12:00:00","81035007","0","9016","2020/03/25 14:59:59","10035115"
"1","0","10035","5","601","スペシャルかエキシビションのバトルでラウドラパーンを5回以内に討伐しよう","0","6011","81035008","2020/02/29 12:00:00","81035008","0","9015","2020/03/25 14:59:59","10035118"
"2625000","0","10036","0","601","葛藤のうえきちゃんのHPを18375000まで減らそう","0","6011","81036001","2020/03/12 15:00:00","81036001","1","9013","2020/03/25 14:59:59","10036103"
"1","0","10036","1","601","葛藤のうえきちゃんのMODE1をクリアしよう","0","6011","81036002","2020/03/12 15:00:00","81036002","0","9016","2020/03/25 14:59:59","10036104"
"9100000","0","10036","0","601","葛藤のうえきちゃんのHPを11900000まで減らそう","0","6011","81036003","2020/03/12 15:00:00","81036003","1","9013","2020/03/25 14:59:59","10036105"
"12950000","0","10036","0","601","葛藤のうえきちゃんのHPを8050000まで減らそう","0","6011","81036004","2020/03/12 15:00:00","81036004","1","9013","2020/03/25 14:59:59","10036106"
"1","0","10036","2","601","葛藤のうえきちゃんのMODE2をクリアしよう","0","6011","81036005","2020/03/12 15:00:00","81036005","0","9016","2020/03/25 14:59:59","10036111"
"18900000","0","10036","0","601","葛藤のうえきちゃんのHPを2100000まで減らそう","0","6011","81036006","2020/03/12 15:00:00","81036006","1","9013","2020/03/25 14:59:59","10036113"
"1","0","10036","3","601","葛藤のうえきちゃんを討伐しよう","0","6011","81036007","2020/03/12 15:00:00","81036007","0","9016","2020/03/25 14:59:59","10036115"
"1","0","10036","5","601","スペシャルかエキシビションのバトルで葛藤のうえきちゃんを5回以内に討伐しよう","0","6011","81036008","2020/03/12 15:00:00","81036008","0","9015","2020/03/25 14:59:59","10036118"
"4","0","10037","0","601","カオリ、マコト、マホ、カスミのシャドウを倒そう","0","6011","81037001","2020/03/17 12:00:00","81037001","0","9001","2020/03/26 14:59:59","10037103"
"450000","0","10037","0","601","スペシャルバトルのボスのHPを2600000まで減らそう","0","6011","81037002","2020/03/17 12:00:00","81037002","1","9013","2020/03/26 14:59:59","10037104"
"950000","0","10037","0","601","スペシャルバトルのボスのHPを2100000まで減らそう","0","6011","81037003","2020/03/17 12:00:00","81037003","1","9013","2020/03/26 14:59:59","10037105"
"1","0","10037","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81037004","2020/03/17 12:00:00","81037004","0","9016","2020/03/26 14:59:59","10037106"
"2050000","0","10037","0","601","スペシャルバトルのボスのHPを1000000まで減らそう","0","6011","81037005","2020/03/17 12:00:00","81037005","1","9013","2020/03/26 14:59:59","10037111"
"2550000","0","10037","0","601","スペシャルバトルのボスのHPを500000まで減らそう","0","6011","81037006","2020/03/17 12:00:00","81037006","1","9013","2020/03/26 14:59:59","10037113"
"1","0","10037","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81037007","2020/03/17 12:00:00","81037007","0","9016","2020/03/26 14:59:59","10037115"
"1","0","10037","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81037008","2020/03/17 12:00:00","81037008","0","9015","2020/03/26 14:59:59","10037118"
"4","0","10038","0","601","アキノ、タマキ、ユカリ、ミフユのシャドウを倒そう","0","6011","81038001","2020/03/31 12:00:00","81038001","0","9001","2020/04/18 14:59:59","10038103"
"1065000","0","10038","0","601","スペシャルバトルのボスのHPを6035000まで減らそう","0","6011","81038002","2020/03/31 12:00:00","81038002","1","9013","2020/04/18 14:59:59","10038104"
"2130000","0","10038","0","601","スペシャルバトルのボスのHPを4970000まで減らそう","0","6011","81038003","2020/03/31 12:00:00","81038003","1","9013","2020/04/18 14:59:59","10038105"
"1","0","10038","2","601","スペシャルバトルのMODE2をクリアしよう","0","6011","81038004","2020/03/31 12:00:00","81038004","0","9016","2020/04/18 14:59:59","10038106"
"4496500","0","10038","0","601","スペシャルバトルのボスのHPを2603500まで減らそう","0","6011","81038005","2020/03/31 12:00:00","81038005","1","9013","2020/04/18 14:59:59","10038111"
"5798000","0","10038","0","601","スペシャルバトルのボスのHPを1302000まで減らそう","0","6011","81038006","2020/03/31 12:00:00","81038006","1","9013","2020/04/18 14:59:59","10038113"
"1","0","10038","3","601","スペシャルバトルのボスを討伐しよう","0","6011","81038007","2020/03/31 12:00:00","81038007","0","9016","2020/04/18 14:59:59","10038115"
"1","0","10038","5","601","スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","0","6011","81038008","2020/03/31 12:00:00","81038008","0","9015","2020/04/18 14:59:59","10038118"
"3","0","10039","0","601","ペコリーヌ、コッコロ、キャルのシャドウを倒そう","0","6011","81039001","2020/04/17 12:00:00","81039001","0","9001","2020/04/26 14:59:59","10039103"
"500000","0","10039","0","601","スペシャルバトルのボスのHPを2500000まで減らそう","0","6011","81039002","2020/04/17 12:00:00","81039002","1","9013","2020/04/26 14:59:59","10039104"
"1000000","0","10039","0","601","スペシャルバトルのボスのHPを2000000まで減らそう","0","6011","81039003","2020/04/17 12:00:00","81039003","1","9013","2020/04/26 14:59:59","10039105"
