762dd0a0cdff0165a9f91507f11f08a8590bce52ba003b083adb978832c41d27,f2ebae506fdfea631384cb333e38cd10da1a20fa3632db4080ce8a3f22da269c,fa1c86f0818c0a9ec0f31a95d6895fccb73eae1e3a87fc9e8e54c19e1e930c0f,e90498d9164322925ba9bae47f3f0fb349790f3bbee6daa328ae1b8b41dbb5c7,0d270a6e9994a1ddf7733724fdffd1e6574c841b9dff10d3a4028feb60f24ac0,6b19d3cb491a1c94d1cc4319affc80d7c9aadafb090c7436afaec162da45018b
"32","3012","バトル開始後90秒間物理/魔法無効バ\nリア","1013406","2023/12/31 12:00:00","128301"
"33","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013406","2023/12/31 12:00:00","112201"
"34","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013406","2023/12/31 12:00:00","112201"
"35","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013406","2023/12/31 12:00:00","115701"
"36","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013406","2023/12/31 12:00:00","115701"
"37","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013406","2023/12/31 12:00:00","113401"
"38","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013406","2023/12/31 12:00:00","113401"
"39","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013406","2024/01/03 19:00:00","128401"
"40","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013406","2024/01/03 19:00:00","128401"
"41","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013406","2023/12/31 12:00:00","180701"
"42","3010","バトル開始後90秒間ＴＰ上昇大アップ","1013406","2023/12/31 12:00:00","180701"
"43","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100101"
"44","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","100101"
"45","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","100101"
"46","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100201"
"47","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","100201"
"48","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","100201"
"49","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","100201"
"50","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","100301"
"51","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","100301"
"52","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","100301"
"53","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108701"
"54","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","108701"
"55","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","108701"
"56","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","180101"
"57","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","180101"
"58","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","122401"
"59","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","122401"
"60","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/02/15 0:00:00","128701"
"61","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/02/15 0:00:00","128701"
"62","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108801"
"63","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","108801"
"64","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","108801"
"65","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","108801"
"66","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","115601"
"67","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","115601"
"68","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","180201"
"69","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","180201"
"70","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","122601"
"71","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","122601"
"72","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","128901"
"73","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1013606","2024/01/31 12:00:00","128901"
"74","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1013606","2024/01/31 12:00:00","108901"
"75","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1013606","2024/01/31 12:00:00","108901"
"76","3013","攻撃力吸収無効","1013606","2024/01/31 12:00:00","108901"
"77","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","114001"
"78","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","114001"
"79","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","180301"
"80","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","180301"
"81","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","122501"
"82","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","122501"
"83","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013606","2024/01/31 12:00:00","128801"
"84","3004","バトル開始後90秒間魔法防御力極大\nアップ","1013606","2024/01/31 12:00:00","128801"
"85","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100101"
"86","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","100101"
"87","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100201"
"88","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","100201"
"89","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","100301"
"90","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","100301"
"91","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108701"
"92","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","108701"
"93","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180101"
"94","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","180101"
"95","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122401"
"96","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","122401"
"97","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/15 0:00:00","128701"
"98","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/15 0:00:00","128701"
"99","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108801"
"100","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","108801"
"101","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","115601"
"102","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","115601"
"103","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180201"
"104","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","180201"
"105","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122601"
"106","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","122601"
"107","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","128901"
"108","3002","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効","1013706","2024/02/07 12:00:00","128901"
"109","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","108901"
"110","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","108901"
"111","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","114001"
"112","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","114001"
"113","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","180301"
"114","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","180301"
"115","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","122501"
"116","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","122501"
"117","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1013706","2024/02/07 12:00:00","128801"
"118","3002","バトル開始後90秒間物理防御力極大\nアップ","1013706","2024/02/07 12:00:00","128801"
"10140001","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","110801"
"10140002","3002","バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","110801"
"10140003","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","110801"
"10140004","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","110801"
"10140005","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","110901"
"10140006","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与","1014006","2024/02/29 12:00:00","110901"
"10140007","3002","バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","111001"
"10140008","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","111001"
"10140009","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","111001"
"10140010","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","116201"
"10140011","3002","バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","116201"
"10140012","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","116201"
"10140013","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","116201"
"10140014","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014006","2024/02/29 12:00:00","116301"
"10140015","3010","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与","1014006","2024/02/29 12:00:00","116301"
"10140016","3002","バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/02/29 12:00:00","116401"
"10140017","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/02/29 12:00:00","116401"
"10140018","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/02/29 12:00:00","116401"
"10140019","3002","バトル開始後90秒間物理防御力極大\nアップ","1014006","2024/03/03 19:00:00","129301"
"10140020","3005","バトル開始後90秒間継続ＨＰ回復状態\n付与","1014006","2024/03/03 19:00:00","129301"
"10140021","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1014006","2024/03/03 19:00:00","129301"
"10142001","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","102701"
"10142002","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","102701"
"10142003","3010","バトル開始後90秒間ＴＰ上昇大アップ","1014206","2024/03/31 12:00:00","102701"
"10142004","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","104301"
"10142005","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","104301"
"10142006","3013","【狼牙の咆哮】付与","1014206","2024/03/31 12:00:00","104301"
"10142007","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","109001"
"10142008","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","109001"
"10142009","3006","バトル開始後90秒間物理クリティカル\nダメージ極大アップ","1014206","2024/03/31 12:00:00","109001"
"10142010","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","117001"
"10142011","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","117001"
"10142012","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","110401"
"10142013","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","110401"
"10142014","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","115901"
"10142015","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","115901"
"10142016","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014206","2024/03/31 12:00:00","129801"
"10142017","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014206","2024/03/31 12:00:00","129801"
"10144001","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","103601"
"10144002","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","103601"
"10144003","3010","バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","103601"
"10144004","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","102501"
"10144005","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","102501"
"10144006","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","102501"
"10144007","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","111101"
"10144008","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","111101"
"10144009","3010","バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","111101"
"10144010","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","122701"
"10144011","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","122701"
"10144012","3010","バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/04/30 12:00:00","122701"
"10144013","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1014406","2024/05/03 19:00:00","130701"
"10144014","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/05/03 19:00:00","130701"
"10144015","3010","バトル開始後90秒間ＴＰ上昇大アップ","1014406","2024/05/03 19:00:00","130701"
"10144016","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014406","2024/04/30 12:00:00","180801"
"10144017","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014406","2024/04/30 12:00:00","180801"
"10144018","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","107701"
"10144019","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","107701"
"10144020","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","107701"
"10144021","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014406","2024/04/30 12:00:00","112101"
"10144022","3004","バトル開始後90秒間魔法防御力極大\nアップ","1014406","2024/04/30 12:00:00","112101"
"10144023","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","1014406","2024/04/30 12:00:00","112101"
"10146001","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","101001"
"10146002","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","101001"
"10146003","3013","ボスの毒無効","1014606","2024/05/31 12:00:00","101001"
"10146004","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","110601"
"10146005","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","110601"
"10146006","3010","バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","110601"
"10146007","3013","ボスの毒無効","1014606","2024/05/31 12:00:00","110601"
"10146008","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","116001"
"10146009","3013","ボスの毒無効","1014606","2024/05/31 12:00:00","116001"
"10146010","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","123101"
"10146011","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014606","2024/05/31 12:00:00","123101"
"10146012","3010","バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","123101"
"10146013","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014606","2024/05/31 12:00:00","131001"
"10146014","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014606","2024/05/31 12:00:00","131001"
"10146015","3010","バトル開始後90秒間ＴＰ上昇特大アップ","1014606","2024/05/31 12:00:00","131001"
"10146016","3013","ボスの毒無効","1014606","2024/05/31 12:00:00","131001"
"10146017","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","102301"
"10146018","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","102301"
"10146019","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","106601"
"10146020","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","106601"
"10146021","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","102101"
"10146022","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","102101"
"10146023","3001","バトル開始後90秒間物理攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","126401"
"10146024","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","126401"
"10146025","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1014606","2024/05/31 12:00:00","126101"
"10146026","3002","バトル開始後90秒間物理防御力極大\nアップ","1014606","2024/05/31 12:00:00","126101"
"10148001","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","123301"
"10148002","3002","バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","123301"
"10148003","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","1014806","2024/06/30 12:00:00","123301"
"10148004","3013","ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","123301"
"10148005","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","118201"
"10148006","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014806","2024/06/30 12:00:00","118201"
"10148007","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","118101"
"10148008","3002","バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","118101"
"10148009","3013","ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","118101"
"10148010","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","125801"
"10148011","3002","バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","125801"
"10148012","3013","ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","125801"
"10148013","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","131101"
"10148014","3002","バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/06/30 12:00:00","131101"
"10148015","3014","バトル開始後90秒間継続ＴＰ回復状態\n付与","1014806","2024/06/30 12:00:00","131101"
"10148016","3013","ボスのフィールド効果無効","1014806","2024/06/30 12:00:00","131101"
"10148017","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/07/03 19:00:00","131201"
"10148018","3002","バトル開始後90秒間物理防御力極大\nアップ","1014806","2024/07/03 19:00:00","131201"
"10148019","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1014806","2024/06/30 12:00:00","126901"
"10148020","3002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ","1014806","2024/06/30 12:00:00","126901"
"10150001","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","123001"
"10150002","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","123001"
"10150003","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","123001"
"10150004","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015006","2024/07/31 12:00:00","106701"
"10150005","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","106701"
"10150006","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","106701"
"10150007","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","106701"
"10150008","3003","バトル開始後90秒間魔法攻撃力極大\nアップ","1015006","2024/07/31 12:00:00","131701"
"10150009","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","131701"
"10150010","3010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","1015006","2024/07/31 12:00:00","131701"
"10150011","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","131701"
"10150012","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","127001"
"10150013","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","127001"
"10150014","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","113601"
"10150015","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","113601"
"10150016","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","113601"
"10150017","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","107501"
"10150018","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","107501"
"10150019","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","107501"
"10150020","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","124501"
"10150021","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","124501"
"10150022","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","122801"
"10150023","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","122801"
"10150024","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","122801"
"10150025","3001","バトル開始後90秒間物理攻撃力絶大\nアップ","1015006","2024/07/31 12:00:00","122501"
"10150026","3002","バトル開始後90秒間物理防御力極大\nアップ","1015006","2024/07/31 12:00:00","122501"
"10150027","3013","ボスの環境効果無効","1015006","2024/07/31 12:00:00","122501"
"10152001","3003","バトル開始後90秒間魔法攻撃力絶大\nアップ","1015206","2024/08/31 12:00:00","109901"
"10152002","3002","バトル開始後90秒間物理防御力極大\nアップ","1015206","2024/08/31 12:00:00","109901"
"10152003","3010","バトル開始後90秒間ＴＰ上昇大アップ","1015206","2024/08/31 12:00:00","109901"
"10152004","3013","ボスの沈黙無効","1015206","2024/08/31 12:00:00","109901"
