9fa84d913c953d5489578dd1e0ab243c30a8e111b4d2dcb7ae7d0d2289a14ee3,880d1fa207217268337af1debd83c2d2269e2c68596f92657c38c233c52e9d95,8e0536f99effdb79cd35a663e005343be834d538f38ccff95a4507039629d51c,9f2c6d591534d95a21359d654ae26f8bf317a5e7e76a40ddea4757a535d3e723,f4480c9088cff75ed6b720f89f015ac3d111c4fe47f34463364af208db9744c8,853fcb439510348fc9fefce6b784499c7e66f7e37aa3b1da1815227e395a58c9,97b5edbed04f1e2a22d83dcbabdd5caf4cb8b41915be48838a26b43e9a5d7b1d,22c1304777742ffeb75b32a5161b6195dd6a85c9044c2d6122c398beb09651d8,99088f99e57d9577e85ef4dd975fce6d78ce71ebf7fbe0bf5ac347a75feee17d
"1001","100117","1004","1","2","0","4","難易度HARD3で1回戦おう","100117"
"1001","100118","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100118"
"1001","100119","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100119"
"1001","100120","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100120"
"1001","100121","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100121"
"1001","100122","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100122"
"1001","100123","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100123"
"1001","100124","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100124"
"1001","100125","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100125"
"1001","100126","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100126"
"1002","100201","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100201"
"1002","100202","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100202"
"1002","100203","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100203"
"1002","100204","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100204"
"1002","100205","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100205"
"1002","100206","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100206"
"1002","100207","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100207"
"1002","100208","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100208"
"1002","100209","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100209"
"1002","100210","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100210"
"1002","100211","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100211"
"1002","100212","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100212"
"1002","100213","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100213"
"1002","100214","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100214"
"1002","100215","1002","1","2","0","4","難易度HARD1で1回戦おう","100215"
"1002","100216","1003","1","2","0","4","難易度HARD2で1回戦おう","100216"
"1002","100217","1004","1","2","0","4","難易度HARD3で1回戦おう","100217"
"1002","100218","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100218"
"1002","100219","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100219"
"1002","100220","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100220"
"1002","100221","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100221"
"1002","100222","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100222"
"1002","100223","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100223"
"1002","100224","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100224"
"1002","100225","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100225"
"1002","100226","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100226"
"1003","100301","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100301"
"1003","100302","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100302"
"1003","100303","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100303"
"1003","100304","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100304"
"1003","100305","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100305"
"1003","100306","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100306"
"1003","100307","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100307"
"1003","100308","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100308"
"1003","100309","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100309"
"1003","100310","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100310"
"1003","100311","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100311"
"1003","100312","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100312"
"1003","100313","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100313"
"1003","100314","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100314"
"1003","100315","1002","1","2","0","4","難易度HARD1で1回戦おう","100315"
"1003","100316","1003","1","2","0","4","難易度HARD2で1回戦おう","100316"
"1003","100317","1004","1","2","0","4","難易度HARD3で1回戦おう","100317"
"1003","100318","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100318"
"1003","100319","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100319"
"1003","100320","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100320"
"1003","100321","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100321"
"1003","100322","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100322"
"1003","100323","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100323"
"1003","100324","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100324"
"1003","100325","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100325"
"1003","100326","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100326"
"1004","100401","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100401"
"1004","100402","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100402"
"1004","100403","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100403"
"1004","100404","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100404"
"1004","100405","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100405"
"1004","100406","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100406"
"1004","100407","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100407"
"1004","100408","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100408"
"1004","100409","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100409"
"1004","100410","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100410"
"1004","100411","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100411"
"1004","100412","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100412"
"1004","100413","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100413"
"1004","100414","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100414"
"1004","100415","1002","1","2","0","4","難易度HARD1で1回戦おう","100415"
"1004","100416","1003","1","2","0","4","難易度HARD2で1回戦おう","100416"
"1004","100417","1004","1","2","0","4","難易度HARD3で1回戦おう","100417"
"1004","100418","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100418"
"1004","100419","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100419"
"1004","100420","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100420"
"1004","100421","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100421"
"1004","100422","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100422"
"1004","100423","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100423"
"1004","100424","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100424"
"1004","100425","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100425"
"1004","100426","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100426"
"1005","100501","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100501"
"1005","100502","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100502"
"1005","100503","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100503"
"1005","100504","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100504"
"1005","100505","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100505"
"1005","100506","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100506"
"1005","100507","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100507"
"1005","100508","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100508"
"1005","100509","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100509"
"1005","100510","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100510"
"1005","100511","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100511"
"1005","100512","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100512"
"1005","100513","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100513"
"1005","100514","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100514"
"1005","100515","1002","1","2","0","4","難易度HARD1で1回戦おう","100515"
"1005","100516","1003","1","2","0","4","難易度HARD2で1回戦おう","100516"
"1005","100517","1004","1","2","0","4","難易度HARD3で1回戦おう","100517"
"1005","100518","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100518"
"1005","100519","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100519"
"1005","100520","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100520"
"1005","100521","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100521"
"1005","100522","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100522"
"1005","100523","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100523"
"1005","100524","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100524"
"1005","100525","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100525"
"1005","100526","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100526"
"1006","100601","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100601"
"1006","100602","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100602"
"1006","100603","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100603"
"1006","100604","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100604"
"1006","100605","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100605"
"1006","100606","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100606"
"1006","100607","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100607"
"1006","100608","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100608"
"1006","100609","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100609"
"1006","100610","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100610"
"1006","100611","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100611"
"1006","100612","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100612"
"1006","100613","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100613"
"1006","100614","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100614"
"1006","100615","1002","1","2","0","4","難易度HARD1で1回戦おう","100615"
"1006","100616","1003","1","2","0","4","難易度HARD2で1回戦おう","100616"
"1006","100617","1004","1","2","0","4","難易度HARD3で1回戦おう","100617"
"1006","100618","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100618"
"1006","100619","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100619"
"1006","100620","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100620"
"1006","100621","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100621"
"1006","100622","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100622"
"1006","100623","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100623"
"1006","100624","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100624"
"1006","100625","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100625"
"1006","100626","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100626"
"1007","100701","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100701"
"1007","100702","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100702"
"1007","100703","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100703"
"1007","100704","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100704"
"1007","100705","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100705"
"1007","100706","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100706"
"1007","100707","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100707"
"1007","100708","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100708"
"1007","100709","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100709"
"1007","100710","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100710"
"1007","100711","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100711"
"1007","100712","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100712"
"1007","100713","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100713"
"1007","100714","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100714"
"1007","100715","1002","1","2","0","4","難易度HARD1で1回戦おう","100715"
"1007","100716","1003","1","2","0","4","難易度HARD2で1回戦おう","100716"
"1007","100717","1004","1","2","0","4","難易度HARD3で1回戦おう","100717"
"1007","100718","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100718"
"1007","100719","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100719"
"1007","100720","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100720"
"1007","100721","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100721"
"1007","100722","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100722"
"1007","100723","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100723"
"1007","100724","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100724"
"1007","100725","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100725"
"1007","100726","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100726"
"1008","100801","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100801"
"1008","100802","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100802"
"1008","100803","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100803"
"1008","100804","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100804"
"1008","100805","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100805"
"1008","100806","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100806"
"1008","100807","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100807"
"1008","100808","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100808"
"1008","100809","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100809"
"1008","100810","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100810"
"1008","100811","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100811"
"1008","100812","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100812"
"1008","100813","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100813"
"1008","100814","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100814"
"1008","100815","1002","1","2","0","4","難易度HARD1で1回戦おう","100815"
"1008","100816","1003","1","2","0","4","難易度HARD2で1回戦おう","100816"
"1008","100817","1004","1","2","0","4","難易度HARD3で1回戦おう","100817"
"1008","100818","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100818"
"1008","100819","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100819"
"1008","100820","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100820"
"1008","100821","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100821"
"1008","100822","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100822"
"1008","100823","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100823"
"1008","100824","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100824"
"1008","100825","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100825"
"1008","100826","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100826"
"1009","100901","1001","1","0","10000","0","全難易度合計で10000pt獲得しよう","100901"
"1009","100902","1001","1","0","30000","0","全難易度合計で30000pt獲得しよう","100902"
"1009","100903","1001","1","0","50000","0","全難易度合計で50000pt獲得しよう","100903"
"1009","100904","1001","1","0","70000","0","全難易度合計で70000pt獲得しよう","100904"
"1009","100905","1001","1","0","90000","1","全難易度合計で90000pt獲得しよう","100905"
"1009","100906","1001","1","0","105000","1","全難易度合計で105000pt獲得しよう","100906"
"1009","100907","1001","1","0","120000","1","全難易度合計で120000pt獲得しよう","100907"
"1009","100908","1001","1","0","135000","1","全難易度合計で135000pt獲得しよう","100908"
"1009","100909","1002","1","1","0","2","難易度NORMAL1で1回戦おう","100909"
"1009","100910","1003","1","1","0","2","難易度NORMAL2で1回戦おう","100910"
"1009","100911","1004","1","1","0","2","難易度NORMAL3で1回戦おう","100911"
"1009","100912","1001","1","1","10000","3","難易度NORMALで10000pt獲得しよう","100912"
"1009","100913","1001","1","1","20000","3","難易度NORMALで20000pt獲得しよう","100913"
"1009","100914","1001","1","1","30000","3","難易度NORMALで30000pt獲得しよう","100914"
"1009","100915","1002","1","2","0","4","難易度HARD1で1回戦おう","100915"
"1009","100916","1003","1","2","0","4","難易度HARD2で1回戦おう","100916"
"1009","100917","1004","1","2","0","4","難易度HARD3で1回戦おう","100917"
"1009","100918","1001","1","2","15000","5","難易度HARDで15000pt獲得しよう","100918"
"1009","100919","1001","1","2","30000","5","難易度HARDで30000pt獲得しよう","100919"
"1009","100920","1001","1","2","45000","5","難易度HARDで45000pt獲得しよう","100920"
"1009","100921","1002","1","3","0","6","難易度EXTRA1で1回戦おう","100921"
"1009","100922","1003","1","3","0","6","難易度EXTRA2で1回戦おう","100922"
"1009","100923","1004","1","3","0","6","難易度EXTRA3で1回戦おう","100923"
"1009","100924","1001","1","3","20000","7","難易度EXTRAで20000pt獲得しよう","100924"
"1009","100925","1001","1","3","40000","7","難易度EXTRAで40000pt獲得しよう","100925"
"1009","100926","1001","1","3","60000","7","難易度EXTRAで60000pt獲得しよう","100926"
