21c83f60765461ac021a89a82502679354a8c8f74dd9f4f0e7aa714af6b11684,e0fbbd52c1b955ebd586f072f78fe87c6677502618fe4207f21ac8a8e454b7e5,1b30cd38d0c8308304f9df61cfdf6adf3d1031cce85ec5e172c3e128f49f9fdf,f8f794583d7dc9470dc7efa3e18c48e95527cec397826332e8060153c2a83182,f4e2627468ddd46f6908089ea840bdc8a7c4112838bcb808be7cf9f13b33a504,62b2f9a02135f8cf3c2f0a606b105688d1d37107d27a36afa7652008364b1cf7
"120701","0","シェフィ（ニューイヤー）","2","美食殿_ギルドハウス_外観_お正月","501480"
"120801","0","ルカ（ニューイヤー）","3","参道_昼","500560"
"120901","0","イリヤ（ニューイヤー）","4","古城","500260"
"121001","0","ぺコリーヌ（オーバーロード）","3","美食殿 ギルドハウス","500361"
"121101","0","キャル（オーバーロード）","2","美食殿 ギルドハウス","500361"
"121201","0","ラビリスタ（オーバーロード）","3","ラビリンスギルド拠点","500341"
"121301","0","クルミ（ステージ）","2","牧場_温泉施設_舞台","501510"
"121401","0","ミサキ（ステージ）","2","サレンディア救護院_物産展","500354"
"121501","0","アユミ（怪盗）","18","ランドソル_市街地_夜","500012"
"121601","0","イノリ（怪盗）","20","路地裏_夜","500892"
"121901","0","アンナ（パイレーツ）","2","船の甲板","500843"
"122001","0","シノブ（パイレーツ）","20","船の甲板","500843"
"122101","0","アオイ（キャンプ）","20","キャンプ場_昼","501590"
"122201","0","ユカリ（キャンプ）","2","キャンプ場_昼","501590"
"122301","0","ヴァンピィ","4","プラノ平原","500140"
"122401","0","ヒヨリ（サマー）","4","リゾートビーチ_昼","501610"
"122501","0","レイ（サマー）","2","リゾートビーチ_昼","501610"
"122601","0","ユイ（サマー）","6","リゾートビーチ_昼","501610"
"122701","0","キョウカ（サマー）","2","無人島","500285"
"122801","0","ミソギ（サマー）","4","マルジェン海岸_昼","500160"
"122901","0","ミミ（サマー）","4","マルジェン海岸_昼","500160"
"123001","0","アメス","4","ソルの塔_庭園","500270"
"123101","0","マホ（エクスプローラー）","4","密林_テント","500833"
"123201","0","アヤネ（エクスプローラー）","4","密林","501850"
"123301","0","ネア","4","レイジ・レギオン拠点","501040"
"123501","0","リン（ハロウィン）","2","舞台_コンテンツフェス_昼","501870"
"123601","0","トモ（ハロウィン）","2","ランドソル_繁華街_ハロウィン_フェス","501860"
"123701","0","ナナカ（ハロウィン）","4","舞台_コンテンツフェス_昼","501870"
"123801","0","クリスティーナ（ワイルド）","2","ミステリオン森林","500170"
"123901","0","マツリ（ワイルド）","2","ランドソル 王城入口","500090"
"124001","0","アカリ（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"124101","0","ヨリ（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"124201","0","ジュン（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"124501","0","ホマレ（ニューイヤー）","2","オーエド_温泉旅館_客室_昼","501890"
"124601","0","ミサト（ニューイヤー）","4","お正月神殿","500553"
"124701","0","ミツキ（ニューイヤー）","2","オーエド_温泉旅館_客室_昼","501890"
"124801","0","ノゾミ（リベレイター）","2","ランドソル_繁華街_祭_昼","500033"
"124901","0","カヤ（リベレイター）","4","ランドソル_繁華街_祭_昼","500033"
"125001","0","ムイミ（リベレイター）","2","ランドソル_繁華街_祭_昼","500033"
"125101","0","タマキ（カフェ）","4","ランドソル_飲食店内_猫カフェ_昼","501950"
"125201","0","モニカ（カフェ）","2","ランドソル_飲食店内_猫カフェ_昼","501950"
"125301","0","コッコロ（レンジャー）","2","平原_競技場_昼","501690"
"125401","0","シオリ（レンジャー）","20","平原_競技場_昼","501690"
"125501","0","ジータ（ウォーロック）","4","ランドソル_繁華街_祭_昼","500033"
"125601","0","ビカラ","4","ランドソル_繁華街_祭_昼","500033"
"125701","0","カリン（アルケミスト）","2","ランドソル_お役所","500371"
"125801","0","リリ（フォールン）","2","ジオ・テオゴニア_街道_昼","501670"
"126001","0","クリア（フォールン）","2","ジオ・テオゴニア_街道_昼","501670"
"126101","0","プレシア（フォールン）","2","ジオ・テオゴニア_街道_昼","501670"
"126201","0","イリヤ（儀装束）","20","滝壺_夜","501372"
"126301","0","ユキ（儀装束）","4","ランドソル ギルドハウス","500040"
"126401","0","クローチェ","4","ジオ・テオゴニア_平原_昼","501660"
"126501","0","ライラエル","4","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼","501720"
"126601","0","ネネカ（サマー）","2","海辺の店_夜","500692"
"126701","0","アキノ（サマー）","4","ウィッシュビーチ","501030"
"126801","0","ユカリ（サマー）","4","無人島","500280"
"126901","0","ランファ（サマー）","2","ウィッシュビーチ","501030"
"127001","0","クウカ（サマー）","4","マルジェン海岸_昼","500160"
"127101","0","シノブ（サマー）","4","マルジェン海岸_夜","500162"
"127201","0","キャル（編入生）","2","アンブローズ魔法学園_屋上_昼","502030"
"127301","0","スズナ（編入生）","4","アンブローズ魔法学園_屋上_昼","502030"
"127501","0","サレン（サラサリア）","2","砂漠の国の大通り_昼","502060"
"127601","0","ルカ（サラサリア）","3","滝壺_昼","501370"
"127701","0","リンド","20","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","501730"
"127801","0","ヴルム","4","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間","501730"
"127901","0","ペコリーヌ（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"128001","0","クレジッタ（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"128301","0","イノリ（ニューイヤー）","4","路地裏_雪_昼","500893"
"128401","0","ハツネ（ニューイヤー）","4","ランドソル_繁華街_お正月_昼","501470"
"128501","0","カスミ（ニューイヤー）","18","ランドソル_繁華街_お正月_昼","501470"
"128701","0","ヒヨリ（アストラル）","2","プラノ平原","500140"
"128801","0","レイ（アストラル）","3","プラノ平原","500140"
"128901","0","ユイ（アストラル）","2","プラノ平原","500140"
"129001","0","エリス","2","花畑","500510"
"129301","0","ユニ（ウィンター）","2","メルクリゾート_プールエリア_昼","502220"
"129401","0","クロエ（ウィンター）","2","メルクリゾート_プールエリア_昼","502220"
"129501","0","チエル（ウィンター）","2","メルクリゾート_プールエリア_昼","502220"
"129601","0","アネモネ","2","ジオ・ゲヘナ_ジャングル_夜","502071"
"129701","0","ネフィ＝ネラ","2","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼","502170"
"129801","0","マコト（コマンダー）","2","平原_昼","501680"
"129901","0","エリコ（コマンダー）","4","ランドソル 繁華街","500030"
"130001","0","ヤマト","3","バンディシャーク号_室内_居住部","501760"
"130101","0","ワカナ","4","バンディシャーク号_室内_居住部","501760"
"130201","0","フブキ","4","バンディシャーク号_室内_居住部","501760"
"130701","0","キョウカ（スプリング）","20","ランドソル_郊外","500020"
"130801","0","スズメ（スプリング）","2","サレンディア救護院_庭","500351"
"130901","0","クルル","4","グランドリームパーク_エントランス_昼","502270"
"131001","0","マホ（ドリームパーク）","2","グランドリームパーク_園内_昼","502280"
"131101","0","ネア（サマー）","3","ウィッシュビーチ","501030"
"131201","0","ミソラ（サマー）","4","海辺の店_昼","500690"
"131601","0","リリ（サマー）","2","海_パラソル_昼","500163"
"131701","0","アメス（サマー）","4","マルジェン海岸_昼","500160"
"131801","0","ホマレ（サマー）","2","無人島","500285"
"131901","0","エミリア（サマー）","2","ウィッシュビーチ","501030"
"132001","0","エキドナ（サマー）","2","マルジェン海岸_昼","500160"
"132101","0","レム（サマー）","2","マルジェン海岸_昼","500160"
"132201","0","ノゾミ（アルケミスト）","4","アルケス錬金堂_工房_昼","502360"
"132301","0","ルイズマリー","2","アルケス錬金堂_工房_昼","502360"
"132401","0","イロハ","4","アルケス錬金堂_工房_昼","502360"
"132501","0","ソノ","2","アルケス錬金堂_店内_昼","502370"
"132801","0","ライラエル（クリスマス）","4","ランドソル_繁華街_クリスマス_夜","500038"
"132901","0","イオ（クリスマス）","2","ランドソル_繁華街_クリスマス_夜","500038"
"133001","0","グレイス","4","ジオ・ニヴルヘル_遺灰砂漠","502290"
"133101","0","ヴァイオレット","2","ジオ・ニヴルヘル_巨鯨城_ホール","502460"
"133201","0","モニカ（ニューイヤー）","4","ランドソル_繁華街_お正月_昼","501470"
"133501","0","サレン（ニューイヤー）","2","ランドソル_繁華街_お正月_昼","501470"
"133601","0","メドゥーサ","2","サレンディア救護院_広間_昼","500110"
"133701","0","ラビリスタ（アルファ）","2","ラビリンスギルド拠点","500341"
"133801","0","ネネカ（アルファ）","2","古城","500260"
"133901","0","クリスティーナ（アルファ）","4","ランドソル_繁華街_祭_壊れ_昼","500780"
"134001","0","フィオ","2","エステレラ街道","500130"
"134301","0","ランファ（儀装束）","2","コッコロの里_夜","501202"
"134401","0","チカ（儀装束）","2","コッコロの里_社の中_昼","501220"
"134501","0","クローチェ（エアリアル）","4","ジオ・テオゴニア_街道_昼","501670"
"134601","0","アオイ（パイロット）","2","プラノ平原","500140"
"134701","0","ホウオウ","2","ジオ・ゲヘナ_平原_昼","502080"
"134801","0","ツムギ（ジオ・ゲヘナ）","4","ジオ・ゲヘナ_ジャングル_昼","502070"
"134901","0","カノン","4","ジオ・ゲヘナ_鬼岩要塞_居住区_昼","502110"
"135001","0","エリス（サマー）","2","ウィッシュビーチ","501030"
"135101","0","シェフィ（サマー）","2","ウィッシュビーチ","501030"
"135201","0","プレシア（サマー）","2","海辺の店_昼","500690"
"135301","0","クリア（サマー）","4","ウィッシュビーチ","501030"
"135401","0","アネモネ（サマー）","2","ウィッシュビーチ","501030"
"135501","0","アイラ","2","サラサリア_中央大通り_昼","502650"
"135601","0","シナツ","2","トーゴク_城下町_大通り_昼","502630"
"135701","0","ヒヨリ（サラサリア）","4","サラサリア_中央広場_昼","502520"
"135801","0","ユキノ","4","ジオ・ニヴルヘル_久遠氷河","502420"
"135901","0","サツキ","2","ジオ・ニヴルヘル_夜叉峠_鬼族の村","502640"
"136001","0","アラクネ","2","ジオ・ゲヘナ_平原_昼","502080"
"136101","0","サクラ","4","ランドソル 繁華街","500030"
"136201","0","ナーナ","4","ジオ・ゲヘナ_鬼岩要塞_居住区_昼","502110"
"136301","0","ミソラ（クリスマス）","4","ランドソル_貴族街_クリスマス_夜","500945"
"136401","0","ユイ（クリスマス）","2","ランドソル_繁華街_クリスマス_昼","500036"
"136501","0","シズル（ニューイヤー）","2","トーゴク_城下町_大通り_昼","502630"
"136901","0","ルルィ","4","ジオ・ニヴルヘル_深い庭_胞子の森","502830"
"137101","0","ニノン（サマー）","4","ウィッシュビーチ","501030"
"137401","0","カスミ（シスター）","2","魔族の街_儀式場_昼","501990"
"137601","0","コッコロ（嚮導幼君）","20","コッコロの里_夜","501202"
"137901","0","リノ（ニューイヤー）","2","トーゴク_城下町_大通り_昼","502630"
"138001","0","ヴァイオレット（イサナミ）","4","ジオ・ニヴルヘル_巨鯨城_ホール","502460"
"138101","0","ライラエル（パルフェクト）","4","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼","501720"
"138201","0","ネフィ＝ネラ（鬼面仏心）","2","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼","502170"
"138301","0","ペコリーヌ（アストライア）","2","ランドソル王城_玉座の間","500100"
"138701","0","ワカナ（ウィンター）","4","メルクリゾート_プールエリア_昼","502220"
"138801","0","シオリ（ウィンター）","20","メルクリゾート_プールエリア_昼","502220"
"138901","0","グレイス（バニー）","4","エルフの森","500190"
"139001","0","キョウカ（ゴシック）","4","ジオ・ニヴルヘル_巨鯨城_ホール","502460"
"139101","0","キャル（覇瞳天星）","2","プラノ平原","500140"
"139201","0","ミホ（ガルパン）","2","プラノ平原","500140"
"139301","0","マホ（ガルパン）","2","セントールス_市街地","501430"
"139401","0","エリカ（ガルパン）","2","コッコロの里_昼","501200"
"139501","0","リリ（ヴァルキュリア）","2","滝壺_昼","501370"
"139601","0","クリア（ヴァルキュリア）","2","ジオ・ゲヘナ_鬼岩城塞_頭頂部_昼","502350"
"139701","0","プレシア（ヴァルキュリア）","4","花畑","500510"
"139801","0","シェフィ（ヴァードラッヘ）","2","愛の広場_夜","500592"
"139901","0","ルイズマリー（サマー）","2","海辺の店_夕","500691"
"140001","0","クレジッタ（サマー）","2","海岸_R&Aリゾートホテル_昼","502910"
"140101","0","フブキ（サマー）","4","ナイトプール_夜","502922"
"180101","0","ヒヨリ（プリンセス）","2","エステレラ街道","500130"
"180201","0","ユイ（プリンセス）","4","エステレラ街道","500130"
"180301","0","レイ（プリンセス）","3","エステレラ街道","500130"
"180401","0","ぺコリーヌ（プリンセス）","4","エステレラ街道","500130"
"180501","0","コッコロ（プリンセス）","2","エステレラ街道","500130"
"180601","0","キャル（プリンセス）","18","エステレラ街道","500130"
"180701","0","ハツネ＆シオリ","2","滝壺_昼","501370"
"180801","0","ミソギ＆ミミ＆キョウカ","2","エルフの森_秘密基地","500194"
"180901","0","アキノ＆サレン","2","プラノ平原","500140"
"181001","0","アン＆グレア","2","中腹_昼","500213"
"181101","0","シズル＆リノ","2","ランドソル_市街地_昼","500010"
"181201","0","シェフィ（プリンセス）","2","エステレラ街道","500130"
