b0c4bb0c53bcd9ead3d973f8411ab95906363c5ba886a4537251ad061e63eece,72bf8208449458ac6288e94db344dc87e2c7699c6c3350c4e7dd526ac96308c7,7260f54ada091c0ca91804015c8ce0798828d2f4ee0d5e276559a80086cef454,8971bb4a62ca259aba96b6fad4f75d0322c3e62f79c2fd31cb47b770806c6aeb,147a1ae608e4713cad86c9b811113ed33da8202d20e7ce5a4d06717bf9c2500d,d3fedc658e32d6cc59c869f1312dab41fd39402f3fb1f3098fa1f15988b889e3,462bd0bb0a575928ecffa7a925f40f548f67df92cb0540ee29b5797c1c865a99,0515593d29232458fe263e33145af0304c31fd4e82627b2c986d387c7ce8b3b3,16cfe77365678d5a3f47a52138a646b9b068fe38e25760c77a2527fae0c6cdc2,b527c8678034c9c277c0b5054e773ee8261b3ede08a6be95c983ef247ab05544,d738e20a4463038c2c269f9f48c4ffd937db23bfe40fe40ca9819bfb53c3b17c,4cfc417f6c09e85b0b88890e6bb23055c97aa1e1f8c49e59a6212c8df148a7e3
"コッコロ専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","コッコロ専用スフィア / Lv280","1","30","21","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","21024"
"キャル専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","キャル専用スフィア / Lv280","1","31","21","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","21025"
"シェフィ専用のグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","シェフィ専用スフィア / Lv280","1","32","21","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","21026"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv180/RANK19まで強化できる。","グロウスフィア / Lv180","1","4","21","0","0","0","999","2021/02/21 12:00:00","2030/08/01 14:59:59","21900"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv215/RANK23まで強化できる。","グロウスフィア / Lv215","1","11","21","0","0","0","999","2022/01/31 12:00:00","2030/08/01 14:59:59","21901"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv250/RANK26まで強化できる。","グロウスフィア / Lv250","1","18","21","0","0","0","999","2022/11/30 12:00:00","2030/08/01 14:59:59","21902"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv100/RANK12まで強化できる。","グロウスフィア / Lv100","1","19","21","0","0","0","999","2022/12/15 12:00:00","2030/08/01 14:59:59","21903"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv260/RANK28まで強化できる。","グロウスフィア / Lv260","1","23","21","0","0","0","999","2023/04/30 12:00:00","2030/08/01 14:59:59","21904"
"すべてのキャラに使用できるグロウスフィア。キャラのステータスをLv280/RANK29まで強化できる。","グロウスフィア / Lv280","1","26","21","0","0","0","999","2023/10/30 12:00:00","2030/08/01 14:59:59","21905"
"すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv240まで強化できる。","専用装備１グロウスフィア / Lv240","1","10001","23","0","0","0","999","2022/06/15 15:00:00","2030/08/01 14:59:59","21951"
"すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv270まで強化できる。","専用装備１グロウスフィア / Lv270","1","10002","23","0","0","0","999","2023/05/15 15:00:00","2030/08/01 14:59:59","21952"
"すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv290まで強化できる。","専用装備１グロウスフィア / Lv290","1","10003","23","0","0","0","999","2024/02/15","2030/08/01 14:59:59","21953"
"すべてのキャラに使用できる専用装備１のグロウスフィア。専用装備１を作成し、Lv340まで強化できる。","専用装備１グロウスフィア / Lv340","1","10004","23","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","21954"
"キャラの装備強化に使用すると、装備強化Ptが10加算される。","精錬石","1","10","3","120","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","22001"
"キャラの装備強化に使用すると、装備強化Ptが60加算される。","上精錬石","2","60","3","720","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","22002"
"キャラの装備強化に使用すると、装備強化Ptが200加算される。","精錬結晶","3","200","3","2400","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","22003"
"クリアランク★3を獲得したクエストの、プレイ時間をスキップするチケット。","スキップチケット","1","0","5","0","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","23001"
"アドベンチャーのクエストにかかる時間を短縮することができるチケット。","ファストチケット","1","0","5","0","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","23002"
"マスタリーガチャを1回引くことができるチケット。","マスタリーチケット","1","0","5","0","0","0","999999","2015/12/17 15:00:00","2030/08/01 14:59:59","23003"
"プラチナガチャやピックアップガチャを1回引くことができるガチャチケット。","プラチナガチャチケット","1","0","8","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","24001"
"共闘時に使用すると、クリア時の報酬が豪華になるチケット。","共闘チケット","1","0","10","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","24003"
"ガチャを10回引くことができるガチャチケット。","10回ガチャチケット","1","0","8","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","24004"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 1）","1","0","17","0","0","0","999","2020/08/04 12:00:00","2030/08/01 14:59:59","24005"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 2）","1","0","17","0","0","0","999","2020/09/03 19:00:00","2030/08/01 14:59:59","24006"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 3）","1","0","17","0","0","0","999","2020/10/01 17:00:00","2030/08/01 14:59:59","24007"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 アニメガチャチケット （プリンセスコネクト！Re:Dive 4）","1","0","17","0","0","0","999","2020/11/05 12:00:00","2030/08/01 14:59:59","24008"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 プリコネフェス記念ガチャチケット","1","0","17","0","0","0","999","2021/02/21 12:00:00","2030/08/01 14:59:59","24009"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 プリコネフェス2022記念ガチャチケット","1","0","17","0","0","0","999","2022/02/14 12:00:00","2030/08/01 14:59:59","24010"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 1","1","0","17","0","0","0","999","2022/03/21","2030/08/01 14:59:59","24011"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 2","1","0","17","0","0","0","999","2022/04/18","2030/08/01 14:59:59","24012"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定アニメガチャチケット プリンセスコネクト！Re:Dive Season2 3","1","0","17","0","0","0","999","2022/05/16","2030/08/01 14:59:59","24013"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 プリコネフェス2023記念ガチャチケット","1","0","17","0","0","0","999","2022/01/15 15:00:00","2030/08/01 14:59:59","24014"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 5周年記念ガチャチケット","1","0","17","0","0","0","999","2023/02/14 15:00:00","2030/08/01 14:59:59","24015"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 Sダッシュガチャチケット","1","0","17","0","0","0","999","2023/02/14 15:00:00","2030/08/01 14:59:59","24016"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 プリコネフェス2024記念ガチャチケット","1","0","17","0","0","0","999","2024/02/09 12:00:00","2030/08/01 14:59:59","24017"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 プリコネフェス2025記念ガチャチケット","1","0","17","0","0","0","999","2025/02/09 12:00:00","2030/08/01 14:59:59","24018"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","GWガチャチケット(火)2025","1","0","17","0","0","0","999","2025/04/30 12:00:00","2030/08/01 14:59:59","24019"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","GWピックアップガチャチケット(火)2025","1","0","17","0","0","0","999","2025/04/30 12:00:00","2030/08/01 14:59:59","24020"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","GWガチャチケット(闇)2025","1","0","17","0","0","0","999","2025/04/30 12:00:00","2030/08/01 14:59:59","24021"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","GWピックアップガチャチケット(闇)2025","1","0","17","0","0","0","999","2025/04/30 12:00:00","2030/08/01 14:59:59","24022"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","7.5th Anniv. ガチャチケット(水)","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24023"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","7.5th Anniv. ピックアップガチャチケット(水)","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24024"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","7.5th Anniv. ガチャチケット(風)","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24025"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","7.5th Anniv. ピックアップガチャチケット(風)","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24026"
"対象の★3キャラをランダムで1キャラ仲間にできる特別なガチャチケット。","★3確定 Sダッシュミッションガチャチケット","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24027"
"専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","カムバック10連ガチャチケット","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24028"
"専用のガチャを10回引くことができるガチャチケット。10キャラ目は★3キャラ確定。","カムバックSP10連ガチャチケット","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","24029"
"専用のガチャを10回引くことができるガチャチケット。","ゾンビランドサガコラボ記念 10回ガチャチケット","1","0","17","0","0","0","999","2025/10/24 12:00:00","2025/11/03 11:59:59","24030"
"キャラの大いなる力を呼び醒ますアイテム。","プリンセスオーブ","1","0","20","0","0","0","99999","2015/12/17 15:00:00","2030/08/01 14:59:59","25001"
"世界を構成している属性の力であるアストラルのうち火の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","アストラルスフィア（火）","1","0","29","0","0","30","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25011"
"世界を構成している属性の力であるアストラルのうち水の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","アストラルスフィア（水）","1","0","29","0","0","50","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25012"
"世界を構成している属性の力であるアストラルのうち風の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","アストラルスフィア（風）","1","0","29","0","0","20","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25013"
"世界を構成している属性の力であるアストラルのうち光の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","アストラルスフィア（光）","1","0","29","0","0","40","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25014"
"世界を構成している属性の力であるアストラルのうち闇の属性が結晶化した宝玉。使用することで対応する属性を活性化させることができる。","アストラルスフィア（闇）","1","0","29","0","0","60","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25015"
"世界を構成している属性の力であるアストラルの結晶。内に秘めた属性が未分化の不安定な状態ゆえに励起されると莫大な属性の力を放つ。","アストラルシャード","1","0","29","0","0","10","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","25021"
"アストラルの顕在化により発生した宝珠。未確認物質でできており使用するとなぜかプリンセスナイトの　権能を強化拡張することができる。","マスターピース","1","0","29","0","0","0","9999","2015/12/17 15:00:00","2030/08/01 14:59:59","25101"
"アストラルの顕在化により発生したマスターピースの欠片。互いに引きあう性質を持ち複数を集めることで合体し、マスターピースとなる。","マスターピース（欠片）","1","0","29","0","0","0","99999","2015/12/17 15:00:00","2030/08/01 14:59:59","25102"
"ルナの塔に挑戦した者のみが獲得できる、アストルム内のショップでは流通していない珍しいコイン。","ルナコイン","1","0","9","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","26101"
"EX装備の強化に使用すると、強化Ptが1加算される。","EX装備強化Pt","1","0","25","0","0","0","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","26201"
"EX装備の錬成に使用することができる。","EX装備錬成Pt","1","0","25","0","0","0","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","26202"
"アルケス錬金堂の最高の秘術である究極錬成において使用される宝玉。装備の効果自体を物質化したもので特殊な武具に付与することが可能。","錬成スフィア","1","0","33","0","0","0","999999999","2015/12/17 15:00:00","2030/08/01 14:59:59","26203"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27001"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27002"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27003"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27004"
"特定のキャラを交換できるチケット。","4th Anniv. スペシャル交換チケット","1","0","17","0","0","0","999","2022/02/15 15:00:00","2030/08/01 14:59:59","27005"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27006"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27007"
"特定のキャラを交換できるチケット。","5th Anniv. スペシャル交換チケット","1","0","17","0","0","0","999","2023/02/15 15:00:00","2030/08/01 14:59:59","27008"
"特定のキャラを交換できるチケット。","コラボ記念 スペシャル交換チケット","1","0","17","0","0","0","999","2023/04/30 12:00:00","2030/08/01 14:59:59","27009"
"特定のキャラを交換できるチケット。","スペシャル交換チケット","1","0","17","0","0","0","999","2015/12/17 15:00:00","2030/08/01 14:59:59","27010"
"特定のキャラを交換できるチケット。","Sダッシュ スペシャル交換チケット","1","0","17","0","0","0","999","2023/08/15 12:00:00","2030/08/01 14:59:59","27011"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2023/12/31 12:00:00","2030/08/01 14:59:59","27012"
"特定のキャラを交換できるチケット。","6th Anniv. スペシャル交換チケット","1","0","17","0","0","0","999","2024/02/15 00:00:00","2030/08/01 14:59:59","27013"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2024/04/30 12:00:00","2030/08/01 14:59:59","27014"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2024/08/15 15:00:00","2030/08/01 14:59:59","27015"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2024/12/20 5:30:00","2030/08/01 14:59:59","27016"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2024/12/31 12:00:00","2030/08/01 14:59:59","27017"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（フェス限定＋）","1","0","17","0","0","0","999","2025/02/15 15:00:00","2030/08/01 14:59:59","27018"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2025/02/15 15:00:00","2030/08/01 14:59:59","27019"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2025/04/30 12:00:00","2030/08/01 14:59:59","27020"
"特定のキャラを交換できるチケット。","スタートダッシュキャラ交換チケット","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","27021"
"特定のキャラを交換できるチケット。","スタートダッシュプリンセスキャラ交換チケット","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","27022"
"特定のキャラを交換できるチケット。","スペシャル交換チケット（限定＋）","1","0","17","0","0","0","999","2025/08/15 15:00:00","2030/08/01 14:59:59","27023"
"特定のキャラのメモリーピースを交換できるチケット。","ペコリーヌのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/08/04 12:00:00","2030/08/01 14:59:59","28001"
"特定のキャラのメモリーピースを交換できるチケット。","コッコロのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/08/04 12:00:00","2030/08/01 14:59:59","28002"
"特定のキャラのメモリーピースを交換できるチケット。","キャルのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/08/04 12:00:00","2030/08/01 14:59:59","28003"
"特定のキャラのメモリーピースを交換できるチケット。","ハツネのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/09/03 19:00:00","2030/08/01 14:59:59","28004"
"特定のキャラのメモリーピースを交換できるチケット。","シオリのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/09/03 19:00:00","2030/08/01 14:59:59","28005"
"特定のキャラのメモリーピースを交換できるチケット。","クリスティーナのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/09/03 19:00:00","2030/08/01 14:59:59","28006"
"特定のキャラのメモリーピースを交換できるチケット。","ミミのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/10/01 17:00:00","2030/08/01 14:59:59","28007"
"特定のキャラのメモリーピースを交換できるチケット。","ミソギのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/10/01 17:00:00","2030/08/01 14:59:59","28008"
"特定のキャラのメモリーピースを交換できるチケット。","キョウカのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/10/01 17:00:00","2030/08/01 14:59:59","28009"
"特定のキャラのメモリーピースを交換できるチケット。","シズルのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/11/05 12:00:00","2030/08/01 14:59:59","28010"
"特定のキャラのメモリーピースを交換できるチケット。","リノのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/11/05 12:00:00","2030/08/01 14:59:59","28011"
"特定のキャラのメモリーピースを交換できるチケット。","ネネカのメモリーピース交換チケット","1","0","17","0","0","0","999","2020/11/05 12:00:00","2030/08/01 14:59:59","28012"
"特定のキャラのメモリーピースを交換できるチケット。","ユニのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/03/21","2030/08/01 14:59:59","28013"
"特定のキャラのメモリーピースを交換できるチケット。","チエルのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/03/21","2030/08/01 14:59:59","28014"
"特定のキャラのメモリーピースを交換できるチケット。","クロエのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/03/21","2030/08/01 14:59:59","28015"
"特定のキャラのメモリーピースを交換できるチケット。","チカのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/04/18","2030/08/01 14:59:59","28016"
"特定のキャラのメモリーピースを交換できるチケット。","カスミのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/04/18","2030/08/01 14:59:59","28017"
"特定のキャラのメモリーピースを交換できるチケット。","モニカのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/04/18","2030/08/01 14:59:59","28018"
"特定のキャラのメモリーピースを交換できるチケット。","ラビリスタのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/05/16","2030/08/01 14:59:59","28019"
"特定のキャラのメモリーピースを交換できるチケット。","ジュンのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/05/16","2030/08/01 14:59:59","28020"
"特定のキャラのメモリーピースを交換できるチケット。","エリコのメモリーピース交換チケット","1","0","17","0","0","0","999","2022/05/16","2030/08/01 14:59:59","28021"
"特定のキャラのメモリーピースを交換できるチケット。","プリンセスフェス限定メモリーピース交換チケット2023","1","0","17","0","0","0","999","2022/01/15 15:00:00","2030/08/01 14:59:59","28022"
"特定のキャラのメモリーピースを交換できるチケット。","限定メモリーピース交換チケット2023","1","0","17","0","0","0","999","2022/01/15 15:00:00","2030/08/01 14:59:59","28023"
