b7b138b7d29337a47d428d8c851cf91296692493d5ec34dbbb6a12a9b7a03aad,fb5ef1f787517f143c34d0c159218d9c9675549f37a9a200e86bf597deb6085c,844a2a541ba905e8aa8206926e44f766daedc6e452538986ffad0dbd0218998a,fdcc63a8b1ac8effedd946a25d1bc9a5b0c132dca92fe743e25b25bef49b99ef,9e613e742133825316a0c3328d6820e065267e1a18a52b2e7977ee8658102067,e26a33e6090e3e359c51d3a9daf13e1d0e0089f7f108d797ac238ef8acb0b26e,dca3a255978781d1a172644ab1cc6fcebfec9e4f08ec63b95e912a6f559f120d,7b89050f972362cfeb54f48d799a761b66fae61c15955b4bf6e78df0a7a0d547,9516565916dfecdb1d592bb23a976648a7d64d34406d31dbf43e4079b2547fe0,baedc5ed45523086e73672a4666aa033987b0d7d6daa326888b9b11b6fe7af48,7ad3110ac02d4a721248be02c0b9878a08bd805f07f00107f3ce748386d331c6,8a719934a0ffb3bfb6d33c8464d04faaf2c8b378b6e900473688a57c75792a5b,e23f6ce290c81114ec6e0f27274da8bc90567c0bdf9d2ac3d5f8cb374d22bfba,c49d7e665dcf41b3a3b7ef4fff664c2e637a595824969be031083fbaa44111e3,0608e004eee3bcd0deb04635baaf95a1c76b87e7d35b0a3c8b4a802d1eee0a7a,8c71fd2cc76f18793d726a62b9590f28669f7a2ff5b15d9033e8241af0a10fab,3a1e338b727a7187b30f8d05c41433c5854c355f688fc66525d328010ed0dcef,b398de5c6869f6e9731d44aa0bcae49042c025ded5eaa5ecce71884b6a62dcfe,f8008a21fcc20b32492af83242433dedbdac5a1b972e5749dffdfe4850639082
"","610062005","5","145","600","2","0","1.5","5035323","0","610062402","0","2","0","5","1","10062","0","2.5"
"","610062006","5","145","0","3","0","1.5","0","0","0","0","1","0","5","1","10062","0","2.5"
"","610063004","5","145","600","1","0","5.5","5036322","5036321","0","3","1","73","-50","1","10063","0","0.4"
"","610063005","5","145","600","2","0","1.5","5036323","0","0","0","1","37","-50","1","10063","0","0.4"
"","610063006","5","145","0","3","0","1.5","0","0","0","0","1","0","-50","1","10063","0","0.4"
"","610064004","5","184","600","1","0","5.5","5064322","5064321","0","3","1","67","-50","1","10064","0","1.25"
"","610064005","5","184","600","2","0","1.5","5064323","0","0","0","1","40","-50","1","10064","0","1.25"
"","610064006","5","184","0","3","0","1.5","0","0","0","0","1","0","-50","1","10064","0","1.25"
"","610065004","5","148","600","1","0","5.5","5038322","5038321","610065401","3","2","0","-20","1","10065","0","1.5"
"310700_detail_idle","610065005","5","148","0","2","0","1.5","5038323","0","0","0","1","67","-20","1","10065","0","2"
"","610065006","5","148","0","3","0","1.5","0","0","0","0","1","0","-20","1","10065","0","1.8"
"","610066004","5","186","600","1","9000000","5.5","5066322","5066321","610066401","3","5","94","-50","1","10066","0","1"
"","610066005","5","186","600","2","0","1.5","5066323","0","610066402","0","2","0","-50","1","10066","0","1"
"","610066006","5","186","0","3","0","1.5","0","0","0","0","1","0","-50","1","10066","0","1"
"","610067004","5","151","600","1","0","5.5","5040322","5040321","610067401","3","2","0","-20","1","10067","0","1.5"
"","610067005","5","151","0","2","0","1.5","5040323","0","0","0","1","68","-35","1","10067","0","1.7"
"","610067006","5","151","0","3","0","1.5","0","0","0","0","1","0","-35","1","10067","0","1.7"
"","610068004","5","189","600","1","0","5.5","5068322","5068321","0","3","1","56","-47","1","10068","0","1.7"
"","610068005","5","189","600","2","0","1.5","5068323","0","610068402","0","2","0","-47","1","10068","0","1.5"
"","610068006","5","189","0","3","0","1.5","0","0","0","0","1","0","-47","1","10068","0","1.7"
"","610069004","5","154","0","1","2400000","5.5","5042322","5042321","0","0","5","72","-20","1","10069","0","1.7"
"311100_detail_idle","610069005","5","154","600","2","0","1.5","5042323","0","610069402","3","2","0","-20","1","10069","0","1.7"
"","610069006","5","154","0","3","0","1.5","0","0","0","0","1","0","-20","1","10069","0","1.7"
"","610070004","5","192","600","1","0","5.5","5070322","5070321","610070401","3","2","0","-50","1","10070","1","2"
"","610070005","5","192","600","2","0","1.5","5070323","0","610070402","0","2","0","-50","1","10070","1","2"
"","610070006","0","192","0","3","0","1.5","0","0","0","0","1","0","-50","1","10070","0","2"
"","610071004","5","157","600","1","0","1.5","5044322","5044321","0","3","1","72","-54","1","10071","0","1.8"
"","610071005","5","157","0","2","0","1.5","5044323","0","0","0","1","44","-54","1","10071","0","1.8"
"","610071006","5","157","0","3","0","1.5","0","0","0","0","1","0","-54","1","10071","0","1.8"
"","610072004","5","195","600","1","30","5.5","5072322","5072321","610072401","3","3","0","-120","1","10072","0","1.3"
"","610072005","5","195","600","2","0","1.5","5072323","0","610072402","0","2","0","-80","1","10072","0","1"
"","610072006","5","195","0","3","0","1.5","0","0","0","0","1","0","-120","1","10072","0","1.3"
"","610073004","5","160","0","1","0","5.5","5046322","5046321","0","0","1","60","-35","1","10073","0","1.7"
"","610073005","5","160","600","2","0","1.5","5046323","0","610073402","3","2","0","-15","1","10073","0","1.7"
"","610073006","5","160","0","3","0","1.5","0","0","0","0","1","0","-35","1","10073","0","1.7"
"","610074004","5","198","600","1","0","5.5","5074322","5074321","610074401","3","2","0","-30","1","10074","0","1.18"
"","610074005","5","198","600","2","40","1.5","5074323","0","610074402","0","3","0","-30","1","10074","0","1.55"
"","610074006","5","198","0","3","0","1.5","0","0","0","0","1","0","-45","1","10074","0","1.55"
"","610075004","5","163","0","1","0","5.5","5048322","5048321","0","0","1","71","-35","1","10075","0","1.25"
"","610075005","5","163","600","2","0","1.5","5048323","0","610075402","3","2","0","-35","1","10075","0","1.25"
"","610075006","5","163","0","3","0","1.5","0","0","0","0","1","0","-35","1","10075","0","1.25"
"","610076004","5","200","600","1","0","5.5","5076322","5076321","610076401","3","2","0","-40","1","10076","0","2.2"
"","610076005","5","200","0","2","0","1.5","5076323","0","610076402","0","1","97","-40","1","10076","0","2.4"
"","610076006","5","200","0","3","0","1.5","0","0","0","0","1","0","-55","1","10076","0","2.4"
"","610077004","5","166","0","1","35","5.5","5050322","5050321","610077401","0","3","0","-35","1","10077","0","1.25"
"","610077005","5","166","0","2","0","1.5","5050323","0","0","0","1","49","-35","1","10077","0","1.25"
"","610077006","5","166","0","3","0","1.5","0","0","0","0","1","0","-35","1","10077","0","1.25"
"","610078004","5","203","0","1","0","1.5","5078322","5078321","0","0","1","79","-45","1","10078","0","1.55"
"","610078005","5","203","0","2","490","1.5","5078323","0","0","0","4","0","-45","1","10078","0","1.55"
"","610078006","5","203","0","3","0","1.5","0","0","0","0","1","0","-45","1","10078","0","1.55"
"","610079004","5","169","0","1","0","5.5","5052322","5052321","0","0","1","77","-75","1","10079","0","1.7"
"","610079005","5","169","0","2","0","1.5","5052323","0","0","0","1","47","-75","1","10079","0","1.7"
"","610079006","5","169","0","3","0","1.5","0","0","0","0","1","0","-75","1","10079","0","1.7"
"","610080004","5","206","600","1","0","5.5","5080322","5080321","610080401","3","2","0","-70","1","10080","0","1.4"
"","610080005","5","206","0","2","0","1.5","5080323","0","610080402","0","1","67","-70","1","10080","0","1.5"
"","610080006","5","206","0","3","0","1.5","0","0","0","0","1","0","-70","1","10080","0","1.5"
"","610081004","5","172","0","1","0","5.5","5054322","5054321","0","0","1","48","-75","1","10081","0","1.7"
"","610081005","5","172","600","2","0","1.5","5054323","0","610081402","0","2","0","-40","1","10081","0","1.3"
"","610081006","5","172","0","3","0","1.5","0","0","0","0","1","0","-75","1","10081","0","1.7"
"","610082004","5","209","600","1","20","5.5","5082322","5082321","610082401","3","3","0","-20","1","10082","0","2"
"","610082005","5","209","0","2","0","1.5","5082323","0","0","0","1","49","-20","1","10082","0","2"
"","610082006","5","209","0","3","0","1.5","0","0","0","0","1","0","-20","1","10082","0","2"
"","610083004","5","172","600","1","0","5.5","5056322","5056321","0","3","1","77","-20","1","10083","0","2"
"","610083005","5","172","0","2","0","1.5","5056323","0","0","0","1","45","-20","1","10083","0","2"
"","610083006","5","172","0","3","0","1.5","0","0","0","0","1","0","-20","1","10083","0","2"
"","610084004","5","212","600","1","0","5.5","5084322","5084321","610084401","3","2","0","5","1","10084","0","1.35"
"","610084005","5","212","600","2","10","1.5","5084323","0","0","0","3","0","5","1","10084","0","1.35"
"","610084006","5","212","0","3","0","1.5","0","0","0","0","1","0","5","1","10084","0","1.35"
"","610085004","5","212","600","1","0","5.5","5085322","5085321","610085401","3","2","0","-20","1","10085","0","0.95"
"","610085005","5","212","600","2","0","1.5","5085323","0","0","0","1","75","-20","1","10085","0","1.2"
"","610085006","5","212","0","3","0","1.5","0","0","0","0","1","0","-20","1","10085","0","1.2"
"","610086004","5","172","600","1","20","5.5","5058322","5058321","610086401","3","3","0","5","1","10086","0","1.75"
"","610086005","5","172","600","2","0","1.5","5058323","0","0","0","1","70","5","1","10086","0","1.75"
"","610086006","5","172","0","3","0","1.5","0","0","0","0","1","0","5","1","10086","0","1.75"
"","610087004","5","172","600","1","0","5.5","5059322","5059321","0","3","1","71","-20","1","10087","0","1.55"
"","610087005","5","172","600","2","0","1.5","5059323","0","610087402","0","2","0","0","1","10087","0","1.15"
"","610087006","5","172","0","3","0","1.5","0","0","0","0","1","0","-20","1","10087","0","1.55"
"","610088004","5","215","600","1","15","5.5","5088322","5088321","610088401","3","3","0","-70","1","10088","0","1.4"
"","610088005","5","215","0","2","0","1.5","5088323","0","610088402","0","1","75","-70","1","10088","0","1.5"
"","610088006","5","215","0","3","0","1.5","0","0","0","0","1","0","-70","1","10088","0","1.5"
"","610089004","5","172","600","1","0","5.5","5061322","5061321","610089401","3","2","0","-47","1","10089","0","0.83"
"","610089005","5","172","600","2","0","1.5","5061323","0","0","0","1","60","-47","1","10089","0","0.83"
"","610089006","5","172","0","3","0","1.5","0","0","0","0","1","0","-47","1","10089","0","0.83"
"","610090004","5","218","600","1","0","5.5","5090322","5090321","0","3","1","78","-45","1","10090","0","1.18"
"","610090005","5","218","0","2","550","1.5","5090323","0","0","0","4","0","-45","1","10090","0","1.18"
"","610090006","5","218","0","3","0","1.5","0","0","0","0","1","0","-45","1","10090","0","1.18"
"","610091004","5","172","600","1","0","5.5","5064322","5064321","0","3","1","76","-50","1","10091","0","1.25"
"","610091005","5","172","600","2","0","1.5","5064323","0","0","0","1","50","-50","1","10091","0","1.25"
"","610091006","5","172","0","3","0","1.5","0","0","0","0","1","0","-50","1","10091","0","1.25"
"","610092004","5","220","600","1","0","5.5","5092322","5092321","0","3","1","60","-50","1","10092","0","1.4"
"","610092005","5","220","600","2","0","1.5","5092323","0","610092402","0","2","0","-20","1","10092","0","1.15"
"","610092006","5","220","0","3","0","1.5","0","0","0","0","1","0","-50","1","10092","0","1.4"
"","610093004","5","172","600","1","2500000","5.5","5066322","5066321","610093401","3","5","75","-50","1","10093","0","1"
"","610093005","5","172","600","2","0","1.5","5066323","0","610093402","0","2","0","-50","1","10093","0","1"
"","610093006","5","172","0","3","0","1.5","0","0","0","0","1","0","-50","1","10093","0","1"
"","610094004","5","223","600","1","10","5.5","5094322","5094321","610094401","3","3","0","-50","1","10094","0","2.2"
"","610094005","5","223","0","2","0","1.5","5094323","0","0","0","1","84","-50","1","10094","0","2.2"
"","610094006","5","223","0","3","0","1.5","0","0","0","0","1","0","-50","1","10094","0","2.2"
"","610095004","5","172","600","1","0","5.5","5068322","5068321","0","3","1","66","-47","1","10095","0","1.7"
"","610095005","5","172","600","2","0","1.5","5068323","0","610095402","0","2","0","-47","1","10095","0","1.5"
"","610095006","5","172","0","3","0","1.5","0","0","0","0","1","0","-47","1","10095","0","1.7"
"","610096004","5","226","600","1","0","5.5","5096322","5096321","0","3","1","76","-120","1","10096","0","1.3"
"","610096005","5","226","600","2","0","1.5","5096323","0","610096402","0","2","0","-80","1","10096","0","1"
"","610096006","5","226","0","3","0","1.5","0","0","0","0","1","0","-120","1","10096","0","1.3"
"","610097004","5","172","600","1","0","5.5","5070322","5070321","610097401","3","2","0","-50","1","10097","1","2"
"","610097005","5","172","600","2","0","1.5","5070323","0","610097402","0","2","0","-50","1","10097","1","2"
"","610097006","0","172","0","3","0","1.5","0","0","0","0","1","0","-50","1","10097","0","2"
"","610098004","5","229","600","1","0","5.5","5098322","5098321","610098401","3","2","0","-120","1","10098","0","1.3"
"","610098005","5","229","600","2","0","1.5","5098323","0","610098402","0","2","0","-80","1","10098","0","1.1"
"","610098006","5","229","0","3","0","1.5","0","0","0","0","1","0","-85","1","10098","0","1.3"
"","610099004","5","172","600","1","25","5.5","5072322","5072321","610099401","3","3","0","-100","1","10099","0","1.3"
"","610099005","5","172","600","2","0","1.5","5072323","0","610099402","0","2","0","-80","1","10099","0","1"
"","610099006","5","172","0","3","0","1.5","0","0","0","0","1","0","-120","1","10099","0","1.3"
"","610100004","5","232","600","1","0","5.5","5100322","5100321","610100401","3","2","0","-50","1","10100","0","1.1"
"","610100005","5","232","600","2","0","1.5","5100323","0","0","0","1","70","-70","1","10100","0","1.5"
"","610100006","5","232","0","3","0","1.5","0","0","610100110","0","1","0","-70","1","10100","0","1.5"
"","610101004","5","175","600","1","0","5.5","5074322","5074321","610101401","3","2","0","-30","1","10101","0","1.18"
"","610101005","5","175","600","2","25","1.5","5074323","0","610101402","0","3","0","-30","1","10101","0","1.55"
"","610101006","5","175","0","3","0","1.5","0","0","0","0","1","0","-45","1","10101","0","1.55"
"","610102004","5","235","600","1","0","5.5","5102322","5102321","0","3","1","32","-85","1","10102","0","1.25"
"","610102005","5","235","600","2","0","1.5","5102323","0","610102402","0","2","0","-80","1","10102","0","1.1"
"","610102006","5","235","0","3","0","1.5","0","0","0","0","1","0","-85","1","10102","0","1.25"
"","610103004","5","178","600","1","0","5.5","5076322","5076321","610103401","3","2","0","-40","1","10103","0","2.2"
"","610103005","5","178","0","2","0","1.5","5076323","0","610103402","0","1","97","-40","1","10103","0","2.4"
