9013322b5e4a0fa61bfe60fa091bc64a303fd8166c667a110bf9f7c434465c93,112fa9995cc7bba9174b2bcdf03fd216a80d10c4602aa57c3648477f03af31d6,e352e5d90574ec047cac4be39e4f02b47a564eee8b8be98c751b0ac383c0a5cd,7d9c6643e9415a26bae3e510d18172cd374d60c7f7ffcb895ff14db9852bcc14,0d1b0a762f090e3b2277cfdbdc46bc3c46abcbd39400a72d69fcc8b7e9ad2efa,a4a14b1d216e9f06fc5c77151e3f76af46f7b1f273e546f1b8e200aff7b39cf0,70e1add015456565e4a515e81456f9e89e2c66eba8b999207779ef65e194dabf,7e53a2836dd8cff53340f80ec04026fe5035cd45550a0220bb254ae5508304fd,efcf8a7baaf417d167d749700bf8629a81200ed447991207f29c494562c58865,4a5c1906514384775796c64625c8cc277de728628db50ff521ef8f0e3e0a6eb2,ae5c318f6ad3b2245aa913b067a834a58dec2fd50eaef66e1784f06b677fbdd5,3553d19dd209397fb2c457b89d56303a302755885a14f718a834e6bc7c8e570a,67731c137b2a84c64f5d669a6688e7414b3ed5dc900239d95732ec432b3b68ed
"1","0","0","0","3211002","0","1","0","1","イノリ","カヤ","ミフユ","ホマレ"
"0","0","0","0","3220001","0","1","0","1","アリ","クモ","アメンボ","ムカデ"
"0","0","0","0","3220002","0","1","0","1","カエル","ミミズ","ヒト","バッタ"
"0","0","0","0","3220003","0","1","0","1","トビウオ","メバル","チョウチンアンコウ","カワハギ"
"0","0","0","0","3220006","0","1","0","1","キンギョ","ベタ","メダカ","グッピー"
"0","0","0","0","3220007","0","1","0","1","ヒマワリ","ヒヤシンス","タンポポ","チューリップ"
"1","0","0","0","3220009","0","1","0","1","シロナガス","マッコウ","ジンベエ","セミ"
"0","0","0","0","3220011","0","1","0","1","ツキノワグマ","タンチョウ","オコジョ","トキ"
"1","0","0","0","3220012","0","1","0","1","イチゴ","メロン","リンゴ","スイカ"
"1","0","0","0","3220013","0","1","0","1","二酸化炭素","光","酸素","水"
"1","0","0","0","3220014","0","1","0","1","ボルボックス","ミジンコ","クツワムシ","アオミドロ"
"1","0","0","0","3220015","0","1","0","1","シーズー","パグ","ソマリ","チワワ"
"0","0","0","0","3220016","0","1","0","1","フナムシ","イモムシ","ミドリムシ","アオムシ"
"0","0","0","0","3221001","0","1","0","1","ユカリ","ミミ","キョウカ","モニカ"
"1","0","0","0","3221002","0","1","0","1","モニカ","シオリ","ハツネ","トモ"
"0","0","0","0","3230001","0","1","0","1","ねずみ","羊","獅子","牛"
"1","0","0","0","3230004","1","1","0","0","ライオン","ヤマネコ","トラ","ウミネコ"
"1","0","0","0","3230005","0","1","0","1","セメント質","エナメル質","神経質","象牙質"
"1","0","0","0","3230006","0","1","0","1","オオルリ","ウグイス","エトピリカ","コマドリ"
"1","0","0","0","3230007","0","1","0","1","一重咲き","カクタス咲き","ロゼッタ咲き","アネモネ咲き"
"0","0","0","0","3230008","0","1","0","1","イルカ","サンショウウオ","ニホンザル","ワニ"
"0","0","0","0","3230010","0","1","0","1","コンドル","コウモリ","ミミズク","モモンガ"
"0","0","0","0","3230011","0","1","0","1","ペンギン","イルカ","ダチョウ","ムササビ"
"1","0","0","0","3230012","1","1","0","0","コウモリ","イモリ","カタツムリ","ヤモリ"
"1","0","0","0","3230013","0","1","0","1","ハラ","ムネ","シリ","アタマ"
"1","0","0","0","3230014","0","1","0","1","マナヅル","オオハクチョウ","スズメ","ツバメ"
"0","0","0","0","3230016","0","1","0","1","コウモリ","カメ","ヒト","ヘビ"
"0","0","0","0","3231001","0","1","0","1","ペコリーヌ","シェフィ","キャル","コッコロ"
"1","0","0","0","3231002","0","1","0","1","ホマレ","レイ","ラビリスタ","コッコロ"
"0","0","0","0","3310001","0","1","0","1","1","4","3","2"
"0","0","0","0","3310003","0","1","0","1","銅","アルミニウム","金","銀"
"1","0","0","0","3310005","0","1","0","1","インチ","尺","ファラッド","メートル"
"1","0","0","0","3310006","0","1","0","1","タンジェント","コサイン","ヒロイン","サイン"
"1","0","0","0","3310007","0","1","0","1","長方形","ひし形","おうぎ形","正方形"
"0","0","0","0","3310008","0","1","0","1","827","215","112","405"
"1","0","0","0","3310009","0","1","0","1","D","E","A","L"
"1","0","0","0","3310010","1","1","0","0","金","アルミニウム","銀","鉄"
"0","0","0","0","3310012","0","1","0","1","蒸留水","水酸化ナトリウム水溶液","硝酸","石けん水"
"1","0","0","0","3310013","0","1","0","1","緑","藍","桃","赤"
"0","0","0","0","3310014","0","1","0","1","4","5","3","6"
"1","0","0","0","3310015","0","0","0","1","15:9","4:1","12:8","10:6"
"1","0","0","0","3311001","0","1","0","1","ランドソル","オーマ","キャッスル・オブ・パルフェ","ソルの塔"
"0","0","0","0","3311002","0","1","0","1","ソルの塔","キャッスル・オブ・パルフェ","オーマ","ふぁんふぁんファーム"
"1","0","0","0","3320001","0","1","0","1","うろこぐも","にゅうどうぐも","じょろうぐも","いわしぐも"
"1","0","0","0","3320002","0","1","0","1","ベガ","アルタイル","アンタレス","デネブ"
"1","0","0","0","3320003","0","1","0","1","作用点","力点","交点","支点"
"1","0","0","0","3320004","0","1","0","1","放射","対流","反射","伝導"
"1","0","0","0","3320005","0","0","0","1","111111","11111","1111","111"
"1","0","0","0","3320007","0","1","0","1","緑","青","黄","赤"
"1","0","0","0","3320008","0","1","0","1","海王星","天王星","冥王星","地球"
"0","0","0","0","3320010","0","1","0","1","こいぬ座","わし座","おおいぬ座","はくちょう座"
"0","0","0","0","3320011","0","1","0","1","塩水","塩酸","アンモニア水","レモンの果汁"
"0","0","0","0","3320014","0","1","0","1","酸素","臭素","二酸化炭素","塩素"
"0","0","0","0","3320015","0","1","0","1","水色である","最も軽い気体である","ツンとする臭いがある","酸素と混ぜて燃やすと音が出る"
"0","0","0","0","3320016","0","1","0","1","1","2","0","3"
"0","0","0","0","3321001","0","1","0","1","メルクリウス財団","ルーセント学院","王宮騎士団","リトルリリカル"
"0","0","0","0","3321002","0","1","0","1","美肌効果","のど・鼻の保湿効果","保温効果","清涼効果"
"1","0","0","0","3330001","0","1","0","1","おおぐま座","おおかみ座","おおやぎ座","おおいぬ座"
"0","0","0","0","3330002","0","1","0","1","アルタイル","リゲル","シリウス","ベテルギウス"
"1","0","0","0","3330003","0","1","0","1","安山岩","玄武岩","閃緑岩","流紋岩"
"0","0","0","0","3330004","0","1","0","1","アルミニウム","マグネシウム","カリウム","カルシウム"
"0","0","0","0","3330007","0","1","0","1","二素","炭素","化素","酸素"
"0","0","0","0","3330010","0","1","0","1","ルート1000","2×2×5×5","6！","10の2乗"
"0","0","0","0","3330011","0","1","0","1","2×3×4","ルート225","112÷7","4＋5＋6"
"1","0","0","0","3330012","0","1","0","1","酸素","水素","窒素","炭素"
"0","0","0","0","3330013","0","1","0","1","硫酸","硝酸","水酸化ナトリウム","塩酸"
"1","0","0","0","3330014","0","1","0","1","薄雲","霧","天気雨","雪"
"0","0","0","0","3330015","0","1","0","1","ケイ素","塩素","窒素","フッ素"
"1","0","0","0","3330016","0","1","0","1","フラーレン","ダイヤモンド","オゾン","黒鉛"
"0","0","0","0","3331001","0","1","0","1","ケレス森林","ペテロ大森林","イリス樹海","カスタリア樹林"
"1","0","0","0","3331002","0","1","0","1","イオカステ岩山","ヘリケ巨木","アルバ浜堤","スィオネ樹林"
"1","0","0","0","3410001","0","1","0","1","キッチン","トイレ","玄関","風呂場"
"0","0","0","0","3410002","0","1","0","1","弁護士","消防士","警備員","警察官"
"1","0","0","0","3410003","0","1","0","1","新聞紙","段ボール","蛍光灯","雑誌"
"0","0","0","0","3410004","0","1","0","1","オレンジ","緑","青","黄"
"0","0","0","0","3410005","0","1","0","1","放置","連絡","練習","報告"
"1","0","0","0","3410006","0","1","0","1","黄","青","紫","赤"
"1","0","0","0","3410007","0","1","0","1","リサイクル","リユース","リスタート","リデュース"
"1","0","0","0","3410008","0","1","0","1","孫","祖父","親友","妻"
"1","0","0","0","3410010","0","1","0","1","輪切り","せん切り","指切り","みじん切り"
"1","0","0","0","3410011","0","1","0","1","豆乳","豆腐","豆板醤","納豆"
"1","0","0","0","3410013","0","1","0","1","ピンクペッパー","ホワイトペッパー","レッドペッパー","ブラックペッパー"
"1","0","0","0","3410015","0","1","0","1","ジャスミン","プーアル","ブルーマウンテン","ウーロン"
"1","0","0","0","3411001","0","1","0","1","ヒヨリ","レイ","カオリ","ユイ"
"1","0","0","0","3411002","0","1","0","1","キョウカ","ミソギ","ユニ","ミミ"
"1","0","0","0","3420001","0","1","0","1","天然ガス","石炭","薪","石油"
"1","0","0","0","3420002","0","1","0","1","行政","立法","憲法","司法"
"0","0","0","0","3420003","0","1","0","1","電車賃","水道代","新聞代","電気代"
"1","0","0","0","3420004","0","1","0","1","迎春","賀正","惜春","謹賀新年"
"1","0","0","0","3420005","0","1","0","1","のち雨","一時雨","しばしば雨","ときどき雨"
"1","0","0","0","3420007","0","1","0","1","単5","単3","単7","単1"
"1","0","0","0","3420009","0","1","0","1","ボックス","プラス","スライス","マイナス"
"1","0","0","0","3420010","0","1","0","1","高野豆腐","木綿豆腐","喉ごし豆腐","絹ごし豆腐"
"1","0","0","0","3420011","0","1","0","1","ヨーグルト","バター","マヨネーズ","チーズ"
"1","0","0","0","3420012","0","1","0","1","エッグベネディクト","スクランブルエッグ","カルパッチョ","オムレツ"
"0","0","0","0","3420014","0","1","0","1","くち米","もち米","すだち米","うるち米"
"1","0","0","0","3420015","0","1","0","1","ひやむぎ","スパゲッティ","そば","うどん"
"0","0","0","0","3421001","0","1","0","1","リノ","ニノン","エリコ","キャル"
"0","0","0","0","3421002","0","1","0","1","キャラバンガチャ","レアガチャ","おにぎりガチャ","プレミアムガチャ"
"0","0","0","0","3430001","0","1","0","1","G","Z","P","E"
"1","0","0","0","3430002","0","1","0","1","ばあちゃん","じいちゃん","とうちゃん","かあちゃん"
"1","0","0","0","3430004","0","1","0","1","台所","キッチン","ベランダ","居間"
"1","0","0","0","3430005","0","1","0","1","布袋","大黒天","達磨","恵比寿"
"1","0","0","0","3430007","0","1","0","1","振動","騒音","インフルエンザ","地盤沈下"
"1","0","0","0","3430008","0","1","0","1","スロープ","歩行器","エスカレーター","車椅子"
"0","0","0","0","3430009","0","1","0","1","小学三年生","幼稚園児","中学三年生","生後半年"
"1","0","0","0","3430010","0","1","0","1","卵","油","牛乳","酢"
"1","0","0","0","3430011","0","1","0","1","ビール","ウィスキー","ワイン","焼酎"
"0","0","0","0","3430012","0","1","0","1","背脂","酢","酒","醤油"
"1","0","0","0","3430013","0","1","0","1","ナズナ","ハコベラ","ゴボウ","スズナ"
"1","0","0","0","3430015","0","1","0","1","オートミール","グラノーラ","サラミ","コーンフレーク"
"0","0","0","0","3431001","0","1","0","1","フラッグは譲れない","サマーゲームの覇者","砂浜のプリンセス","譲れないサマーゲーム"
"1","0","0","0","3431002","0","1","0","1","渚の不動の4番","渚のスラッガー","ぷうきちストライク","渚の4番見習い"
"1","0","0","0","3510001","0","1","0","1","チェス","囲碁","将棋","オセロ"
"1","0","0","0","3510002","0","1","0","1","リコーダー","フルート","バイオリン","尺八"
"1","0","0","0","3510003","0","1","0","1","尺八","クラリネット","インターネット","太鼓"
"1","0","0","0","3510004","0","1","0","1","ビショップ","クイーン","ジェネラル","ポーン"
"0","0","0","0","3510005","0","1","0","1","騎士","歩","塔","王将"
"1","0","0","0","3510006","0","1","0","1","ダーツ","ツイスター","トランプ","モノポリー"
"1","0","0","0","3510007","0","1","0","1","1","4","2","3"
"1","0","0","0","3510008","0","1","0","1","カン","チー","ツモ","ポン"
"0","0","0","0","3510009","0","1","0","1","シ","ラ","ミ","ファ"
"0","0","0","0","3510013","0","1","0","1","パイプオルガン","コントラバス","フルート","バイオリン"
"1","0","0","0","3510014","0","1","0","1","トライアングル","ティンパニー","ベース","タンバリン"
"0","0","0","0","3510015","0","1","0","1","トランペット","ファゴット","チューバ","フルート"
"0","2","4","3","3511001","0","1","1","1","","","",""
"1","0","0","0","3511002","0","1","0","1","メモリーピース","ピュアメモリーピース","プリンセスハート","プリンセスオーブ"
"0","0","0","0","3520001","0","1","0","1","キャスト","チェックメイト","ストレート","スティルメイト"
"1","0","0","0","3520002","0","1","0","1","麻雀","すごろく","花札","チンチロリン"
"0","0","0","0","3520003","0","1","0","1","スクリュードライバー","レッドアイ","ジントニック","ブラッディマリー"
"1","0","0","0","3520004","0","1","0","1","チェロ","バイオリン","ギター","ビオラ"
"1","0","0","0","3520005","0","1","0","1","刺し箸","渡し箸","伏せ箸","迷い箸"
"1","0","0","0","3520006","0","1","0","1","狂言","能","京劇","歌舞伎"
"0","0","0","0","3520009","0","1","0","1","金","角","歩","飛車"
"1","0","0","0","3520010","0","1","0","1","エレクトリック","グランド","グレート","アップライト"
"0","0","0","0","3520011","0","1","0","1","桃","梅","椿","桜"
"0","0","0","0","3520012","0","1","0","1","K","D","Q","C"
"1","0","0","0","3520015","0","1","0","1","灰色","白","赤","黒"
"1","0","0","0","3520016","0","1","0","1","V","U","E","S"
"0","0","0","0","3521001","0","1","0","1","チョコ","ミント","イチゴ","バニラ"
"1","0","0","0","3521002","0","1","0","1","キウイ","ブドウ","メロン","イチゴ"
"1","0","0","0","3530001","0","1","0","1","1～12","赤","40","奇数"
"1","0","0","0","3530002","0","1","0","1","猫間","腰板","犬間","水腰"
"0","0","0","0","3530003","0","1","0","1","ギター","バラライカ","ベース","三味線"
"0","0","0","0","3530005","0","1","0","1","9","A","2","J"
"0","0","0","0","3530006","0","1","0","1","Creative","Copy","Call","Carbon"
"1","0","0","0","3530007","0","1","0","1","真打","二ツ目","一ツ目","前座"
"1","0","0","0","3530008","0","1","0","1","カラット","カラー","カーボン","カット"
"1","0","0","0","3530010","0","1","0","1","1000","5000","2500","10000"
"0","0","0","0","3530011","0","1","0","1","オーボエ","ピッコロ","クラリネット","フルート"
"1","0","0","0","3530012","0","1","0","1","フルハウス","フラッシュ","スリーペア","ストレート"
"1","0","0","0","3530013","0","1","0","1","スピード","ダウト","ヨット","ポーカー"
"0","0","0","0","3530016","0","1","0","1","鯉","蝶","銀杏","猪"
"1","0","0","0","3531001","1","1","0","0","あかっご泣いても、蓋とるな","はじっめ、ちょろちょろ","な～か、ぱっぱ","うつっわに乗せて、ふーふーふー"
"0","0","0","0","3531002","0","1","0","1","レインボーたい焼き","贅沢たい焼き","プラチナたい焼き","ゼリー入りあんこたい焼き"
"1","0","0","0","3610003","1","1","0","0","平均台","鉄棒","吊り輪","ダンス"
"0","0","0","0","3610004","0","1","0","1","バット","ラケット","ミット","ミトン"
"0","0","0","0","3610005","0","1","0","1","サッカー","野球","バスケットボール","テニス"
"0","0","0","0","3610006","0","1","0","1","剣道","弓道","ラクロス","アーチェリー"
"0","0","0","0","3610007","0","1","0","1","レスリング","スキー","柔道","水泳"
"1","0","0","0","3610008","0","1","0","1","テニス","バドミントン","バスケットボール","バレーボール"
"0","0","0","0","3610010","0","1","0","1","テニス","スケート","サーフィン","スキー"
"1","0","0","0","3610011","1","1","0","0","ミッドフィルダー","フォワード","ディフェンダー","ゴールキーパー"
"0","0","0","0","3610012","0","1","0","1","テニス","サッカー","野球","アイスホッケー"
"0","0","0","0","3610013","0","1","0","1","レスリング","フェンシング","スカイダイビング","剣道"
"1","0","0","0","3610014","0","1","0","1","ボクシング","柔道","剣道","レスリング"
"0","0","0","0","3610015","0","1","0","1","スカイダイビング","シュノーケリング","ボクシング","サーフィン"
"1","0","0","0","3611001","0","1","0","1","ポセイドン・嵐撃の槍","黒月の守護像","ジャバウォック","ラースドラゴン"
"0","0","0","0","3611002","0","1","0","1","リマ","クウカ","ミヤコ","ノゾミ"
"0","0","0","0","3620001","0","1","0","1","100m","50m","15m","25m"
"0","0","0","0","3620002","0","1","0","1","足払い","突き","場外に出る","二刀流"
"1","0","0","0","3620003","0","1","0","1","小手","胴","すね","面"
"1","0","0","0","3620006","0","1","0","1","はさみ跳び","ベリーロール","三段跳び","背面跳び"
"1","0","0","0","3620007","0","1","0","1","ゼロワン","カウントアップ","カウントダウン","クリケット"
"1","0","0","0","3620008","1","0","0","0","正五角形","正四角形","正六角形","正三角形"
"0","0","0","0","3620009","0","1","0","1","黒","白","青","赤"
"1","0","0","0","3620010","0","1","0","1","長距離走","自転車","砲丸投げ","水泳"
"0","0","0","0","3620013","0","1","0","1","ファイブボール","セブンボール","イレブンボール","ナインボール"
"1","0","0","0","3620014","1","1","0","0","スクワット","デッドリフト","ベンチプレス","ボディビル"
"0","0","0","0","3620015","0","1","0","1","レフト","セカンド","ライト","ファースト"
"0","0","0","0","3620016","0","1","0","1","タッグ","フリースタイル","オールレンジ","グレコローマン"
"0","0","0","0","3621001","0","1","0","1","ガーゴイル・バースト","マグスガーゴイル","ガーゴイル","ガーゴイル・マギ"
"1","0","0","0","3621002","0","1","0","1","カリン","サレン（サマー）","アメス","モニカ"
"1","0","0","0","3630001","1","0","0","0","7番","5番","10番","1番"
"0","0","0","0","3630003","0","1","0","1","ブランケット","アルティメット","ロケット","クリケット"
"1","0","0","0","3630004","1","1","0","0","バドミントン","卓球","テニス","バレーボール"
"0","0","0","0","3630005","1","0","0","1","一丁投げ","二本背負い","二丁投げ","一本背負い"
"0","0","0","0","3630006","0","1","0","1","准将","副将","将軍","大将"
"0","0","0","0","3630007","0","1","0","1","セカンド","ファースト","サード","キャッチャー"
"1","0","0","0","3630008","0","1","0","1","小結","関脇","横綱","大関"
"0","0","0","0","3630010","0","1","0","1","鉄棒","跳馬","平行棒","床"
"0","0","0","0","3630012","0","1","0","1","グラップ","ペンホルダー","つまみ持ち","シェークハンド"
"0","0","0","0","3630013","0","1","0","1","リベロ","パワーフォワード","ディフェンダー","ポイントガード"
"1","0","0","0","3630014","0","1","0","1","ラインバッカー","センター","シューティングガード","ランニングバック"
"0","0","0","0","3630016","0","1","0","1","スパイカー","セッター","センターブロッカー","リベロ"
"0","0","0","0","3631001","0","1","0","1","ブルーブラッド","アクアスラッシャー","ガイアバルディッシュ","ターコイズ・ノア"
"1","0","0","0","3631002","0","1","0","1","レヴィアタンランス","タイフーン・ラブドリーム","覇海姫・竜征冥風裂波斬","スプレッドアフェクション"
