32840f8bde1717755054cc16fa2e48d49290aaea17d0a5f62b1b1ee959cba31b,9dfb708e66920ae67bf76dc95dae6739581bd92f400f5d35fcdf6cf238428eb3,a4b658406cdb19fc7c868b6cb6d0e0aba6c56ebad211a2458a56344ecb062b03,89481b36ac803a12da56751f3d3f5cfe3284ff147770cfaab9599af768511a35,5d956d781bb5bff0803c9410032426a0ab7e151d76e78996216ac86e5bcaf97f,a37f5ab706cc3072e33f234275690737730473c6d8cbf261edde2f97993797e9,7f232401ca56c3202301be28f8ae9afa88efef238abea2a9019b37777fe39500,c8b5d3b005c35104cd5c6d23f96a1623b5c316bfb366c806ca80350a7c8d2e22,580dbcfebd8cbe818dc47572c1e3a0158bbf9e4a8e1790e464a69dbe73401ac1,6f367dc68c30f9c82e19362c1c706fb762d6e34bb36c011aeabf28e48bc929ff,04c27e94dd78b51c090f483f7d4b4797a54938f00d2726070fede73b772d74c6,f3e117e9adc13c0a8856949d5e65eee2f89710f511ba17d7686639e12fac2b43,e285c75d6284ccea8d411ab65b487fbebfc477eac89647dc44d324a46678f01d,6ddab93437542d50d0370b0a12ebe2c78b55d26700d5e4ebf21e08e64f62c363,c22ba7c0fabbe189f1a47141c9d5110c94bee797f4c2f13ce846d8a21f601e27,d51ac7a32b7cf94d9358b2e39a3c71e3c6529beef60d0de6e932018881c0e24b,75cc12adf91fd8265abfb6907d95afb81b273a179a9fc850ed9107a15ed41c0c,584606f5bd9333cd3d53bf44d3853b65f7d7e1a3c42074a8513d7626f259abf7,a5b1aaac554fa7c64dcb462639dd6a058e2ca697cc61294803388f261f1fbcf7,26f6768df68bbe00594958fb1dc93e0643b652133dc0f384373d5362275f7d58,69eb9b9871818d73e81109873869334e88f594fa1966aefd9f890e156d75c065,1c142134216c4ae060c984093ef429c1e2144f1f414c9b644fe812ae780e0653,8f682cb45057f8a2f0af7d2b8f8b942991484fe10cfcb693bffa6cfa8732179e,f7bfb420ac95e09ea2d37c14349b46f2c73ff5ae3723d08d5db87676e2247bd2,dd50a281a90b37a1d6971c63ff33fec6d725f71d6486af896d431beb2e295091,e9c760859d7270bdb144d9015635dd6ca44409ca6f6a89c05e91257407746d95,2b19a3ebdd8dfd54760d99e7fc94d801837bf1a2a8850291e819cd3c94a2771e,fe6867952d7c6838e430885ccab2238ef55c71497f79b722fa9cf6350fc63051,58d78b3759302beb0b055f2f0304bb8f93bdd9e767688e11de3eb9049aeaa213,da84a647509eddb903ea688454bf960be9d8f7ca83b2a256d2546ee129f860c9,9417c44e259f6ac855b443819148d552cb4fefaff0ff914675b6af047ad1e133,7c0a02b92455e2bbd02413e31ef9af0b3b70cbda6e0787dd41cd38f21d7a8a70,179b20e5062b5833cc16a29327128ba2ad63cc0995ffea4e3c4d6f782aff396b,aaa73e75a96812c21f6962f10e654da8b4980091405f2bcabc715274780791e2,57edf515de89aa2d8e3230b972076bd8340bdc883fa3fde8981ef91337395673,b603ebecb60c65c49f97aa05da7473ff43418f63059e2a03eae0531dbbcf2536,0e65d1a3658e8c4271ad927f93bfa1a4ab5988fdeba40fd5c5427ba72879fbd5,73484ce27f0ff7d5f85277fe360a83afcd471a114c274bbd5b14bc5732f9f639,03489c68ce5ca54dcfb923b80d4553bb5cc766644ba8b95096886484dbd4d2bd,6a8d0c84ea6f8144c4f26bf5e214664a00b0e3e675aad77d2d224fdbc9873cc9,6f2547727ad90ee45fd106a196cb95f8f6b5888cc7bdea4c64bcf185ec792b8b,588524fbee1bd9a4f1c3aea1f5a489be766b7b8ce86afe11013e2dedf707acd2
"480000","0","1","0","0","0","102152","0.7","0","40001","-1","370","0","300","-335","0.7","90005","0","0","2200116","0.7","-40","1","333","166","721603701","bgm_M126","0","0.7","0","140000","90","91002","72160370","-1","0.9","0","94002","0","30","-168","16"
"480000","0","1","0","0","0","102162","0.7","0","40001","-1","380","0","300","-335","0.7","90005","0","0","2200117","0.7","0","1","333","166","721703801","bgm_M126","0","0.7","0","140000","90","91002","72170380","-1","0.9","0","94002","0","30","-168","17"
"560000","0","1","0","0","0","102162","0.7","0","40001","-1","390","0","300","-335","0.7","90005","0","0","2200118","0.7","0","1","333","166","721803901","bgm_M126","0","0.7","0","140000","90","91002","72180390","-1","0.9","0","94002","0","30","-168","18"
"560000","0","1","0","0","0","102322","0.7","0","40001","-1","400","0","300","-335","0.7","90005","0","0","2200119","0.7","0","1","333","166","721904001","bgm_M126","0","0.7","0","140000","90","91002","72190400","-1","0.9","0","94002","0","30","-168","19"
"640000","0","1","0","0","0","102322","0.7","0","40001","-1","410","0","300","-335","0.7","90005","0","0","2200120","0.7","0","1","333","166","722004101","bgm_M126","0","0.7","0","140000","90","91002","72200410","-1","0.9","0","94002","0","30","-168","20"
"640000","0","1","0","0","0","102502","0.7","0","40001","-1","420","0","300","-335","0.7","90005","0","0","2200121","0.7","0","1","333","166","722104201","bgm_M126","0","0.7","0","140000","90","91002","72210420","-1","0.8","0","94002","0","30","-168","21"
"720000","0","1","0","0","0","102502","0.7","0","40001","-1","430","0","300","-335","0.7","90005","0","0","2200122","0.7","0","1","333","166","722204301","bgm_M126","0","0.7","0","140000","90","91002","72220430","-1","0.8","0","94002","0","30","-168","22"
"720000","0","1","0","0","0","102512","0.7","0","40001","-1","440","0","300","-335","0.7","90005","0","0","2200123","0.7","0","1","333","166","722304401","bgm_M126","0","0.7","0","140000","90","91002","72230440","-1","0.9","0","94002","0","30","-168","23"
"800000","0","1","0","0","0","102512","0.7","0","40001","-1","450","0","300","-335","0.7","90005","0","0","2200124","0.7","0","1","333","166","722404501","bgm_M126","0","0.7","0","140000","90","91002","72240450","-1","0.9","0","94002","0","30","-168","24"
"800000","0","1","0","0","0","102632","0.7","0","40001","-1","460","0","300","-335","0.7","90005","0","0","2200125","0.7","0","1","333","166","722504601","bgm_M126","0","0.7","0","140000","90","91002","72250460","-1","0.9","0","94002","0","30","-168","25"
"880000","0","1","0","0","0","102632","0.7","0","40001","-1","470","0","300","-335","0.7","90005","0","0","2200126","0.7","0","1","333","166","722604701","bgm_M126","0","0.7","0","140000","90","91002","72260470","-1","0.9","0","94002","0","30","-168","26"
"880000","0","1","0","0","0","102642","0.7","0","40001","-1","480","0","300","-335","0.7","90005","0","0","2200127","0.7","0","1","333","166","722704801","bgm_M126","0","0.7","0","140000","90","91002","72270480","-1","0.8","0","94002","0","30","-168","27"
"960000","0","1","0","0","0","102642","0.7","0","40001","-1","490","0","300","-335","0.7","90005","0","0","2200128","0.7","0","1","333","166","722804901","bgm_M126","0","0.7","0","140000","90","91002","72280490","-1","0.8","0","94002","0","30","-168","28"
"960000","0","1","0","0","0","102702","0.7","0","40001","-1","500","0","300","-335","0.7","90005","0","0","2200129","0.7","0","1","333","166","722905001","bgm_M126","0","0.7","0","140000","90","91002","72290500","-1","0.8","0","94002","0","30","-168","29"
"1040000","0","1","0","0","0","102702","0.7","0","40001","-1","510","0","300","-335","0.7","90005","0","0","2200130","0.7","0","1","333","166","723005101","bgm_M126","0","0.7","0","140000","90","91002","72300510","-1","0.8","0","94002","0","30","-168","30"
"1040000","0","1","0","0","0","102712","0.7","0","40001","-1","520","0","300","-335","0.7","90005","0","0","2200131","0.7","0","1","333","166","723105201","bgm_M126","0","0.7","0","140000","90","91002","72310520","-1","0.8","0","94002","0","30","-168","31"
"1120000","0","1","0","0","0","102712","0.7","0","40001","-1","530","0","300","-335","0.7","90005","0","0","2200132","0.7","0","1","333","166","723205301","bgm_M126","0","0.7","0","140000","90","91002","72320530","-1","0.8","0","94002","0","30","-168","32"
"1120000","0","1","0","0","0","102502","0.7","0","40001","-1","540","0","300","-335","0.7","90005","0","0","2200133","0.7","0","1","333","166","723305401","bgm_M126","0","0.7","0","140000","90","91002","72330540","-1","0.8","0","94002","0","30","-168","33"
"1200000","0","1","0","0","0","102502","0.7","0","40001","-1","550","0","300","-335","0.7","90005","0","0","2200134","0.7","0","1","333","166","723405501","bgm_M126","0","0.7","0","140000","90","91002","72340550","-1","0.8","0","94002","0","30","-168","34"
"1200000","0","1","0","0","0","102832","0.7","0","40001","-1","560","0","300","-335","0.7","90005","0","0","2200135","0.7","0","1","333","166","723505601","bgm_M126","0","0.7","0","140000","90","91002","72350560","-1","0.9","0","94002","0","30","-168","35"
"1280000","0","1","0","0","0","102832","0.7","0","40001","-1","570","0","300","-335","0.7","90005","0","0","2200136","0.7","0","1","333","166","723605701","bgm_M126","0","0.7","0","140000","90","91002","72360570","-1","0.9","0","94002","0","30","-168","36"
"1280000","0","1","0","0","0","102502","0.7","0","40001","-1","580","0","300","-335","0.7","90005","0","0","2200137","0.7","0","1","333","166","723705801","bgm_M126","0","0.7","0","140000","90","91002","72370580","-1","0.8","0","94002","0","30","-168","37"
"1360000","0","1","0","0","0","102502","0.7","0","40001","-1","590","0","300","-301","0","90005","0","0","2200138","0.7","0","1","0","299","723805901","bgm_M126","0","0.7","0","140000","90","91002","72380590","99","0.8","0","94002","0","30","-101","38"
"1360000","0","1","0","0","0","101902","0.7","0","40001","-1","600","0","300","-301","0","90005","0","0","2200139","0.7","0","1","0","299","723906001","bgm_M126","0","0.7","0","140000","90","91002","72390600","99","0.9","0","94002","0","30","-101","39"
"1440000","0","1","0","0","0","101902","0.7","0","40001","-1","610","0","300","-301","0","90005","0","0","2200140","0.7","0","1","0","299","724006101","bgm_M126","0","0.7","0","140000","90","91002","72400610","99","0.9","0","94002","0","30","-101","40"
"1440000","0","1","0","0","0","102162","0.7","0","40001","-1","620","0","300","-301","0","90005","0","0","2200141","0.7","0","1","0","299","724106201","bgm_M126","0","0.7","0","140000","90","91002","72410620","99","0.9","0","94002","0","30","-101","41"
"1520000","0","1","0","0","0","102162","0.7","0","40001","-1","630","0","300","-301","0","90005","0","0","2200142","0.7","0","1","0","299","724206301","bgm_M126","0","0.7","0","140000","90","91002","72420630","99","0.9","0","94002","0","30","-101","42"
"1520000","0","1","0","0","0","101312","0.7","0","40001","-1","640","0","300","-301","0","90005","0","0","2200143","0.7","0","1","0","299","724306401","bgm_M126","0","0.7","0","140000","90","91002","72430640","99","0.7","0","94002","0","30","-101","43"
"1600000","0","1","0","0","0","101312","0.7","0","40001","-1","650","0","300","-301","0","90005","0","0","2200144","0.7","0","1","0","299","724406501","bgm_M126","0","0.7","0","140000","90","91002","72440650","99","0.7","0","94002","0","30","-101","44"
"1600000","0","1","0","0","0","102142","0.7","0","40001","-1","660","0","300","-301","0","90005","0","0","2200145","0.7","0","1","0","299","724506601","bgm_M126","0","0.7","0","140000","90","91002","72450660","99","0.7","0","94002","0","30","-101","45"
"1680000","0","1","0","0","0","102142","0.7","0","40001","-1","670","0","300","-301","0","90005","0","0","2200146","0.7","0","1","0","299","724606701","bgm_M126","0","0.7","0","140000","90","91002","72460670","99","0.7","0","94002","0","30","-101","46"
"1680000","0","1","0","0","0","102512","0.7","0","40001","-1","680","0","300","-301","0","90005","0","0","2200147","0.7","0","1","0","299","724706801","bgm_M126","0","0.7","0","140000","90","91002","72470680","99","0.9","0","94002","0","30","-101","47"
"1760000","0","1","0","0","0","102512","0.7","0","40001","-1","690","0","300","-301","0","90005","0","0","2200148","0.7","0","1","0","299","724806901","bgm_M126","0","0.7","0","140000","90","91002","72480690","99","0.9","0","94002","0","30","-101","48"
"1760000","0","1","0","0","0","101512","0.7","0","40001","-1","700","0","300","-301","0","90005","0","0","2200149","0.7","0","1","0","299","724907001","bgm_M126","0","0.7","0","140000","90","91002","72490700","99","0.9","0","94002","0","30","-101","49"
"1840000","0","15","0","10","0","101512","0.7","0","40001","-1","710","0","300","-301","0","90005","0","50003","2200150","0.7","0","1","0","299","725007101","bgm_M126","0","0.7","0","140001","90","91002","72500710","99","0.9","0","94002","0","30","-101","50"
"1840000","0","15","0","10","0","102642","0.7","0","40001","-1","720","0","300","-301","0","90005","0","50003","2200151","0.7","0","1","0","299","725107201","bgm_M126","0","0.7","0","140001","90","91002","72510720","99","0.9","0","94002","0","30","-101","51"
"1920000","0","15","0","10","0","102642","0.7","0","40001","-1","730","0","300","-301","0","90005","0","50003","2200152","0.7","0","1","0","299","725207301","bgm_M126","0","0.7","0","140001","90","91002","72520730","99","0.9","0","94002","0","30","-101","52"
"1920000","0","15","0","10","0","101522","0.7","0","40001","-1","740","0","300","-301","0","90005","0","50003","2200153","0.7","0","1","0","299","725307401","bgm_M126","0","0.7","0","140001","90","91002","72530740","99","0.9","0","94002","0","30","-101","53"
"2000000","0","15","0","10","0","101522","0.7","0","40001","-1","750","0","300","-301","0","90005","0","50003","2200154","0.7","0","1","0","299","725407501","bgm_M126","0","0.7","0","140001","90","91002","72540750","99","0.9","0","94002","0","30","-101","54"
"2000000","0","15","0","10","0","101522","0.7","0","40001","-1","760","0","300","-301","0","90005","0","50003","2200155","0.7","0","1","0","299","725507601","bgm_M126","0","0.7","0","140001","90","91002","72550760","99","0.9","0","94002","0","30","-101","55"
"2080000","0","15","0","10","0","101522","0.7","0","40001","-1","770","0","300","-301","0","90005","0","50003","2200156","0.7","0","1","0","299","725607701","bgm_M126","0","0.7","0","140001","90","91002","72560770","99","0.9","0","94002","0","30","-101","56"
"30","0","1","0","2080000","0","81008508","0.7","0","40001","-1","780","0","15","-335","0.7","91002","0","94002","2200157","0.7","0","1","333","166","725707801","bgm_M559","0","0.7","0","4101511","90","140001","72570780","-1","0.7","0","90005","0","300","-168","57"
