0372c42f3527c53bc2e57695225d38e39a009463f6c65b2573d139c131f64cac,37c5ab60c8da8e7d7b3ab1c4b6b901342c193b89b5e1503519dccd5125d7e0d6,07bc9d4c19e39be8df4c9f30fbe67e0903f906e495655091806d2498da39f56f,c8dd35f9639f1d498a1b7b6ee0500757b3d7fa3fc8469ab99dfc4f55afdb9d07,1c08794c386e887b1784b323f9c1886363f11a938aad7b5cd99b94a03a9da1cb,491a6465637771ab82c3801020a69e6b7d293ea4d448dd3a7429ec8c57f4e393,79d4f04f3dafc5bf59b9a48aea6e55681e75ac170ef912855b95464aea1f883d,b091d2efb05407fcccf2575e27321b33ee9373116a48d2531070ce351fca7958,679cf81ad567f86e9bbef5ed0b9840286bdd24d9884dc86ca417685352a1fe2f,74da89f737e1b779fc43318da788e053da6975ea542336520732b8418ebc022d,ee23bac5e06770a8507242329e9750cd7236504a2da8f32171a0b51ae95bcd56
"4","psy_cris_approach_loop","psy_cris_approach_in","107131","0.2","3","0","0","4056","1",""
"4","0","vo_minigame_1008_drama_0410","vo_minigame_1008","","21","0","","4057","",""
"4","1","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","107131","0","11","8","0","4058","0","0.5"
"4","","1","4","","93","","","4059","",""
"4","psy_talk_arm_crossed_loop","psy_talk_arm_crossed","107131","0.2","3","0","0","4060","1",""
"4","","","4058","","91","","","4061","",""
"4","","psy_talk_joy1","107131","0.2","3","1","","4062","",""
"4","0","vo_minigame_1008_drama_0411","vo_minigame_1008","","21","0","","4063","",""
"4","1","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","107131","0","11","8","0","4064","0","0.5"
"4","","","0","","91","","","4065","",""
"4","","psy_idle_joy1","107131","0.2","3","1","","4066","",""
"4","","psy_miyako_anger2","119931","0.2","3","1","","4067","",""
"4","0","vo_minigame_1008_drama_0404","vo_minigame_1008","","21","0","","4068","",""
"4","1","な、なんでそうなるのーー！？","119931","0","11","6","0","4069","0","0.5"
"4","","","4","","93","","","4070","",""
"4","","","0","","91","","","4071","",""
"5","-300","119931","1","1.7","1","100","0","5001","-200","psy_miyako_start"
"5","300","104931","1","1.7","1","100","1","5002","-220","psy_walk"
"5","0","11","1","1","31","0","","5003","1",""
"5","-300","1","1","1.7","5","101","0","5004","-200","psy_smoke_start"
"5","2","185","104931","","2","-220","","5005","0",""
"5","","","2","","93","","","5006","",""
"5","","psy_talk_wish","104931","0.2","3","1","","5007","",""
"5","0","vo_minigame_1008_drama_0504","vo_minigame_1008","","21","0","","5008","",""
"5","1","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","104931","0","11","8","0","5009","0","0.5"
"5","","1","4.3","","93","","","5010","",""
"5","","psy_talk_joy1","104931","0.2","3","1","","5011","",""
"5","","","5009","","91","","","5012","",""
"5","","psy_idle_joy1","104931","0.2","3","1","","5013","",""
"5","psy_miyako_talk3","psy_miyako_appear","119931","0","3","0","0.2","5014","1",""
"5","psy_smoke_start","psy_smoke_appear","1","0","3","0","0","5015","0",""
"5","0","vo_minigame_1008_drama_0501","vo_minigame_1008","","21","0","","5016","",""
"5","1","うるさいの。\nいきなりなんなの？","119931","0","11","6","0","5017","0","0.5"
"5","","","0","","91","","","5018","",""
"5","","0","0","","22","","","5019","",""
"5","","psy_miyako_idle","119931","0.2","3","1","","5020","",""
"5","","psy_talk_joy1","104931","0.2","3","1","","5021","",""
"5","0","vo_minigame_1008_drama_0505","vo_minigame_1008","","21","0","","5022","",""
"5","1","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","104931","0","11","8","0","5023","0","0.5"
"5","","","4","","93","","","5024","",""
"5","","psy_talk_wish","104931","0.2","3","1","","5025","",""
"5","","","5023","","91","","","5026","",""
"5","","","0","","91","","","5027","",""
"5","","psy_idle_wish","104931","0.2","3","1","","5028","",""
"5","","psy_miyako_anger3","119931","0.2","3","1","","5029","",""
"5","0","vo_minigame_1008_drama_0502","vo_minigame_1008","","21","0","","5030","",""
"5","1","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","119931","0","11","6","0","5031","0","0.5"
"5","","1","5","","93","","","5032","",""
"5","psy_miyako_arm_crossed_loop","psy_miyako_arm_crossed_in","119931","0.2","3","0","0","5033","1]",""
"5","","","5031","","91","","","5034","",""
"5","","0","0","","22","","","5035","",""
"5","","psy_miyako_arm_crossed_idle","119931","0.2","3","1","","5036","",""
"5","","psy_talk_wish","104931","0.2","3","1","","5037","",""
"5","0","vo_minigame_1008_drama_0506","vo_minigame_1008","","21","0","","5038","",""
"5","1","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","104931","0","11","8","0","5039","0","0.5"
"5","","","0","","91","","","5040","",""
"5","","psy_talk_joy2","104931","0.2","3","1","","5041","",""
"5","0","vo_minigame_1008_drama_0507","vo_minigame_1008","","21","0","","5042","",""
"5","1","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","104931","0","11","8","0","5043","0","0.5"
"5","","","0","","91","","","5044","",""
"5","","psy_talk_memory","104931","0.2","3","1","","5045","",""
"5","0","vo_minigame_1008_drama_0508","vo_minigame_1008","","21","0","","5046","",""
"5","1","まずはそう、運命の出会いから……","104931","0","11","8","0","5047","0","0.5"
"5","","","0","","91","","","5048","",""
"5","","psy_idle_memory","104931","0.2","3","1","","5049","",""
"5","","psy_miyako_sad1","119931","0.2","3","1","","5050","",""
"5","0","vo_minigame_1008_drama_0503","vo_minigame_1008","","21","0","","5051","",""
"5","1","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","119931","0","11","6","0","5052","0","0.5"
"5","","","0","","91","","","5053","",""
"5","","0","0","","22","","","5054","",""
"5","","psy_miyako_hide","119931","0.2","3","0","","5055","",""
"5","psy_smoke_start","psy_smoke_hide","1","0","3","0","0","5056","0",""
"5","","","2","","93","","","5057","",""
"5","","","0","","91","","","5058","",""
"6","-300","119931","1","1.7","1","100","1","6001","-200","psy_miyako_idle_thinking"
"6","300","103131","1","1.7","1","100","1","6002","-220","psy_walk"
"6","0","11","1","1","31","0","","6003","1",""
"6","0","17","119931","0","12","2","0","6004","0","0"
"6","2","185","103131","","2","-220","","6005","0",""
"6","","","2","","93","","","6006","",""
"6","","psy_talk_wish","103131","0.2","3","1","","6007","",""
"6","0","vo_minigame_1008_drama_0605","vo_minigame_1008","","21","0","","6008","",""
"6","1","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","103131","0","11","8","0","6009","0","0.5"
"6","","","0","","91","","","6010","",""
"6","","psy_idle_wish","103131","0.2","3","1","","6011","",""
"6","","0","119931","","4","","","6012","",""
"6","psy_miyako_talk_joy2","psy_miyako_surprise2_in","119931","0.2","3","0","0.2","6013","1",""
"6","","","1","","93","","","6014","",""
"6","0","vo_minigame_1008_drama_0601","vo_minigame_1008","","21","0","","6015","",""
"6","1","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","119931","0","11","6","0","6016","0","0.5"
"6","","1","3","","93","","","6017","",""
"6","","psy_miyako_talk2","119931","0.2","3","1","","6018","",""
"6","","","6016","","91","","","6019","",""
"6","","0","0","","22","","","6020","",""
"6","","psy_miyako_idle_sad","119931","0.2","3","1","","6021","",""
"6","","psy_talk_sad","103131","0.2","3","1","","6022","",""
"6","0","vo_minigame_1008_drama_0606","vo_minigame_1008","","21","0","","6023","",""
"6","1","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","103131","0","11","8","0","6024","0","0.5"
"6","","","0","","91","","","6025","",""
"6","","psy_idle_sad","103131","0.2","3","1","","6026","",""
"6","","psy_miyako_panic3","119931","0.2","3","1","","6027","",""
"6","0","vo_minigame_1008_drama_0602","vo_minigame_1008","","21","0","","6028","",""
"6","1","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","119931","0","11","5","0","6029","0","0.5"
"6","","1","5.5","","93","","","6030","",""
"6","","psy_miyako_sad2","119931","0.2","3","1","","6031","",""
"6","","","6029","","91","","","6032","",""
"6","","0","0","","22","","","6033","",""
"6","","psy_miyako_idle_sad","119931","0.2","3","1","","6034","",""
"6","psy_talk_surprise1","psy_surprise","103131","0.2","3","0","0.2","6035","1",""
"6","0","vo_minigame_1008_drama_0607","vo_minigame_1008","","21","0","","6036","",""
"6","1","ミヤコさんが……自分で……\nプリンを……","103131","0","11","8","0","6037","0","0.5"
"6","","","0","","91","","","6038","",""
"6","","psy_idle_surprise1","103131","0.2","3","1","","6039","",""
"6","","psy_miyako_talk2","119931","0.2","3","1","","6040","",""
"6","0","vo_minigame_1008_drama_0603","vo_minigame_1008","","21","0","","6041","",""
"6","1","どうしたの？","119931","0","11","6","0","6042","0","0.5"
"6","","","0","","91","","","6043","",""
"6","","0","0","","22","","","6044","",""
"6","","psy_miyako_idle","119931","0.2","3","1","","6045","",""
"6","","psy_talk_joy1","103131","0.2","3","1","","6046","",""
"6","0","vo_minigame_1008_drama_0608","vo_minigame_1008","","21","0","","6047","",""
"6","1","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","103131","0","11","8","0","6048","0","0.5"
"6","","1","4","","93","","","6049","",""
"6","","psy_talk_wish","103131","0.2","3","1","","6050","",""
"6","","","6048","","91","","","6051","",""
"6","","psy_idle_wish","103131","0.2","3","1","","6052","",""
"6","","psy_miyako_joy1","119931","0.2","3","1","","6053","",""
"6","0","vo_minigame_1008_drama_0604","vo_minigame_1008","","21","0","","6054","",""
"6","1","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","119931","0","11","6","0","6055","0","0.5"
"6","","1","5","","93","","","6056","",""
"6","psy_miyako_guts1_loop","psy_miyako_guts1_in","119931","0.2","3","0","0","6057","1",""
"6","","","6055","","91","","","6058","",""
"6","","0","0","","22","","","6059","",""
"6","","","1.5","","93","","","6060","",""
"6","","","0","","91","","","6061","",""
"7","-200","119931","1","1.7","1","100","0","7001","-200","psy_miyako_idle"
"7","125","1","1","1.7","5","100","0","7002","-220","psy_fairy_idle"
"7","0","11","1","1","31","0","","7003","1",""
"7","","","2","","93","","","7004","",""
