02b45d04907eb7ea1a20fb44881d1401db4a3ed67779fa27413eeb9dba2bd24c,8f983a0165fb414cc9c7315a2ea82063346eb004ba00b4c5f5c0ae15208bdf0b,9f49dd13ef6cd44b5010d40fd855abb4d7df51f3b9e3fc67f229d69c7c312695,21e419efec602b69d8ea2c0ce8c5ece531bec82e81b78b3e80ec3334ab1514ed,385b8d7daae03b0a729808a582aa8132cbaa1936c5be3cc8b8d9d28b848bdb2e,7730278a59108c09d54080c4147f44b78f3ac19097668feda54eba50f2d73962,32d956134306db985de7d18d6b3de77b1ad5344428006adc2df2c37b42a932f9,a2c166c6c1a9a5744a5c7963ff1f22166047a38100da86be7b65b1fea36e6939,dd20297a3aec81f7f6c6fe80172c0fd967b5bd0b2165a25f613fb212317c7feb,4d5f69ebba0990d8b4ffd3b5507929efe8532ca2f01fd8e0767fbf4c3d8fcebf,2314d3c2815636255b6c1d004f75c56833d8e02b77a89dd5272df3a0d6a45fe7,d8017a433c7711db1ef89cd9898baacc846d609645af8803bd7285429e080a87,12c8c6d65d8dc29efe3d57d00785072e1282317c736425207df0ed6bde7814a5,f552538346cb1c28bd39f1ca1711c32479bfa5b8729fe02f8ec950d19f2404aa,81c544175e4cc5e42f8e85e34c205b26efd2756d90f37c7abe2c861f8049c601,458120ab3a9867f18769ff730593450416e904d2c3ae8b06b1c2c80327bb38d9,da5cebba75726a67aeebe7716e97066b5f1678bc6ae515b0bbf354edd9f3282d,671755f00a0cde3c56ff1fb56f4c9167c3a704f36d4c90596db80f3a5790ce08
"0","9100","0","0","0","0","0","0","91002","0","9100","0","0","0","30","0","8","20"
"0","9200","0","0","0","0","0","0","91002","0","9200","0","0","0","30","0","8","21"
"0","9300","0","0","0","0","0","0","91002","0","9300","0","0","0","30","0","8","22"
"0","9400","0","0","0","0","0","0","91002","0","9400","0","0","0","30","0","8","23"
"0","9500","0","0","0","0","0","0","91002","0","9500","0","0","0","30","0","8","24"
"0","9600","0","0","0","0","0","0","91002","0","9600","0","0","0","30","0","8","25"
"0","9700","0","0","0","0","0","0","91002","0","9700","0","0","0","30","0","8","26"
"0","9800","0","0","0","0","0","0","91002","0","9800","0","0","0","30","0","8","27"
"0","9900","0","0","0","0","0","0","91002","0","9900","0","0","0","30","0","8","28"
"0","10000","0","0","0","0","0","0","91002","0","10000","0","0","0","30","0","8","29"
"0","10100","0","0","0","0","0","0","91002","0","10100","0","0","0","30","0","8","30"
"0","10200","0","0","0","0","0","0","91002","0","10200","0","0","0","30","0","8","31"
"0","10300","0","0","0","0","0","0","91002","0","10300","0","0","0","30","0","8","32"
"0","10400","0","0","0","0","0","0","91002","0","10400","0","0","0","30","0","8","33"
"0","10500","0","0","0","0","0","0","91002","0","10500","0","0","0","30","0","8","34"
"0","10600","0","0","0","0","0","0","91002","0","10600","0","0","0","30","0","8","35"
"0","10700","0","0","0","0","0","0","91002","0","10700","0","0","0","30","0","8","36"
"0","10800","0","0","0","0","0","0","91002","0","10800","0","0","0","30","0","8","37"
"0","10900","0","0","0","0","0","0","91002","0","10900","0","0","0","30","0","8","38"
"0","11000","0","0","0","0","0","0","91002","0","11000","0","0","0","30","0","8","39"
"0","11100","0","0","0","0","0","0","91002","0","11100","0","0","0","30","0","8","40"
"0","11200","0","0","0","0","0","0","91002","0","11200","0","0","0","30","0","8","41"
"0","11300","0","0","0","0","0","0","91002","0","11300","0","0","0","30","0","8","42"
"0","11400","0","0","0","0","0","0","91002","0","11400","0","0","0","30","0","8","43"
"0","11500","0","0","0","0","0","0","91002","0","11500","0","0","0","30","0","8","44"
"0","11600","0","0","0","0","0","0","91002","0","11600","0","0","0","30","0","8","45"
"0","11700","0","0","0","0","0","0","91002","0","11700","0","0","0","30","0","8","46"
"0","11800","0","0","0","0","0","0","91002","0","11800","0","0","0","30","0","8","47"
"0","11900","0","0","0","0","0","0","91002","0","11900","0","0","0","30","0","8","48"
"0","12000","0","0","0","0","0","0","91002","0","12000","0","0","0","30","0","8","49"
"0","12100","0","0","0","0","0","0","91002","0","12100","0","0","0","30","0","8","50"
"0","12200","0","0","0","0","0","0","91002","0","12200","0","0","0","30","0","8","51"
"0","12300","0","0","0","0","0","0","91002","0","12300","0","0","0","30","0","8","52"
"0","12400","0","0","0","0","0","0","91002","0","12400","0","0","0","30","0","8","53"
"0","12500","0","0","0","0","0","0","91002","0","12500","0","0","0","30","0","8","54"
"0","12600","0","0","0","0","0","0","91002","0","12600","0","0","0","30","0","8","55"
"0","12700","0","0","0","0","0","0","91002","0","12700","0","0","0","30","0","8","56"
"0","12800","0","0","0","0","0","0","91002","0","12800","0","0","0","30","0","8","57"
"0","12900","0","0","0","0","0","0","91002","0","12900","0","0","0","30","0","8","58"
"0","13000","0","0","0","0","0","0","91002","0","13000","0","0","0","30","0","8","59"
"0","13100","0","0","0","0","0","0","91002","0","13100","0","0","0","30","0","8","60"
"0","13200","0","0","0","0","0","0","91002","0","13200","0","0","0","30","0","8","61"
"0","13300","0","0","0","0","0","0","91002","0","13300","0","0","0","30","0","8","62"
"0","13400","0","0","0","0","0","0","91002","0","13400","0","0","0","30","0","8","63"
"0","13500","0","0","0","0","0","0","91002","0","13500","0","0","0","30","0","8","64"
"0","13600","0","0","0","0","0","0","91002","0","13600","0","0","0","30","0","8","65"
"0","13700","0","0","0","0","0","0","91002","0","13700","0","0","0","30","0","8","66"
"0","13800","0","0","0","0","0","0","91002","0","13800","0","0","0","30","0","8","67"
"0","13900","0","0","0","0","0","0","91002","0","13900","0","0","0","30","0","8","68"
"0","14000","0","0","0","0","0","0","91002","0","14000","0","0","0","30","0","8","69"
"0","14100","0","0","0","0","0","0","91002","0","14100","0","0","0","30","0","8","70"
"0","14200","0","0","0","0","0","0","91002","0","14200","0","0","0","30","0","8","71"
"0","14300","0","0","0","0","0","0","91002","0","14300","0","0","0","30","0","8","72"
"0","14400","0","0","0","0","0","0","91002","0","14400","0","0","0","30","0","8","73"
"0","14500","0","0","0","0","0","0","91002","0","14500","0","0","0","30","0","8","74"
"0","14600","0","0","0","0","0","0","91002","0","14600","0","0","0","30","0","8","75"
"0","14700","0","0","0","0","0","0","91002","0","14700","0","0","0","30","0","8","76"
"0","14800","0","0","0","0","0","0","91002","0","14800","0","0","0","30","0","8","77"
"0","14900","0","0","0","0","0","0","91002","0","14900","0","0","0","30","0","8","78"
"0","15000","0","0","0","0","0","0","91002","0","15000","0","0","0","30","0","8","79"
