40f387155230b234850893cb255cc9d8ce143b86b262fbb765a55327b4f425ad,649c8405733caf756bdaa41dd3161e4d90b87093740dd8c1c73315f68a16e67b,397442e16da6985725f80bcd9a4aa65bb4760ed1339a42245ced40d487054b66,4b854180e562e7ed88a837d74bc7636810a26ccf7fd1e557ff4f78a6e38d66c0,9b31f187218acf4994f9f2b9fd4ba8f0e5919cecb0cfaf52a61e0e57ed95d2d1,9c0058cf55265fd88b4a196a3e0038669e17c8ea999bbdc3ec1f10ede9eaf0f0,8e31f4ea34dd645e2c08577d5959b5b4bd1c8f4b6400af3005762490aeccf1b3,3229acf01478b5ab84c19b8e1910cffe6fa123b00df303fb3f3451f520e61d8b,bf253693bd50f1a06b2e8a2ea15cacd759dbc66ba0a13187724a2d890e877e5f,ac11203e9139099b425dbc3e6b047389502bda9293bc279cef76bbcbd73bc47e,0d2c7f5a1e22de9a0af907d5a4ade4bf06e95eb4e727fbca07b388f5db7c4b90,7628d8cf9339632374e42b1058ad18893de8f5f1bc76c247dea1f659fab1fd9a,9753f56d8248217b50302d059d671a9890b7884c2f76c1aaedbdb90b3fd5a70b,c66da56a16f6bc618236852195e77194ce2aea62c86e27f35a4608ceb09a0402,1a49f1e1be629eeaa44d9e314a876c54d64eed0a89c8d3e88715c151bb59cec7,6401ecd3f0a5ef0fa5d354d00bda3c848764f0ac228dd67776b5f34e2f89193b,98120d0407e9cb718986e44116659670a7f2fa60da552063be341ad381801092,c596c41fa8a3cffb1ed2d2f5ff2482e10951b1376cb2848114b3de986ae2a9b6,7a5f5b995729cd29b2ebe1c3f2d47cfdba2bce9b280f4e2f031698c34c699208,27ec748b0919af68d541c95b0b2ce5269ea9a39f2720f59726d319b3e4b521cb,f98b1bd81e68129ee93affcd086790e8695d42cc7b4d57d54600069ac46c87c3,83c48f0ce15233ac394732189aad2271e581659171c33e938d8337b21705ecd8,c012040d67e34d11ba2de80bf8285794d6b4a2096c9e2903f9cd02a650221e4b,ec29dabeb159fabe58f8ea7b8759fb3c375b7531b9683e2c38bba5693a610f63,aa5d0749e4d515e5e5668a0b43dfaa8f71fa53a71fff0ce674cea55d9e19e2f1,592e2a37ee08b0fe2e08ecc1f201220686eb257c032c96e334e0afe4fbd42fb6,e820fe039256666287c6301c83544521e7eda46d90f0cd3956030fe73e8815fb,9682694957f2bfa6bb1219613c6c464c5df5137701117000fc3a13714948a98a,7804052748dc8bc0594872a780602b3223415ed66e2711638210d37cae1a6c39,89e2d7c694e6face82d439d1ab4bb4f65ac80600f02eae79d54e54236dbdf0b0,f80e1207be347b86b399745699a027ef8caf1f79398022bd203565299ccf0838,ab36514e06c3836fc78efca3441b3e63f53b714430f003c95a2e971f126a4c4f,e7720958a42b058cfca8a4dbf2f68b941d72698804ca45f02fa7e6e1fa45c656,887395311175622436e5a3bf7db6b5c3042e5afeadadc1d807b7dcd7fa6a5a1b,e867887e78057610b1f194cf0d83334b451f81c255e37d70e1914c2ca6d88f34,d283f91e7f4f95b1ea020364ea9c2efb534fd38c02e45ab603253fe2b2644c14,e2cc421412277a786cda331fd9a30ee42b5bde405bf2dc07fbc0b8084b13bace,32845014da224cb3cd10ab6d8f4955f902644197ecaec89d5bd33408bc7f489e,29f10327a34ad776e28ea8967285359daf86336fcb4a44b760e040de8df8bcab,e57c5ac3b1e3c098ebcededb8df011d8170ccfc1dd1f30ae28042dbd5fdef938
"30","0","0","0","0","20","1","0","20","16","0","20","13","20","10","20","0","20","20","20","0","1","670010020","200000006","1","20","1563","186","20","20","10","200100","0","20","20","20","20","20","20","0"
"30","0","0","0","0","21","1","0","21","18","0","21","15","21","10","21","0","21","21","21","0","1","670010021","200000006","1","21","1784","206","21","21","10","200100","0","21","21","21","21","21","21","0"
"30","0","0","0","0","22","1","0","22","20","0","22","17","22","10","22","0","22","22","22","0","1","670010022","200000006","1","22","2005","225","22","22","10","200100","0","22","22","22","22","22","22","0"
"30","0","0","0","0","23","1","0","23","21","0","23","18","23","10","23","0","23","23","23","0","1","670010023","200000006","1","23","2225","245","23","23","10","200100","0","23","23","23","23","23","23","0"
"30","0","0","0","0","24","1","0","24","23","0","24","20","24","10","24","0","24","24","24","0","1","670010024","200000006","1","24","2446","264","24","24","10","200100","0","24","24","24","24","24","24","0"
"30","0","0","0","0","25","1","0","25","24","0","25","21","25","10","25","0","25","25","25","0","1","670010025","200000006","1","25","2701","267","25","25","10","200100","0","25","25","25","25","25","25","0"
"30","0","0","0","0","26","1","0","26","24","0","26","21","26","10","26","0","26","26","26","0","1","670010026","200000006","1","26","2956","269","26","26","10","200100","0","26","26","26","26","26","26","0"
"30","0","0","0","0","27","1","0","27","24","0","27","21","27","10","27","0","27","27","27","0","1","670010027","200000006","1","27","3211","289","27","27","10","200100","0","27","27","27","27","27","27","0"
"30","0","0","0","0","28","1","0","28","25","0","28","21","28","10","28","0","28","28","28","0","1","670010028","200000006","1","28","3466","309","28","28","10","200100","0","28","28","28","28","28","28","0"
"30","0","0","0","0","29","1","0","29","25","0","29","22","29","10","29","0","29","29","29","0","1","670010029","200000006","1","29","3721","330","29","29","10","200100","0","29","29","29","29","29","29","0"
"30","0","0","0","0","30","1","0","30","25","0","30","22","30","10","30","0","30","30","30","0","1","670010030","200000006","1","30","3976","350","30","30","10","200100","0","30","30","30","30","30","30","0"
"30","0","0","0","0","31","1","0","31","26","0","31","22","31","10","31","0","31","31","31","0","1","670010031","200000006","1","31","4232","370","31","31","10","200100","0","31","31","31","31","31","31","0"
"30","0","0","0","0","32","1","0","32","26","0","32","22","32","10","32","0","32","32","32","0","1","670010032","200000006","1","32","4487","390","32","32","10","200100","0","32","32","32","32","32","32","0"
"30","0","0","0","0","33","1","0","33","26","0","33","22","33","10","33","0","33","33","33","0","1","670010033","200000006","1","33","4742","410","33","33","10","200100","0","33","33","33","33","33","33","0"
"30","0","0","0","0","34","1","0","34","26","0","34","23","34","10","34","0","34","34","34","0","1","670010034","200000006","1","34","4997","431","34","34","10","200100","0","34","34","34","34","34","34","0"
"30","0","0","0","0","35","1","0","35","27","0","35","23","35","10","35","0","35","35","35","0","1","670010035","200000006","1","35","5252","451","35","35","10","200100","0","35","35","35","35","35","35","0"
"30","0","0","0","0","36","1","0","36","27","0","36","23","36","10","36","0","36","36","36","0","1","670010036","200000006","1","36","5507","471","36","36","10","200100","0","36","36","36","36","36","36","0"
"30","0","0","0","0","37","1","0","37","31","0","37","27","37","10","37","0","37","37","37","0","1","670010037","200000006","1","37","5667","516","37","37","10","200100","0","37","37","37","37","37","37","0"
"30","0","0","0","0","38","1","0","38","35","0","38","31","38","10","38","0","38","38","38","0","1","670010038","200000006","1","38","5826","562","38","38","10","200100","0","38","38","38","38","38","38","0"
"30","0","0","0","0","39","1","0","39","39","0","39","35","39","10","39","0","39","39","39","0","1","670010039","200000006","1","39","5986","607","39","39","10","200100","0","39","39","39","39","39","39","0"
"30","0","0","0","0","40","1","0","40","40","0","40","36","40","10","40","0","40","40","40","0","1","670010040","200000006","1","40","7437","712","40","40","10","200100","0","40","40","40","40","40","40","0"
"30","0","0","0","0","41","1","0","41","40","0","41","36","41","10","41","0","41","41","41","0","1","670010041","200000006","1","41","8888","816","41","41","10","200100","0","41","41","41","41","41","41","0"
"30","0","0","0","0","42","1","0","42","41","0","42","36","42","10","42","0","42","42","42","0","1","670010042","200000006","1","42","9321","913","42","42","10","200100","0","42","42","42","42","42","42","0"
"30","0","0","0","0","43","1","0","43","41","0","43","36","43","10","43","0","43","43","43","0","1","670010043","200000006","1","43","9754","1010","43","43","10","200100","0","43","43","43","43","43","43","0"
"30","0","0","0","0","44","1","0","44","45","0","44","38","44","10","44","0","44","44","44","0","1","670010044","200000006","1","44","10008","1079","44","44","10","200100","0","44","44","44","44","44","44","0"
"30","0","0","0","0","45","1","0","45","49","0","45","41","45","10","45","0","45","45","45","0","1","670010045","200000006","1","45","10263","1148","45","45","10","200100","0","45","45","45","45","45","45","0"
"30","0","0","0","0","46","1","0","46","53","0","46","43","46","10","46","0","46","46","46","0","1","670010046","200000006","1","46","10517","1217","46","46","10","200100","0","46","46","46","46","46","46","0"
"30","0","0","0","0","47","1","0","47","57","0","47","45","47","10","47","0","47","47","47","0","1","670010047","200000006","1","47","10771","1286","47","47","10","200100","0","47","47","47","47","47","47","0"
"30","0","0","0","0","48","1","0","48","61","0","48","48","48","10","48","0","48","48","48","0","1","670010048","200000006","1","48","11026","1355","48","48","10","200100","0","48","48","48","48","48","48","0"
"30","0","0","0","0","49","1","0","49","65","0","49","50","49","10","49","0","49","49","49","0","1","670010049","200000006","1","49","11280","1424","49","49","10","200100","0","49","49","49","49","49","49","0"
"30","0","0","0","0","50","1","0","50","69","0","50","52","50","10","50","0","50","50","50","0","1","670010050","200000006","1","50","11534","1493","50","50","10","200100","0","50","50","50","50","50","50","0"
"30","0","0","0","0","51","1","0","51","73","0","51","55","51","10","51","0","51","51","51","0","1","670010051","200000006","1","51","11789","1562","51","51","10","200100","0","51","51","51","51","51","51","0"
"30","0","0","0","0","52","1","0","52","77","0","52","57","52","10","52","0","52","52","52","0","1","670010052","200000006","1","52","12043","1632","52","52","10","200100","0","52","52","52","52","52","52","0"
"30","0","0","0","0","53","1","0","53","81","0","53","59","53","10","53","0","53","53","53","0","1","670010053","200000006","1","53","12297","1701","53","53","10","200100","0","53","53","53","53","53","53","0"
"30","0","0","0","0","54","1","0","54","85","0","54","62","54","10","54","0","54","54","54","0","1","670010054","200000006","1","54","12552","1770","54","54","10","200100","0","54","54","54","54","54","54","0"
"30","0","0","0","0","55","1","0","55","89","0","55","64","55","10","55","0","55","55","55","0","1","670010055","200000006","1","55","12806","1839","55","55","10","200100","0","55","55","55","55","55","55","0"
"30","0","0","0","0","56","1","0","56","93","0","56","66","56","10","56","0","56","56","56","0","1","670010056","200000006","1","56","13060","1908","56","56","10","200100","0","56","56","56","56","56","56","0"
"30","0","0","0","0","57","1","0","57","97","0","57","69","57","10","57","0","57","57","57","0","1","670010057","200000006","1","57","13315","1977","57","57","10","200100","0","57","57","57","57","57","57","0"
"30","0","0","0","0","58","1","0","58","101","0","58","71","58","10","58","0","58","58","58","0","1","670010058","200000006","1","58","13569","2046","58","58","10","200100","0","58","58","58","58","58","58","0"
"30","0","0","0","0","59","1","0","59","105","0","59","73","59","10","59","0","59","59","59","0","1","670010059","200000006","1","59","13823","2115","59","59","10","200100","0","59","59","59","59","59","59","0"
"30","0","0","0","0","60","1","0","60","109","0","60","76","60","10","60","0","60","60","60","0","1","670010060","200000006","1","60","14078","2184","60","60","10","200100","0","60","60","60","60","60","60","0"
"30","0","0","0","0","61","1","0","61","113","0","61","78","61","10","61","0","61","61","61","0","1","670010061","200000006","1","61","14332","2253","61","61","10","200100","0","61","61","61","61","61","61","0"
"30","0","0","0","0","62","1","0","62","113","0","62","79","62","10","62","0","62","62","62","0","1","670010062","200000006","1","62","15514","2280","62","62","10","200100","0","62","62","62","62","62","62","0"
"30","0","0","0","0","63","1","0","63","114","0","63","79","63","10","63","0","63","63","63","0","1","670010063","200000006","1","63","16696","2306","63","63","10","200100","0","63","63","63","63","63","63","0"
"30","0","0","0","0","64","1","0","64","114","0","64","80","64","10","64","0","64","64","64","0","1","670010064","200000006","1","64","17878","2333","64","64","10","200100","0","64","64","64","64","64","64","0"
"30","0","0","0","0","65","1","0","65","114","0","65","81","65","10","65","0","65","65","65","0","1","670010065","200000006","1","65","19060","2359","65","65","10","200100","0","65","65","65","65","65","65","0"
"30","0","0","0","0","66","1","0","66","115","0","66","82","66","10","66","0","66","66","66","0","1","670010066","200000006","1","66","20242","2386","66","66","10","200100","0","66","66","66","66","66","66","0"
"30","0","0","0","0","67","1","0","67","115","0","67","82","67","10","67","0","67","67","67","0","1","670010067","200000006","1","67","21425","2412","67","67","10","200100","0","67","67","67","67","67","67","0"
"30","0","0","0","0","68","1","0","68","115","0","68","83","68","10","68","0","68","68","68","0","1","670010068","200000006","1","68","22607","2439","68","68","10","200100","0","68","68","68","68","68","68","0"
"30","0","0","0","0","69","1","0","69","116","0","69","84","69","10","69","0","69","69","69","0","1","670010069","200000006","1","69","23789","2466","69","69","10","200100","0","69","69","69","69","69","69","0"
"30","0","0","0","0","70","1","0","70","116","0","70","85","70","10","70","0","70","70","70","0","1","670010070","200000006","1","70","24971","2492","70","70","10","200100","0","70","70","70","70","70","70","0"
"30","0","0","0","0","71","1","0","71","116","0","71","85","71","10","71","0","71","71","71","0","1","670010071","200000006","1","71","26153","2519","71","71","10","200100","0","71","71","71","71","71","71","0"
"30","0","0","0","0","1","1","0","1","8","0","1","10","1","10","1","0","1","1","1","0","1","670020001","200000001","1","1","924","108","1","1","10","200200","0","1","1","1","1","1","1","0"
"30","0","0","0","0","2","1","0","2","8","0","2","10","2","10","2","0","2","2","2","0","1","670020002","200000001","1","2","927","111","2","2","10","200200","0","2","2","2","2","2","2","0"
"30","0","0","0","0","3","1","0","3","8","0","3","10","3","10","3","0","3","3","3","0","1","670020003","200000001","1","3","930","114","3","3","10","200200","0","3","3","3","3","3","3","0"
"30","0","0","0","0","4","1","0","4","9","0","4","11","4","10","4","0","4","4","4","0","1","670020004","200000001","1","4","933","117","4","4","10","200200","0","4","4","4","4","4","4","0"
"30","0","0","0","0","5","1","0","5","9","0","5","11","5","10","5","0","5","5","5","0","1","670020005","200000001","1","5","936","120","5","5","10","200200","0","5","5","5","5","5","5","0"
"30","0","0","0","0","6","1","0","6","9","0","6","11","6","10","6","0","6","6","6","0","1","670020006","200000001","1","6","939","123","6","6","10","200200","0","6","6","6","6","6","6","0"
"30","0","0","0","0","7","1","0","7","10","0","7","12","7","10","7","0","7","7","7","0","1","670020007","200000001","1","7","942","126","7","7","10","200200","0","7","7","7","7","7","7","0"
"30","0","0","0","0","8","1","0","8","10","0","8","12","8","10","8","0","8","8","8","0","1","670020008","200000001","1","8","945","129","8","8","10","200200","0","8","8","8","8","8","8","0"
"30","0","0","0","0","9","1","0","9","10","0","9","12","9","10","9","0","9","9","9","0","1","670020009","200000001","1","9","948","132","9","9","10","200200","0","9","9","9","9","9","9","0"
"30","0","0","0","0","10","1","0","10","11","0","10","13","10","10","10","0","10","10","10","0","1","670020010","200000001","1","10","951","135","10","10","10","200200","0","10","10","10","10","10","10","0"
"30","0","0","0","0","11","1","0","11","11","0","11","13","11","10","11","0","11","11","11","0","1","670020011","200000001","1","11","954","138","11","11","10","200200","0","11","11","11","11","11","11","0"
"30","0","0","0","0","12","1","0","12","11","0","12","13","12","10","12","0","12","12","12","0","1","670020012","200000001","1","12","957","141","12","12","10","200200","0","12","12","12","12","12","12","0"
"30","0","0","0","0","13","1","0","13","12","0","13","14","13","10","13","0","13","13","13","0","1","670020013","200000001","1","13","960","144","13","13","10","200200","0","13","13","13","13","13","13","0"
"30","0","0","0","0","14","1","0","14","12","0","14","14","14","10","14","0","14","14","14","0","1","670020014","200000001","1","14","963","147","14","14","10","200200","0","14","14","14","14","14","14","0"
"30","0","0","0","0","15","1","0","15","13","0","15","15","15","10","15","0","15","15","15","0","1","670020015","200000001","1","15","966","151","15","15","10","200200","0","15","15","15","15","15","15","0"
"30","0","0","0","0","16","1","0","16","13","0","16","15","16","10","16","0","16","16","16","0","1","670020016","200000001","1","16","1322","175","16","16","10","200200","0","16","16","16","16","16","16","0"
"30","0","0","0","0","17","1","0","17","13","0","17","15","17","10","17","0","17","17","17","0","1","670020017","200000001","1","17","1678","199","17","17","10","200200","0","17","17","17","17","17","17","0"
"30","0","0","0","0","18","1","0","18","13","0","18","15","18","10","18","0","18","18","18","0","1","670020018","200000001","1","18","1884","207","18","18","10","200200","0","18","18","18","18","18","18","0"
"30","0","0","0","0","19","1","0","19","14","0","19","16","19","10","19","0","19","19","19","0","1","670020019","200000001","1","19","2090","215","19","19","10","200200","0","19","19","19","19","19","19","0"
"30","0","0","0","0","20","1","0","20","14","0","20","16","20","10","20","0","20","20","20","0","1","670020020","200000001","1","20","2296","223","20","20","10","200200","0","20","20","20","20","20","20","0"
"30","0","0","0","0","21","1","0","21","14","0","21","17","21","10","21","0","21","21","21","0","1","670020021","200000001","1","21","2377","237","21","21","10","200200","0","21","21","21","21","21","21","0"
"30","0","0","0","0","22","1","0","22","14","0","22","17","22","10","22","0","22","22","22","0","1","670020022","200000001","1","22","2458","251","22","22","10","200200","0","22","22","22","22","22","22","0"
"30","0","0","0","0","23","1","0","23","14","0","23","17","23","10","23","0","23","23","23","0","1","670020023","200000001","1","23","2658","251","23","23","10","200200","0","23","23","23","23","23","23","0"
"30","0","0","0","0","24","1","0","24","16","0","24","19","24","10","24","0","24","24","24","0","1","670020024","200000001","1","24","2829","268","24","24","10","200200","0","24","24","24","24","24","24","0"
"30","0","0","0","0","25","1","0","25","18","0","25","21","25","10","25","0","25","25","25","0","1","670020025","200000001","1","25","2999","285","25","25","10","200200","0","25","25","25","25","25","25","0"
"30","0","0","0","0","26","1","0","26","19","0","26","24","26","10","26","0","26","26","26","0","1","670020026","200000001","1","26","3170","302","26","26","10","200200","0","26","26","26","26","26","26","0"
"30","0","0","0","0","27","1","0","27","21","0","27","26","27","10","27","0","27","27","27","0","1","670020027","200000001","1","27","3340","319","27","27","10","200200","0","27","27","27","27","27","27","0"
"30","0","0","0","0","28","1","0","28","23","0","28","28","28","10","28","0","28","28","28","0","1","670020028","200000001","1","28","3511","336","28","28","10","200200","0","28","28","28","28","28","28","0"
"30","0","0","0","0","29","1","0","29","23","0","29","29","29","10","29","0","29","29","29","0","1","670020029","200000001","1","29","4632","380","29","29","10","200200","0","29","29","29","29","29","29","0"
"30","0","0","0","0","30","1","0","30","23","0","30","29","30","10","30","0","30","30","30","0","1","670020030","200000001","1","30","4717","412","30","30","10","200200","0","30","30","30","30","30","30","0"
"30","0","0","0","0","31","1","0","31","23","0","31","28","31","10","31","0","31","31","31","0","1","670020031","200000001","1","31","4802","443","31","31","10","200200","0","31","31","31","31","31","31","0"
"30","0","0","0","0","32","1","0","32","23","0","32","28","32","10","32","0","32","32","32","0","1","670020032","200000001","1","32","4887","432","32","32","10","200200","0","32","32","32","32","32","32","0"
"30","0","0","0","0","33","1","0","33","23","0","33","28","33","10","33","0","33","33","33","0","1","670020033","200000001","1","33","4972","420","33","33","10","200200","0","33","33","33","33","33","33","0"
"30","0","0","0","0","34","1","0","34","24","0","34","28","34","10","34","0","34","34","34","0","1","670020034","200000001","1","34","5985","499","34","34","10","200200","0","34","34","34","34","34","34","0"
"30","0","0","0","0","35","1","0","35","27","0","35","32","35","10","35","0","35","35","35","0","1","670020035","200000001","1","35","6241","525","35","35","10","200200","0","35","35","35","35","35","35","0"
"30","0","0","0","0","36","1","0","36","30","0","36","36","36","10","36","0","36","36","36","0","1","670020036","200000001","1","36","6497","550","36","36","10","200200","0","36","36","36","36","36","36","0"
"30","0","0","0","0","37","1","0","37","32","0","37","39","37","10","37","0","37","37","37","0","1","670020037","200000001","1","37","6752","576","37","37","10","200200","0","37","37","37","37","37","37","0"
"30","0","0","0","0","38","1","0","38","35","0","38","43","38","10","38","0","38","38","38","0","1","670020038","200000001","1","38","7008","601","38","38","10","200200","0","38","38","38","38","38","38","0"
"30","0","0","0","0","39","1","0","39","33","0","39","42","39","10","39","0","39","39","39","0","1","670020039","200000001","1","39","7387","671","39","39","10","200200","0","39","39","39","39","39","39","0"
"30","0","0","0","0","40","1","0","40","35","0","40","44","40","10","40","0","40","40","40","0","1","670020040","200000001","1","40","8119","679","40","40","10","200200","0","40","40","40","40","40","40","0"
"30","0","0","0","0","41","1","0","41","37","0","41","46","41","10","41","0","41","41","41","0","1","670020041","200000001","1","41","9635","729","41","41","10","200200","0","41","41","41","41","41","41","0"
"30","0","0","0","0","42","1","0","42","38","0","42","47","42","10","42","0","42","42","42","0","1","670020042","200000001","1","42","11151","778","42","42","10","200200","0","42","42","42","42","42","42","0"
"30","0","0","0","0","43","1","0","43","38","0","43","47","43","10","43","0","43","43","43","0","1","670020043","200000001","1","43","11476","790","43","43","10","200200","0","43","43","43","43","43","43","0"
"30","0","0","0","0","44","1","0","44","39","0","44","47","44","10","44","0","44","44","44","0","1","670020044","200000001","1","44","11802","802","44","44","10","200200","0","44","44","44","44","44","44","0"
"30","0","0","0","0","45","1","0","45","39","0","45","47","45","10","45","0","45","45","45","0","1","670020045","200000001","1","45","12127","814","45","45","10","200200","0","45","45","45","45","45","45","0"
"30","0","0","0","0","46","1","0","46","40","0","46","48","46","10","46","0","46","46","46","0","1","670020046","200000001","1","46","13833","971","46","46","10","200200","0","46","46","46","46","46","46","0"
"30","0","0","0","0","47","1","0","47","40","0","47","49","47","10","47","0","47","47","47","0","1","670020047","200000001","1","47","15539","1128","47","47","10","200200","0","47","47","47","47","47","47","0"
"30","0","0","0","0","48","1","0","48","41","0","48","50","48","10","48","0","48","48","48","0","1","670020048","200000001","1","48","17245","1284","48","48","10","200200","0","48","48","48","48","48","48","0"
"30","0","0","0","0","49","1","0","49","41","0","49","51","49","10","49","0","49","49","49","0","1","670020049","200000001","1","49","18951","1441","49","49","10","200200","0","49","49","49","49","49","49","0"
