eecabca0301c7b17d7f3ab6524e9525de22d00d3fa7526f470e38e687c4cb230,5db512b59189972a138371bbae0fce2ba35a3aec4b283d96a02183f0282e961e,319bd3979bdf562b2df6f975087e951008c72377b297dcd3c7f91bc30aa7d7fa,50fb73f03914055348a3e195905eb233a2f1e363800d83f4c3ddcb0fb701b756,9cb21c51c992d502eae0e620d7d99f05594f078b087d1fb31005a17cd97789ef,b571849cc8696021f5a1c7701326ae5d98a4eb71e290cc0d8324e4ff541d90ff,c1c02b242056fe3a6e7a2473103deb0c1bc4f56580c323db512d9d3fb7902e86,ae846b222cbd07c2e6cca66c827071bd7a4c9de8241fcdde6020a9f0fc8fb131,b8c38898c6ed34460e3cce37c74b80e3cbaeed29766a8612119f46164358442d,69ca6a9a1d47ed0a3d4caabb6a9951d4925e2dcbe8f07934120ea7fd8056196b,491d2cefef61f9763f150b267eff0a7cd63d3f520d8d2417f33544389fa74852
"0","5152061","","31","","1","2","2","0","0","61020"
"0","5152061","","31","","1","3","3","0","1","61021"
"0","5152061","","31","","1","11","11","0","0","61022"
"","5152061","","91","","","0","0","","","61023"
"","5152061","","37","","","3","telop_1","","","61024"
"","5152061","","102","","","0","0","0","","61025"
"","5152061","","93","","","1","0","","","61026"
"callout_loop","5152061","","3","0","1","110311","callout_in","0","0.2","61027"
"","5152061","","93","","","0.1","0","","","61028"
"0","5152061","","21","","","vo_rag","vo_rag_6001","0","","61029"
"","5152061","","3","","","3","1001_in","0","0","61030"
"","5152061","","93","","","1.9","1","","","61031"
"","5152061","","3","","","3","1001_mid","0","0","61032"
"","5152061","","92","","","","","","","61033"
"","5152061","","3","","","3","1001_out","0","0","61034"
"","5152061","","93","","","0.2","0","","","61035"
"","5152061","","3","","","110311","doya_idle_joy1R","1","0.3","61036"
"gutsB_talk_joy","5152061","","3","0","1","102311","gutsB_in_joy","0","0.2","61037"
"","5152061","","3","","","102111","wish_talk","1","0.2","61038"
"idle_normal_joy","5152061","","3","0","1","131911","hello_2","0","0.2","61039"
"","5152061","","3","","","107711","sad_talk_joy","1","0.2","61040"
"handsup_loop","5152061","","3","0","1","122811","handsup_in","0","0.2","61041"
"","5152061","","3","","","122911","leanforward_joy","1","0.2","61042"
"","5152061","","3","","","122711","talk_normal","1","0.2","61043"
"0","5152061","","21","","","vo_rag","vo_rag_6002","0","","61044"
"0","5152061","","2","","0","3","-110","142","","61045"
"","5152061","","3","","","3","1002_in","0","0","61046"
"","5152061","","93","","","1.9","1","","","61047"
"","5152061","","3","","","3","1002_mid","0","0","61048"
"","5152061","","92","","","","","","","61049"
"","5152061","","3","","","3","1002_out","0","0","61050"
"","5152061","","3","","","102311","gutsB_idle","1","0.2","61051"
"","5152061","","3","","","102111","wish_idle","1","0.2","61052"
"","5152061","","3","","","131911","idle_normal","1","0.2","61053"
"","5152061","","3","","","107711","sad_idle_normal","1","0.2","61054"
"","5152061","","3","","","122811","cool_idle","1","0.2","61055"
"","5152061","","3","","","122911","idle_normal_joy1R","1","0.2","61056"
"","5152061","","3","","","122711","wish_idle","1","0.2","61057"
"gutsB_talk","5152061","","3","0","1","110311","gutsB_in","0","0.2","61058"
"0","5152061","","21","","","vo_rag","vo_rag_6003","0","","61059"
"1","5152061","0","11","15","1","110311","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","10","0","61060"
"0","5152061","","91","","","0","","0","","61061"
"","5152061","","25","","","bgm_MC175B","bgm_MC175B","","","61062"
"","5152061","","32","","","2","1","","","61063"
"kids_gungun_loop","5152061","","3","0","1","110311","kids_gungun_in","0","0.2","61064"
"0","5152061","","21","","","vo_rag","vo_rag_6004","0","","61065"
"1","5152061","1.7","11","0","0","110311","まずは空に向かって\n腕をグングン伸ばしてー！","10","0","61066"
"","5152061","","93","","","0.1","0","","","61067"
"kids_gungun_loop","5152061","","3","0","1","131911","kids_gungun_in","0","0.2","61068"
"kids_gungun_loop","5152061","","3","0","1","102311","kids_gungun_in","0","0.2","61069"
"kids_gungun_loop","5152061","","3","0","1","102111","kids_gungun_in","0","0.2","61070"
"kids_gungun_loop","5152061","","3","0","1","107711","kids_gungun_in","0","0.2","61071"
"kids_gungun_loop","5152061","","3","0","1","122811","kids_gungun_in","0","0.2","61072"
"kids_gungun_loop","5152061","","3","0","1","122911","kids_gungun_in","0","0.2","61073"
"kids_gungun_loop","5152061","","3","0","1","122711","kids_gungun_in","0","0.2","61074"
"","5152061","","93","","","5.2","0","","","61075"
"0","5152061","","91","","","61066","","0","","61076"
"0","5152061","","21","","","vo_rag","vo_rag_6005","0","","61077"
"1","5152061","2.3","11","60","0","102311","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","10","13","61078"
"","5152061","","93","","","7.8","0","","","61079"
"0","5152061","","91","","","61078","","0","","61080"
"","5152061","","3","","","110311","kids_furifuri","1","0.3","61081"
"0","5152061","","21","","","vo_rag","vo_rag_6006","0","","61082"
"1","5152061","1.7","11","17","0","110311","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","10","21","61083"
"","5152061","","93","","","0.1","0","","","61084"
"","5152061","","3","","","131911","kids_furifuri","1","0.3","61085"
"","5152061","","3","","","102311","kids_furifuriB","1","0.3","61086"
"","5152061","","3","","","102111","kids_furifuri","1","0.3","61087"
"","5152061","","3","","","107711","kids_furifuriB","1","0.3","61088"
"","5152061","","3","","","122811","kids_furifuri","1","0.3","61089"
"","5152061","","3","","","122911","kids_furifuriB","1","0.3","61090"
"","5152061","","3","","","122711","kids_furifuri","1","0.3","61091"
"","5152061","","93","","","7.3","0","","","61092"
"0","5152061","","91","","","61083","","0","","61093"
"0","5152061","","21","","","vo_rag","vo_rag_6007","0","","61094"
"1","5152061","0.5","11","60","0","102111","フリフリ～、楽しくなってきましたぁ♪","10","0","61095"
"","5152061","","93","","","5.2","0","","","61096"
"0","5152061","","91","","","61095","","0","","61097"
"","5152061","","3","","","131911","joy_idle","1","0.2","61098"
"","5152061","","3","","","102311","joy_idle","1","0.2","61099"
"","5152061","","3","","","102111","joy_idle","1","0.2","61100"
"","5152061","","3","","","107711","joy_idle","1","0.2","61101"
"","5152061","","3","","","122811","joy_idle","1","0.2","61102"
"","5152061","","3","","","122911","joy_idle","1","0.2","61103"
"","5152061","","3","","","122711","joy_idle","1","0.2","61104"
"kids_jump_sideHair_out","5152061","","3","0","0","110311","kids_jump_in_saren","0","0.2","61105"
"0","5152061","","21","","","vo_rag","vo_rag_6008","0","","61106"
"1","5152061","1","11","0","0","110311","最後はみんなで大きく…ジャーンプ！","10","0","61107"
"","5152061","","93","","","0.1","0","","","61108"
"kids_jump_mid","5152061","","3","0","1","131911","kids_jump_in","0","0.2","61109"
"kids_jump_mid","5152061","","3","0","1","102311","kids_jump_in","0","0.2","61110"
"kids_jump_mid","5152061","","3","0","1","102111","kids_jump_in","0","0.2","61111"
"kids_jump_mid","5152061","","3","0","1","107711","kids_jump_in","0","0.2","61112"
"kids_jump_mid","5152061","","3","0","1","122811","kids_jump_in","0","0.2","61113"
"kids_jump_mid","5152061","","3","0","1","122911","kids_jump_in","0","0.2","61114"
"kids_jump_mid","5152061","","3","0","1","122711","kids_jump_in","0","0.2","61115"
"","5152061","","93","","","4.1","0","","","61116"
"0","5152061","","91","","","61107","","0","","61117"
"","5152061","","37","","","2","finish","","","61118"
"","5152061","","23","","","se_10058300","se_10058300_kids_finish","0","","61119"
"","5152061","","3","","","131911","kids_jump_out","0","0","61120"
"","5152061","","3","","","102311","kids_jump_out","0","0","61121"
"","5152061","","3","","","102111","kids_jump_out","0","0","61122"
"","5152061","","3","","","107711","kids_jump_sideHair_out","0","0","61123"
"","5152061","","3","","","122811","kids_jump_out","0","0","61124"
"","5152061","","3","","","122911","kids_jump_out","0","0","61125"
"","5152061","","3","","","122711","kids_jump_sideHair_out","0","0","61126"
"0","5152061","","21","","","vo_rag","vo_rag_6009","0","","61127"
"","5152061","","3","","","2","1009_in","0","0","61128"
"","5152061","","93","","","0.4","1","","","61129"
"","5152061","","3","","","2","1009_mid","0","0","61130"
"","5152061","","92","","","","","","","61131"
"","5152061","","3","","","2","1009_out","0","0","61132"
"","5152061","","93","","","0.2","0","","","61133"
"idle_normal","5152061","","3","0.2","1","131911","kids_jump_end","0","0","61134"
"joy_idle_normal","5152061","","3","0.2","1","102311","kids_jump_end","0","0","61135"
"wish_idle","5152061","","3","0.2","1","102111","kids_jump_end","0","0","61136"
"idle_normal","5152061","","3","0.2","1","107711","kids_jump_sideHair_end","0","0","61137"
"doya_idle","5152061","","3","0.2","1","122811","kids_jump_end","0","0","61138"
"idle_normal","5152061","","3","0.2","1","122911","kids_jump_end","0","0","61139"
"idle_normal","5152061","","3","0.2","1","122711","kids_jump_sideHair_end","0","0","61140"
"0.5","5152061","","27","1","0","bgm_MC173B","bgm_MC173B","0.5","0","61141"
"talk_normal","5152061","","3","0.2","1","110311","kids_jump_sideHair_end","0","0","61142"
"0","5152061","","21","","","vo_rag","vo_rag_6010","0","","61143"
"1","5152061","0","11","0","1","110311","はい、お疲れさま\nみんな、楽しかったかしら？","10","0","61144"
"0","5152061","","91","","","0","","0","","61145"
"","5152061","","3","","","110311","idle_normal","1","0.2","61146"
"gutsB_talk","5152061","","3","0","1","131911","gutsB_in","0","0.2","61147"
"surprise3_loop_joy2","5152061","","3","0","1","102311","surprise3_in_joy2","0","0.2","61148"
"","5152061","","3","","","102111","memory_talk","1","0.2","61149"
"","5152061","","3","","","107711","wish_talk_joy_shy","1","0.2","61150"
"eieio_loop","5152061","","3","0","1","122811","eieio_in","0","0.2","61151"
"","5152061","","3","","","122911","anger_talk_joy","1","0.2","61152"
"","5152061","","3","","","122711","sad_talk_dere2","1","0.2","61153"
"0","5152061","","21","","","vo_rag","vo_rag_6011","0","","61154"
"1","5152061","0","11","60","1","131911","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","10","0","61155"
"0","5152061","","91","","","0","","0","","61156"
"","5152061","","3","","","131911","gutsB_idle","1","0.2","61157"
"","5152061","","3","","","102111","memory_talk","1","0.2","61158"
"0","5152061","","21","","","vo_rag","vo_rag_6012","0","","61159"
"1","5152061","0","11","56","1","102111","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","10","0","61160"
"0","5152061","","91","","","0","","0","","61161"
"","5152061","","3","","","102111","memory_talk","1","0.2","61162"
"","5152061","","23","","","se_10058300","se_10058300_emotion_laugh","0","","61163"
"","5152061","","32","","","11","1","","","61164"
"","5152061","","3","","","110311","sad_talk_normal","1","0.2","61165"
"0","5152061","","21","","","vo_rag","vo_rag_6013","0","","61166"
"1","5152061","0","11","0","1","110311","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","10","0","61167"
"0","5152061","","91","","","0","","0","","61168"
"","5152061","","32","","","11","0","","","61169"
"","5152061","","22","","","0","0","","","61170"
"","5152061","","93","","","0.1","0","","","61171"
"","5152061","","3","","","110311","wish_talk_joy_shy","1","0.2","61172"
"sad_idle_joy","5152061","","3","0","1","131911","smile2_joy","0","0.2","61173"
"","5152061","","3","","","102311","joy_idle","1","0.2","61174"
"","5152061","","3","","","102111","memory_idle","1","0.2","61175"
"","5152061","","3","","","107711","wish_idle_dere","1","0.2","61176"
"","5152061","","3","","","122811","cool_talk_dere2","1","0.2","61177"
"","5152061","","3","","","122911","anger_idle_normal2","1","0.2","61178"
"","5152061","","3","","","122711","sad_idle_dere","1","0.2","61179"
"","5152061","","23","","","se_10058300","se_10058300_emotion_kids","0","","61180"
"0","5152061","0","12","0","0","110311","9","2","0","61181"
"0","5152061","0","12","0","0","131911","7","2","0","61182"
"0","5152061","0","12","0","0","102311","10","2","0","61183"
"0","5152061","0","12","0","0","102111","6","2","0","61184"
"","5152061","","93","","","2.5","0","","","61185"
"","5152061","","101","","","61187","","","","61186"
"","5152061","","25","","","bgm_MC173B","bgm_MC173B","","","61187"
"","5152061","","22","","","0","0","","","61188"
"382","5152062","doya_idle","1","1","-280","1","107111","110","1.55","62001"
"145","5152062","idle_normal","1","0","-210","1","107611","105","1.5","62002"
"-22","5152062","joy_idle_normal","1","0","-296","1","131911","107","1.57","62003"
"-217","5152062","wish_idle_joy","1","0","-311","1","107511","109","1.57","62004"
"-440","5152062","cool_idle","1","0","-255","1","107811","108","1.53","62005"
"34","5152062","idle_normal","1","0","-136","1","131411","103","1.45","62006"
"-163","5152062","riri_idle","1","0","-146","1","131311","104","1.45","62007"
"-350","5152062","sad_idle_surprise1","1","0","-166","1","131511","105","1.45","62008"
"-13","5152062","empty","5","1","-235","5","5","106","1.5","62009"
"145","5152062","empty","5","0","-210","1","11","110","1.5","62010"
"-22","5152062","empty","5","0","-296","1","12","110","1.57","62011"
"-217","5152062","empty","5","0","-311","1","13","110","1.57","62012"
"-440","5152062","empty","5","0","-255","1","14","110","1.53","62013"
"34","5152062","empty","5","0","-136","1","15","107","1.45","62014"
"-163","5152062","empty","5","0","-146","1","16","107","1.45","62015"
"-350","5152062","empty","5","0","-166","1","17","107","1.45","62016"
"","5152062","","13","","","107111","210","","","62017"
"","5152062","","13","","","131911","207","","","62018"
"","5152062","","13","","","107511","209","","","62019"
"","5152062","","13","","","107611","205","","","62020"
"","5152062","","13","","","107811","208","","","62021"
"","5152062","","13","","","131411","203","","","62022"
"","5152062","","13","","","131311","204","","","62023"
"","5152062","","13","","","131511","205","","","62024"
"-13","5152062","empty","5","0","-235","1","1","108","1.57","62025"
"382","5152062","empty","5","0","11","2","2","210","1","62026"
"0","5152062","","31","","1","1","1","0","1","62027"
"0","5152062","","31","","1","2","2","0","0","62028"
"0","5152062","","31","","1","12","12","0","0","62029"
"0","5152062","","31","","1","3","3","0","1","62030"
"","5152062","","91","","","0","","","","62031"
"","5152062","","37","","","3","telop_2","","","62032"
"","5152062","","102","","","0","0","0","","62033"
"","5152062","","93","","","1","0","","","62034"
"","5152062","","3","","","107111","doya_talk","1","0.2","62035"
"0","5152062","","21","","","vo_rag","vo_rag_2001","0","","62036"
"1","5152062","0","11","35","1","107111","早朝にもかかわらず、よく集まった","10","0","62037"
"0","5152062","","91","","","0","","0","","62038"
"cool_talk_joy","5152062","","3","0","1","107111","cool_in_joy","0","0.2","62039"
"0","5152062","","21","","","vo_rag","vo_rag_2002","0","","62040"
"1","5152062","0","11","35","1","107111","オマエたちにとっておきの体操を\n伝授してやろう♪","10","0","62041"
"0","5152062","","91","","","0","","0","","62042"
"","5152062","","3","","","107111","cool_idle","1","0.2","62043"
"","5152062","","3","","","131311","gutsB_talk_anger","1","0.2","62044"
"0","5152062","","21","","","vo_rag","vo_rag_2003","0","","62045"
"1","5152062","0","11","0","1","131311","どんな苛烈な体操でも…\n頑張りぬく所存です…！","10","0","62046"
"0","5152062","","91","","","0","","0","","62047"
"","5152062","","3","","","131311","riri_idle","1","0.2","62048"
"","5152062","","26","","","1","","","","62049"
"","5152062","","3","","","107111","joy_talk_normal","1","0.2","62050"
"","5152062","","3","","","131911","idle_normal","1","0.2","62051"
"","5152062","","3","","","107511","idle_normal","1","0.2","62052"
"","5152062","","3","","","107611","idle_normal","1","0.2","62053"
"","5152062","","3","","","107811","idle_normal","1","0.2","62054"
"","5152062","","3","","","131411","idle_normal","1","0.2","62055"
"","5152062","","3","","","131311","idle_normal","1","0.2","62056"
"","5152062","","3","","","131511","idle_normal","1","0.2","62057"
"0","5152062","","21","","","vo_rag","vo_rag_2004","0","","62058"
"1","5152062","2","11","0","0","107111","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","10","0","62059"
"0","5152062","","93","","","1.1","0","0","","62060"
"","5152062","","25","","","bgm_MC175A","bgm_MC175A","","","62061"
"","5152062","","32","","","2","1","","","62062"
"clapping_loop","5152062","","3","0","1","107111","clapping_in","0","0.2","62063"
"","5152062","","3","","","131911","idol_before_dance","0","0.2","62064"
"","5152062","","3","","","107511","idol_before_dance","0","0.2","62065"
"","5152062","","3","","","107611","idol_before_dance","0","0.2","62066"
"","5152062","","3","","","107811","idol_before_dance","0","0.2","62067"
"","5152062","","3","","","131411","idol_before_dance","0","0.2","62068"
"","5152062","","3","","","131311","idol_before_dance","0","0.2","62069"
"","5152062","","3","","","131511","idol_before_dance","0","0.2","62070"
"","5152062","","91","","","0","","","","62071"
"","5152062","","32","","","12","1","","","62072"
"","5152062","","3","","","131911","idol_danceF","1","0.2","62073"
"","5152062","","3","","","107511","idol_danceF","1","0.2","62074"
"","5152062","","3","","","107611","idol_danceF","1","0.2","62075"
"","5152062","","3","","","107811","idol_danceF","1","0.2","62076"
"idol_danceB_loop","5152062","","3","0","1","131411","idol_danceB_in","0","0.2","62077"
"idol_danceB_loop","5152062","","3","0","1","131311","idol_danceB_in","0","0.2","62078"
"idol_danceB_loop","5152062","","3","0","1","131511","idol_danceB_in","0","0.2","62079"
"","5152062","","3","","","12","idol_danceF","1","0.2","62080"
"","5152062","","3","","","13","idol_danceF","1","0.2","62081"
"","5152062","","3","","","11","idol_danceF","1","0.2","62082"
"","5152062","","3","","","14","idol_danceF","1","0.2","62083"
"","5152062","","3","","","15","idol_danceB_loop","1","0.2","62084"
"","5152062","","3","","","16","idol_danceB_loop","1","0.2","62085"
"","5152062","","3","","","17","idol_danceB_loop","1","0.2","62086"
"0","5152062","","93","","","2.8","0","0","","62087"
"0","5152062","","93","","","0.1","0","0","","62088"
"pointing_loop_anger","5152062","","3","0","1","107111","pointing_in_anger","0","0.2","62089"
"0","5152062","","93","","","0.5","0","0","","62090"
"0","5152062","","21","","","vo_rag","vo_rag_2005","0","","62091"
"","5152062","","3","","","2","0204_in","0","0","62092"
"","5152062","","93","","","2.5","0","","","62093"
"","5152062","","3","","","2","0204_out","0","0","62094"
"","5152062","","93","","","0.2","0","","","62095"
"","5152062","","3","","","107111","angry_loop","1","0.2","62096"
"0","5152062","","21","","","vo_rag","vo_rag_2006","0","","62097"
"","5152062","","3","","","2","0205_in","0","0","62098"
"","5152062","","93","","","2.2","0","","","62099"
"","5152062","","3","","","2","0205_out","0","0","62100"
"","5152062","","93","","","0.3","0","","","62101"
"clapping_loop_talk2","5152062","","3","0","1","107111","clapping_in_talk2","0","0.2","62102"
"","5152062","","93","","","2.1","0","","","62103"
"","5152062","","37","","","12","out","","","62104"
"idol_poseF_loop","5152062","","3","0","1","131911","idol_poseF_in","0","0.1","62105"
"idol_poseF_loop","5152062","","3","0","1","107511","idol_poseF_in","0","0.1","62106"
"idol_poseF_loop","5152062","","3","0","1","107611","idol_poseF_in","0","0.1","62107"
"idol_poseF_loop","5152062","","3","0","1","107811","idol_poseF_in","0","0.1","62108"
"idol_poseB_loop","5152062","","3","0","1","131411","idol_poseB_in","0","0.1","62109"
"idol_poseB_loop","5152062","","3","0","1","131311","idol_poseB_in","0","0.1","62110"
"idol_poseB_loop","5152062","","3","0","1","131511","idol_poseB_in","0","0.1","62111"
"","5152062","","3","","","12","empty","1","0.2","62112"
"","5152062","","3","","","13","empty","1","0.2","62113"
"","5152062","","3","","","11","empty","1","0.2","62114"
"","5152062","","3","","","14","empty","1","0.2","62115"
"","5152062","","3","","","15","empty","1","0.2","62116"
"","5152062","","3","","","16","empty","1","0.2","62117"
"","5152062","","3","","","17","empty","1","0.2","62118"
"0.7","5152062","","2","","11","107611","93","-206","","62119"
"0.7","5152062","","2","","11","131911","-13","-235","","62120"
"0.7","5152062","","2","","11","107511","-152","-248","","62121"
"0.7","5152062","","2","","11","107811","-277","-243","","62122"
"0.7","5152062","","2","","11","131411","8","-151","","62123"
"0.7","5152062","","2","","11","131311","-102","-154","","62124"
"0.7","5152062","","2","","11","131511","-222","-167","","62125"
"","5152062","","93","","","1.6","0","","","62126"
"","5152062","","37","","","2","finish","","","62127"
"","5152062","","23","","","se_10058300","se_10058300_idle_finish","0","","62128"
"0.5","5152062","","27","1","0","bgm_MC173B","bgm_MC173B","0.5","0","62129"
"","5152062","","93","","","0","0","","","62130"
"","5152062","","3","","","107111","clapping_end","0","0.1","62131"
"","5152062","","93","","","2","0","","","62132"
"armcrossed_talk","5152062","","3","0","1","107111","armcrossed_in","0","0.2","62133"
"0","5152062","","21","","","vo_rag","vo_rag_2007","0","","62134"
"1","5152062","0","11","35","1","107111","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","10","0","62135"
"0","5152062","","91","","","0","","0","","62136"
"","5152062","","3","","","107111","armcrossed_idle","1","0.2","62137"
"pack_talk","5152062","","3","0","1","5","pack_in","0","0","62138"
"","5152062","","23","","","se_10058300","se_10058300_pack_appear","0","","62139"
"idol_poseF_end_emilia_loop","5152062","","3","0","1","131911","idol_poseF_end_emilia_in","0","0.2","62140"
"","5152062","","93","","","1","0","","","62141"
"0","5152062","","21","","","vo_rag","vo_rag_2008","0","","62142"
"1","5152062","0","11","24","1","5","ねえリア、\nこれってラジーオタイソーなの？","10","5","62143"
"0","5152062","","91","","","0","","0","","62144"
"","5152062","","22","","","0","0","","","62145"
"","5152062","","3","","","131911","idol_poseF_end_emilia_loop_nervous","1","0.2","62146"
"idol_poseF_end_emilia_loop","5152062","","3","0","1","1","idol_poseF_end_emilia_nervous_in","0","0","62147"
"","5152062","","3","","","5","pack_idle","1","0.2","62148"
"","5152062","","3","","","107111","chris_laugh","1","0.2","62149"
"","5152062","","23","","","se_10058300","se_10058300_emotion_idol","0","","62150"
"0","5152062","0","12","5","0","5","5","2","5","62151"
"0","5152062","0","12","0","0","107111","10","2","0","62152"
"","5152062","","93","","","2.5","0","","","62153"
"","5152062","","101","","","62155","","","","62154"
"","5152062","","25","","","bgm_MC173B","bgm_MC173B","","","62155"
"","5152062","","22","","","0","0","","","62156"
"124","5152063","ames_sit_idle","1","1","-215","1","131711","109","1.8","63001"
"-119","5152063","echidna_sit_thinking_idle","1","0","-215","1","132011","108","1.8","63002"
"-119","5152063","empty","5","0","-215","1","1","109","1.8","63003"
"","5152063","","13","","","131711","209","","","63004"
"","5152063","","13","","","132011","208","","","63005"
"0","5152063","","31","","1.16","1","1","0","1","63006"
"0","5152063","","31","","1","10","10","0","1","63007"
"0","5152063","","31","","1","5","5","0","0","63008"
"0","5152063","","31","","1","3","3","0","1","63009"
"","5152063","","91","","","0","0","","","63010"
"","5152063","","37","","","3","telop_3","","","63011"
"","5152063","","102","","","0","0","0","","63012"
"","5152063","","93","","","1","0","","","63013"
"","5152063","","3","","","132011","echidna_sit_thinking_talk","1","0.2","63014"
"0","5152063","","21","","","vo_rag","vo_rag_5001","0","","63015"
"1","5152063","0","11","50","1","132011","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","10","-20","63016"
"0","5152063","","91","","","0","","0","","63017"
"","5152063","","3","","","132011","echidna_sit_talk","1","0.2","63018"
"0","5152063","","21","","","vo_rag","vo_rag_5002","0","","63019"
"1","5152063","0","11","50","1","132011","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","10","-20","63020"
"0","5152063","","91","","","0","","0","","63021"
"","5152063","","3","","","132011","echidna_sit_idle","1","0.2","63022"
"ames_yareyare_talk","5152063","","3","0","1","131711","ames_yareyare_in","0","0.2","63023"
"0","5152063","","21","","","vo_rag","vo_rag_5003","0","","63024"
"1","5152063","0","11","50","1","131711","随分と面倒なこと言ってくれちゃって","10","20","63025"
"0","5152063","","91","","","0","","0","","63026"
"","5152063","","3","","","131711","ames_sit_talk","1","0.2","63027"
"0","5152063","","21","","","vo_rag","vo_rag_5004","0","","63028"
"1","5152063","0","11","50","1","131711","色々誤解があるみたいだけど、\nまあいいわ","10","20","63029"
"0","5152063","","91","","","0","","0","","63030"
"0","5152063","","21","","","vo_rag","vo_rag_5005","0","","63031"
"1","5152063","0","11","50","1","131711","それじゃ、\nあたしと同じ動きをやってみて","10","20","63032"
"0","5152063","","91","","","0","","0","","63033"
"idle_normal","5152063","","3","0","1","131711","ames_sit_out","0","0.2","63034"
"","5152063","","93","","","0.1","0","","","63035"
"idle_normal","5152063","","3","0","1","132011","echidna_sit_out","0","0.2","63036"
"","5152063","","37","","","10","out","","","63037"
"","5152063","","93","","","1","0","","","63038"
"0","5152063","","91","","","0","","0","","63039"
"","5152063","","25","","","bgm_MC175A","bgm_MC175A","","","63040"
"","5152063","","32","","","5","1","","","63041"
"","5152063","","3","","","131711","isekai_dance","1","0.2","63042"
"","5152063","","93","","","0.1","0","","","63043"
"","5152063","","3","","","132011","isekai_dance","1","0.2","63044"
"0","5152063","","21","","","vo_rag","vo_rag_5006","0","","63045"
"1","5152063","1.7","11","0","0","131711","はい、ワンツーワンツー、\nステップステップ…","10","0","63046"
"","5152063","","93","","","7","0","","","63047"
"0","5152063","","91","","","0","","0","","63048"
"0","5152063","","21","","","vo_rag","vo_rag_5007","0","","63049"
"1","5152063","0","11","0","1","132011","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","10","0","63050"
"","5152063","","93","","","3.4","0","","","63051"
"0.5","5152063","","27","1","0","bgm_MC173B","bgm_MC173B","0.5","0","63052"
"","5152063","","37","","","5","out","","","63053"
"tired_talk","5152063","","3","0","1","1","tired_in","0","0","63054"
"echidna_tired_talk","5152063","","3","0","1","132011","echidna_tired_in","0","0","63055"
"","5152063","","23","","","se_10058300","se_10058300_isekai_breath","0","","63056"
"","5152063","","93","","","7.6","0","","","63057"
"0","5152063","","91","","","63050","","0","","63058"
"","5152063","","3","","","1","tired_idle","1","0.2","63059"
"","5152063","","3","","","132011","echidna_tired_idle","1","0.2","63060"
"shock_talk","5152063","","3","0","1","131711","shock_in","0","0","63061"
"0","5152063","","21","","","vo_rag","vo_rag_5008","0","","63062"
"1","5152063","0","11","0","1","131711","ウソでしょ！　まだちょっとしか\nやってないわよ！","10","0","63063"
