cee630c800fd22702b70ff37ab2e5ba47e35e1cf86a0b3eb2280f4b9e1389a62,7a8c60b17d01d1f99e63cf30dc0790f7b597cd80a34358481646e13e9e3e840f,7076e27194dd14e3a8177e3df13e929ae9933d77599ddf041bae2631b0434273,b59c92c60ffde1bd6cfb10ebd010ddadd0e5ecfa18d1f533c5122bb47fa0907d,3a895f727177682b13eeb1bf0d42c20a37d8842995d2967a6e75ddd705d88786,237950ff015889c76c6fa090f821d328ede634fdc935683e99aec4c9a7fa7169,cdd5bce93040060e4fdbf31bb0a5a438211a7daa7e119931039871e2c8f7eb30,df6e59a873682f9ae549040a2b1df584b41f40e9e3f12de4c7f24fbd075519bb,c0b9d808b6c16e00b255b68529be882f21c399c89471fca0f3c4e45b822374a5,7a3f282dffaefb863c32e97baf47e43765efae6c33b3c93b6f50e8d2c7c394cb,698327137b9dd65b477a756768daa2f46122c2194db5b32c0336f8ae958209ad
"10","91002","25021","25014","16","22","2","8","2","284001022","70"
"10","91002","25021","25014","16","23","2","8","2","284001023","72"
"10","91002","25021","25014","17","24","2","8","2","284001024","75"
"10","91002","25021","25014","18","25","2","8","2","284001025","77"
"10","91002","25021","25014","18","26","2","8","2","284001026","79"
"10","91002","25021","25014","19","27","2","8","2","284001027","82"
"10","91002","25021","25014","19","28","2","8","2","284001028","84"
"10","91002","25021","25014","19","29","2","8","2","284001029","86"
"30","91002","25021","25014","20","30","2","8","2","284001030","89"
"10","91002","25021","25014","20","31","2","8","2","284001031","94"
"10","91002","25021","25014","21","32","2","8","2","284001032","96"
"10","91002","25021","25014","21","33","2","8","2","284001033","99"
"10","91002","25021","25014","22","34","2","8","2","284001034","101"
"10","91002","25021","25014","22","35","2","8","2","284001035","103"
"10","91002","25021","25014","23","36","2","8","2","284001036","106"
"10","91002","25021","25014","23","37","2","8","2","284001037","108"
"10","91002","25021","25014","24","38","2","8","2","284001038","111"
"10","91002","25021","25014","25","39","2","8","2","284001039","113"
"30","91002","25021","25014","25","40","2","8","2","284001040","115"
"10","91002","25021","25014","26","41","2","8","2","284001041","121"
"10","91002","25021","25014","27","42","2","8","2","284001042","123"
"10","91002","25021","25014","28","43","2","8","2","284001043","125"
"10","91002","25021","25014","28","44","2","8","2","284001044","128"
"10","91002","25021","25014","29","45","2","8","2","284001045","130"
"10","91002","25021","25014","30","46","2","8","2","284001046","132"
"10","91002","25021","25014","30","47","2","8","2","284001047","135"
"10","91002","25021","25014","31","48","2","8","2","284001048","137"
"10","91002","25021","25014","31","49","2","8","2","284001049","139"
"30","91002","25021","25014","31","50","2","8","2","284001050","142"
"10","91002","25021","25014","32","51","2","8","2","284001051","144"
"10","91002","25021","25014","32","52","2","8","2","284001052","146"
"10","91002","25021","25014","32","53","2","8","2","284001053","149"
"10","91002","25021","25014","33","54","2","8","2","284001054","152"
"10","91002","25021","25014","33","55","2","8","2","284001055","155"
"10","91002","25021","25014","33","56","2","8","2","284001056","157"
"10","91002","25021","25014","34","57","2","8","2","284001057","160"
"10","91002","25021","25014","34","58","2","8","2","284001058","163"
"10","91002","25021","25014","34","59","2","8","2","284001059","166"
"30","91002","25021","25014","35","60","2","8","2","284001060","169"
"10","91002","25021","25014","35","61","2","8","2","284001061","171"
"10","91002","25021","25014","35","62","2","8","2","284001062","174"
"10","91002","25021","25014","36","63","2","8","2","284001063","177"
"10","91002","25021","25014","36","64","2","8","2","284001064","180"
"10","91002","25021","25014","36","65","2","8","2","284001065","182"
"10","91002","25021","25014","37","66","2","8","2","284001066","185"
"10","91002","25021","25014","37","67","2","8","2","284001067","187"
"10","91002","25021","25014","37","68","2","8","2","284001068","190"
"10","91002","25021","25014","38","69","2","8","2","284001069","193"
"30","91002","25021","25014","38","70","2","8","2","284001070","196"
"10","91002","25021","25014","39","71","2","8","2","284001071","200"
"10","91002","25021","25014","39","72","2","8","2","284001072","204"
"10","91002","25021","25014","40","73","2","8","2","284001073","208"
"10","91002","25021","25014","40","74","2","8","2","284001074","212"
"10","91002","25021","25014","41","75","2","8","2","284001075","216"
"10","91002","25021","25014","41","76","2","8","2","284001076","220"
"10","91002","25021","25014","42","77","2","8","2","284001077","224"
"10","91002","25021","25014","42","78","2","8","2","284001078","228"
"10","91002","25021","25014","43","79","2","8","2","284001079","232"
"30","91002","25021","25014","43","80","2","8","2","284001080","236"
"10","91002","25021","25014","44","81","2","8","2","284001081","240"
"10","91002","25021","25014","44","82","2","8","2","284001082","244"
"10","91002","25021","25014","45","83","2","8","2","284001083","248"
"10","91002","25021","25014","45","84","2","8","2","284001084","252"
"10","91002","25021","25014","46","85","2","8","2","284001085","256"
"10","91002","25021","25014","46","86","2","8","2","284001086","260"
"10","91002","25021","25014","47","87","2","8","2","284001087","264"
"10","91002","25021","25014","47","88","2","8","2","284001088","268"
"10","91002","25021","25014","48","89","2","8","2","284001089","272"
"30","91002","25021","25014","48","90","2","8","2","284001090","276"
