4411b0e7d732b7e9fac1aa8dacaee4abbd96c370e8465b479e5897c740fa2b0c,0539ea766f73241abf47101d006910ae8f3342133e1f8c086e7077bddcc6bfb1,8ec92ddf7e173f3ff439b24c2dec135cfbf96c2c07d483fbd5e735733ca512d5,81164ce666aa0aa05604d139dbad11bf258bd3e6cc843264eaf5e7578549f8ae,87322706589399a78f44c2c46cfabfd9939712265aa4e5dfb1e7a2b3cfc21e1a,5c0e2e45f20236c595ee9206ea0628556d93012efb3d5c0241f68e084d4e9079,891cce19d56e58f26115680e41c8254a531e3662eab5036d583f383dcc28559f,c80228b25ea0598241e5117b2922ce55dab82b61377bcdf6c41c2c6fb1e244d8,763295f8047e0245b88dfdf0e719c230a7f5a3f44193dbd8ef3fda755fb5eb55,d034d1d7da0da34c9054df6a83351fffbdeca0bc6e861a1351df495edd8720ed,15b792f07c4f70bf6b4b08262d2d9e8f66e66420de5e20ee0a32ef4e9016d956,9337596d4a7cbf442de36ccd3b98fe6a57c0e8b28987c9dbb3683610d5a72fa5,b0c102f03ddd64203039f4f14eea9fbacfeec6f97e7fb5a27c007f11517e95cb,d0d435ee299fe397ec5db485e62a2f3e67c3f82c79e74e4e8f28f8d5b88ae2e0
"1502","1","6","3","-1","1","1","1","10","60","1","-1","1","31"
"1503","1","6","3","-1","1","1","1","13","90","1","-1","1","61"
"1504","1","6","3","-1","1","1","1","16","120","1","-1","1","91"
"1505","1","6","3","-1","1","1","1","19","150","1","-1","1","121"
"1506","1","6","3","-1","1","1","1","22","180","1","-1","1","151"
"1507","1","6","3","-1","1","1","1","22","210","1","-1","1","181"
"1508","1","6","3","-1","1","1","1","22","240","1","-1","1","211"
"1509","1","6","3","-1","1","1","1","22","270","1","-1","1","241"
"1510","1","6","3","-1","1","1","1","22","-1","1","-1","1","271"
"1601","1","7","6","30","1","1","1","7","30","1","5","1","4"
"1602","1","7","6","60","1","1","1","11","60","1","5","1","31"
"1603","1","7","6","90","1","1","1","15","90","1","5","1","61"
"1604","1","7","6","120","1","1","1","19","120","1","5","1","91"
"1605","1","7","6","150","1","1","1","23","150","1","5","1","121"
"1606","1","7","6","180","1","1","1","27","180","1","5","1","151"
"1607","1","7","6","210","1","1","1","29","210","1","5","1","181"
"1608","1","7","6","240","1","1","1","31","240","1","5","1","211"
"1609","1","7","6","270","1","1","1","31","270","1","5","1","241"
"1610","1","7","6","300","1","1","1","31","300","1","5","1","271"
"1611","1","7","6","310","1","1","1","31","-1","1","5","1","301"
"1701","1","8","5","30","1","1","1","7","30","1","5","1","4"
"1702","1","8","5","60","1","1","1","11","60","1","5","1","31"
"1703","1","8","5","90","1","1","1","15","90","1","5","1","61"
"1704","1","8","5","120","1","1","1","19","120","1","5","1","91"
"1705","1","8","5","150","1","1","1","23","150","1","5","1","121"
"1706","1","8","5","180","1","1","1","27","180","1","5","1","151"
"1707","1","8","5","210","1","1","1","29","210","1","5","1","181"
"1708","1","8","5","240","1","1","1","31","240","1","5","1","211"
"1709","1","8","5","270","1","1","1","31","270","1","5","1","241"
"1710","1","8","5","300","1","1","1","31","300","1","5","1","271"
"1711","1","8","5","310","1","1","1","31","-1","1","5","1","301"
