a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"31076","71004027","2","1","10004049"
"31076","71004028","2","2","10004050"
"31076","71004029","2","2","10004051"
"31076","71004030","2","4","10004052"
"31076","71004031","2","10","10004053"
"60042","61005001","2","5","10005001"
"60042","61005002","2","5","10005002"
"91002","71005001","8","30","10005003"
"22002","71005001","2","1","10005004"
"91002","71005002","8","30","10005005"
"22002","71005002","2","1","10005006"
"91002","71005003","8","30","10005007"
"22002","71005003","2","1","10005008"
"91002","71005004","8","30","10005009"
"22002","71005004","2","1","10005010"
"91002","71005005","8","30","10005011"
"22002","71005005","2","1","10005012"
"91002","71005006","8","30","10005013"
"22002","71005006","2","1","10005014"
"91002","71005007","8","30","10005015"
"22002","71005007","2","1","10005016"
"91002","71005008","8","30","10005017"
"22002","71005008","2","1","10005018"
"91002","71005009","8","30","10005019"
"22002","71005009","2","1","10005020"
"91002","71005010","8","30","10005021"
"22002","71005010","2","1","10005022"
"91002","71005011","8","30","10005023"
"22002","71005011","2","1","10005024"
"91002","71005012","8","30","10005025"
"22002","71005012","2","1","10005026"
"91002","71005013","8","30","10005027"
"22002","71005013","2","1","10005028"
"91002","71005014","8","30","10005029"
"22002","71005014","2","1","10005030"
"91002","71005015","8","30","10005031"
"22002","71005015","2","1","10005032"
"91002","71005016","8","60","10005033"
"22002","71005016","2","2","10005034"
"91002","71005017","8","60","10005035"
"22002","71005017","2","2","10005036"
"91002","71005018","8","60","10005037"
"22002","71005018","2","2","10005038"
"91002","71005019","8","60","10005039"
"22002","71005019","2","2","10005040"
"91002","71005020","8","60","10005041"
"22002","71005020","2","2","10005042"
"94002","71005021","12","50000","10005043"
"94002","71005022","12","100000","10005044"
"94002","71005023","12","150000","10005045"
"94002","71005024","12","200000","10005046"
"91002","71005025","8","50","10005047"
"31080","71005026","2","1","10005048"
"31080","71005027","2","1","10005049"
"31080","71005028","2","2","10005050"
"31080","71005029","2","2","10005051"
"31080","71005030","2","4","10005052"
"31080","71005031","2","10","10005053"
"60052","61006001","2","5","10006001"
"60052","61006002","2","5","10006002"
"91002","71006001","8","30","10006003"
"22002","71006001","2","1","10006004"
"91002","71006002","8","30","10006005"
"22002","71006002","2","1","10006006"
"91002","71006003","8","30","10006007"
"22002","71006003","2","1","10006008"
"91002","71006004","8","30","10006009"
"22002","71006004","2","1","10006010"
"91002","71006005","8","30","10006011"
"22002","71006005","2","1","10006012"
"91002","71006006","8","30","10006013"
"22002","71006006","2","1","10006014"
"91002","71006007","8","30","10006015"
"22002","71006007","2","1","10006016"
"91002","71006008","8","30","10006017"
"22002","71006008","2","1","10006018"
"91002","71006009","8","30","10006019"
"22002","71006009","2","1","10006020"
"91002","71006010","8","30","10006021"
"22002","71006010","2","1","10006022"
"91002","71006011","8","30","10006023"
"22002","71006011","2","1","10006024"
"91002","71006012","8","30","10006025"
"22002","71006012","2","1","10006026"
"91002","71006013","8","30","10006027"
"22002","71006013","2","1","10006028"
"91002","71006014","8","30","10006029"
"22002","71006014","2","1","10006030"
"91002","71006015","8","30","10006031"
"22002","71006015","2","1","10006032"
"91002","71006016","8","60","10006033"
"22002","71006016","2","2","10006034"
"91002","71006017","8","60","10006035"
"22002","71006017","2","2","10006036"
"91002","71006018","8","60","10006037"
"22002","71006018","2","2","10006038"
"91002","71006019","8","60","10006039"
"22002","71006019","2","2","10006040"
"91002","71006020","8","60","10006041"
"22002","71006020","2","2","10006042"
"94002","71006021","12","50000","10006043"
"94002","71006022","12","100000","10006044"
"94002","71006023","12","150000","10006045"
"94002","71006024","12","200000","10006046"
"91002","71006025","8","50","10006047"
"31047","71006026","2","1","10006048"
"31047","71006027","2","1","10006049"
"31047","71006028","2","2","10006050"
"31047","71006029","2","2","10006051"
"31047","71006030","2","4","10006052"
"31047","71006031","2","10","10006053"
"60062","61007001","2","5","10007001"
"60062","61007002","2","5","10007002"
"91002","71007001","8","30","10007003"
"22002","71007001","2","1","10007004"
"91002","71007002","8","30","10007005"
"22002","71007002","2","1","10007006"
"91002","71007003","8","30","10007007"
"22002","71007003","2","1","10007008"
"91002","71007004","8","30","10007009"
"22002","71007004","2","1","10007010"
"91002","71007005","8","30","10007011"
"22002","71007005","2","1","10007012"
"91002","71007006","8","30","10007013"
"22002","71007006","2","1","10007014"
"91002","71007007","8","30","10007015"
"22002","71007007","2","1","10007016"
"91002","71007008","8","30","10007017"
"22002","71007008","2","1","10007018"
"91002","71007009","8","30","10007019"
"22002","71007009","2","1","10007020"
"91002","71007010","8","30","10007021"
"22002","71007010","2","1","10007022"
"91002","71007011","8","30","10007023"
"22002","71007011","2","1","10007024"
"91002","71007012","8","30","10007025"
"22002","71007012","2","1","10007026"
"91002","71007013","8","30","10007027"
"22002","71007013","2","1","10007028"
"91002","71007014","8","30","10007029"
"22002","71007014","2","1","10007030"
"91002","71007015","8","30","10007031"
"22002","71007015","2","1","10007032"
"91002","71007016","8","60","10007033"
"22002","71007016","2","2","10007034"
"91002","71007017","8","60","10007035"
"22002","71007017","2","2","10007036"
"91002","71007018","8","60","10007037"
"22002","71007018","2","2","10007038"
"91002","71007019","8","60","10007039"
"22002","71007019","2","2","10007040"
"91002","71007020","8","60","10007041"
"22002","71007020","2","2","10007042"
"94002","71007021","12","50000","10007043"
"94002","71007022","12","100000","10007044"
"94002","71007023","12","150000","10007045"
"94002","71007024","12","200000","10007046"
"91002","71007025","8","50","10007047"
"31082","71007026","2","1","10007048"
"31082","71007027","2","1","10007049"
"31082","71007028","2","2","10007050"
"31082","71007029","2","2","10007051"
"31082","71007030","2","4","10007052"
"108201","71007031","1","1","10007053"
"31082","71007032","2","10","10007054"
"60072","61008001","2","5","10008001"
"60072","61008002","2","5","10008002"
"91002","71008001","8","30","10008003"
"22002","71008001","2","1","10008004"
"91002","71008002","8","30","10008005"
"22002","71008002","2","1","10008006"
"91002","71008003","8","30","10008007"
"22002","71008003","2","1","10008008"
"91002","71008004","8","30","10008009"
"22002","71008004","2","1","10008010"
"91002","71008005","8","30","10008011"
"22002","71008005","2","1","10008012"
"91002","71008006","8","30","10008013"
"22002","71008006","2","1","10008014"
"91002","71008007","8","30","10008015"
"22002","71008007","2","1","10008016"
"91002","71008008","8","30","10008017"
"22002","71008008","2","1","10008018"
"91002","71008009","8","30","10008019"
"22002","71008009","2","1","10008020"
"91002","71008010","8","30","10008021"
"22002","71008010","2","1","10008022"
"91002","71008011","8","30","10008023"
"22002","71008011","2","1","10008024"
"91002","71008012","8","30","10008025"
"22002","71008012","2","1","10008026"
"91002","71008013","8","30","10008027"
"22002","71008013","2","1","10008028"
"91002","71008014","8","30","10008029"
"22002","71008014","2","1","10008030"
"91002","71008015","8","30","10008031"
"22002","71008015","2","1","10008032"
"91002","71008016","8","60","10008033"
"22002","71008016","2","2","10008034"
"91002","71008017","8","60","10008035"
"22002","71008017","2","2","10008036"
"91002","71008018","8","60","10008037"
"22002","71008018","2","2","10008038"
"91002","71008019","8","60","10008039"
"22002","71008019","2","2","10008040"
"91002","71008020","8","60","10008041"
"22002","71008020","2","2","10008042"
"94002","71008021","12","50000","10008043"
"94002","71008022","12","100000","10008044"
"94002","71008023","12","150000","10008045"
"94002","71008024","12","200000","10008046"
"91002","71008025","8","50","10008047"
"31009","71008026","2","1","10008048"
"31009","71008027","2","1","10008049"
"31009","71008028","2","2","10008050"
"31009","71008029","2","2","10008051"
"31009","71008030","2","4","10008052"
"31009","71008031","2","10","10008053"
"60082","61009001","2","5","10009001"
"60082","61009002","2","5","10009002"
"91002","71009001","8","30","10009003"
"22002","71009001","2","1","10009004"
"91002","71009002","8","30","10009005"
"22002","71009002","2","1","10009006"
"91002","71009003","8","30","10009007"
"22002","71009003","2","1","10009008"
"91002","71009004","8","30","10009009"
"22002","71009004","2","1","10009010"
"91002","71009005","8","30","10009011"
"22002","71009005","2","1","10009012"
"91002","71009006","8","30","10009013"
"22002","71009006","2","1","10009014"
"91002","71009007","8","30","10009015"
"22002","71009007","2","1","10009016"
"91002","71009008","8","30","10009017"
"22002","71009008","2","1","10009018"
"91002","71009009","8","30","10009019"
"22002","71009009","2","1","10009020"
"91002","71009010","8","30","10009021"
"22002","71009010","2","1","10009022"
"91002","71009011","8","30","10009023"
"22002","71009011","2","1","10009024"
"91002","71009012","8","30","10009025"
"22002","71009012","2","1","10009026"
"91002","71009013","8","30","10009027"
"22002","71009013","2","1","10009028"
"91002","71009014","8","30","10009029"
"22002","71009014","2","1","10009030"
"91002","71009015","8","30","10009031"
"22002","71009015","2","1","10009032"
"91002","71009016","8","60","10009033"
"22002","71009016","2","2","10009034"
"91002","71009017","8","60","10009035"
"22002","71009017","2","2","10009036"
"91002","71009018","8","60","10009037"
"22002","71009018","2","2","10009038"
"91002","71009019","8","60","10009039"
"22002","71009019","2","2","10009040"
"91002","71009020","8","60","10009041"
"22002","71009020","2","2","10009042"
"94002","71009021","12","50000","10009043"
"94002","71009022","12","100000","10009044"
"94002","71009023","12","150000","10009045"
"94002","71009024","12","200000","10009046"
"91002","71009025","8","50","10009047"
"31085","71009026","2","1","10009048"
"31085","71009027","2","1","10009049"
"31085","71009028","2","2","10009050"
"31085","71009029","2","2","10009051"
"31085","71009030","2","4","10009052"
"108501","71009031","1","1","10009053"
"31085","71009032","2","10","10009054"
"60092","61010001","2","5","10010001"
"60092","61010002","2","5","10010002"
"91002","71010001","8","30","10010003"
"22002","71010001","2","1","10010004"
"91002","71010002","8","30","10010005"
"22002","71010002","2","1","10010006"
"91002","71010003","8","30","10010007"
"22002","71010003","2","1","10010008"
"91002","71010004","8","30","10010009"
"22002","71010004","2","1","10010010"
"91002","71010005","8","30","10010011"
"22002","71010005","2","1","10010012"
"91002","71010006","8","30","10010013"
"22002","71010006","2","1","10010014"
"91002","71010007","8","30","10010015"
"22002","71010007","2","1","10010016"
"91002","71010008","8","30","10010017"
"22002","71010008","2","1","10010018"
"91002","71010009","8","30","10010019"
"22002","71010009","2","1","10010020"
"91002","71010010","8","30","10010021"
"22002","71010010","2","1","10010022"
"91002","71010011","8","30","10010023"
"22002","71010011","2","1","10010024"
"91002","71010012","8","30","10010025"
"22002","71010012","2","1","10010026"
"91002","71010013","8","30","10010027"
"22002","71010013","2","1","10010028"
"91002","71010014","8","30","10010029"
"22002","71010014","2","1","10010030"
"91002","71010015","8","30","10010031"
"22002","71010015","2","1","10010032"
"91002","71010016","8","60","10010033"
"22002","71010016","2","2","10010034"
"91002","71010017","8","60","10010035"
"22002","71010017","2","2","10010036"
"91002","71010018","8","60","10010037"
"22002","71010018","2","2","10010038"
"91002","71010019","8","60","10010039"
"22002","71010019","2","2","10010040"
"91002","71010020","8","60","10010041"
"22002","71010020","2","2","10010042"
"94002","71010021","12","50000","10010043"
"94002","71010022","12","100000","10010044"
"94002","71010023","12","150000","10010045"
"94002","71010024","12","200000","10010046"
"91002","71010025","8","50","10010047"
"31089","71010026","2","1","10010048"
"31089","71010027","2","1","10010049"
"31089","71010028","2","2","10010050"
"31089","71010029","2","2","10010051"
"31089","71010030","2","4","10010052"
"108901","71010031","1","1","10010053"
"31089","71010032","2","10","10010054"
"31089","81010001","2","2","10010055"
"91002","81010001","8","30","10010056"
"60092","81010002","2","100","10010057"
"94002","81010002","12","30000","10010058"
"60092","81010003","2","100","10010059"
"94002","81010003","12","30000","10010060"
"31089","81010004","2","2","10010061"
"91002","81010004","8","30","10010062"
"60092","81010005","2","100","10010063"
"94002","81010005","12","30000","10010064"
"60092","81010006","2","100","10010065"
"94002","81010006","12","30000","10010066"
"31089","81010007","2","2","10010067"
"91002","81010007","8","30","10010068"
"60102","61011001","2","5","10011001"
"60102","61011002","2","5","10011002"
"60104","61011003","2","4","10011003"
"60105","61011003","2","2","10011004"
"91002","71011001","8","30","10011005"
"22002","71011001","2","1","10011006"
"91002","71011002","8","30","10011007"
"22002","71011002","2","1","10011008"
"91002","71011003","8","30","10011009"
"22002","71011003","2","1","10011010"
"91002","71011004","8","30","10011011"
"22002","71011004","2","1","10011012"
"91002","71011005","8","30","10011013"
"22002","71011005","2","1","10011014"
"91002","71011006","8","30","10011015"
"22002","71011006","2","1","10011016"
"91002","71011007","8","30","10011017"
"22002","71011007","2","1","10011018"
"91002","71011008","8","30","10011019"
"22002","71011008","2","1","10011020"
"91002","71011009","8","30","10011021"
"22002","71011009","2","1","10011022"
"91002","71011010","8","30","10011023"
"22002","71011010","2","1","10011024"
"91002","71011011","8","30","10011025"
"22002","71011011","2","1","10011026"
"91002","71011012","8","30","10011027"
"22002","71011012","2","1","10011028"
"91002","71011013","8","30","10011029"
"22002","71011013","2","1","10011030"
"91002","71011014","8","30","10011031"
"22002","71011014","2","1","10011032"
"91002","71011015","8","30","10011033"
"22002","71011015","2","1","10011034"
"91002","71011016","8","60","10011035"
"22002","71011016","2","2","10011036"
"91002","71011017","8","60","10011037"
"22002","71011017","2","2","10011038"
"91002","71011018","8","60","10011039"
"22002","71011018","2","2","10011040"
"91002","71011019","8","60","10011041"
"22002","71011019","2","2","10011042"
"91002","71011020","8","60","10011043"
"22002","71011020","2","2","10011044"
"94002","71011021","12","50000","10011045"
"94002","71011022","12","100000","10011046"
"94002","71011023","12","150000","10011047"
"94002","71011024","12","200000","10011048"
"91002","71011025","8","50","10011049"
"31090","71011026","2","1","10011050"
"31090","71011027","2","1","10011051"
"31090","71011028","2","2","10011052"
"31090","71011029","2","2","10011053"
"31090","71011030","2","4","10011054"
"109001","71011031","1","1","10011055"
"31090","71011032","2","10","10011056"
"31090","81011001","2","2","10011057"
"91002","81011001","8","30","10011058"
"60102","81011002","2","100","10011059"
"94002","81011002","12","30000","10011060"
"60102","81011003","2","100","10011061"
"94002","81011003","12","30000","10011062"
"31090","81011004","2","2","10011063"
"91002","81011004","8","30","10011064"
"60102","81011005","2","100","10011065"
"94002","81011005","12","30000","10011066"
"60102","81011006","2","100","10011067"
"94002","81011006","12","30000","10011068"
"31090","81011007","2","2","10011069"
"91002","81011007","8","30","10011070"
"60112","61012001","2","5","10012001"
"60112","61012002","2","5","10012002"
"91002","71012001","8","30","10012003"
"22002","71012001","2","1","10012004"
"91002","71012002","8","30","10012005"
"22002","71012002","2","1","10012006"
"91002","71012003","8","30","10012007"
"22002","71012003","2","1","10012008"
"91002","71012004","8","30","10012009"
"22002","71012004","2","1","10012010"
"91002","71012005","8","30","10012011"
"22002","71012005","2","1","10012012"
"91002","71012006","8","30","10012013"
"22002","71012006","2","1","10012014"
"91002","71012007","8","30","10012015"
"22002","71012007","2","1","10012016"
"91002","71012008","8","30","10012017"
"22002","71012008","2","1","10012018"
"91002","71012009","8","30","10012019"
"22002","71012009","2","1","10012020"
"91002","71012010","8","30","10012021"
"22002","71012010","2","1","10012022"
"91002","71012011","8","30","10012023"
"22002","71012011","2","1","10012024"
"91002","71012012","8","30","10012025"
"22002","71012012","2","1","10012026"
"91002","71012013","8","30","10012027"
"22002","71012013","2","1","10012028"
"91002","71012014","8","30","10012029"
"22002","71012014","2","1","10012030"
"91002","71012015","8","30","10012031"
"22002","71012015","2","1","10012032"
"91002","71012016","8","60","10012033"
"22002","71012016","2","2","10012034"
"91002","71012017","8","60","10012035"
"22002","71012017","2","2","10012036"
"91002","71012018","8","60","10012037"
"22002","71012018","2","2","10012038"
"91002","71012019","8","60","10012039"
"22002","71012019","2","2","10012040"
"91002","71012020","8","60","10012041"
"22002","71012020","2","2","10012042"
"94002","71012021","12","50000","10012043"
"94002","71012022","12","100000","10012044"
"94002","71012023","12","150000","10012045"
"94002","71012024","12","200000","10012046"
"91002","71012025","8","50","10012047"
"31043","71012026","2","1","10012048"
"31043","71012027","2","1","10012049"
"31043","71012028","2","2","10012050"
"31043","71012029","2","2","10012051"
"31043","71012030","2","4","10012052"
"31043","71012031","2","10","10012053"
"31043","81012001","2","2","10012054"
"91002","81012001","8","30","10012055"
"60112","81012002","2","100","10012056"
"94002","81012002","12","30000","10012057"
"60112","81012003","2","100","10012058"
"94002","81012003","12","30000","10012059"
"31043","81012004","2","2","10012060"
"91002","81012004","8","30","10012061"
"60112","81012005","2","100","10012062"
"94002","81012005","12","30000","10012063"
"60112","81012006","2","100","10012064"
"94002","81012006","12","30000","10012065"
"31043","81012007","2","2","10012066"
"91002","81012007","8","30","10012067"
"60122","61013001","2","5","10012068"
"60122","61013002","2","5","10012069"
"91002","71013001","8","30","10013001"
"22002","71013001","2","1","10013002"
"91002","71013002","8","30","10013003"
"22002","71013002","2","1","10013004"
"91002","71013003","8","30","10013005"
"22002","71013003","2","1","10013006"
"91002","71013004","8","30","10013007"
"22002","71013004","2","1","10013008"
"91002","71013005","8","30","10013009"
"22002","71013005","2","1","10013010"
"91002","71013006","8","30","10013011"
"22002","71013006","2","1","10013012"
"91002","71013007","8","30","10013013"
"22002","71013007","2","1","10013014"
"91002","71013008","8","30","10013015"
"22002","71013008","2","1","10013016"
"91002","71013009","8","30","10013017"
"22002","71013009","2","1","10013018"
"91002","71013010","8","30","10013019"
"22002","71013010","2","1","10013020"
"91002","71013011","8","30","10013021"
"22002","71013011","2","1","10013022"
"91002","71013012","8","30","10013023"
"22002","71013012","2","1","10013024"
"91002","71013013","8","30","10013025"
"22002","71013013","2","1","10013026"
"91002","71013014","8","30","10013027"
"22002","71013014","2","1","10013028"
"91002","71013015","8","30","10013029"
"22002","71013015","2","1","10013030"
"91002","71013016","8","60","10013031"
"22002","71013016","2","2","10013032"
"91002","71013017","8","60","10013033"
"22002","71013017","2","2","10013034"
"91002","71013018","8","60","10013035"
"22002","71013018","2","2","10013036"
"91002","71013019","8","60","10013037"
"22002","71013019","2","2","10013038"
"91002","71013020","8","60","10013039"
"22002","71013020","2","2","10013040"
"94002","71013021","12","50000","10013041"
"94002","71013022","12","100000","10013042"
"94002","71013023","12","150000","10013043"
"94002","71013024","12","200000","10013044"
"91002","71013025","8","50","10013045"
"31093","71013026","2","1","10013046"
"31093","71013027","2","1","10013047"
"31093","71013028","2","2","10013048"
"31093","71013029","2","2","10013049"
"31093","71013030","2","4","10013050"
"109301","71013031","1","1","10013051"
"31093","71013032","2","10","10013052"
"31093","81013001","2","2","10013053"
"91002","81013001","8","30","10013054"
"60122","81013002","2","100","10013055"
"94002","81013002","12","30000","10013056"
"60122","81013003","2","100","10013057"
"94002","81013003","12","30000","10013058"
"31093","81013004","2","2","10013059"
"91002","81013004","8","30","10013060"
"60122","81013005","2","100","10013061"
"94002","81013005","12","30000","10013062"
"60122","81013006","2","100","10013063"
"94002","81013006","12","30000","10013064"
"31093","81013007","2","2","10013065"
"91002","81013007","8","30","10013066"
"60132","61014001","2","5","10014001"
"60132","61014002","2","5","10014002"
"91002","71014001","8","30","10014003"
"22002","71014001","2","1","10014004"
"91002","71014002","8","30","10014005"
"22002","71014002","2","1","10014006"
"91002","71014003","8","30","10014007"
"22002","71014003","2","1","10014008"
"91002","71014004","8","30","10014009"
"22002","71014004","2","1","10014010"
"91002","71014005","8","30","10014011"
"22002","71014005","2","1","10014012"
"91002","71014006","8","30","10014013"
"22002","71014006","2","1","10014014"
"91002","71014007","8","30","10014015"
"22002","71014007","2","1","10014016"
"91002","71014008","8","30","10014017"
"22002","71014008","2","1","10014018"
"91002","71014009","8","30","10014019"
"22002","71014009","2","1","10014020"
"91002","71014010","8","30","10014021"
"22002","71014010","2","1","10014022"
"91002","71014011","8","30","10014023"
"22002","71014011","2","1","10014024"
"91002","71014012","8","30","10014025"
"22002","71014012","2","1","10014026"
"91002","71014013","8","30","10014027"
"22002","71014013","2","1","10014028"
"91002","71014014","8","30","10014029"
"22002","71014014","2","1","10014030"
"91002","71014015","8","30","10014031"
"22002","71014015","2","1","10014032"
"91002","71014016","8","60","10014033"
"22002","71014016","2","2","10014034"
"91002","71014017","8","60","10014035"
"22002","71014017","2","2","10014036"
"91002","71014018","8","60","10014037"
"22002","71014018","2","2","10014038"
"91002","71014019","8","60","10014039"
"22002","71014019","2","2","10014040"
"91002","71014020","8","60","10014041"
"22002","71014020","2","2","10014042"
"94002","71014021","12","50000","10014043"
"94002","71014022","12","100000","10014044"
"94002","71014023","12","150000","10014045"
