93fa588446fd17a93900ddf0b56469454688fab65715eaf7a462d98b9111131d,1a72aa730095d7f30ad46f84c28d1ebd78dddc274e6286e1c210620d14294f37,a569f5c4d5192debe7028ebe563b7e37fdb5c6ead8fa4c18456f735723fa6e5f,f9d3414abeb296b9690be024e083bd7d63751e48b8c367ecbca18e93720049c4,aa5f491cef19ac369e2cee32d32e9fc0428b7e08e5d94513c6cdd223feadfd3d,67f23b52561a6cfb4f300c2621fff60e4b0ce5ff49f5dc50ae85ad74c73624af
"0","105","2146065","102","803100265","300515"
"0","106","2146066","103","803100265","300516"
"0","104","2146067","100","803100265","300517"
"0","104","2146068","100","803100265","300518"
"0","105","2146069","102","803100265","300519"
"0","106","2146070","103","803100265","300520"
"0","104","2146071","100","803100266","300521"
"0","104","2146072","100","803100266","300522"
"1","202","2146073","113","803100266","300523"
"1","203","2146074","114","803100266","300524"
"0","104","2146075","100","803100266","300525"
"1","208","2146076","112","803100266","300526"
"1","212","2146077","110","803100266","300527"
"1","202","2146078","113","803100266","300528"
"1","203","2146079","114","803100266","300529"
"0","104","2146080","100","803100266","300530"
"1","203","2146091","114","803100268","300601"
"1","202","2146092","113","803100268","300602"
"0","105","2146093","102","803100268","300603"
"1","203","2146094","114","803100268","300604"
"0","106","2146095","103","803100268","300605"
"1","203","2146096","114","803100268","300606"
"1","204","2146097","111","803100268","300607"
"1","203","2146098","114","803100268","300608"
"1","202","2146099","113","803100268","300609"
"0","105","2146100","102","803100268","300610"
"1","203","2147011","114","803100269","300611"
"0","106","2147012","103","803100269","300612"
"1","203","2147013","114","803100269","300613"
"1","204","2147014","111","803100269","300614"
"1","212","2147015","110","803100269","300615"
"1","203","2147016","114","803100269","300616"
"0","105","2147017","102","803100269","300617"
"0","106","2147018","103","803100269","300618"
"1","204","2147021","111","803100270","300701"
"0","104","2147022","100","803100270","300702"
"0","107","2147023","101","803100270","300703"
"1","202","2147024","113","803100270","300704"
"1","203","2147025","114","803100270","300705"
"0","105","2147026","102","803100270","300706"
"1","205","2147027","112","803100270","300707"
"1","204","2147028","111","803100270","300708"
"0","104","2147029","100","803100270","300709"
"0","107","2147030","101","803100270","300710"
"1","202","2147031","113","803100271","300711"
"1","203","2147032","114","803100271","300712"
"0","105","2147033","102","803100271","300713"
"1","205","2147034","112","803100271","300714"
"0","110","2147035","107","803100271","300715"
"1","204","2147036","111","803100271","300716"
"0","104","2147037","100","803100271","300717"
"0","107","2147038","101","803100271","300718"
"0","104","2186003","100","805103101","400101"
"0","104","2186004","100","805103101","400102"
"0","105","2186005","102","805103101","400103"
"0","104","2186006","100","805103101","400104"
"0","105","2186007","102","805103101","400105"
"0","106","2186008","103","805103101","400106"
"0","105","2186009","102","805103101","400107"
"0","106","2186010","103","805103101","400108"
"1","204","2186011","111","805103102","400109"
"0","104","2186012","100","805103102","400110"
"0","104","2186013","100","805103102","400111"
"0","105","2186014","102","805103102","400112"
"0","104","2186015","100","805103102","400113"
"0","105","2186016","102","805103102","400114"
"0","106","2186017","103","805103102","400115"
"0","105","2186018","102","805103102","400116"
"0","106","2186019","103","805103102","400117"
"1","204","2186020","111","805103102","400118"
"0","104","2186021","100","805103103","400119"
"0","104","2186022","100","805103103","400120"
"0","105","2186023","102","805103103","400121"
"0","104","2186024","100","805103103","400122"
"0","105","2186025","102","805103103","400123"
"1","208","2186026","112","805103103","400124"
"1","202","2186027","113","805103103","400125"
"1","203","2186028","114","805103103","400126"
"0","105","2186029","102","805103103","400127"
"0","106","2186030","103","805103103","400128"
"0","107","2186033","101","805103104","400201"
"0","107","2186034","101","805103104","400202"
"0","105","2186035","102","805103104","400203"
"0","106","2186036","103","805103104","400204"
"1","202","2186037","113","805103104","400205"
"1","203","2186038","114","805103104","400206"
"0","107","2186039","101","805103104","400207"
"1","202","2186040","113","805103104","400208"
"1","203","2186041","114","805103105","400209"
"0","107","2186042","101","805103105","400210"
"0","107","2186043","101","805103105","400211"
"0","105","2186044","102","805103105","400212"
"0","106","2186045","103","805103105","400213"
"1","202","2186046","113","805103105","400214"
"1","203","2186047","114","805103105","400215"
"0","107","2186048","101","805103105","400216"
"1","202","2186049","113","805103105","400217"
"1","203","2186050","114","805103105","400218"
"0","107","2186051","101","805103106","400219"
"0","107","2186052","101","805103106","400220"
"0","105","2186053","102","805103106","400221"
"0","106","2186054","103","805103106","400222"
"0","107","2186055","101","805103106","400223"
"1","208","2186056","112","805103106","400224"
"1","202","2186057","113","805103106","400225"
"1","203","2186058","114","805103106","400226"
"0","105","2186059","102","805103106","400227"
"0","106","2186060","103","805103106","400228"
"0","105","2186063","102","805103107","400301"
"0","105","2186064","102","805103107","400302"
"1","202","2186065","113","805103107","400303"
"1","203","2186066","114","805103107","400304"
"0","105","2186067","102","805103107","400305"
"1","202","2186068","113","805103107","400306"
"1","203","2186069","114","805103107","400307"
"0","105","2186070","102","805103107","400308"
"0","105","2186071","102","805103108","400309"
"0","105","2186072","102","805103108","400310"
"0","105","2186073","102","805103108","400311"
"1","202","2186074","113","805103108","400312"
"1","203","2186075","114","805103108","400313"
"0","105","2186076","102","805103108","400314"
"1","202","2186077","113","805103108","400315"
"1","203","2186078","114","805103108","400316"
"0","105","2186079","102","805103108","400317"
"0","105","2186080","102","805103108","400318"
"1","202","2186081","113","805103109","400319"
"1","202","2186082","113","805103109","400320"
"1","202","2186083","113","805103109","400321"
"1","203","2186084","114","805103109","400322"
"0","105","2186085","102","805103109","400323"
"1","208","2186086","112","805103109","400324"
"1","202","2186087","113","805103109","400325"
"1","203","2186088","114","805103109","400326"
"0","105","2186089","102","805103109","400327"
"0","106","2186090","103","805103109","400328"
"0","107","2186093","101","805103110","400401"
"0","107","2186094","101","805103110","400402"
"0","105","2186095","102","805103110","400403"
"0","106","2186096","103","805103110","400404"
"0","107","2186097","101","805103110","400405"
"0","107","2186098","101","805103110","400406"
"0","105","2186099","102","805103110","400407"
"0","106","2186100","103","805103110","400408"
"1","202","2187001","113","805103111","400409"
"1","203","2187002","114","805103111","400410"
"0","107","2187003","101","805103111","400411"
"0","107","2187004","101","805103111","400412"
"0","105","2187005","102","805103111","400413"
"0","106","2187006","103","805103111","400414"
"0","107","2187007","101","805103111","400415"
"0","107","2187008","101","805103111","400416"
"0","105","2187009","102","805103111","400417"
"0","106","2187010","103","805103111","400418"
"1","202","2187011","113","805103112","400419"
"1","203","2187012","114","805103112","400420"
"1","202","2187013","113","805103112","400421"
"1","203","2187014","114","805103112","400422"
"0","107","2187015","101","805103112","400423"
"1","208","2187016","112","805103112","400424"
"1","202","2187017","113","805103112","400425"
"1","203","2187018","114","805103112","400426"
"0","105","2187019","102","805103112","400427"
"0","106","2187020","103","805103112","400428"
"0","104","2187023","100","805103113","400501"
"0","107","2187024","101","805103113","400502"
"0","107","2187025","101","805103113","400503"
"1","202","2187026","113","805103113","400504"
"1","203","2187027","114","805103113","400505"
"0","104","2187028","100","805103113","400506"
"0","107","2187029","101","805103113","400507"
"1","204","2187030","111","805103113","400508"
"1","205","2187031","112","805103114","400509"
"0","104","2187032","100","805103114","400510"
"0","107","2187033","101","805103114","400511"
"0","107","2187034","101","805103114","400512"
"1","202","2187035","113","805103114","400513"
"1","203","2187036","114","805103114","400514"
"0","104","2187037","100","805103114","400515"
"0","107","2187038","101","805103114","400516"
"1","204","2187039","111","805103114","400517"
"1","205","2187040","112","805103114","400518"
"0","104","2187041","100","805103115","400519"
"0","107","2187042","101","805103115","400520"
"0","104","2187043","100","805103115","400521"
"0","107","2187044","101","805103115","400522"
"1","202","2187045","113","805103115","400523"
"1","208","2187046","112","805103115","400524"
"0","104","2187047","100","805103115","400525"
"0","107","2187048","101","805103115","400526"
"1","204","2187049","111","805103115","400527"
"1","205","2187050","112","805103115","400528"
"1","208","2187053","112","805103116","400601"
"1","202","2187054","113","805103116","400602"
"1","203","2187055","114","805103116","400603"
"0","104","2187056","100","805103116","400604"
"0","107","2187057","101","805103116","400605"
"1","202","2187058","113","805103116","400606"
"1","203","2187059","114","805103116","400607"
"0","105","2187060","102","805103116","400608"
"0","106","2187061","103","805103117","400609"
"1","208","2187062","112","805103117","400610"
"0","104","2187063","100","805103117","400611"
"0","107","2187064","101","805103117","400612"
"1","202","2187065","113","805103117","400613"
"1","203","2187066","114","805103117","400614"
"0","105","2187067","102","805103117","400615"
"0","106","2187068","103","805103117","400616"
"1","202","2187069","113","805103117","400617"
"1","203","2187070","114","805103117","400618"
"1","208","2187071","112","805103118","400619"
"1","202","2187072","113","805103118","400620"
"1","203","2187073","114","805103118","400621"
"0","104","2187074","100","805103118","400622"
"0","107","2187075","101","805103118","400623"
"1","202","2187076","113","805103118","400624"
"1","203","2187077","114","805103118","400625"
"0","105","2187078","102","805103118","400626"
"0","106","2187079","103","805103118","400627"
"1","208","2187080","112","805103118","400628"
