2606beb3b8ebb2cc18229f66b6d26497354f2a848924e310df707c115b289332,d0a4c284b9ade1e60909d17cd8da1420d1a5ce2d531f09ed8a5d83d25b787dd0,e8ed1dc15fbb8ba979e54ebe0558aab20e2d3e71e36beecb6a8ad3dfa8e2a3a0,2d4b6ecf8f163faaf31fbeae84645d7612e7430865a9ae37919687c1a6c9ffe2,7fa02be2c2d6d78517af49c9411e13c8c64e63f16908ba9d30d9848a8fdadffe,d086e48d50bafec4db418883e6deac9020a58c188679cd246a92942903dc7fa7,541c1e14e08c3424d0d181024781767a2dc3f3119bc9ebe2d723041cd5a5ded0,7cb47a302100fd89f00588ecfac7865a8668f165c85c96bc5845f0652d31506d,83624025a65aa7436545233306f6360b5cf895713def8e70936c667c6ecea5ec,cc0f8967f8f8abd6cfc87f020453cbb5d77f82c30d2cc9cc87e005d453d56e56,007fbaf850d5da0f2a8a860d262dda1598ae24e5c2b6d8b27ac0c396f590517d,9ca266fb0ed80735e7fc866683858b4940fa4f4548fc234066feb20a35d4fb62,885043286df6dd9c69c20e09524585aab614ad86be6bc828dad260d3ebb77d0d,5725bb9dc523df71ea0585f5d9efc6398d70f0922ded6006e7562df2d5e04122,68d32b05035449d8420d895bbe78cb65bded59c008cdf4b68edd83b335843277,859d19fafae35e215f935cb422e36539762ed01aa3223d2bc08c2cb73bc8db18,562206e0b725a9894a5de9bcc1408be21aded7ebd006d7a1d1cbf3f8e5db9360,83109a667b4caee45e1e29005e1f0ba8f2a3689f5107bc4c196489616943496c,d846481d6d3979526d9ddab148787bd24f5f00fcbc249dcfa3cefc0dd93c74a5,a71ff6dca2d2a959d2341e6ae9900de089627e3ecf0c7e04338e3efb401ffe30,218d93eda27a6b25e170ad95ded82ea69ab502b2b29b0d58e0374d03688bc023,d515648c62837c52fdc64f2bc9512725068a95fc84c42b9b6823566f330db31a,97d4f22e24b515e7c4b8fe797d0570023d5d0b30f0ab5f7e562b8070f5439fdb,aadc0072f8a9ad7b6c84c5759335f081f00172ad285d7e770cabac997ebd3dc5,ddc05d051b4099014b161c3a36e1965a6a3dadcdc3d6bfd8be4093596e23e11e,eb71e58de6eeb69a65e04283a852310c3e3989c16d0558f72994505a756c398e,49e6244c4fbc7b2f2c7894b3f227e9dff64acc77ac13f845f9e8312bcb05252a,6eb10f376a47278aec3bc1be288a39d96929b3342b7ff05ee3a3c97595c6193a,0f2173416d69c2b8be5eb98c929f1ece3fc29aff56db68309c6843f7d0cacd06,bd058e48abb2f39df1a941cb6163bc43f4b2c178110b877946008c6895db6595,d7bf54193da59c7d5e0b8df84b0a28622538b66efa239538b04697468264f135,102331ed0037d9c3b331b4e1abf70c761532857194f30c63ef0c65a02ef84a93,5cad1061c93eeed50248b4492debbd14b466db04f138d0e078d0e5fc0eea622b,b77ab8c961d4a6a451a886ea8b5d13bdebf3e3af956248d5b253e0099836488b,5423c783ac938b369d8dbe6f8d3816c284d7a387d287346582eb50a8bd3b87c1,2b007aa1c35ad132c80f551bbd4c4cb77147f17b5ff1efa86e7ee8cc483cd00a,0fb0d18ab97eaa1f2a5e64e1c7f19e1579454ee614c45b5a29938c8f7f2e9fc2,a6dd250319919f17d05d1a5ea402152ab442e8b62b5e106bd8bdd02524b26ea4,9a11ed94831c81802cdc954b3e12c4835dafd09351036462edf4de2b71b31417,f03384d7139a8b878114a2e0dd52686ad03d8fd739cbe685b080edc50e76485d,dcb9b0c69344e1f42f9dcc16099bb12e0070c36cae2ca8bc4d4dcf56ec335bf6
"600000020","30","620090017","0","1","0","0","0","0","0","0","0","20001","0","0","1","61001007","0","0","1","1","0","0","0","0","20001","0","375","0","620130017","18","61001004","36","0","0","0","600110201","61001005","0","620060017","1"
"600000021","30","620090018","0","1","0","0","0","0","0","0","0","21001","0","0","1","61001007","0","0","1","1","0","0","0","0","21001","0","381","0","620130018","18","61001004","36","0","0","0","600110211","61001005","0","620060018","1"
"600000022","30","620090019","0","1","0","0","0","0","0","0","0","22001","0","0","1","61001007","0","0","1","1","0","0","0","0","22001","0","386","0","620130019","18","61001004","36","0","0","0","600110221","61001005","0","620060019","1"
"600000023","30","620090020","0","1","0","0","0","0","0","0","0","23001","0","0","1","61001007","0","0","1","1","0","0","0","0","23001","0","390","0","620130020","18","61001004","36","0","0","0","600110231","61001005","0","620060020","1"
"600000024","30","620090021","0","1","0","0","0","0","0","0","0","24001","0","0","1","61001007","0","0","1","1","0","0","0","0","24001","0","396","0","620130021","18","61001004","36","0","0","0","600110241","61001005","0","620060021","1"
"600000025","30","620090022","0","1","0","0","0","0","0","0","0","25001","0","0","1","61001007","0","0","1","1","0","0","0","0","25001","0","401","0","620130022","18","61001004","36","0","0","0","600110251","61001005","0","620060022","1"
"600000026","30","620090023","0","1","0","0","0","0","0","0","0","26001","0","0","1","61001007","0","0","1","1","0","0","0","0","26001","0","405","0","620130023","18","61001004","36","0","0","0","600110261","61001005","0","620060023","1"
"600000027","30","620090024","0","1","0","0","0","0","0","0","0","27001","0","0","1","61001007","0","0","1","1","0","0","0","0","27001","0","411","0","620130024","18","61001004","36","0","0","0","600110271","61001005","0","620060024","1"
"600000028","30","620090025","0","1","0","0","0","0","0","0","0","28001","0","0","1","61001007","0","0","1","1","0","0","0","0","28001","0","417","0","620130025","18","61001004","36","0","0","0","600110281","61001005","0","620060025","1"
"600000029","30","620090026","0","1","0","0","0","0","0","0","0","29001","0","0","1","61001007","0","0","1","1","0","0","0","0","29001","0","422","0","620130026","18","61001004","36","0","0","0","600110291","61001005","0","620060026","1"
"600000030","30","620090027","0","1","0","0","0","0","0","0","0","30001","0","0","1","61001007","0","0","1","1","0","0","0","0","30001","0","427","0","620130027","18","61001004","36","0","0","0","600110301","61001005","0","620060027","1"
"600000031","30","620090028","0","1","0","0","0","0","0","0","0","31001","0","0","1","61001007","0","0","1","1","0","0","0","0","31001","0","433","0","620130028","18","61001004","36","0","0","0","600110311","61001005","0","620060028","1"
"600000032","30","620090029","0","1","0","0","0","0","0","0","0","32001","0","0","1","61001007","0","0","1","1","0","0","0","0","32001","0","442","0","620130029","18","61001004","36","0","0","0","600110321","61001005","0","620060029","1"
"600000033","30","620090030","0","1","0","0","0","0","0","0","0","33001","0","0","1","61001007","0","0","1","1","0","0","0","0","33001","0","455","0","620130030","18","61001004","36","0","0","0","600110331","61001005","0","620060030","1"
"600000034","30","620090031","0","1","0","0","0","0","0","0","0","34001","0","0","1","61001007","0","0","1","1","0","0","0","0","34001","0","460","0","620130031","18","61001004","36","0","0","0","600110341","61001005","0","620060031","1"
"600000035","30","620090032","0","1","0","0","0","0","0","0","0","35001","0","0","1","61001007","0","0","1","1","0","0","0","0","35001","0","464","0","620130032","18","61001004","36","0","0","0","600110351","61001005","0","620060032","1"
"600000036","30","620090033","0","1","0","0","0","0","0","0","0","36001","0","0","1","61001007","0","0","1","1","0","0","0","0","36001","0","476","0","620130033","18","61001004","36","0","0","0","600110361","61001005","0","620060033","1"
"600000037","30","620090034","0","1","0","0","0","0","0","0","0","37001","0","0","1","61001007","0","0","1","1","0","0","0","0","37001","0","482","0","620130034","18","61001004","36","0","0","0","600110371","61001005","0","620060034","1"
"600000038","30","620090035","0","1","0","0","0","0","0","0","0","38001","0","0","1","61001007","0","0","1","1","0","0","0","0","38001","0","492","0","620130035","18","61001004","36","0","0","0","600110381","61001005","0","620060035","1"
"600000039","30","620090036","0","1","0","0","0","0","0","0","0","39001","0","0","1","61001007","0","0","1","1","0","0","0","0","39001","0","500","0","620130036","18","61001004","36","0","0","0","600110391","61001005","0","620060036","1"
"600000040","30","620090037","0","1","0","0","0","0","0","0","0","40001","0","0","1","61001007","0","0","1","1","0","0","0","0","40001","0","514","0","620130037","18","61001004","36","0","0","0","600110401","61001005","0","620060037","1"
"600000041","30","620090038","0","1","0","0","0","0","0","0","0","41001","0","0","1","61001007","0","0","1","1","0","0","0","0","41001","0","518","0","620130038","18","61001004","36","0","0","0","600110411","61001005","0","620060038","1"
"600000042","30","620090039","0","1","0","0","0","0","0","0","0","42001","0","0","1","61001007","0","0","1","1","0","0","0","0","42001","0","523","0","620130039","18","61001004","36","0","0","0","600110421","61001005","0","620060039","1"
"600000043","30","620090040","0","1","0","0","0","0","0","0","0","43001","0","0","1","61001007","0","0","1","1","0","0","0","0","43001","0","538","0","620130040","18","61001004","36","0","0","0","600110431","61001005","0","620060040","1"
"600000044","30","620090041","0","1","0","0","0","0","0","0","0","44001","0","0","1","61001007","0","0","1","1","0","0","0","0","44001","0","551","0","620130041","18","61001004","36","0","0","0","600110441","61001005","0","620060041","1"
"600000045","30","620090042","0","1","0","0","0","0","0","0","0","45001","0","0","1","61001007","0","0","1","1","0","0","0","0","45001","0","565","0","620130042","18","61001004","36","0","0","0","600110451","61001005","0","620060042","1"
"600000046","30","620090043","0","1","0","0","0","0","0","0","0","46001","0","0","1","61001007","0","0","1","1","0","0","0","0","46001","0","574","0","620130043","18","61001004","36","0","0","0","600110461","61001005","0","620060043","1"
"600000047","30","620090044","0","1","0","0","0","0","0","0","0","47001","0","0","1","61001007","0","0","1","1","0","0","0","0","47001","0","577","0","620130044","18","61001004","36","0","0","0","600110471","61001005","0","620060044","1"
"600000048","30","620090045","0","1","0","0","0","0","0","0","0","48001","0","0","1","61001007","0","0","1","1","0","0","0","0","48001","0","587","0","620130045","18","61001004","36","0","0","0","600110481","61001005","0","620060045","1"
"600000049","30","620090046","0","1","0","0","0","0","0","0","0","49001","0","0","1","61001007","0","0","1","1","0","0","0","0","49001","0","598","0","620130046","18","61001004","36","0","0","0","600110491","61001005","0","620060046","1"
"600000050","30","620090047","0","1","0","0","0","0","0","0","0","50001","0","0","1","61001007","0","0","1","1","0","0","0","0","50001","0","614","0","620130047","18","61001004","36","0","0","0","600110501","61001005","0","620060047","1"
"600000051","30","620090048","0","1","0","0","0","0","0","0","0","51001","0","0","1","61001007","0","0","1","1","0","0","0","0","51001","0","621","0","620130048","18","61001004","36","0","0","0","600110511","61001005","0","620060048","1"
"600000052","30","620090049","0","1","0","0","0","0","0","0","0","52001","0","0","1","61001007","0","0","1","1","0","0","0","0","52001","0","629","0","620130049","18","61001004","36","0","0","0","600110521","61001005","0","620060049","1"
"600000053","30","620090050","0","1","0","0","0","0","0","0","0","53001","0","0","1","61001007","0","0","1","1","0","0","0","0","53001","0","640","0","620130050","18","61001004","36","0","0","0","600110531","61001005","0","620060050","1"
"600000054","30","620090051","0","1","0","0","0","0","0","0","0","54001","0","0","1","61001007","0","0","1","1","0","0","0","0","54001","0","647","0","620130051","18","61001004","36","0","0","0","600110541","61001005","0","620060051","1"
"600000055","30","620090052","0","1","0","0","0","0","0","0","0","55001","0","0","1","61001007","0","0","1","1","0","0","0","0","55001","0","652","0","620130052","18","61001004","36","0","0","0","600110551","61001005","0","620060052","1"
"600000056","30","620090053","0","1","0","0","0","0","0","0","0","56001","0","0","1","61001007","0","0","1","1","0","0","0","0","56001","0","659","0","620130053","18","61001004","36","0","0","0","600110561","61001005","0","620060053","1"
"600000057","30","620090054","0","1","0","0","0","0","0","0","0","57001","0","0","1","61001007","0","0","1","1","0","0","0","0","57001","0","662","0","620130054","18","61001004","36","0","0","0","600110571","61001005","0","620060054","1"
"600000058","30","620090055","0","1","0","0","0","0","0","0","0","58001","0","0","1","61001007","0","0","1","1","0","0","0","0","58001","0","667","0","620130055","18","61001004","36","0","0","0","600110581","61001005","0","620060055","1"
"600000059","30","620090056","0","1","0","0","0","0","0","0","0","59001","0","0","1","61001007","0","0","1","1","0","0","0","0","59001","0","679","0","620130056","18","61001004","36","0","0","0","600110591","61001005","0","620060056","1"
"600000060","30","620090057","0","1","0","0","0","0","0","0","0","60001","0","0","1","61001007","0","0","1","1","0","0","0","0","60001","0","683","0","620130057","18","61001004","36","0","0","0","600110601","61001005","0","620060057","1"
"600000061","30","620090058","0","1","0","0","0","0","0","0","0","61001","0","0","1","61001007","0","0","1","1","0","0","0","0","61001","0","692","0","620130058","18","61001004","36","0","0","0","600110611","61001005","0","620060058","1"
"600000062","30","620090059","0","1","0","0","0","0","0","0","0","62001","0","0","1","61001007","0","0","1","1","0","0","0","0","62001","0","698","0","620130059","18","61001004","36","0","0","0","600110621","61001005","0","620060059","1"
"600000063","30","620090060","0","1","0","0","0","0","0","0","0","63001","0","0","1","61001007","0","0","1","1","0","0","0","0","63001","0","703","0","620130060","18","61001004","36","0","0","0","600110631","61001005","0","620060060","1"
"600000064","30","620090061","0","1","0","0","0","0","0","0","0","64001","0","0","1","61001007","0","0","1","1","0","0","0","0","64001","0","713","0","620130061","18","61001004","36","0","0","0","600110641","61001005","0","620060061","1"
"600000065","30","620090062","0","1","0","0","0","0","0","0","0","65001","0","0","1","61001007","0","0","1","1","0","0","0","0","65001","0","722","0","620130062","18","61001004","36","0","0","0","600110651","61001005","0","620060062","1"
"600000066","30","620090063","0","1","0","0","0","0","0","0","0","66001","0","0","1","61001007","0","0","1","1","0","0","0","0","66001","0","733","0","620130063","18","61001004","36","0","0","0","600110661","61001005","0","620060063","1"
"600000067","30","620090064","0","1","0","0","0","0","0","0","0","67001","0","0","1","61001007","0","0","1","1","0","0","0","0","67001","0","741","0","620130064","18","61001004","36","0","0","0","600110671","61001005","0","620060064","1"
"600000068","30","620090065","0","1","0","0","0","0","0","0","0","68001","0","0","1","61001007","0","0","1","1","0","0","0","0","68001","0","750","0","620130065","18","61001004","36","0","0","0","600110681","61001005","0","620060065","1"
"600000069","30","620090066","0","1","0","0","0","0","0","0","0","69001","0","0","1","61001007","0","0","1","1","0","0","0","0","69001","0","762","0","620130066","18","61001004","36","0","0","0","600110691","61001005","0","620060066","1"
"600000074","30","620300001","0","1","0","0","0","0","0","0","0","3001","0","0","1","61001007","0","0","1","1","0","0","0","0","3001","0","258","0","620110001","18","61001004","36","0","0","0","600110031","61001005","0","620090101","1"
"600000075","30","620300001","0","1","0","0","0","0","0","0","0","4001","0","0","1","61001007","0","0","1","1","0","0","0","0","4001","0","258","0","620110001","18","61001004","36","0","0","0","600110041","61001005","0","620090101","1"
"600000076","30","620300002","0","1","0","0","0","0","0","0","0","5001","0","0","1","61001007","0","0","1","1","0","0","0","0","5001","0","268","0","620110002","18","61001004","36","0","0","0","600110051","61001005","0","620090102","1"
"600000077","30","620300003","0","1","0","0","0","0","0","0","0","6001","0","0","1","61001007","0","0","1","1","0","0","0","0","6001","0","273","0","620110003","18","61001004","36","0","0","0","600110061","61001005","0","620090103","1"
"600000078","30","620300004","0","1","0","0","0","0","0","0","0","7001","0","0","1","61001007","0","0","1","1","0","0","0","0","7001","0","281","0","620110004","18","61001004","36","0","0","0","600110071","61001005","0","620090104","1"
"600000079","30","620300005","0","1","0","0","0","0","0","0","0","8001","0","0","1","61001007","0","0","1","1","0","0","0","0","8001","0","288","0","620110005","18","61001004","36","0","0","0","600110081","61001005","0","620090105","1"
"600000080","30","620300006","0","1","0","0","0","0","0","0","0","9001","0","0","1","61001007","0","0","1","1","0","0","0","0","9001","0","298","0","620110006","18","61001004","36","0","0","0","600110091","61001005","0","620090106","1"
"600000081","30","620300007","0","1","0","0","0","0","0","0","0","10001","0","0","1","61001007","0","0","1","1","0","0","0","0","10001","0","309","0","620110007","18","61001004","36","0","0","0","600110101","61001005","0","620090107","1"
"600000082","30","620300008","0","1","0","0","0","0","0","0","0","11001","0","0","1","61001007","0","0","1","1","0","0","0","0","11001","0","313","0","620110008","18","61001004","36","0","0","0","600110111","61001005","0","620090108","1"
"600000083","30","620300009","0","1","0","0","0","0","0","0","0","12001","0","0","1","61001007","0","0","1","1","0","0","0","0","12001","0","321","0","620110009","18","61001004","36","0","0","0","600110121","61001005","0","620090109","1"
"600000084","30","620300010","0","1","0","0","0","0","0","0","0","13001","0","0","1","61001007","0","0","1","1","0","0","0","0","13001","0","326","0","620110010","18","61001004","36","0","0","0","600110131","61001005","0","620090110","1"
"600000085","30","620300011","0","1","0","0","0","0","0","0","0","14001","0","0","1","61001007","0","0","1","1","0","0","0","0","14001","0","336","0","620110011","18","61001004","36","0","0","0","600110141","61001005","0","620090111","1"
"600000086","30","620300012","0","1","0","0","0","0","0","0","0","15001","0","0","1","61001007","0","0","1","1","0","0","0","0","15001","0","341","0","620110012","18","61001004","36","0","0","0","600110151","61001005","0","620090112","1"
"600000087","30","620300013","0","1","0","0","0","0","0","0","0","16001","0","0","1","61001007","0","0","1","1","0","0","0","0","16001","0","351","0","620110013","18","61001004","36","0","0","0","600110161","61001005","0","620090113","1"
"600000088","30","620300014","0","1","0","0","0","0","0","0","0","17001","0","0","1","61001007","0","0","1","1","0","0","0","0","17001","0","356","0","620110014","18","61001004","36","0","0","0","600110171","61001005","0","620090114","1"
"600000089","30","620300015","0","1","0","0","0","0","0","0","0","18001","0","0","1","61001007","0","0","1","1","0","0","0","0","18001","0","366","0","620110015","18","61001004","36","0","0","0","600110181","61001005","0","620090115","1"
"600000090","30","620300016","0","1","0","0","0","0","0","0","0","19001","0","0","1","61001007","0","0","1","1","0","0","0","0","19001","0","371","0","620110016","18","61001004","36","0","0","0","600110191","61001005","0","620090116","1"
"600000091","30","620300017","0","1","0","0","0","0","0","0","0","20001","0","0","1","61001007","0","0","1","1","0","0","0","0","20001","0","375","0","620110017","18","61001004","36","0","0","0","600110201","61001005","0","620090117","1"
"600000092","30","620300018","0","1","0","0","0","0","0","0","0","21001","0","0","1","61001007","0","0","1","1","0","0","0","0","21001","0","381","0","620110018","18","61001004","36","0","0","0","600110211","61001005","0","620090118","1"
"600000093","30","620300019","0","1","0","0","0","0","0","0","0","22001","0","0","1","61001007","0","0","1","1","0","0","0","0","22001","0","386","0","620110019","18","61001004","36","0","0","0","600110221","61001005","0","620090119","1"
"600000094","30","620300020","0","1","0","0","0","0","0","0","0","23001","0","0","1","61001007","0","0","1","1","0","0","0","0","23001","0","390","0","620110020","18","61001004","36","0","0","0","600110231","61001005","0","620090120","1"
"600000095","30","620300021","0","1","0","0","0","0","0","0","0","24001","0","0","1","61001007","0","0","1","1","0","0","0","0","24001","0","396","0","620110021","18","61001004","36","0","0","0","600110241","61001005","0","620090121","1"
"600000096","30","620300022","0","1","0","0","0","0","0","0","0","25001","0","0","1","61001007","0","0","1","1","0","0","0","0","25001","0","401","0","620110022","18","61001004","36","0","0","0","600110251","61001005","0","620090122","1"
"600000097","30","620300023","0","1","0","0","0","0","0","0","0","26001","0","0","1","61001007","0","0","1","1","0","0","0","0","26001","0","405","0","620110023","18","61001004","36","0","0","0","600110261","61001005","0","620090123","1"
"600000098","30","620300024","0","1","0","0","0","0","0","0","0","27001","0","0","1","61001007","0","0","1","1","0","0","0","0","27001","0","411","0","620110024","18","61001004","36","0","0","0","600110271","61001005","0","620090124","1"
"600000099","30","620300025","0","1","0","0","0","0","0","0","0","28001","0","0","1","61001007","0","0","1","1","0","0","0","0","28001","0","417","0","620110025","18","61001004","36","0","0","0","600110281","61001005","0","620090125","1"
"600000100","30","620300026","0","1","0","0","0","0","0","0","0","29001","0","0","1","61001007","0","0","1","1","0","0","0","0","29001","0","422","0","620110026","18","61001004","36","0","0","0","600110291","61001005","0","620090126","1"
"600000101","30","620300027","0","1","0","0","0","0","0","0","0","30001","0","0","1","61001007","0","0","1","1","0","0","0","0","30001","0","427","0","620110027","18","61001004","36","0","0","0","600110301","61001005","0","620090127","1"
"600000102","30","620300028","0","1","0","0","0","0","0","0","0","31001","0","0","1","61001007","0","0","1","1","0","0","0","0","31001","0","433","0","620110028","18","61001004","36","0","0","0","600110311","61001005","0","620090128","1"
"600000103","30","620300029","0","1","0","0","0","0","0","0","0","32001","0","0","1","61001007","0","0","1","1","0","0","0","0","32001","0","442","0","620110029","18","61001004","36","0","0","0","600110321","61001005","0","620090129","1"
"600000104","30","620300030","0","1","0","0","0","0","0","0","0","33001","0","0","1","61001007","0","0","1","1","0","0","0","0","33001","0","455","0","620110030","18","61001004","36","0","0","0","600110331","61001005","0","620090130","1"
"600000105","30","620300031","0","1","0","0","0","0","0","0","0","34001","0","0","1","61001007","0","0","1","1","0","0","0","0","34001","0","460","0","620110031","18","61001004","36","0","0","0","600110341","61001005","0","620090131","1"
"600000106","30","620300032","0","1","0","0","0","0","0","0","0","35001","0","0","1","61001007","0","0","1","1","0","0","0","0","35001","0","464","0","620110032","18","61001004","36","0","0","0","600110351","61001005","0","620090132","1"
"600000107","30","620300033","0","1","0","0","0","0","0","0","0","36001","0","0","1","61001007","0","0","1","1","0","0","0","0","36001","0","476","0","620110033","18","61001004","36","0","0","0","600110361","61001005","0","620090133","1"
"600000108","30","620300034","0","1","0","0","0","0","0","0","0","37001","0","0","1","61001007","0","0","1","1","0","0","0","0","37001","0","482","0","620110034","18","61001004","36","0","0","0","600110371","61001005","0","620090134","1"
