325b5f6186a23dde6628d987974e33c956f54172b955fd29ca7cf54a9396d08f,26c6dd1bbab83c1171a174d034d081464f3d1715a50a47942e06af2708d75a4b,032d2b7088ffcdfcc889ec2939f69f4a54b64f4ccf040dfce67d34275563214d,5f7346fef7563e16aa41411a82e728a2c44993ed0a116b086af91ed3afd4044d,a96a24e6287fbad7e9d1a7a706896c25b28392b453107866f2a3f0e35cd1c0f8,50bd957323f3b881eba220b3f8244fecef1fa0ec31289476c5bd01f3c0fc5216,3e96a1587c95a695b280869df044af53f6a054f5b25e7ec76d10de0f58633530,dfd67f8d690397097ab7df6467a88289c88cf34ec143a34b14a93b1a969d6256,f8a41c82fc1244c9192bbdc1fb76c844045637630f84b1f1432f2a0d3e03c9dc,75809871733378a4314b6915259519b20561ac7cfd74cd62084eea87abdd86ba,e69d3a42607a3d38ba989cad9c6fed9f25df545256f8102e137179a087003b00
"2","8","2","224","281001077","25021","10","42","25011","91002","77"
"2","8","2","228","281001078","25021","10","42","25011","91002","78"
"2","8","2","232","281001079","25021","10","43","25011","91002","79"
"2","8","2","236","281001080","25021","30","43","25011","91002","80"
"2","8","2","240","281001081","25021","10","44","25011","91002","81"
"2","8","2","244","281001082","25021","10","44","25011","91002","82"
"2","8","2","248","281001083","25021","10","45","25011","91002","83"
"2","8","2","252","281001084","25021","10","45","25011","91002","84"
"2","8","2","256","281001085","25021","10","46","25011","91002","85"
"2","8","2","260","281001086","25021","10","46","25011","91002","86"
"2","8","2","264","281001087","25021","10","47","25011","91002","87"
"2","8","2","268","281001088","25021","10","47","25011","91002","88"
"2","8","2","272","281001089","25021","10","48","25011","91002","89"
"2","8","2","276","281001090","25021","30","48","25011","91002","90"
"2","8","2","280","281001091","25021","10","49","25011","91002","91"
"2","8","2","284","281001092","25021","10","49","25011","91002","92"
"2","8","2","288","281001093","25021","10","50","25011","91002","93"
"2","8","2","292","281001094","25021","10","50","25011","91002","94"
"2","8","2","296","281001095","25021","10","51","25011","91002","95"
"2","8","2","300","281001096","25021","10","51","25011","91002","96"
"2","8","2","304","281001097","25021","10","52","25011","91002","97"
"2","8","2","308","281001098","25021","10","52","25011","91002","98"
"2","8","2","312","281001099","25021","10","53","25011","91002","99"
"2","8","2","316","281001100","25021","30","53","25011","91002","100"
