d9eba0c71ede3123ca7d22bac77c298a928c9dc8c68a81c6f3e0a42246e85f6d,d6268b8c860d93a333e4eacfd793c5f2b94ed9321d7dc3e75a05c94bf317934c,ad84571b3593ec0fca65f8cdba4e668a36730cbcc0e11e192d32c02a22b279ae,db0eec9db27a38627ec3ec23b555e1d59bb33b7326848412d982147e8f6a074a,0124ebd5f4caeb6b2c84df10dbceae41a760249fb3f58082f719ccb4865e5954,81d47bde016abced92f2b808a5121033f93f15b85b625b7ccb65e1ff268c2564,acf5a0c67fe98cc069339dde9ab478ab5c275dd7dfd8c56a56bbb601fa1de4cf,f0b82001b54203f124c129a15887c09b1370b88a14351966ba5c0f762cb80584,e4b798376c6cea57cbd9545cbde13bf2155819d4f12aacd0707ba5de2878b1e1,7997157304fb18d5d7b90f2c837a8eea0a122287a847179341f7b9597c092fbb,92491e01bb235ee6e612ffc92e27ec0d8b71818f900747431de06b08712ab1d3
"61092","","","93","0","","5146061","","2","",""
"61093","","","23","se_10055900_coaster_02","","5146061","","se_10055900","1",""
"61094","","","32","1","","5146061","","10","",""
"61095","","","122","30","","5146061","","30","0.5",""
"61096","","0","21","vo_apg_0107","","5146061","","vo_apg","0",""
"61097","","","3","0107_in","0","5146061","","202","0",""
"61098","","","93","1","","5146061","","0.7","",""
"61099","","","3","0107_mid","0","5146061","","202","0",""
"61100","","","92","","","5146061","","","",""
"61101","","","3","0107_out","0","5146061","","202","0",""
"61102","","","93","0","","5146061","","0.2","",""
"61103","0","0","2","0","","5146061","","202","-211",""
"61104","","","122","30","","5146061","","30","0.5",""
"61105","","0","21","vo_apg_0108","","5146061","","vo_apg","0",""
"61106","","","3","0108_in","0","5146061","","203","0",""
"61107","","","93","1","","5146061","","0.8","",""
"61108","","","3","0108_mid","0","5146061","","203","0",""
"61109","","","92","","","5146061","","","",""
"61110","","","3","0108_out","0","5146061","","203","0",""
"61111","","","93","0","","5146061","","0.2","",""
"61112","0","0","2","315","","5146061","","201","16",""
"61113","","","122","30","","5146061","","30","0.5",""
"61114","","0","21","vo_apg_0109","","5146061","","vo_apg","0",""
"61115","","","3","0109_in","0","5146061","","201","0",""
"61116","","","93","1","","5146061","","1.1","",""
"61117","","","3","0109_mid","0","5146061","","201","0",""
"61118","","","92","","","5146061","","","",""
"61119","","","3","0109_out","0","5146061","","201","0",""
"61120","","","93","0","","5146061","","0.2","",""
"61121","","","122","30","","5146061","","30","0.5",""
"61122","","0","21","vo_apg_0110","","5146061","","vo_apg","0",""
"61123","","","3","0107_in","0","5146061","","202","0",""
"61124","","","3","0108_in","0","5146061","","203","0",""
"61125","","","3","0109_in","0","5146061","","201","0",""
"61126","","","93","1","","5146061","","1.1","",""
"61127","","","3","0107_mid","0","5146061","","202","0",""
"61128","","","3","0108_mid","0","5146061","","203","0",""
"61129","","","3","0109_mid","0","5146061","","201","0",""
"61130","","","92","","","5146061","","","",""
"61131","","","3","0107_out","0","5146061","","202","0",""
"61132","","","3","0108_out","0","5146061","","203","0",""
"61133","","","3","0109_out","0","5146061","","201","0",""
"61134","","","93","0","","5146061","","0.2","",""
"61135","0","0","2","216","","5146061","","201","0",""
"61136","","0","21","vo_apg_0111","","5146061","","vo_apg","0",""
"61137","","","3","0111_in","0","5146061","","201","0",""
"61138","","","93","1","","5146061","","1.8","",""
"61139","","","3","0111_mid","0","5146061","","201","0",""
"61140","","","92","","","5146061","","","",""
"61141","","","3","0111_out","0","5146061","","201","0",""
"61142","","","93","0","","5146061","","0.2","",""
"61143","","","22","0","","5146061","","0","",""
"61144","","","93","","","5146061","","0.5","",""
"61145","","","32","1","","5146061","","11","",""
"61146","","","23","se_10055900_camera","","5146061","","se_10055900","0",""
"61147","","","93","0","","5146061","","0.2","",""
"61148","","","32","0","","5146061","","10","",""
"61149","","","93","0","","5146061","","1.8","",""
"61150","","","24","0.5","","5146061","","se_10055900_coaster_02","",""
"61151","","","37","iris_out","","5146061","","2","",""
"61152","0","0","2","129","","5146061","","106011","-278",""
"61153","0","0","2","129","","5146061","","1060","-278",""
"61154","0","0","2","-34","","5146061","","105811","-278",""
"61155","0","0","2","-34","","5146061","","1058","-278",""
"61156","0","0","2","-194","","5146061","","105911","-288",""
"61157","0","0","2","-194","","5146061","","1059","-288",""
"61158","","","3","walk_normal_dere2","0.2","5146061","","106011","1",""
"61159","","","3","walk_normal_dere2","0.2","5146061","","1060","1",""
"61160","","","3","walk_normal_joy","0.2","5146061","","105811","1",""
"61161","","","3","walk_normal_joy","0.2","5146061","","1058","1",""
"61162","","","3","kokkoro_walk_normal_dere","0.2","5146061","","105911","1",""
"61163","","","3","kokkoro_walk_normal_dere","0.2","5146061","","1059","1",""
"61164","0","2","2","290","","5146061","","106011","-278",""
"61165","0","2","2","290","","5146061","","1060","-278",""
"61166","0","2","2","-225","","5146061","","105811","-278",""
"61167","0","2","2","-225","","5146061","","1058","-278",""
"61168","0","2","2","-385","","5146061","","105911","-288",""
"61169","0","2","2","-385","","5146061","","1059","-288",""
"61170","","","4","0","","5146061","","106011","",""
"61171","","","4","0","","5146061","","1060","",""
"61172","","","4","1","","5146061","","105811","",""
"61173","","","4","1","","5146061","","1058","",""
"61174","","","4","1","","5146061","","105911","",""
"61175","","","4","1","","5146061","","1059","",""
"61176","","","93","0","","5146061","","2","",""
"61177","","","4","1","","5146061","","106011","",""
"61178","","","4","1","","5146061","","1060","",""
"61179","","","4","0","","5146061","","105811","",""
"61180","","","4","0","","5146061","","1058","",""
"61181","","","4","0","","5146061","","105911","",""
"61182","","","4","0","","5146061","","1059","",""
"61183","","","3","joy_idle_doya_shy","0.2","5146061","","106011","1",""
"61184","","","3","joy_idle_doya_shy","0.2","5146061","","1060","1",""
"61185","","","3","idle_normal","0.2","5146061","","105811","1",""
"61186","","","3","idle_normal","0.2","5146061","","1058","1",""
"61187","","","3","kokkoro_idle_normal_joy","0.2","5146061","","105911","1",""
"61188","","","3","kokkoro_idle_normal_joy","0.2","5146061","","1059","1",""
"61189","","","93","0","","5146061","","0.3","",""
"61190","1","guts2_talk_joy","3","jump_short","0.2","5146061","","105811","0","0.2"
"61191","1","guts2_talk_joy","3","jump_short","0.2","5146061","","1058","0","0.2"
"61192","","0","21","vo_apg_0112","","5146061","","vo_apg","0",""
"61193","1","1","11","はぁ～♪\n楽しかったですねー☆","0","5146061","0","105811","10","0"
"61194","","","91","","","5146061","","0","",""
"61195","","","3","idle_normal","0.2","5146061","","105811","1",""
"61196","","","3","idle_normal","0.2","5146061","","1058","1",""
"61197","","","3","kokkoro_talk_normal","0.2","5146061","","105911","1",""
"61198","","","3","kokkoro_talk_normal","0.2","5146061","","1059","1",""
"61199","","0","21","vo_apg_0113","","5146061","","vo_apg","0",""
"61200","1","1","11","みなさま。\nお写真が\n仕上がったみたいです","0","5146061","0","105911","10","0"
"61201","","","91","","","5146061","","0","",""
"61202","","","3","kokkoro_idle_normal_joy","0.2","5146061","","105911","1",""
"61203","","","3","kokkoro_idle_normal_joy","0.2","5146061","","1059","1",""
"61204","1","armcrossed_talk_dere_shy","3","armcrossed_in_dere_shy","0.2","5146061","","106011","0","0"
"61205","1","armcrossed_talk_dere_shy","3","armcrossed_in_dere_shy","0.2","5146061","","1060","0","0"
"61206","","0","21","vo_apg_0114","","5146061","","vo_apg","0",""
"61207","1","1","11","は～最悪。\n…ま、どんなもんか\n一応見てやるけど♪","0","5146061","0","106011","10","0"
"61208","","","91","","","5146061","","0","",""
"61209","","","22","0","","5146061","","0","",""
"61210","","","3","armcrossed_idle_anger_lookup","0.2","5146061","","106011","0",""
"61211","","","3","armcrossed_idle_anger_lookup","0.2","5146061","","1060","0",""
"61212","","","3","idle_normal_lookup","0.2","5146061","","105811","1",""
"61213","","","3","idle_normal_lookup","0.2","5146061","","1058","1",""
"61214","","","3","kokkoro_wish_idle_joy_lookup","0.2","5146061","","105911","1",""
"61215","","","3","kokkoro_wish_idle_joy_lookup","0.2","5146061","","1059","1",""
"61216","","","3","coaster_1_in","0","5146061","","21","0",""
"61217","","","23","se_10055900_photo","","5146061","","se_10055900","0",""
"61218","","","93","0","","5146061","","2.3","",""
"61219","","","3","idle_normal_surprise","0.2","5146061","","105811","1",""
"61220","","","3","idle_normal_surprise","0.2","5146061","","1058","1",""
"61221","","","3","kokkoro_idle_normal_surprise","0.2","5146061","","105911","1",""
"61222","","","3","kokkoro_idle_normal_surprise","0.2","5146061","","1059","1",""
"61223","1","pointing_loop_noface","3","pointing_in_noface","0.2","5146061","","106011","0","0"
"61224","1","pointing_loop_kyaru","3","pointing_in_kyaru","0.2","5146061","","1060","0","0"
"61225","","0","21","vo_apg_0115","","5146061","","vo_apg","0",""
"61226","1","1","11","ってなによこれーっ！！！\nあたし写ってないじゃない！！？","0","5146061","0","106011","10","0"
"61227","","","93","1","","5146061","","0.5","",""
"61228","","","122","30","","5146061","","30","0.5",""
"61229","","","91","","","5146061","","61226","",""
"61230","","","3","surprise_talk","0.2","5146061","","105811","1",""
"61231","","","3","surprise_talk","0.2","5146061","","1058","1",""
"61232","","0","21","vo_apg_0116","","5146061","","vo_apg","0",""
"61233","1","1","11","……へ？\nキャルちゃんほんとは\n写りたかったんですか？","0","5146061","0","105811","10","0"
"61234","","","91","","","5146061","","0","",""
"61235","","","3","idle_normal_talk1R","0.2","5146061","","105811","1",""
"61236","","","3","idle_normal_talk1R","0.2","5146061","","1058","1",""
"61237","","","3","kokkoro_sad_talk","0.2","5146061","","105911","1",""
"61238","","","3","kokkoro_sad_talk","0.2","5146061","","1059","1",""
"61239","","0","21","vo_apg_0117","","5146061","","vo_apg","0",""
"61240","1","1","11","写りたくないのではと思って\nキャルさまを隠しましたが。\n余計なお世話だったみたいです","0","5146061","0","105911","10","0"
"61241","","","91","","","5146061","","0","",""
"61242","","","3","kokkoro_idle_normal","0.2","5146061","","105911","1",""
"61243","","","3","kokkoro_idle_normal","0.2","5146061","","1059","1",""
"61244","1","shock_loop_shy_red","3","shock_in_shy_red","0.2","5146061","","106011","0","0"
"61245","1","shock_loop_shy_red","3","shock_in_shy_red","0.2","5146061","","1060","0","0"
"61246","","0","21","vo_apg_0118","","5146061","","vo_apg","0",""
"61247","1","1","11","い…いやそういう訳じゃ\nないけどっ！！？","0","5146061","0","106011","10","0"
"61248","","","91","","","5146061","","0","",""
"61249","","","3","coaster_1_out","0","5146061","","21","0",""
"61250","","","3","kokkoro_idle_normal_joy","0.2","5146061","","105911","1","0.2"
"61251","","","3","kokkoro_idle_normal_joy","0.2","5146061","","1059","1","0.2"
"61252","","","3","joy_talk","0.2","5146061","","105811","1","0.2"
"61253","","","3","joy_talk","0.2","5146061","","1058","1","0.2"
"61254","","0","21","vo_apg_0119","","5146061","","vo_apg","0",""
"61255","1","1","11","なんだ♪\nじゃあもう一回乗りましょー♪","0","5146061","0","105811","10","0"
"61256","","","91","","","5146061","","0","",""
"61257","","","3","joy_idle","0.2","5146061","","105811","1",""
"61258","","","3","joy_idle","0.2","5146061","","1058","1",""
"61259","","","3","kokkoro_wish_talk_normal2","0.2","5146061","","105911","1",""
"61260","","","3","kokkoro_wish_talk_normal2","0.2","5146061","","1059","1",""
"61261","","0","21","vo_apg_0120","","5146061","","vo_apg","0",""
"61262","1","1","11","はい、そういたしましょう♪","0","5146061","0","105911","10","0"
"61263","","","91","","","5146061","","0","",""
"61264","","","22","0","","5146061","","0","",""
"61265","","","3","kokkoro_wish_idle_joy","0.2","5146061","","105911","1",""
"61266","","","3","kokkoro_wish_idle_joy","0.2","5146061","","1059","1",""
"61267","","","3","anger_talk_anger2_red","0.2","5146061","","106011","1",""
"61268","","","3","anger_talk_anger2_red","0.2","5146061","","1060","1",""
"61269","0","0","12","2","0","5146061","0","106011","2","0"
"61270","0","0","12","10","0","5146061","0","105811","2","0"
"61271","0","0","12","10","0","5146061","0","105911","2","0"
"61272","","","93","0","","5146061","","2","",""
"61273","","","101","","","5146061","","61274","",""
"61274","","","22","0.2","","5146061","","0","",""
"62001","-278","-290","1","100911","1.8","5146062","idle_normal","1","103","0"
"62002","-278","-290","5","1009","1.8","5146062","idle_normal","3","104","0"
"62003","-278","290","1","131011","1.8","5146062","idle_normal","1","100","1"
"62004","","","13","203","","5146062","","100911","",""
"62005","","","13","200","","5146062","","131011","",""
"62006","-174","0","5","7","0.85","5146062","idle","7","15","0"
"62007","71","-132","5","20","1","5146062","empty","20","210","0"
"62008","-42","0","5","22","1","5146062","empty","22","210","0"
"62009","153","0","5","21","1","5146062","empty","21","60","0"
"62010","1","0","31","1","1","5146062","","1","0",""
"62011","1","-57.7","31","2","0","5146062","","2","0",""
"62012","1","0","31","10","0","5146062","","10","0",""
"62013","1","0","31","11","0","5146062","","11","0",""
"62014","1","-278","31","14","0","5146062","","14","-290",""
"62015","1","0","31","20","1","5146062","","20","0",""
"62016","","","36","100911","","5146062","","20","",""
"62017","","","36","20","","5146062","","20","",""
"62018","","","36","22","","5146062","","20","",""
"62019","","","91","0","","5146062","","0","",""
"62020","","","102","0","","5146062","","0","0",""
"62021","","","93","0","","5146062","","1","",""
"62022","1","cool_talk_dere","3","cool_in_dere","0.2","5146062","","100911","0","0"
"62023","1","cool_talk_dere","3","cool_in_dere","0.2","5146062","","1009","0","0"
"62024","","0","21","vo_apg_0201","","5146062","","vo_apg","0",""
"62025","1","1","11","いざ征かん、極滅禁断秘儀へ！\nさあ、案内を頼むぞ！","0","5146062","0","100911","10","0"
"62026","","","91","","","5146062","","0","",""
"62027","","","3","cool_idle","0.2","5146062","","100911","1",""
"62028","","","3","cool_idle","0.2","5146062","","1009","1",""
"62029","","","3","wish_talk_joy","0.2","5146062","","131011","1",""
"62030","","0","21","vo_apg_0202","","5146062","","vo_apg","0",""
"62031","1","1","11","アンナはんが興味持って\nくれるなんてうれしいわ～\nしっかり案内させてもらいます","0","5146062","0","131011","10","0"
"62032","","","91","","","5146062","","0","",""
"62033","","","3","wish_idle","0.2","5146062","","131011","1",""
"62034","1","sad_talk","3","anna_armcrossed","0.2","5146062","","100911","0","0.2"
"62035","1","sad_talk","3","anna_armcrossed","0.2","5146062","","1009","0","0.2"
"62036","","0","21","vo_apg_0203","","5146062","","vo_apg","0",""
"62037","1","1","11","うむ！　シグルドたちも\n挑んだというその試練、この冥姫も…\nって、え？　\nこれ、もしかして絶叫系…？","0","5146062","0","100911","10","0"
"62038","","","91","","","5146062","","0","",""
"62039","","","3","sad_idle","0.2","5146062","","100911","1",""
"62040","","","3","sad_idle","0.2","5146062","","1009","1",""
"62041","1","surprise_talk","3","maho_talk_normal","0.2","5146062","","131011","0","0.2"
"62042","","0","21","vo_apg_0204","","5146062","","vo_apg","0",""
"62043","1","1","11","このパークの大人気\nアトラクションなんよ～\nあら？　どないしはりました？\n顔色が良くないような…","0","5146062","0","131011","10","0"
"62044","","","91","","","5146062","","0","",""
"62045","","","3","surprise_idle","0.2","5146062","","131011","1",""
"62046","","","3","anger_talk_shy","0.2","5146062","","100911","1",""
"62047","","","3","anger_talk_shy","0.2","5146062","","1009","1",""
"62048","","0","21","vo_apg_0205","","5146062","","vo_apg","0",""
"62049","1","1","11","べべべ、別に　お、怯えてなぞ…\nまったくもって、一向に構わぬが？","0","5146062","0","100911","10","0"
"62050","","","91","","","5146062","","0","",""
"62051","","","3","anger_idle_shy","0.2","5146062","","100911","1",""
"62052","","","3","anger_idle_shy","0.2","5146062","","1009","1",""
"62053","","","3","worry_talk","0.2","5146062","","131011","1",""
"62054","","0","21","vo_apg_0206","","5146062","","vo_apg","0",""
"62055","1","1","11","せやけど、無理はせん方が\nええんとちゃいます？","0","5146062","0","131011","10","0"
"62056","","","91","","","5146062","","0","",""
"62057","","","3","wish_idle_shy","0.2","5146062","","131011","1",""
"62058","","","3","anger_talk_pain","0.2","5146062","","100911","1",""
"62059","","","3","anger_talk_pain","0.2","5146062","","1009","1",""
"62060","","0","21","vo_apg_0207","","5146062","","vo_apg","0",""
"62061","1","1","11","ええい！　か、構わんと言っている！\nここまで案内させて引くわけには…\nいくぞ！　突撃だーーーー！","0","5146062","0","100911","10","0"
"62062","","","91","","","5146062","","0","",""
"62063","","","22","0","","5146062","","0","",""
"62064","","","3","run_dash_anger2","0.2","5146062","","100911","1",""
"62065","","","3","run_dash_anger2","0.2","5146062","","1009","1",""
"62066","","","3","walk_surprise","0.2","5146062","","131011","1",""
"62067","0","2","2","-129","","5146062","","100911","-278",""
"62068","0","2","2","-129","","5146062","","1009","-278",""
"62069","0","2","2","129","","5146062","","131011","-278",""
"62070","","","32","1","","5146062","","14","",""
"62071","","","37","left","","5146062","","14","",""
"62072","0","2","33","-129","","5146062","","14","-278",""
"62073","","","93","0","","5146062","","1","",""
"62074","","","32","1","","5146062","","2","",""
"62075","","","93","0","","5146062","","1.5","",""
"62076","","","32","0","","5146062","","14","",""
"62077","0","0","2","0","","5146062","","100911","-331",""
"62078","","","37","scale15","","5146062","","20","",""
"62079","","","23","se_10055900_coaster_01","","5146062","","se_10055900","1",""
"62080","","0","21","vo_apg_0208","","5146062","","vo_apg","0",""
"62081","","","3","0208_in","0","5146062","","22","0",""
"62082","","","93","1","","5146062","","3.3","",""
"62083","","","3","0208_mid","0","5146062","","22","0",""
"62084","","","92","","","5146062","","","",""
"62085","","","3","0208_out","0","5146062","","22","0",""
"62086","","","93","0","","5146062","","0.2","",""
"62087","","","93","0","","5146062","","0.3","",""
"62088","","","37","scale1","","5146062","","20","",""
"62089","","","32","1","","5146062","","10","",""
"62090","","","24","0.5","","5146062","","se_10055900_coaster_01","",""
"62091","","","23","se_10055900_coaster_02","","5146062","","se_10055900","1",""
"62092","0","0","2","0","","5146062","","20","0",""
"62093","","","122","30","","5146062","","30","0.5",""
"62094","","0","21","vo_apg_0209","","5146062","","vo_apg","0",""
"62095","","","3","0209_in","0","5146062","","20","0",""
"62096","","","93","1","","5146062","","2.6","",""
"62097","","","3","0209_mid","0","5146062","","20","0",""
"62098","","","92","","","5146062","","","",""
"62099","","","3","0209_out","0","5146062","","20","0",""
"62100","","","93","0","","5146062","","0.2","",""
"62101","","","122","30","","5146062","","30","1",""
"62102","","0","21","vo_apg_0210","","5146062","","vo_apg","0",""
"62103","","","3","0210_in","0","5146062","","20","0",""
"62104","","","93","1","","5146062","","2.7","",""
"62105","","","3","0210_mid","0","5146062","","20","0",""
"62106","","","92","","","5146062","","","",""
"62107","","","3","0210_out","0","5146062","","20","0",""
"62108","","","93","0","","5146062","","0.2","",""
"62109","","","22","0","","5146062","","0","",""
"62110","","","3","empty","0","5146062","","20","1",""
"62111","","","93","","","5146062","","1","",""
"62112","","","32","1","","5146062","","11","",""
"62113","","","23","se_10055900_camera","","5146062","","se_10055900","0",""
"62114","","","93","0","","5146062","","0.2","",""
"62115","","","32","0","","5146062","","10","",""
"62116","","","93","0","","5146062","","1.8","",""
"62117","","","24","0.5","","5146062","","se_10055900_coaster_02","",""
"62118","","","37","iris_out","","5146062","","2","",""
"62119","0","0","2","-129","","5146062","","100911","-278",""
"62120","0","0","2","-129","","5146062","","1009","-278",""
"62121","0","0","2","129","","5146062","","131011","-278",""
"62122","","","3","anna_walk","0.2","5146062","","100911","1",""
"62123","","","3","anna_walk","0.2","5146062","","1009","1",""
"62124","","","3","walk_normal_joy","0.2","5146062","","131011","1",""
"62125","0","2","2","-290","","5146062","","100911","-278",""
"62126","0","2","2","-290","","5146062","","1009","-278",""
"62127","0","2","2","290","","5146062","","131011","-278",""
"62128","","","4","1","","5146062","","100911","",""
"62129","","","4","1","","5146062","","1009","",""
"62130","","","4","0","","5146062","","131011","",""
"62131","","","93","0","","5146062","","2","",""
"62132","","","4","0","","5146062","","100911","",""
"62133","","","4","0","","5146062","","1009","",""
"62134","","","4","1","","5146062","","131011","",""
"62135","","","3","anna_idle","0.2","5146062","","100911","1",""
"62136","0","","3","anna_idle","0.2","5146062","","1009","1",""
"62137","","","3","idle_normal","0.2","5146062","","131011","1",""
"62138","","","93","0","","5146062","","0.5","",""
"62139","","","3","talk_normal_surprise","0.2","5146062","","131011","1",""
"62140","","0","21","vo_apg_0211","","5146062","","vo_apg","0",""
"62141","1","1","11","どないでした？\nえらい声出してはったけど","0","5146062","0","131011","10","0"
"62142","","","91","","","5146062","","0","",""
"62143","","","3","idle_normal_surprise","0.2","5146062","","131011","1",""
"62144","1","anna_kukuku_loop","3","anna_kukuku_in","0.2","5146062","","100911","0","0"
"62145","1","anna_kukuku_loop","3","anna_kukuku_in","0.2","5146062","","1009","0","0"
"62146","","0","21","vo_apg_0212","","5146062","","vo_apg","0",""
"62147","1","1","11","ふ、ふふふ…シグルドよ…\n私にも、刻が…見える！","20","5146062","0","100911","10","0"
"62148","","","91","","","5146062","","0","",""
"62149","","","3","coaster_2_in","0","5146062","","21","0",""
"62150","","","23","se_10055900_photo","","5146062","","se_10055900","0",""
"62151","","","93","0","","5146062","","0.1","",""
"62152","1","anna_ahaha_loop","3","anna_ahaha_in","0.2","5146062","","100911","0","0"
"62153","1","anna_ahaha_loop","3","anna_ahaha_in","0.2","5146062","","1009","0","0"
"62154","","0","21","vo_apg_0213","","5146062","","vo_apg","0",""
"62155","1","1","11","今、冥姫は\n疾風を追い越した！","-30","5146062","0","100911","10","0"
"62156","","","91","","","5146062","","0","",""
"62157","","","3","wish_talk_joy","0.2","5146062","","131011","1",""
