2f8d83e480d41e2d84c7e7fc8b2b2f860fe0ae980ea07e59445c8ec81ba4d5a4,16ff383c3327023b4e8c93b57abf8442ed4055cc76d11f1155e063069b489520,743ca373917b6c6614203fcc8fde0089dceca9fd3bd06bf78d08ce1f2d642953,380c56979dc1b7f795175552f7412bc95c5b9b33ba80bcbd3a8813ac6c8b77e2,d38d59514282734b49c3748fa8945c83f4e00b177d87d988eb0ff6ca32ef2d6f,6da76d9674de20e8774e6cdc747f58ef622843bf12fda83a9e6d62f4c78d3eab,3db44ed72ccb14a40ed4b84ebb88b714f3d4053ba28446ee504bd7d979b48e2e,5e56f44161a9934a35df0b12f7b22967ee16da1842340294e89eab6bfa7b6044
"12036","bgm_M392","2015/12/17 15:00:00","36.ヴェーナ\n　　　　　湖畔道・南部","2030/12/17 14:59:59","bgm_M392","102","36.ヴェーナ湖畔道・南部"
"12037","bgm_M392","2015/12/17 15:00:00","37.ヴェーナ\n　　　　　湖畔道・北部","2030/12/17 14:59:59","bgm_M392","102","37.ヴェーナ湖畔道・北部"
"12038","bgm_M411","2015/12/17 15:00:00","38.ラトゥス\n　　　　　断崖・南部","2030/12/17 14:59:59","bgm_M411","102","38.ラトゥス断崖・南部"
"12039","bgm_M411","2015/12/17 15:00:00","39.ラトゥス\n　　　　　断崖・北部","2030/12/17 14:59:59","bgm_M411","102","39.ラトゥス断崖・北部"
"12040","bgm_M411","2015/12/17 15:00:00","40.スカプ\n　　　　　山系・西麓","2030/12/17 14:59:59","bgm_M411_E40","102","40.スカプ山系・西麓"
"12041","bgm_M411","2015/12/17 15:00:00","41.スカプ\n　　　　　山系・東麓","2030/12/17 14:59:59","bgm_M411_E40","102","41.スカプ山系・東麓"
"12042","bgm_M411","2015/12/17 15:00:00","42.ペクトス\n　　　　　氷峰・西壁","2030/12/17 14:59:59","bgm_M411_E40","102","42.ペクトス氷峰・西壁"
"12043","bgm_M411","2015/12/17 15:00:00","43.ペクトス\n　　　　　氷峰・東壁","2030/12/17 14:59:59","bgm_M411_E40","102","43.ペクトス氷峰・東壁"
"12044","bgm_M411","2015/12/17 15:00:00","44.スクァーマ\n　　　　　氷脈・西壁","2030/12/17 14:59:59","bgm_M411_E40","102","44.スクァーマ氷脈・西壁"
"12045","bgm_M411","2015/12/17 15:00:00","45.スクァーマ\n　　　　　氷脈・東壁","2030/12/17 14:59:59","bgm_M411_E40","102","45.スクァーマ氷脈・東壁"
"12046","bgm_M483","2015/12/17 15:00:00","46.ラテリ\n　　　　　連山・崖上","2030/12/17 14:59:59","bgm_M483_E46","102","46.ラテリ連山・崖上"
"12047","bgm_M483","2015/12/17 15:00:00","47.ラテリ\n　　　　　連山・崖下","2030/12/17 14:59:59","bgm_M483_E46","102","47.ラテリ連山・崖下"
"12048","bgm_M483","2015/12/17 15:00:00","48.エスタ\n　　　　　荒野・南部","2030/12/17 14:59:59","bgm_M483_E46","102","48.エスタ荒野・南部"
"12049","bgm_M483","2015/12/17 15:00:00","49.エスタ\n　　　　　荒野・北部","2030/12/17 14:59:59","bgm_M483_E46","102","49.エスタ荒野・北部"
"12050","bgm_M483","2015/12/17 15:00:00","50.ネロ\n　　　　　岩礁・西部","2030/12/17 14:59:59","bgm_M483_E50","102","50.ネロ岩礁・西部"
"12051","bgm_M483","2015/12/17 15:00:00","51.ネロ\n　　　　　岩礁・東部","2030/12/17 14:59:59","bgm_M483_E50","102","51.ネロ岩礁・東部"
"12052","bgm_M483","2015/12/17 15:00:00","52.ピニオン\n　　　　　浜堤・西岸","2030/12/17 14:59:59","bgm_M483_E50","102","52.ピニオン浜堤・西岸"
"12053","bgm_M483","2015/12/17 15:00:00","53.ピニオン\n　　　　　浜堤・東岸","2030/12/17 14:59:59","bgm_M483_E50","102","53.ピニオン浜堤・東岸"
"12054","bgm_M483","2015/12/17 15:00:00","54.トータティス砂岸\n　　　　　西部","2030/12/17 14:59:59","bgm_M483_E50","102","54.トータティス砂岸・西部"
"12055","bgm_M483","2015/12/17 15:00:00","55.トータティス砂岸\n　　　　　東部","2030/12/17 14:59:59","bgm_M483_E50","102","55.トータティス砂岸・東部"
"12056","bgm_M483","2015/12/17 15:00:00","56.オニュクス砂島\n　　　　　北部","2030/12/17 14:59:59","bgm_M483_E50","102","56.オニュクス砂島・北部"
"12057","bgm_M571","2015/12/17 15:00:00","57.オニュクス砂島\n　　　　　南部","2030/12/17 14:59:59","bgm_M571","102","57.オニュクス砂島・南部"
"12058","bgm_M599A","2015/12/17 15:00:00","58.クルース\n　　　　　密林・東部","2030/12/17 14:59:59","bgm_M599A","102","58.クルース密林・東部"
"12063","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ\n　　　　　街道・西側","2030/12/17 14:59:59","bgm_MC001","103","63.アパレーユ街道・西側"
"12064","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ\n　　　　　街道・東側","2030/12/17 14:59:59","bgm_MC001","103","64.アパレーユ街道・東側"
"12065","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2030/12/17 14:59:59","bgm_MC001","103","65.キャッスル・オブ・パルフェ　城下町"
"12066","bgm_MC001","2015/12/17 15:00:00","66.ラモリール平原","2030/12/17 14:59:59","bgm_MC001","103","66.ラモリール平原"
"12067","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104","67.渦炎密林"
"12068","bgm_MC079","2015/12/17 15:00:00","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104","68.思索樹海"
"12069","bgm_MC079","2015/12/17 15:00:00","69.鬼ノ膝元","2030/12/17 14:59:59","bgm_MC079","104","69.鬼ノ膝元"
"12070","bgm_MC079","2015/12/17 15:00:00","70.炎縄河","2030/12/17 14:59:59","bgm_MC079","104","70.炎縄河"
"12071","bgm_MC079","2015/12/17 15:00:00","71.崩豹峠","2030/12/17 14:59:59","bgm_MC079","104","71.崩豹峠"
"12072","bgm_MC079","2015/12/17 15:00:00","72.怒錐ヶ岳","2030/12/17 14:59:59","bgm_MC079","104","72.怒錐ヶ岳"
"12073","bgm_MC201","2015/12/17 15:00:00","73.久遠氷河・南端","2030/12/17 14:59:59","bgm_MC201","105","73.久遠氷河・南端"
"13018","bgm_M179","2015/12/17 15:00:00","18.ファエトン\n　　　　　原野・北部","2030/12/17 14:59:00","bgm_M179","102","18.ファエトン原野・北部"
"13019","bgm_M179","2015/12/17 15:00:00","19.ファエトン\n　　　　　原野・南部","2030/12/17 14:59:59","bgm_M179","102","19.ファエトン原野・南部"
"13020","bgm_M180","2015/12/17 15:00:00","20.カスタリア\n　　　　　樹林・西部","2030/12/17 14:59:59","bgm_M180","102","20.カスタリア樹林・西部"
"13021","bgm_M180","2015/12/17 15:00:00","21.カスタリア\n　　　　　樹林・東部","2030/12/17 14:59:59","bgm_M180","102","21.カスタリア樹林・東部"
"13022","bgm_M232","2015/12/17 15:00:00","22.マティルド\n　　　　　岩峯・南部","2030/12/17 14:59:59","bgm_M232","102","22.マティルド岩峯・南部"
"13023","bgm_M232","2015/12/17 15:00:00","23.マティルド\n　　　　　岩峯・北部","2030/12/17 14:59:59","bgm_M232","102","23.マティルド岩峯・北部"
"13024","bgm_M233","2015/12/17 15:00:00","24.レディウス\n　　　　　群峰・西麓","2030/12/17 14:59:59","bgm_M233","102","24.レディウス群峰・西麓"
"13025","bgm_M233","2015/12/17 15:00:00","25.レディウス\n　　　　　群峰・東麓","2030/12/17 14:59:59","bgm_M233","102","25.レディウス群峰・東麓"
"13026","bgm_M260","2015/12/17 15:00:00","26.ペテロ大森林・西部","2030/12/17 14:59:59","bgm_M260","102","26.ペテロ大森林・西部"
"13027","bgm_M260","2015/12/17 15:00:00","27.ペテロ大森林・東部","2030/12/17 14:59:59","bgm_M260","102","27.ペテロ大森林・東部"
"13028","bgm_M278","2015/12/17 15:00:00","28.ディズタル\n　　　　　河食岸・北部","2030/12/17 14:59:59","bgm_M278_E28","102","28.ディズタル河食岸・北部"
"13029","bgm_M278","2015/12/17 15:00:00","29.ディズタル\n　　　　　河食岸・南部","2030/12/17 14:59:59","bgm_M278_E29","102","29.ディズタル河食岸・南部"
"13030","bgm_M293","2015/12/17 15:00:00","30.フテラ断崖・北部","2030/12/17 14:59:59","bgm_M293","102","30.フテラ断崖・北部"
"13031","bgm_M293","2015/12/17 15:00:00","31.フテラ断崖・南部","2030/12/17 14:59:59","bgm_M293","102","31.フテラ断崖・南部"
"13032","bgm_M339","2015/12/17 15:00:00","32.ファスキア\n　　　　　　森林・南部","2030/12/17 14:59:59","bgm_M339","102","32.ファスキア森林・南部"
"13033","bgm_M339","2015/12/17 15:00:00","33.ファスキア\n　　　　　　森林・東部","2030/12/17 14:59:59","bgm_M339","102","33.ファスキア森林・東部"
"13034","bgm_M374","2015/12/17 15:00:00","34.デクスティア\n　　　　　岩崖・西壁","2030/12/17 14:59:59","bgm_M374","102","34.デクスティア岩崖・西壁"
"13035","bgm_M374","2015/12/17 15:00:00","35.デクスティア\n　　　　　岩崖・東壁","2030/12/17 14:59:59","bgm_M374","102","35.デクスティア岩崖・東壁"
"13063","bgm_MC001","2015/12/17 15:00:00","63.アパレーユ\n　　　　　街道・西側","2030/12/17 14:59:59","bgm_MC001","103","63.アパレーユ街道・西側"
"13064","bgm_MC001","2015/12/17 15:00:00","64.アパレーユ\n　　　　　街道・東側","2030/12/17 14:59:59","bgm_MC001","103","64.アパレーユ街道・東側"
"13065","bgm_MC001","2015/12/17 15:00:00","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","2030/12/17 14:59:59","bgm_MC001","103","65.キャッスル・オブ・パルフェ　城下町"
"13067","bgm_MC079","2015/12/17 15:00:00","67.渦炎密林","2030/12/17 14:59:59","bgm_MC079","104","67.渦炎密林"
"13068","bgm_MC079","2015/12/17 15:00:00","68.思索樹海","2030/12/17 14:59:59","bgm_MC079","104","68.思索樹海"
"18001","","2015/12/17 15:00:00","聖跡調査クエスト","2030/12/17 14:59:59","","0","聖跡調査クエスト"
"19001","","2015/12/17 15:00:00","神殿調査クエスト","2030/12/17 14:59:00","","0","神殿調査クエスト"
"21001","","2015/12/17 15:00:00","マナクエスト","2030/12/17 14:59:59","","0","マナクエスト"
"21002","","2015/12/17 15:00:00","経験値クエスト","2030/12/17 14:59:59","","0","経験値クエスト"
