9a4b01f53ff7b35e63611259e2c5161127dfb72fc0305ec9791d06b85cedab01,c25c9ba68ef5695953eae19e390f79ce8d98ec8c227e67ec3d19a8c3848e1be7,17f271595c2845cf72d16a81205d458a43d7f0b409a29e03fb6862ae0ed4567b,2e8587ffd7f954dabe1b5d486002212911652620316f0d6e31b7d3e902ae73ac,fa5cca086e825db2fc3da53426489f9b48d42cede92a27286efb4c1f0c7457c5,fb2cb16695ed2a6bf1b591b61b187c9053e323015667ba6651f78767cbfd221b,3673d0f47a43ad6f425ac6d2732e4455304fcf84777a3b7553efef3a216fe5e3,afccaab22b846122e628d7064fd2e435769294faf706b89f6677bfa43b1a79c2
"11014","14.ウジェニア熱地","14.ウジェニア熱地","bgm_M95","101","bgm_M95","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11015","15.タリア火山","15.タリア火山","bgm_M96","101","bgm_M96","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11016","16.テミス銀嶺","16.テミス銀嶺","bgm_M140","101","bgm_M140","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11017","17.フィデス氷原","17.フィデス氷原","bgm_M141","101","bgm_M141","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11018","18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11019","19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11020","20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11021","21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11022","22.マティルド岩峯・南部","22.マティルド\n　　　　　岩峯・南部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11023","23.マティルド岩峯・北部","23.マティルド\n　　　　　岩峯・北部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11024","24.レディウス群峰・西麓","24.レディウス\n　　　　　群峰・西麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11025","25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11026","26.ペテロ大森林・西部","26.ペテロ大森林・西部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11027","27.ペテロ大森林・東部","27.ペテロ大森林・東部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11028","28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","bgm_M278_E28","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11029","29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","bgm_M278_E29","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11030","30.フテラ断崖・北部","30.フテラ断崖・北部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11031","31.フテラ断崖・南部","31.フテラ断崖・南部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11032","32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11033","33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11034","34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11035","35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11036","36.ヴェーナ湖畔道・南部","36.ヴェーナ\n　　　　　湖畔道・南部","bgm_M392","102","bgm_M392","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11037","37.ヴェーナ湖畔道・北部","37.ヴェーナ\n　　　　　湖畔道・北部","bgm_M392","102","bgm_M392","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11038","38.ラトゥス断崖・南部","38.ラトゥス\n　　　　　断崖・南部","bgm_M411","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11039","39.ラトゥス断崖・北部","39.ラトゥス\n　　　　　断崖・北部","bgm_M411","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11040","40.スカプ山系・西麓","40.スカプ\n　　　　　山系・西麓","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11041","41.スカプ山系・東麓","41.スカプ\n　　　　　山系・東麓","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11042","42.ペクトス氷峰・西壁","42.ペクトス\n　　　　　氷峰・西壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11043","43.ペクトス氷峰・東壁","43.ペクトス\n　　　　　氷峰・東壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11044","44.スクァーマ氷脈・西壁","44.スクァーマ\n　　　　　氷脈・西壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11045","45.スクァーマ氷脈・東壁","45.スクァーマ\n　　　　　氷脈・東壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11046","46.ラテリ連山・崖上","46.ラテリ\n　　　　　連山・崖上","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11047","47.ラテリ連山・崖下","47.ラテリ\n　　　　　連山・崖下","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11048","48.エスタ荒野・南部","48.エスタ\n　　　　　荒野・南部","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11049","49.エスタ荒野・北部","49.エスタ\n　　　　　荒野・北部","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11050","50.ネロ岩礁・西部","50.ネロ\n　　　　　岩礁・西部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11051","51.ネロ岩礁・東部","51.ネロ\n　　　　　岩礁・東部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11052","52.ピニオン浜堤・西岸","52.ピニオン\n　　　　　浜堤・西岸","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11053","53.ピニオン浜堤・東岸","53.ピニオン\n　　　　　浜堤・東岸","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11054","54.トータティス砂岸・西部","54.トータティス砂岸\n　　　　　西部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11055","55.トータティス砂岸・東部","55.トータティス砂岸\n　　　　　東部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11056","56.オニュクス砂島・北部","56.オニュクス砂島\n　　　　　北部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11057","57.オニュクス砂島・南部","57.オニュクス砂島\n　　　　　南部","bgm_M571","102","bgm_M571","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11058","58.クルース密林・東部","58.クルース\n　　　　　密林・東部","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11059","59.クルース密林・西部","59.クルース\n　　　　　密林・西部","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11060","60.カウダ砂浜・北部","60.カウダ\n　　　　　砂浜・北部","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11061","61.カウダ砂浜・南部","61.カウダ\n　　　　　砂浜・南部","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11062","62.プロピーナ岬","62.プロピーナ岬","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11063","63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11064","64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11065","65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11066","66.ラモリール平原","66.ラモリール平原","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11067","67.渦炎密林","67.渦炎密林","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11068","68.思索樹海","68.思索樹海","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11069","69.鬼ノ膝元","69.鬼ノ膝元","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11070","70.炎縄河","70.炎縄河","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"11071","71.崩豹峠","71.崩豹峠","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12001","1.ジュノー平野","1.ジュノー平野","bgm_M61","101","bgm_M61","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12002","2.パラス高原","2.パラス高原","bgm_M61_02","101","bgm_M61","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12003","3.ヘーベ丘陵","3.ヘーベ丘陵","bgm_M61_03","101","bgm_M61","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12004","4.ベスタ渓谷","4.ベスタ渓谷","bgm_M61_04","101","bgm_M61","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12005","5.ケレス森林","5.ケレス森林","bgm_M62_01","101","bgm_M62","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12006","6.フローラ湖畔","6.フローラ湖畔","bgm_M62_02","101","bgm_M62","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12007","7.メティス大瀑布","7.メティス大瀑布","bgm_M62_03","101","bgm_M62","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12008","8.イリス樹海","8.イリス樹海","bgm_M42_02","101","bgm_M42","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12009","9.フリガ雪原","9.フリガ雪原","bgm_M58","101","bgm_M58","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12010","10.ロレッタ海岸","10.ロレッタ海岸","bgm_M101","101","bgm_M101","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12011","11.ゲヌア砂漠","11.ゲヌア砂漠","bgm_M93","101","bgm_M93","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12012","12.ボノニア砂丘","12.ボノニア砂丘","bgm_M94","101","bgm_M94","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12013","13.ドロテア湿地","13.ドロテア湿地","bgm_M118","101","bgm_M118","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12014","14.ウジェニア熱地","14.ウジェニア熱地","bgm_M95","101","bgm_M95","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12015","15.タリア火山","15.タリア火山","bgm_M96","101","bgm_M96","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12016","16.テミス銀嶺","16.テミス銀嶺","bgm_M140","101","bgm_M140","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12017","17.フィデス氷原","17.フィデス氷原","bgm_M141","101","bgm_M141","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12018","18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12019","19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12020","20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12021","21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12022","22.マティルド岩峯・南部","22.マティルド\n　　　　　岩峯・南部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12023","23.マティルド岩峯・北部","23.マティルド\n　　　　　岩峯・北部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12024","24.レディウス群峰・西麓","24.レディウス\n　　　　　群峰・西麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12025","25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12026","26.ペテロ大森林・西部","26.ペテロ大森林・西部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12027","27.ペテロ大森林・東部","27.ペテロ大森林・東部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12028","28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","bgm_M278_E28","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12029","29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","bgm_M278_E29","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12030","30.フテラ断崖・北部","30.フテラ断崖・北部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12031","31.フテラ断崖・南部","31.フテラ断崖・南部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12032","32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12033","33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12034","34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12035","35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12036","36.ヴェーナ湖畔道・南部","36.ヴェーナ\n　　　　　湖畔道・南部","bgm_M392","102","bgm_M392","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12037","37.ヴェーナ湖畔道・北部","37.ヴェーナ\n　　　　　湖畔道・北部","bgm_M392","102","bgm_M392","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12038","38.ラトゥス断崖・南部","38.ラトゥス\n　　　　　断崖・南部","bgm_M411","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12039","39.ラトゥス断崖・北部","39.ラトゥス\n　　　　　断崖・北部","bgm_M411","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12040","40.スカプ山系・西麓","40.スカプ\n　　　　　山系・西麓","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12041","41.スカプ山系・東麓","41.スカプ\n　　　　　山系・東麓","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12042","42.ペクトス氷峰・西壁","42.ペクトス\n　　　　　氷峰・西壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12043","43.ペクトス氷峰・東壁","43.ペクトス\n　　　　　氷峰・東壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12044","44.スクァーマ氷脈・西壁","44.スクァーマ\n　　　　　氷脈・西壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12045","45.スクァーマ氷脈・東壁","45.スクァーマ\n　　　　　氷脈・東壁","bgm_M411_E40","102","bgm_M411","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12046","46.ラテリ連山・崖上","46.ラテリ\n　　　　　連山・崖上","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12047","47.ラテリ連山・崖下","47.ラテリ\n　　　　　連山・崖下","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12048","48.エスタ荒野・南部","48.エスタ\n　　　　　荒野・南部","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12049","49.エスタ荒野・北部","49.エスタ\n　　　　　荒野・北部","bgm_M483_E46","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12050","50.ネロ岩礁・西部","50.ネロ\n　　　　　岩礁・西部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12051","51.ネロ岩礁・東部","51.ネロ\n　　　　　岩礁・東部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12052","52.ピニオン浜堤・西岸","52.ピニオン\n　　　　　浜堤・西岸","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12053","53.ピニオン浜堤・東岸","53.ピニオン\n　　　　　浜堤・東岸","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12054","54.トータティス砂岸・西部","54.トータティス砂岸\n　　　　　西部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12055","55.トータティス砂岸・東部","55.トータティス砂岸\n　　　　　東部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12056","56.オニュクス砂島・北部","56.オニュクス砂島\n　　　　　北部","bgm_M483_E50","102","bgm_M483","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12057","57.オニュクス砂島・南部","57.オニュクス砂島\n　　　　　南部","bgm_M571","102","bgm_M571","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12058","58.クルース密林・東部","58.クルース\n　　　　　密林・東部","bgm_M599A","102","bgm_M599A","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12063","63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12064","64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12065","65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12066","66.ラモリール平原","66.ラモリール平原","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12067","67.渦炎密林","67.渦炎密林","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12068","68.思索樹海","68.思索樹海","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12069","69.鬼ノ膝元","69.鬼ノ膝元","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12070","70.炎縄河","70.炎縄河","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"12071","71.崩豹峠","71.崩豹峠","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13018","18.ファエトン原野・北部","18.ファエトン\n　　　　　原野・北部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:00"
"13019","19.ファエトン原野・南部","19.ファエトン\n　　　　　原野・南部","bgm_M179","102","bgm_M179","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13020","20.カスタリア樹林・西部","20.カスタリア\n　　　　　樹林・西部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13021","21.カスタリア樹林・東部","21.カスタリア\n　　　　　樹林・東部","bgm_M180","102","bgm_M180","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13022","22.マティルド岩峯・南部","22.マティルド\n　　　　　岩峯・南部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13023","23.マティルド岩峯・北部","23.マティルド\n　　　　　岩峯・北部","bgm_M232","102","bgm_M232","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13024","24.レディウス群峰・西麓","24.レディウス\n　　　　　群峰・西麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13025","25.レディウス群峰・東麓","25.レディウス\n　　　　　群峰・東麓","bgm_M233","102","bgm_M233","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13026","26.ペテロ大森林・西部","26.ペテロ大森林・西部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13027","27.ペテロ大森林・東部","27.ペテロ大森林・東部","bgm_M260","102","bgm_M260","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13028","28.ディズタル河食岸・北部","28.ディズタル\n　　　　　河食岸・北部","bgm_M278_E28","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13029","29.ディズタル河食岸・南部","29.ディズタル\n　　　　　河食岸・南部","bgm_M278_E29","102","bgm_M278","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13030","30.フテラ断崖・北部","30.フテラ断崖・北部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13031","31.フテラ断崖・南部","31.フテラ断崖・南部","bgm_M293","102","bgm_M293","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13032","32.ファスキア森林・南部","32.ファスキア\n　　　　　　森林・南部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13033","33.ファスキア森林・東部","33.ファスキア\n　　　　　　森林・東部","bgm_M339","102","bgm_M339","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13034","34.デクスティア岩崖・西壁","34.デクスティア\n　　　　　岩崖・西壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13035","35.デクスティア岩崖・東壁","35.デクスティア\n　　　　　岩崖・東壁","bgm_M374","102","bgm_M374","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13063","63.アパレーユ街道・西側","63.アパレーユ\n　　　　　街道・西側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13064","64.アパレーユ街道・東側","64.アパレーユ\n　　　　　街道・東側","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13065","65.キャッスル・オブ・パルフェ　城下町","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","bgm_MC001","103","bgm_MC001","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13067","67.渦炎密林","67.渦炎密林","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"13068","68.思索樹海","68.思索樹海","bgm_MC079","104","bgm_MC079","2015/12/17 15:00:00","2030/12/17 14:59:59"
"18001","聖跡調査クエスト","聖跡調査クエスト","","0","","2015/12/17 15:00:00","2030/12/17 14:59:59"
"19001","神殿調査クエスト","神殿調査クエスト","","0","","2015/12/17 15:00:00","2030/12/17 14:59:00"
"21001","マナクエスト","マナクエスト","","0","","2015/12/17 15:00:00","2030/12/17 14:59:59"
"21002","経験値クエスト","経験値クエスト","","0","","2015/12/17 15:00:00","2030/12/17 14:59:59"
