312f8ed70fdc9b6bbaa8c849f29ab1b7fc6b642eb680a06f7398cea6bed56f38,95ad8767f47ca867363c6b8568f437f116d895fb7d23b66f681a976695905664,89e747349ba078ae0d43827b85303d16ad9a83cdaf2b8823c21671871c8ca57c,2d0c776dd407687734939ab294ae6c367ec8273a03d08a885e9b6449d5a60d59,3e046682d6cb22f941a248bf234da2b595e81983c6b3017674d0b643b45fcc8d,f95207a5d387f2c8ecc9077993e199406d2b80573b55ff77ebba38b1ba4d907b,ff198e49b09d38c79299550aebecb0304e96cdc204c1f8644b9f7b94c21a56c6,8c536c899ca1076b355f5f1ef056976d777da0a38ddd5337f91e2b61a272004a,2fe1b262aaed59f43eb0cf9f5164ca163a4c635e2bca52dc3337547ee4fffce3,966a7d38393e16fa8f30aff95561c635d76b20fac28c2291b4fa8d03d5a8cdde,5e45c1e3c343a0c510415094cd195e25d31c7161150de2fba48abbae3f9d511f,319e76ef22741c9f43536986a406620faf3103fc47a5d742fb8a2fff6469f83d,76a58b1ce42fd16061c71b6db47b1b23b74dbc0975406199f6e391c5da48bba2,b0cdfc45124cb82ca86e01e5c666a3cea8e2cec2cbf619378d4707640e8f7732,1e216a773fbc83fe46deaa6adfb608f239dd9c449cd7c29b3dfa4e54a1d8b4f1,4be697dace8e2a100bfb79e130fcfc9c88d1f9183416bc9aa8ffdd4fa80e2c0e,8b995151fba43305fcbf53e95683ca036772f6968b570211a1b1d3122c853109,67ddeecf309233fa98bafedea14a30488cc04db297a8d2227af334759e9fdba4,606d32f41e2b4d6c83064e220628a990fc930e1f8c2ff6205ad9e1f5d64e3ec8,e774128305460ec2239917165f0aee43147cc01d12e7011302d1f15e04acaaad,e8dfc16d4f1c3da8a0a6761522148454d98a25538b05aa70fa7dfab5a43f6cd7,2e980cdba4b20e177ee18c0c54c9bea3f2f1e6e7b8e12204e58e05fac0d65cf6,aedc25a71b76de8d6f682df0c1082b0f43e302f12b1514f90a319bc7b7134c54,a58122685ba64e8aa67e2308813e30f27612dcba946cc0c9f7a901ad87a982b1,68b4dfee752bf6392732cee900c5f0621b49902da82f1e7a287c7dddd02c7b97,241210abe190b8eb1f9e46fb1b103c7da2c25bd3775af46f1fdc67219426e2d7,0b06175de8a76f5623b9a784d1f922cbe3e7d1cdde9875320b9fd370d4adc609,dbb896c768130e6f5e5970c29dcb2b9443d20e6668f833f231e3a5239cba2733,eada115d0e6995b644fdd526abf2f879c68d02cc7275469c9dc422c7d2fff9f3,ab4931e136794425731c5eb90740d28612945dab9ca41d006866a0b7356a949c,ede2daa2552f1a5a280c2f53290b0991530b8df03016f49442f4d9120864e24a,4a3ffa788c0d422d6ad5e6f9a1fb73e5df0c1c96f9a30464d0c78f4882b64541,f4c33d2e7ea87dc3a9a77020b561d0d26af059ee24d36c353d54a4dc4c41375c,5f7f09b8b376d21d2ae9e09c5b780a08fc2bd804e791cb0ead17ba53f874e49c,177b5600341678fe4b0ea542b8745b7aefa1fb311f5f3a19f6059cf36039f16e,696f402e99a299a6306167b51365d45ff4f337dccdaae58daf24c1bf02e11823,aaebb875ca82b05fbd993d0e2199a9bc27e2f4bc3a0994251bc2062c3ef192ec,14f04fd88f8e945d6548c4c94c79a290fff18bf6818696773be03eafd3db631e,373a66711b1342b048b2d5493b50125e45fd38bd8f3129d69191478cc0bb5951,07134522c9819de54753e782278fd101231ca1a4f8f4ebdbfcf333233be09c89,f49dc2083fc8cb954e705f1714206901a978aeb4ae86402ed71ac15155d80dfb,5838bc4711063a17fdf2b81179637af27d348dc534deee6dd7dd9a550934a226,085b62f262a2d1941a219f4adbd16adc4b3fe9d2a56f260b347ae3e728246a33,b24d181bfd4731f4aa94249a5275d1ef4fa3a1d2f46752e49776a7ed5879d0d6,4a82c21218734f635370267bf7855a4e143c4767c8497eeff4ac6d79211b57ce,82ea4556cae5cf7be8ec4e1b7e51802fc56ac6550464a9886df71f36da6291d6,19a5181047e264f1646d7a0a8aabf0637986f74dddc855c3900fd248dc66b37e
"-40","0","0","0.6","-50","610007003","0","0","1","510072","81000706","5007308","-85","0","ボスバトル（VERYHARD）","1000703","1.3","10007201","bgm_M138","bgm_M138","0","0","3","0","1.3","1","1","610007031","455","0","0","0","0","10007","10007301","1","0","0.03","0","140","2018/10/22 14:59:59","100000","90","2018/09/30 12:00:00","450","30","81000706"
"-40","0","0","0.6","-50","610008001","0","0","1","510081","81000805","5008301","-110","0","ボスバトル（NORMAL）","1000801","1","10008101","bgm_M165","bgm_M165","0","0","1","0","1.5","1","1","610008011","1400","0","0","0","0","10008","10008101","0","0","0.03","0","100","2018/11/18 14:59:59","100000","90","2018/10/31 12:00:00","770","20","81000805"
"-40","0","0","0.6","-50","610008002","0","0","0.8","510082","81000806","5008302","-160","0","ボスバトル（HARD）","1000802","1","10008201","bgm_M165","bgm_M165","0","0","2","0","1.5","1","1","610008021","-175","0","0","0","0","10008","10008201","0","0","0.03","0","100","2018/11/18 14:59:59","100000","90","2018/10/31 12:00:00","450","30","81000806"
"-40","0","0","0.6","-50","610008003","0","0","0.8","510082","81000806","5008308","-80","0","ボスバトル（VERYHARD）","1000803","1","10008201","bgm_M165","bgm_M165","0","0","3","0","1.5","1","1","610008031","450","0","0","0","0","10008","10008301","1","0","0.03","0","100","2018/11/18 14:59:59","100000","90","2018/10/31 12:00:00","450","30","81000806"
"-40","0","0","0.8","-50","610009001","0","0","0.8","510091","81000905","5009301","-56","0","ボスバトル（NORMAL）","1000901","1.1","10009101","bgm_M172","bgm_M172","0","0","1","0","1.5","1","1","610009011","885","0","0","0","0","10009","10009101","0","0","0.03","0","100","2018/12/18 14:59:59","100000","90","2018/11/30 12:00:00","770","20","81000905"
"-40","0","0","0.8","-50","610009002","0","0","0.8","510092","81000906","5009302","37","0","ボスバトル（HARD）","1000902","1.1","10009201","bgm_M172","bgm_M172","0","0","2","0","1.5","1","1","610009021","-404","0","0","0","0","10009","10009201","0","0","0.03","0","100","2018/12/18 14:59:59","100000","90","2018/11/30 12:00:00","450","30","81000906"
"-40","0","0","0.8","-50","610009003","0","0","0.8","510092","81000906","5009308","-104","0","ボスバトル（VERYHARD）","1000903","1.1","10009201","bgm_M172","bgm_M172","0","0","3","0","1.5","1","1","610009031","442","0","0","0","0","10009","10009301","1","0","0.03","0","100","2018/12/18 14:59:59","100000","90","2018/11/30 12:00:00","450","30","81000906"
"770","0","0","0.6","-50","610010001","0","0","1","510101","81001005","5010301","770","0","ボスバトル（NORMAL）","1001001","1","10010101","bgm_M183","bgm_M183","0","0","1","0","1.5","1","1","610010011","450","0","0","0","0","10010","10010101","0","0","0.03","0","200","2019/01/18 14:59:59","100000","90","2018/12/31 12:00:00","450","20","81001005"
"12","0","0","0.6","-50","610010002","0","0","1","510102","81001006","5010302","12","0","ボスバトル（HARD）","1001002","1.4","10010201","bgm_M183","bgm_M183","0","0","2","0","1.5","1","1","610010021","-173","0","0","0","0","10010","10010201","0","0","0.03","0","200","2019/01/18 14:59:59","100000","90","2018/12/31 12:00:00","-173","30","81001006"
"85","0","0","0.6","-50","610010003","0","0","1","510102","81001006","5010308","85","0","ボスバトル（VERYHARD）","1001003","1.4","10010201","bgm_M183","bgm_M183","0","0","3","0","1.5","1","1","610010031","213","0","0","0","0","10010","10010301","1","0","0.03","0","200","2019/01/18 14:59:59","100000","90","2018/12/31 12:00:00","213","30","81001006"
"0","0","0","0","-50","610010004","0","0","0","0","81001006","0","0","0","0","1001004","0","0","bgm_M183","bgm_M183","0","0","4","0","1.5","1","1","610010041","0","0","0","0","0","10010","10010401","0","0","0.03","0","200","2019/01/18 14:59:59","100000","90","2018/12/31 12:00:00","0","0","81001006"
"-40","0","0","0.8","0","610011001","0","0","0.8","510111","81001105","5011301","-56","0","ボスバトル（NORMAL）","1001101","1.1","10011102","bgm_M192","bgm_M192","0","1","1","0","1.4","1","1","610011011","885","0","3","0","0","10011","10011101","0","0","0.03","0","100","2019/02/18 14:59:59","100000","90","2019/01/31 12:00:00","770","20","81001105"
"-40","0","0","0.8","0","610011002","0","0","0.8","510112","81001106","5011302","49","0","ボスバトル（HARD）","1001102","1.1","10011201","bgm_M192","bgm_M192","0","1","2","0","1.4","1","1","610011021","-67","0","3","0","0","10011","10011201","0","0","0.03","0","100","2019/02/18 14:59:59","100000","90","2019/01/31 12:00:00","450","30","81001106"
"-40","0","0","0.8","0","610011003","0","0","0.8","510112","81001106","5011308","-84","0","ボスバトル（VERYHARD）","1001103","1.1","10011201","bgm_M192","bgm_M192","0","0","3","0","1.4","1","1","610011031","470","0","0","0","0","10011","10011301","1","0","0.03","0","100","2019/02/18 14:59:59","100000","90","2019/01/31 12:00:00","450","30","81001106"
"0","0","0","0","0","610011004","0","0","0","0","81001106","0","0","0","0","1001104","0","0","bgm_M192","bgm_M192","0","0","4","0","1.4","1","1","610011041","0","0","0","0","0","10011","10011401","0","0","0.03","0","100","2019/02/18 14:59:59","100000","90","2019/01/31 12:00:00","0","0","81001106"
"0","0","0","0.8","-50","610012001","0","0","0.8","510121","81001205","5012301","20","0","ボスバトル（NORMAL）","1001201","1.1","10012101","bgm_M209","bgm_M209","0","1","1","0","1.5","1","1","610012011","1060","0","3","0","0","10012","10012101","0","0","0.03","0","100","2019/03/18 14:59:59","100000","90","2019/02/28 12:00:00","1270","20","81001205"
"-175","0","0","0.8","-50","610012002","0","0","0.8","510122","81001206","5012302","-175","0","ボスバトル（HARD）","1001202","1.1","10012201","bgm_M209","bgm_M209","0","1","2","0","1.5","1","1","610012021","-2","0","3","0","0","10012","10012201","0","0","0.03","0","100","2019/03/18 14:59:59","100000","90","2019/02/28 12:00:00","-2","30","81001206"
"47","0","0","0.8","-50","610012003","0","0","0.8","510122","81001206","5012308","30","0","ボスバトル（VERYHARD）","1001203","1.1","10012201","bgm_M209_02","bgm_M209","0","0","3","0","1.5","1","1","610012031","500","0","0","0","0","10012","10012301","1","0","0.03","0","100","2019/03/18 14:59:59","100000","90","2019/02/28 12:00:00","510","30","81001206"
"0","1","0","0","-50","610012004","0","0","0","0","81001206","0","0","0","0","1001204","0","0","bgm_M209_02","bgm_M209","0","0","4","0","1.5","1","1","610012041","0","0","0","0","0","10012","10012401","0","0","0.03","0","100","2019/03/18 14:59:59","100000","90","2019/02/28 12:00:00","0","0","81001206"
"-40","0","0","0.2","84","610013001","205","-48","1","0","81001305","5013301","29","0","ボスバトル（NORMAL）","1001301","1.1","10013102","bgm_M218","bgm_M218","0","1","1","1","1","1","1","610013011","313","0","3","0","0","10013","10013101","0","0","0.03","0","120","2019/04/14 14:59:59","100000","90","2019/03/31 12:00:00","450","20","81001305"
"-40","0","0","-0.18","84","610013002","73","-41","1","0","81001306","5013302","41","0","ボスバトル（HARD）","1001302","1.1","10013201","bgm_M218","bgm_M218","0","1","2","1","1","1","1","610013021","-384","0","3","0","0","10013","10013201","0","0","0.03","0","120","2019/04/14 14:59:59","100000","90","2019/03/31 12:00:00","450","30","81001306"
"-40","0","0","0.2","84","610013003","178","-40","1","0","81001306","5013308","52","0","ボスバトル（VERYHARD）","1001303","1.1","10013201","bgm_M218","bgm_M218","0","0","3","1","1","1","1","610013031","220","0","0","0","0","10013","10013301","1","0","0.03","0","120","2019/04/14 14:59:59","100000","90","2019/03/31 12:00:00","450","30","81001306"
"0","1","0","0","84","610013004","0","0","0","0","81001306","0","0","0","0","1001304","0","0","bgm_M218","bgm_M218","0","0","4","0","1","1","1","610013041","0","0","0","0","0","10013","10013401","0","0","0.03","0","120","2019/04/14 14:59:59","100000","90","2019/03/31 12:00:00","0","0","81001306"
"-40","0","0","0.6","-50","610014001","0","0","1","200010","81000105","340","-76","0","ボスバトル（NORMAL）","1001401","1","10014101","bgm_M47","bgm_M47","0","1","1","0","1.5","1","1","610014011","796","0","3","0","0","10014","10014101","0","0","0.03","0","270","2019/04/24 14:59:59","100000","90","2019/04/15 12:00:00","770","20","81000105"
"-210","0","0","0.6","-50","610014002","0","0","1","200010","81000106","341","-180","0","ボスバトル（HARD）","1001402","1","10014201","bgm_M47","bgm_M47","0","1","2","0","1.5","1","1","610014021","70","0","3","0","0","10014","10014201","0","0","0.03","0","270","2019/04/24 14:59:59","100000","90","2019/04/15 12:00:00","60","30","81000106"
"-40","0","0","0.6","-50","610014003","0","0","1","200010","81000106","344","10","0","ボスバトル（VERYHARD）","1001403","1","10014201","bgm_M47","bgm_M47","0","0","3","0","1.5","1","1","610014031","520","0","0","0","0","10014","10014301","1","0","0.03","0","270","2019/04/24 14:59:59","100000","90","2019/04/15 12:00:00","470","30","81000106"
"-95","0","0","0.7","-50","610015001","0","0","0.7","510141","81001505","5015301","-95","0","ボスバトル（NORMAL）","1001501","1","10015101","bgm_M226","bgm_M226","0","1","1","0","1.3","1","1","610015011","963","0","3","0","0","10015","10015101","0","0","0.03","0","100","2019/05/16 14:59:59","100000","90","2019/04/30 12:00:00","963","20","81001505"
"-4","0","0","0.7","-50","610015002","0","0","0.7","510142","81001506","5015302","-4","0","ボスバトル（HARD）","1001502","1","10015201","bgm_M226","bgm_M226","0","1","2","0","1.3","1","1","610015021","121","0","3","0","0","10015","10015201","0","0","0.03","0","100","2019/05/16 14:59:59","100000","90","2019/04/30 12:00:00","121","30","81001506"
"23","0","0","0.7","-50","610015003","0","0","0.7","510142","81001506","5015308","23","0","ボスバトル（VERYHARD）","1001503","1","10015201","bgm_M226_02","bgm_M226","0","0","3","0","1.3","1","1","610015031","500","0","0","0","0","10015","10015301","1","0","0.03","0","100","2019/05/16 14:59:59","100000","90","2019/04/30 12:00:00","500","30","81001506"
"0","1","0","0","-50","610015004","0","0","0","0","81001506","0","0","0","0","1001504","0","0","bgm_M226_02","bgm_M226","0","0","4","0","1.5","1","1","610015041","0","0","0","0","0","10015","10015401","0","0","0.03","0","100","2019/05/16 14:59:59","100000","90","2019/04/30 12:00:00","0","0","81001506"
"-30","0","0","0.6","0","610016001","0","0","1","510021","81000205","5002301","20","0","ボスバトル（NORMAL）","1001601","1","10016101","bgm_M102","bgm_M102","0","1","1","0","1.3","1","1","610016011","850","0","3","0","0","10016","10016101","0","0","0.03","0","40","2019/05/24 14:59:59","100000","90","2019/05/15 12:00:00","750","20","81000205"
"20","0","0","0.6","0","610016002","0","0","1","510022","81000207","5002302","50","0","ボスバトル（HARD）","1001602","1","10016201","bgm_M102","bgm_M102","0","1","2","0","1.3","1","1","610016021","150","0","3","0","0","10016","10016201","0","0","0.03","0","40","2019/05/24 14:59:59","100000","90","2019/05/15 12:00:00","140","30","81000207"
"-40","0","0","0.6","0","610016003","0","0","1","510022","81000207","344","10","0","ボスバトル（VERYHARD）","1001603","1","10016201","bgm_M102","bgm_M102","0","0","3","0","1.3","1","1","610016031","500","345","0","0","0","10016","10016301","1","0","0.03","0","40","2019/05/24 14:59:59","100000","90","2019/05/15 12:00:00","450","30","81000207"
"-40","0","0","0.6","30","610017001","0","0","1","510171","81001705","5017301","25","0","ボスバトル（NORMAL）","1001701","1","10017102","bgm_M999_Redo","bgm_M999","0","1","1","0","1","1","1","610017011","380","0","3","0","0","10017","10017101","0","0","0.03","0","120","2019/06/18 14:59:59","100000","90","2019/05/31 12:00:00","450","20","81001705"
"-40","0","0","0.6","30","610017002","0","0","1","510172","81001706","5017302","35","0","ボスバトル（HARD）","1001702","1","10017201","bgm_M999_Redo","bgm_M999","0","1","2","0","1","1","1","610017021","-245","0","3","0","0","10017","10017201","0","0","0.03","0","120","2019/06/18 14:59:59","100000","90","2019/05/31 12:00:00","450","30","81001706"
"-40","0","0","0.6","30","610017003","0","0","1","510172","81001706","5017308","37","0","ボスバトル（VERYHARD）","1001703","1","10017201","bgm_M231","bgm_M231","0","0","3","0","1","1","1","610017031","445","0","0","0","0","10017","10017301","1","0","0.03","0","120","2019/06/18 14:59:59","100000","90","2019/05/31 12:00:00","450","30","81001706"
"0","1","0","0","30","610017004","0","0","0","0","81001706","0","0","0","0","1001704","0","0","bgm_M231","bgm_M231","0","0","4","0","1","1","1","610017041","0","0","0","0","0","10017","10017401","0","0","0.03","0","120","2019/06/18 14:59:59","100000","90","2019/05/31 12:00:00","0","0","81001706"
"0","1","0","0","30","610017004","0","0","0","0","81001706","0","0","0","0","1001705","0","0","bgm_M231","bgm_M231","0","0","5","0","1","1","1","610017041","0","0","0","0","0","10017","10017401","0","0","0.03","0","120","2019/06/18 14:59:59","100000","90","2019/05/31 12:00:00","0","0","81001706"
"-40","0","0","0.6","30","610018001","0","0","1","510031","81000305","5003302","10","0","ボスバトル（NORMAL）","1001801","1","10018101","bgm_M109","bgm_M109","0","1","1","0","1.1","1","1","610018011","830","0","3","0","0","10018","10018101","0","0","0.03","0","20","2019/06/24 14:59:59","100000","90","2019/06/15 12:00:00","730","20","81000305"
"20","0","0","0.6","30","610018002","0","0","1","510032","81000306","5003301","50","0","ボスバトル（HARD）","1001802","1","10018201","bgm_M109","bgm_M109","0","1","2","0","1.1","1","1","610018021","190","0","3","0","0","10018","10018201","0","0","0.03","0","20","2019/06/24 14:59:59","100000","90","2019/06/15 12:00:00","180","30","81000306"
"-40","0","0","0.6","30","610018003","0","0","1","510032","81000306","344","10","0","ボスバトル（VERY HARD）","1001803","1","10018201","bgm_M109","bgm_M109","0","0","3","0","1.1","1","1","610018031","500","345","0","0","0","10018","10018301","1","0","0.03","0","20","2019/06/24 14:59:59","100000","90","2019/06/15 12:00:00","450","30","81000306"
"-85","0","0","0.6","-50","610019001","0","0","1","510181","81001905","5019301","-35","0","ボスバトル（NORMAL）","1001901","1","10019101","bgm_M240_02","bgm_M240","0","1","1","0","1.25","1","1","610019011","900","0","3","0","0","10019","10019101","0","0","0.03","0","370","2019/07/18 14:59:59","100000","90","2019/06/30 12:00:00","800","20","81001905"
"-10","0","0","0.6","-50","610019002","0","0","1","510182","81001906","5019302","40","0","ボスバトル（HARD）","1001902","1","10019201","bgm_M240_02","bgm_M240","0","1","2","0","1.25","1","1","610019021","205","0","3","0","0","10019","10019201","0","0","0.03","0","370","2019/07/18 14:59:59","100000","90","2019/06/30 12:00:00","145","30","81001906"
