1d2b506f5116ea0975613047a326130d5fa58087ae813a0a8e23c862c969fc26,8e4184a1248908c722ee6489cd10b28d7f184bb43faf0ba2ef4f986e58b74989,14fefa3382d1df34c83a36212cc1fa11f163755d88080dca17a4d425fcf8ee55,fd78b4408a952d1d392f0a41d19cb02a847d3d7b31239356c61d33eed92f6420,5b883a911ef0862ae6a43fac6e58dbedaac38cbc592225c04122cd87b92b8eb9,728c9e5acef2f543dc26436e902fe929a92a8d9a92d8b4b70ab2315a62a506a2,4f0b7ac43ec2ed1bbbcc782b72b23987ce89ee1b91cfca2196813819b77bd10a,5bb5903fba17587b179a5e35b72d11d033274862c55ec9bbfa1face0ed184739,68ee519655778827b6e2edd23bb4d42583c1c7519f62370caf49ff1b434383ff
"129","3","1003","20022","2006","550","水属性の属性レベルを550まで上げよう","2","3011"
"129","3","1003","20022","2007","600","水属性の属性レベルを600まで上げよう","2","3012"
"129","3","1003","20022","2008","650","水属性の属性レベルを650まで上げよう","2","3013"
"129","3","1003","20022","2009","700","水属性の属性レベルを700まで上げよう","2","3014"
"129","3","1003","20022","2010","750","水属性の属性レベルを750まで上げよう","2","3015"
"129","4","1003","20022","2001","50","風属性の属性レベルを50まで上げよう","3","4001"
"129","4","1003","20022","2002","100","風属性の属性レベルを100まで上げよう","3","4002"
"129","4","1003","20022","2003","150","風属性の属性レベルを150まで上げよう","3","4003"
"129","4","1003","20022","2004","200","風属性の属性レベルを200まで上げよう","3","4004"
"129","4","1003","20022","2005","250","風属性の属性レベルを250まで上げよう","3","4005"
"129","4","1003","20022","2006","300","風属性の属性レベルを300まで上げよう","3","4006"
"129","4","1003","20022","2007","350","風属性の属性レベルを350まで上げよう","3","4007"
"129","4","1003","20022","2008","400","風属性の属性レベルを400まで上げよう","3","4008"
"129","4","1003","20022","2009","450","風属性の属性レベルを450まで上げよう","3","4009"
"129","4","1003","20022","2010","500","風属性の属性レベルを500まで上げよう","3","4010"
"129","4","1003","20022","2006","550","風属性の属性レベルを550まで上げよう","3","4011"
"129","4","1003","20022","2007","600","風属性の属性レベルを600まで上げよう","3","4012"
"129","4","1003","20022","2008","650","風属性の属性レベルを650まで上げよう","3","4013"
"129","4","1003","20022","2009","700","風属性の属性レベルを700まで上げよう","3","4014"
"129","4","1003","20022","2010","750","風属性の属性レベルを750まで上げよう","3","4015"
"129","5","1003","20022","2001","50","光属性の属性レベルを50まで上げよう","4","5001"
"129","5","1003","20022","2002","100","光属性の属性レベルを100まで上げよう","4","5002"
"129","5","1003","20022","2003","150","光属性の属性レベルを150まで上げよう","4","5003"
"129","5","1003","20022","2004","200","光属性の属性レベルを200まで上げよう","4","5004"
"129","5","1003","20022","2005","250","光属性の属性レベルを250まで上げよう","4","5005"
"129","5","1003","20022","2006","300","光属性の属性レベルを300まで上げよう","4","5006"
"129","5","1003","20022","2007","350","光属性の属性レベルを350まで上げよう","4","5007"
"129","5","1003","20022","2008","400","光属性の属性レベルを400まで上げよう","4","5008"
"129","5","1003","20022","2009","450","光属性の属性レベルを450まで上げよう","4","5009"
"129","5","1003","20022","2010","500","光属性の属性レベルを500まで上げよう","4","5010"
"129","5","1003","20022","2006","550","光属性の属性レベルを550まで上げよう","4","5011"
"129","5","1003","20022","2007","600","光属性の属性レベルを600まで上げよう","4","5012"
"129","5","1003","20022","2008","650","光属性の属性レベルを650まで上げよう","4","5013"
"129","5","1003","20022","2009","700","光属性の属性レベルを700まで上げよう","4","5014"
"129","5","1003","20022","2010","750","光属性の属性レベルを750まで上げよう","4","5015"
"129","6","1003","20022","2001","50","闇属性の属性レベルを50まで上げよう","5","6001"
"129","6","1003","20022","2002","100","闇属性の属性レベルを100まで上げよう","5","6002"
"129","6","1003","20022","2003","150","闇属性の属性レベルを150まで上げよう","5","6003"
"129","6","1003","20022","2004","200","闇属性の属性レベルを200まで上げよう","5","6004"
"129","6","1003","20022","2005","250","闇属性の属性レベルを250まで上げよう","5","6005"
"129","6","1003","20022","2006","300","闇属性の属性レベルを300まで上げよう","5","6006"
"129","6","1003","20022","2007","350","闇属性の属性レベルを350まで上げよう","5","6007"
"129","6","1003","20022","2008","400","闇属性の属性レベルを400まで上げよう","5","6008"
"129","6","1003","20022","2009","450","闇属性の属性レベルを450まで上げよう","5","6009"
"129","6","1003","20022","2010","500","闇属性の属性レベルを500まで上げよう","5","6010"
"129","6","1003","20022","2006","550","闇属性の属性レベルを550まで上げよう","5","6011"
"129","6","1003","20022","2007","600","闇属性の属性レベルを600まで上げよう","5","6012"
"129","6","1003","20022","2008","650","闇属性の属性レベルを650まで上げよう","5","6013"
"129","6","1003","20022","2009","700","闇属性の属性レベルを700まで上げよう","5","6014"
"129","6","1003","20022","2010","750","闇属性の属性レベルを750まで上げよう","5","6015"
"129","7","1004","20023","7001","10","ノードを10個強化完了しよう","0","7001"
"129","7","1004","20023","7002","20","ノードを20個強化完了しよう","0","7002"
"129","7","1004","20023","7003","30","ノードを30個強化完了しよう","0","7003"
"129","7","1004","20023","7004","40","ノードを40個強化完了しよう","0","7004"
"129","7","1004","20023","7005","50","ノードを50個強化完了しよう","0","7005"
"129","7","1004","20023","7006","60","ノードを60個強化完了しよう","0","7006"
"129","7","1004","20023","7007","70","ノードを70個強化完了しよう","0","7007"
"129","7","1004","20023","7008","80","ノードを80個強化完了しよう","0","7008"
"129","7","1004","20023","7009","90","ノードを90個強化完了しよう","0","7009"
"129","7","1004","20023","7010","100","ノードを100個強化完了しよう","0","7010"
"129","7","1004","20023","7011","110","ノードを110個強化完了しよう","0","7011"
"129","7","1004","20023","7012","120","ノードを120個強化完了しよう","0","7012"
"129","7","1004","20023","7013","130","ノードを130個強化完了しよう","0","7013"
"129","7","1004","20023","7014","140","ノードを140個強化完了しよう","0","7014"
"129","7","1004","20023","7015","150","ノードを150個強化完了しよう","0","7015"
"129","7","1004","20023","7016","160","ノードを160個強化完了しよう","0","7016"
"129","7","1004","20023","7017","170","ノードを170個強化完了しよう","0","7017"
"129","7","1004","20023","7018","180","ノードを180個強化完了しよう","0","7018"
"129","7","1004","20023","7019","190","ノードを190個強化完了しよう","0","7019"
"129","7","1004","20023","7020","200","ノードを200個強化完了しよう","0","7020"
"129","7","1004","20023","7021","210","ノードを210個強化完了しよう","0","7021"
"129","7","1004","20023","7022","222","ノードを222個強化完了しよう","0","7022"
"129","7","1004","20023","7022","250","ノードを250個強化完了しよう","0","7023"
"129","7","1004","20023","7022","275","ノードを275個強化完了しよう","0","7024"
"129","7","1004","20023","7022","300","ノードを300個強化完了しよう","0","7025"
"129","7","1004","20023","7022","325","ノードを325個強化完了しよう","0","7026"
"129","7","1004","20023","7022","350","ノードを350個強化完了しよう","0","7027"
"129","7","1004","20023","7022","375","ノードを375個強化完了しよう","0","7028"
"129","7","1004","20023","7022","400","ノードを400個強化完了しよう","0","7029"
"129","7","1004","20023","7022","430","ノードを430個強化完了しよう","0","7030"
"129","8","1005","20024","8001","5","ノードを5個強化完了しよう","0","8001"
"129","8","1005","20024","8002","10","ノードを10個強化完了しよう","0","8002"
"129","8","1005","20024","8003","15","ノードを15個強化完了しよう","0","8003"
"129","8","1005","20024","8004","20","ノードを20個強化完了しよう","0","8004"
"129","8","1005","20024","8005","25","ノードを25個強化完了しよう","0","8005"
"129","8","1005","20024","8006","33","ノードを33個強化完了しよう","0","8006"
"129","8","1005","20024","8007","40","ノードを40個強化完了しよう","0","8007"
"129","8","1005","20024","8007","50","ノードを50個強化完了しよう","0","8008"
"129","8","1005","20024","8007","60","ノードを60個強化完了しよう","0","8009"
"129","8","1005","20024","8007","66","ノードを66個強化完了しよう","0","8010"
"129","8","1005","20024","8007","80","ノードを80個強化完了しよう","0","8011"
"129","8","1005","20024","8007","90","ノードを90個強化完了しよう","0","8012"
"129","8","1005","20024","8007","96","ノードを96個強化完了しよう","0","8013"
"129","9","1012","20031","9001","4","アタッカーのマスタリー４ヵ所をレベル１以上にしよう","1","9101"
"129","9","1012","20031","9002","4","アタッカーのマスタリー４ヵ所をレベル２以上にしよう","2","9102"
"129","9","1012","20031","9003","4","アタッカーのマスタリー４ヵ所をレベル３以上にしよう","3","9103"
"129","9","1012","20031","9004","4","アタッカーのマスタリー４ヵ所をレベル４以上にしよう","4","9104"
"129","9","1012","20031","9005","4","アタッカーのマスタリー４ヵ所をレベル５以上にしよう","5","9105"
"129","10","1012","20032","9001","4","ブレイカーのマスタリー４ヵ所をレベル１以上にしよう","1","9201"
"129","10","1012","20032","9002","4","ブレイカーのマスタリー４ヵ所をレベル２以上にしよう","2","9202"
"129","10","1012","20032","9003","4","ブレイカーのマスタリー４ヵ所をレベル３以上にしよう","3","9203"
"129","10","1012","20032","9004","4","ブレイカーのマスタリー４ヵ所をレベル４以上にしよう","4","9204"
"129","10","1012","20032","9005","4","ブレイカーのマスタリー４ヵ所をレベル５以上にしよう","5","9205"
"129","11","1012","20033","9001","4","バッファーのマスタリー４ヵ所をレベル１以上にしよう","1","9301"
"129","11","1012","20033","9002","4","バッファーのマスタリー４ヵ所をレベル２以上にしよう","2","9302"
"129","11","1012","20033","9003","4","バッファーのマスタリー４ヵ所をレベル３以上にしよう","3","9303"
"129","11","1012","20033","9004","4","バッファーのマスタリー４ヵ所をレベル４以上にしよう","4","9304"
"129","11","1012","20033","9005","4","バッファーのマスタリー４ヵ所をレベル５以上にしよう","5","9305"
"129","12","1012","20034","9001","4","デバッファーのマスタリー４ヵ所をレベル１以上にしよう","1","9401"
"129","12","1012","20034","9002","4","デバッファーのマスタリー４ヵ所をレベル２以上にしよう","2","9402"
"129","12","1012","20034","9003","4","デバッファーのマスタリー４ヵ所をレベル３以上にしよう","3","9403"
"129","12","1012","20034","9004","4","デバッファーのマスタリー４ヵ所をレベル４以上にしよう","4","9404"
"129","12","1012","20034","9005","4","デバッファーのマスタリー４ヵ所をレベル５以上にしよう","5","9405"
"129","13","1012","20035","9001","4","ブースターのマスタリー４ヵ所をレベル１以上にしよう","1","9501"
"129","13","1012","20035","9002","4","ブースターのマスタリー４ヵ所をレベル２以上にしよう","2","9502"
"129","13","1012","20035","9003","4","ブースターのマスタリー４ヵ所をレベル３以上にしよう","3","9503"
"129","13","1012","20035","9004","4","ブースターのマスタリー４ヵ所をレベル４以上にしよう","4","9504"
"129","13","1012","20035","9005","4","ブースターのマスタリー４ヵ所をレベル５以上にしよう","5","9505"
"129","14","1012","20036","9001","4","ヒーラーのマスタリー４ヵ所をレベル１以上にしよう","1","9601"
"129","14","1012","20036","9002","4","ヒーラーのマスタリー４ヵ所をレベル２以上にしよう","2","9602"
"129","14","1012","20036","9003","4","ヒーラーのマスタリー４ヵ所をレベル３以上にしよう","3","9603"
"129","14","1012","20036","9004","4","ヒーラーのマスタリー４ヵ所をレベル４以上にしよう","4","9604"
"129","14","1012","20036","9005","4","ヒーラーのマスタリー４ヵ所をレベル５以上にしよう","5","9605"
"129","15","1012","20037","9001","4","タンクのマスタリー４ヵ所をレベル１以上にしよう","1","9701"
"129","15","1012","20037","9002","4","タンクのマスタリー４ヵ所をレベル２以上にしよう","2","9702"
"129","15","1012","20037","9003","4","タンクのマスタリー４ヵ所をレベル３以上にしよう","3","9703"
"129","15","1012","20037","9004","4","タンクのマスタリー４ヵ所をレベル４以上にしよう","4","9704"
"129","15","1012","20037","9005","4","タンクのマスタリー４ヵ所をレベル５以上にしよう","5","9705"
"129","16","1012","20038","9001","4","ジャマーのマスタリー４ヵ所をレベル１以上にしよう","1","9801"
"129","16","1012","20038","9002","4","ジャマーのマスタリー４ヵ所をレベル２以上にしよう","2","9802"
"129","16","1012","20038","9003","4","ジャマーのマスタリー４ヵ所をレベル３以上にしよう","3","9803"
"129","16","1012","20038","9004","4","ジャマーのマスタリー４ヵ所をレベル４以上にしよう","4","9804"
"129","16","1012","20038","9005","4","ジャマーのマスタリー４ヵ所をレベル５以上にしよう","5","9805"
