35e4889e80898a1a5bb0a66361dfae8ebd70c1a56c571b69b89f6c447883f281,f5bd67c471a4fe8b2a2ee0800318722f3b20f92d03aa0fd0f6264eb6fe0a9cf0,f1af29740f4900670fef91b592d9595e09f1b08b587073ea477930aec5be5cae,62c7d7e1ac699b9139507f1b6aff1d113fd0a19063f80bac6babf8a7fca03279,10603b581c79f8655f39318ff59d2dca133bde396060f2c9939ec7141db18ded,0df62689584c39ae16e73abbd87f55ad37cbe56c24aac0ac66a4a70c785e8e0f
"100301","1013606","3001","2024/01/31 12:00:00","50","バトル開始後90秒間物理攻撃力極大\nアップ"
"100301","1013606","3004","2024/01/31 12:00:00","51","バトル開始後90秒間魔法防御力極大\nアップ"
"100301","1013606","3013","2024/01/31 12:00:00","52","攻撃力吸収無効"
"108701","1013606","3001","2024/01/31 12:00:00","53","バトル開始後90秒間物理攻撃力極大\nアップ"
"108701","1013606","3010","2024/01/31 12:00:00","54","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"108701","1013606","3013","2024/01/31 12:00:00","55","攻撃力吸収無効"
"180101","1013606","3001","2024/01/31 12:00:00","56","バトル開始後90秒間物理攻撃力絶大\nアップ"
"180101","1013606","3010","2024/01/31 12:00:00","57","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"122401","1013606","3001","2024/01/31 12:00:00","58","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122401","1013606","3010","2024/01/31 12:00:00","59","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"128701","1013606","3001","2024/02/15 0:00:00","60","バトル開始後90秒間物理攻撃力絶大\nアップ"
"128701","1013606","3010","2024/02/15 0:00:00","61","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"108801","1013606","3003","2024/01/31 12:00:00","62","バトル開始後90秒間魔法攻撃力極大\nアップ"
"108801","1013606","3004","2024/01/31 12:00:00","63","バトル開始後90秒間魔法防御力極大\nアップ"
"108801","1013606","3010","2024/01/31 12:00:00","64","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"108801","1013606","3013","2024/01/31 12:00:00","65","攻撃力吸収無効"
"115601","1013606","3004","2024/01/31 12:00:00","66","バトル開始後90秒間魔法防御力極大\nアップ"
"115601","1013606","3010","2024/01/31 12:00:00","67","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"180201","1013606","3004","2024/01/31 12:00:00","68","バトル開始後90秒間魔法防御力極大\nアップ"
"180201","1013606","3010","2024/01/31 12:00:00","69","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"122601","1013606","3004","2024/01/31 12:00:00","70","バトル開始後90秒間魔法防御力極大\nアップ"
"122601","1013606","3010","2024/01/31 12:00:00","71","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"128901","1013606","3004","2024/01/31 12:00:00","72","バトル開始後90秒間魔法防御力極大\nアップ"
"128901","1013606","3010","2024/01/31 12:00:00","73","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"108901","1013606","3001","2024/01/31 12:00:00","74","バトル開始後90秒間物理攻撃力極大\nアップ"
"108901","1013606","3002","2024/01/31 12:00:00","75","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"108901","1013606","3013","2024/01/31 12:00:00","76","攻撃力吸収無効"
"114001","1013606","3001","2024/01/31 12:00:00","77","バトル開始後90秒間物理攻撃力絶大\nアップ"
"114001","1013606","3004","2024/01/31 12:00:00","78","バトル開始後90秒間魔法防御力極大\nアップ"
"180301","1013606","3001","2024/01/31 12:00:00","79","バトル開始後90秒間物理攻撃力絶大\nアップ"
"180301","1013606","3004","2024/01/31 12:00:00","80","バトル開始後90秒間魔法防御力極大\nアップ"
"122501","1013606","3001","2024/01/31 12:00:00","81","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122501","1013606","3004","2024/01/31 12:00:00","82","バトル開始後90秒間魔法防御力極大\nアップ"
"128801","1013606","3001","2024/01/31 12:00:00","83","バトル開始後90秒間物理攻撃力絶大\nアップ"
"128801","1013606","3004","2024/01/31 12:00:00","84","バトル開始後90秒間魔法防御力極大\nアップ"
"100101","1013706","3001","2024/02/07 12:00:00","85","バトル開始後90秒間物理攻撃力絶大\nアップ"
"100101","1013706","3002","2024/02/07 12:00:00","86","バトル開始後90秒間物理防御力極大\nアップ"
"100201","1013706","3003","2024/02/07 12:00:00","87","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"100201","1013706","3002","2024/02/07 12:00:00","88","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"100301","1013706","3001","2024/02/07 12:00:00","89","バトル開始後90秒間物理攻撃力絶大\nアップ"
"100301","1013706","3002","2024/02/07 12:00:00","90","バトル開始後90秒間物理防御力極大\nアップ"
"108701","1013706","3001","2024/02/07 12:00:00","91","バトル開始後90秒間物理攻撃力絶大\nアップ"
"108701","1013706","3002","2024/02/07 12:00:00","92","バトル開始後90秒間物理防御力極大\nアップ"
"180101","1013706","3001","2024/02/07 12:00:00","93","バトル開始後90秒間物理攻撃力絶大\nアップ"
"180101","1013706","3002","2024/02/07 12:00:00","94","バトル開始後90秒間物理防御力極大\nアップ"
"122401","1013706","3001","2024/02/07 12:00:00","95","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122401","1013706","3002","2024/02/07 12:00:00","96","バトル開始後90秒間物理防御力極大\nアップ"
"128701","1013706","3001","2024/02/15 0:00:00","97","バトル開始後90秒間物理攻撃力絶大\nアップ"
"128701","1013706","3002","2024/02/15 0:00:00","98","バトル開始後90秒間物理防御力極大\nアップ"
"108801","1013706","3003","2024/02/07 12:00:00","99","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"108801","1013706","3002","2024/02/07 12:00:00","100","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"115601","1013706","3003","2024/02/07 12:00:00","101","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"115601","1013706","3002","2024/02/07 12:00:00","102","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"180201","1013706","3003","2024/02/07 12:00:00","103","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"180201","1013706","3002","2024/02/07 12:00:00","104","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"122601","1013706","3003","2024/02/07 12:00:00","105","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"122601","1013706","3002","2024/02/07 12:00:00","106","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"128901","1013706","3003","2024/02/07 12:00:00","107","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"128901","1013706","3002","2024/02/07 12:00:00","108","バトル開始後90秒間物理防御力極大\nアップ、行動不能無効"
"108901","1013706","3001","2024/02/07 12:00:00","109","バトル開始後90秒間物理攻撃力絶大\nアップ"
"108901","1013706","3002","2024/02/07 12:00:00","110","バトル開始後90秒間物理防御力極大\nアップ"
"114001","1013706","3001","2024/02/07 12:00:00","111","バトル開始後90秒間物理攻撃力絶大\nアップ"
"114001","1013706","3002","2024/02/07 12:00:00","112","バトル開始後90秒間物理防御力極大\nアップ"
"180301","1013706","3001","2024/02/07 12:00:00","113","バトル開始後90秒間物理攻撃力絶大\nアップ"
"180301","1013706","3002","2024/02/07 12:00:00","114","バトル開始後90秒間物理防御力極大\nアップ"
"122501","1013706","3001","2024/02/07 12:00:00","115","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122501","1013706","3002","2024/02/07 12:00:00","116","バトル開始後90秒間物理防御力極大\nアップ"
"128801","1013706","3001","2024/02/07 12:00:00","117","バトル開始後90秒間物理攻撃力絶大\nアップ"
"128801","1013706","3002","2024/02/07 12:00:00","118","バトル開始後90秒間物理防御力極大\nアップ"
"110801","1014006","3001","2024/02/29 12:00:00","10140001","バトル開始後90秒間物理攻撃力極大\nアップ"
"110801","1014006","3002","2024/02/29 12:00:00","10140002","バトル開始後90秒間物理防御力極大\nアップ"
"110801","1014006","3005","2024/02/29 12:00:00","10140003","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"110801","1014006","3010","2024/02/29 12:00:00","10140004","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"110901","1014006","3001","2024/02/29 12:00:00","10140005","バトル開始後90秒間物理攻撃力極大\nアップ"
"110901","1014006","3010","2024/02/29 12:00:00","10140006","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】77付与"
"111001","1014006","3002","2024/02/29 12:00:00","10140007","バトル開始後90秒間物理防御力極大\nアップ"
"111001","1014006","3005","2024/02/29 12:00:00","10140008","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"111001","1014006","3010","2024/02/29 12:00:00","10140009","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"116201","1014006","3001","2024/02/29 12:00:00","10140010","バトル開始後90秒間物理攻撃力極大\nアップ"
"116201","1014006","3002","2024/02/29 12:00:00","10140011","バトル開始後90秒間物理防御力極大\nアップ"
"116201","1014006","3005","2024/02/29 12:00:00","10140012","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"116201","1014006","3010","2024/02/29 12:00:00","10140013","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"116301","1014006","3001","2024/02/29 12:00:00","10140014","バトル開始後90秒間物理攻撃力極大\nアップ"
"116301","1014006","3010","2024/02/29 12:00:00","10140015","バトル開始後90秒間ＨＰ吸収極大アッ\nプ、【ちぇる】40付与"
"116401","1014006","3002","2024/02/29 12:00:00","10140016","バトル開始後90秒間物理防御力極大\nアップ"
"116401","1014006","3005","2024/02/29 12:00:00","10140017","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"116401","1014006","3010","2024/02/29 12:00:00","10140018","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"129301","1014006","3002","2024/03/03 19:00:00","10140019","バトル開始後90秒間物理防御力極大\nアップ"
"129301","1014006","3005","2024/03/03 19:00:00","10140020","バトル開始後90秒間継続ＨＰ回復状態\n付与"
"129301","1014006","3010","2024/03/03 19:00:00","10140021","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"102701","1014206","3001","2024/03/31 12:00:00","10142001","バトル開始後90秒間物理攻撃力極大\nアップ"
"102701","1014206","3002","2024/03/31 12:00:00","10142002","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"102701","1014206","3010","2024/03/31 12:00:00","10142003","バトル開始後90秒間ＴＰ上昇大アップ"
"104301","1014206","3001","2024/03/31 12:00:00","10142004","バトル開始後90秒間物理攻撃力極大\nアップ"
"104301","1014206","3002","2024/03/31 12:00:00","10142005","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"104301","1014206","3013","2024/03/31 12:00:00","10142006","【狼牙の咆哮】付与"
"109001","1014206","3001","2024/03/31 12:00:00","10142007","バトル開始後90秒間物理攻撃力極大\nアップ"
"109001","1014206","3002","2024/03/31 12:00:00","10142008","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"109001","1014206","3006","2024/03/31 12:00:00","10142009","バトル開始後90秒間物理クリティカル\nダメージ極大アップ"
"117001","1014206","3001","2024/03/31 12:00:00","10142010","バトル開始後90秒間物理攻撃力極大\nアップ"
"117001","1014206","3002","2024/03/31 12:00:00","10142011","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"110401","1014206","3001","2024/03/31 12:00:00","10142012","バトル開始後90秒間物理攻撃力極大\nアップ"
"110401","1014206","3002","2024/03/31 12:00:00","10142013","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"115901","1014206","3001","2024/03/31 12:00:00","10142014","バトル開始後90秒間物理攻撃力極大\nアップ"
"115901","1014206","3002","2024/03/31 12:00:00","10142015","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"129801","1014206","3001","2024/03/31 12:00:00","10142016","バトル開始後90秒間物理攻撃力極大\nアップ"
"129801","1014206","3002","2024/03/31 12:00:00","10142017","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"103601","1014406","3003","2024/04/30 12:00:00","10144001","バトル開始後90秒間魔法攻撃力極大\nアップ"
"103601","1014406","3004","2024/04/30 12:00:00","10144002","バトル開始後90秒間魔法防御力極大\nアップ"
"103601","1014406","3010","2024/04/30 12:00:00","10144003","バトル開始後90秒間ＴＰ上昇大アップ"
"102501","1014406","3003","2024/04/30 12:00:00","10144004","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"102501","1014406","3004","2024/04/30 12:00:00","10144005","バトル開始後90秒間魔法防御力極大\nアップ"
"102501","1014406","3014","2024/04/30 12:00:00","10144006","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"111101","1014406","3003","2024/04/30 12:00:00","10144007","バトル開始後90秒間魔法攻撃力極大\nアップ"
"111101","1014406","3004","2024/04/30 12:00:00","10144008","バトル開始後90秒間魔法防御力極大\nアップ"
"111101","1014406","3010","2024/04/30 12:00:00","10144009","バトル開始後90秒間ＴＰ上昇大アップ"
"122701","1014406","3003","2024/04/30 12:00:00","10144010","バトル開始後90秒間魔法攻撃力極大\nアップ"
"122701","1014406","3004","2024/04/30 12:00:00","10144011","バトル開始後90秒間魔法防御力極大\nアップ"
"122701","1014406","3010","2024/04/30 12:00:00","10144012","バトル開始後90秒間ＴＰ上昇大アップ"
"130701","1014406","3003","2024/05/03 19:00:00","10144013","バトル開始後90秒間魔法攻撃力極大\nアップ"
"130701","1014406","3004","2024/05/03 19:00:00","10144014","バトル開始後90秒間魔法防御力極大\nアップ"
"130701","1014406","3010","2024/05/03 19:00:00","10144015","バトル開始後90秒間ＴＰ上昇大アップ"
"180801","1014406","3001","2024/04/30 12:00:00","10144016","バトル開始後90秒間物理攻撃力極大\nアップ"
"180801","1014406","3002","2024/04/30 12:00:00","10144017","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"107701","1014406","3003","2024/04/30 12:00:00","10144018","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"107701","1014406","3004","2024/04/30 12:00:00","10144019","バトル開始後90秒間魔法防御力極大\nアップ"
"107701","1014406","3014","2024/04/30 12:00:00","10144020","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"112101","1014406","3003","2024/04/30 12:00:00","10144021","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"112101","1014406","3004","2024/04/30 12:00:00","10144022","バトル開始後90秒間魔法防御力極大\nアップ"
"112101","1014406","3014","2024/04/30 12:00:00","10144023","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"101001","1014606","3003","2024/05/31 12:00:00","10146001","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"101001","1014606","3002","2024/05/31 12:00:00","10146002","バトル開始後90秒間物理防御力極大\nアップ"
"101001","1014606","3013","2024/05/31 12:00:00","10146003","ボスの毒無効"
"110601","1014606","3003","2024/05/31 12:00:00","10146004","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"110601","1014606","3002","2024/05/31 12:00:00","10146005","バトル開始後90秒間物理防御力極大\nアップ"
"110601","1014606","3010","2024/05/31 12:00:00","10146006","バトル開始後90秒間ＴＰ上昇特大アップ"
"110601","1014606","3013","2024/05/31 12:00:00","10146007","ボスの毒無効"
"116001","1014606","3002","2024/05/31 12:00:00","10146008","バトル開始後90秒間物理防御力極大\nアップ"
"116001","1014606","3013","2024/05/31 12:00:00","10146009","ボスの毒無効"
"123101","1014606","3003","2024/05/31 12:00:00","10146010","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"123101","1014606","3002","2024/05/31 12:00:00","10146011","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"123101","1014606","3010","2024/05/31 12:00:00","10146012","バトル開始後90秒間ＴＰ上昇特大アップ"
"131001","1014606","3003","2024/05/31 12:00:00","10146013","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"131001","1014606","3002","2024/05/31 12:00:00","10146014","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"131001","1014606","3010","2024/05/31 12:00:00","10146015","バトル開始後90秒間ＴＰ上昇特大アップ"
"131001","1014606","3013","2024/05/31 12:00:00","10146016","ボスの毒無効"
"102301","1014606","3001","2024/05/31 12:00:00","10146017","バトル開始後90秒間物理攻撃力極大\nアップ"
"102301","1014606","3002","2024/05/31 12:00:00","10146018","バトル開始後90秒間物理防御力極大\nアップ"
"106601","1014606","3001","2024/05/31 12:00:00","10146019","バトル開始後90秒間物理攻撃力極大\nアップ"
"106601","1014606","3002","2024/05/31 12:00:00","10146020","バトル開始後90秒間物理防御力極大\nアップ"
"102101","1014606","3001","2024/05/31 12:00:00","10146021","バトル開始後90秒間物理攻撃力極大\nアップ"
"102101","1014606","3002","2024/05/31 12:00:00","10146022","バトル開始後90秒間物理防御力極大\nアップ"
"126401","1014606","3001","2024/05/31 12:00:00","10146023","バトル開始後90秒間物理攻撃力極大\nアップ"
"126401","1014606","3002","2024/05/31 12:00:00","10146024","バトル開始後90秒間物理防御力極大\nアップ"
"126101","1014606","3003","2024/05/31 12:00:00","10146025","バトル開始後90秒間魔法攻撃力極大\nアップ"
"126101","1014606","3002","2024/05/31 12:00:00","10146026","バトル開始後90秒間物理防御力極大\nアップ"
"123301","1014806","3001","2024/06/30 12:00:00","10148001","バトル開始後90秒間物理攻撃力絶大\nアップ"
"123301","1014806","3002","2024/06/30 12:00:00","10148002","バトル開始後90秒間物理防御力極大\nアップ"
"123301","1014806","3014","2024/06/30 12:00:00","10148003","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"123301","1014806","3013","2024/06/30 12:00:00","10148004","ボスのフィールド効果無効"
"118201","1014806","3003","2024/06/30 12:00:00","10148005","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"118201","1014806","3002","2024/06/30 12:00:00","10148006","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"118101","1014806","3003","2024/06/30 12:00:00","10148007","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"118101","1014806","3002","2024/06/30 12:00:00","10148008","バトル開始後90秒間物理防御力極大\nアップ"
"118101","1014806","3013","2024/06/30 12:00:00","10148009","ボスのフィールド効果無効"
"125801","1014806","3001","2024/06/30 12:00:00","10148010","バトル開始後90秒間物理攻撃力絶大\nアップ"
"125801","1014806","3002","2024/06/30 12:00:00","10148011","バトル開始後90秒間物理防御力極大\nアップ"
"125801","1014806","3013","2024/06/30 12:00:00","10148012","ボスのフィールド効果無効"
"131101","1014806","3001","2024/06/30 12:00:00","10148013","バトル開始後90秒間物理攻撃力絶大\nアップ"
"131101","1014806","3002","2024/06/30 12:00:00","10148014","バトル開始後90秒間物理防御力極大\nアップ"
"131101","1014806","3014","2024/06/30 12:00:00","10148015","バトル開始後90秒間継続ＴＰ回復状態\n付与"
"131101","1014806","3013","2024/06/30 12:00:00","10148016","ボスのフィールド効果無効"
"131201","1014806","3003","2024/07/03 19:00:00","10148017","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"131201","1014806","3002","2024/07/03 19:00:00","10148018","バトル開始後90秒間物理防御力極大\nアップ"
"126901","1014806","3003","2024/06/30 12:00:00","10148019","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"126901","1014806","3002","2024/06/30 12:00:00","10148020","バトル開始後90秒間物理防御力と魔法\n防御力極大アップ"
"123001","1015006","3002","2024/07/31 12:00:00","10150001","バトル開始後90秒間物理防御力極大\nアップ"
"123001","1015006","3010","2024/07/31 12:00:00","10150002","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"123001","1015006","3013","2024/07/31 12:00:00","10150003","ボスの環境効果無効"
"106701","1015006","3003","2024/07/31 12:00:00","10150004","バトル開始後90秒間魔法攻撃力極大\nアップ"
"106701","1015006","3002","2024/07/31 12:00:00","10150005","バトル開始後90秒間物理防御力極大\nアップ"
"106701","1015006","3010","2024/07/31 12:00:00","10150006","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"106701","1015006","3013","2024/07/31 12:00:00","10150007","ボスの環境効果無効"
"131701","1015006","3003","2024/07/31 12:00:00","10150008","バトル開始後90秒間魔法攻撃力極大\nアップ"
"131701","1015006","3002","2024/07/31 12:00:00","10150009","バトル開始後90秒間物理防御力極大\nアップ"
"131701","1015006","3010","2024/07/31 12:00:00","10150010","バトル開始後90秒間ＴＰ上昇特大アッ\nプ"
"131701","1015006","3013","2024/07/31 12:00:00","10150011","ボスの環境効果無効"
"127001","1015006","3001","2024/07/31 12:00:00","10150012","バトル開始後90秒間物理攻撃力絶大\nアップ"
"127001","1015006","3013","2024/07/31 12:00:00","10150013","ボスの環境効果無効"
"113601","1015006","3001","2024/07/31 12:00:00","10150014","バトル開始後90秒間物理攻撃力絶大\nアップ"
"113601","1015006","3002","2024/07/31 12:00:00","10150015","バトル開始後90秒間物理防御力極大\nアップ"
"113601","1015006","3013","2024/07/31 12:00:00","10150016","ボスの環境効果無効"
"107501","1015006","3001","2024/07/31 12:00:00","10150017","バトル開始後90秒間物理攻撃力絶大\nアップ"
"107501","1015006","3002","2024/07/31 12:00:00","10150018","バトル開始後90秒間物理防御力極大\nアップ"
"107501","1015006","3013","2024/07/31 12:00:00","10150019","ボスの環境効果無効"
"124501","1015006","3002","2024/07/31 12:00:00","10150020","バトル開始後90秒間物理防御力極大\nアップ"
"124501","1015006","3013","2024/07/31 12:00:00","10150021","ボスの環境効果無効"
"122801","1015006","3001","2024/07/31 12:00:00","10150022","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122801","1015006","3002","2024/07/31 12:00:00","10150023","バトル開始後90秒間物理防御力極大\nアップ"
"122801","1015006","3013","2024/07/31 12:00:00","10150024","ボスの環境効果無効"
"122501","1015006","3001","2024/07/31 12:00:00","10150025","バトル開始後90秒間物理攻撃力絶大\nアップ"
"122501","1015006","3002","2024/07/31 12:00:00","10150026","バトル開始後90秒間物理防御力極大\nアップ"
"122501","1015006","3013","2024/07/31 12:00:00","10150027","ボスの環境効果無効"
"109901","1015206","3003","2024/08/31 12:00:00","10152001","バトル開始後90秒間魔法攻撃力絶大\nアップ"
"109901","1015206","3002","2024/08/31 12:00:00","10152002","バトル開始後90秒間物理防御力極大\nアップ"
"109901","1015206","3010","2024/08/31 12:00:00","10152003","バトル開始後90秒間ＴＰ上昇大アップ"
"109901","1015206","3013","2024/08/31 12:00:00","10152004","ボスの沈黙無効"
"109801","1015206","3003","2024/08/31 12:00:00","10152005","バトル開始後90秒間魔法攻撃力絶大\nアップ"
