62594f2537074e1bfef589a737319fe854909b3269c1fc898812acc5eeecd3bf,1f8c97cdfe12331d57e5915d5447ab3a22062110a30cb94fc4aefaeac0c85b13,5571e514c59129188e49d4dea728e3f7c20bc645ebb0620737909c818148df23,e7b4595ffa412c5e612bff39b21a45615b85ff0b11c610e6d7f2aa31bb29f56f,247b40f44b6dd78ee8fbc398dd149e39d7766de9f52efc32a80920b19efec672,58aba929304509567ae09066429ea55019dfcf1310232a5986bbc510051dfcc5,95faf2d53551d8db5878d1397601548f1106809d0956e650a54dd071c3336579,99eccabd2d788c59c4685a09631b06e3c525f4ac25082f96d78524189a6737d8,029be54ae1ec8b41d5c7bf915f14b6906c3df13855c70c4f76ffd0b9c6c1e27b,9d212e3760361ba19173b81588ef60c58bc7c5bf76d6e30b28750f8983dc9feb,e2e71d600d4c3105f6d6449f70cce1781ccf2b097ae92ac7642edd4f6a20be29
"2","150","ぺコリーヌ","う～かき氷食べ過ぎて、\n身体が冷えちゃいました…\nあなたの体温で温めてください！\nギューーッ♪","91002","6","8","107501","40001","0","42"
"2","150","コッコロ","夏は危険がいっぱいと申します…\nですが、わたくしが主さまを\nしっかりとお守りいたしますよ","91002","7","8","107601","40001","0","43"
"2","150","キャル","ん～なんであんたと、ひと夏を\n過ごすことになったのかな…\n結構楽しいからいいけど！\nさ、まだまだ遊ぶわよ！","91002","8","8","107801","40001","0","44"
"2","150","スズメ","あなたと過ごすはじめての夏…\nいまからドキドキが止まりません\n楽しくて素敵な思い出が、\nまた一つ増えるんですね♪","91002","9","8","107701","40001","0","45"
"2","150","タマキ","夏は一番の稼ぎ時にゃのに、\n今年はキミと過ごしたいって\n思ってるにゃ楽しい思い出\n増やしてくれるかにゃ？","91002","10","8","107901","40001","0","46"
"0","150","","","91002","1","8","0","40003","0","57"
"0","150","","","91002","2","8","0","40003","0","58"
"0","150","","","91002","3","8","0","40003","0","59"
"0","150","","","91002","4","8","0","40003","0","60"
"0","150","","","91002","5","8","0","40003","0","61"
"0","150","","","91002","6","8","0","40003","0","62"
"0","150","","","91002","7","8","0","40003","0","63"
"0","150","","","91002","8","8","0","40003","0","64"
"0","150","","","91002","9","8","0","40003","0","65"
"0","150","","","91002","10","8","0","40003","0","66"
"0","150","","","91002","1","8","0","40004","0","67"
"0","150","","","91002","2","8","0","40004","0","68"
"0","150","","","91002","3","8","0","40004","0","69"
"0","150","","","91002","4","8","0","40004","0","70"
"0","150","","","91002","5","8","0","40004","0","71"
"0","150","","","91002","6","8","0","40004","0","72"
"0","150","","","91002","7","8","0","40004","0","73"
"0","150","","","91002","8","8","0","40004","0","74"
"0","150","","","91002","9","8","0","40004","0","75"
"0","150","","","91002","10","8","0","40004","0","76"
"0","150","","","91002","1","8","0","40005","0","77"
"0","150","","","91002","2","8","0","40005","0","78"
"0","150","","","91002","3","8","0","40005","0","79"
"0","150","","","91002","4","8","0","40005","0","80"
"0","150","","","91002","5","8","0","40005","0","81"
"0","150","","","91002","6","8","0","40005","0","82"
"0","150","","","91002","7","8","0","40005","0","83"
"0","150","","","91002","8","8","0","40005","0","84"
"0","150","","","91002","9","8","0","40005","0","85"
"0","150","","","91002","10","8","0","40005","0","86"
"0","500","","","91002","1","8","0","70000","0","87"
"0","500","","","91002","2","8","0","70000","0","88"
"0","300","","","91002","1","8","0","70001","0","89"
"0","300","","","91002","2","8","0","70001","0","90"
"0","300","","","91002","3","8","0","70001","0","91"
"1","100","ハツネ","","91002","1","8","101201","80001","500213","92"
"1","100","キョウカ","","91002","2","8","103601","80001","500193","93"
"1","100","マホ","","91002","3","8","101001","80001","500263","94"
"1","100","スズメ","","91002","4","8","102501","80001","500164","95"
"1","100","タマキ","","91002","5","8","104601","80001","500284","96"
"1","100","アキノ","","91002","6","8","103201","80001","500070","97"
"1","100","クリスティーナ","","91002","7","8","107101","80001","500096","98"
"1","100","トモ","","91002","8","8","103701","80001","500096","99"
"1","100","ミヤコ","","91002","9","8","100701","80001","500264","100"
"1","100","アンナ","","91002","10","8","100901","80001","500143","101"
"1","100","ルカ","","91002","11","8","105601","80001","500143","102"
"1","100","クルミ","","91002","12","8","102101","80001","500114","103"
"1","100","リノ","","91002","13","8","101101","80001","500600","104"
"1","100","ユイ","","91002","14","8","100201","80001","500040","105"
"1","100","ペコリーヌ","","91002","15","8","105801","80001","500033","106"
"0","500","","","91002","1","8","0","70002","0","107"
"0","500","","","91002","2","8","0","70002","0","108"
"0","300","","","91002","1","8","0","70003","0","109"
"0","300","","","91002","2","8","0","70003","0","110"
"0","300","","","91002","3","8","0","70003","0","111"
"0","100","","","91002","1","8","0","80002","0","112"
"0","100","","","91002","2","8","0","80002","0","113"
"0","100","","","91002","3","8","0","80002","0","114"
"0","100","","","91002","4","8","0","80002","0","115"
"0","100","","","91002","5","8","0","80002","0","116"
"0","100","","","91002","6","8","0","80002","0","117"
"0","100","","","91002","7","8","0","80002","0","118"
"0","100","","","91002","8","8","0","80002","0","119"
"0","100","","","91002","9","8","0","80002","0","120"
"0","100","","","91002","10","8","0","80002","0","121"
"0","100","","","91002","11","8","0","80002","0","122"
"0","100","","","91002","12","8","0","80002","0","123"
"0","100","","","91002","13","8","0","80002","0","124"
"0","100","","","91002","14","8","0","80002","0","125"
"0","100","","","91002","15","8","0","80002","0","126"
"0","150","","","91002","1","8","0","40006","0","127"
"0","150","","","91002","2","8","0","40006","0","128"
"0","150","","","91002","3","8","0","40006","0","129"
"0","150","","","91002","4","8","0","40006","0","130"
"0","150","","","91002","5","8","0","40006","0","131"
"0","150","","","91002","6","8","0","40006","0","132"
"0","150","","","91002","7","8","0","40006","0","133"
"0","150","","","91002","8","8","0","40006","0","134"
"0","150","","","91002","9","8","0","40006","0","135"
"0","150","","","91002","10","8","0","40006","0","136"
"0","150","","","91002","1","8","0","40007","0","137"
"0","150","","","91002","2","8","0","40007","0","138"
"0","150","","","91002","3","8","0","40007","0","139"
"0","150","","","91002","4","8","0","40007","0","140"
"0","150","","","91002","5","8","0","40007","0","141"
"0","150","","","91002","6","8","0","40007","0","142"
"0","150","","","91002","7","8","0","40007","0","143"
"0","150","","","91002","8","8","0","40007","0","144"
"0","150","","","91002","9","8","0","40007","0","145"
"0","150","","","91002","10","8","0","40007","0","146"
"0","150","","","91002","1","8","0","40008","0","147"
"0","150","","","91002","2","8","0","40008","0","148"
"0","150","","","91002","3","8","0","40008","0","149"
"0","150","","","91002","4","8","0","40008","0","150"
"0","150","","","91002","5","8","0","40008","0","151"
"0","150","","","91002","6","8","0","40008","0","152"
"0","150","","","91002","7","8","0","40008","0","153"
"0","150","","","91002","8","8","0","40008","0","154"
"0","150","","","91002","9","8","0","40008","0","155"
"0","150","","","91002","10","8","0","40008","0","156"
"1","100","","","91002","1","8","0","80003","500371","157"
"1","100","","","91002","2","8","0","80003","500371","158"
"1","100","","","91002","3","8","0","80003","500033","159"
"1","100","","","91002","4","8","0","80003","500371","160"
"1","100","","","91002","5","8","0","80003","500033","161"
"1","100","","","91002","6","8","0","80003","500371","162"
"1","100","","","91002","7","8","0","80003","500367","163"
"1","100","","","91002","8","8","0","80003","500367","164"
"1","100","","","91002","9","8","0","80003","500367","165"
"1","100","","","91002","10","8","0","80003","500033","166"
"1","100","","","91002","11","8","0","80003","500033","167"
"1","100","","","91002","12","8","0","80003","500033","168"
"1","100","","","91002","13","8","0","80003","509020","169"
"1","100","","","91002","14","8","0","80003","500371","170"
"1","100","","","91002","15","8","0","80003","500033","171"
"0","500","","","91002","1","8","0","70004","0","183"
"0","500","","","91002","2","8","0","70004","0","184"
"0","300","","","91002","1","8","0","70005","0","185"
"0","300","","","91002","2","8","0","70005","0","186"
"0","300","","","91002","3","8","0","70005","0","187"
"0","100","","","91002","1","8","0","80004","530101","188"
"0","100","","","91002","2","8","0","80004","530102","189"
"0","100","","","91002","3","8","0","80004","530103","190"
"0","100","","","91002","4","8","0","80004","530104","191"
"0","100","","","91002","5","8","0","80004","530105","192"
"0","100","","","91002","6","8","0","80004","530106","193"
"0","100","","","91002","7","8","0","80004","530107","194"
"0","100","","","91002","8","8","0","80004","530108","195"
"0","100","","","91002","9","8","0","80004","530109","196"
"0","100","","","91002","10","8","0","80004","530110","197"
"0","100","","","91002","11","8","0","80004","530111","198"
"0","100","","","91002","12","8","0","80004","530112","199"
"0","100","","","91002","13","8","0","80004","530113","200"
"0","100","","","91002","14","8","0","80004","530114","201"
"0","100","","","91002","15","8","0","80004","530115","202"
"0","100","","","91002","16","8","0","80004","530116","203"
"0","100","","","91002","17","8","0","80004","530117","204"
"0","1","","","2805","17","7","0","80004","530117","205"
"0","150","","","91002","1","8","0","40009","0","206"
"0","150","","","91002","2","8","0","40009","0","207"
"0","150","","","91002","3","8","0","40009","0","208"
"0","150","","","91002","4","8","0","40009","0","209"
"0","150","","","91002","5","8","0","40009","0","210"
"0","150","","","91002","6","8","0","40009","0","211"
"0","150","","","91002","7","8","0","40009","0","212"
"0","150","","","91002","8","8","0","40009","0","213"
"0","150","","","91002","9","8","0","40009","0","214"
"0","150","","","91002","10","8","0","40009","0","215"
"0","100","","","91002","1","8","0","80005","500367","216"
"0","100","","","91002","2","8","0","80005","500367","217"
"0","100","","","91002","3","8","0","80005","500367","218"
"0","100","","","91002","4","8","0","80005","500367","219"
"0","100","","","91002","5","8","0","80005","500367","220"
"0","100","","","91002","6","8","0","80005","500367","221"
"0","100","","","91002","7","8","0","80005","500367","222"
"0","100","","","91002","8","8","0","80005","500367","223"
"0","100","","","91002","9","8","0","80005","500367","224"
"0","100","","","91002","10","8","0","80005","500367","225"
"0","100","","","91002","11","8","0","80005","500367","226"
"0","100","","","91002","12","8","0","80005","500367","227"
"0","100","","","91002","13","8","0","80005","500367","228"
"0","100","","","91002","14","8","0","80005","500367","229"
"0","100","","","91002","15","8","0","80005","500367","230"
"0","500","","","91002","1","8","0","70006","0","231"
"0","500","","","91002","2","8","0","70006","0","232"
"0","300","","","91002","1","8","0","70007","0","233"
"0","300","","","91002","2","8","0","70007","0","234"
"0","300","","","91002","3","8","0","70007","0","235"
"0","150","","","91002","1","8","0","40010","0","236"
"0","150","","","91002","2","8","0","40010","0","237"
"0","150","","","91002","3","8","0","40010","0","238"
"0","150","","","91002","4","8","0","40010","0","239"
"0","150","","","91002","5","8","0","40010","0","240"
"0","150","","","91002","6","8","0","40010","0","241"
"0","150","","","91002","7","8","0","40010","0","242"
"0","150","","","91002","8","8","0","40010","0","243"
"0","150","","","91002","9","8","0","40010","0","244"
"0","150","","","91002","10","8","0","40010","0","245"
"0","100","","","91002","1","8","0","80006","530121","246"
"0","100","","","91002","2","8","0","80006","530122","247"
"0","100","","","91002","3","8","0","80006","530123","248"
"0","100","","","91002","4","8","0","80006","530124","249"
"0","100","","","91002","5","8","0","80006","530125","250"
"0","100","","","91002","6","8","0","80006","530126","251"
"0","100","","","91002","7","8","0","80006","530127","252"
"0","100","","","91002","8","8","0","80006","530128","253"
"0","100","","","91002","9","8","0","80006","530129","254"
"0","100","","","91002","10","8","0","80006","530130","255"
"0","100","","","91002","11","8","0","80006","530131","256"
"0","100","","","91002","12","8","0","80006","530132","257"
"0","100","","","91002","13","8","0","80006","530133","258"
"0","100","","","91002","14","8","0","80006","530134","259"
"0","100","","","91002","15","8","0","80006","530135","260"
"0","100","","","91002","16","8","0","80006","530136","261"
"0","100","","","91002","17","8","0","80006","530137","262"
"0","1","","","2816","17","7","0","80006","530137","263"
"0","100","","","91002","1","8","0","80007","530123","264"
"0","100","","","91002","2","8","0","80007","530124","265"
"0","100","","","91002","3","8","0","80007","530125","266"
"0","100","","","91002","4","8","0","80007","530126","267"
"0","100","","","91002","5","8","0","80007","530127","268"
"0","100","","","91002","6","8","0","80007","530128","269"
"0","100","","","91002","7","8","0","80007","530129","270"
"0","100","","","91002","8","8","0","80007","530130","271"
"0","100","","","91002","9","8","0","80007","530131","272"
"0","100","","","91002","10","8","0","80007","530132","273"
"0","100","","","91002","11","8","0","80007","530133","274"
"0","100","","","91002","12","8","0","80007","530134","275"
"0","100","","","91002","13","8","0","80007","530135","276"
"0","100","","","91002","14","8","0","80007","530136","277"
"0","100","","","91002","15","8","0","80007","530137","278"
"0","1","","","9000215","15","16","0","80007","530137","279"
"0","1","","","9000216","15","16","0","80007","530137","280"
"0","500","","","91002","1","8","0","70008","0","281"
"0","500","","","91002","2","8","0","70008","0","282"
"0","1000","","","91002","1","8","0","70009","0","283"
"0","100","","","91002","1","8","0","80008","530141","284"
"0","100","","","91002","2","8","0","80008","530142","285"
"0","100","","","91002","3","8","0","80008","530143","286"
"0","100","","","91002","4","8","0","80008","530144","287"
"0","100","","","91002","5","8","0","80008","530145","288"
"0","100","","","91002","6","8","0","80008","530146","289"
"0","100","","","91002","7","8","0","80008","530147","290"
"0","100","","","91002","8","8","0","80008","530148","291"
"0","100","","","91002","9","8","0","80008","530149","292"
"0","100","","","91002","10","8","0","80008","530150","293"
"0","100","","","91002","11","8","0","80008","530151","294"
"0","100","","","91002","12","8","0","80008","530152","295"
"0","100","","","91002","13","8","0","80008","530153","296"
"0","100","","","91002","14","8","0","80008","530154","297"
"0","100","","","91002","15","8","0","80008","530155","298"
"0","100","","","91002","16","8","0","80008","530156","299"
"0","1","","","2830","16","7","0","80008","530156","300"
"0","100","","","91002","1","8","0","20001","0","301"
"0","20","","","23001","1","2","0","20001","0","302"
"0","100","","","91002","2","8","0","20001","0","303"
"0","20","","","23001","2","2","0","20001","0","304"
"0","1","","","24016","3","2","0","20001","0","305"
"0","20","","","23001","3","2","0","20001","0","306"
"0","100","","","91002","4","8","0","20001","0","307"
"0","20","","","23001","4","2","0","20001","0","308"
"0","300","","","91002","5","8","0","20001","0","309"
"0","20","","","23001","5","2","0","20001","0","310"
"0","100","","","91002","6","8","0","20001","0","311"
"0","20","","","23001","6","2","0","20001","0","312"
"0","100","","","91002","7","8","0","20001","0","313"
"0","20","","","23001","7","2","0","20001","0","314"
"0","200","","","91002","8","8","0","20001","0","315"
"0","20","","","23001","8","2","0","20001","0","316"
"0","300","","","91002","9","8","0","20001","0","317"
"0","20","","","23001","9","2","0","20001","0","318"
"0","1","","","24016","10","2","0","20001","0","319"
"0","20","","","23001","10","2","0","20001","0","320"
"1","1","リリ","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","24001","1","2","125801","40011","0","321"
"1","1","クリア","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","24001","2","2","126001","40011","0","322"
"1","1","プレシア","んーと。\nこれ、あげる。\nはい","24001","3","2","126101","40011","0","323"
"2","1","リリ","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","24001","4","2","125801","40011","0","324"
"2","1","クリア","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","24001","5","2","126001","40011","0","325"
"2","1","プレシア","お兄。\nきてくれて、うれしい","24001","6","2","126101","40011","0","326"
"0","100","","","91002","1","8","0","80009","532001","327"
"0","100","","","91002","2","8","0","80009","532002","328"
"0","100","","","91002","3","8","0","80009","532003","329"
"0","100","","","91002","4","8","0","80009","532004","330"
"0","100","","","91002","5","8","0","80009","532005","331"
"0","100","","","91002","6","8","0","80009","532006","332"
"0","100","","","91002","7","8","0","80009","532007","333"
"0","100","","","91002","8","8","0","80009","532008","334"
"0","100","","","91002","9","8","0","80009","532009","335"
"0","100","","","91002","10","8","0","80009","532010","336"
"0","100","","","91002","11","8","0","80009","532011","337"
"0","100","","","91002","12","8","0","80009","532012","338"
"0","100","","","91002","13","8","0","80009","532013","339"
"0","100","","","91002","14","8","0","80009","532014","340"
"0","100","","","91002","15","8","0","80009","532015","341"
"0","1","","","24001","1","2","0","40012","0","342"
"0","1","","","24001","2","2","0","40012","0","343"
"0","1","","","4201402","3","18","0","40012","0","344"
"0","1","","","24001","4","2","0","40012","0","345"
"0","1","","","24001","5","2","0","40012","0","346"
"0","1","","","4203402","6","18","0","40012","0","347"
"0","1","","","24001","7","2","0","40012","0","348"
"0","1","","","9000229","8","16","0","40012","0","349"
"0","500","","","91002","1","8","0","70010","0","350"
"0","1","","","41000","1","2","0","70012","0","351"
"0","1000","","","91002","1","8","0","70011","0","352"
"0","100","","","91002","1","8","0","80010","530157","353"
"0","100","","","91002","2","8","0","80010","530158","354"
"0","100","","","91002","3","8","0","80010","530159","355"
"0","100","","","91002","4","8","0","80010","530160","356"
"0","100","","","91002","5","8","0","80010","530161","357"
"0","100","","","91002","6","8","0","80010","530162","358"
"0","100","","","91002","7","8","0","80010","530163","359"
"0","100","","","91002","8","8","0","80010","530164","360"
"0","100","","","91002","9","8","0","80010","530165","361"
"0","100","","","91002","10","8","0","80010","530166","362"
"0","100","","","91002","11","8","0","80010","530167","363"
"0","100","","","91002","12","8","0","80010","530168","364"
"0","1","","","2844","12","7","0","80010","530173","365"
"0","100","","","91002","13","8","0","80010","530169","366"
"0","1","","","2846","13","7","0","80010","530173","367"
"0","100","","","91002","14","8","0","80010","530170","368"
"0","1","","","2845","14","7","0","80010","530173","369"
"0","100","","","91002","15","8","0","80010","530171","370"
"0","5","","","2843","15","7","0","80010","530173","371"
"0","100","","","91002","16","8","0","80010","530172","372"
"0","1","","","2842","16","7","0","80010","530173","373"
"0","1","","","9000236","1","16","0","40013","0","374"
"0","1","","","9000237","1","16","0","40013","0","375"
"0","1","","","9000238","1","16","0","40013","0","376"
"0","1","","","9000239","1","16","0","40013","0","377"
"0","100","","","91002","1","8","0","80011","532001","378"
"0","100","","","91002","2","8","0","80011","532002","379"
"0","100","","","91002","3","8","0","80011","532003","380"
"0","100","","","91002","4","8","0","80011","532004","381"
"0","100","","","91002","5","8","0","80011","532005","382"
"0","100","","","91002","6","8","0","80011","532006","383"
"0","100","","","91002","7","8","0","80011","532007","384"
"0","100","","","91002","8","8","0","80011","532008","385"
"0","100","","","91002","9","8","0","80011","532009","386"
"0","100","","","91002","10","8","0","80011","532010","387"
"0","100","","","91002","11","8","0","80011","532011","388"
"0","100","","","91002","12","8","0","80011","532012","389"
"0","100","","","91002","13","8","0","80011","532013","390"
"0","100","","","91002","14","8","0","80011","532014","391"
"0","100","","","91002","15","8","0","80011","532015","392"
"0","1","","","4305403","1","18","0","40014","0","393"
"0","1","","","9000242","2","16","0","40014","0","394"
"0","500","","","91002","1","8","0","40015","0","395"
"0","3000","","","90008","2","2","0","40015","0","396"
"0","500","","","91002","3","8","0","40015","0","397"
"0","3000","","","90008","4","2","0","40015","0","398"
"0","1000","","","91002","5","8","0","40015","0","399"
