279bc75982fc8884e3684d141703194774b96f3f48def5bb7a88eb01de4cd723,5911ff91593a4475e4399a0ae0f4a31319d4260a77afc25683cbcc723e4b4266,a2b849ec8b74f2569f8f57b9841d38697964414b8f9484e80477523e6eb89aaf,279cd026763792c986b8d05821d909c60f1cfec61ba018dfc4647772a6cd5332,565cfb5e56d8d6613e755ff25fc86b314e407b0617baa14eaaad5f3d30fb2100,7f97fe69c9f9a10a44b13205799fec73a553830d8f379c8582b1d4d8c4522945,51e0f6b69386118bfcf298b2710ba9776bd1200b6cf60e1e3d7b256fa6db3f48,6c0428e4d992fea0ca3d88f0253aa23581e42cc838f7b81957cbc545cac34855,aeda0680adaa69dede269329a8a13a8dece23df6deb4f9af6e850da89d2ea073,dbdc55f79a40cfe7f30c1f95eb775a0616096c47fb8edf3020a25867224e04d6,47cbaf264f35ceca4dfc600b979a34f2e51eaf746de345d0afbfa4f4551960d1
"1","riri_idle_look_shy","1","13001","0","17","20","-230","2.2","13","5"
"2","clear_idle_look_shy","2","13002","0","19","-140","-255","2.2","13","5"
"3","idle_look_precia","3","13003","1","18","270","-245","2.2","13","5"
"1","","1","13004","0","1","1","0","0","13","6"
"1","","2","13005","0","1","1","0","0","13","6"
"1","","3","13006","0","1","1","0","0","13","6"
"100","","1","13007","","0","0","1","0","13","31"
"0","","100","13008","","","","","","13","35"
"0","black","0","13009","0","16","50","0","1","13","5"
"1","","0","13010","0","1","1","0","0","13","6"
"","","0","13011","","","","","","13","91"
"0","","0.1","13012","","","","","","13","93"
"1","","1","13013","0","1","1","1","0.2","13","6"
"1","","2","13014","0","1","1","1","0.2","13","6"
"1","","3","13015","0","1","1","1","0.2","13","6"
"1","","0","13016","0","1","1","1","0.2","13","6"
"-30","","1","13017","","-230","0.3","2","","13","2"
"-190","","2","13018","","-255","0.3","2","","13","2"
"220","","3","13019","","-245","0.3","2","","13","2"
"0","","0","13020","","0","0.3","2","","13","2"
"1","","100","13021","","","","","","13","32"
"0","","0.6","13022","","","","","","13","93"
"sad_talk_look_shy_riri","","1","13023","","1","","","0.2","13","3"
"vo_asb_1521","","vo_asb","13024","","0","0","","","13","21"
"実はわたくしたち……\nこの、学びのスクラップブックを\n兄様にご覧いただくのが、\n少し、恥ずかしかったのです。","0","1","13025","0","10","1","1","0","13","11"
"","","0","13026","","0","0","","","13","91"
"sad_idle_normal_look_shy_riri","","1","13027","","1","","","0.2","13","3"
"clear_talk_look_shy","","2","13028","","1","","","0.2","13","3"
"vo_asb_1522","","vo_asb","13029","","0","0","","","13","21"
"だって、楽しい思い出と同じくらい、\nヘマしたり、力及ばずなこともあって。\nそれを改めてお兄さんに見てもらうのは\n勇気がいるっていうか……","0","2","13030","0","10","1","1","0","13","11"
"","","0","13031","","0","0","","","13","91"
"clear_idle_look_shy","","2","13032","","1","","","0.3","13","3"
"sad_talk_look_precia","","3","13033","","1","","","0.2","13","3"
"vo_asb_1523","","vo_asb","13034","","0","0","","","13","21"
"せきらら\nぼうけんき。","0","3","13035","0","10","1","1","0","13","11"
"","","0","13036","","0","0","","","13","91"
"idle_look_precia","","3","13037","","1","","","0.2","13","3"
"talk_look_shy_riri","","1","13038","","1","","","0.3","13","3"
"vo_asb_1524","","vo_asb","13039","","0","0","","","13","21"
"でも……これも学びです。\n兄様。ぜひご覧になった感想を、\nお聞かせ願えませんでしょうか？","0","1","13040","0","10","1","1","0","13","11"
"","","0","13041","","0","0","","","13","91"
"wish_talk_look_shy_riri","","1","13042","","1","","","0.2","13","3"
"vo_asb_1525","","vo_asb","13043","","0","0","","","13","21"
"どんなに厳しい叱咤もご指導も、\n謹んでお受けいたしますので──\nって、…………え？","0","1","13044","0","10","1","1","0","13","11"
"","","0","13045","","0","0","","","13","91"
"idle_look_shy","","2","13046","","1","","","0.2","13","3"
"joy_idle_look_shy_precia","","3","13047","","1","","","0.3","13","3"
"wish_talk_Ex4","","1","13048","","1","","","0.2","13","3"
"vo_asb_1526","","vo_asb","13049","","0","0","","","13","21"
"…………\nま、まさか……\nそのようにお褒めいただけるなんて……","0","1","13050","0","10","1","1","0","13","11"
"","","0","13051","","0","0","","","13","91"
"idle_look_shy_riri","","1","13052","","1","","","0.2","13","3"
"surprise_idle_lookR_precia","","3","13053","","1","","","0.4","13","3"
"vo_asb_1527","","vo_asb","13054","","0","0","","","13","21"
"お兄……","0","3","13055","0","10","1","1","0","13","11"
"","","0","13056","","0","0","","","13","91"
"joy_idle_look_shy_precia2","","3","13057","","1","","","0.4","13","3"
"clear_talk2_look","","2","13058","","1","","","0.2","13","3"
"vo_asb_1528","","vo_asb","13059","","0","0","","","13","21"
"お兄さんは、\n結果云々ではなく、\nわたしたちががんばったこと、\nそれ自体を褒めてくれるんですね……","0","2","13060","0","10","1","1","0","13","11"
"","","0","13061","","0","0","","","13","91"
"wish_talk_Ex3","","1","13062","","1","","","0.2","13","3"
"joy_idle_look_shy_precia","","3","13063","","1","","","0.3","13","3"
"talk2ToWish_look","","2","13064","0","0","clear_wish_talk_joy_look","1","0.2","13","3"
"vo_asb_1529","","vo_asb","13065","","0","0","","","13","21"
"……ありがとうございます！","0","1","13066","0","10","1","1","0","13","11"
"","","0","13067","","0","0","","","13","91"
"idle_look_shy_riri","","1","13068","","1","","","0.2","13","3"
"idle_look_shy","","2","13069","","1","","","0.2","13","3"
"doya_in_precia","","3","13070","0","0","doya_talk_precia","1","0.2","13","3"
"vo_asb_1530","","vo_asb","13071","","0","0","","","13","21"
"むねはり。\nぼうけんき。","0","3","13072","0","10","1","1","0","13","11"
"","","0","13073","","0","0","","","13","91"
"idle_look_normal_precia","","3","13074","","1","","","0.4","13","3"
"riri_talk_look_shy","","1","13075","","1","","","0.2","13","3"
"vo_asb_1531","","vo_asb","13076","","0","0","","","13","21"
"ご覧の通り何事も拙く、\n未熟なわたくしたちですが……","0","1","13077","0","10","1","1","0","13","11"
"","","0","13078","","0","0","","","13","91"
"riri_idle_look_normal_shy","","1","13079","","1","","","0.2","13","3"
"clear_talk3_look","","2","13080","","1","","","0.2","13","3"
"vo_asb_1532","","vo_asb","13081","","0","0","","","13","21"
"こうしてお兄さんが\n温かく見守ってくれるおかげで、\n立派な冒険者になるという夢を、\n追い続けることができています。","0","2","13082","0","10","1","1","0","13","11"
"","","0","13083","","0","0","","","13","91"
"clear_wish_talk_joy_look","","2","13084","","1","","","0.2","13","3"
"vo_asb_1533","","vo_asb","13085","","0","0","","","13","21"
"お兄さん。\nこれからも、【アルターメイデン】の\n側にいてくださいね。","0","2","13086","0","10","1","1","0","13","11"
"","","0","13087","","0","0","","","13","91"
"clear_wish_idle_look","","2","13088","","1","","","0.2","13","3"
"agree","","3","13089","0.2","0","joy_idle_look_shy_precia2","1","0.1","13","3"
"vo_asb_1534","","vo_asb","13090","","0","0","","","13","21"
"よろしく。","0","3","13091","0","10","1","1","0","13","11"
"","","0","13092","","0","0","","","13","91"
"bow_riri","","1","13093","0.2","0","idle_look_shy_riri","1","0.2","13","3"
"vo_asb_1535","","vo_asb","13094","","0","0","","","13","21"
"お願いいたします……！","0","1","13095","0","10","1","1","0","13","11"
"","","0","13096","","0","0","","","13","91"
"","","13098","13097","","","","","","13","101"
"1","","1","13098","0","1","1","0","0.3","13","6"
"1","","2","13099","0","1","1","0","0.3","13","6"
"1","","3","13100","0","1","1","0","0.3","13","6"
"1","","0","13101","0","1","1","0","0.3","13","6"
"-130","","1","13102","","-230","0.3","1","","13","2"
"-290","","2","13103","","-255","0.3","1","","13","2"
"120","","3","13104","","-245","0.3","1","","13","2"
"-100","","0","13105","","0","0.3","1","","13","2"
"0","","0","13106","","","","","","13","22"
"1","","100","13107","","","","","","13","35"
"-100","","100","13108","","0","0.3","1","","13","33"
"0","","0.4","13109","","","","","","13","93"
"0","","100","13110","","","","","","13","32"
"1","surprise_idle_normal2_precia","3","22001","0","52","30","-250","2.2","22","5"
"1","","1","22002","0","1","1","0","0","22","6"
"0","black","0","22003","0","29","50","0","1","22","5"
"1","","0","22004","0","1","1","0","0","22","6"
"","","0","22005","","","","","","22","91"
"1","","1","22006","0","1","1","1","0.2","22","6"
"1","","0","22007","0","1","1","1","0.2","22","6"
"-20","","1","22008","","-250","0.3","2","","22","2"
"0","","0","22009","","0","0.3","2","","22","2"
"0","","0.6","22010","","","","","","22","93"
"vo_asb_0221","","vo_asb","22011","","0","0","","","22","21"
"ざぶとん。\nくっきー。\nいっぱいたべた。","0","1","22012","0","10","1","1","0","22","11"
"","","0","22013","","0","0","","","22","91"
"talk_surprise_precia","","1","22014","","1","","","0.3","22","3"
"vo_asb_0222","","vo_asb","22015","","0","0","","","22","21"
"スズメ。\nいろいろつくってる。\nらしい。","0","1","22016","0","10","1","1","0","22","11"
"","","0","22017","","0","0","","","22","91"
"think_idle_precia","","1","22018","","1","","","0.3","22","3"
"vo_asb_0223","","vo_asb","22019","","0","0","","","22","21"
"ざぶとん、ほっとけーき。\nとか？","0","1","22020","0","10","1","1","0","22","11"
"","","0","22021","","0","0","","","22","91"
"think_idle_dere_precia","","1","22022","","1","","","0.3","22","3"
"vo_asb_0224","","vo_asb","22023","","0","0","","","22","21"
"ざぶとん、まふぃん。\nとか？","0","1","22024","0","10","1","1","0","22","11"
"","","0","22025","","0","0","","","22","91"
"think_idle_angerR","","1","22026","","1","","","0.3","22","3"
"vo_asb_0225","","vo_asb","22027","","0","0","","","22","21"
"ざぶとん、にくまん……\nとか……（ごくり）","0","1","22028","0","10","1","1","0","22","11"
"","","0","22029","","0","0","","","22","91"
"thinkToSpeak_precia","","1","22030","0","0","speak1_light_precia","1","0.1","22","3"
"vo_asb_0226","","vo_asb","22031","","0","0","","","22","21"
"スズメ。\nすかうとする。\n【あるたーめいでん】に。","0","1","22032","0","10","1","1","0","22","11"
"","","0","22033","","0","0","","","22","91"
"","","22035","22034","","","","","","22","101"
"1","","1","22035","0","1","1","0","0.3","22","6"
"1","","0","22036","0","1","1","0","0.3","22","6"
"-120","","1","22037","","-250","0.3","1","","22","2"
"-100","","0","22038","","0","0.3","1","","22","2"
"0","","0","22039","","","","","","22","22"
"0","","0.4","22040","","","","","","22","93"
"1","riri_idle_look","1","32001","0","52","20","-230","2.2","32","5"
"2","clear_book_read","2","32002","0","58","-140","-255","2.2","32","5"
"3","joy_idle_precia","3","32003","1","55","270","-245","2.2","32","5"
"1","","1","32004","0","1","1","0","0","32","6"
"1","","2","32005","0","1","1","0","0","32","6"
"1","","3","32006","0","1","1","0","0","32","6"
"0","black","0","32007","0","29","50","0","1","32","5"
"1","","0","32008","0","1","1","0","0","32","6"
"","","0","32009","","","","","","32","91"
"1","","1","32010","0","1","1","1","0.2","32","6"
"1","","2","32011","0","1","1","1","0.2","32","6"
"1","","3","32012","0","1","1","1","0.2","32","6"
"1","","0","32013","0","1","1","1","0.2","32","6"
"-30","","1","32014","","-230","0.3","2","","32","2"
"-190","","2","32015","","-255","0.3","2","","32","2"
"220","","3","32016","","-245","0.3","2","","32","2"
"0","","0","32017","","0","0.3","2","","32","2"
"0","","0.6","32018","","","","","","32","93"
"clear_book_talk","","2","32019","","1","","","0.2","32","3"
"vo_asb_0321","","vo_asb","32020","","0","0","","","32","21"
"この牛さんの絵、\n上手すぎませんか！？","0","2","32021","0","10","1","1","0","32","11"
"","","0","32022","","0","0","","","32","91"
"clear_book_idle","","2","32023","","1","","","0.4","32","3"
"riri_talk_look","","1","32024","","1","","","0.2","32","3"
"vo_asb_0322","","vo_asb","32025","","0","0","","","32","21"
"プレシアさん作です。\n彼女は天才タイプなので。","0","1","32026","0","10","1","1","0","32","11"
"","","0","32027","","0","0","","","32","91"
"riri_idle_look","","1","32028","","1","","","0.2","32","3"
"clear_bookToTalk2","","2","32029","0","0","clear_talk2_noShy","1","0.1","32","3"
"vo_asb_0323","","vo_asb","32030","","0","0","","","32","21"
"そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","0","2","32031","0","10","1","1","0","32","11"
"","","0","32032","","0","0","","","32","91"
"talk2ToIdle_talkjoy2","","2","32033","0","0","idle_talkjoy2","1","0.1","32","3"
"sad_talk_joy2R","","1","32034","","1","","","0.2","32","3"
"vo_asb_0324","","vo_asb","32035","","0","0","","","32","21"
"はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","0","1","32036","0","10","1","1","0","32","11"
"","","0","32037","","0","0","","","32","91"
"sad_idle_normal_riri","","1","32038","","1","","","0.2","32","3"
"idle","","2","32039","","1","","","0.2","32","3"
"talk_precia","","3","32040","","1","","","0.3","32","3"
"vo_asb_0325","","vo_asb","32041","","0","0","","","32","21"
"みたい？","0","3","32042","0","10","1","1","0","32","11"
"","","0","32043","","0","0","","","32","91"
"joy_idle_precia","","3","32044","","1","","","0.3","32","3"
"guts2_talk_riri","","1","32045","","1","","","0.2","32","3"
"clear_hope_talk","","2","32046","","1","","","0.2","32","3"
"vo_asb_0326","","vo_asb","32047","","0","0","","","32","21"
"ぜひっ。","0","1","32048","0","10","1","1","0","32","11"
"","","0","32049","","0","0","","","32","91"
"guts2_idle_riri","","1","32050","","1","","","0.2","32","3"
"clear_hope_idle","","2","32051","","1","","","0.2","32","3"
"cool_in","","3","32052","0","0","cool_idle","1","0.2","32","3"
"vo_asb_0327","","vo_asb","32053","","0","0","","","32","21"
"びしっ。","0","3","32054","0","10","1","1","0","32","11"
"","","0","32055","","0","0","","","32","91"
"cool_idle_doya_in","","3","32056","0.1","0","cool_idle_doya","1","0.2","32","3"
"guts2_idle_joy_riri","","1","32057","","1","","","0.2","32","3"
"clear_hope_joy","","2","32058","","1","","","0.2","32","3"
"vo_asb_0328","","vo_asb","32059","","0","0","","","32","21"
"わぁ～♪","0","1","32060","-22","10","1","1","-85","32","11"
"","","0","32061","","0","0","","","32","91"
"","","32063","32062","","","","","","32","101"
"1","","1","32063","0","1","1","0","0.3","32","6"
"1","","2","32064","0","1","1","0","0.3","32","6"
"1","","3","32065","0","1","1","0","0.3","32","6"
"1","","0","32066","0","1","1","0","0.3","32","6"
"-130","","1","32067","","-230","0.3","1","","32","2"
"-290","","2","32068","","-255","0.3","1","","32","2"
"120","","3","32069","","-245","0.3","1","","32","2"
"-100","","0","32070","","0","0.3","1","","32","2"
"0","","0","32071","","","","","","32","22"
"0","","0.4","32072","","","","","","32","93"
"1","clear_wish_talk_joy_noShy","2","42001","0","52","30","-250","2.2","42","5"
"1","","1","42002","0","1","1","0","0","42","6"
"0","black","0","42003","0","29","50","0","1","42","5"
"1","","0","42004","0","1","1","0","0","42","6"
"","","0","42005","","","","","","42","91"
"1","","1","42006","0","1","1","1","0.2","42","6"
"1","","0","42007","0","1","1","1","0.2","42","6"
"-20","","1","42008","","-250","0.3","2","","42","2"
"0","","0","42009","","0","0.3","2","","42","2"
"0","","0.6","42010","","","","","","42","93"
"vo_asb_0421","","vo_asb","42011","","0","0","","","42","21"
"リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","0","1","42012","0","10","1","1","0","42","11"
"","","0","42013","","0","0","","","42","91"
"clear_talk_normal","","1","42014","","1","","","0.1","42","3"
"vo_asb_0422","","vo_asb","42015","","0","0","","","42","21"
"ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","0","1","42016","0","10","1","1","0","42","11"
"","","0","42017","","0","0","","","42","91"
"clear_kohon_in","","1","42018","0","0","clear_kohon_loop","1","0.2","42","3"
"vo_asb_0423","","vo_asb","42019","","0","0","","","42","21"
"…………\n……こほん。","0","1","42020","0","10","1","1","0","42","11"
"","","0","42021","","0","0","","","42","91"
"clear_imitation_in","","1","42022","0","0","clear_speak2_talk","1","0.2","42","3"
"vo_asb_0424","","vo_asb","42023","","0","0","","","42","21"
"に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","0","1","42024","0","10","1","1","0","42","11"
"","","0","42025","","0","0","","","42","91"
"clear_surprise_in_red","","1","42026","0","0","clear_surprise_talk_red","1","0.3","42","3"
"vo_asb_0425","","vo_asb","42027","","0","0","","","42","21"
"……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","0","1","42028","0","10","1","1","0","42","11"
"","","0","42029","","0","0","","","42","91"
"clear_wish_talk_pain_red","","1","42030","","1","","","0.2","42","3"
"vo_asb_0426","","vo_asb","42031","","0","0","","","42","21"
"色んな意味で、まだまだです……っ！","0","1","42032","0","10","1","1","0","42","11"
"","","0","42033","","0","0","","","42","91"
"","","42035","42034","","","","","","42","101"
"1","","1","42035","0","1","1","0","0.3","42","6"
"1","","0","42036","0","1","1","0","0.3","42","6"
"-120","","1","42037","","-250","0.3","1","","42","2"
"-100","","0","42038","","0","0.3","1","","42","2"
"0","","0","42039","","","","","","42","22"
"0","","0.4","42040","","","","","","42","93"
"1","dance_riri","1","52001","0","55","70","-243","2.2","52","5"
"2","dance_clear","2","52002","1","52","320","-245","2.2","52","5"
"3","dance_precia","3","52003","0","58","-90","-255","2.2","52","5"
"1","","1","52004","0","1","1","0","0","52","6"
"1","","2","52005","0","1","1","0","0","52","6"
"1","","3","52006","0","1","1","0","0","52","6"
"0","black","0","52007","0","29","50","0","1","52","5"
"1","","0","52008","0","1","1","0","0","52","6"
"","","0","52009","","","","","","52","91"
"dance_riri","","1","52010","","0","","","0.1","52","3"
"dance_clear","","2","52011","0","0","idle","1","0.1","52","3"
"dance_precia","","3","52012","0","0","idle_precia","1","0.1","52","3"
"1","","1","52013","0","1","1","1","0.2","52","6"
"1","","2","52014","0","1","1","1","0.2","52","6"
"1","","3","52015","0","1","1","1","0.2","52","6"
"1","","0","52016","0","1","1","1","0.2","52","6"
"-30","","1","52017","","-243","0.3","2","","52","2"
"220","","2","52018","","-245","0.3","2","","52","2"
"-190","","3","52019","","-255","0.3","2","","52","2"
"0","","0","52020","","0","0.3","2","","52","2"
"0","","0.6","52021","","","","","","52","93"
"vo_asb_0521","","vo_asb","52022","","0","0","","","52","21"
"くいっく、くいっく、すろー。","0.15","3","52023","0","26","0","0","0","52","11"
"","","0","52024","","0","0","","","52","91"
"vo_asb_0522","","vo_asb","52025","","0","0","","","52","21"
"ターンエン、ターンエン、\nクイッククイックスロー！","0.75","1","52026","0","10","0","0","0","52","11"
"","","52010","52027","","","","","","52","91"
"idle","","1","52028","","1","","","0.1","52","3"
"0","","0.2","52029","","","","","","52","93"
"smile_riri","","1","52030","0.2","0","talk_joy","1","0.1","52","3"
"vo_asb_0523","","vo_asb","52031","","0","0","","","52","21"
"……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","0","1","52032","0","10","1","1","0","52","11"
"","","0","52033","","","","","","52","91"
"riri_idle","","1","52034","","1","","","0.2","52","3"
"clear_talk2_noShy","","2","52035","","1","","","0.2","52","3"
"vo_asb_0524","","vo_asb","52036","","0","0","","","52","21"
"はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","0","2","52037","0","10","1","1","0","52","11"
"","","0","52038","","0","0","","","52","91"
"talk2ToIdle","","2","52039","0","0","idle","1","0.2","52","3"
"riri_talk","","1","52040","","1","","","0.2","52","3"
"vo_asb_0525","","vo_asb","52041","","0","0","","","52","21"
"他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","0","1","52042","0","10","1","1","0","52","11"
"","","0","52043","","0","0","","","52","91"
"riri_idle_look","","1","52044","","1","","","0.2","52","3"
"idle_talkjoy2","","2","52045","","1","","","0.2","52","3"
"talk_precia","","3","52046","","1","","","0.3","52","3"
"vo_asb_0526","","vo_asb","52047","","0","0","","","52","21"
"はんようせい。\nありすぎ。","0","3","52048","0","10","1","1","0","52","11"
"","","0","52049","","0","0","","","52","91"
"","","52051","52050","","","","","","52","101"
"1","","1","52051","0","1","1","0","0.3","52","6"
"1","","2","52052","0","1","1","0","0.3","52","6"
"1","","3","52053","0","1","1","0","0.3","52","6"
"1","","0","52054","0","1","1","0","0.3","52","6"
"-130","","1","52055","","-230","0.3","1","","52","2"
"120","","2","52056","","-245","0.3","1","","52","2"
"-290","","3","52057","","-255","0.3","1","","52","2"
"-100","","0","52058","","0","0.3","1","","52","2"
"0","","0","52059","","","","","","52","22"
"0","","0.4","52060","","","","","","52","93"
"1","talk_joy","1","62001","0","52","30","-250","2.2","62","5"
"1","","1","62002","0","1","1","0","0","62","6"
"0","black","0","62003","0","29","50","0","1","62","5"
"1","","0","62004","0","1","1","0","0","62","6"
"","","0","62005","","","","","","62","91"
"1","","1","62006","0","1","1","1","0.2","62","6"
"1","","0","62007","0","1","1","1","0.2","62","6"
"-20","","1","62008","","-250","0.3","2","","62","2"
"0","","0","62009","","0","0.3","2","","62","2"
"0","","0.6","62010","","","","","","62","93"
"vo_asb_0621","","vo_asb","62011","","0","0","","","62","21"
"ライブ後、【カルミナ】の皆様が\n来てくださったのです。","0","1","62012","0","10","1","1","0","62","11"
"","","0","62013","","0","0","","","62","91"
"wish_talk_joyR_riri","","1","62014","","1","","","0.2","62","3"
"vo_asb_0622","","vo_asb","62015","","0","0","","","62","21"
"「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","0","1","62016","0","10","1","1","0","62","11"
"","","0","62017","","0","0","","","62","91"
"memoly_talk_joy","","1","62018","","1","","","0.3","62","3"
"vo_asb_0623","","vo_asb","62019","","0","0","","","62","21"
"お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","0","1","62020","0","10","1","1","0","62","11"
"","","0","62021","","0","0","","","62","91"
"sad_talk2_dere","","1","62022","","1","","","0.2","62","3"
"vo_asb_0624","","vo_asb","62023","","0","0","","","62","21"
"実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","0","1","62024","0","10","1","1","0","62","11"
"","","0","62025","","0","0","","","62","91"
"wish_talk_nervous_riri","","1","62026","","1","","","0.3","62","3"
"vo_asb_0625","","vo_asb","62027","","0","0","","","62","21"
"リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","0","1","62028","0","10","1","1","0","62","11"
"","","0","62029","","0","0","","","62","91"
"","","62031","62030","","","","","","62","101"
"1","","1","62031","0","1","1","0","0.3","62","6"
"1","","0","62032","0","1","1","0","0.3","62","6"
"-120","","1","62033","","-250","0.3","1","","62","2"
"-100","","0","62034","","0","0.3","1","","62","2"
"0","","0","62035","","","","","","62","22"
"0","","0.4","62036","","","","","","62","93"
"1","idle","2","72001","0","52","30","-250","2.2","72","5"
"1","","1","72002","0","1","1","0","0","72","6"
"0","black","0","72003","0","29","50","0","1","72","5"
"1","","0","72004","0","1","1","0","0","72","6"
"","","0","72005","","","","","","72","91"
"1","","1","72006","0","1","1","1","0.2","72","6"
"1","","0","72007","0","1","1","1","0.2","72","6"
"-20","","1","72008","","-250","0.3","2","","72","2"
"0","","0","72009","","0","0.3","2","","72","2"
"0","","0.6","72010","","","","","","72","93"
"clear_talk_normal","","1","72011","","1","","","0.2","72","3"
"vo_asb_0721","","vo_asb","72012","","0","0","","","72","21"
"アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","0","1","72013","0","10","1","1","0","72","11"
"","","0","72014","","0","0","","","72","91"
"clear_kohon_talk_surprise","","1","72015","","1","","","0.2","72","3"
"vo_asb_0722","","vo_asb","72016","","0","0","","","72","21"
"直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","0","1","72017","0","10","1","1","0","72","11"
"","","0","72018","","0","0","","","72","91"
"clear_talk2_noShy","","1","72019","","1","","","0.2","72","3"
"vo_asb_0723","","vo_asb","72020","","0","0","","","72","21"
"だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","0","1","72021","0","10","1","1","0","72","11"
"","","0","72022","","0","0","","","72","91"
"talk2ToWish","","1","72023","0","0","clear_wish_talk_joy","1","0.2","72","3"
"vo_asb_0724","","vo_asb","72024","","0","0","","","72","21"
"そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","0","1","72025","0","10","1","1","0","72","11"
"","","0","72026","","0","0","","","72","91"
"clear_talk2_nervous","","1","72027","","1","","","0.2","72","3"
"vo_asb_0725","","vo_asb","72028","","0","0","","","72","21"
"……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","0","1","72029","0","10","1","1","0","72","11"
"","","0","72030","","0","0","","","72","91"
