5b61af8f8c9655fa2c37282f38c26da57da56db8a845170e692393aab084321d,18e9d1924b5d9c7932138a48474b246bfc9ae12a775cc0080d5a239e0034ad50,da6ed13f77082e57d7446b121866136a05adf8c7b1f41bf87c31bc8845971250,9869a193d1b8d2a207edaca413aa2845f8b04365d0f4f98b8e86b1d5d26c4ad8,48c8aa03b9dd988741fbd47911d50e04150345eb30dee66696829243266d1e8a,60e3bc11e0fa161b414b0e92647b90f2486d9117cc5fc142231beeedf4ed8332,d38f060242c9f531e51e7bfba97ee096d0ae26e67bdb3d8e99ae1c28638e66f1,90f90d4f9faaff78c75a7118ecb4fffb7756eb69635529abecb69ef5b0ba1fe3,89502fc7e6f514f821cccfe3525dba12bfa8764a6ee6f4cb43426aed7c146853,2ab05544e9c23f52deb23a2a8e1d5ade75f84974b602a5414e8d0458d79b66e4,eecb4440009ff6e2689eeda66dd6b5dc74f9914695a0e86aa37044fc4022f934,91e30cb929490e29e884bebada9465b9b8d6d73eeed8fbe4c1776affa788e327,4fbe4ca94e474fc30c7e284f18c9ab0bbe129a92c08d55956c2ecfa143399982,1622aa71a6fe5543d1217377b76b2fde7089555d0fa25c515d97b97d7d22a7af,13c12a95e1ad819fb894e0c06dd8415f8c1cf8c0a07c8bf13f1d8dc5822ba3f2,be097eea70d8e5629e7dbc7b838f40a9afbe7050a2dca876110cc9e4b0c8005a,26239a340c2b979cf24f95a660d41137be208e379344835b2ac642530ab2ebe7,9f87500f9349adf2bcd826483fbbe7548b43fba75d29a79bf1cb71a4810a705e,eb841865449830eb62eb9220c7f3231b789246a5b11ea044a43f25a24ab96ca7,ffa42021bbfa2b935240018d98bd471c2edee7722667adba279017a385e1aea1,39c45a2acb3b7502849c6d0552693fc5ce5232656b48b88f38584e8bb1b410c2,7223ac35b8f69e5dbdfc817cb2016f2ce34df724667c61549eb9496b11210ae5
"1003","101042","1","-30","10030105","5","1","bgm_M55","1.1","0","1","-50","0","101042","5","1.8","1.35","150","210","0","450","-55"
"1004","101161","1","-30","10040101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1004","101161","1","-30","10040102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","0","200","0","-260","-120"
"1004","101161","1","-30","10040103","3","1","bgm_M64","0.9","0","1","-30","-10","101161","3","1.4","1","100","200","-15","-20","55"
"1004","101161","1","-30","10040104","4","1","bgm_M64","0.9","0","1","-30","0","101161","4","1.3","1","0","200","0","180","-30"
"1004","101162","1","-30","10040105","5","1","bgm_M55","0.9","0","1","-50","-30","101162","5","1.2","0.9","200","250","-40","470","-60"
"1005","101171","1","-30","10050101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1005","101171","1","-30","10050102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","0","200","0","-260","-120"
"1005","101171","1","-30","10050103","3","1","bgm_M64","0.9","0","1","-30","-10","101161","3","1.4","1","100","200","-15","-20","45"
"1005","101171","1","-30","10050104","4","1","bgm_M64","0.7","0","1","0","0","101161","4","1","1","0","200","0","190","-70"
"1005","101172","1","-30","10050105","5","1","bgm_M55","1","0","1","-30","0","101162","5","1.3","1","200","240","-40","445","-25"
"1006","101191","1","-30","10060101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1006","101191","1","-30","10060102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","0","200","0","-260","-100"
"1006","101191","1","-30","10060103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-10","65"
"1006","101191","1","-30","10060104","4","1","bgm_M64","0.8","0","1","0","0","101161","4","1.2","1","0","200","0","190","-110"
"1006","101192","1","-30","10060105","5","1","bgm_M55","0.9","-10","1","-50","-45","101162","5","1.15","1","270","280","0","485","-70"
"1007","101201","1","-30","10070101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1007","101201","1","-30","10070102","2","1","bgm_M64","0.9","10","1","0","0","101161","2","1.2","1","120","240","0","-260","-120"
"1007","101201","1","-30","10070103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-10","65"
"1007","101201","1","-30","10070104","4","1","bgm_M64","0.9","0","1","0","0","101161","4","1.2","1","100","200","0","190","-110"
"1007","101202","1","-30","10070105","5","1","bgm_M55","1","10","1","-50","-45","101162","5","1.45","1","270","250","-20","475","-30"
"1008","101291","1","-30","10080101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1008","101291","1","-30","10080102","2","1","bgm_M64","0.9","10","1","0","0","101161","2","1.2","1","120","240","0","-260","-120"
"1008","101291","1","-30","10080103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-40","65"
"1008","101291","1","-30","10080104","4","1","bgm_M64","0.9","0","1","0","0","101161","4","1.3","1.3","100","200","0","150","-110"
"1008","101292","1","-30","10080105","5","1","bgm_M55","1.1","30","1","15","30","101162","5","1.45","1.3","45","230","-20","490","-15"
"1009","101301","1","-30","10090101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-480","-120"
"1009","101301","1","-30","10090102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","120","200","0","-260","-120"
"1009","101301","1","-30","10090103","3","1","bgm_M64","1.55","0","1","0","-10","101161","3","2.3","2.2","100","200","-15","-50","100"
"1009","101301","1","-30","10090104","4","1","bgm_M64","1","0","1","15","0","101161","4","1.3","1.3","100","200","0","180","-100"
"1009","101302","1","-30","10090105","5","1","bgm_M55","1","10","1","-15","-30","101162","5","1.2","1.1","200","270","-20","470","-55"
"1010","101441","1","-30","10100101","1","1","bgm_M64","0.575","10","1","-25","-30","101161","1","1","0.9","170","210","0","-450","-130"
"1010","101441","1","-30","10100102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","120","200","0","-250","-120"
"1010","101441","1","-30","10100103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-10","50"
"1010","101441","1","-30","10100104","4","1","bgm_M64","0.9","0","1","-30","0","101161","4","1.3","1","0","200","0","180","-100"
"1010","101442","1","-30","10100105","5","1","bgm_M55","0.95","10","1","-35","-30","101162","5","1.2","1.1","200","270","-20","470","-70"
"1011","101451","1","-30","10110101","1","1","bgm_M64","0.575","10","1","-25","-30","101451","1","1","0.9","170","210","0","-450","-130"
"1011","101451","1","-30","10110102","2","1","bgm_M64","0.75","10","1","0","0","101451","2","1.2","1","120","200","0","-250","-120"
"1011","101451","1","-30","10110103","3","1","bgm_M64","0.9","0","1","-30","-10","101451","3","1.4","1","100","200","-15","-20","50"
"1011","101451","1","-30","10110104","4","1","bgm_M64","0.65","0","1","20","0","101451","4","0.9","0.8","100","220","0","200","-100"
"1011","101452","1","-30","10110105","5","1","bgm_M55","1.25","0","1","-35","-50","101452","5","1.55","1.4","200","290","0","510","-70"
"1012","101561","1","-30","10120101","1","1","bgm_M64","0.575","10","1","-25","-30","101451","1","1","0.9","170","210","0","-450","-130"
"1012","101561","1","-30","10120102","2","1","bgm_M64","0.9","0","1","0","0","101451","2","1.2","1","120","240","0","-240","-120"
"1012","101561","1","-30","10120103","3","1","bgm_M64","0.6","5","1","0","-10","101451","3","0.9","0.8","100","200","-5","-30","60"
"1012","101561","1","-30","10120104","4","1","bgm_M64","0.9","0","1","-30","0","101451","4","1.5","1.2","100","200","0","180","-100"
"1012","101562","1","-30","10120105","5","1","bgm_M55","1.25","0","1","-60","-50","101452","5","1.55","1.35","400","290","0","460","-70"
"1013","101001","1","-30","10130101","1","1","bgm_M64","0.6","10","1","0","-30","101001","1","0.8","0.7","250","210","0","-480","-120"
"1013","101001","1","-30","10130102","2","1","bgm_M64","0.75","10","1","0","0","101001","2","1.2","1","0","200","0","-260","-120"
"1013","101001","1","-30","10130103","3","1","bgm_M64","0.7","0","1","0","-10","101001","3","1.1","1","100","200","-13","-40","0"
"1013","101001","1","-30","10130104","4","1","bgm_M64","0.7","0","1","0","0","101001","4","1.2","1","0","200","0","240","-50"
"1013","101011","1","-30","10130105","5","1","bgm_M55","1.2","0","1","0","0","101011","5","1.3","1","200","250","0","480","-40"
"1014","101041","1","-30","10140101","1","1","bgm_M64","0.575","10","1","-25","-30","101041","1","1","0.9","170","210","0","-450","-130"
"1014","101041","1","-30","10140102","2","1","bgm_M64","0.75","10","1","0","0","101041","2","1.2","1","120","200","0","-250","-120"
"1014","101041","1","-30","10140103","3","1","bgm_M64","1.55","0","1","0","-10","101041","3","2.3","2.2","100","200","-15","-50","100"
"1014","101041","1","-30","10140104","4","1","bgm_M64","0.7","0","1","0","0","101041","4","1","1","0","200","0","190","-70"
"1014","101042","1","-30","10140105","5","1","bgm_M55","1.4","0","1","0","0","101042","5","1.8","1.6","200","250","0","440","0"
"1015","101041","1","-30","10150101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-470","-125"
"1015","101041","1","-30","10150102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","120","200","0","-210","-95"
"1015","101041","1","-30","10150103","3","1","bgm_M64","0.9","0","1","-30","-10","101161","3","1.4","1","100","200","-15","50","-120"
"1015","101041","1","-30","10150104","4","1","bgm_M64","0.7","0","1","43","0","101162","4","1","1","150","200","0","195","35"
"1015","101042","1","-30","10150105","5","1","bgm_M55","1.1","0","1","-50","0","101161","5","1.8","1.35","150","210","0","450","-55"
"1016","101161","1","-30","10160101","1","1","bgm_M64","0.6","10","1","0","0","101451","1","0.8","0.85","250","210","0","-480","-120"
"1016","101161","1","-30","10160102","2","1","bgm_M64","0.75","10","1","0","0","101451","2","1.2","1.1","0","200","0","-260","-100"
"1016","101161","1","-30","10160103","3","1","bgm_M64","0.8","0","1","0","-10","101451","3","1.1","1","100","200","-15","-10","65"
"1016","101161","1","-30","10160104","4","1","bgm_M64","0.8","0","1","0","0","101451","4","1","0.85","0","200","0","190","-110"
"1016","101162","1","-30","10160105","5","1","bgm_M55","0.9","-10","1","-50","-45","101452","5","1.15","1","270","280","0","485","-70"
"1017","101171","1","-30","10170101","1","1","bgm_M64","0.6","10","1","0","-30","101171","1","0.8","0.7","200","210","0","-480","-120"
"1017","101171","1","-30","10170102","2","1","bgm_M64","0.6","10","1","0","0","101171","2","1","0.7","200","240","0","-260","-120"
"1017","101171","1","-30","10170103","3","1","bgm_M64","0.9","0","1","-30","-10","101171","3","1.4","1","200","200","-15","-10","65"
"1017","101171","1","-30","10170104","4","1","bgm_M64","0.9","0","1","-30","0","101171","4","1.3","1","200","200","0","190","-110"
"1017","101172","1","-30","10170105","5","1","bgm_M55","1","10","1","-50","0","101172","5","1.45","1","200","250","-20","475","-30"
"1018","101191","1","-30","10180101","1","1","bgm_M64","0.6","10","1","0","-30","101171","1","0.8","0.7","100","210","0","-480","-120"
"1018","101191","1","-30","10180102","2","1","bgm_M64","0.8","10","1","0","0","101171","2","1.2","1","100","200","0","-260","-100"
"1018","101191","1","-30","10180103","3","1","bgm_M64","0.6","5","1","0","-10","101171","3","0.9","0.8","100","200","-5","-10","65"
"1018","101191","1","-30","10180104","4","1","bgm_M64","0.9","0","1","0","0","101171","4","1.2","1","100","200","-30","190","-110"
"1018","101192","1","-30","10180105","5","1","bgm_M55","1.1","-10","1","-50","-45","101172","5","1.3","1","100","280","0","485","-70"
"1019","101201","1","-30","10190101","1","1","bgm_M64","0.6","10","1","0","0","101161","1","0.8","0.85","100","210","0","-480","-120"
"1019","101201","1","-30","10190102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1.1","100","240","0","-260","-120"
"1019","101201","1","-30","10190103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-10","65"
"1019","101201","1","-30","10190104","4","1","bgm_M64","0.7","0","1","43","0","101161","4","1","1","100","200","0","190","-110"
"1019","101202","1","-30","10190105","5","1","bgm_M55","1","10","1","-50","-45","101162","5","1.45","1","100","250","-20","475","-30"
"1020","101291","1","-30","10200101","1","1","bgm_M64","0.6","10","1","0","0","101161","1","0.8","0.85","100","210","0","-480","-120"
"1020","101291","1","-30","10200102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1.1","100","240","0","-260","-120"
"1020","101291","1","-30","10200103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-40","65"
"1020","101291","1","-30","10200104","4","1","bgm_M64","0.8","0","1","-30","0","101161","4","1.5","1","100","200","0","150","-110"
"1020","101292","1","-30","10200105","5","1","bgm_M55","1.1","30","1","15","30","101162","5","1.45","1","100","230","-20","490","-15"
"1021","101301","1","-30","10210101","1","1","bgm_M64","0.58","10","1","0","-30","101161","1","0.8","0.7","100","210","0","-480","-120"
"1021","101301","1","-30","10210102","2","1","bgm_M64","0.9","10","1","0","0","101161","2","1.2","1","100","200","0","-260","-120"
"1021","101301","1","-30","10210103","3","1","bgm_M64","0.93","-10","1","-30","-10","101161","3","1.4","1","200","200","0","-50","100"
"1021","101301","1","-30","10210104","4","1","bgm_M64","0.9","0","1","15","0","101161","4","1.3","1.3","100","200","0","180","-100"
"1021","101302","1","-30","10210105","5","1","bgm_M55","1","10","1","-15","-30","101162","5","1.2","1.1","100","270","-20","470","-55"
"1022","101441","1","-30","10220101","1","1","bgm_M64","0.575","10","1","0","0","101161","1","0.8","0.85","100","210","0","-450","-130"
"1022","101441","1","-30","10220102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1.1","100","200","0","-250","-120"
"1022","101441","1","-30","10220103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.2","1.1","100","200","-15","-10","50"
"1022","101441","1","-30","10220104","4","1","bgm_M64","0.9","0","1","15","0","101161","4","1.3","1.3","100","200","0","180","-100"
"1022","101442","1","-30","10220105","5","1","bgm_M55","0.95","10","1","-35","-30","101162","5","1.2","1.1","100","230","-20","470","-70"
"1023","101451","1","-30","10230101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-450","-130"
"1023","101451","1","-30","10230102","2","1","bgm_M64","0.9","10","1","0","0","101451","2","1.2","1","100","200","0","-250","-120"
"1023","101451","1","-30","10230103","3","1","bgm_M64","0.9","0","1","-30","-10","101451","3","1.4","1","100","200","-15","-20","50"
"1023","101451","1","-30","10230104","4","1","bgm_M64","0.8","0","1","0","0","101451","4","1","0.85","100","200","0","200","-100"
"1023","101452","1","-30","10230105","5","1","bgm_M55","1.25","0","1","-35","-50","101452","5","1.55","1.4","100","290","0","510","-70"
"1024","101561","1","-30","10240101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-450","-130"
"1024","101561","1","-30","10240102","2","1","bgm_M64","0.75","0","1","0","0","101451","2","1.2","1.1","100","240","0","-240","-120"
"1024","101561","1","-30","10240103","3","1","bgm_M64","0.65","5","1","0","-10","101451","3","1.1","1","100","200","-5","-30","60"
"1024","101561","1","-30","10240104","4","1","bgm_M64","0.7","0","1","0","0","101451","4","1.2","1","100","200","0","180","-100"
"1024","101562","1","-30","10240105","5","1","bgm_M55","1.25","0","1","-60","-50","101452","5","1.55","1.35","400","290","0","460","-70"
"1025","101001","1","-30","10250101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-480","-120"
"1025","101001","1","-30","10250102","2","1","bgm_M64","0.75","10","1","0","0","101451","2","1.2","1.1","100","200","0","-260","-120"
"1025","101001","1","-30","10250103","3","1","bgm_M64","0.6","0","1","0","-10","101451","3","0.9","0.8","100","200","-13","-40","0"
"1025","101001","1","-30","10250104","4","1","bgm_M64","0.8","0","1","-30","0","101451","4","1.5","1","100","200","0","240","-50"
"1025","101011","1","-30","10250105","5","1","bgm_M55","1.2","0","1","0","0","101452","5","1.3","1","100","250","0","480","-40"
"1026","101021","1","-30","10260101","1","1","bgm_M64","0.575","10","1","-25","-30","101021","1","1","0.9","170","210","0","-450","-130"
"1026","101021","1","-30","10260102","2","1","bgm_M64","0.75","10","1","0","0","101021","2","1.2","1","120","200","0","-250","-120"
"1026","101021","1","-30","10260103","3","1","bgm_M64","1.55","0","1","0","-10","101021","3","2.3","2.2","100","200","-15","-50","100"
"1026","101021","1","-30","10260104","4","1","bgm_M64","0.7","0","1","43","0","101021","4","1","1","150","200","0","190","-70"
"1026","101031","1","-30","10260105","5","1","bgm_M55","1.4","0","1","0","0","101031","5","1.8","1.6","200","220","0","440","0"
"1027","101041","1","-30","10270101","1","1","bgm_M64","0.6","10","1","0","-30","101161","1","0.8","0.7","250","210","0","-470","-125"
"1027","101041","1","-30","10270102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1","120","200","0","-210","-95"
"1027","101041","1","-30","10270103","3","1","bgm_M64","0.75","10","1","-10","-10","101161","3","1.2","1","100","200","-15","50","-120"
"1027","101041","1","-30","10270104","4","1","bgm_M64","0.7","0","1","20","0","101162","4","1.1","1","100","200","0","195","35"
"1027","101042","1","-30","10270105","5","1","bgm_M55","1.1","0","1.3","-50","0","101161","5","1.8","1.35","150","210","0","450","-55"
"1028","101161","1","-30","10280101","1","1","bgm_M64","0.6","10","1","0","0","101161","1","0.8","0.85","250","210","0","-480","-120"
"1028","101161","1","-30","10280102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1.1","0","200","0","-260","-100"
"1028","101161","1","-30","10280103","3","1","bgm_M64","0.65","5","1","0","-10","101161","3","1.1","1","100","200","-5","-10","65"
"1028","101161","1","-30","10280104","4","1","bgm_M64","0.9","0","1","0","0","101161","4","1.35","1.3","100","200","0","190","-110"
"1028","101162","1","-30","10280105","5","1","bgm_M55","0.9","-10","1.3","-50","-45","101162","5","1.15","1","270","280","-40","485","-70"
"1029","101171","1","-30","10290101","1","1","bgm_M64","0.6","10","1","0","-30","101171","1","0.8","0.7","200","210","0","-480","-120"
"1029","101171","1","-30","10290102","2","1","bgm_M64","0.6","10","1","0","0","101171","2","1","0.7","200","240","0","-260","-120"
"1029","101171","1","-30","10290103","3","1","bgm_M64","0.9","0","1","-30","-10","101171","3","1.4","1","200","200","-15","-10","65"
"1029","101171","1","-30","10290104","4","1","bgm_M64","0.9","0","1","-30","0","101171","4","1.3","1","200","200","0","190","-110"
"1029","101172","1","-30","10290105","5","1","bgm_M55","1","10","1","-50","0","101172","5","1.45","1","200","250","-20","475","-30"
"1030","101191","1","-30","10300101","1","1","bgm_M64","0.6","10","1","0","-30","101171","1","0.8","0.7","100","210","0","-480","-120"
"1030","101191","1","-30","10300102","2","1","bgm_M64","0.8","10","1","0","0","101171","2","1.2","1","100","200","0","-260","-100"
"1030","101191","1","-30","10300103","3","1","bgm_M64","0.6","5","1","0","-10","101171","3","0.9","0.8","100","200","-5","-10","65"
"1030","101191","1","-30","10300104","4","1","bgm_M64","0.9","0","1","0","0","101171","4","1.2","1","100","200","0","190","-110"
"1030","101192","1","-30","10300105","5","1.2","bgm_M55","1.1","-10","1","-50","-45","101172","5","1.3","1","200","280","0","485","-70"
"1031","101201","1","-30","10310101","1","1","bgm_M64","0.6","10","1","0","0","101161","1","0.8","0.85","100","210","0","-480","-120"
"1031","101201","1","-30","10310102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1.2","1.1","100","240","0","-260","-120"
"1031","101201","1","-30","10310103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.1","1","100","200","-15","-10","65"
"1031","101201","1","-30","10310104","4","1","bgm_M64","0.7","0","1","43","0","101161","4","1","1","100","200","0","190","-110"
"1031","101202","1","-30","10310105","5","1","bgm_M55","1","10","1","-50","-45","101162","5","1.45","1","100","250","-20","475","-30"
"1032","101291","1","-30","10320101","1","1","bgm_M64","0.6","10","1","0","0","101291","1","0.8","0.85","100","210","0","-480","-120"
"1032","101291","1","-30","10320102","2","1","bgm_M64","0.75","10","1","0","0","101291","2","1.2","1.1","100","240","0","-260","-120"
"1032","101291","1","-30","10320103","3","1","bgm_M64","0.9","0","1","0","-10","101291","3","1.3","1","100","200","-15","-40","65"
"1032","101291","1","-30","10320104","4","1","bgm_M64","0.8","0","1","-30","0","101291","4","1.3","1","100","200","0","150","-110"
"1032","101292","1","-30","10320105","5","1","bgm_M55","1.1","30","1","15","30","101292","5","1.45","1","100","230","-20","490","-15"
"1033","101301","1","-30","10330101","1","1","bgm_M64","0.58","10","1","0","-30","101301","1","0.8","0.7","100","210","0","-480","-120"
"1033","101301","1","-30","10330102","2","1","bgm_M64","0.9","10","1","0","0","101301","2","1.2","1","100","200","0","-260","-120"
"1033","101301","1","-30","10330103","3","1","bgm_M64","0.93","-10","1","-30","-10","101301","3","1.4","1","200","200","0","-50","100"
"1033","101301","1","-30","10330104","4","1","bgm_M64","0.9","0","1","15","0","101301","4","1.3","1","100","200","0","100","-100"
"1033","101302","1","-30","10330105","5","1","bgm_M55","1","10","1","-15","-30","101302","5","1.2","1.1","100","270","-20","470","-55"
"1034","101441","1","-30","10340101","1","1","bgm_M64","0.575","10","1","0","0","101161","1","0.8","0.85","100","210","0","-450","-130"
"1034","101441","1","-30","10340102","2","1","bgm_M64","0.75","10","1","0","0","101161","2","1","0.7","200","200","0","-250","-120"
"1034","101441","1","-30","10340103","3","1","bgm_M64","0.8","0","1","0","-10","101161","3","1.2","1.1","100","200","-15","-10","50"
"1034","101441","1","-30","10340104","4","1","bgm_M64","0.9","0","1","43","0","101161","4","1","1","150","200","0","180","-100"
"1034","101442","1","-30","10340105","5","1","bgm_M55","0.95","10","1","-35","-30","101162","5","1.2","1.1","100","230","-20","470","-70"
"1035","101451","1","-30","10350101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-450","-130"
"1035","101451","1","-30","10350102","2","1","bgm_M64","0.9","10","1","0","0","101451","2","1.2","1","100","200","0","-250","-120"
"1035","101451","1","-30","10350103","3","1","bgm_M64","0.9","0","1","-30","-10","101451","3","1.4","1","100","200","-15","-20","50"
"1035","101451","1","-30","10350104","4","1","bgm_M64","0.8","0","1","0","0","101451","4","1","0.85","100","200","0","200","-100"
"1035","101452","1","-30","10350105","5","1.2","bgm_M55","1.25","0","1","-35","-50","101452","5","1.55","1.4","100","290","0","510","-70"
"1036","101561","1","-30","10360101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-450","-130"
"1036","101561","1","-30","10360102","2","1","bgm_M64","0.75","0","1","0","0","101451","2","1.2","1.1","100","240","0","-240","-120"
"1036","101561","1","-30","10360103","3","1","bgm_M64","0.65","5","1","0","-10","101451","3","1.1","1","100","200","-5","-30","60"
"1036","101561","1","-30","10360104","4","1","bgm_M64","1.1","0","1","0","0","101451","4","1.2","1","100","200","0","180","-100"
"1036","101562","1","-30","10360105","5","1.4","bgm_M55","1.25","0","1","-60","-50","101452","5","1.55","1.35","400","290","0","460","-70"
"1037","101001","1","-30","10370101","1","1","bgm_M64","0.58","10","1","0","-30","101451","1","0.8","0.7","100","210","0","-480","-120"
"1037","101001","1","-30","10370102","2","1","bgm_M64","0.75","10","1","0","0","101451","2","1.2","1.1","100","200","0","-260","-120"
"1037","101001","1","-30","10370103","3","1.4","bgm_M64","0.6","0","1","-50","-60","101451","3","0.9","0.55","150","200","-13","-40","0"
"1037","101001","1","-30","10370104","4","1","bgm_M64","0.8","0","1","-30","0","101451","4","1.3","1","100","200","0","240","-50"
"1037","101011","1","-30","10370105","5","1.2","bgm_M55","1.2","0","1","0","0","101452","5","1.3","1","100","250","0","480","-40"
"1038","101021","1","-30","10380101","1","1","bgm_M64","0.575","10","1","-25","-30","101021","1","1","0.9","170","210","0","-450","-110"
"1038","101021","1","-30","10380102","2","1","bgm_M64","0.75","10","1","0","0","101021","2","1.2","1","120","200","0","-250","-120"
"1038","101021","1","-30","10380103","3","1","bgm_M64","0.8","0","1","0","-10","101021","3","1.2","1.1","100","200","-15","-50","100"
