a808a9d50ae2cd3c9c59bb5efa331f43d6ea1f87dff9ab0bdb3236dc041b5246,bcb6517d95a60492b0c1fdd8ec122263786df4b8db2bc189888f619957e51444,02ac923c7fd03d2a26c5dfb2a829d26c409ba28d45ec1e621675f6ae63ba9e2c,f44ec1868ffa242532ab32c8f03b764fc0447ab6d58405f8e1b24628a0e91f93,f9262b07c03511caeb88d0adfd848306d852d317ffd53d8a35339738eb4bffe0,f846ce036f6e89af8a7dc0ead41d2324951120d26c5427a6609f2056d85e7876,b73d8fcdb9a78e462611f601185aa81f38dfb40b8031f568aa4bd03fc37f87bc,b755cdebc85827ad04fa44b44c67de977b845be8888516c3f1f21579fa5b021d,b5d4647514f975d1fd5227bf0ac837a93b3ad969d88cd1e2869b4bec705df567,9e2d7a40a5ff33ff14b5bded137cc50849986cd7d02fb425c1ebb1c94cbd4539,a6c5d537677aa46e104f94e7b44c719e68614a96f4285c68f3a519c53dcd1e2c,9dddde1bc10e6a8d22855ca1906cfdfee88422dcac2bb88f56de049fa6379ea3,c40aff094e20ab0376e394a6555345560919019b8d2e58132c85b724f071ac2f,0cc0fbd588482bac662fde39574856a46cc11e4c6fce9f3cd73e69d569edb949,4d2f0fb41df7cd4c3e73c15e6e913ec989e04155f898d0c46e16214011325f47,9f9472a1268d852825d426d1e1065e2add268c141f4a32bc538fb2354dbc2e88,dec2ce8e7ae3b42bab16d27137678a66295f8561e5044311bdf59442a9ac128e,770a1595ea01adf5eb4ed8397e815dac2c59a7ab1fa2f26914025244fb55138d,ab5e1b08f32026a962d10f6b5be5b743060e1ada4d994328516adc0a296692a9,e64fa445512dfc9cff49c670e4f525221db6c03746f91b677f11818a2c21b8e8,afae5082c757a543a991bf36e029c471ccb6da0fa165594c01ab60e6b4052475,d04373769e62a744b279ba96480e30370030ba4d43a74149d0790b5df78cb8d0,bc227c6b92561e0e99c92238169ad19ed2d8c4c90d75fc9c11b8fbb27ef93919,b21138928d461711aca665628ff62896bc5765c893b629768c0e36bfc2b7a6b0,a3552293decf4b75aaabfa8e2e340558fb914b16751f56c49131280770f25c39,2eabc45c79f51557af1dfad092a56bc1d2f87e9ba921d8a10c5606d20704f853,1192e6895f48b54888900f00f92f3bc1b1de7810c26d6d13bfded9b7048cc803,7ea7295c7910a28556669105710159a6db0cb0033721e44ece4c9361f816f488,c6253bb2a32e63eb5110f382c3a0b741b1e230f854434f6e63843e22d4caec0e,833998a39e1a389cdfe65291fc559cb98b77bb1cc06c145f9deb7a31ba8940d4,16eb9e418465dc95ccea36590c54ec3c977bba3dfa6095f72fc97dd5a682937e,61ded962eab543267c1b0cb3bafc77eea6fe8c57a372280c0350791c3d4c6b9b,2bffde2e6cf310470262f23583d2439a379b7bf8e4bdf69d9131e60896c19b9f,782f4db251564068bef8a1b6f5f53d981ed4af2ba1a71c4427c9660ace55e45f,1c69f91034ba31b56e82d93e3457927ece3af65f8e050f8cb00bba12bcdba11a,44588ada267e370eebc5af08eac4afb8cc105fc601d910bc5bb19e559409d7e5,fe1cf6d9ebb99dcad404b9d2a81146fa1aa4a7ed0a23ca9eea831a21292a8b4d,f745693f36cd1f8f0d3a678e7dad6b2fe046c9b674b3379b91f254c305321046,cec6d7e19371b8a443d0d338360c677b614827b5a457cac577f7a493ddd917ad,99b2d44c6fe70dd1abc3e46162048f69835c2e862402a19851eeabdb891f40d4,772cf98eeb47d90fd3fe40867ae44bf48693e15b866dcc9e42c6d6643fa57e4c,c0187878075e3886016f0768164df1f5b012df85b9cbb646719cba5bb190aa0b
"72160370","0.7","0","0.9","0.7","-1","0","333","480000","16","0","0","90005","370","0","30","0","0.7","91002","90","-1","1","0","300","721603701","-168","0.7","166","0","-40","0","0","140000","bgm_M126","40001","2200116","0","-335","94002","0","102152","1"
"72170380","0.7","0","0.9","0.7","-1","0","333","480000","17","0","0","90005","380","0","30","0","0.7","91002","90","-1","1","0","300","721703801","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200117","0","-335","94002","0","102162","1"
"72180390","0.7","0","0.9","0.7","-1","0","333","560000","18","0","0","90005","390","0","30","0","0.7","91002","90","-1","1","0","300","721803901","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200118","0","-335","94002","0","102162","1"
"72190400","0.7","0","0.9","0.7","-1","0","333","560000","19","0","0","90005","400","0","30","0","0.7","91002","90","-1","1","0","300","721904001","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200119","0","-335","94002","0","102322","1"
"72200410","0.7","0","0.9","0.7","-1","0","333","640000","20","0","0","90005","410","0","30","0","0.7","91002","90","-1","1","0","300","722004101","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200120","0","-335","94002","0","102322","1"
"72210420","0.7","0","0.8","0.7","-1","0","333","640000","21","0","0","90005","420","0","30","0","0.7","91002","90","-1","1","0","300","722104201","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200121","0","-335","94002","0","102502","1"
"72220430","0.7","0","0.8","0.7","-1","0","333","720000","22","0","0","90005","430","0","30","0","0.7","91002","90","-1","1","0","300","722204301","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200122","0","-335","94002","0","102502","1"
"72230440","0.7","0","0.9","0.7","-1","0","333","720000","23","0","0","90005","440","0","30","0","0.7","91002","90","-1","1","0","300","722304401","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200123","0","-335","94002","0","102512","1"
"72240450","0.7","0","0.9","0.7","-1","0","333","800000","24","0","0","90005","450","0","30","0","0.7","91002","90","-1","1","0","300","722404501","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200124","0","-335","94002","0","102512","1"
"72250460","0.7","0","0.9","0.7","-1","0","333","800000","25","0","0","90005","460","0","30","0","0.7","91002","90","-1","1","0","300","722504601","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200125","0","-335","94002","0","102632","1"
"72260470","0.7","0","0.9","0.7","-1","0","333","880000","26","0","0","90005","470","0","30","0","0.7","91002","90","-1","1","0","300","722604701","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200126","0","-335","94002","0","102632","1"
"72270480","0.7","0","0.8","0.7","-1","0","333","880000","27","0","0","90005","480","0","30","0","0.7","91002","90","-1","1","0","300","722704801","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200127","0","-335","94002","0","102642","1"
"72280490","0.7","0","0.8","0.7","-1","0","333","960000","28","0","0","90005","490","0","30","0","0.7","91002","90","-1","1","0","300","722804901","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200128","0","-335","94002","0","102642","1"
"72290500","0.7","0","0.8","0.7","-1","0","333","960000","29","0","0","90005","500","0","30","0","0.7","91002","90","-1","1","0","300","722905001","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200129","0","-335","94002","0","102702","1"
"72300510","0.7","0","0.8","0.7","-1","0","333","1040000","30","0","0","90005","510","0","30","0","0.7","91002","90","-1","1","0","300","723005101","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200130","0","-335","94002","0","102702","1"
"72310520","0.7","0","0.8","0.7","-1","0","333","1040000","31","0","0","90005","520","0","30","0","0.7","91002","90","-1","1","0","300","723105201","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200131","0","-335","94002","0","102712","1"
"72320530","0.7","0","0.8","0.7","-1","0","333","1120000","32","0","0","90005","530","0","30","0","0.7","91002","90","-1","1","0","300","723205301","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200132","0","-335","94002","0","102712","1"
"72330540","0.7","0","0.8","0.7","-1","0","333","1120000","33","0","0","90005","540","0","30","0","0.7","91002","90","-1","1","0","300","723305401","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200133","0","-335","94002","0","102502","1"
"72340550","0.7","0","0.8","0.7","-1","0","333","1200000","34","0","0","90005","550","0","30","0","0.7","91002","90","-1","1","0","300","723405501","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200134","0","-335","94002","0","102502","1"
"72350560","0.7","0","0.9","0.7","-1","0","333","1200000","35","0","0","90005","560","0","30","0","0.7","91002","90","-1","1","0","300","723505601","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200135","0","-335","94002","0","102832","1"
"72360570","0.7","0","0.9","0.7","-1","0","333","1280000","36","0","0","90005","570","0","30","0","0.7","91002","90","-1","1","0","300","723605701","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200136","0","-335","94002","0","102832","1"
"72370580","0.7","0","0.8","0.7","-1","0","333","1280000","37","0","0","90005","580","0","30","0","0.7","91002","90","-1","1","0","300","723705801","-168","0.7","166","0","0","0","0","140000","bgm_M126","40001","2200137","0","-335","94002","0","102502","1"
"72380590","0.7","0","0.8","0","99","0","0","1360000","38","0","0","90005","590","0","30","0","0.7","91002","90","-1","1","0","300","723805901","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200138","0","-301","94002","0","102502","1"
"72390600","0.7","0","0.9","0","99","0","0","1360000","39","0","0","90005","600","0","30","0","0.7","91002","90","-1","1","0","300","723906001","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200139","0","-301","94002","0","101902","1"
"72400610","0.7","0","0.9","0","99","0","0","1440000","40","0","0","90005","610","0","30","0","0.7","91002","90","-1","1","0","300","724006101","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200140","0","-301","94002","0","101902","1"
"72410620","0.7","0","0.9","0","99","0","0","1440000","41","0","0","90005","620","0","30","0","0.7","91002","90","-1","1","0","300","724106201","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200141","0","-301","94002","0","102162","1"
"72420630","0.7","0","0.9","0","99","0","0","1520000","42","0","0","90005","630","0","30","0","0.7","91002","90","-1","1","0","300","724206301","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200142","0","-301","94002","0","102162","1"
"72430640","0.7","0","0.7","0","99","0","0","1520000","43","0","0","90005","640","0","30","0","0.7","91002","90","-1","1","0","300","724306401","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200143","0","-301","94002","0","101312","1"
"72440650","0.7","0","0.7","0","99","0","0","1600000","44","0","0","90005","650","0","30","0","0.7","91002","90","-1","1","0","300","724406501","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200144","0","-301","94002","0","101312","1"
"72450660","0.7","0","0.7","0","99","0","0","1600000","45","0","0","90005","660","0","30","0","0.7","91002","90","-1","1","0","300","724506601","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200145","0","-301","94002","0","102142","1"
"72460670","0.7","0","0.7","0","99","0","0","1680000","46","0","0","90005","670","0","30","0","0.7","91002","90","-1","1","0","300","724606701","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200146","0","-301","94002","0","102142","1"
"72470680","0.7","0","0.9","0","99","0","0","1680000","47","0","0","90005","680","0","30","0","0.7","91002","90","-1","1","0","300","724706801","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200147","0","-301","94002","0","102512","1"
"72480690","0.7","0","0.9","0","99","0","0","1760000","48","0","0","90005","690","0","30","0","0.7","91002","90","-1","1","0","300","724806901","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200148","0","-301","94002","0","102512","1"
"72490700","0.7","0","0.9","0","99","0","0","1760000","49","0","0","90005","700","0","30","0","0.7","91002","90","-1","1","0","300","724907001","-101","0.7","299","0","0","0","0","140000","bgm_M126","40001","2200149","0","-301","94002","0","101512","1"
"72500710","0.7","0","0.9","0","99","0","0","1840000","50","0","10","90005","710","0","30","0","0.7","91002","90","-1","15","50003","300","725007101","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200150","0","-301","94002","0","101512","1"
"72510720","0.7","0","0.9","0","99","0","0","1840000","51","0","10","90005","720","0","30","0","0.7","91002","90","-1","15","50003","300","725107201","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200151","0","-301","94002","0","102642","1"
"72520730","0.7","0","0.9","0","99","0","0","1920000","52","0","10","90005","730","0","30","0","0.7","91002","90","-1","15","50003","300","725207301","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200152","0","-301","94002","0","102642","1"
"72530740","0.7","0","0.9","0","99","0","0","1920000","53","0","10","90005","740","0","30","0","0.7","91002","90","-1","15","50003","300","725307401","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200153","0","-301","94002","0","101522","1"
"72540750","0.7","0","0.9","0","99","0","0","2000000","54","0","10","90005","750","0","30","0","0.7","91002","90","-1","15","50003","300","725407501","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200154","0","-301","94002","0","101522","1"
"72550760","0.7","0","0.9","0","99","0","0","2000000","55","0","10","90005","760","0","30","0","0.7","91002","90","-1","15","50003","300","725507601","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200155","0","-301","94002","0","101522","1"
"72560770","0.7","0","0.9","0","99","0","0","2080000","56","0","10","90005","770","0","30","0","0.7","91002","90","-1","15","50003","300","725607701","-101","0.7","299","0","0","0","0","140001","bgm_M126","40001","2200156","0","-301","94002","0","101522","1"
"72570780","0.7","0","0.7","0.7","-1","0","333","30","57","0","2080000","91002","780","0","300","0","0.7","140001","90","-1","1","94002","15","725707801","-168","0.7","166","0","0","0","0","4101511","bgm_M559","40001","2200157","0","-335","90005","0","81008508","1"
