1ac50923eeff5b63be6b659d9c19ce127fb522d3b7f3f6d00dc2082b14c55cd5,f5f23f65a7de9b93c1c68598c614a7b64b4556e34edcf931b09830f04ddfc585,b8acb140af2cc30e4ad217ea8a1047630407485f10c654815e6bbbd841b41b49,e168898f73a36fabad1657cdbe94d62d160bdcd63bf87d917e73d7a73d11342e,b4768b5305a168714d37c646c7e07d43dde83eb6a290affad527110b9da033e4,d6171890d7616bb3b954b78e5d597e998d0be1c26793c0e8845f531378a594b9,469d710f4ce245d5257d553b8d02d4c3c7a07db0285b7b3b1b28e93ffac04f31,8d947e6d70fe463637d6154a25c7d78e6019a02fba9b54fcd7d008b5c07399d8,b010c1cf802252a2793ad0e8859ccebcbd26c70c3eef2076db3e4e82bc74fdb4,83aa2de9a95784a1699dce5b55887da46be8e325ab2092242edcb4761d443c6d,43f11bfa7175b897b4bf5a37e557e4f6850d88fded7fa9c604f69ae531b24f64,d820abe08cb718650ac3b0b8eb0e2d0fb5f153c5af97defa698cbed724ff401e,cc444ea61968683f43703ade46bc5180b35661b851d5fb8bfab9e1bb8ede33c6,78876c03f00f8cd21a72f5ab75a4a4acca60a5cb419219be7e2925cfd0c00447,0fd59a8fc1de3e3869da6b87e47242fb7a073b330c893dcaca11279a6c7c691d,abe4c4f5cc74dc0bfab3b35d657a80c7ebed63cdc9a2f0eabf86478831984c83,285d2dee2793409384a82c9298785947974a67a5d5c989fa1e704fb31fe94b4f
"1","0","2019/02/15 5:00:00","8001","1","106","45959","2019/02/28 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001007"
"1","0","2019/02/15 5:00:00","8001","1","106","45959","2019/02/28 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001008"
"1","0","2019/02/28 5:00:00","8001","1","106","45959","2019/04/27 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001009"
"1","0","2019/02/28 5:00:00","8001","1","106","45959","2019/04/27 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001010"
"1","0","2019/04/27 5:00:00","8001","1","106","45959","2019/05/07 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001011"
"1","0","2019/04/27 5:00:00","8001","1","106","45959","2019/05/07 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001012"
"1","0","2019/05/07 5:00:00","8001","1","106","45959","2019/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001013"
"1","0","2019/05/07 5:00:00","8001","1","106","45959","2019/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001014"
"1","0","2019/08/15 5:00:00","8001","1","106","45959","2019/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001015"
"1","0","2019/08/15 5:00:00","8001","1","106","45959","2019/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001016"
"1","0","2019/09/01 5:00:00","8001","1","106","45959","2020/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001017"
"1","0","2019/09/01 5:00:00","8001","1","106","45959","2020/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001018"
"1","0","2020/02/15 5:00:00","8001","1","106","45959","2020/02/29 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001019"
"1","0","2020/02/15 5:00:00","8001","1","106","45959","2020/02/29 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001020"
"1","0","2020/02/29 5:00:00","8001","1","106","45959","2020/03/16 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001021"
"1","0","2020/02/29 5:00:00","8001","1","106","45959","2020/03/16 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001022"
"1","0","2020/03/16 5:00:00","8001","1","106","45959","2020/03/31 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001023"
"1","0","2020/03/16 5:00:00","8001","1","106","45959","2020/03/31 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001024"
"1","0","2020/03/31 5:00:00","8001","1","106","45959","2020/04/30 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001025"
"1","0","2020/03/31 5:00:00","8001","1","106","45959","2020/04/30 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001026"
"1","0","2020/04/30 5:00:00","8001","1","106","45959","2020/05/10 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001027"
"1","0","2020/04/30 5:00:00","8001","1","106","45959","2020/05/10 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001028"
"1","0","2020/05/10 5:00:00","8001","1","106","45959","2020/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001029"
"1","0","2020/05/10 5:00:00","8001","1","106","45959","2020/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001030"
"1","0","2020/08/15 5:00:00","8001","1","106","45959","2020/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001031"
"1","0","2020/08/15 5:00:00","8001","1","106","45959","2020/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001032"
"1","0","2020/09/01 5:00:00","8001","1","106","45959","2020/11/10 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001033"
"1","0","2020/09/01 5:00:00","8001","1","106","45959","2020/11/10 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001034"
"1","0","2020/11/10 5:00:00","8001","1","106","45959","2020/11/22 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001035"
"1","0","2020/11/10 5:00:00","8001","1","106","45959","2020/11/22 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001036"
"1","0","2020/11/22 5:00:00","8001","1","106","45959","2021/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001037"
"1","0","2020/11/22 5:00:00","8001","1","106","45959","2021/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001038"
"1","0","2021/02/15 5:00:00","8001","1","106","45959","2021/03/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001039"
"1","0","2021/02/15 5:00:00","8001","1","106","45959","2021/03/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001040"
"1","0","2021/03/01 5:00:00","8001","1","106","45959","2021/03/08 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001041"
"1","0","2021/03/01 5:00:00","8001","1","106","45959","2021/03/08 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001042"
"1","0","2021/03/08 5:00:00","8001","1","106","45959","2021/03/17 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001043"
"1","0","2021/03/08 5:00:00","8001","1","106","45959","2021/03/17 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001044"
"1","0","2021/03/17 5:00:00","8001","1","106","45959","2021/05/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001045"
"1","0","2021/03/17 5:00:00","8001","1","106","45959","2021/05/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001046"
"1","0","2021/05/01 5:00:00","8001","1","106","45959","2021/05/10 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001047"
"1","0","2021/05/01 5:00:00","8001","1","106","45959","2021/05/10 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001048"
"1","0","2021/05/10 5:00:00","8001","1","106","45959","2021/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001049"
"1","0","2021/05/10 5:00:00","8001","1","106","45959","2021/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001050"
"1","0","2021/08/15 5:00:00","8001","1","106","45959","2021/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001051"
"1","0","2021/08/15 5:00:00","8001","1","106","45959","2021/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001052"
"1","0","2021/09/01 5:00:00","8001","1","106","45959","2022/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001053"
"1","0","2021/09/01 5:00:00","8001","1","106","45959","2022/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001054"
"1","0","2022/02/15 5:00:00","8001","1","106","45959","2022/03/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001055"
"1","0","2022/02/15 5:00:00","8001","1","106","45959","2022/03/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001056"
"1","0","2022/03/01 5:00:00","8001","1","106","45959","2022/04/30 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001057"
"1","0","2022/03/01 5:00:00","8001","1","106","45959","2022/04/30 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001058"
"1","0","2022/04/30 5:00:00","8001","1","106","45959","2022/05/11 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001059"
"1","0","2022/04/30 5:00:00","8001","1","106","45959","2022/05/11 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001060"
"1","0","2022/05/11 5:00:00","8001","1","106","45959","2022/06/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001061"
"1","0","2022/05/11 5:00:00","8001","1","106","45959","2022/06/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001062"
"1","0","2022/06/15 5:00:00","8001","1","106","45959","2022/06/20 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001063"
"1","0","2022/06/15 5:00:00","8001","1","106","45959","2022/06/20 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001064"
"1","0","2022/06/20 5:00:00","8001","1","106","45959","2022/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001065"
"1","0","2022/06/20 5:00:00","8001","1","106","45959","2022/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001066"
"1","0","2022/08/15 5:00:00","8001","1","106","45959","2022/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001067"
"1","0","2022/08/15 5:00:00","8001","1","106","45959","2022/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001068"
"1","0","2022/09/01 5:00:00","8001","1","106","45959","2022/12/16 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001069"
"1","0","2022/09/01 5:00:00","8001","1","106","45959","2022/12/16 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001070"
"1","0","2022/12/16 5:00:00","8001","1","106","45959","2023/01/04 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001071"
"1","0","2022/12/16 5:00:00","8001","1","106","45959","2023/01/04 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001072"
"1","0","2023/01/04 5:00:00","8001","1","106","45959","2023/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001073"
"1","0","2023/01/04 5:00:00","8001","1","106","45959","2023/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001074"
"1","0","2023/02/15 5:00:00","8001","1","106","45959","2023/03/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001005","0","0","0","18001075"
"1","0","2023/02/15 5:00:00","8001","1","106","45959","2023/03/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001006","0","0","0","18001076"
"1","0","2023/03/01 5:00:00","8001","1","106","45959","2023/04/30 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001077"
"1","0","2023/03/01 5:00:00","8001","1","106","45959","2023/04/30 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001078"
"1","0","2023/04/30 5:00:00","8001","1","106","45959","2023/05/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001079"
"1","0","2023/04/30 5:00:00","8001","1","106","45959","2023/05/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001080"
"1","0","2023/05/15 5:00:00","8001","1","106","45959","2023/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001081"
"1","0","2023/05/15 5:00:00","8001","1","106","45959","2023/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001082"
"1","0","2023/08/15 5:00:00","8001","1","106","45959","2023/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001083"
"1","0","2023/08/15 5:00:00","8001","1","106","45959","2023/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001084"
"1","0","2023/09/01 5:00:00","8001","1","106","45959","2023/12/26 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001085"
"1","0","2023/09/01 5:00:00","8001","1","106","45959","2023/12/26 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001086"
"1","0","2023/12/26 5:00:00","8001","1","106","45959","2024/01/06 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001087"
"1","0","2023/12/26 5:00:00","8001","1","106","45959","2024/01/06 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001088"
"1","0","2024/01/06 5:00:00","8001","1","106","45959","2024/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001089"
"1","0","2024/01/06 5:00:00","8001","1","106","45959","2024/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001090"
"1","0","2024/02/15 5:00:00","8001","1","106","45959","2024/03/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001091"
"1","0","2024/02/15 5:00:00","8001","1","106","45959","2024/03/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001092"
"1","0","2024/03/01 5:00:00","8001","1","106","45959","2024/04/30 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001093"
"1","0","2024/03/01 5:00:00","8001","1","106","45959","2024/04/30 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001094"
"1","0","2024/04/30 5:00:00","8001","1","106","45959","2024/05/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001095"
"1","0","2024/04/30 5:00:00","8001","1","106","45959","2024/05/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001096"
"1","0","2024/05/15 5:00:00","8001","1","106","45959","2024/08/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001097"
"1","0","2024/05/15 5:00:00","8001","1","106","45959","2024/08/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001098"
"1","0","2024/08/15 5:00:00","8001","1","106","45959","2024/09/01 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001003","0","0","0","18001099"
"1","0","2024/08/15 5:00:00","8001","1","106","45959","2024/09/01 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001004","0","0","0","18001100"
"1","0","2024/09/01 5:00:00","8001","1","106","45959","2030/02/15 4:59:59","12:00～翌朝04:59の間にゲームにログインしよう","120000","1","0","18001001","0","0","0","18001101"
"1","0","2024/09/01 5:00:00","8001","1","106","45959","2030/02/15 4:59:59","18:00～翌朝04:59の間にゲームにログインしよう","180000","1","0","18001002","0","0","0","18001102"
"4","0","2015/04/01 15:00:00","8004","1","404","0","2030/04/01 14:59:59","マナを1回購入しよう","0","1","208","18004001","0","0","0","18004001"
